Date,USA SMID GROWTH SMID (Small+Mid Cap)
2001-05-18,642.354
2001-05-21,665.323
2001-05-22,667.708
2001-05-23,649.212
2001-05-24,654.853
2001-05-25,652.384
2001-05-28,652.384
2001-05-29,635.877
2001-05-30,615.088
2001-05-31,623.834
2001-06-01,632.793
2001-06-04,635.697
2001-06-05,653.414
2001-06-06,647.514
2001-06-07,652.724
2001-06-08,645.405
2001-06-11,631.573
2001-06-12,630.261
2001-06-13,624.159
2001-06-14,603.768
2001-06-15,602.824
2001-06-18,592.03
2001-06-19,590.321
2001-06-20,600.208
2001-06-21,602.571
2001-06-22,593.419
2001-06-25,593.093
2001-06-26,597.875
2001-06-27,601.148
2001-06-28,611.125
2001-06-29,628.466
2001-07-02,618.332
2001-07-03,614.241
2001-07-04,614.241
2001-07-05,605.128
2001-07-06,587.738
2001-07-09,588.793
2001-07-10,577.277
2001-07-11,574.607
2001-07-12,593.245
2001-07-13,596.034
2001-07-16,583.178
2001-07-17,590.783
2001-07-18,582.347
2001-07-19,586.679
2001-07-20,586.438
2001-07-23,579.567
2001-07-24,566.557
2001-07-25,572.836
2001-07-26,584.803
2001-07-27,589.231
2001-07-30,586.29
2001-07-31,585.8
2001-08-01,590.072
2001-08-02,589.018
2001-08-03,585.517
2001-08-06,577.163
2001-08-07,574.3
2001-08-08,560.705
2001-08-09,559.447
2001-08-10,558.343
2001-08-13,564.273
2001-08-14,563.189
2001-08-15,557.544
2001-08-16,556.164
2001-08-17,546.229
2001-08-20,547.95
2001-08-21,538.997
2001-08-22,545.725
2001-08-23,543.877
2001-08-24,556.294
2001-08-27,557.416
2001-08-28,548.223
2001-08-29,545.606
2001-08-30,537.483
2001-08-31,539.852
2001-09-03,539.852
2001-09-04,534.825
2001-09-05,526.453
2001-09-06,514.269
2001-09-07,505.809
2001-09-10,502.624
2001-09-11,502.627
2001-09-12,502.628
2001-09-13,502.628
2001-09-14,502.628
2001-09-17,470.259
2001-09-18,457.597
2001-09-19,447.482
2001-09-20,433.407
2001-09-21,424.206
2001-09-24,440.255
2001-09-25,440.899
2001-09-26,431.983
2001-09-27,436.0
2001-09-28,448.308
2001-10-01,439.74
2001-10-02,445.58
2001-10-03,464.777
2001-10-04,469.672
2001-10-05,468.323
2001-10-08,465.835
2001-10-09,463.476
2001-10-10,479.382
2001-10-11,495.672
2001-10-12,493.81
2001-10-15,493.257
2001-10-16,499.621
2001-10-17,483.882
2001-10-18,480.244
2001-10-19,487.088
2001-10-22,494.402
2001-10-23,493.495
2001-10-24,496.871
2001-10-25,509.291
2001-10-26,512.015
2001-10-29,497.841
2001-10-30,486.333
2001-10-31,492.655
2001-11-01,501.691
2001-11-02,501.215
2001-11-05,509.815
2001-11-06,517.0
2001-11-07,518.046
2001-11-08,512.477
2001-11-09,512.168
2001-11-12,514.699
2001-11-13,526.763
2001-11-14,529.181
2001-11-15,526.154
2001-11-16,527.54
2001-11-19,536.645
2001-11-20,528.992
2001-11-21,526.806
2001-11-22,526.806
2001-11-23,534.048
2001-11-26,542.209
2001-11-27,543.019
2001-11-28,531.56
2001-11-29,540.476
2001-11-30,539.902
2001-12-03,534.363
2001-12-04,548.823
2001-12-05,569.303
2001-12-06,571.746
2001-12-07,565.661
2001-12-10,557.034
2001-12-11,559.629
2001-12-12,559.175
2001-12-13,548.405
2001-12-14,549.829
2001-12-17,557.493
2001-12-18,564.909
2001-12-19,561.531
2001-12-20,550.214
2001-12-21,558.62
2001-12-24,560.542
2001-12-25,560.542
2001-12-26,566.598
2001-12-27,570.588
2001-12-28,575.856
2001-12-31,569.067
2002-01-01,569.067
2002-01-02,567.822
2002-01-03,576.267
2002-01-04,582.379
2002-01-07,575.501
2002-01-08,577.686
2002-01-09,575.374
2002-01-10,575.081
2002-01-11,568.672
2002-01-14,558.109
2002-01-15,559.985
2002-01-16,546.9
2002-01-17,554.185
2002-01-18,545.063
2002-01-21,545.063
2002-01-22,537.754
2002-01-23,549.04
2002-01-24,554.456
2002-01-25,554.276
2002-01-28,554.852
2002-01-29,544.673
2002-01-30,549.396
2002-01-31,554.621
2002-02-01,551.424
2002-02-04,534.759
2002-02-05,530.679
2002-02-06,524.006
2002-02-07,517.596
2002-02-08,528.924
2002-02-11,537.647
2002-02-12,537.56
2002-02-13,542.33
2002-02-14,537.962
2002-02-15,530.858
2002-02-18,530.858
2002-02-19,516.809
2002-02-20,523.388
2002-02-21,513.701
2002-02-22,515.642
2002-02-25,523.704
2002-02-26,528.257
2002-02-27,527.569
2002-02-28,522.975
2002-03-01,536.379
2002-03-04,553.909
2002-03-05,553.089
2002-03-06,560.763
2002-03-07,558.686
2002-03-08,567.577
2002-03-11,569.663
2002-03-12,565.431
2002-03-13,559.599
2002-03-14,559.513
2002-03-15,563.172
2002-03-18,568.342
2002-03-19,569.355
2002-03-20,560.689
2002-03-21,567.121
2002-03-22,562.887
2002-03-25,553.026
2002-03-26,556.307
2002-03-27,561.25
2002-03-28,565.277
2002-03-29,565.277
2002-04-01,565.573
2002-04-02,554.856
2002-04-03,547.802
2002-04-04,548.63
2002-04-05,546.228
2002-04-08,550.95
2002-04-09,546.763
2002-04-10,553.231
2002-04-11,542.678
2002-04-12,550.518
2002-04-15,551.231
2002-04-16,564.763
2002-04-17,563.344
2002-04-18,563.136
2002-04-19,563.047
2002-04-22,554.764
2002-04-23,552.099
2002-04-24,548.418
2002-04-25,548.014
2002-04-26,539.098
2002-04-29,533.947
2002-04-30,544.835
2002-05-01,545.706
2002-05-02,542.005
2002-05-03,536.23
2002-05-06,526.44
2002-05-07,522.489
2002-05-08,544.483
2002-05-09,534.438
2002-05-10,525.483
2002-05-13,534.582
2002-05-14,549.716
2002-05-15,550.485
2002-05-16,547.241
2002-05-17,550.328
2002-05-20,542.635
2002-05-21,532.725
2002-05-22,531.53
2002-05-23,538.848
2002-05-24,531.892
2002-05-27,531.892
2002-05-28,530.063
2002-05-29,525.37
2002-05-30,525.223
2002-05-31,524.887
2002-06-03,509.142
2002-06-04,507.806
2002-06-05,511.879
2002-06-06,502.342
2002-06-07,505.374
2002-06-10,505.695
2002-06-11,495.094
2002-06-12,494.386
2002-06-13,488.839
2002-06-14,490.444
2002-06-17,504.874
2002-06-18,503.116
2002-06-19,495.475
2002-06-20,486.996
2002-06-21,479.361
2002-06-24,478.606
2002-06-25,467.745
2002-06-26,466.611
2002-06-27,474.079
2002-06-28,476.997
2002-07-01,459.531
2002-07-02,443.407
2002-07-03,446.23
2002-07-04,446.23
2002-07-05,465.181
2002-07-08,455.67
2002-07-09,444.145
2002-07-10,431.901
2002-07-11,434.401
2002-07-12,434.29
2002-07-15,432.531
2002-07-16,430.015
2002-07-17,433.09
2002-07-18,420.635
2002-07-19,408.653
2002-07-22,396.917
2002-07-23,385.798
2002-07-24,406.86
2002-07-25,399.57
2002-07-26,401.985
2002-07-29,425.282
2002-07-30,428.462
2002-07-31,423.425
2002-08-01,411.676
2002-08-02,399.441
2002-08-05,385.471
2002-08-06,400.906
2002-08-07,404.228
2002-08-08,415.053
2002-08-09,415.416
2002-08-12,414.666
2002-08-13,404.1
2002-08-14,419.572
2002-08-15,428.14
2002-08-16,432.047
2002-08-19,440.901
2002-08-20,434.854
2002-08-21,442.419
2002-08-22,448.213
2002-08-23,436.768
2002-08-26,440.57
2002-08-27,428.82
2002-08-28,418.847
2002-08-29,423.701
2002-08-30,420.682
2002-09-02,420.682
2002-09-03,405.15
2002-09-04,414.348
2002-09-05,406.356
2002-09-06,418.223
2002-09-09,421.608
2002-09-10,425.684
2002-09-11,425.746
2002-09-12,415.797
2002-09-13,417.831
2002-09-16,416.04
2002-09-17,408.177
2002-09-18,406.98
2002-09-19,394.592
2002-09-20,395.089
2002-09-23,387.106
2002-09-24,382.722
2002-09-25,395.431
2002-09-26,400.172
2002-09-27,393.022
2002-09-30,388.712
2002-10-01,396.97
2002-10-02,389.075
2002-10-03,383.496
2002-10-04,373.254
2002-10-07,364.308
2002-10-08,369.526
2002-10-09,361.284
2002-10-10,372.52
2002-10-11,385.846
2002-10-14,391.062
2002-10-15,407.168
2002-10-16,395.726
2002-10-17,409.341
2002-10-18,410.523
2002-10-21,419.882
2002-10-22,411.94
2002-10-23,418.543
2002-10-24,412.691
2002-10-25,419.508
2002-10-28,414.592
2002-10-29,410.447
2002-10-30,416.886
2002-10-31,415.973
2002-11-01,426.058
2002-11-04,430.316
2002-11-05,429.456
2002-11-06,436.987
2002-11-07,425.805
2002-11-08,418.736
2002-11-11,407.689
2002-11-12,414.4
2002-11-13,415.619
2002-11-14,427.368
2002-11-15,430.454
2002-11-18,427.815
2002-11-19,423.108
2002-11-20,434.946
2002-11-21,446.758
2002-11-22,446.639
2002-11-25,449.124
2002-11-26,437.866
2002-11-27,452.359
2002-11-28,452.365
2002-11-29,450.564
2002-12-02,451.602
2002-12-03,442.484
2002-12-04,438.679
2002-12-05,434.995
2002-12-06,437.361
2002-12-09,423.639
2002-12-10,430.871
2002-12-11,431.801
2002-12-12,432.603
2002-12-13,423.619
2002-12-16,432.83
2002-12-17,429.563
2002-12-18,422.209
2002-12-19,419.44
2002-12-20,425.03
2002-12-23,428.493
2002-12-24,426.301
2002-12-25,426.301
2002-12-26,426.564
2002-12-27,419.717
2002-12-30,418.623
2002-12-31,420.465
2003-01-01,420.465
2003-01-02,434.153
2003-01-03,432.928
2003-01-06,440.073
2003-01-07,438.237
2003-01-08,431.029
2003-01-09,439.887
2003-01-10,441.805
2003-01-13,440.559
2003-01-14,441.265
2003-01-15,437.433
2003-01-16,436.704
2003-01-17,428.71
2003-01-20,428.646
2003-01-21,421.756
2003-01-22,420.007
2003-01-23,425.93
2003-01-24,415.92
2003-01-27,408.45
2003-01-28,414.805
2003-01-29,418.483
2003-01-30,410.812
2003-01-31,415.049
2003-02-03,414.446
2003-02-04,409.661
2003-02-05,408.78
2003-02-06,406.117
2003-02-07,401.798
2003-02-10,405.187
2003-02-11,404.124
2003-02-12,397.418
2003-02-13,393.731
2003-02-14,400.074
2003-02-17,400.074
2003-02-18,409.641
2003-02-19,405.892
2003-02-20,405.007
2003-02-21,410.733
2003-02-24,403.478
2003-02-25,406.169
2003-02-26,401.939
2003-02-27,406.515
2003-02-28,409.171
2003-03-03,405.692
2003-03-04,400.273
2003-03-05,400.706
2003-03-06,399.855
2003-03-07,402.231
2003-03-10,393.758
2003-03-11,390.329
2003-03-12,390.531
2003-03-13,405.905
2003-03-14,405.955
2003-03-17,420.887
2003-03-18,424.274
2003-03-19,422.944
2003-03-20,426.433
2003-03-21,433.633
2003-03-24,419.364
2003-03-25,426.085
2003-03-26,424.551
2003-03-27,425.029
2003-03-28,423.857
2003-03-31,417.875
2003-04-01,419.385
2003-04-02,430.926
2003-04-03,429.561
2003-04-04,426.092
2003-04-07,427.873
2003-04-08,424.795
2003-04-09,419.445
2003-04-10,421.788
2003-04-11,421.526
2003-04-14,428.696
2003-04-15,431.151
2003-04-16,425.732
2003-04-17,434.528
2003-04-18,434.528
2003-04-21,435.304
2003-04-22,443.532
2003-04-23,447.243
2003-04-24,444.605
2003-04-25,438.69
2003-04-28,446.484
2003-04-29,449.282
2003-04-30,450.549
2003-05-01,450.779
2003-05-02,460.867
2003-05-05,462.853
2003-05-06,466.808
2003-05-07,464.065
2003-05-08,459.051
2003-05-09,465.752
2003-05-12,472.947
2003-05-13,472.672
2003-05-14,472.523
2003-05-15,476.765
2003-05-16,475.57
2003-05-19,462.571
2003-05-20,461.052
2003-05-21,464.014
2003-05-22,470.622
2003-05-23,472.2
2003-05-26,472.2
2003-05-27,484.397
2003-05-28,485.342
2003-05-29,486.444
2003-05-30,496.387
2003-06-02,496.756
2003-06-03,496.329
2003-06-04,506.166
2003-06-05,513.16
2003-06-06,510.06
2003-06-09,499.87
2003-06-10,505.773
2003-06-11,513.83
2003-06-12,514.906
2003-06-13,507.28
2003-06-16,517.464
2003-06-17,517.519
2003-06-18,516.935
2003-06-19,508.403
2003-06-20,507.34
2003-06-23,496.987
2003-06-24,496.812
2003-06-25,498.251
2003-06-26,505.125
2003-06-27,502.817
2003-06-30,501.963
2003-07-01,504.401
2003-07-02,513.372
2003-07-03,510.831
2003-07-04,510.831
2003-07-07,521.781
2003-07-08,529.36
2003-07-09,530.543
2003-07-10,521.539
2003-07-11,525.673
2003-07-14,531.392
2003-07-15,529.202
2003-07-16,523.825
2003-07-17,511.926
2003-07-18,517.23
2003-07-21,510.531
2003-07-22,516.693
2003-07-23,519.041
2003-07-24,515.561
2003-07-25,520.71
2003-07-28,524.283
2003-07-29,522.417
2003-07-30,519.971
2003-07-31,522.146
2003-08-01,517.524
2003-08-04,515.554
2003-08-05,506.364
2003-08-06,502.732
2003-08-07,504.275
2003-08-08,504.579
2003-08-11,509.447
2003-08-12,516.859
2003-08-13,517.616
2003-08-14,520.258
2003-08-15,521.52
2003-08-18,530.541
2003-08-19,536.046
2003-08-20,537.356
2003-08-21,543.901
2003-08-22,537.7
2003-08-25,534.773
2003-08-26,536.216
2003-08-27,540.434
2003-08-28,547.79
2003-08-29,551.62
2003-09-01,551.62
2003-09-02,558.905
2003-09-03,560.503
2003-09-04,562.677
2003-09-05,558.992
2003-09-08,566.611
2003-09-09,561.299
2003-09-10,548.312
2003-09-11,553.107
2003-09-12,555.201
2003-09-15,553.072
2003-09-16,562.489
2003-09-17,562.332
2003-09-18,568.28
2003-09-19,568.096
2003-09-22,560.142
2003-09-23,565.437
2003-09-24,553.212
2003-09-25,544.923
2003-09-26,536.339
2003-09-29,543.298
2003-09-30,538.778
2003-10-01,549.276
2003-10-02,552.757
2003-10-03,562.393
2003-10-06,566.271
2003-10-07,570.618
2003-10-08,567.291
2003-10-09,571.666
2003-10-10,572.094
2003-10-13,578.534
2003-10-14,580.886
2003-10-15,577.113
2003-10-16,580.377
2003-10-17,570.394
2003-10-20,573.193
2003-10-21,578.142
2003-10-22,568.186
2003-10-23,567.488
2003-10-24,565.392
2003-10-27,570.04
2003-10-28,581.671
2003-10-29,585.864
2003-10-30,584.781
2003-10-31,585.078
2003-11-03,592.573
2003-11-04,591.335
2003-11-05,593.786
2003-11-06,597.614
2003-11-07,597.628
2003-11-10,588.895
2003-11-11,585.767
2003-11-12,597.945
2003-11-13,599.448
2003-11-14,590.812
2003-11-17,584.128
2003-11-18,577.499
2003-11-19,579.44
2003-11-20,576.272
2003-11-21,578.746
2003-11-24,593.38
2003-11-25,596.22
2003-11-26,599.817
2003-11-27,599.817
2003-11-28,603.043
2003-12-01,611.121
2003-12-02,608.952
2003-12-03,601.872
2003-12-04,599.963
2003-12-05,593.183
2003-12-08,595.877
2003-12-09,586.041
2003-12-10,580.609
2003-12-11,593.566
2003-12-12,595.645
2003-12-15,586.858
2003-12-16,586.144
2003-12-17,587.721
2003-12-18,598.373
2003-12-19,596.865
2003-12-22,598.996
2003-12-23,602.983
2003-12-24,601.9
2003-12-25,601.9
2003-12-26,603.362
2003-12-29,611.697
2003-12-30,612.384
2003-12-31,609.682
2004-01-01,609.682
2004-01-02,609.166
2004-01-05,617.682
2004-01-06,620.295
2004-01-07,622.821
2004-01-08,626.69
2004-01-09,624.771
2004-01-12,630.441
2004-01-13,625.402
2004-01-14,630.028
2004-01-15,631.784
2004-01-16,640.01
2004-01-19,640.01
2004-01-20,645.305
2004-01-21,644.71
2004-01-22,639.777
2004-01-23,639.763
2004-01-26,645.898
2004-01-27,639.588
2004-01-28,630.205
2004-01-29,628.041
2004-01-30,630.047
2004-02-02,630.146
2004-02-03,629.761
2004-02-04,620.355
2004-02-05,622.981
2004-02-06,636.691
2004-02-09,637.43
2004-02-10,641.817
2004-02-11,648.125
2004-02-12,645.303
2004-02-13,639.493
2004-02-16,639.493
2004-02-17,646.86
2004-02-18,644.938
2004-02-19,637.229
2004-02-20,633.126
2004-02-23,623.539
2004-02-24,623.883
2004-02-25,629.717
2004-02-26,635.462
2004-02-27,637.419
2004-03-01,647.368
2004-03-02,644.066
2004-03-03,643.012
2004-03-04,648.497
2004-03-05,649.903
2004-03-08,641.314
2004-03-09,634.359
2004-03-10,623.702
2004-03-11,617.103
2004-03-12,628.765
2004-03-15,615.989
2004-03-16,617.091
2004-03-17,627.708
2004-03-18,625.23
2004-03-19,620.109
2004-03-22,608.67
2004-03-23,608.936
2004-03-24,608.038
2004-03-25,622.242
2004-03-26,623.169
2004-03-29,631.998
2004-03-30,636.836
2004-03-31,637.201
2004-04-01,642.099
2004-04-02,651.145
2004-04-05,657.563
2004-04-06,653.313
2004-04-07,652.726
2004-04-08,651.491
2004-04-09,651.491
2004-04-12,655.293
2004-04-13,642.962
2004-04-14,640.57
2004-04-15,637.248
2004-04-16,638.224
2004-04-19,642.444
2004-04-20,632.178
2004-04-21,638.331
2004-04-22,649.695
2004-04-23,648.062
2004-04-26,644.569
2004-04-27,644.111
2004-04-28,631.715
2004-04-29,622.038
2004-04-30,614.331
2004-05-03,620.972
2004-05-04,623.536
2004-05-05,627.112
2004-05-06,619.688
2004-05-07,608.408
2004-05-10,597.017
2004-05-11,606.88
2004-05-12,605.277
2004-05-13,605.841
2004-05-14,601.912
2004-05-17,593.575
2004-05-18,599.688
2004-05-19,599.908
2004-05-20,597.981
2004-05-21,602.802
2004-05-24,608.152
2004-05-25,620.954
2004-05-26,623.474
2004-05-27,625.694
2004-05-28,628.022
2004-05-31,628.022
2004-06-01,630.091
2004-06-02,629.849
2004-06-03,619.955
2004-06-04,625.028
2004-06-07,637.624
2004-06-08,637.242
2004-06-09,627.463
2004-06-10,628.668
2004-06-11,628.668
2004-06-14,619.691
2004-06-15,627.545
2004-06-16,629.224
2004-06-17,626.223
2004-06-18,626.876
2004-06-21,623.923
2004-06-22,629.313
2004-06-23,636.868
2004-06-24,635.616
2004-06-25,641.092
2004-06-28,635.243
2004-06-29,638.927
2004-06-30,643.303
2004-07-01,633.961
2004-07-02,630.491
2004-07-05,630.491
2004-07-06,619.449
2004-07-07,620.813
2004-07-08,611.38
2004-07-09,614.136
2004-07-12,610.943
2004-07-13,610.883
2004-07-14,608.564
2004-07-15,610.922
2004-07-16,604.477
2004-07-19,603.193
2004-07-20,611.551
2004-07-21,596.405
2004-07-22,597.846
2004-07-23,589.4
2004-07-26,581.605
2004-07-27,591.474
2004-07-28,588.391
2004-07-29,596.814
2004-07-30,599.04
2004-08-02,599.122
2004-08-03,590.433
2004-08-04,587.362
2004-08-05,576.489
2004-08-06,563.669
2004-08-09,563.736
2004-08-10,573.587
2004-08-11,568.713
2004-08-12,559.82
2004-08-13,559.928
2004-08-16,569.92
2004-08-17,572.942
2004-08-18,583.754
2004-08-19,581.126
2004-08-20,589.308
2004-08-23,586.521
2004-08-24,585.519
2004-08-25,591.631
2004-08-26,590.728
2004-08-27,594.34
2004-08-30,586.217
2004-08-31,589.248
2004-09-01,594.546
2004-09-02,601.873
2004-09-03,597.239
2004-09-06,597.239
2004-09-07,601.935
2004-09-08,598.317
2004-09-09,604.471
2004-09-10,610.51
2004-09-13,616.028
2004-09-14,616.534
2004-09-15,610.738
2004-09-16,614.667
2004-09-17,616.09
2004-09-20,614.671
2004-09-21,621.137
2004-09-22,612.135
2004-09-23,612.056
2004-09-24,613.246
2004-09-27,606.279
2004-09-28,610.543
2004-09-29,614.395
2004-09-30,617.605
2004-10-01,628.713
2004-10-04,633.197
2004-10-05,631.301
2004-10-06,635.985
2004-10-07,628.12
2004-10-08,620.369
2004-10-11,621.334
2004-10-12,619.144
2004-10-13,614.688
2004-10-14,611.057
2004-10-15,613.149
2004-10-18,617.711
2004-10-19,613.779
2004-10-20,617.005
2004-10-21,625.203
2004-10-22,617.461
2004-10-25,618.261
2004-10-26,623.961
2004-10-27,635.6
2004-10-28,634.986
2004-10-29,636.785
2004-11-01,637.695
2004-11-02,637.923
2004-11-03,646.14
2004-11-04,653.953
2004-11-05,658.263
2004-11-08,655.586
2004-11-09,657.316
2004-11-10,659.052
2004-11-11,665.789
2004-11-12,673.122
2004-11-15,673.901
2004-11-16,669.342
2004-11-17,675.323
2004-11-18,676.094
2004-11-19,667.603
2004-11-22,673.716
2004-11-23,676.189
2004-11-24,681.823
2004-11-25,681.823
2004-11-26,682.745
2004-11-29,682.527
2004-11-30,680.324
2004-12-01,690.14
2004-12-02,688.665
2004-12-03,690.255
2004-12-06,689.72
2004-12-07,679.234
2004-12-08,682.047
2004-12-09,684.833
2004-12-10,686.393
2004-12-13,692.204
2004-12-14,698.141
2004-12-15,701.652
2004-12-16,697.183
2004-12-17,697.077
2004-12-20,694.159
2004-12-21,701.064
2004-12-22,702.89
2004-12-23,703.749
2004-12-24,703.749
2004-12-27,699.568
2004-12-28,708.277
2004-12-29,709.137
2004-12-30,709.87
2004-12-31,709.459
2005-01-03,697.707
2005-01-04,684.772
2005-01-05,678.043
2005-01-06,681.063
2005-01-07,677.756
2005-01-10,681.469
2005-01-11,676.745
2005-01-12,680.225
2005-01-13,678.285
2005-01-14,684.808
2005-01-17,684.808
2005-01-18,691.562
2005-01-19,684.3
2005-01-20,680.112
2005-01-21,676.77
2005-01-24,670.318
2005-01-25,672.457
2005-01-26,680.131
2005-01-27,683.43
2005-01-28,679.435
2005-01-31,688.442
2005-02-01,692.454
2005-02-02,696.376
2005-02-03,695.273
2005-02-04,705.053
2005-02-07,703.203
2005-02-08,704.522
2005-02-09,693.275
2005-02-10,695.254
2005-02-11,704.058
2005-02-14,703.598
2005-02-15,705.776
2005-02-16,707.8
2005-02-17,701.498
2005-02-18,701.657
2005-02-21,701.657
2005-02-22,690.543
2005-02-23,694.163
2005-02-24,702.371
2005-02-25,710.204
2005-02-28,706.464
2005-03-01,710.488
2005-03-02,711.408
2005-03-03,711.291
2005-03-04,717.623
2005-03-07,720.955
2005-03-08,715.065
2005-03-09,707.187
2005-03-10,704.243
2005-03-11,702.942
2005-03-14,707.554
2005-03-15,703.44
2005-03-16,697.355
2005-03-17,698.883
2005-03-18,697.23
2005-03-21,696.648
2005-03-22,693.176
2005-03-23,688.821
2005-03-24,691.318
2005-03-25,691.318
2005-03-28,690.841
2005-03-29,681.816
2005-03-30,691.1
2005-03-31,693.449
2005-04-01,691.084
2005-04-04,691.807
2005-04-05,693.981
2005-04-06,695.87
2005-04-07,700.071
2005-04-08,692.891
2005-04-11,691.683
2005-04-12,695.337
2005-04-13,684.801
2005-04-14,674.486
2005-04-15,660.234
2005-04-18,663.658
2005-04-19,673.031
2005-04-20,663.011
2005-04-21,676.671
2005-04-22,669.947
2005-04-25,677.83
2005-04-26,670.106
2005-04-27,669.037
2005-04-28,657.172
2005-04-29,661.094
2005-05-02,666.041
2005-05-03,664.673
2005-05-04,674.331
2005-05-05,674.971
2005-05-06,677.361
2005-05-09,682.52
2005-05-10,675.918
2005-05-11,678.05
2005-05-12,669.69
2005-05-13,666.737
2005-05-16,674.386
2005-05-17,679.024
2005-05-18,690.312
2005-05-19,694.415
2005-05-20,694.106
2005-05-23,698.625
2005-05-24,699.559
2005-05-25,694.564
2005-05-26,701.683
2005-05-27,703.866
2005-05-30,703.866
2005-05-31,703.501
2005-06-01,708.796
2005-06-02,712.104
2005-06-03,708.69
2005-06-06,710.575
2005-06-07,710.511
2005-06-08,707.666
2005-06-09,713.939
2005-06-10,712.123
2005-06-13,715.65
2005-06-14,718.976
2005-06-15,721.174
2005-06-16,727.215
2005-06-17,728.64
2005-06-20,727.406
2005-06-21,725.657
2005-06-22,727.147
2005-06-23,720.485
2005-06-24,714.423
2005-06-27,714.293
2005-06-28,723.859
2005-06-29,725.192
2005-06-30,722.764
2005-07-01,725.88
2005-07-04,725.88
2005-07-05,734.957
2005-07-06,731.061
2005-07-07,733.973
2005-07-08,743.349
2005-07-11,750.091
2005-07-12,751.615
2005-07-13,749.039
2005-07-14,746.964
2005-07-15,748.841
2005-07-18,745.831
2005-07-19,754.78
2005-07-20,760.457
2005-07-21,751.724
2005-07-22,758.923
2005-07-25,754.124
2005-07-26,757.309
2005-07-27,759.152
2005-07-28,767.412
2005-07-29,764.178
2005-08-01,766.996
2005-08-02,771.341
2005-08-03,769.129
2005-08-04,761.941
2005-08-05,753.86
2005-08-08,751.005
2005-08-09,753.641
2005-08-10,755.114
2005-08-11,760.828
2005-08-12,757.179
2005-08-15,759.272
2005-08-16,748.87
2005-08-17,748.817
2005-08-18,746.553
2005-08-19,748.092
2005-08-22,749.154
2005-08-23,747.986
2005-08-24,747.199
2005-08-25,748.886
2005-08-26,742.403
2005-08-29,747.689
2005-08-30,746.747
2005-08-31,759.207
2005-09-01,760.365
2005-09-02,754.759
2005-09-05,754.759
2005-09-06,764.328
2005-09-07,768.761
2005-09-08,765.241
2005-09-09,772.076
2005-09-12,772.435
2005-09-13,766.911
2005-09-14,762.408
2005-09-15,761.913
2005-09-16,765.527
2005-09-19,762.012
2005-09-20,754.726
2005-09-21,746.406
2005-09-22,748.004
2005-09-23,751.529
2005-09-26,756.185
2005-09-27,756.385
2005-09-28,757.038
2005-09-29,764.842
2005-09-30,769.643
2005-10-03,773.85
2005-10-04,765.505
2005-10-05,748.117
2005-10-06,739.416
2005-10-07,744.779
2005-10-10,737.536
2005-10-11,733.62
2005-10-12,723.931
2005-10-13,721.98
2005-10-14,731.697
2005-10-17,735.391
2005-10-18,724.524
2005-10-19,735.601
2005-10-20,725.148
2005-10-21,731.058
2005-10-24,744.266
2005-10-25,742.744
2005-10-26,737.953
2005-10-27,722.794
2005-10-28,733.906
2005-10-31,745.606
2005-11-01,745.112
2005-11-02,758.567
2005-11-03,763.053
2005-11-04,761.274
2005-11-07,762.428
2005-11-08,758.14
