Date,NORWAY IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,559.527
2005-11-09,563.068
2005-11-10,559.32
2005-11-11,551.776
2005-11-14,555.138
2005-11-15,549.192
2005-11-16,540.786
2005-11-17,551.306
2005-11-18,551.717
2005-11-21,555.259
2005-11-22,565.054
2005-11-23,565.162
2005-11-24,562.391
2005-11-25,567.285
2005-11-28,564.823
2005-11-29,558.977
2005-11-30,558.981
2005-12-01,563.013
2005-12-02,574.089
2005-12-05,581.927
2005-12-06,577.139
2005-12-07,584.935
2005-12-08,585.762
2005-12-09,588.136
2005-12-12,591.943
2005-12-13,590.443
2005-12-14,596.373
2005-12-15,582.23
2005-12-16,582.693
2005-12-19,575.017
2005-12-20,572.931
2005-12-21,568.719
2005-12-22,574.132
2005-12-23,572.63
2005-12-26,572.63
2005-12-27,576.534
2005-12-28,581.129
2005-12-29,580.588
2005-12-30,581.29
2006-01-02,581.354
2006-01-03,593.162
2006-01-04,604.778
2006-01-05,601.795
2006-01-06,609.968
2006-01-09,604.605
2006-01-10,598.408
2006-01-11,597.023
2006-01-12,599.384
2006-01-13,597.413
2006-01-16,603.625
2006-01-17,594.118
2006-01-18,586.346
2006-01-19,597.239
2006-01-20,607.822
2006-01-23,612.73
2006-01-24,620.292
2006-01-25,620.382
2006-01-26,620.13
2006-01-27,626.818
2006-01-30,628.649
2006-01-31,631.344
2006-02-01,638.983
2006-02-02,638.141
2006-02-03,622.963
2006-02-06,627.467
2006-02-07,617.759
2006-02-08,615.437
2006-02-09,619.165
2006-02-10,614.171
2006-02-13,609.165
2006-02-14,601.303
2006-02-15,612.426
2006-02-16,616.429
2006-02-17,627.604
2006-02-20,634.656
2006-02-21,638.451
2006-02-22,634.69
2006-02-23,644.468
2006-02-24,648.173
2006-02-27,647.423
2006-02-28,640.861
2006-03-01,650.607
2006-03-02,650.78
2006-03-03,659.516
2006-03-06,656.737
2006-03-07,647.555
2006-03-08,641.679
2006-03-09,641.211
2006-03-10,641.588
2006-03-13,649.06
2006-03-14,656.361
2006-03-15,657.818
2006-03-16,670.05
2006-03-17,686.586
2006-03-20,690.742
2006-03-21,679.767
2006-03-22,689.675
2006-03-23,696.341
2006-03-24,701.084
2006-03-27,703.652
2006-03-28,703.497
2006-03-29,706.254
2006-03-30,722.294
2006-03-31,717.912
2006-04-03,728.377
2006-04-04,725.667
2006-04-05,731.684
2006-04-06,739.304
2006-04-07,726.974
2006-04-10,734.382
2006-04-11,736.839
2006-04-12,726.307
2006-04-13,724.028
2006-04-14,724.028
2006-04-17,735.901
2006-04-18,744.921
2006-04-19,760.752
2006-04-20,771.901
2006-04-21,772.074
2006-04-24,783.484
2006-04-25,778.09
2006-04-26,789.225
2006-04-27,774.09
2006-04-28,771.249
2006-05-01,773.139
2006-05-02,784.971
2006-05-03,791.305
2006-05-04,796.401
2006-05-05,800.703
2006-05-08,791.737
2006-05-09,803.946
2006-05-10,809.204
2006-05-11,817.427
2006-05-12,799.397
2006-05-15,754.325
2006-05-16,747.351
2006-05-17,745.638
2006-05-18,702.344
2006-05-19,704.391
2006-05-22,674.867
2006-05-23,720.178
2006-05-24,696.763
2006-05-25,698.123
2006-05-26,718.391
2006-05-29,736.529
2006-05-30,724.791
2006-05-31,724.458
2006-06-01,725.352
2006-06-02,745.177
2006-06-05,748.321
2006-06-06,716.883
2006-06-07,707.09
2006-06-08,661.51
2006-06-09,681.845
2006-06-12,662.203
2006-06-13,635.982
2006-06-14,642.069
2006-06-15,681.339
2006-06-16,672.0
2006-06-19,668.884
2006-06-20,661.798
2006-06-21,665.095
2006-06-22,667.579
2006-06-23,684.223
2006-06-26,682.543
2006-06-27,694.584
2006-06-28,683.803
2006-06-29,690.343
2006-06-30,697.709
2006-07-03,708.832
2006-07-04,711.264
2006-07-05,697.574
2006-07-06,708.793
2006-07-07,717.185
2006-07-10,702.722
2006-07-11,702.335
2006-07-12,711.797
2006-07-13,705.739
2006-07-14,695.091
2006-07-17,677.501
2006-07-18,666.233
2006-07-19,670.776
2006-07-20,686.406
2006-07-21,680.855
2006-07-24,672.686
2006-07-25,692.084
2006-07-26,694.502
2006-07-27,719.641
2006-07-28,712.786
2006-07-31,717.478
2006-08-01,718.659
2006-08-02,729.949
2006-08-03,723.159
2006-08-04,730.534
2006-08-07,730.331
2006-08-08,729.581
2006-08-09,724.84
2006-08-10,707.842
2006-08-11,706.413
2006-08-14,701.454
2006-08-15,712.422
2006-08-16,713.232
2006-08-17,708.383
2006-08-18,710.087
2006-08-21,726.906
2006-08-22,721.538
2006-08-23,723.166
2006-08-24,715.319
2006-08-25,714.022
2006-08-28,714.169
2006-08-29,701.804
2006-08-30,711.759
2006-08-31,711.334
2006-09-01,714.405
2006-09-04,721.75
2006-09-05,719.856
2006-09-06,703.783
2006-09-07,689.804
2006-09-08,680.786
2006-09-11,661.152
2006-09-12,664.347
2006-09-13,660.582
2006-09-14,673.123
2006-09-15,666.64
2006-09-18,671.74
2006-09-19,678.857
2006-09-20,670.593
2006-09-21,658.363
2006-09-22,653.008
2006-09-25,634.523
2006-09-26,652.404
2006-09-27,668.948
2006-09-28,671.196
2006-09-29,665.542
2006-10-02,660.384
2006-10-03,645.864
2006-10-04,648.313
2006-10-05,653.765
2006-10-06,648.635
2006-10-09,655.132
2006-10-10,660.926
2006-10-11,655.213
2006-10-12,662.657
2006-10-13,671.373
2006-10-16,678.833
2006-10-17,674.458
2006-10-18,682.296
2006-10-19,693.196
2006-10-20,697.399
2006-10-23,685.643
2006-10-24,688.556
2006-10-25,696.119
2006-10-26,711.339
2006-10-27,708.53
2006-10-30,698.33
2006-10-31,704.963
2006-11-01,718.172
2006-11-02,712.322
2006-11-03,715.971
2006-11-06,725.592
2006-11-07,728.783
2006-11-08,727.085
2006-11-09,734.94
2006-11-10,739.193
2006-11-13,734.559
2006-11-14,737.318
2006-11-15,738.282
2006-11-16,745.947
2006-11-17,723.19
2006-11-20,727.195
2006-11-21,733.368
2006-11-22,738.411
2006-11-23,735.647
2006-11-24,742.606
2006-11-27,733.892
2006-11-28,721.863
2006-11-29,743.747
2006-11-30,757.523
2006-12-01,755.807
2006-12-04,759.65
2006-12-05,759.98
2006-12-06,757.741
2006-12-07,758.174
2006-12-08,756.064
2006-12-11,751.891
2006-12-12,755.625
2006-12-13,752.376
2006-12-14,761.637
2006-12-15,765.207
2006-12-18,807.162
2006-12-19,808.163
2006-12-20,823.731
2006-12-21,818.036
2006-12-22,813.237
2006-12-25,813.237
2006-12-26,813.015
2006-12-27,813.803
2006-12-28,821.953
2006-12-29,826.598
2007-01-01,826.598
2007-01-02,840.309
2007-01-03,821.917
2007-01-04,795.647
2007-01-05,783.912
2007-01-08,794.096
2007-01-09,789.394
2007-01-10,769.291
2007-01-11,778.45
2007-01-12,784.735
2007-01-15,806.929
2007-01-16,807.513
2007-01-17,802.15
2007-01-18,804.874
2007-01-19,814.486
2007-01-22,822.633
2007-01-23,828.676
2007-01-24,847.437
2007-01-25,848.025
2007-01-26,847.837
2007-01-29,860.604
2007-01-30,858.259
2007-01-31,868.058
2007-02-01,876.137
2007-02-02,879.823
2007-02-05,883.198
2007-02-06,888.871
2007-02-07,895.463
2007-02-08,886.813
2007-02-09,888.824
2007-02-12,882.769
2007-02-13,897.296
2007-02-14,917.83
2007-02-15,911.164
2007-02-16,910.722
2007-02-19,913.745
2007-02-20,906.112
2007-02-21,904.081
2007-02-22,901.21
2007-02-23,907.282
2007-02-26,914.203
2007-02-27,888.283
2007-02-28,863.659
2007-03-01,852.341
2007-03-02,855.227
2007-03-05,830.864
2007-03-06,841.987
2007-03-07,851.211
2007-03-08,869.929
2007-03-09,869.354
2007-03-12,873.678
2007-03-13,869.734
2007-03-14,850.21
2007-03-15,860.312
2007-03-16,865.691
2007-03-19,876.969
2007-03-20,880.81
2007-03-21,892.374
2007-03-22,905.055
2007-03-23,913.58
2007-03-26,913.092
2007-03-27,903.063
2007-03-28,908.854
2007-03-29,915.217
2007-03-30,912.263
2007-04-02,918.983
2007-04-03,918.148
2007-04-04,916.573
2007-04-05,924.329
2007-04-06,924.329
2007-04-09,919.262
2007-04-10,937.531
2007-04-11,942.741
2007-04-12,939.78
2007-04-13,947.886
2007-04-16,962.491
2007-04-17,959.54
2007-04-18,949.278
2007-04-19,949.43
2007-04-20,963.321
2007-04-23,967.852
2007-04-24,965.864
2007-04-25,969.467
2007-04-26,970.569
2007-04-27,967.387
2007-04-30,975.632
2007-05-01,971.507
2007-05-02,981.256
2007-05-03,983.587
2007-05-04,987.203
2007-05-07,994.219
2007-05-08,965.252
2007-05-09,967.116
2007-05-10,954.024
2007-05-11,944.465
2007-05-14,944.573
2007-05-15,965.186
2007-05-16,971.434
2007-05-17,963.201
2007-05-18,977.451
2007-05-21,981.493
2007-05-22,990.205
2007-05-23,1002.511
2007-05-24,993.504
2007-05-25,986.495
2007-05-28,986.495
2007-05-29,983.701
2007-05-30,976.331
2007-05-31,1000.0
2007-06-01,1010.756
2007-06-04,1017.276
2007-06-05,1014.647
2007-06-06,998.242
2007-06-07,989.641
2007-06-08,974.042
2007-06-11,983.63
2007-06-12,967.13
2007-06-13,971.024
2007-06-14,991.832
2007-06-15,1020.068
2007-06-18,1024.035
2007-06-19,1028.167
2007-06-20,1035.18
2007-06-21,1036.995
2007-06-22,1036.134
2007-06-25,1031.431
2007-06-26,1021.942
2007-06-27,1012.544
2007-06-28,1046.849
2007-06-29,1058.852
2007-07-02,1075.634
2007-07-03,1078.065
2007-07-04,1091.699
2007-07-05,1095.851
2007-07-06,1094.934
2007-07-09,1099.519
2007-07-10,1092.806
2007-07-11,1096.039
2007-07-12,1124.16
2007-07-13,1125.046
2007-07-16,1129.322
2007-07-17,1117.062
2007-07-18,1110.47
2007-07-19,1123.554
2007-07-20,1122.064
2007-07-23,1113.293
2007-07-24,1094.571
2007-07-25,1076.609
2007-07-26,1048.478
2007-07-27,1016.341
2007-07-30,1024.864
2007-07-31,1049.192
2007-08-01,1028.327
2007-08-02,1029.45
2007-08-03,1022.324
2007-08-06,992.849
2007-08-07,997.846
2007-08-08,1034.703
2007-08-09,984.138
2007-08-10,951.794
2007-08-13,971.294
2007-08-14,964.764
2007-08-15,940.298
2007-08-16,894.994
2007-08-17,928.347
2007-08-20,944.839
2007-08-21,925.238
2007-08-22,947.98
2007-08-23,969.147
2007-08-24,979.727
2007-08-27,973.416
2007-08-28,956.325
2007-08-29,958.245
2007-08-30,975.056
2007-08-31,995.9
2007-09-03,994.917
2007-09-04,1008.432
2007-09-05,1015.281
2007-09-06,1023.085
2007-09-07,1015.288
2007-09-10,1007.887
2007-09-11,1029.757
2007-09-12,1038.481
2007-09-13,1059.097
2007-09-14,1051.655
2007-09-17,1044.562
2007-09-18,1044.144
2007-09-19,1087.56
2007-09-20,1097.043
2007-09-21,1106.339
2007-09-24,1108.077
2007-09-25,1087.857
2007-09-26,1095.092
2007-09-27,1100.385
2007-09-28,1117.537
2007-10-01,1129.087
2007-10-02,1097.731
2007-10-03,1086.421
2007-10-04,1080.958
2007-10-05,1088.532
2007-10-08,1077.855
2007-10-09,1080.68
2007-10-10,1090.844
2007-10-11,1129.14
2007-10-12,1128.114
2007-10-15,1148.45
2007-10-16,1134.075
2007-10-17,1132.437
2007-10-18,1121.664
2007-10-19,1123.101
2007-10-22,1075.132
2007-10-23,1111.204
2007-10-24,1099.964
2007-10-25,1130.84
2007-10-26,1152.157
2007-10-29,1173.989
2007-10-30,1154.396
2007-10-31,1149.772
2007-11-01,1122.706
2007-11-02,1120.972
2007-11-05,1122.244
2007-11-06,1155.205
2007-11-07,1171.665
2007-11-08,1178.278
2007-11-09,1156.047
2007-11-12,1103.966
2007-11-13,1085.097
2007-11-14,1103.346
2007-11-15,1071.306
2007-11-16,1055.218
2007-11-19,1027.873
2007-11-20,1071.355
2007-11-21,1056.622
2007-11-22,1058.754
2007-11-23,1079.662
2007-11-26,1090.799
2007-11-27,1055.291
2007-11-28,1085.717
2007-11-29,1093.422
2007-11-30,1093.147
2007-12-03,1087.417
2007-12-04,1079.443
2007-12-05,1101.757
2007-12-06,1118.716
2007-12-07,1074.868
2007-12-10,1082.177
2007-12-11,1081.258
2007-12-12,1093.287
2007-12-13,1070.393
2007-12-14,1053.419
2007-12-17,1025.965
2007-12-18,1017.264
2007-12-19,1017.764
2007-12-20,1013.213
2007-12-21,1038.09
2007-12-24,1043.915
2007-12-25,1043.915
2007-12-26,1051.024
2007-12-27,1081.853
2007-12-28,1098.215
2007-12-31,1095.363
2008-01-01,1095.363
2008-01-02,1097.92
2008-01-03,1102.574
2008-01-04,1080.144
2008-01-07,1053.998
2008-01-08,1072.753
2008-01-09,1041.301
2008-01-10,1017.854
2008-01-11,997.915
2008-01-14,1005.915
2008-01-15,972.8
2008-01-16,919.677
2008-01-17,917.902
2008-01-18,903.908
2008-01-21,834.614
2008-01-22,863.74
2008-01-23,839.119
2008-01-24,881.965
2008-01-25,903.385
2008-01-28,878.45
2008-01-29,911.551
2008-01-30,909.682
2008-01-31,881.789
2008-02-01,915.386
2008-02-04,935.122
2008-02-05,904.238
2008-02-06,900.162
2008-02-07,877.581
2008-02-08,873.189
2008-02-11,868.099
2008-02-12,910.307
2008-02-13,918.666
2008-02-14,950.358
2008-02-15,954.659
2008-02-18,971.927
2008-02-19,989.973
2008-02-20,970.269
2008-02-21,990.845
2008-02-22,980.586
2008-02-25,985.292
2008-02-26,990.309
2008-02-27,1025.232
2008-02-28,1027.681
2008-02-29,1008.761
2008-03-03,1004.494
2008-03-04,1010.195
2008-03-05,1016.22
2008-03-06,1016.311
2008-03-07,989.916
2008-03-10,967.271
2008-03-11,986.875
2008-03-12,1005.495
2008-03-13,990.963
2008-03-14,979.598
2008-03-17,955.961
2008-03-18,970.862
2008-03-19,957.624
2008-03-20,933.53
2008-03-21,933.53
2008-03-24,933.53
2008-03-25,966.96
2008-03-26,980.006
2008-03-27,998.064
2008-03-28,999.42
2008-03-31,1003.134
2008-04-01,999.421
2008-04-02,1016.269
2008-04-03,1017.757
2008-04-04,1035.311
2008-04-07,1060.408
2008-04-08,1054.025
2008-04-09,1055.322
2008-04-10,1059.041
2008-04-11,1057.955
2008-04-14,1046.97
2008-04-15,1071.686
2008-04-16,1093.82
2008-04-17,1074.843
2008-04-18,1071.356
2008-04-21,1098.466
2008-04-22,1130.297
2008-04-23,1128.958
2008-04-24,1095.087
2008-04-25,1104.074
2008-04-28,1130.8
2008-04-29,1107.658
2008-04-30,1121.737
2008-05-01,1111.212
2008-05-02,1153.357
2008-05-05,1158.778
2008-05-06,1160.998
2008-05-07,1183.553
2008-05-08,1193.015
2008-05-09,1179.032
2008-05-12,1190.576
2008-05-13,1186.749
2008-05-14,1198.973
2008-05-15,1236.168
2008-05-16,1260.73
2008-05-19,1278.785
2008-05-20,1270.276
2008-05-21,1282.321
2008-05-22,1309.813
2008-05-23,1284.841
2008-05-26,1252.195
2008-05-27,1220.207
2008-05-28,1210.427
2008-05-29,1203.093
2008-05-30,1210.807
2008-06-02,1201.415
2008-06-03,1194.482
2008-06-04,1164.411
2008-06-05,1168.311
2008-06-06,1211.184
2008-06-09,1202.855
2008-06-10,1164.157
2008-06-11,1151.904
2008-06-12,1151.578
2008-06-13,1151.654
2008-06-16,1177.089
2008-06-17,1185.719
2008-06-18,1171.607
2008-06-19,1159.645
2008-06-20,1144.622
2008-06-23,1137.093
2008-06-24,1140.1
2008-06-25,1131.804
2008-06-26,1136.586
2008-06-27,1124.167
2008-06-30,1121.252
2008-07-01,1100.967
2008-07-02,1112.386
2008-07-03,1073.093
2008-07-04,1081.098
2008-07-07,1083.457
2008-07-08,1047.428
2008-07-09,1066.581
2008-07-10,1063.495
2008-07-11,1068.881
2008-07-14,1034.796
2008-07-15,1006.438
2008-07-16,971.562
2008-07-17,1008.874
2008-07-18,1007.038
2008-07-21,1026.409
2008-07-22,1014.062
2008-07-23,1009.634
2008-07-24,997.574
2008-07-25,989.155
2008-07-28,1008.109
2008-07-29,1001.259
2008-07-30,1025.309
2008-07-31,1042.166
2008-08-01,1005.436
2008-08-04,1004.318
2008-08-05,983.082
2008-08-06,997.02
2008-08-07,1004.317
2008-08-08,971.685
2008-08-11,978.76
2008-08-12,967.305
2008-08-13,943.538
2008-08-14,958.277
2008-08-15,949.431
2008-08-18,962.304
2008-08-19,940.906
2008-08-20,955.865
2008-08-21,979.378
2008-08-22,981.669
2008-08-25,968.712
2008-08-26,951.712
2008-08-27,974.622
2008-08-28,983.073
2008-08-29,984.947
2008-09-01,953.955
2008-09-02,925.362
2008-09-03,894.43
2008-09-04,859.412
2008-09-05,828.194
2008-09-08,847.108
2008-09-09,801.774
2008-09-10,798.74
2008-09-11,782.885
2008-09-12,818.794
2008-09-15,773.675
2008-09-16,729.093
2008-09-17,709.87
2008-09-18,732.975
2008-09-19,806.045
2008-09-22,823.133
2008-09-23,802.548
2008-09-24,787.245
2008-09-25,787.482
2008-09-26,750.106
2008-09-29,672.335
2008-09-30,691.825
2008-10-01,671.812
2008-10-02,635.021
2008-10-03,673.52
2008-10-06,580.037
2008-10-07,571.796
2008-10-08,538.689
2008-10-09,552.799
2008-10-10,496.77
2008-10-13,528.659
2008-10-14,565.933
2008-10-15,507.172
2008-10-16,457.561
2008-10-17,485.74
2008-10-20,515.524
2008-10-21,510.447
2008-10-22,469.659
2008-10-23,473.459
2008-10-24,441.354
2008-10-27,410.935
2008-10-28,420.206
2008-10-29,453.464
2008-10-30,485.796
2008-10-31,500.291
2008-11-03,530.403
2008-11-04,568.898
2008-11-05,561.653
2008-11-06,493.804
2008-11-07,507.719
2008-11-10,511.477
2008-11-11,466.958
2008-11-12,430.882
2008-11-13,429.086
2008-11-14,444.823
2008-11-17,424.074
2008-11-18,418.297
2008-11-19,387.159
2008-11-20,367.56
2008-11-21,357.375
2008-11-24,413.707
2008-11-25,417.751
2008-11-26,420.452
2008-11-27,441.565
2008-11-28,424.437
2008-12-01,385.882
2008-12-02,398.182
2008-12-03,401.609
2008-12-04,388.717
2008-12-05,349.569
2008-12-08,400.178
2008-12-09,404.352
2008-12-10,414.054
2008-12-11,433.462
2008-12-12,405.669
2008-12-15,421.199
2008-12-16,414.882
2008-12-17,448.874
2008-12-18,441.694
2008-12-19,416.177
2008-12-22,400.641
2008-12-23,400.031
2008-12-24,398.306
2008-12-25,398.306
2008-12-26,396.368
2008-12-29,421.612
2008-12-30,428.668
2008-12-31,428.598
2009-01-01,428.598
2009-01-02,461.094
2009-01-05,467.332
2009-01-06,477.209
2009-01-07,460.211
2009-01-08,456.915
2009-01-09,449.664
2009-01-12,436.909
2009-01-13,424.548
2009-01-14,404.138
2009-01-15,415.266
2009-01-16,447.516
2009-01-19,434.926
2009-01-20,418.744
2009-01-21,430.864
2009-01-22,424.159
2009-01-23,429.004
2009-01-26,457.945
2009-01-27,453.689
2009-01-28,471.224
2009-01-29,456.822
2009-01-30,444.447
2009-02-02,419.632
2009-02-03,436.274
2009-02-04,448.355
2009-02-05,445.28
2009-02-06,461.721
2009-02-09,489.763
2009-02-10,482.933
2009-02-11,474.826
2009-02-12,453.289
2009-02-13,474.513
2009-02-16,454.766
2009-02-17,433.632
2009-02-18,428.155
2009-02-19,442.545
2009-02-20,418.09
2009-02-23,420.086
2009-02-24,418.619
2009-02-25,418.849
2009-02-26,438.481
2009-02-27,421.236
2009-03-02,398.076
2009-03-03,375.981
2009-03-04,410.645
2009-03-05,393.62
2009-03-06,396.756
2009-03-09,407.722
2009-03-10,429.066
2009-03-11,422.452
2009-03-12,418.737
2009-03-13,428.878
2009-03-16,438.523
2009-03-17,440.496
2009-03-18,433.764
2009-03-19,485.854
2009-03-20,484.415
2009-03-23,507.851
2009-03-24,496.53
2009-03-25,492.971
2009-03-26,500.985
2009-03-27,475.288
2009-03-30,440.731
2009-03-31,456.346
2009-04-01,462.057
2009-04-02,500.935
2009-04-03,483.478
2009-04-06,479.94
2009-04-07,462.147
2009-04-08,447.379
2009-04-09,452.006
2009-04-10,452.006
2009-04-13,455.061
2009-04-14,470.435
2009-04-15,467.311
2009-04-16,483.007
2009-04-17,498.193
2009-04-20,468.218
2009-04-21,478.542
2009-04-22,488.833
2009-04-23,490.125
2009-04-24,510.73
2009-04-27,493.16
2009-04-28,491.418
2009-04-29,517.605
2009-04-30,522.029
2009-05-01,523.729
2009-05-04,554.624
2009-05-05,550.71
2009-05-06,554.617
2009-05-07,568.872
2009-05-08,598.064
2009-05-11,585.128
2009-05-12,584.921
2009-05-13,565.425
2009-05-14,564.331
2009-05-15,565.284
2009-05-18,577.634
2009-05-19,589.689
2009-05-20,599.667
2009-05-21,596.23
2009-05-22,588.763
2009-05-25,591.261
2009-05-26,583.688
2009-05-27,584.333
2009-05-28,586.25
2009-05-29,611.348
2009-06-01,619.243
2009-06-02,650.735
2009-06-03,609.082
2009-06-04,621.619
2009-06-05,614.956
2009-06-08,595.89
2009-06-09,615.712
2009-06-10,631.136
2009-06-11,640.85
2009-06-12,632.417
2009-06-15,601.323
2009-06-16,612.654
2009-06-17,585.107
2009-06-18,595.784
2009-06-19,598.09
2009-06-22,549.257
2009-06-23,549.933
2009-06-24,575.405
2009-06-25,559.596
2009-06-26,573.567
2009-06-29,582.123
2009-06-30,577.271
2009-07-01,595.265
2009-07-02,576.843
2009-07-03,574.962
2009-07-06,542.801
2009-07-07,543.429
2009-07-08,530.26
2009-07-09,538.118
2009-07-10,526.525
2009-07-13,534.665
2009-07-14,550.523
2009-07-15,576.916
2009-07-16,573.696
2009-07-17,579.094
2009-07-20,597.304
2009-07-21,614.672
2009-07-22,612.149
2009-07-23,626.267
2009-07-24,625.834
2009-07-27,637.029
2009-07-28,618.152
2009-07-29,608.623
2009-07-30,623.831
2009-07-31,636.333
2009-08-03,668.364
2009-08-04,660.827
2009-08-05,660.256
2009-08-06,655.677
2009-08-07,655.861
2009-08-10,638.86
2009-08-11,619.496
2009-08-12,645.842
2009-08-13,658.646
2009-08-14,651.515
2009-08-17,622.139
2009-08-18,637.134
2009-08-19,645.92
2009-08-20,661.611
2009-08-21,684.331
2009-08-24,694.514
2009-08-25,693.533
2009-08-26,672.263
2009-08-27,662.223
2009-08-28,682.403
2009-08-31,667.374
2009-09-01,658.55
2009-09-02,640.096
2009-09-03,648.398
2009-09-04,655.999
2009-09-07,674.943
2009-09-08,685.758
2009-09-09,698.686
2009-09-10,688.887
2009-09-11,696.096
2009-09-14,690.258
2009-09-15,711.207
2009-09-16,726.946
2009-09-17,734.881
2009-09-18,732.544
2009-09-21,717.178
2009-09-22,740.638
2009-09-23,734.395
2009-09-24,722.095
2009-09-25,732.062
2009-09-28,734.392
2009-09-29,729.397
2009-09-30,737.045
2009-10-01,724.735
2009-10-02,708.973
2009-10-05,731.223
2009-10-06,767.285
2009-10-07,756.155
2009-10-08,779.649
2009-10-09,791.264
2009-10-12,792.486
2009-10-13,787.04
2009-10-14,814.129
2009-10-15,813.24
2009-10-16,802.126
2009-10-19,829.121
2009-10-20,829.271
2009-10-21,834.342
2009-10-22,824.203
2009-10-23,815.224
2009-10-26,796.633
2009-10-27,794.833
2009-10-28,757.896
2009-10-29,789.273
2009-10-30,767.454
2009-11-02,765.472
2009-11-03,744.77
2009-11-04,780.139
2009-11-05,782.974
2009-11-06,773.675
2009-11-09,811.787
2009-11-10,804.421
2009-11-11,812.089
2009-11-12,802.73
2009-11-13,810.858
2009-11-16,846.01
2009-11-17,833.591
2009-11-18,839.725
2009-11-19,809.855
2009-11-20,810.827
2009-11-23,846.13
2009-11-24,834.092
2009-11-25,840.09
2009-11-26,803.248
2009-11-27,819.22
2009-11-30,802.207
2009-12-01,827.393
2009-12-02,830.206
2009-12-03,821.36
2009-12-04,827.916
2009-12-07,819.113
2009-12-08,806.726
2009-12-09,800.292
2009-12-10,812.821
2009-12-11,804.428
2009-12-14,810.299
2009-12-15,810.596
2009-12-16,828.353
2009-12-17,802.877
2009-12-18,793.802
2009-12-21,806.097
2009-12-22,803.123
2009-12-23,814.921
2009-12-24,815.264
2009-12-25,815.264
2009-12-28,820.835
2009-12-29,828.495
2009-12-30,814.725
2009-12-31,819.387
2010-01-01,819.387
2010-01-04,848.883
2010-01-05,849.316
2010-01-06,849.278
2010-01-07,849.887
2010-01-08,857.061
2010-01-11,879.089
2010-01-12,864.274
2010-01-13,864.827
2010-01-14,877.646
2010-01-15,865.68
2010-01-18,866.59
2010-01-19,854.843
2010-01-20,827.087
2010-01-21,812.967
2010-01-22,800.342
2010-01-25,796.187
2010-01-26,780.902
2010-01-27,776.482
2010-01-28,777.66
2010-01-29,786.455
2010-02-01,788.573
2010-02-02,803.905
2010-02-03,795.502
2010-02-04,761.256
2010-02-05,743.15
2010-02-08,742.8
2010-02-09,750.073
2010-02-10,735.325
2010-02-11,739.822
2010-02-12,734.252
2010-02-15,734.466
2010-02-16,758.251
2010-02-17,759.897
2010-02-18,759.226
2010-02-19,756.857
2010-02-22,773.838
2010-02-23,756.229
2010-02-24,760.12
2010-02-25,735.956
2010-02-26,751.383
2010-03-01,763.937
2010-03-02,770.005
2010-03-03,784.019
2010-03-04,778.446
2010-03-05,798.163
2010-03-08,796.504
2010-03-09,790.477
2010-03-10,810.235
2010-03-11,798.962
2010-03-12,799.852
2010-03-15,783.237
2010-03-16,799.815
2010-03-17,802.441
2010-03-18,790.072
2010-03-19,786.105
2010-03-22,778.791
2010-03-23,792.476
2010-03-24,777.914
2010-03-25,779.185
2010-03-26,775.892
2010-03-29,787.577
2010-03-30,782.662
2010-03-31,798.605
2010-04-01,800.567
2010-04-02,800.567
2010-04-05,798.43
2010-04-06,811.422
2010-04-07,810.287
2010-04-08,811.735
2010-04-09,829.457
2010-04-12,835.334
2010-04-13,823.238
2010-04-14,834.854
2010-04-15,844.381
2010-04-16,832.467
2010-04-19,816.778
2010-04-20,836.486
2010-04-21,832.648
2010-04-22,823.658
2010-04-23,836.481
2010-04-26,845.134
2010-04-27,835.34
2010-04-28,809.285
2010-04-29,827.843
2010-04-30,828.751
2010-05-03,824.598
2010-05-04,798.529
2010-05-05,772.478
2010-05-06,744.804
2010-05-07,709.834
2010-05-10,767.611
2010-05-11,760.931
2010-05-12,778.386
2010-05-13,774.427
2010-05-14,744.312
2010-05-17,739.795
2010-05-18,743.61
2010-05-19,702.307
2010-05-20,667.908
2010-05-21,679.764
2010-05-24,678.168
2010-05-25,643.383
2010-05-26,678.686
2010-05-27,698.609
2010-05-28,694.474
2010-05-31,682.247
2010-06-01,689.961
2010-06-02,689.035
2010-06-03,709.648
2010-06-04,688.413
2010-06-07,670.544
2010-06-08,664.737
2010-06-09,693.911
2010-06-10,707.455
2010-06-11,710.343
2010-06-14,738.459
2010-06-15,741.841
2010-06-16,734.063
2010-06-17,735.55
2010-06-18,741.732
2010-06-21,750.486
2010-06-22,726.466
2010-06-23,709.441
2010-06-24,699.129
2010-06-25,685.008
2010-06-28,701.161
2010-06-29,659.033
2010-06-30,661.033
2010-07-01,643.879
2010-07-02,666.545
2010-07-05,658.07
2010-07-06,689.204
2010-07-07,699.369
2010-07-08,704.644
2010-07-09,708.142
2010-07-12,720.844
2010-07-13,740.647
2010-07-14,742.773
2010-07-15,735.959
2010-07-16,721.787
2010-07-19,717.026
2010-07-20,713.579
2010-07-21,732.41
2010-07-22,760.662
2010-07-23,755.504
2010-07-26,766.412
2010-07-27,771.341
2010-07-28,771.703
2010-07-29,767.779
2010-07-30,757.59
2010-08-02,793.089
2010-08-03,794.677
2010-08-04,796.346
2010-08-05,796.963
2010-08-06,801.112
2010-08-09,797.896
2010-08-10,772.537
2010-08-11,740.721
2010-08-12,738.542
2010-08-13,731.253
2010-08-16,743.166
2010-08-17,760.97
2010-08-18,753.785
2010-08-19,740.477
