Date,ACWI LARGE VALUE Large Cap
2022-01-31,1911.667
2022-02-28,1876.341
2022-03-31,1917.249
2022-04-29,1823.373
2022-05-31,1864.771
2022-06-30,1713.951
2022-07-29,1775.622
2022-08-31,1726.829
2022-09-30,1584.796
2022-10-31,1723.823
2022-11-30,1860.341
2022-12-30,1818.224
2023-01-31,1897.92
2023-02-28,1837.054
2023-03-31,1842.304
2023-04-28,1877.762
2023-05-31,1800.868
2023-06-30,1903.608
2023-07-31,1979.678
2023-08-31,1921.632
2023-09-29,1876.864
2023-10-31,1816.873
2023-11-30,1944.612
2023-12-29,2044.004
2024-01-31,2048.937
2024-02-29,2102.9
2024-03-29,2194.512
2024-04-30,2131.021
2024-05-31,2194.887
2024-06-28,2194.616
2024-07-31,2286.814
2024-08-30,2350.531
2024-09-30,2399.453
2024-10-31,2343.869
2024-11-29,2412.28
2024-12-31,2288.993
2025-01-31,2391.551
2025-02-28,2442.99
2025-03-31,2427.17
2025-04-30,2393.424
2025-05-30,2463.621
2025-06-30,2562.336
2025-07-31,2573.848
2025-08-29,2658.329
