Date,ACWI LARGE VALUE Large Cap
2001-08-03,512.944
2001-08-06,509.746
2001-08-07,511.105
2001-08-08,506.063
2001-08-09,504.055
2001-08-10,506.661
2001-08-13,506.989
2001-08-14,510.751
2001-08-15,511.97
2001-08-16,510.52
2001-08-17,505.313
2001-08-20,506.327
2001-08-21,506.561
2001-08-22,510.047
2001-08-23,508.185
2001-08-24,513.285
2001-08-27,511.962
2001-08-28,507.062
2001-08-29,504.26
2001-08-30,498.144
2001-08-31,498.279
2001-09-03,494.941
2001-09-04,498.024
2001-09-05,494.831
2001-09-06,487.478
2001-09-07,481.176
2001-09-10,478.846
2001-09-11,472.065
2001-09-12,468.035
2001-09-13,470.189
2001-09-14,466.105
2001-09-17,456.482
2001-09-18,455.227
2001-09-19,450.371
2001-09-20,436.311
2001-09-21,424.504
2001-09-24,437.561
2001-09-25,442.952
2001-09-26,443.498
2001-09-27,448.498
2001-09-28,458.307
2001-10-01,456.311
2001-10-02,461.047
2001-10-03,463.948
2001-10-04,468.145
2001-10-05,467.038
2001-10-08,464.617
2001-10-09,462.9
2001-10-10,469.45
2001-10-11,472.094
2001-10-12,470.313
2001-10-15,466.538
2001-10-16,470.259
2001-10-17,470.753
2001-10-18,464.106
2001-10-19,460.867
2001-10-22,464.787
2001-10-23,467.254
2001-10-24,467.424
2001-10-25,468.645
2001-10-26,472.646
2001-10-29,466.798
2001-10-30,459.304
2001-10-31,459.048
2001-11-01,465.218
2001-11-02,465.88
2001-11-05,470.569
2001-11-06,473.305
2001-11-07,473.447
2001-11-08,476.529
2001-11-09,475.694
2001-11-12,471.583
2001-11-13,477.183
2001-11-14,477.608
2001-11-15,477.409
2001-11-16,478.792
2001-11-19,483.132
2001-11-20,481.877
2001-11-21,479.583
2001-11-22,480.58
2001-11-23,482.832
2001-11-26,484.519
2001-11-27,480.958
2001-11-28,473.875
2001-11-29,476.281
2001-11-30,477.655
2001-12-03,473.818
2001-12-04,477.501
2001-12-05,486.482
2001-12-06,487.401
2001-12-07,483.996
2001-12-10,477.43
2001-12-11,475.285
2001-12-12,475.961
2001-12-13,470.071
2001-12-14,469.28
2001-12-17,474.158
2001-12-18,475.592
2001-12-19,477.162
2001-12-20,475.928
2001-12-21,476.6
2001-12-24,476.318
2001-12-25,476.433
2001-12-26,477.457
2001-12-27,483.146
2001-12-28,485.483
2001-12-31,484.39
2002-01-01,484.387
2002-01-02,485.646
2002-01-03,489.574
2002-01-04,493.025
2002-01-07,490.741
2002-01-08,486.621
2002-01-09,484.402
2002-01-10,483.23
2002-01-11,480.748
2002-01-14,476.892
2002-01-15,479.106
2002-01-16,473.262
2002-01-17,476.273
2002-01-18,475.36
2002-01-21,475.384
2002-01-22,473.015
2002-01-23,475.865
2002-01-24,477.589
2002-01-25,476.586
2002-01-28,478.384
2002-01-29,467.942
2002-01-30,467.897
2002-01-31,474.185
2002-02-01,472.432
2002-02-04,465.356
2002-02-05,460.823
2002-02-06,457.4
2002-02-07,459.477
2002-02-08,463.934
2002-02-11,469.165
2002-02-12,469.035
2002-02-13,472.207
2002-02-14,474.468
2002-02-15,471.648
2002-02-18,470.532
2002-02-19,462.467
2002-02-20,464.088
2002-02-21,464.134
2002-02-22,466.688
2002-02-25,472.383
2002-02-26,472.927
2002-02-27,475.843
2002-02-28,476.41
2002-03-01,484.37
2002-03-04,495.963
2002-03-05,493.135
2002-03-06,499.147
2002-03-07,501.602
2002-03-08,501.591
2002-03-11,503.466
2002-03-12,501.216
2002-03-13,498.769
2002-03-14,500.173
2002-03-15,505.352
2002-03-18,504.28
2002-03-19,507.769
2002-03-20,503.477
2002-03-21,502.483
2002-03-22,500.418
2002-03-25,495.387
2002-03-26,497.334
2002-03-27,499.546
2002-03-28,501.761
2002-03-29,500.563
2002-04-01,500.578
2002-04-02,500.599
2002-04-03,498.636
2002-04-04,497.666
2002-04-05,497.289
2002-04-08,495.359
2002-04-09,494.141
2002-04-10,499.224
2002-04-11,491.827
2002-04-12,492.716
2002-04-15,492.784
2002-04-16,502.282
2002-04-17,503.928
2002-04-18,504.181
2002-04-19,505.071
2002-04-22,501.138
2002-04-23,499.741
2002-04-24,497.737
2002-04-25,496.292
2002-04-26,493.129
2002-04-29,489.901
2002-04-30,493.852
2002-05-01,497.573
2002-05-02,498.473
2002-05-03,498.859
2002-05-06,493.224
2002-05-07,489.91
2002-05-08,498.929
2002-05-09,496.035
2002-05-10,492.6
2002-05-13,498.034
2002-05-14,501.721
2002-05-15,503.054
2002-05-16,505.161
2002-05-17,508.323
2002-05-20,504.677
2002-05-21,502.958
2002-05-22,504.826
2002-05-23,506.9
2002-05-24,505.345
2002-05-27,504.811
2002-05-28,502.666
2002-05-29,501.501
2002-05-30,499.714
2002-05-31,501.205
2002-06-03,494.119
2002-06-04,490.972
2002-06-05,489.913
2002-06-06,484.175
2002-06-07,483.034
2002-06-10,482.913
2002-06-11,479.331
2002-06-12,479.125
2002-06-13,474.271
2002-06-14,469.149
2002-06-17,478.804
2002-06-18,480.753
2002-06-19,473.402
2002-06-20,468.884
2002-06-21,465.327
2002-06-24,463.121
2002-06-25,461.692
2002-06-26,458.231
2002-06-27,463.289
2002-06-28,471.375
2002-07-01,467.43
2002-07-02,458.607
2002-07-03,455.156
2002-07-04,457.117
2002-07-05,470.419
2002-07-08,470.117
2002-07-09,464.09
2002-07-10,450.469
2002-07-11,445.162
2002-07-12,442.713
2002-07-15,435.118
2002-07-16,430.775
2002-07-17,435.747
2002-07-18,431.981
2002-07-19,417.486
2002-07-22,400.505
2002-07-23,390.083
2002-07-24,399.611
2002-07-25,404.829
2002-07-26,407.711
2002-07-29,426.097
2002-07-30,429.273
2002-07-31,433.902
2002-08-01,421.095
2002-08-02,416.095
2002-08-05,404.371
2002-08-06,411.641
2002-08-07,417.292
2002-08-08,430.111
2002-08-09,435.417
2002-08-12,431.641
2002-08-13,427.616
2002-08-14,434.661
2002-08-15,440.175
2002-08-16,439.784
2002-08-19,447.836
2002-08-20,442.276
2002-08-21,447.504
2002-08-22,452.539
2002-08-23,444.843
2002-08-26,447.477
2002-08-27,449.724
2002-08-28,439.621
2002-08-29,436.89
2002-08-30,438.066
2002-09-02,436.167
2002-09-03,420.043
2002-09-04,422.138
2002-09-05,418.774
2002-09-06,424.482
2002-09-09,425.441
2002-09-10,429.078
2002-09-11,431.512
2002-09-12,422.09
2002-09-13,418.982
2002-09-16,418.41
2002-09-17,413.143
2002-09-18,407.74
2002-09-19,399.998
2002-09-20,399.062
2002-09-23,393.074
2002-09-24,385.825
2002-09-25,390.571
2002-09-26,401.72
2002-09-27,394.483
2002-09-30,387.048
2002-10-01,397.094
2002-10-02,393.29
2002-10-03,388.572
2002-10-04,380.169
2002-10-07,373.236
2002-10-08,372.992
2002-10-09,366.361
2002-10-10,376.129
2002-10-11,390.373
2002-10-14,390.771
2002-10-15,409.317
2002-10-16,404.754
2002-10-17,412.587
2002-10-18,413.089
2002-10-21,417.595
2002-10-22,413.451
2002-10-23,411.644
2002-10-24,411.235
2002-10-25,413.969
2002-10-28,415.542
2002-10-29,406.874
2002-10-30,413.246
2002-10-31,413.91
2002-11-01,418.093
2002-11-04,423.628
2002-11-05,428.228
2002-11-06,428.049
2002-11-07,420.991
2002-11-08,419.251
2002-11-11,412.453
2002-11-12,413.662
2002-11-13,410.594
2002-11-14,416.646
2002-11-15,421.474
2002-11-18,420.602
2002-11-19,420.382
2002-11-20,423.313
2002-11-21,432.957
2002-11-22,432.761
2002-11-25,432.701
2002-11-26,424.514
2002-11-27,433.839
2002-11-28,436.536
2002-11-29,436.052
2002-12-02,434.997
2002-12-03,429.075
2002-12-04,426.579
2002-12-05,422.19
2002-12-06,424.939
2002-12-09,416.893
2002-12-10,420.727
2002-12-11,422.006
2002-12-12,420.118
2002-12-13,417.006
2002-12-16,426.791
2002-12-17,424.677
2002-12-18,418.262
2002-12-19,416.429
2002-12-20,421.833
2002-12-23,422.329
2002-12-24,421.324
2002-12-25,421.167
2002-12-26,421.834
2002-12-27,414.538
2002-12-30,417.242
2002-12-31,418.595
2003-01-01,418.605
2003-01-02,429.252
2003-01-03,430.308
2003-01-06,440.265
2003-01-07,435.065
2003-01-08,428.724
2003-01-09,434.821
2003-01-10,435.673
2003-01-13,436.25
2003-01-14,438.749
2003-01-15,434.066
2003-01-16,433.188
2003-01-17,428.756
2003-01-20,426.509
2003-01-21,420.12
2003-01-22,414.539
2003-01-23,416.136
2003-01-24,408.275
2003-01-27,399.829
2003-01-28,403.072
2003-01-29,405.1
2003-01-30,401.417
2003-01-31,405.292
2003-02-03,410.102
2003-02-04,404.721
2003-02-05,405.341
2003-02-06,400.403
2003-02-07,397.018
2003-02-10,397.015
2003-02-11,396.455
2003-02-12,392.284
2003-02-13,392.28
2003-02-14,398.27
2003-02-17,400.493
2003-02-18,405.171
2003-02-19,401.561
2003-02-20,398.575
2003-02-21,402.204
2003-02-24,396.349
2003-02-25,393.931
2003-02-26,390.581
2003-02-27,394.351
2003-02-28,396.646
2003-03-03,397.27
2003-03-04,392.068
2003-03-05,394.08
2003-03-06,389.291
2003-03-07,388.949
2003-03-10,379.526
2003-03-11,376.666
2003-03-12,372.547
2003-03-13,383.804
2003-03-14,388.595
2003-03-17,397.824
2003-03-18,398.604
2003-03-19,402.691
2003-03-20,403.383
2003-03-21,411.569
2003-03-24,400.681
2003-03-25,404.091
2003-03-26,403.704
2003-03-27,401.568
2003-03-28,400.011
2003-03-31,391.745
2003-04-01,397.481
2003-04-02,405.447
2003-04-03,404.089
2003-04-04,406.606
2003-04-07,410.965
2003-04-08,409.044
2003-04-09,405.493
2003-04-10,406.502
2003-04-11,405.496
2003-04-14,411.54
2003-04-15,416.195
2003-04-16,411.902
2003-04-17,416.577
2003-04-18,416.735
2003-04-21,415.593
2003-04-22,423.365
2003-04-23,428.435
2003-04-24,424.836
2003-04-25,418.704
2003-04-28,425.708
2003-04-29,426.372
2003-04-30,429.505
2003-05-01,429.727
2003-05-02,434.179
2003-05-05,433.682
2003-05-06,438.653
2003-05-07,437.043
2003-05-08,432.015
2003-05-09,436.712
2003-05-12,441.341
2003-05-13,440.764
2003-05-14,440.92
2003-05-15,443.561
2003-05-16,444.096
2003-05-19,435.437
2003-05-20,435.733
2003-05-21,437.107
2003-05-22,441.243
2003-05-23,443.957
2003-05-26,444.543
2003-05-27,449.363
2003-05-28,450.811
2003-05-29,451.153
2003-05-30,454.653
2003-06-02,460.009
2003-06-03,460.169
2003-06-04,465.742
2003-06-05,468.75
2003-06-06,470.244
2003-06-09,465.675
2003-06-10,468.155
2003-06-11,475.407
2003-06-12,477.43
2003-06-13,474.021
2003-06-16,481.887
2003-06-17,483.393
2003-06-18,482.057
2003-06-19,475.103
2003-06-20,476.722
2003-06-23,470.559
2003-06-24,469.658
2003-06-25,468.371
2003-06-26,468.942
2003-06-27,466.587
2003-06-30,464.794
2003-07-01,466.695
2003-07-02,472.202
2003-07-03,471.841
2003-07-04,470.877
2003-07-07,477.684
2003-07-08,477.273
2003-07-09,474.97
2003-07-10,469.173
2003-07-11,471.873
2003-07-14,475.995
2003-07-15,472.558
2003-07-16,468.399
2003-07-17,463.545
2003-07-18,468.269
2003-07-21,463.966
2003-07-22,467.261
2003-07-23,467.374
2003-07-24,468.96
2003-07-25,473.807
2003-07-28,475.155
2003-07-29,472.025
2003-07-30,469.411
2003-07-31,470.651
2003-08-01,466.424
2003-08-04,466.85
2003-08-05,463.267
2003-08-06,462.927
2003-08-07,465.984
2003-08-08,468.029
2003-08-11,470.398
2003-08-12,473.592
2003-08-13,473.034
2003-08-14,477.678
2003-08-15,477.921
2003-08-18,480.763
2003-08-19,480.691
2003-08-20,480.817
2003-08-21,481.576
2003-08-22,476.498
2003-08-25,475.609
2003-08-26,474.377
2003-08-27,475.263
2003-08-28,477.164
2003-08-29,478.793
2003-09-01,481.27
2003-09-02,484.991
2003-09-03,488.792
2003-09-04,489.326
2003-09-05,488.129
2003-09-08,492.336
2003-09-09,490.101
2003-09-10,485.91
2003-09-11,486.281
2003-09-12,488.166
2003-09-15,487.174
2003-09-16,492.287
2003-09-17,493.214
2003-09-18,499.215
2003-09-19,497.886
2003-09-22,493.175
2003-09-23,493.441
2003-09-24,489.566
2003-09-25,486.561
2003-09-26,483.108
2003-09-29,484.644
2003-09-30,481.476
2003-10-01,492.16
2003-10-02,494.693
2003-10-03,499.383
2003-10-06,501.231
2003-10-07,503.53
2003-10-08,501.244
2003-10-09,504.963
2003-10-10,506.089
2003-10-13,509.043
2003-10-14,510.194
2003-10-15,509.585
2003-10-16,511.174
2003-10-17,507.682
2003-10-20,509.138
2003-10-21,508.718
2003-10-22,502.736
2003-10-23,499.822
2003-10-24,499.841
2003-10-27,500.971
2003-10-28,505.802
2003-10-29,508.021
2003-10-30,508.38
2003-10-31,507.746
2003-11-03,510.141
2003-11-04,510.908
2003-11-05,508.852
2003-11-06,508.321
2003-11-07,510.361
2003-11-10,508.659
2003-11-11,506.261
2003-11-12,510.71
2003-11-13,512.914
2003-11-14,511.895
2003-11-17,505.84
2003-11-18,505.276
2003-11-19,505.584
2003-11-20,504.173
2003-11-21,505.17
2003-11-24,508.882
2003-11-25,511.169
2003-11-26,514.543
2003-11-27,515.318
2003-11-28,515.36
2003-12-01,521.832
2003-12-02,523.266
2003-12-03,525.024
2003-12-04,525.826
2003-12-05,524.365
2003-12-08,526.859
2003-12-09,527.255
2003-12-10,525.606
2003-12-11,529.089
2003-12-12,532.414
2003-12-15,533.312
2003-12-16,534.921
2003-12-17,535.773
2003-12-18,540.783
2003-12-19,542.906
2003-12-22,545.586
2003-12-23,546.942
2003-12-24,547.128
2003-12-25,547.091
2003-12-26,547.682
2003-12-29,553.002
2003-12-30,555.385
2003-12-31,557.924
2004-01-01,557.949
2004-01-02,559.846
2004-01-05,567.307
2004-01-06,567.791
2004-01-07,565.33
2004-01-08,568.343
2004-01-09,565.439
2004-01-12,566.103
2004-01-13,564.516
2004-01-14,566.977
2004-01-15,566.331
2004-01-16,567.325
2004-01-19,567.943
2004-01-20,570.35
2004-01-21,575.521
2004-01-22,575.7
2004-01-23,573.864
2004-01-26,575.126
2004-01-27,573.355
2004-01-28,570.199
2004-01-29,566.096
2004-01-30,563.826
2004-02-02,565.573
2004-02-03,565.637
2004-02-04,561.34
2004-02-05,562.943
2004-02-06,568.371
2004-02-09,569.957
2004-02-10,571.438
2004-02-11,576.419
2004-02-12,577.203
2004-02-13,575.66
2004-02-16,576.577
2004-02-17,581.882
2004-02-18,579.825
2004-02-19,579.275
2004-02-20,574.729
2004-02-23,576.322
2004-02-24,574.097
2004-02-25,573.881
2004-02-26,573.3
2004-02-27,575.012
2004-03-01,581.265
2004-03-02,578.805
2004-03-03,576.491
2004-03-04,578.891
2004-03-05,583.459
2004-03-08,580.758
2004-03-09,578.787
2004-03-10,570.27
2004-03-11,560.287
2004-03-12,561.952
2004-03-15,556.15
2004-03-16,561.365
2004-03-17,567.136
2004-03-18,568.176
2004-03-19,564.452
2004-03-22,556.529
2004-03-23,555.888
2004-03-24,553.577
2004-03-25,559.445
2004-03-26,560.469
2004-03-29,567.332
2004-03-30,569.662
2004-03-31,571.301
2004-04-01,575.922
2004-04-02,577.381
2004-04-05,579.925
2004-04-06,581.176
2004-04-07,580.075
2004-04-08,579.633
2004-04-09,578.921
2004-04-12,581.074
2004-04-13,575.095
2004-04-14,569.674
2004-04-15,568.789
2004-04-16,574.074
2004-04-19,572.866
2004-04-20,569.27
2004-04-21,567.228
2004-04-22,571.869
2004-04-23,571.984
2004-04-26,572.325
2004-04-27,572.984
2004-04-28,565.738
2004-04-29,562.703
2004-04-30,559.795
2004-05-03,563.578
2004-05-04,567.9
2004-05-05,569.797
2004-05-06,563.401
2004-05-07,553.089
2004-05-10,539.879
2004-05-11,543.258
2004-05-12,546.563
2004-05-13,545.192
2004-05-14,544.774
2004-05-17,539.11
2004-05-18,542.27
2004-05-19,548.443
2004-05-20,545.502
2004-05-21,549.969
2004-05-24,551.157
2004-05-25,556.484
2004-05-26,558.98
2004-05-27,564.287
2004-05-28,562.853
2004-05-31,563.394
2004-06-01,563.091
2004-06-02,565.584
2004-06-03,562.232
2004-06-04,564.991
2004-06-07,574.919
2004-06-08,574.974
2004-06-09,569.332
2004-06-10,572.393
2004-06-11,570.018
2004-06-14,564.795
2004-06-15,568.311
2004-06-16,571.206
2004-06-17,572.516
2004-06-18,574.88
2004-06-21,574.189
2004-06-22,572.592
2004-06-23,576.131
2004-06-24,579.688
2004-06-25,575.938
2004-06-28,578.56
2004-06-29,576.891
2004-06-30,577.365
2004-07-01,575.039
2004-07-02,574.208
2004-07-05,573.113
2004-07-06,571.02
2004-07-07,572.628
2004-07-08,571.418
2004-07-09,573.785
2004-07-12,575.168
2004-07-13,574.457
2004-07-14,573.449
2004-07-15,569.477
2004-07-16,571.257
2004-07-19,571.323
2004-07-20,571.167
2004-07-21,567.028
2004-07-22,565.045
2004-07-23,561.004
2004-07-26,559.561
2004-07-27,561.813
2004-07-28,563.759
2004-07-29,567.842
2004-07-30,568.989
2004-08-02,570.395
2004-08-03,570.692
2004-08-04,568.074
2004-08-05,563.667
2004-08-06,559.23
2004-08-09,558.449
2004-08-10,563.396
2004-08-11,561.523
2004-08-12,557.69
2004-08-13,558.401
2004-08-16,563.71
2004-08-17,563.965
2004-08-18,567.515
2004-08-19,568.93
2004-08-20,571.051
2004-08-23,569.996
2004-08-24,569.379
2004-08-25,572.444
2004-08-26,574.391
2004-08-27,576.287
2004-08-30,573.945
2004-08-31,575.883
2004-09-01,578.408
2004-09-02,582.315
2004-09-03,580.777
2004-09-06,582.687
2004-09-07,585.884
2004-09-08,585.05
2004-09-09,584.313
2004-09-10,587.6
2004-09-13,588.577
2004-09-14,589.96
2004-09-15,584.912
2004-09-16,587.599
2004-09-17,590.259
2004-09-20,587.881
2004-09-21,593.144
2004-09-22,587.023
2004-09-23,584.24
2004-09-24,584.739
2004-09-27,581.803
2004-09-28,585.1
2004-09-29,586.054
2004-09-30,586.437
2004-10-01,595.08
2004-10-04,596.933
2004-10-05,598.389
2004-10-06,601.562
2004-10-07,599.017
2004-10-08,599.52
2004-10-11,599.904
2004-10-12,595.567
2004-10-13,591.466
2004-10-14,589.046
2004-10-15,591.413
2004-10-18,591.53
2004-10-19,589.569
2004-10-20,587.748
2004-10-21,589.003
2004-10-22,587.732
2004-10-25,585.972
2004-10-26,591.446
2004-10-27,596.977
2004-10-28,599.904
2004-10-29,600.144
2004-11-01,602.331
2004-11-02,603.28
2004-11-03,609.516
2004-11-04,616.932
2004-11-05,619.861
2004-11-08,619.513
2004-11-09,618.46
2004-11-10,618.747
2004-11-11,622.847
2004-11-12,628.42
2004-11-15,628.246
2004-11-16,625.379
2004-11-17,630.281
2004-11-18,629.263
2004-11-19,626.822
2004-11-22,626.302
2004-11-23,627.632
2004-11-24,629.956
2004-11-25,633.384
2004-11-26,633.772
2004-11-29,633.157
2004-11-30,631.59
2004-12-01,638.124
2004-12-02,637.784
2004-12-03,638.878
2004-12-06,637.995
2004-12-07,634.319
2004-12-08,631.467
2004-12-09,630.285
2004-12-10,630.258
2004-12-13,637.413
2004-12-14,638.906
2004-12-15,643.843
2004-12-16,641.569
2004-12-17,636.525
2004-12-20,640.91
2004-12-21,643.204
2004-12-22,646.843
2004-12-23,649.495
2004-12-24,651.35
2004-12-27,650.948
2004-12-28,652.968
2004-12-29,651.756
2004-12-30,653.714
2004-12-31,653.357
2005-01-03,649.065
2005-01-04,643.227
2005-01-05,639.815
2005-01-06,640.353
2005-01-07,638.306
2005-01-10,640.476
2005-01-11,638.522
2005-01-12,640.565
2005-01-13,637.002
2005-01-14,637.921
2005-01-17,638.729
2005-01-18,641.388
2005-01-19,638.512
2005-01-20,633.422
2005-01-21,632.221
2005-01-24,633.853
2005-01-25,634.143
2005-01-26,638.671
2005-01-27,638.561
2005-01-28,635.686
2005-01-31,641.17
2005-02-01,645.229
2005-02-02,647.855
2005-02-03,645.364
2005-02-04,652.049
2005-02-07,651.711
2005-02-08,650.725
2005-02-09,649.147
2005-02-10,653.573
2005-02-11,657.294
2005-02-14,660.688
2005-02-15,662.376
2005-02-16,661.393
2005-02-17,660.671
2005-02-18,662.433
2005-02-21,662.219
2005-02-22,658.656
2005-02-23,658.27
2005-02-24,661.311
2005-02-25,668.771
2005-02-28,668.883
2005-03-01,669.458
2005-03-02,668.787
2005-03-03,669.295
2005-03-04,677.904
2005-03-07,676.951
2005-03-08,677.786
2005-03-09,672.79
2005-03-10,671.073
2005-03-11,670.822
2005-03-14,670.596
2005-03-15,668.68
2005-03-16,665.302
2005-03-17,664.37
2005-03-18,664.419
2005-03-21,659.581
2005-03-22,655.886
2005-03-23,649.622
2005-03-24,648.64
2005-03-25,649.101
2005-03-28,648.835
2005-03-29,646.227
2005-03-30,650.661
2005-03-31,653.268
2005-04-01,652.471
2005-04-04,649.087
2005-04-05,652.376
2005-04-06,655.431
2005-04-07,659.208
2005-04-08,655.536
2005-04-11,656.926
2005-04-12,656.319
2005-04-13,654.081
2005-04-14,647.453
2005-04-15,639.52
2005-04-18,635.925
2005-04-19,640.862
2005-04-20,635.712
2005-04-21,641.078
2005-04-22,642.781
2005-04-25,645.742
2005-04-26,642.041
2005-04-27,640.785
2005-04-28,635.828
2005-04-29,641.584
2005-05-02,642.52
2005-05-03,643.087
2005-05-04,650.533
2005-05-05,651.231
2005-05-06,650.621
2005-05-09,651.16
2005-05-10,646.352
2005-05-11,645.366
2005-05-12,639.829
2005-05-13,635.042
2005-05-16,635.944
2005-05-17,638.375
2005-05-18,644.818
2005-05-19,648.898
2005-05-20,646.435
2005-05-23,650.256
2005-05-24,650.502
2005-05-25,649.063
2005-05-26,650.729
2005-05-27,652.292
2005-05-30,653.231
2005-05-31,647.857
2005-06-01,652.681
2005-06-02,653.228
2005-06-03,651.283
2005-06-06,651.711
2005-06-07,653.671
2005-06-08,654.397
2005-06-09,652.89
2005-06-10,653.605
2005-06-13,653.007
2005-06-14,654.705
2005-06-15,657.187
2005-06-16,660.22
2005-06-17,666.508
2005-06-20,664.232
2005-06-21,664.134
2005-06-22,665.464
2005-06-23,661.457
2005-06-24,657.795
2005-06-27,656.621
2005-06-28,659.495
2005-06-29,659.613
2005-06-30,656.641
2005-07-01,656.892
2005-07-04,656.648
2005-07-05,658.764
2005-07-06,657.193
2005-07-07,654.006
2005-07-08,659.855
2005-07-11,666.275
2005-07-12,669.533
2005-07-13,669.119
2005-07-14,671.755
2005-07-15,670.394
2005-07-18,667.566
2005-07-19,667.969
2005-07-20,669.284
2005-07-21,670.939
2005-07-22,673.472
2005-07-25,672.157
2005-07-26,671.296
2005-07-27,674.237
2005-07-28,677.81
2005-07-29,675.896
2005-08-01,677.702
2005-08-02,682.565
2005-08-03,684.18
2005-08-04,680.313
2005-08-05,674.353
2005-08-08,676.031
2005-08-09,679.83
2005-08-10,685.572
2005-08-11,690.386
2005-08-12,688.306
2005-08-15,687.847
2005-08-16,683.097
2005-08-17,681.507
2005-08-18,676.91
2005-08-19,678.599
2005-08-22,683.148
2005-08-23,679.883
2005-08-24,677.236
2005-08-25,677.144
2005-08-26,674.257
2005-08-29,674.137
2005-08-30,672.763
2005-08-31,680.698
2005-09-01,687.842
2005-09-02,688.551
2005-09-05,690.526
2005-09-06,695.35
2005-09-07,696.17
2005-09-08,693.926
2005-09-09,699.663
2005-09-12,697.472
2005-09-13,693.045
2005-09-14,694.789
2005-09-15,694.592
2005-09-16,699.78
2005-09-19,697.838
2005-09-20,698.069
2005-09-21,694.474
2005-09-22,692.422
2005-09-23,691.002
2005-09-26,695.882
2005-09-27,694.516
2005-09-28,698.79
2005-09-29,703.594
2005-09-30,702.81
2005-10-03,700.759
2005-10-04,697.434
2005-10-05,688.557
2005-10-06,684.726
2005-10-07,685.174
2005-10-10,681.648
2005-10-11,682.928
2005-10-12,679.245
2005-10-13,673.171
2005-10-14,678.416
2005-10-17,678.777
2005-10-18,671.134
2005-10-19,672.127
2005-10-20,666.171
2005-10-21,666.627
2005-10-24,674.238
2005-10-25,677.136
2005-10-26,676.997
2005-10-27,673.631
2005-10-28,677.678
2005-10-31,683.347
2005-11-01,684.451
2005-11-02,690.28
2005-11-03,694.118
2005-11-04,689.915
2005-11-07,691.012
2005-11-08,690.536
2005-11-09,690.628
