Date,EM (EMERGING MARKETS) LARGE VALUE Large Cap
2005-11-09,629.463
2005-11-10,629.592
2005-11-11,633.758
2005-11-14,635.214
2005-11-15,632.532
2005-11-16,636.709
2005-11-17,642.747
2005-11-18,644.675
2005-11-21,645.38
2005-11-22,640.609
2005-11-23,650.527
2005-11-24,654.18
2005-11-25,653.613
2005-11-28,652.803
2005-11-29,651.564
2005-11-30,653.807
2005-12-01,657.635
2005-12-02,663.644
2005-12-05,666.518
2005-12-06,671.863
2005-12-07,674.678
2005-12-08,670.276
2005-12-09,669.698
2005-12-12,675.998
2005-12-13,679.123
2005-12-14,681.251
2005-12-15,679.531
2005-12-16,677.681
2005-12-19,681.179
2005-12-20,680.626
2005-12-21,685.339
2005-12-22,686.156
2005-12-23,688.182
2005-12-26,688.276
2005-12-27,691.335
2005-12-28,686.766
2005-12-29,691.242
2005-12-30,690.292
2006-01-02,692.201
2006-01-03,705.01
2006-01-04,716.588
2006-01-05,719.023
2006-01-06,726.612
2006-01-09,731.986
2006-01-10,729.755
2006-01-11,737.253
2006-01-12,740.663
2006-01-13,740.155
2006-01-16,744.579
2006-01-17,735.598
2006-01-18,725.789
2006-01-19,741.538
2006-01-20,743.816
2006-01-23,742.639
2006-01-24,750.757
2006-01-25,758.772
2006-01-26,758.942
2006-01-27,766.345
2006-01-30,765.818
2006-01-31,770.931
2006-02-01,773.911
2006-02-02,765.937
2006-02-03,755.798
2006-02-06,769.008
2006-02-07,760.716
2006-02-08,747.371
2006-02-09,753.394
2006-02-10,755.527
2006-02-13,745.761
2006-02-14,747.399
2006-02-15,749.794
2006-02-16,756.42
2006-02-17,769.34
2006-02-20,775.701
2006-02-21,773.499
2006-02-22,769.594
2006-02-23,775.114
2006-02-24,775.503
2006-02-27,780.0
2006-02-28,770.789
2006-03-01,774.786
2006-03-02,780.215
2006-03-03,775.322
2006-03-06,772.162
2006-03-07,748.991
2006-03-08,741.29
2006-03-09,741.773
2006-03-10,743.322
2006-03-13,752.058
2006-03-14,755.217
2006-03-15,765.685
2006-03-16,770.341
2006-03-17,773.723
2006-03-20,775.895
2006-03-21,767.854
2006-03-22,762.661
2006-03-23,767.466
2006-03-24,769.139
2006-03-27,771.028
2006-03-28,762.12
2006-03-29,762.29
2006-03-30,774.509
2006-03-31,776.447
2006-04-03,788.819
2006-04-04,796.032
2006-04-05,801.626
2006-04-06,806.686
2006-04-07,803.829
2006-04-10,802.135
2006-04-11,799.546
2006-04-12,795.882
2006-04-13,797.119
2006-04-14,802.518
2006-04-17,810.021
2006-04-18,823.229
2006-04-19,834.364
2006-04-20,835.914
2006-04-21,837.018
2006-04-24,833.889
2006-04-25,831.082
2006-04-26,837.251
2006-04-27,831.505
2006-04-28,834.571
2006-05-01,837.553
2006-05-02,851.21
2006-05-03,854.187
2006-05-04,856.701
2006-05-05,863.816
2006-05-08,874.252
2006-05-09,873.362
2006-05-10,874.617
2006-05-11,868.592
2006-05-12,855.522
2006-05-15,818.757
2006-05-16,816.01
2006-05-17,815.607
2006-05-18,790.847
2006-05-19,783.436
2006-05-22,748.537
2006-05-23,763.638
2006-05-24,749.273
2006-05-25,750.908
2006-05-26,772.264
2006-05-29,777.196
2006-05-30,760.169
2006-05-31,754.07
2006-06-01,753.845
2006-06-02,770.125
2006-06-05,763.857
2006-06-06,747.988
2006-06-07,730.134
2006-06-08,700.43
2006-06-09,709.37
2006-06-12,697.306
2006-06-13,667.31
2006-06-14,677.024
2006-06-15,694.381
2006-06-16,710.947
2006-06-19,708.724
2006-06-20,701.634
2006-06-21,707.897
2006-06-22,711.676
2006-06-23,708.259
2006-06-26,707.166
2006-06-27,716.559
2006-06-28,720.906
2006-06-29,735.205
2006-06-30,758.647
2006-07-03,770.641
2006-07-04,774.21
2006-07-05,757.995
2006-07-06,761.937
2006-07-07,763.381
2006-07-10,767.933
2006-07-11,765.686
2006-07-12,766.594
2006-07-13,748.667
2006-07-14,738.603
2006-07-17,725.55
2006-07-18,726.254
2006-07-19,736.622
2006-07-20,747.531
2006-07-21,743.109
2006-07-24,746.996
2006-07-25,754.509
2006-07-26,756.316
2006-07-27,771.586
2006-07-28,770.762
2006-07-31,769.858
2006-08-01,764.247
2006-08-02,772.913
2006-08-03,773.973
2006-08-04,780.316
2006-08-07,777.42
2006-08-08,780.234
2006-08-09,787.895
2006-08-10,781.148
2006-08-11,782.61
2006-08-14,778.639
2006-08-15,781.307
2006-08-16,790.774
2006-08-17,789.247
2006-08-18,781.842
2006-08-21,778.726
2006-08-22,785.144
2006-08-23,778.469
2006-08-24,774.798
2006-08-25,776.042
2006-08-28,775.301
2006-08-29,776.937
2006-08-30,782.513
2006-08-31,777.376
2006-09-01,784.126
2006-09-04,795.524
2006-09-05,794.603
2006-09-06,785.473
2006-09-07,774.752
2006-09-08,771.155
2006-09-11,755.619
2006-09-12,760.391
2006-09-13,768.138
2006-09-14,768.766
2006-09-15,769.678
2006-09-18,781.396
2006-09-19,780.895
2006-09-20,775.981
2006-09-21,773.712
2006-09-22,764.316
2006-09-25,762.664
2006-09-26,767.46
2006-09-27,775.225
2006-09-28,779.542
2006-09-29,777.923
2006-10-02,780.01
2006-10-03,772.288
2006-10-04,767.934
2006-10-05,778.618
2006-10-06,777.282
2006-10-09,777.52
2006-10-10,781.379
2006-10-11,781.385
2006-10-12,787.684
2006-10-13,799.437
2006-10-16,805.541
2006-10-17,800.363
2006-10-18,802.995
2006-10-19,804.596
2006-10-20,804.108
2006-10-23,799.84
2006-10-24,803.75
2006-10-25,810.4
2006-10-26,815.313
2006-10-27,814.463
2006-10-30,806.695
2006-10-31,815.085
2006-11-01,821.976
2006-11-02,819.909
2006-11-03,825.738
2006-11-06,831.45
2006-11-07,839.616
2006-11-08,839.132
2006-11-09,847.03
2006-11-10,848.162
2006-11-13,845.278
2006-11-14,850.86
2006-11-15,849.745
2006-11-16,853.399
2006-11-17,845.549
2006-11-20,844.852
2006-11-21,852.151
2006-11-22,861.416
2006-11-23,862.461
2006-11-24,865.198
2006-11-27,865.102
2006-11-28,853.96
2006-11-29,868.866
2006-11-30,876.081
2006-12-01,877.919
2006-12-04,881.089
2006-12-05,890.737
2006-12-06,892.631
2006-12-07,893.144
2006-12-08,887.572
2006-12-11,884.404
2006-12-12,879.754
2006-12-13,879.008
2006-12-14,889.486
2006-12-15,894.921
2006-12-18,897.961
2006-12-19,884.788
2006-12-20,895.674
2006-12-21,895.572
2006-12-22,894.374
2006-12-25,893.002
2006-12-26,895.65
2006-12-27,905.309
2006-12-28,910.635
2006-12-29,912.804
2007-01-01,912.968
2007-01-02,925.384
2007-01-03,917.22
2007-01-04,902.411
2007-01-05,891.814
2007-01-08,887.337
2007-01-09,874.401
2007-01-10,862.152
2007-01-11,866.84
2007-01-12,875.394
2007-01-15,885.916
2007-01-16,881.448
2007-01-17,878.88
2007-01-18,884.326
2007-01-19,886.74
2007-01-22,895.202
2007-01-23,897.156
2007-01-24,906.589
2007-01-25,904.147
2007-01-26,895.434
2007-01-29,888.885
2007-01-30,894.235
2007-01-31,897.144
2007-02-01,909.99
2007-02-02,915.926
2007-02-05,917.998
2007-02-06,923.804
2007-02-07,921.218
2007-02-08,915.383
2007-02-09,915.556
2007-02-12,902.267
2007-02-13,906.41
2007-02-14,918.041
2007-02-15,924.371
2007-02-16,926.075
2007-02-19,928.808
2007-02-20,926.438
2007-02-21,927.326
2007-02-22,935.093
2007-02-23,931.723
2007-02-26,932.802
2007-02-27,904.549
2007-02-28,887.203
2007-03-01,874.045
2007-03-02,871.725
2007-03-05,841.001
2007-03-06,859.059
2007-03-07,859.381
2007-03-08,874.855
2007-03-09,881.169
2007-03-12,884.799
2007-03-13,878.594
2007-03-14,862.119
2007-03-15,873.265
2007-03-16,872.771
2007-03-19,881.094
2007-03-20,886.104
2007-03-21,897.548
2007-03-22,911.469
2007-03-23,914.143
2007-03-26,915.051
2007-03-27,913.176
2007-03-28,908.769
2007-03-29,921.555
2007-03-30,927.863
2007-04-02,925.392
2007-04-03,932.338
2007-04-04,940.347
2007-04-05,943.239
2007-04-06,942.799
2007-04-09,947.69
2007-04-10,953.886
2007-04-11,955.807
2007-04-12,954.561
2007-04-13,958.832
2007-04-16,970.961
2007-04-17,967.473
2007-04-18,964.728
2007-04-19,953.556
2007-04-20,966.287
2007-04-23,966.504
2007-04-24,964.938
2007-04-25,967.656
2007-04-26,966.345
2007-04-27,958.024
2007-04-30,953.08
2007-05-01,952.323
2007-05-02,956.083
2007-05-03,966.562
2007-05-04,975.457
2007-05-07,977.273
2007-05-08,972.868
2007-05-09,979.096
2007-05-10,975.691
2007-05-11,972.377
2007-05-14,981.252
2007-05-15,978.279
2007-05-16,990.576
2007-05-17,989.297
2007-05-18,992.522
2007-05-21,1002.527
2007-05-22,1004.243
2007-05-23,1004.098
2007-05-24,992.617
2007-05-25,992.969
2007-05-28,996.83
2007-05-29,993.287
2007-05-30,985.259
2007-05-31,1000.0
2007-06-01,1016.98
2007-06-04,1020.365
2007-06-05,1023.023
2007-06-06,1010.786
2007-06-07,1005.314
2007-06-08,994.179
2007-06-11,1004.752
2007-06-12,1004.855
2007-06-13,1006.753
2007-06-14,1028.233
2007-06-15,1041.542
2007-06-18,1052.877
2007-06-19,1052.918
2007-06-20,1059.283
2007-06-21,1059.031
2007-06-22,1057.028
2007-06-25,1050.145
2007-06-26,1046.954
2007-06-27,1039.692
2007-06-28,1050.66
2007-06-29,1052.423
2007-07-02,1065.01
2007-07-03,1081.969
2007-07-04,1085.791
2007-07-05,1085.926
2007-07-06,1093.895
2007-07-09,1104.693
2007-07-10,1100.985
2007-07-11,1099.988
2007-07-12,1118.328
2007-07-13,1135.649
2007-07-16,1132.635
2007-07-17,1131.559
2007-07-18,1123.905
2007-07-19,1137.963
2007-07-20,1142.017
2007-07-23,1155.543
2007-07-24,1147.422
2007-07-25,1142.24
2007-07-26,1116.379
2007-07-27,1081.259
2007-07-30,1089.539
2007-07-31,1103.519
2007-08-01,1066.482
2007-08-02,1072.199
2007-08-03,1071.285
2007-08-06,1051.132
2007-08-07,1056.61
2007-08-08,1085.508
2007-08-09,1069.741
2007-08-10,1033.831
2007-08-13,1049.5
2007-08-14,1037.301
2007-08-15,1014.897
2007-08-16,962.761
2007-08-17,963.793
2007-08-20,997.977
2007-08-21,994.976
2007-08-22,1021.259
2007-08-23,1036.616
2007-08-24,1041.717
2007-08-27,1060.706
2007-08-28,1048.701
2007-08-29,1047.253
2007-08-30,1061.943
2007-08-31,1089.706
2007-09-03,1095.452
2007-09-04,1094.046
2007-09-05,1088.714
2007-09-06,1096.028
2007-09-07,1087.357
2007-09-10,1076.711
2007-09-11,1091.254
2007-09-12,1093.075
2007-09-13,1103.267
2007-09-14,1109.343
2007-09-17,1100.021
2007-09-18,1109.824
2007-09-19,1150.503
2007-09-20,1158.128
2007-09-21,1166.047
2007-09-24,1184.831
2007-09-25,1179.999
2007-09-26,1191.444
2007-09-27,1213.185
2007-09-28,1214.73
2007-10-01,1227.151
2007-10-02,1257.898
2007-10-03,1251.188
2007-10-04,1238.815
2007-10-05,1259.397
2007-10-08,1256.807
2007-10-09,1269.939
2007-10-10,1281.026
2007-10-11,1299.885
2007-10-12,1289.447
2007-10-15,1311.29
2007-10-16,1295.667
2007-10-17,1302.373
2007-10-18,1295.218
2007-10-19,1277.925
2007-10-22,1249.765
2007-10-23,1286.666
2007-10-24,1286.706
2007-10-25,1307.676
2007-10-26,1337.086
2007-10-29,1366.025
2007-10-30,1357.051
2007-10-31,1360.402
2007-11-01,1351.253
2007-11-02,1334.453
2007-11-05,1301.016
2007-11-06,1317.491
2007-11-07,1319.201
2007-11-08,1308.747
2007-11-09,1307.268
2007-11-12,1259.447
2007-11-13,1270.262
2007-11-14,1313.781
2007-11-15,1297.53
2007-11-16,1277.504
2007-11-19,1260.238
2007-11-20,1265.876
2007-11-21,1227.677
2007-11-22,1228.085
2007-11-23,1233.213
2007-11-26,1247.515
2007-11-27,1232.542
2007-11-28,1244.216
2007-11-29,1267.792
2007-11-30,1283.841
2007-12-03,1281.939
2007-12-04,1284.43
2007-12-05,1310.032
2007-12-06,1324.338
2007-12-07,1327.842
2007-12-10,1324.643
2007-12-11,1332.108
2007-12-12,1325.814
2007-12-13,1293.852
2007-12-14,1276.719
2007-12-17,1236.436
2007-12-18,1241.775
2007-12-19,1249.462
2007-12-20,1249.759
2007-12-21,1269.579
2007-12-24,1289.996
2007-12-25,1289.926
2007-12-26,1296.44
2007-12-27,1298.434
2007-12-28,1294.378
2007-12-31,1293.044
2008-01-01,1293.616
2008-01-02,1282.367
2008-01-03,1273.4
2008-01-04,1273.471
2008-01-07,1257.022
2008-01-08,1273.061
2008-01-09,1283.309
2008-01-10,1276.237
2008-01-11,1270.976
2008-01-14,1278.147
2008-01-15,1253.282
2008-01-16,1205.97
2008-01-17,1200.73
2008-01-18,1196.088
2008-01-21,1129.488
2008-01-22,1099.182
2008-01-23,1121.35
2008-01-24,1147.732
2008-01-25,1177.402
2008-01-28,1155.055
2008-01-29,1172.247
2008-01-30,1163.144
2008-01-31,1159.989
2008-02-01,1191.923
2008-02-04,1212.968
2008-02-05,1198.41
2008-02-06,1172.463
2008-02-07,1164.92
2008-02-08,1164.195
2008-02-11,1148.004
2008-02-12,1166.764
2008-02-13,1179.215
2008-02-14,1204.693
2008-02-15,1200.592
2008-02-18,1207.371
2008-02-19,1219.592
2008-02-20,1203.336
2008-02-21,1221.358
2008-02-22,1214.746
2008-02-25,1225.985
2008-02-26,1236.73
2008-02-27,1257.377
2008-02-28,1256.805
2008-02-29,1231.127
2008-03-03,1208.015
2008-03-04,1198.964
2008-03-05,1207.541
2008-03-06,1209.338
2008-03-07,1178.823
2008-03-10,1161.84
2008-03-11,1186.418
2008-03-12,1199.989
2008-03-13,1166.157
2008-03-14,1160.245
2008-03-17,1111.177
2008-03-18,1131.8
2008-03-19,1133.42
2008-03-20,1112.059
2008-03-21,1118.345
2008-03-24,1139.594
2008-03-25,1173.309
2008-03-26,1175.198
2008-03-27,1173.129
2008-03-28,1179.233
2008-03-31,1170.211
2008-04-01,1182.245
2008-04-02,1211.156
2008-04-03,1215.573
2008-04-04,1215.48
2008-04-07,1231.267
2008-04-08,1224.652
2008-04-09,1223.799
2008-04-10,1235.502
2008-04-11,1241.048
2008-04-14,1229.969
2008-04-15,1235.276
2008-04-16,1249.515
2008-04-17,1261.066
2008-04-18,1264.201
2008-04-21,1274.652
2008-04-22,1274.536
2008-04-23,1273.962
2008-04-24,1267.596
2008-04-25,1274.548
2008-04-28,1282.466
2008-04-29,1267.377
2008-04-30,1276.557
2008-05-01,1278.433
2008-05-02,1296.208
2008-05-05,1297.769
2008-05-06,1304.639
2008-05-07,1295.207
2008-05-08,1286.029
2008-05-09,1277.961
2008-05-12,1283.725
2008-05-13,1299.678
2008-05-14,1302.197
2008-05-15,1316.497
2008-05-16,1336.507
2008-05-19,1345.302
2008-05-20,1327.952
2008-05-21,1332.456
2008-05-22,1319.334
2008-05-23,1302.285
2008-05-26,1286.861
2008-05-27,1283.466
2008-05-28,1285.829
2008-05-29,1291.662
2008-05-30,1300.176
2008-06-02,1300.024
2008-06-03,1280.374
2008-06-04,1260.408
2008-06-05,1273.877
2008-06-06,1275.52
2008-06-09,1259.351
2008-06-10,1228.016
2008-06-11,1222.236
2008-06-12,1213.351
2008-06-13,1211.115
2008-06-16,1227.262
2008-06-17,1238.163
2008-06-18,1230.995
2008-06-19,1217.242
2008-06-20,1202.156
2008-06-23,1190.772
2008-06-24,1181.26
2008-06-25,1196.561
2008-06-26,1193.231
2008-06-27,1179.146
2008-06-30,1184.793
2008-07-01,1166.102
2008-07-02,1157.037
2008-07-03,1129.773
2008-07-04,1125.876
2008-07-07,1135.536
2008-07-08,1116.363
2008-07-09,1132.654
2008-07-10,1131.922
2008-07-11,1137.584
2008-07-14,1136.262
2008-07-15,1109.174
2008-07-16,1112.143
2008-07-17,1127.93
2008-07-18,1116.706
2008-07-21,1138.029
2008-07-22,1133.835
2008-07-23,1148.758
2008-07-24,1139.077
2008-07-25,1117.082
2008-07-28,1115.189
2008-07-29,1107.441
2008-07-30,1133.352
2008-07-31,1137.003
2008-08-01,1126.447
2008-08-04,1107.83
2008-08-05,1098.367
2008-08-06,1110.163
2008-08-07,1106.538
2008-08-08,1085.69
2008-08-11,1085.456
2008-08-12,1077.532
2008-08-13,1068.326
2008-08-14,1078.709
2008-08-15,1067.214
2008-08-18,1055.34
2008-08-19,1035.267
2008-08-20,1054.615
2008-08-21,1052.272
2008-08-22,1050.456
2008-08-25,1044.827
2008-08-26,1032.949
2008-08-27,1050.253
2008-08-28,1053.877
2008-08-29,1054.171
2008-09-01,1033.195
2008-09-02,1026.842
2008-09-03,1005.293
2008-09-04,987.474
2008-09-05,966.322
2008-09-08,997.215
2008-09-09,960.581
2008-09-10,948.43
2008-09-11,929.367
2008-09-12,946.271
2008-09-15,914.931
2008-09-16,869.319
2008-09-17,852.398
2008-09-18,851.523
2008-09-19,939.101
2008-09-22,951.645
2008-09-23,924.957
2008-09-24,925.543
2008-09-25,933.399
2008-09-26,919.787
2008-09-29,866.167
2008-09-30,879.349
2008-10-01,878.68
2008-10-02,851.234
2008-10-03,829.013
2008-10-06,750.396
2008-10-07,736.014
2008-10-08,674.479
2008-10-09,690.953
2008-10-10,659.854
2008-10-13,707.307
2008-10-14,750.195
2008-10-15,694.654
2008-10-16,640.761
2008-10-17,628.133
2008-10-20,654.693
2008-10-21,644.823
2008-10-22,595.721
2008-10-23,574.794
2008-10-24,530.445
2008-10-27,510.018
2008-10-28,543.433
2008-10-29,569.264
2008-10-30,631.231
2008-10-31,639.423
2008-11-03,652.817
2008-11-04,672.02
2008-11-05,673.266
2008-11-06,625.779
2008-11-07,633.479
2008-11-10,656.053
2008-11-11,625.753
2008-11-12,598.409
2008-11-13,587.513
2008-11-14,595.228
2008-11-17,584.86
2008-11-18,563.417
2008-11-19,553.56
2008-11-20,525.748
2008-11-21,529.209
2008-11-24,548.694
2008-11-25,567.826
2008-11-26,583.58
2008-11-27,599.159
2008-11-28,600.465
2008-12-01,582.759
2008-12-02,569.583
2008-12-03,573.871
2008-12-04,573.622
2008-12-05,569.794
2008-12-08,614.473
2008-12-09,615.719
2008-12-10,644.589
2008-12-11,650.69
2008-12-12,629.79
2008-12-15,643.592
2008-12-16,653.22
2008-12-17,671.73
2008-12-18,675.596
2008-12-19,663.675
2008-12-22,646.892
2008-12-23,633.933
2008-12-24,629.938
2008-12-25,627.906
2008-12-26,626.377
2008-12-29,633.846
2008-12-30,642.796
2008-12-31,643.976
2009-01-01,645.482
2009-01-02,660.808
2009-01-05,682.802
2009-01-06,692.097
2009-01-07,678.361
2009-01-08,658.024
2009-01-09,650.574
2009-01-12,630.198
2009-01-13,624.8
2009-01-14,615.771
2009-01-15,596.877
2009-01-16,609.261
2009-01-19,603.628
2009-01-20,584.161
2009-01-21,582.212
2009-01-22,580.379
2009-01-23,571.708
2009-01-26,581.965
2009-01-27,585.162
2009-01-28,601.067
2009-01-29,600.257
2009-01-30,597.506
2009-02-02,581.543
2009-02-03,590.805
2009-02-04,602.917
2009-02-05,603.579
2009-02-06,627.252
2009-02-09,638.449
2009-02-10,634.827
2009-02-11,623.744
2009-02-12,610.611
2009-02-13,624.317
2009-02-16,615.512
2009-02-17,583.773
2009-02-18,576.756
2009-02-19,581.87
2009-02-20,561.075
2009-02-23,569.154
2009-02-24,561.062
2009-02-25,565.584
2009-02-26,566.925
2009-02-27,558.668
2009-03-02,531.371
2009-03-03,532.217
2009-03-04,551.217
2009-03-05,544.798
2009-03-06,544.225
2009-03-09,541.057
2009-03-10,564.203
2009-03-11,574.045
2009-03-12,577.424
2009-03-13,591.483
2009-03-16,604.609
2009-03-17,607.266
2009-03-18,609.338
2009-03-19,625.569
2009-03-20,621.497
2009-03-23,652.703
2009-03-24,655.633
2009-03-25,662.204
2009-03-26,677.659
2009-03-27,667.175
2009-03-30,630.892
2009-03-31,640.953
2009-04-01,654.678
2009-04-02,691.361
2009-04-03,696.908
2009-04-06,705.702
2009-04-07,696.782
2009-04-08,691.423
2009-04-09,717.65
2009-04-10,721.873
2009-04-13,726.851
2009-04-14,733.677
2009-04-15,732.839
2009-04-16,737.599
2009-04-17,733.163
2009-04-20,720.331
2009-04-21,711.36
2009-04-22,712.491
2009-04-23,722.949
2009-04-24,731.219
2009-04-27,714.848
2009-04-28,702.966
2009-04-29,728.007
2009-04-30,748.592
2009-05-01,748.461
2009-05-04,793.462
2009-05-05,798.968
2009-05-06,808.666
2009-05-07,815.749
2009-05-08,826.922
2009-05-11,823.979
2009-05-12,821.993
2009-05-13,808.114
2009-05-14,794.663
2009-05-15,804.916
2009-05-18,827.803
2009-05-19,850.525
2009-05-20,862.599
2009-05-21,845.585
2009-05-22,848.902
2009-05-25,848.875
2009-05-26,840.366
2009-05-27,859.055
2009-05-28,866.466
2009-05-29,882.671
2009-06-01,916.407
2009-06-02,908.743
2009-06-03,895.222
2009-06-04,892.475
2009-06-05,898.726
2009-06-08,880.427
2009-06-09,879.944
2009-06-10,901.316
2009-06-11,903.206
2009-06-12,905.112
2009-06-15,881.829
2009-06-16,875.217
2009-06-17,857.009
2009-06-18,850.458
2009-06-19,858.952
2009-06-22,842.318
2009-06-23,827.379
2009-06-24,847.139
2009-06-25,856.492
2009-06-26,870.349
2009-06-29,874.947
2009-06-30,871.556
2009-07-01,885.08
2009-07-02,876.366
2009-07-03,874.77
2009-07-06,854.129
2009-07-07,852.547
2009-07-08,838.349
2009-07-09,842.482
2009-07-10,836.238
2009-07-13,821.716
2009-07-14,840.73
2009-07-15,871.304
2009-07-16,879.455
2009-07-17,891.706
2009-07-20,919.807
2009-07-21,924.594
2009-07-22,921.03
2009-07-23,941.155
2009-07-24,943.175
2009-07-27,953.371
2009-07-28,956.785
2009-07-29,941.027
2009-07-30,955.276
2009-07-31,967.549
2009-08-03,992.927
2009-08-04,987.954
2009-08-05,980.886
2009-08-06,986.243
2009-08-07,982.965
2009-08-10,985.668
2009-08-11,972.166
2009-08-12,966.076
2009-08-13,984.499
2009-08-14,981.743
2009-08-17,943.453
2009-08-18,949.455
2009-08-19,945.718
2009-08-20,964.449
2009-08-21,974.698
2009-08-24,992.894
2009-08-25,989.06
2009-08-26,981.599
2009-08-27,972.544
2009-08-28,980.574
2009-08-31,965.036
2009-09-01,967.062
2009-09-02,954.111
2009-09-03,965.795
2009-09-04,979.777
2009-09-07,992.509
2009-09-08,1011.977
2009-09-09,1011.54
2009-09-10,1021.741
2009-09-11,1031.658
2009-09-14,1022.384
2009-09-15,1033.874
2009-09-16,1059.01
2009-09-17,1065.743
2009-09-18,1063.683
2009-09-21,1053.404
2009-09-22,1065.612
2009-09-23,1061.662
2009-09-24,1048.345
2009-09-25,1046.703
2009-09-28,1043.201
2009-09-29,1053.443
2009-09-30,1055.593
2009-10-01,1053.535
2009-10-02,1040.691
2009-10-05,1049.143
2009-10-06,1069.567
2009-10-07,1074.565
2009-10-08,1087.513
2009-10-09,1094.876
2009-10-12,1099.677
2009-10-13,1102.075
2009-10-14,1128.041
2009-10-15,1134.86
2009-10-16,1124.211
2009-10-19,1136.997
2009-10-20,1131.268
2009-10-21,1128.046
2009-10-22,1118.733
2009-10-23,1126.754
2009-10-26,1125.345
2009-10-27,1102.019
2009-10-28,1065.179
2009-10-29,1069.331
2009-10-30,1061.332
2009-11-02,1055.803
2009-11-03,1044.285
2009-11-04,1070.461
2009-11-05,1076.237
2009-11-06,1082.93
2009-11-09,1111.803
2009-11-10,1117.43
2009-11-11,1127.599
2009-11-12,1111.633
2009-11-13,1116.487
2009-11-16,1139.458
2009-11-17,1138.336
2009-11-18,1139.438
2009-11-19,1122.834
2009-11-20,1118.725
2009-11-23,1132.281
2009-11-24,1126.621
2009-11-25,1133.167
2009-11-26,1106.736
2009-11-27,1086.806
2009-11-30,1100.99
2009-12-01,1125.028
2009-12-02,1134.038
2009-12-03,1139.166
2009-12-04,1133.393
2009-12-07,1128.685
2009-12-08,1113.64
2009-12-09,1106.576
2009-12-10,1110.572
2009-12-11,1119.15
2009-12-14,1125.116
2009-12-15,1121.484
2009-12-16,1119.038
2009-12-17,1098.447
2009-12-18,1092.919
2009-12-21,1089.833
2009-12-22,1098.575
2009-12-23,1110.836
2009-12-24,1122.526
2009-12-25,1123.233
2009-12-28,1130.734
2009-12-29,1129.884
2009-12-30,1127.991
2009-12-31,1137.85
2010-01-01,1137.85
2010-01-04,1155.06
2010-01-05,1167.688
2010-01-06,1175.649
2010-01-07,1167.625
2010-01-08,1168.001
2010-01-11,1181.369
2010-01-12,1169.854
2010-01-13,1157.059
2010-01-14,1156.255
2010-01-15,1152.783
2010-01-18,1155.833
2010-01-19,1159.6
2010-01-20,1140.649
2010-01-21,1124.049
2010-01-22,1108.35
2010-01-25,1101.987
2010-01-26,1079.112
2010-01-27,1070.127
2010-01-28,1085.655
2010-01-29,1077.369
2010-02-01,1078.96
2010-02-02,1084.856
2010-02-03,1097.884
2010-02-04,1068.781
2010-02-05,1034.71
2010-02-08,1030.251
2010-02-09,1048.428
2010-02-10,1053.332
2010-02-11,1064.565
2010-02-12,1063.798
2010-02-15,1067.179
2010-02-16,1075.753
2010-02-17,1089.19
2010-02-18,1085.975
2010-02-19,1074.557
2010-02-22,1088.173
2010-02-23,1084.214
2010-02-24,1074.445
2010-02-25,1063.327
2010-02-26,1079.517
2010-03-01,1093.405
2010-03-02,1105.289
2010-03-03,1113.242
2010-03-04,1106.858
2010-03-05,1122.062
2010-03-08,1133.918
2010-03-09,1132.155
2010-03-10,1141.952
2010-03-11,1137.215
2010-03-12,1141.645
2010-03-15,1130.352
2010-03-16,1139.846
2010-03-17,1156.487
2010-03-18,1150.705
2010-03-19,1147.525
2010-03-22,1137.493
2010-03-23,1141.799
2010-03-24,1138.58
2010-03-25,1133.597
2010-03-26,1135.902
2010-03-29,1148.145
2010-03-30,1156.851
2010-03-31,1159.652
2010-04-01,1178.514
2010-04-02,1180.477
2010-04-05,1191.164
2010-04-06,1192.966
2010-04-07,1197.997
2010-04-08,1189.497
2010-04-09,1198.181
2010-04-12,1194.776
2010-04-13,1185.891
2010-04-14,1199.3
2010-04-15,1198.527
2010-04-16,1181.391
2010-04-19,1160.206
2010-04-20,1174.199
2010-04-21,1178.657
2010-04-22,1171.509
2010-04-23,1175.967
2010-04-26,1187.797
2010-04-27,1170.747
2010-04-28,1154.393
2010-04-29,1165.639
2010-04-30,1174.684
2010-05-03,1160.339
2010-05-04,1140.409
2010-05-05,1115.79
2010-05-06,1094.376
2010-05-07,1070.317
2010-05-10,1115.449
2010-05-11,1106.372
2010-05-12,1117.198
2010-05-13,1126.117
2010-05-14,1109.074
2010-05-17,1087.244
2010-05-18,1086.982
2010-05-19,1054.644
2010-05-20,1023.749
2010-05-21,1027.917
2010-05-24,1034.85
2010-05-25,992.429
2010-05-26,1022.906
2010-05-27,1047.04
2010-05-28,1062.005
2010-05-31,1075.06
2010-06-01,1051.957
2010-06-02,1054.658
2010-06-03,1073.413
2010-06-04,1061.123
2010-06-07,1034.715
2010-06-08,1036.387
2010-06-09,1042.699
2010-06-10,1058.117
2010-06-11,1068.943
2010-06-14,1082.775
2010-06-15,1092.049
2010-06-16,1098.361
2010-06-17,1100.667
2010-06-18,1107.291
2010-06-21,1134.777
2010-06-22,1121.952
2010-06-23,1113.358
2010-06-24,1103.153
2010-06-25,1099.553
2010-06-28,1104.816
2010-06-29,1073.805
2010-06-30,1067.148
2010-07-01,1057.066
2010-07-02,1063.952
2010-07-05,1062.203
2010-07-06,1082.565
2010-07-07,1081.148
2010-07-08,1093.992
2010-07-09,1106.518
2010-07-12,1107.29
2010-07-13,1112.559
