Date,EM (EMERGING MARKETS) LARGE VALUE Large Cap
2015-07-31,1088.208
2015-08-31,985.253
2015-09-30,948.213
2015-10-30,1016.148
2015-11-30,961.013
2015-12-31,936.42
2016-01-29,876.271
2016-02-29,881.179
2016-03-31,1009.744
2016-04-29,1022.724
2016-05-31,964.759
2016-06-30,1009.043
2016-07-29,1059.479
2016-08-31,1083.236
2016-09-30,1091.792
2016-10-31,1112.336
2016-11-30,1077.995
2016-12-30,1088.313
2017-01-31,1137.593
2017-02-28,1178.105
2017-03-31,1197.025
2017-04-28,1206.319
2017-05-31,1233.209
2017-06-30,1233.867
2017-07-31,1300.515
2017-08-31,1330.309
2017-09-29,1303.923
2017-10-31,1349.497
2017-11-30,1340.65
2017-12-29,1393.028
2018-01-31,1520.63
2018-02-28,1449.532
2018-03-30,1418.156
2018-04-30,1430.874
2018-05-31,1354.294
2018-06-29,1286.521
2018-07-31,1343.534
2018-08-31,1315.249
2018-09-28,1341.504
2018-10-31,1248.716
2018-11-30,1281.795
2018-12-31,1251.572
2019-01-31,1352.296
2019-02-28,1348.85
2019-03-29,1348.76
2019-04-30,1366.334
2019-05-31,1295.779
2019-06-28,1364.88
2019-07-31,1325.455
2019-08-30,1248.094
2019-09-30,1277.731
2019-10-31,1322.197
2019-11-29,1310.26
2019-12-31,1403.041
2020-01-31,1305.337
2020-02-28,1226.483
2020-03-31,1017.771
2020-04-30,1099.582
2020-05-29,1093.18
2020-06-30,1148.165
2020-07-31,1221.783
2020-08-31,1228.252
2020-09-30,1196.147
2020-10-30,1205.232
2020-11-30,1359.069
2020-12-31,1476.681
2021-01-29,1489.743
2021-02-26,1526.805
2021-03-31,1529.506
2021-04-30,1555.705
2021-05-31,1618.591
2021-06-30,1611.047
2021-07-30,1529.407
2021-08-31,1567.829
2021-09-30,1519.199
2021-10-29,1526.007
2021-11-30,1462.584
2021-12-31,1515.45
2022-01-31,1510.374
2022-02-28,1480.532
2022-03-31,1462.189
2022-04-29,1377.234
2022-05-31,1390.253
2022-06-30,1308.657
2022-07-29,1292.24
2022-08-31,1291.578
2022-09-30,1160.388
2022-10-31,1133.217
2022-11-30,1288.23
2022-12-30,1265.165
2023-01-31,1359.914
2023-02-28,1279.058
2023-03-31,1316.419
2023-04-28,1320.252
2023-05-31,1296.376
2023-06-30,1349.453
2023-07-31,1435.112
2023-08-31,1350.148
2023-09-29,1337.385
2023-10-31,1283.641
2023-11-30,1363.474
2023-12-29,1438.728
2024-01-31,1390.152
2024-02-29,1446.177
2024-03-29,1464.063
2024-04-30,1474.159
2024-05-31,1487.111
2024-06-28,1543.106
2024-07-31,1551.047
2024-08-30,1572.046
2024-09-30,1665.715
2024-10-31,1575.96
2024-11-29,1521.874
2024-12-31,1511.148
2025-01-31,1533.581
2025-02-28,1557.505
2025-03-31,1592.041
2025-04-30,1592.325
2025-05-30,1647.237
2025-06-30,1729.633
2025-07-31,1754.31
2025-08-29,1755.063
2025-09-30,1891.342
2025-10-31,1979.473
2025-11-28,1956.122
2025-12-31,2027.49
