Date,JAPAN VALUE Standard (Large+Mid Cap)
2001-06-12,4054.559
2001-06-13,4064.146
2001-06-14,4044.312
2001-06-15,4006.831
2001-06-18,3995.241
2001-06-19,3971.266
2001-06-20,3950.936
2001-06-21,4024.911
2001-06-22,4057.452
2001-06-25,4038.146
2001-06-26,4052.586
2001-06-27,4033.851
2001-06-28,3986.118
2001-06-29,4046.95
2001-07-02,4032.204
2001-07-03,4048.801
2001-07-04,4009.902
2001-07-05,3979.385
2001-07-06,3890.032
2001-07-09,3878.835
2001-07-10,3935.055
2001-07-11,3904.562
2001-07-12,3969.286
2001-07-13,3922.49
2001-07-16,3913.33
2001-07-17,3863.335
2001-07-18,3805.8
2001-07-19,3796.908
2001-07-20,3809.092
2001-07-23,3654.901
2001-07-24,3705.24
2001-07-25,3764.872
2001-07-26,3779.822
2001-07-27,3776.586
2001-07-30,3689.668
2001-07-31,3770.492
2001-08-01,3808.265
2001-08-02,3910.323
2001-08-03,3867.631
2001-08-06,3869.706
2001-08-07,3899.12
2001-08-08,3894.643
2001-08-09,3810.443
2001-08-10,3828.402
2001-08-13,3781.647
2001-08-14,3917.907
2001-08-15,3974.878
2001-08-16,3928.182
2001-08-17,3920.25
2001-08-20,3865.988
2001-08-21,3924.779
2001-08-22,3972.125
2001-08-23,3931.734
2001-08-24,3901.573
2001-08-27,3937.569
2001-08-28,3910.761
2001-08-29,3856.238
2001-08-30,3785.316
2001-08-31,3806.245
2001-09-03,3718.509
2001-09-04,3787.392
2001-09-05,3708.299
2001-09-06,3701.125
2001-09-07,3703.824
2001-09-10,3577.668
2001-09-11,3639.163
2001-09-12,3389.333
2001-09-13,3480.6
2001-09-14,3629.909
2001-09-17,3487.132
2001-09-18,3540.866
2001-09-19,3644.65
2001-09-20,3644.965
2001-09-21,3530.694
2001-09-24,3504.547
2001-09-25,3506.199
2001-09-26,3446.01
2001-09-27,3407.242
2001-09-28,3485.154
2001-10-01,3535.1
2001-10-02,3592.497
2001-10-03,3529.033
2001-10-04,3590.086
2001-10-05,3547.825
2001-10-08,3560.11
2001-10-09,3476.783
2001-10-10,3404.327
2001-10-11,3456.753
2001-10-12,3508.344
2001-10-15,3490.932
2001-10-16,3496.689
2001-10-17,3509.768
2001-10-18,3446.558
2001-10-19,3445.541
2001-10-22,3428.879
2001-10-23,3468.094
2001-10-24,3502.003
2001-10-25,3546.409
2001-10-26,3505.289
2001-10-29,3438.016
2001-10-30,3424.411
2001-10-31,3386.801
2001-11-01,3399.552
2001-11-02,3381.661
2001-11-05,3373.735
2001-11-06,3402.571
2001-11-07,3310.161
2001-11-08,3355.43
2001-11-09,3300.189
2001-11-12,3281.391
2001-11-13,3210.534
2001-11-14,3197.724
2001-11-15,3239.798
2001-11-16,3232.476
2001-11-19,3268.383
2001-11-20,3278.125
2001-11-21,3288.889
2001-11-22,3283.351
2001-11-23,3268.311
2001-11-26,3324.249
2001-11-27,3301.916
2001-11-28,3242.664
2001-11-29,3249.333
2001-11-30,3286.325
2001-12-03,3191.009
2001-12-04,3161.438
2001-12-05,3216.842
2001-12-06,3248.665
2001-12-07,3179.333
2001-12-10,3085.591
2001-12-11,3060.015
2001-12-12,3130.354
2001-12-13,3044.121
2001-12-14,3025.038
2001-12-17,2955.326
2001-12-18,2956.555
2001-12-19,2959.495
2001-12-20,2993.809
2001-12-21,2970.408
2001-12-24,2961.152
2001-12-25,2958.693
2001-12-26,2925.828
2001-12-27,2971.376
2001-12-28,3024.993
2001-12-31,3028.224
2002-01-01,3028.224
2002-01-02,3003.929
2002-01-03,3013.623
2002-01-04,3091.981
2002-01-07,3105.642
2002-01-08,3018.454
2002-01-09,3007.92
2002-01-10,2980.925
2002-01-11,2965.938
2002-01-14,2974.5
2002-01-15,2915.847
2002-01-16,2914.59
2002-01-17,2902.964
2002-01-18,2957.208
2002-01-21,2961.363
2002-01-22,2864.423
2002-01-23,2844.171
2002-01-24,2859.629
2002-01-25,2881.508
2002-01-28,2929.376
2002-01-29,2868.022
2002-01-30,2829.789
2002-01-31,2849.23
2002-02-01,2801.171
2002-02-04,2780.573
2002-02-05,2721.771
2002-02-06,2708.793
2002-02-07,2753.312
2002-02-08,2766.578
2002-02-11,2791.213
2002-02-12,2871.048
2002-02-13,2894.756
2002-02-14,2909.708
2002-02-15,2908.831
2002-02-18,2912.279
2002-02-19,2808.356
2002-02-20,2791.141
2002-02-21,2872.97
2002-02-22,2896.618
2002-02-25,2892.352
2002-02-26,2864.836
2002-02-27,2935.046
2002-02-28,2980.849
2002-03-01,3048.14
2002-03-04,3237.004
2002-03-05,3211.68
2002-03-06,3227.181
2002-03-07,3391.263
2002-03-08,3418.884
2002-03-11,3483.492
2002-03-12,3375.151
2002-03-13,3296.22
2002-03-14,3346.528
2002-03-15,3383.801
2002-03-18,3295.56
2002-03-19,3362.286
2002-03-20,3318.828
2002-03-21,3305.131
2002-03-22,3217.098
2002-03-25,3190.295
2002-03-26,3193.915
2002-03-27,3228.036
2002-03-28,3263.899
2002-03-29,3188.145
2002-04-01,3150.196
2002-04-02,3205.994
2002-04-03,3280.067
2002-04-04,3307.78
2002-04-05,3300.895
2002-04-08,3301.393
2002-04-09,3244.774
2002-04-10,3272.544
2002-04-11,3224.572
2002-04-12,3170.039
2002-04-15,3214.991
2002-04-16,3258.342
2002-04-17,3301.357
2002-04-18,3335.64
2002-04-19,3308.425
2002-04-22,3364.615
2002-04-23,3377.202
2002-04-24,3361.599
2002-04-25,3397.225
2002-04-26,3368.039
2002-04-29,3361.868
2002-04-30,3341.542
2002-05-01,3373.076
2002-05-02,3371.768
2002-05-03,3397.923
2002-05-06,3387.253
2002-05-07,3325.259
2002-05-08,3333.003
2002-05-09,3360.934
2002-05-10,3361.591
2002-05-13,3328.494
2002-05-14,3293.543
2002-05-15,3373.999
2002-05-16,3422.271
2002-05-17,3499.324
2002-05-20,3516.87
2002-05-21,3553.324
2002-05-22,3594.528
2002-05-23,3592.043
2002-05-24,3624.021
2002-05-27,3609.266
2002-05-28,3605.052
2002-05-29,3583.646
2002-05-30,3599.634
2002-05-31,3552.691
2002-06-03,3603.332
2002-06-04,3559.557
2002-06-05,3519.107
2002-06-06,3499.52
2002-06-07,3476.613
2002-06-10,3459.067
2002-06-11,3460.499
2002-06-12,3434.977
2002-06-13,3387.522
2002-06-14,3335.726
2002-06-17,3235.327
2002-06-18,3276.677
2002-06-19,3194.291
2002-06-20,3246.729
2002-06-21,3240.841
2002-06-24,3272.662
2002-06-25,3263.0
2002-06-26,3234.526
2002-06-27,3252.075
2002-06-28,3353.878
2002-07-01,3355.268
2002-07-02,3359.932
2002-07-03,3427.317
2002-07-04,3397.287
2002-07-05,3429.113
2002-07-08,3439.772
2002-07-09,3506.79
2002-07-10,3471.299
2002-07-11,3449.05
2002-07-12,3463.78
2002-07-15,3428.699
2002-07-16,3381.733
2002-07-17,3373.968
2002-07-18,3419.357
2002-07-19,3388.39
2002-07-22,3383.84
2002-07-23,3370.169
2002-07-24,3351.062
2002-07-25,3297.054
2002-07-26,3153.562
2002-07-29,3123.831
2002-07-30,3186.331
2002-07-31,3160.669
2002-08-01,3147.626
2002-08-02,3145.73
2002-08-05,3148.014
2002-08-06,3047.15
2002-08-07,3137.906
2002-08-08,3135.1
2002-08-09,3209.578
2002-08-12,3174.522
2002-08-13,3155.937
2002-08-14,3225.001
2002-08-15,3231.354
2002-08-16,3223.466
2002-08-19,3147.459
2002-08-20,3126.048
2002-08-21,3145.843
2002-08-22,3161.408
2002-08-23,3171.276
2002-08-26,3234.081
2002-08-27,3215.979
2002-08-28,3179.247
2002-08-29,3131.388
2002-08-30,3129.932
2002-09-02,3101.111
2002-09-03,3030.297
2002-09-04,2950.259
2002-09-05,3003.502
2002-09-06,2970.904
2002-09-09,3012.143
2002-09-10,3007.147
2002-09-11,2997.287
2002-09-12,3010.075
2002-09-13,2964.757
2002-09-16,2936.726
2002-09-17,2998.381
2002-09-18,3022.432
2002-09-19,3118.566
2002-09-20,2997.734
2002-09-23,2985.261
2002-09-24,2950.496
2002-09-25,2932.155
2002-09-26,2992.053
2002-09-27,3054.367
2002-09-30,3040.8
2002-10-01,2957.34
2002-10-02,2912.274
2002-10-03,2867.278
2002-10-04,2868.074
2002-10-07,2732.817
2002-10-08,2734.156
2002-10-09,2696.941
2002-10-10,2687.53
2002-10-11,2708.692
2002-10-14,2706.947
2002-10-15,2777.497
2002-10-16,2795.72
2002-10-17,2793.163
2002-10-18,2799.899
2002-10-21,2795.61
2002-10-22,2705.37
2002-10-23,2729.495
2002-10-24,2710.389
2002-10-25,2745.14
2002-10-28,2742.322
2002-10-29,2756.446
2002-10-30,2768.73
2002-10-31,2758.722
2002-11-01,2775.7
2002-11-04,2770.716
2002-11-05,2836.66
2002-11-06,2830.108
2002-11-07,2843.105
2002-11-08,2819.451
2002-11-11,2748.029
2002-11-12,2739.243
2002-11-13,2714.161
2002-11-14,2660.982
2002-11-15,2703.361
2002-11-18,2640.17
2002-11-19,2610.439
2002-11-20,2633.531
2002-11-21,2689.796
2002-11-22,2703.188
2002-11-25,2749.188
2002-11-26,2739.886
2002-11-27,2758.812
2002-11-28,2814.298
2002-11-29,2826.832
2002-12-02,2775.074
2002-12-03,2764.41
2002-12-04,2693.931
2002-12-05,2654.815
2002-12-06,2673.511
2002-12-09,2659.862
2002-12-10,2670.554
2002-12-11,2657.386
2002-12-12,2661.284
2002-12-13,2658.347
2002-12-16,2629.179
2002-12-17,2656.719
2002-12-18,2592.014
2002-12-19,2628.027
2002-12-20,2638.307
2002-12-23,2646.21
2002-12-24,2670.774
2002-12-25,2664.669
2002-12-26,2714.685
2002-12-27,2743.999
2002-12-30,2760.195
2002-12-31,2756.822
2003-01-01,2756.822
2003-01-02,2730.933
2003-01-03,2731.275
2003-01-06,2803.879
2003-01-07,2742.923
2003-01-08,2698.978
2003-01-09,2705.115
2003-01-10,2699.773
2003-01-13,2713.277
2003-01-14,2763.197
2003-01-15,2810.368
2003-01-16,2824.443
2003-01-17,2852.516
2003-01-20,2821.922
2003-01-21,2850.567
2003-01-22,2834.407
2003-01-23,2904.093
2003-01-24,2895.845
2003-01-27,2828.595
2003-01-28,2798.329
2003-01-29,2750.951
2003-01-30,2731.188
2003-01-31,2708.693
2003-02-03,2754.101
2003-02-04,2795.033
2003-02-05,2793.696
2003-02-06,2778.994
2003-02-07,2762.085
2003-02-10,2756.085
2003-02-11,2747.572
2003-02-12,2799.571
2003-02-13,2798.237
2003-02-14,2822.803
2003-02-17,2846.528
2003-02-18,2854.592
2003-02-19,2844.518
2003-02-20,2825.427
2003-02-21,2786.233
2003-02-24,2810.17
2003-02-25,2757.566
2003-02-26,2761.369
2003-02-27,2747.484
2003-02-28,2733.768
2003-03-03,2747.882
2003-03-04,2757.029
2003-03-05,2762.105
2003-03-06,2747.05
2003-03-07,2691.057
2003-03-10,2640.114
2003-03-11,2587.976
2003-03-12,2616.64
2003-03-13,2580.718
2003-03-14,2592.206
2003-03-17,2554.165
2003-03-18,2566.946
2003-03-19,2573.821
2003-03-20,2614.713
2003-03-21,2586.837
2003-03-24,2678.819
2003-03-25,2637.478
2003-03-26,2675.216
2003-03-27,2692.098
2003-03-28,2659.019
2003-03-31,2594.434
2003-04-01,2599.888
2003-04-02,2611.433
2003-04-03,2577.414
2003-04-04,2575.72
2003-04-07,2619.708
2003-04-08,2595.703
2003-04-09,2575.647
2003-04-10,2576.433
2003-04-11,2526.571
2003-04-14,2499.82
2003-04-15,2536.551
2003-04-16,2532.85
2003-04-17,2540.697
2003-04-18,2543.519
2003-04-21,2549.206
2003-04-22,2519.233
2003-04-23,2513.055
2003-04-24,2531.821
2003-04-25,2487.144
2003-04-28,2461.285
2003-04-29,2464.667
2003-04-30,2580.606
2003-05-01,2610.114
2003-05-02,2615.666
2003-05-05,2621.841
2003-05-06,2683.427
2003-05-07,2719.576
2003-05-08,2701.551
2003-05-09,2717.137
2003-05-12,2747.174
2003-05-13,2761.124
2003-05-14,2784.196
2003-05-15,2743.285
2003-05-16,2738.04
2003-05-19,2686.045
2003-05-20,2683.565
2003-05-21,2663.385
2003-05-22,2686.1
2003-05-23,2736.12
2003-05-26,2739.606
2003-05-27,2697.079
2003-05-28,2686.424
2003-05-29,2720.22
2003-05-30,2695.955
2003-06-02,2737.91
2003-06-03,2732.821
2003-06-04,2743.156
2003-06-05,2809.117
2003-06-06,2811.366
2003-06-09,2847.901
2003-06-10,2851.007
2003-06-11,2870.294
2003-06-12,2868.741
2003-06-13,2885.203
2003-06-16,2859.126
2003-06-17,2885.195
2003-06-18,2903.41
2003-06-19,2904.537
2003-06-20,2918.402
2003-06-23,2964.56
2003-06-24,2889.236
2003-06-25,2903.444
2003-06-26,2875.308
2003-06-27,2917.671
2003-06-30,2907.85
2003-07-01,2975.135
2003-07-02,3067.186
2003-07-03,3131.127
2003-07-04,3110.503
2003-07-07,3171.229
2003-07-08,3193.683
2003-07-09,3242.185
2003-07-10,3218.529
2003-07-11,3122.295
2003-07-14,3142.889
2003-07-15,3131.999
2003-07-16,3086.757
2003-07-17,3005.57
2003-07-18,3028.687
2003-07-21,3039.679
2003-07-22,3020.167
2003-07-23,3067.628
2003-07-24,3085.173
2003-07-25,3094.071
2003-07-28,3112.233
2003-07-29,3092.548
2003-07-30,3026.622
2003-07-31,3014.961
2003-08-01,3040.58
2003-08-04,3007.032
2003-08-05,2998.81
2003-08-06,2980.424
2003-08-07,2995.539
2003-08-08,2993.066
2003-08-11,3042.041
2003-08-12,3056.013
2003-08-13,3103.195
2003-08-14,3164.017
2003-08-15,3166.112
2003-08-18,3200.751
2003-08-19,3245.06
2003-08-20,3315.324
2003-08-21,3348.574
2003-08-22,3338.586
2003-08-25,3321.431
2003-08-26,3329.501
2003-08-27,3321.006
2003-08-28,3307.192
2003-08-29,3356.067
2003-09-01,3439.432
2003-09-02,3462.477
2003-09-03,3495.226
2003-09-04,3472.066
2003-09-05,3472.915
2003-09-08,3474.542
2003-09-09,3541.732
2003-09-10,3520.703
2003-09-11,3461.099
2003-09-12,3525.477
2003-09-15,3521.877
2003-09-16,3644.682
2003-09-17,3684.518
2003-09-18,3732.695
2003-09-19,3749.142
2003-09-22,3722.311
2003-09-23,3737.505
2003-09-24,3730.941
2003-09-25,3641.028
2003-09-26,3636.512
2003-09-29,3614.823
2003-09-30,3622.576
2003-10-01,3721.17
2003-10-02,3831.178
2003-10-03,3876.546
2003-10-06,3869.511
2003-10-07,3937.185
2003-10-08,3856.907
2003-10-09,3896.459
2003-10-10,3973.329
2003-10-13,3959.659
2003-10-14,3997.614
2003-10-15,3955.668
2003-10-16,4005.654
2003-10-17,4001.117
2003-10-20,3996.354
2003-10-21,3982.919
2003-10-22,3920.426
2003-10-23,3712.724
2003-10-24,3749.55
2003-10-27,3817.615
2003-10-28,3866.659
2003-10-29,3927.606
2003-10-30,3906.011
2003-10-31,3806.214
2003-11-03,3762.577
2003-11-04,3929.917
2003-11-05,3899.33
2003-11-06,3806.403
2003-11-07,3863.87
2003-11-10,3871.177
2003-11-11,3749.804
2003-11-12,3736.222
2003-11-13,3800.902
2003-11-14,3773.886
2003-11-17,3626.856
2003-11-18,3646.312
2003-11-19,3551.039
2003-11-20,3620.356
2003-11-21,3626.16
2003-11-24,3612.387
2003-11-25,3643.482
2003-11-26,3715.413
2003-11-27,3741.891
2003-11-28,3711.156
2003-12-01,3777.32
2003-12-02,3818.449
2003-12-03,3821.496
2003-12-04,3862.158
2003-12-05,3865.582
2003-12-08,3820.899
2003-12-09,3839.378
2003-12-10,3756.868
2003-12-11,3795.106
2003-12-12,3841.904
2003-12-15,3920.816
2003-12-16,3863.467
2003-12-17,3823.454
2003-12-18,3838.06
2003-12-19,3887.368
2003-12-22,3925.652
2003-12-23,3927.662
2003-12-24,3917.972
2003-12-25,3918.744
2003-12-26,3933.994
2003-12-29,3955.702
2003-12-30,4014.067
2003-12-31,4005.265
2004-01-01,4005.265
2004-01-02,4010.879
2004-01-05,4119.684
2004-01-06,4108.907
2004-01-07,4083.071
2004-01-08,4079.559
2004-01-09,4097.332
2004-01-12,4095.023
2004-01-13,4075.895
2004-01-14,4078.438
2004-01-15,4028.437
2004-01-16,4051.38
2004-01-19,4080.754
2004-01-20,4094.783
2004-01-21,4085.146
2004-01-22,4114.955
2004-01-23,4138.572
2004-01-26,4109.587
2004-01-27,4110.425
2004-01-28,4108.97
2004-01-29,4067.009
2004-01-30,4046.495
2004-02-02,4082.957
2004-02-03,4066.755
2004-02-04,3983.661
2004-02-05,4010.77
2004-02-06,4027.375
2004-02-09,3994.555
2004-02-10,4012.452
2004-02-11,4012.452
2004-02-12,4047.639
2004-02-13,4082.016
2004-02-16,4095.3
2004-02-17,4112.33
2004-02-18,4091.537
2004-02-19,4073.863
2004-02-20,4015.94
2004-02-23,4080.612
2004-02-24,4019.268
2004-02-25,3989.519
2004-02-26,4007.041
2004-02-27,4100.85
2004-03-01,4204.732
2004-03-02,4195.073
2004-03-03,4187.538
2004-03-04,4166.444
2004-03-05,4209.578
2004-03-08,4166.975
2004-03-09,4226.041
2004-03-10,4201.079
2004-03-11,4175.788
2004-03-12,4122.15
2004-03-15,4192.969
2004-03-16,4235.478
2004-03-17,4338.278
2004-03-18,4429.05
2004-03-19,4382.513
2004-03-22,4348.931
2004-03-23,4364.317
2004-03-24,4452.912
2004-03-25,4522.967
2004-03-26,4591.566
2004-03-29,4606.427
2004-03-30,4580.518
2004-03-31,4662.04
2004-04-01,4651.906
2004-04-02,4642.86
2004-04-05,4650.464
2004-04-06,4651.68
2004-04-07,4681.879
2004-04-08,4673.96
2004-04-09,4618.568
2004-04-12,4663.444
2004-04-13,4645.043
2004-04-14,4577.179
2004-04-15,4492.224
2004-04-16,4522.079
2004-04-19,4464.183
2004-04-20,4550.442
2004-04-21,4509.504
2004-04-22,4503.434
2004-04-23,4529.783
2004-04-26,4557.453
2004-04-27,4495.885
2004-04-28,4502.753
2004-04-29,4493.133
2004-04-30,4402.889
2004-05-03,4401.193
2004-05-04,4423.027
2004-05-05,4472.288
2004-05-06,4358.18
2004-05-07,4219.615
2004-05-10,3976.019
2004-05-11,3989.257
2004-05-12,4138.787
2004-05-13,4007.725
2004-05-14,3998.927
2004-05-17,3897.606
2004-05-18,3967.111
2004-05-19,4123.084
2004-05-20,4096.247
2004-05-21,4203.528
2004-05-24,4207.449
2004-05-25,4172.488
2004-05-26,4236.707
2004-05-27,4269.164
2004-05-28,4320.55
2004-05-31,4332.413
2004-06-01,4357.387
2004-06-02,4337.853
2004-06-03,4258.933
2004-06-04,4272.889
2004-06-07,4426.746
2004-06-08,4449.863
2004-06-09,4458.022
2004-06-10,4490.074
2004-06-11,4450.909
2004-06-14,4422.034
2004-06-15,4447.207
2004-06-16,4517.053
2004-06-17,4530.358
2004-06-18,4499.452
2004-06-21,4585.531
2004-06-22,4565.295
2004-06-23,4584.229
2004-06-24,4678.564
2004-06-25,4654.283
2004-06-28,4687.097
2004-06-29,4669.726
2004-06-30,4638.265
2004-07-01,4687.366
2004-07-02,4620.739
2004-07-05,4532.824
2004-07-06,4513.133
2004-07-07,4503.298
2004-07-08,4481.145
2004-07-09,4541.479
2004-07-12,4603.132
2004-07-13,4605.883
2004-07-14,4530.121
2004-07-15,4523.135
2004-07-16,4556.201
2004-07-19,4573.673
2004-07-20,4534.383
2004-07-21,4507.099
2004-07-22,4485.183
2004-07-23,4430.794
2004-07-26,4423.677
2004-07-27,4349.084
2004-07-28,4367.539
2004-07-29,4360.275
2004-07-30,4447.813
2004-08-02,4465.402
2004-08-03,4448.115
2004-08-04,4375.745
2004-08-05,4378.695
2004-08-06,4398.084
2004-08-09,4363.747
2004-08-10,4340.358
2004-08-11,4388.373
2004-08-12,4367.855
2004-08-13,4312.063
2004-08-16,4270.558
2004-08-17,4313.791
2004-08-18,4338.08
2004-08-19,4374.032
2004-08-20,4379.659
2004-08-23,4379.209
2004-08-24,4390.4
2004-08-25,4427.699
2004-08-26,4467.674
2004-08-27,4494.175
2004-08-30,4473.613
2004-08-31,4458.782
2004-09-01,4489.407
2004-09-02,4493.657
2004-09-03,4404.6
2004-09-06,4492.461
2004-09-07,4523.187
2004-09-08,4530.986
2004-09-09,4465.1
2004-09-10,4462.601
2004-09-13,4469.323
2004-09-14,4503.953
2004-09-15,4435.005
2004-09-16,4435.404
2004-09-17,4401.224
2004-09-20,4409.631
2004-09-21,4398.223
2004-09-22,4374.841
2004-09-23,4386.933
2004-09-24,4335.282
2004-09-27,4302.232
2004-09-28,4284.334
2004-09-29,4301.421
2004-09-30,4384.634
2004-10-01,4428.135
2004-10-04,4469.884
2004-10-05,4479.312
2004-10-06,4504.407
2004-10-07,4482.469
2004-10-08,4550.145
2004-10-11,4572.017
2004-10-12,4494.086
2004-10-13,4471.274
2004-10-14,4430.062
2004-10-15,4433.313
2004-10-18,4414.665
2004-10-19,4468.486
2004-10-20,4428.349
2004-10-21,4427.607
2004-10-22,4440.418
2004-10-25,4410.593
2004-10-26,4401.871
2004-10-27,4418.256
2004-10-28,4488.056
2004-10-29,4475.324
2004-11-01,4463.815
2004-11-02,4517.682
2004-11-03,4521.513
2004-11-04,4553.448
2004-11-05,4608.578
2004-11-08,4576.331
2004-11-09,4565.505
2004-11-10,4523.185
2004-11-11,4489.069
2004-11-12,4586.997
2004-11-15,4656.891
2004-11-16,4648.987
2004-11-17,4667.687
2004-11-18,4638.449
2004-11-19,4692.713
2004-11-22,4592.335
2004-11-23,4578.141
2004-11-24,4617.176
2004-11-25,4654.657
2004-11-26,4632.354
2004-11-29,4683.314
2004-11-30,4649.475
2004-12-01,4592.382
2004-12-02,4657.613
2004-12-03,4704.843
2004-12-06,4655.841
2004-12-07,4615.713
2004-12-08,4564.78
2004-12-09,4514.475
2004-12-10,4471.034
2004-12-13,4529.414
2004-12-14,4546.141
2004-12-15,4618.748
2004-12-16,4607.501
2004-12-17,4647.419
2004-12-20,4651.992
2004-12-21,4638.086
2004-12-22,4677.25
2004-12-23,4698.464
2004-12-24,4757.415
2004-12-27,4775.106
2004-12-28,4782.525
2004-12-29,4736.796
2004-12-30,4835.493
2004-12-31,4862.155
2005-01-03,4843.014
2005-01-04,4789.158
2005-01-05,4773.78
2005-01-06,4739.963
2005-01-07,4738.028
2005-01-10,4755.034
2005-01-11,4821.317
2005-01-12,4857.595
2005-01-13,4815.539
2005-01-14,4827.548
2005-01-17,4861.037
2005-01-18,4808.217
2005-01-19,4815.266
2005-01-20,4736.366
2005-01-21,4737.049
2005-01-24,4782.435
2005-01-25,4716.139
2005-01-26,4811.046
2005-01-27,4777.422
2005-01-28,4762.259
2005-01-31,4781.803
2005-02-01,4749.716
2005-02-02,4777.191
2005-02-03,4726.407
2005-02-04,4765.831
2005-02-07,4755.357
2005-02-08,4697.896
2005-02-09,4713.083
2005-02-10,4746.94
2005-02-11,4742.896
2005-02-14,4801.258
2005-02-15,4830.156
2005-02-16,4785.967
2005-02-17,4778.167
2005-02-18,4801.656
2005-02-21,4815.025
2005-02-22,4852.938
2005-02-23,4778.381
2005-02-24,4777.722
2005-02-25,4828.48
2005-02-28,4910.743
2005-03-01,4908.875
2005-03-02,4924.585
2005-03-03,4927.32
2005-03-04,4962.774
2005-03-07,4954.856
2005-03-08,4973.595
2005-03-09,5025.661
2005-03-10,4998.656
2005-03-11,5017.902
2005-03-14,4942.456
2005-03-15,4956.863
2005-03-16,5002.276
2005-03-17,4947.546
2005-03-18,4973.028
2005-03-21,4964.979
2005-03-22,4972.36
2005-03-23,4902.583
2005-03-24,4854.964
2005-03-25,4879.063
2005-03-28,4889.747
2005-03-29,4785.21
2005-03-30,4770.345
2005-03-31,4836.966
2005-04-01,4835.933
2005-04-04,4785.169
2005-04-05,4813.714
2005-04-06,4832.716
2005-04-07,4850.865
2005-04-08,4847.716
2005-04-11,4833.378
2005-04-12,4772.075
2005-04-13,4800.641
2005-04-14,4730.615
2005-04-15,4704.078
2005-04-18,4547.42
2005-04-19,4625.472
2005-04-20,4645.193
2005-04-21,4590.993
2005-04-22,4668.432
2005-04-25,4691.321
2005-04-26,4667.896
2005-04-27,4673.223
2005-04-28,4680.332
2005-04-29,4727.62
2005-05-02,4711.008
2005-05-03,4710.335
2005-05-04,4749.536
2005-05-05,4742.26
2005-05-06,4812.268
2005-05-09,4771.272
2005-05-10,4769.182
2005-05-11,4746.183
2005-05-12,4687.519
2005-05-13,4642.948
2005-05-16,4592.147
2005-05-17,4555.887
2005-05-18,4536.333
2005-05-19,4599.821
2005-05-20,4574.636
2005-05-23,4630.198
2005-05-24,4637.103
2005-05-25,4588.215
2005-05-26,4569.914
2005-05-27,4607.934
2005-05-30,4646.904
2005-05-31,4653.98
2005-06-01,4654.712
2005-06-02,4648.205
2005-06-03,4682.238
2005-06-06,4709.575
2005-06-07,4691.513
2005-06-08,4715.736
2005-06-09,4641.173
2005-06-10,4649.404
2005-06-13,4604.776
2005-06-14,4624.34
