Date,JAPAN VALUE Standard (Large+Mid Cap)
1988-09-30,3409.332
1988-10-31,3628.285
1988-11-30,3925.806
1988-12-30,3959.132
1989-01-31,4011.177
1989-02-28,4142.134
1989-03-31,3990.548
1989-04-28,4033.102
1989-05-31,3860.598
1989-06-30,3723.115
1989-07-31,4168.398
1989-08-31,3903.375
1989-09-29,4175.231
1989-10-31,4076.908
1989-11-30,4246.935
1989-12-29,4246.222
1990-01-31,4036.074
1990-02-28,3653.788
1990-03-30,3030.714
1990-04-30,3083.116
1990-05-31,3493.105
1990-06-29,3387.972
1990-07-31,3369.648
1990-08-31,3032.817
1990-09-28,2610.749
1990-10-31,3195.253
1990-11-30,2788.945
1990-12-31,2888.28
1991-01-31,2950.196
1991-02-28,3360.135
1991-03-29,3134.455
1991-04-30,3218.835
1991-05-31,3186.289
1991-06-28,2975.848
1991-07-31,3087.959
1991-08-30,2897.042
1991-09-30,3190.995
1991-10-31,3258.229
1991-11-29,2981.829
1991-12-31,3109.058
1992-01-31,3051.258
1992-02-28,2825.78
1992-03-31,2533.565
1992-04-30,2495.132
1992-05-29,2653.201
1992-06-30,2430.689
1992-07-31,2357.305
1992-08-31,2688.787
1992-09-30,2626.727
1992-10-30,2508.916
1992-11-30,2550.626
1992-12-31,2523.784
1993-01-29,2514.703
1993-02-26,2607.128
1993-03-31,3044.738
1993-04-30,3658.357
1993-05-31,3689.794
1993-06-30,3565.691
1993-07-30,3789.222
1993-08-31,3891.64
1993-09-30,3718.053
1993-10-29,3687.526
1993-11-30,3139.614
1993-12-31,3266.036
1994-01-31,3848.765
1994-02-28,4053.833
1994-03-31,3943.147
1994-04-29,4119.552
1994-05-31,4254.26
1994-06-30,4499.705
1994-07-29,4335.265
1994-08-31,4411.087
1994-09-30,4316.22
1994-10-31,4466.027
1994-11-30,4231.946
1994-12-30,4250.409
1995-01-31,3989.72
1995-02-28,3797.565
1995-03-31,4179.859
1995-04-28,4323.002
1995-05-31,4042.232
1995-06-30,3930.57
1995-07-31,4232.794
1995-08-31,4146.213
1995-09-29,4157.908
1995-10-31,3946.314
1995-11-30,4161.23
1995-12-29,4408.23
1996-01-31,4396.535
1996-02-29,4330.833
1996-03-29,4467.889
1996-04-30,4757.897
1996-05-31,4532.462
1996-06-28,4616.513
1996-07-31,4424.886
1996-08-30,4232.305
1996-09-30,4396.37
1996-10-31,4103.1
1996-11-29,4228.706
1996-12-31,3997.562
1997-01-31,3640.221
1997-02-28,3676.382
1997-03-31,3543.613
1997-04-30,3604.386
1997-05-30,4035.28
1997-06-30,4393.06
1997-07-31,4138.128
1997-08-29,3760.459
1997-09-30,3610.299
1997-10-31,3391.107
1997-11-28,3086.26
1997-12-31,2866.282
1998-01-30,3164.576
1998-02-27,3202.721
1998-03-31,2984.327
1998-04-30,2924.427
1998-05-29,2782.356
1998-06-30,2844.657
1998-07-31,2776.309
1998-08-31,2474.248
1998-09-30,2375.408
1998-10-30,2845.024
1998-11-30,2995.05
1998-12-31,3097.279
1999-01-29,3135.758
1999-02-26,3037.858
1999-03-31,3499.391
1999-04-30,3650.581
1999-05-31,3417.244
1999-06-30,3727.601
1999-07-30,4066.538
1999-08-31,4070.022
1999-09-30,4270.035
1999-10-29,4399.239
1999-11-30,4368.87
1999-12-31,4504.41
2000-01-31,4443.822
2000-02-29,4167.926
2000-03-31,4735.716
2000-04-28,4548.895
2000-05-31,4490.609
2000-06-30,4778.821
2000-07-31,4295.172
2000-08-31,4447.897
2000-09-29,4404.928
2000-10-31,4340.131
2000-11-30,4133.501
2000-12-29,4001.213
2001-01-31,3875.524
2001-02-28,3823.389
2001-03-30,3646.294
2001-04-30,3972.777
2001-05-31,3936.276
2001-06-29,3732.918
2001-07-31,3477.867
2001-08-31,3510.819
2001-09-28,3211.764
2001-10-31,3121.195
2001-11-30,3028.641
2001-12-31,2790.648
2002-01-31,2625.612
2002-02-28,2746.846
2002-03-29,2934.827
2002-04-30,3075.991
2002-05-31,3270.321
2002-06-28,3087.237
2002-07-31,2909.355
2002-08-30,2881.039
2002-09-30,2796.471
2002-10-31,2536.922
2002-11-29,2598.978
2002-12-31,2535.041
2003-01-31,2490.7
2003-02-28,2513.656
2003-03-31,2381.953
2003-04-30,2369.188
2003-05-30,2475.006
2003-06-30,2669.467
2003-07-31,2767.782
2003-08-29,3080.899
2003-09-30,3324.004
2003-10-31,3492.5
2003-11-28,3405.219
2003-12-31,3674.933
2004-01-30,3712.75
2004-02-27,3762.595
2004-03-31,4275.855
2004-04-30,4038.121
2004-05-31,3973.249
2004-06-30,4253.669
2004-07-30,4078.996
2004-08-31,4089.027
2004-09-30,4020.01
2004-10-29,4102.735
2004-11-30,4262.296
2004-12-31,4457.181
2005-01-31,4383.507
2005-02-28,4501.656
2005-03-31,4431.714
2005-04-29,4331.499
2005-05-31,4263.949
2005-06-30,4279.693
2005-07-29,4337.125
2005-08-31,4592.412
2005-09-30,5082.412
2005-10-31,4980.371
2005-11-30,5129.218
2005-12-30,5472.215
2006-01-31,5709.788
2006-02-28,5732.293
2006-03-31,5871.321
2006-04-28,6115.266
2006-05-31,5820.736
2006-06-30,5724.155
2006-07-31,5718.14
2006-08-31,5839.52
2006-09-29,5752.585
2006-10-31,5889.321
2006-11-30,5987.73
2006-12-29,6221.759
2007-01-31,6293.555
2007-02-28,6623.233
2007-03-30,6562.044
2007-04-30,6399.544
2007-05-31,6454.402
2007-06-29,6425.091
2007-07-31,6356.526
2007-08-31,6159.604
2007-09-28,6301.255
2007-10-31,6241.326
2007-11-30,6140.358
2007-12-31,5885.805
2008-01-31,5734.631
2008-02-29,5749.013
2008-03-31,5522.075
2008-04-30,5885.638
2008-05-30,5986.068
2008-06-30,5592.672
2008-07-31,5443.995
2008-08-29,5292.032
2008-09-30,4754.227
2008-10-31,4166.288
2008-11-28,4176.939
2008-12-31,4485.585
2009-01-30,4280.243
2009-02-27,3813.429
2009-03-31,3896.664
2009-04-30,4399.793
2009-05-29,4845.731
2009-06-30,4913.768
2009-07-31,5116.704
2009-08-31,5301.73
2009-09-30,5113.992
2009-10-30,5022.994
2009-11-30,4973.303
2009-12-31,4932.798
2010-01-29,5075.497
2010-02-26,5121.943
2010-03-31,5381.071
2010-04-30,5350.75
2010-05-31,4946.284
2010-06-30,4851.076
2010-07-30,4970.189
2010-08-31,4919.238
2010-09-30,5041.747
2010-10-29,5146.582
2010-11-30,5247.066
2010-12-31,5675.898
2011-01-31,5685.84
2011-02-28,5999.402
2011-03-31,5360.085
2011-04-29,5347.852
2011-05-31,5249.555
2011-06-30,5369.255
2011-07-29,5550.792
2011-08-31,5150.722
2011-09-30,5128.114
2011-10-31,5040.444
2011-11-30,4816.949
2011-12-30,4909.058
2012-01-31,5164.603
2012-02-29,5437.825
2012-03-30,5468.298
2012-04-30,5264.911
2012-05-31,4766.378
2012-06-29,5029.095
2012-07-31,4892.43
2012-08-31,4792.134
2012-09-28,4924.5
2012-10-31,4838.796
2012-11-30,4941.012
2012-12-31,5275.745
2013-01-31,5516.584
2013-02-28,5633.646
2013-03-29,5851.918
2013-04-30,6322.715
2013-05-31,5900.932
2013-06-28,5988.587
2013-07-31,6028.977
2013-08-30,5898.727
2013-09-30,6377.166
2013-10-31,6320.408
2013-11-29,6382.102
2013-12-31,6408.992
2014-01-31,6181.471
2014-02-28,6159.213
2014-03-31,6067.244
2014-04-30,5967.161
2014-05-30,6197.01
2014-06-30,6532.958
2014-07-31,6526.658
2014-08-29,6354.233
2014-09-30,6261.971
2014-10-31,6141.511
2014-11-28,6129.275
2014-12-31,6038.923
2015-01-30,6159.721
2015-02-27,6636.054
2015-03-31,6677.175
2015-04-30,7038.503
2015-05-29,7172.325
2015-06-30,7001.162
2015-07-31,7088.231
2015-08-31,6678.379
2015-09-30,6239.411
2015-10-30,6812.171
2015-11-30,6669.002
2015-12-31,6707.434
2016-01-29,6097.885
2016-02-29,5864.141
2016-03-31,6142.174
2016-04-29,6404.019
2016-05-31,6316.481
2016-06-30,6016.952
2016-07-29,6494.723
2016-08-31,6691.328
2016-09-30,6693.849
2016-10-31,6878.363
2016-11-30,6881.298
2016-12-30,7002.131
2017-01-31,7262.903
2017-02-28,7335.907
2017-03-31,7238.374
2017-04-28,7284.535
2017-05-31,7315.294
2017-06-30,7439.089
2017-07-31,7561.728
2017-08-31,7545.283
2017-09-29,7745.435
2017-10-31,8030.118
2017-11-30,8203.027
2017-12-29,8304.073
2018-01-31,8643.96
2018-02-28,8463.27
2018-03-30,8254.568
2018-04-30,8428.726
2018-05-31,8192.787
2018-06-29,7993.781
2018-07-31,8093.987
2018-08-31,8022.4
2018-09-28,8313.705
2018-10-31,7790.536
2018-11-30,7699.901
2018-12-31,7252.242
2019-01-31,7768.93
2019-02-28,7620.555
2019-03-29,7610.143
2019-04-30,7644.37
2019-05-31,7330.699
2019-06-28,7605.744
2019-07-31,7543.446
2019-08-30,7418.603
2019-09-30,7783.235
2019-10-31,8170.606
2019-11-29,8202.25
2019-12-31,8370.192
2020-01-31,8187.015
2020-02-28,7487.043
2020-03-31,6651.088
2020-04-30,6962.06
2020-05-29,7261.182
2020-06-30,7132.599
2020-07-31,6860.803
2020-08-31,7533.708
2020-09-30,7438.355
2020-10-30,7308.294
2020-11-30,8014.786
2020-12-31,8433.844
2021-01-29,8452.803
2021-02-26,8881.976
2021-03-31,9139.967
2021-04-30,8979.76
2021-05-31,9201.825
2021-06-30,9162.325
2021-07-30,9033.49
2021-08-31,9191.773
2021-09-30,9514.538
2021-10-29,9135.786
2021-11-30,8759.294
2021-12-31,8929.709
2022-01-31,9110.652
2022-02-28,9102.872
2022-03-31,9050.929
2022-04-29,8466.566
2022-05-31,8561.555
2022-06-30,8052.577
2022-07-29,8325.536
2022-08-31,8166.154
2022-09-30,7351.654
2022-10-31,7536.62
2022-11-30,8261.142
2022-12-30,8459.881
2023-01-31,8897.224
2023-02-28,8650.592
2023-03-31,8795.782
2023-04-28,8881.887
2023-05-31,8929.305
2023-06-30,9484.665
2023-07-31,9910.48
2023-08-31,9861.297
2023-09-29,9990.716
2023-10-31,9496.712
2023-11-30,10121.459
2023-12-29,10415.277
2024-01-31,11046.775
2024-02-29,11327.313
2024-03-29,11862.706
2024-04-30,11493.768
2024-05-31,11643.11
2024-06-28,11418.745
2024-07-31,12194.804
2024-08-30,12064.903
2024-09-30,11965.214
2024-10-31,11499.875
2024-11-29,11674.601
2024-12-31,11743.917
2025-01-31,11991.256
2025-02-28,12100.17
2025-03-31,12263.797
2025-04-30,12766.024
2025-05-30,13197.469
2025-06-30,13064.064
2025-07-31,13144.137
2025-08-29,14426.796
2025-09-30,14811.29
2025-10-31,14801.52
2025-11-28,15113.572
2025-12-31,15502.214
