Date,SINGAPORE SMALL GROWTH Small Cap
2004-05-31,347.979
2004-06-30,348.409
2004-07-30,343.11
2004-08-31,343.134
2004-09-30,363.107
2004-10-29,367.619
2004-11-30,377.762
2004-12-31,397.36
2005-01-31,411.346
2005-02-28,418.691
2005-03-31,411.971
2005-04-29,423.751
2005-05-31,441.818
2005-06-30,457.289
2005-07-29,491.364
2005-08-31,472.987
2005-09-30,494.616
2005-10-31,476.147
2005-11-30,498.546
2005-12-30,518.131
2006-01-31,568.622
2006-02-28,605.633
2006-03-31,640.621
2006-04-28,670.763
2006-05-31,602.803
2006-06-30,595.109
2006-07-31,606.262
2006-08-31,633.094
2006-09-29,656.585
2006-10-31,691.456
2006-11-30,755.614
2006-12-29,801.462
2007-01-31,853.99
2007-02-28,877.81
2007-03-30,956.078
2007-04-30,1003.926
2007-05-31,1000.0
2007-06-29,1081.532
2007-07-31,1020.601
2007-08-31,953.865
2007-09-28,1071.901
2007-10-31,1166.366
2007-11-30,1072.924
2007-12-31,1080.223
2008-01-31,901.582
2008-02-29,949.534
2008-03-31,870.752
2008-04-30,926.898
2008-05-30,983.672
2008-06-30,920.892
2008-07-31,829.337
2008-08-29,709.916
2008-09-30,580.064
2008-10-31,367.045
2008-11-28,347.275
2008-12-31,404.661
2009-01-30,390.741
2009-02-27,345.626
2009-03-31,367.963
2009-04-30,430.735
2009-05-29,620.996
2009-06-30,613.558
2009-07-31,713.531
2009-08-31,733.327
2009-09-30,771.099
2009-10-30,791.249
2009-11-30,820.176
2009-12-31,897.49
2010-01-29,855.658
2010-02-26,863.104
2010-03-31,926.191
2010-04-30,970.806
2010-05-31,873.596
2010-06-30,911.483
2010-07-30,989.934
2010-08-31,959.738
2010-09-30,1041.983
2010-10-29,1098.392
2010-11-30,1085.221
2010-12-31,1155.446
2011-01-31,1132.429
2011-02-28,1065.0
2011-03-31,1107.479
2011-04-29,1167.386
2011-05-31,1135.815
2011-06-30,1116.965
2011-07-29,1140.73
2011-08-31,1035.842
2011-09-30,849.01
2011-10-31,957.657
2011-11-30,864.996
2011-12-30,845.717
2012-01-31,952.218
2012-02-29,1010.913
2012-03-30,999.271
2012-04-30,978.676
2012-05-31,887.267
2012-06-29,947.607
2012-07-31,992.701
2012-08-31,1028.066
2012-09-28,1090.521
2012-10-31,1088.444
2012-11-30,1114.732
2012-12-31,1146.601
2013-01-31,1199.841
2013-02-28,1203.88
2013-03-29,1222.087
2013-04-30,1218.513
2013-05-31,1185.719
2013-06-28,1118.306
2013-07-31,1140.164
2013-08-30,1095.968
2013-09-30,1242.108
2013-10-31,1091.525
2013-11-29,1067.862
2013-12-31,1062.648
2014-01-31,1007.707
2014-02-28,1030.211
2014-03-31,1051.229
2014-04-30,1092.855
2014-05-30,1128.539
2014-06-30,1138.383
2014-07-31,1141.505
2014-08-29,1128.218
2014-09-30,1073.997
2014-10-31,1045.253
2014-11-28,1014.901
2014-12-31,975.245
2015-01-30,999.988
2015-02-27,978.308
2015-03-31,963.568
2015-04-30,1025.366
2015-05-29,976.783
2015-06-30,955.182
2015-07-31,923.858
2015-08-31,796.576
2015-09-30,796.636
2015-10-30,843.749
2015-11-30,831.049
2015-12-31,819.262
2016-01-29,773.428
2016-02-29,818.086
2016-03-31,892.23
2016-04-29,903.829
2016-05-31,878.734
2016-06-30,890.74
2016-07-29,916.146
2016-08-31,918.051
2016-09-30,938.245
2016-10-31,916.39
2016-11-30,883.289
2016-12-30,863.095
2017-01-31,913.333
2017-02-28,922.193
2017-03-31,945.948
2017-04-28,960.647
2017-05-31,984.223
2017-06-30,991.079
2017-07-31,1014.818
2017-08-31,1027.183
2017-09-29,1055.065
2017-10-31,1090.028
2017-11-30,1110.537
2017-12-29,1118.779
2018-01-31,1218.772
2018-02-28,1208.398
2018-03-30,1227.414
2018-04-30,1144.894
2018-05-31,1126.025
2018-06-29,1071.622
2018-07-31,1105.991
2018-08-31,1079.66
2018-09-28,1097.454
2018-10-31,1033.893
2018-11-30,1068.819
2018-12-31,1055.228
2019-01-31,1143.677
2019-02-28,1147.072
2019-03-29,1159.53
2019-04-30,1167.49
2019-05-31,1124.367
2019-06-28,1210.436
2019-07-31,1174.117
2019-08-30,1158.941
2019-09-30,1185.055
2019-10-31,1234.08
2019-11-29,1241.265
2019-12-31,1286.92
2020-01-31,1288.997
2020-02-28,1224.317
2020-03-31,999.95
2020-04-30,1120.2
2020-05-29,1192.962
2020-06-30,1230.565
2020-07-31,1301.712
2020-08-31,1323.008
2020-09-30,1315.742
2020-10-30,1267.168
2020-11-30,1388.178
2020-12-31,1409.633
2021-01-29,1435.371
2021-02-26,1418.251
2021-03-31,1415.079
2021-04-30,1455.181
2021-05-31,1446.987
2021-06-30,1402.726
2021-07-30,1432.122
2021-08-31,1421.641
2021-09-30,1394.753
2021-10-29,1409.692
2021-11-30,1381.671
2021-12-31,1424.071
2022-01-31,1333.882
2022-02-28,1342.284
2022-03-31,1416.473
2022-04-29,1385.568
2022-05-31,1355.148
2022-06-30,1288.651
2022-07-29,1319.451
2022-08-31,1319.159
2022-09-30,1171.445
2022-10-31,1134.274
2022-11-30,1222.834
2022-12-30,1238.95
2023-01-31,1343.914
2023-02-28,1287.918
2023-03-31,1341.83
2023-04-28,1323.711
2023-05-31,1308.347
2023-06-30,1372.988
2023-07-31,1403.781
2023-08-31,1364.225
2023-09-29,1301.931
2023-10-31,1199.089
2023-11-30,1276.113
2023-12-29,1350.222
2024-01-31,1304.29
2024-02-29,1284.077
2024-03-29,1311.294
2024-04-30,1288.848
2024-05-31,1364.013
2024-06-28,1329.929
2024-07-31,1435.563
2024-08-30,1469.703
2024-09-30,1545.298
2024-10-31,1501.107
2024-11-29,1489.498
2024-12-31,1481.46
2025-01-31,1477.767
2025-02-28,1434.877
2025-03-31,1452.864
2025-04-30,1470.068
2025-05-30,1512.22
2025-06-30,1568.225
2025-07-31,1641.907
2025-08-29,1711.394
2025-09-30,1732.533
