Date,SINGAPORE SMALL GROWTH Small Cap
2001-11-29,220.801
2001-11-30,221.362
2001-12-03,218.52
2001-12-04,224.539
2001-12-05,227.027
2001-12-06,226.051
2001-12-07,226.68
2001-12-10,226.163
2001-12-11,225.726
2001-12-12,227.223
2001-12-13,224.409
2001-12-14,224.348
2001-12-17,224.095
2001-12-18,226.063
2001-12-19,228.839
2001-12-20,226.76
2001-12-21,223.911
2001-12-24,225.253
2001-12-25,225.283
2001-12-26,224.732
2001-12-27,226.27
2001-12-28,227.883
2001-12-31,228.565
2002-01-01,228.565
2002-01-02,229.815
2002-01-03,234.498
2002-01-04,239.8
2002-01-07,239.826
2002-01-08,239.571
2002-01-09,239.618
2002-01-10,243.029
2002-01-11,244.86
2002-01-14,245.723
2002-01-15,244.111
2002-01-16,242.797
2002-01-17,243.119
2002-01-18,242.668
2002-01-21,243.195
2002-01-22,240.529
2002-01-23,241.192
2002-01-24,242.11
2002-01-25,249.439
2002-01-28,255.358
2002-01-29,257.319
2002-01-30,255.633
2002-01-31,260.644
2002-02-01,257.929
2002-02-04,257.599
2002-02-05,256.016
2002-02-06,259.932
2002-02-07,255.312
2002-02-08,255.726
2002-02-11,257.701
2002-02-12,257.86
2002-02-13,257.911
2002-02-14,264.039
2002-02-15,261.402
2002-02-18,260.421
2002-02-19,261.058
2002-02-20,262.525
2002-02-21,258.949
2002-02-22,255.423
2002-02-25,253.551
2002-02-26,254.078
2002-02-27,256.498
2002-02-28,258.577
2002-03-01,259.53
2002-03-04,268.086
2002-03-05,268.077
2002-03-06,271.809
2002-03-07,273.657
2002-03-08,272.776
2002-03-11,272.767
2002-03-12,268.303
2002-03-13,269.656
2002-03-14,270.901
2002-03-15,272.062
2002-03-18,273.772
2002-03-19,274.938
2002-03-20,273.628
2002-03-21,273.189
2002-03-22,274.434
2002-03-25,270.383
2002-03-26,268.689
2002-03-27,268.904
2002-03-28,267.576
2002-03-29,267.576
2002-04-01,264.583
2002-04-02,264.231
2002-04-03,264.706
2002-04-04,262.112
2002-04-05,263.482
2002-04-08,261.361
2002-04-09,260.959
2002-04-10,260.403
2002-04-11,262.381
2002-04-12,262.498
2002-04-15,261.282
2002-04-16,264.098
2002-04-17,267.633
2002-04-18,268.073
2002-04-19,266.829
2002-04-22,267.98
2002-04-23,270.266
2002-04-24,269.303
2002-04-25,267.213
2002-04-26,268.709
2002-04-29,266.26
2002-04-30,267.372
2002-05-01,267.656
2002-05-02,269.769
2002-05-03,271.055
2002-05-06,269.305
2002-05-07,268.23
2002-05-08,269.807
2002-05-09,268.761
2002-05-10,270.886
2002-05-13,271.004
2002-05-14,269.115
2002-05-15,269.368
2002-05-16,268.426
2002-05-17,271.342
2002-05-20,273.812
2002-05-21,273.135
2002-05-22,271.844
2002-05-23,270.177
2002-05-24,268.536
2002-05-27,268.734
2002-05-28,269.63
2002-05-29,267.092
2002-05-30,268.827
2002-05-31,268.019
2002-06-03,267.737
2002-06-04,267.118
2002-06-05,269.655
2002-06-06,268.422
2002-06-07,268.639
2002-06-10,270.164
2002-06-11,270.476
2002-06-12,268.447
2002-06-13,268.775
2002-06-14,265.138
2002-06-17,263.93
2002-06-18,263.776
2002-06-19,260.039
2002-06-20,261.956
2002-06-21,260.266
2002-06-24,260.417
2002-06-25,264.69
2002-06-26,259.149
2002-06-27,261.458
2002-06-28,264.714
2002-07-01,264.443
2002-07-02,263.691
2002-07-03,267.222
2002-07-04,267.881
2002-07-05,275.103
2002-07-08,273.498
2002-07-09,278.476
2002-07-10,277.736
2002-07-11,275.248
2002-07-12,278.2
2002-07-15,277.631
2002-07-16,273.384
2002-07-17,273.539
2002-07-18,271.754
2002-07-19,269.621
2002-07-22,264.028
2002-07-23,265.875
2002-07-24,257.985
2002-07-25,256.1
2002-07-26,249.876
2002-07-29,252.096
2002-07-30,255.317
2002-07-31,253.48
2002-08-01,254.185
2002-08-02,255.552
2002-08-05,249.569
2002-08-06,246.003
2002-08-07,249.796
2002-08-08,247.727
2002-08-09,248.128
2002-08-12,246.123
2002-08-13,248.007
2002-08-14,249.407
2002-08-15,244.444
2002-08-16,242.891
2002-08-19,241.927
2002-08-20,245.751
2002-08-21,248.479
2002-08-22,244.012
2002-08-23,241.51
2002-08-26,241.746
2002-08-27,242.017
2002-08-28,239.832
2002-08-29,236.59
2002-08-30,236.845
2002-09-02,228.91
2002-09-03,228.94
2002-09-04,229.26
2002-09-05,228.873
2002-09-06,225.962
2002-09-09,220.886
2002-09-10,224.246
2002-09-11,221.728
2002-09-12,218.716
2002-09-13,214.05
2002-09-16,212.424
2002-09-17,215.981
2002-09-18,212.33
2002-09-19,213.934
2002-09-20,210.394
2002-09-23,206.817
2002-09-24,202.268
2002-09-25,199.873
2002-09-26,202.597
2002-09-27,205.602
2002-09-30,200.568
2002-10-01,200.967
2002-10-02,200.346
2002-10-03,200.567
2002-10-04,202.091
2002-10-07,198.814
2002-10-08,202.801
2002-10-09,200.635
2002-10-10,200.693
2002-10-11,202.009
2002-10-14,200.382
2002-10-15,206.321
2002-10-16,209.332
2002-10-17,215.641
2002-10-18,215.139
2002-10-21,212.735
2002-10-22,212.21
2002-10-23,216.2
2002-10-24,215.62
2002-10-25,219.192
2002-10-28,220.825
2002-10-29,219.078
2002-10-30,217.94
2002-10-31,218.53
2002-11-01,215.06
2002-11-04,215.251
2002-11-05,216.661
2002-11-06,217.409
2002-11-07,215.935
2002-11-08,216.131
2002-11-11,212.565
2002-11-12,212.514
2002-11-13,209.776
2002-11-14,212.208
2002-11-15,217.93
2002-11-18,216.022
2002-11-19,216.758
2002-11-20,215.937
2002-11-21,218.335
2002-11-22,223.298
2002-11-25,225.651
2002-11-26,224.865
2002-11-27,224.038
2002-11-28,226.692
2002-11-29,222.588
2002-12-02,220.132
2002-12-03,217.816
2002-12-04,212.017
2002-12-05,212.696
2002-12-06,213.674
2002-12-09,212.662
2002-12-10,213.06
2002-12-11,210.598
2002-12-12,211.249
2002-12-13,210.961
2002-12-16,209.355
2002-12-17,211.244
2002-12-18,210.565
2002-12-19,213.725
2002-12-20,212.379
2002-12-23,211.152
2002-12-24,211.586
2002-12-25,211.586
2002-12-26,210.578
2002-12-27,211.894
2002-12-30,210.65
2002-12-31,211.731
2003-01-01,211.731
2003-01-02,211.857
2003-01-03,213.949
2003-01-06,216.383
2003-01-07,214.468
2003-01-08,214.38
2003-01-09,214.947
2003-01-10,219.227
2003-01-13,225.106
2003-01-14,226.224
2003-01-15,227.519
2003-01-16,225.285
2003-01-17,223.757
2003-01-20,221.887
2003-01-21,224.71
2003-01-22,223.723
2003-01-23,224.556
2003-01-24,222.388
2003-01-27,217.217
2003-01-28,216.67
2003-01-29,213.391
2003-01-30,212.283
2003-01-31,211.461
2003-02-03,211.138
2003-02-04,214.245
2003-02-05,216.198
2003-02-06,217.737
2003-02-07,217.26
2003-02-10,214.957
2003-02-11,217.276
2003-02-12,216.667
2003-02-13,216.431
2003-02-14,216.231
2003-02-17,220.133
2003-02-18,218.727
2003-02-19,221.938
2003-02-20,222.639
2003-02-21,222.421
2003-02-24,222.336
2003-02-25,219.052
2003-02-26,218.846
2003-02-27,216.884
2003-02-28,217.192
2003-03-03,219.578
2003-03-04,219.435
2003-03-05,219.742
2003-03-06,217.499
2003-03-07,215.721
2003-03-10,211.399
2003-03-11,208.951
2003-03-12,210.225
2003-03-13,209.691
2003-03-14,210.754
2003-03-17,207.211
2003-03-18,212.961
2003-03-19,214.299
2003-03-20,215.717
2003-03-21,218.35
2003-03-24,216.421
2003-03-25,217.128
2003-03-26,219.129
2003-03-27,217.775
2003-03-28,219.347
2003-03-31,215.368
2003-04-01,215.088
2003-04-02,215.217
2003-04-03,215.729
2003-04-04,219.305
2003-04-07,225.47
2003-04-08,224.169
2003-04-09,221.114
2003-04-10,223.157
2003-04-11,223.888
2003-04-14,220.431
2003-04-15,221.064
2003-04-16,225.356
2003-04-17,228.511
2003-04-18,228.511
2003-04-21,225.364
2003-04-22,222.542
2003-04-23,220.575
2003-04-24,216.826
2003-04-25,216.276
2003-04-28,218.702
2003-04-29,221.309
2003-04-30,222.64
2003-05-01,223.52
2003-05-02,224.769
2003-05-05,229.258
2003-05-06,232.064
2003-05-07,233.604
2003-05-08,234.542
2003-05-09,235.235
2003-05-12,240.965
2003-05-13,237.061
2003-05-14,237.765
2003-05-15,239.552
2003-05-16,236.435
2003-05-19,232.292
2003-05-20,234.764
2003-05-21,234.723
2003-05-22,238.192
2003-05-23,241.751
2003-05-26,246.047
2003-05-27,245.702
2003-05-28,249.432
2003-05-29,246.08
2003-05-30,244.709
2003-06-02,249.824
2003-06-03,247.145
2003-06-04,250.243
2003-06-05,254.754
2003-06-06,256.172
2003-06-09,257.253
2003-06-10,259.213
2003-06-11,257.37
2003-06-12,262.99
2003-06-13,263.748
2003-06-16,260.202
2003-06-17,264.145
2003-06-18,263.478
2003-06-19,266.83
2003-06-20,266.748
2003-06-23,264.101
2003-06-24,262.409
2003-06-25,265.445
2003-06-26,260.296
2003-06-27,263.312
2003-06-30,259.133
2003-07-01,262.288
2003-07-02,265.768
2003-07-03,268.831
2003-07-04,269.063
2003-07-07,274.77
2003-07-08,274.968
2003-07-09,277.827
2003-07-10,275.041
2003-07-11,279.904
2003-07-14,283.365
2003-07-15,283.379
2003-07-16,283.675
2003-07-17,279.166
2003-07-18,280.302
2003-07-21,278.553
2003-07-22,278.698
2003-07-23,277.552
2003-07-24,276.86
2003-07-25,278.4
2003-07-28,283.147
2003-07-29,278.233
2003-07-30,278.166
2003-07-31,276.041
2003-08-01,276.731
2003-08-04,273.84
2003-08-05,267.02
2003-08-06,267.025
2003-08-07,273.42
2003-08-08,272.546
2003-08-11,275.903
2003-08-12,277.759
2003-08-13,280.5
2003-08-14,281.856
2003-08-15,281.969
2003-08-18,288.337
2003-08-19,287.812
2003-08-20,286.459
2003-08-21,287.965
2003-08-22,287.762
2003-08-25,283.432
2003-08-26,279.449
2003-08-27,279.551
2003-08-28,280.55
2003-08-29,282.409
2003-09-01,282.723
2003-09-02,281.866
2003-09-03,283.628
2003-09-04,285.314
2003-09-05,288.23
2003-09-08,290.561
2003-09-09,282.771
2003-09-10,284.008
2003-09-11,287.874
2003-09-12,288.684
2003-09-15,286.631
2003-09-16,291.507
2003-09-17,297.171
2003-09-18,302.523
2003-09-19,303.01
2003-09-22,300.419
2003-09-23,302.739
2003-09-24,306.994
2003-09-25,305.805
2003-09-26,305.821
2003-09-29,306.164
2003-09-30,305.874
2003-10-01,305.426
2003-10-02,308.492
2003-10-03,313.463
2003-10-06,320.175
2003-10-07,319.727
2003-10-08,324.407
2003-10-09,325.461
2003-10-10,326.296
2003-10-13,327.789
2003-10-14,323.777
2003-10-15,327.875
2003-10-16,331.659
2003-10-17,334.182
2003-10-20,333.595
2003-10-21,334.634
2003-10-22,334.158
2003-10-23,325.134
2003-10-24,325.442
2003-10-27,320.7
2003-10-28,326.391
2003-10-29,324.323
2003-10-30,319.144
2003-10-31,321.037
2003-11-03,326.343
2003-11-04,327.939
2003-11-05,328.496
2003-11-06,325.349
2003-11-07,327.836
2003-11-10,325.386
2003-11-11,309.26
2003-11-12,314.792
2003-11-13,320.985
2003-11-14,319.44
2003-11-17,311.588
2003-11-18,316.746
2003-11-19,311.765
2003-11-20,307.484
2003-11-21,304.543
2003-11-24,306.962
2003-11-25,306.962
2003-11-26,312.215
2003-11-27,312.902
2003-11-28,319.339
2003-12-01,321.394
2003-12-02,320.237
2003-12-03,322.989
2003-12-04,321.921
2003-12-05,319.903
2003-12-08,317.11
2003-12-09,317.643
2003-12-10,316.446
2003-12-11,316.862
2003-12-12,318.736
2003-12-15,323.562
2003-12-16,320.789
2003-12-17,318.089
2003-12-18,317.645
2003-12-19,316.819
2003-12-22,316.485
2003-12-23,316.168
2003-12-24,318.464
2003-12-25,318.464
2003-12-26,321.021
2003-12-29,325.825
2003-12-30,329.193
2003-12-31,331.444
2004-01-01,331.444
2004-01-02,337.946
2004-01-05,342.041
2004-01-06,341.545
2004-01-07,347.535
2004-01-08,350.35
2004-01-09,351.511
2004-01-12,348.013
2004-01-13,351.043
2004-01-14,363.051
2004-01-15,356.634
2004-01-16,359.018
2004-01-19,358.424
2004-01-20,360.892
2004-01-21,365.332
2004-01-22,366.413
2004-01-23,365.909
2004-01-26,363.601
2004-01-27,362.586
2004-01-28,358.303
2004-01-29,357.42
2004-01-30,359.937
2004-02-02,360.202
2004-02-03,356.714
2004-02-04,355.999
2004-02-05,359.684
2004-02-06,364.823
2004-02-09,371.809
2004-02-10,368.441
2004-02-11,368.965
2004-02-12,369.755
2004-02-13,369.534
2004-02-16,366.303
2004-02-17,370.66
2004-02-18,370.239
2004-02-19,371.101
2004-02-20,370.447
2004-02-23,369.1
2004-02-24,366.595
2004-02-25,365.191
2004-02-26,364.221
2004-02-27,364.628
2004-03-01,365.176
2004-03-02,363.362
2004-03-03,361.538
2004-03-04,364.849
2004-03-05,368.307
2004-03-08,367.225
2004-03-09,366.099
2004-03-10,364.368
2004-03-11,357.322
2004-03-12,359.783
2004-03-15,361.119
2004-03-16,364.978
2004-03-17,366.636
2004-03-18,366.286
2004-03-19,365.158
2004-03-22,362.243
2004-03-23,367.075
2004-03-24,368.869
2004-03-25,368.193
2004-03-26,370.545
2004-03-29,370.055
2004-03-30,372.336
2004-03-31,372.73
2004-04-01,379.548
2004-04-02,381.544
2004-04-05,384.205
2004-04-06,381.657
2004-04-07,383.116
2004-04-08,385.275
2004-04-09,385.275
2004-04-12,385.594
2004-04-13,384.136
2004-04-14,378.17
2004-04-15,375.994
2004-04-16,376.803
2004-04-19,375.197
2004-04-20,373.679
2004-04-21,368.626
2004-04-22,366.966
2004-04-23,366.342
2004-04-26,359.052
2004-04-27,359.744
2004-04-28,355.15
2004-04-29,344.282
2004-04-30,348.553
2004-05-03,343.832
2004-05-04,351.344
2004-05-05,354.735
2004-05-06,354.188
2004-05-07,350.962
2004-05-10,334.514
2004-05-11,339.763
2004-05-12,342.707
2004-05-13,336.031
2004-05-14,334.172
2004-05-17,322.871
2004-05-18,324.102
2004-05-19,333.541
2004-05-20,329.027
2004-05-21,337.988
2004-05-24,341.794
2004-05-25,339.012
2004-05-26,342.937
2004-05-27,347.368
2004-05-28,348.54
2004-05-31,348.341
2004-06-01,347.894
2004-06-02,347.172
2004-06-03,341.19
2004-06-04,346.14
2004-06-07,351.467
2004-06-08,350.469
2004-06-09,350.373
2004-06-10,347.884
2004-06-11,348.07
2004-06-14,345.981
2004-06-15,350.724
2004-06-16,351.679
2004-06-17,347.391
2004-06-18,345.492
2004-06-21,343.932
2004-06-22,343.55
2004-06-23,343.071
2004-06-24,347.048
2004-06-25,348.886
2004-06-28,348.606
2004-06-29,348.94
2004-06-30,348.768
2004-07-01,350.307
2004-07-02,351.555
2004-07-05,351.757
2004-07-06,353.363
2004-07-07,356.991
2004-07-08,353.985
2004-07-09,355.715
2004-07-12,353.587
2004-07-13,349.089
2004-07-14,346.072
2004-07-15,346.3
2004-07-16,346.948
2004-07-19,346.95
2004-07-20,343.349
2004-07-21,345.143
2004-07-22,342.291
2004-07-23,338.223
2004-07-26,337.417
2004-07-27,339.673
2004-07-28,339.114
2004-07-29,341.111
2004-07-30,343.451
2004-08-02,342.563
2004-08-03,345.4
2004-08-04,346.963
2004-08-05,348.791
2004-08-06,347.787
2004-08-09,347.886
2004-08-10,343.907
2004-08-11,339.358
2004-08-12,335.878
2004-08-13,333.946
2004-08-16,332.086
2004-08-17,333.046
2004-08-18,333.941
2004-08-19,339.157
2004-08-20,339.321
2004-08-23,341.83
2004-08-24,341.859
2004-08-25,344.437
2004-08-26,343.551
2004-08-27,343.905
2004-08-30,340.013
2004-08-31,343.437
2004-09-01,346.468
2004-09-02,346.532
2004-09-03,344.643
2004-09-06,344.374
2004-09-07,347.245
2004-09-08,347.691
2004-09-09,346.27
2004-09-10,349.186
2004-09-13,354.883
2004-09-14,356.448
2004-09-15,355.275
2004-09-16,357.006
2004-09-17,355.744
2004-09-20,354.42
2004-09-21,357.953
2004-09-22,356.48
2004-09-23,357.618
2004-09-24,357.697
2004-09-27,361.398
2004-09-28,360.01
2004-09-29,359.351
2004-09-30,363.428
2004-10-01,365.343
2004-10-04,370.576
2004-10-05,371.146
2004-10-06,369.554
2004-10-07,370.187
2004-10-08,374.572
2004-10-11,373.153
2004-10-12,364.415
2004-10-13,367.381
2004-10-14,364.55
2004-10-15,367.022
2004-10-18,365.713
2004-10-19,368.799
2004-10-20,366.181
2004-10-21,368.457
2004-10-22,370.575
2004-10-25,366.955
2004-10-26,368.555
2004-10-27,367.895
2004-10-28,370.58
2004-10-29,367.933
2004-11-01,365.482
2004-11-02,368.706
2004-11-03,372.79
2004-11-04,373.271
2004-11-05,374.963
2004-11-08,372.045
2004-11-09,372.817
2004-11-10,373.631
2004-11-11,374.066
2004-11-12,376.371
2004-11-15,376.319
2004-11-16,372.475
2004-11-17,374.458
2004-11-18,371.961
2004-11-19,375.224
2004-11-22,373.524
2004-11-23,382.099
2004-11-24,381.831
2004-11-25,382.055
2004-11-26,377.667
2004-11-29,379.836
2004-11-30,378.085
2004-12-01,377.714
2004-12-02,382.078
2004-12-03,384.373
2004-12-06,385.607
2004-12-07,381.285
2004-12-08,376.876
2004-12-09,375.334
2004-12-10,376.259
2004-12-13,374.533
2004-12-14,376.984
2004-12-15,382.203
2004-12-16,379.921
2004-12-17,381.312
2004-12-20,383.513
2004-12-21,386.822
2004-12-22,386.36
2004-12-23,386.889
2004-12-24,387.53
2004-12-27,390.379
2004-12-28,392.587
2004-12-29,392.612
2004-12-30,394.831
2004-12-31,397.699
2005-01-03,399.627
2005-01-04,396.692
2005-01-05,398.106
2005-01-06,400.65
2005-01-07,400.807
2005-01-10,399.42
2005-01-11,402.245
2005-01-12,403.171
2005-01-13,408.078
2005-01-14,406.913
2005-01-17,411.332
2005-01-18,410.709
2005-01-19,413.867
2005-01-20,412.021
2005-01-21,412.16
2005-01-24,410.188
2005-01-25,405.972
2005-01-26,410.32
2005-01-27,406.021
2005-01-28,408.497
2005-01-31,411.67
2005-02-01,410.251
2005-02-02,413.357
2005-02-03,411.213
2005-02-04,410.486
2005-02-07,409.88
2005-02-08,408.594
2005-02-09,408.468
2005-02-10,408.196
2005-02-11,410.285
2005-02-14,417.206
2005-02-15,420.465
2005-02-16,421.282
2005-02-17,422.173
2005-02-18,423.991
2005-02-21,425.165
2005-02-22,421.68
2005-02-23,418.843
2005-02-24,418.231
2005-02-25,418.066
2005-02-28,418.989
2005-03-01,416.183
2005-03-02,417.737
2005-03-03,418.666
2005-03-04,422.022
2005-03-07,426.315
2005-03-08,425.444
2005-03-09,428.912
2005-03-10,428.473
2005-03-11,429.899
2005-03-14,429.342
2005-03-15,426.73
2005-03-16,428.414
2005-03-17,428.377
2005-03-18,429.853
2005-03-21,428.455
2005-03-22,425.028
2005-03-23,418.062
2005-03-24,419.022
2005-03-25,419.022
2005-03-28,415.636
2005-03-29,411.175
2005-03-30,408.625
2005-03-31,412.25
2005-04-01,413.18
2005-04-04,411.832
2005-04-05,413.855
2005-04-06,416.41
2005-04-07,419.457
2005-04-08,423.572
2005-04-11,426.896
2005-04-12,426.238
2005-04-13,430.212
2005-04-14,425.967
2005-04-15,419.833
2005-04-18,409.752
2005-04-19,417.643
2005-04-20,416.708
2005-04-21,417.759
2005-04-22,417.571
2005-04-25,418.968
2005-04-26,422.277
2005-04-27,422.533
2005-04-28,424.147
2005-04-29,424.031
2005-05-02,423.191
2005-05-03,424.865
2005-05-04,429.201
2005-05-05,430.92
2005-05-06,433.969
2005-05-09,436.655
2005-05-10,436.379
2005-05-11,435.977
2005-05-12,436.522
2005-05-13,435.135
2005-05-16,432.712
2005-05-17,428.483
2005-05-18,430.311
2005-05-19,433.301
2005-05-20,431.035
2005-05-23,431.772
2005-05-24,436.832
2005-05-25,434.968
2005-05-26,436.063
2005-05-27,438.805
2005-05-30,441.885
2005-05-31,442.099
2005-06-01,439.321
2005-06-02,442.153
2005-06-03,446.024
2005-06-06,450.167
2005-06-07,454.777
2005-06-08,453.802
2005-06-09,452.449
2005-06-10,455.442
2005-06-13,454.458
2005-06-14,450.6
2005-06-15,454.286
2005-06-16,456.504
2005-06-17,457.046
2005-06-20,453.408
2005-06-21,454.499
2005-06-22,459.444
2005-06-23,462.661
2005-06-24,462.527
2005-06-27,458.409
2005-06-28,459.437
2005-06-29,458.172
2005-06-30,457.58
2005-07-01,456.314
2005-07-04,457.466
2005-07-05,458.752
2005-07-06,462.946
2005-07-07,460.471
2005-07-08,461.076
2005-07-11,469.249
2005-07-12,472.903
2005-07-13,473.181
2005-07-14,474.323
2005-07-15,472.42
2005-07-18,473.204
2005-07-19,475.517
2005-07-20,479.306
2005-07-21,485.443
2005-07-22,489.892
2005-07-25,486.394
2005-07-26,487.921
2005-07-27,490.883
2005-07-28,494.198
2005-07-29,491.676
2005-08-01,491.695
2005-08-02,497.912
2005-08-03,495.55
2005-08-04,495.017
2005-08-05,488.369
2005-08-08,493.402
2005-08-09,492.855
2005-08-10,492.646
2005-08-11,486.634
2005-08-12,486.467
2005-08-15,476.16
2005-08-16,481.029
2005-08-17,478.371
2005-08-18,476.487
2005-08-19,477.214
2005-08-22,482.34
2005-08-23,476.866
2005-08-24,475.077
2005-08-25,475.973
2005-08-26,480.766
2005-08-29,472.522
2005-08-30,471.498
2005-08-31,473.243
2005-09-01,482.414
2005-09-02,485.391
2005-09-05,484.186
2005-09-06,483.104
2005-09-07,484.838
2005-09-08,484.613
2005-09-09,488.877
2005-09-12,492.054
2005-09-13,488.981
2005-09-14,494.483
2005-09-15,494.728
2005-09-16,492.225
2005-09-19,491.094
2005-09-20,494.18
2005-09-21,493.121
2005-09-22,490.306
2005-09-23,487.579
2005-09-26,489.735
2005-09-27,490.507
2005-09-28,487.483
2005-09-29,491.757
2005-09-30,494.883
2005-10-03,490.518
2005-10-04,495.818
2005-10-05,496.388
2005-10-06,491.397
2005-10-07,491.933
2005-10-10,499.571
2005-10-11,496.183
2005-10-12,490.457
2005-10-13,489.583
2005-10-14,486.904
2005-10-17,482.072
2005-10-18,480.99
2005-10-19,468.788
2005-10-20,468.538
2005-10-21,473.034
2005-10-24,472.938
2005-10-25,475.933
2005-10-26,477.702
2005-10-27,475.014
2005-10-28,471.092
2005-10-31,476.389
2005-11-01,476.362
2005-11-02,481.797
2005-11-03,481.219
2005-11-04,484.015
2005-11-07,481.753
2005-11-08,483.382
2005-11-09,484.201
