Date,SINGAPORE SMALL GROWTH Small Cap
1994-05-31,374.254
1994-06-30,366.842
1994-07-29,374.936
1994-08-31,393.995
1994-09-30,403.233
1994-10-31,415.13
1994-11-30,380.274
1994-12-30,370.218
1995-01-31,339.518
1995-02-28,345.266
1995-03-31,345.257
1995-04-28,334.496
1995-05-31,356.587
1995-06-30,367.352
1995-07-31,392.209
1995-08-31,394.918
1995-09-29,389.482
1995-10-31,372.582
1995-11-30,371.638
1995-12-29,393.367
1996-01-31,406.115
1996-02-29,409.652
1996-03-29,403.031
1996-04-30,402.413
1996-05-31,392.783
1996-06-28,383.083
1996-07-31,352.259
1996-08-30,357.375
1996-09-30,351.428
1996-10-31,347.153
1996-11-29,366.079
1996-12-31,366.892
1997-01-31,386.128
1997-02-28,395.941
1997-03-31,365.004
1997-04-30,363.057
1997-05-30,378.819
1997-06-30,368.044
1997-07-31,390.234
1997-08-29,332.975
1997-09-30,342.951
1997-10-31,260.107
1997-11-28,259.681
1997-12-31,205.804
1998-01-30,181.172
1998-02-27,233.241
1998-03-31,236.576
1998-04-30,227.644
1998-05-29,188.342
1998-06-30,160.871
1998-07-31,146.648
1998-08-31,132.645
1998-09-30,152.514
1998-10-30,211.965
1998-11-30,228.621
1998-12-31,213.287
1999-01-29,213.662
1999-02-26,206.436
1999-03-31,211.973
1999-04-30,282.533
1999-05-31,320.106
1999-06-30,376.856
1999-07-30,341.86
1999-08-31,335.526
1999-09-30,316.198
1999-10-29,315.493
1999-11-30,344.932
1999-12-31,370.698
2000-01-31,338.74
2000-02-29,330.555
2000-03-31,336.021
2000-04-28,311.821
2000-05-31,263.202
2000-06-30,284.233
2000-07-31,281.384
2000-08-31,290.663
2000-09-29,259.464
2000-10-31,253.944
2000-11-30,240.5
2000-12-29,239.075
2001-01-31,234.269
2001-02-28,239.095
2001-03-30,207.2
2001-04-30,216.369
2001-05-31,224.797
2001-06-29,235.423
2001-07-31,227.326
2001-08-31,221.601
2001-09-28,204.687
2001-10-31,205.152
2001-11-30,221.362
2001-12-31,228.565
2002-01-31,260.644
2002-02-28,258.577
2002-03-29,267.576
2002-04-30,267.372
2002-05-31,268.019
2002-06-28,264.714
2002-07-31,253.48
2002-08-30,236.845
2002-09-30,200.568
2002-10-31,218.53
2002-11-29,222.588
2002-12-31,211.731
2003-01-31,211.461
2003-02-28,217.192
2003-03-31,215.368
2003-04-30,222.64
2003-05-30,244.709
2003-06-30,259.133
2003-07-31,276.041
2003-08-29,282.409
2003-09-30,305.874
2003-10-31,321.037
2003-11-28,319.339
2003-12-31,331.444
2004-01-30,359.937
2004-02-27,364.628
2004-03-31,372.73
2004-04-30,348.553
2004-05-31,348.341
2004-06-30,348.768
2004-07-30,343.451
2004-08-31,343.437
2004-09-30,363.428
2004-10-29,367.933
2004-11-30,378.085
2004-12-31,397.699
2005-01-31,411.67
2005-02-28,418.989
2005-03-31,412.25
2005-04-29,424.031
2005-05-31,442.099
2005-06-30,457.58
2005-07-29,491.676
2005-08-31,473.243
2005-09-30,494.883
2005-10-31,476.389
2005-11-30,498.763
2005-12-30,518.356
2006-01-31,568.841
2006-02-28,605.826
2006-03-31,640.826
2006-04-28,670.977
2006-05-31,602.952
2006-06-30,595.256
2006-07-31,606.41
2006-08-31,633.229
2006-09-29,656.725
2006-10-31,691.603
2006-11-30,755.763
2006-12-29,801.62
2007-01-31,854.069
2007-02-28,877.854
2007-03-30,956.127
2007-04-30,1003.926
2007-05-31,1000.0
2007-06-29,1081.532
2007-07-31,1020.508
2007-08-31,953.778
2007-09-28,1071.804
2007-10-31,1166.26
2007-11-30,1072.826
2007-12-31,1080.125
2008-01-31,901.451
2008-02-29,949.395
2008-03-31,870.624
2008-04-30,926.763
2008-05-30,983.528
2008-06-30,920.757
2008-07-31,829.184
2008-08-29,709.684
2008-09-30,579.808
2008-10-31,366.84
2008-11-28,347.008
2008-12-31,404.349
2009-01-30,390.148
2009-02-27,345.087
2009-03-31,367.377
2009-04-30,430.004
2009-05-29,619.908
2009-06-30,612.483
2009-07-31,712.232
2009-08-31,731.937
2009-09-30,769.566
2009-10-30,789.648
2009-11-30,818.449
2009-12-31,895.601
2010-01-29,853.84
2010-02-26,861.201
2010-03-31,924.074
2010-04-30,968.563
2010-05-31,871.526
2010-06-30,909.323
2010-07-30,987.43
2010-08-31,957.293
2010-09-30,1039.243
2010-10-29,1095.428
2010-11-30,1082.272
2010-12-31,1152.306
2011-01-31,1129.213
2011-02-28,1061.908
2011-03-31,1104.263
2011-04-29,1163.996
2011-05-31,1132.401
2011-06-30,1113.583
2011-07-29,1137.138
2011-08-31,1032.391
2011-09-30,846.145
2011-10-31,954.323
2011-11-30,861.906
2011-12-30,842.695
2012-01-31,948.736
2012-02-29,1006.998
2012-03-30,995.401
2012-04-30,974.669
2012-05-31,883.549
2012-06-29,943.636
2012-07-31,988.261
2012-08-31,1023.429
2012-09-28,1085.602
2012-10-31,1083.296
2012-11-30,1109.346
2012-12-31,1141.061
2013-01-31,1193.919
2013-02-28,1197.867
2013-03-29,1215.951
2013-04-30,1212.338
2013-05-31,1179.501
2013-06-28,1112.421
2013-07-31,1133.922
2013-08-30,1089.829
2013-09-30,1235.15
2013-10-31,1085.182
2013-11-29,1061.536
2013-12-31,1056.353
2014-01-31,1001.436
2014-02-28,1023.756
2014-03-31,1044.566
2014-04-30,1085.635
2014-05-30,1120.952
2014-06-30,1130.703
2014-07-31,1133.708
2014-08-29,1120.278
2014-09-30,1066.377
2014-10-31,1037.748
2014-11-28,1007.535
2014-12-31,968.118
2015-01-30,992.498
2015-02-27,970.827
2015-03-31,956.2
2015-04-30,1017.276
2015-05-29,969.036
2015-06-30,947.606
2015-07-31,916.299
2015-08-31,789.895
2015-09-30,789.953
2015-10-30,836.459
2015-11-30,823.815
2015-12-31,812.131
2016-01-29,766.467
2016-02-29,810.475
2016-03-31,883.885
2016-04-29,895.183
2016-05-31,870.201
2016-06-30,882.091
2016-07-29,906.995
2016-08-31,908.729
2016-09-30,928.718
2016-10-31,906.903
2016-11-30,874.039
2016-12-30,854.056
2017-01-31,903.533
2017-02-28,912.102
2017-03-31,935.597
2017-04-28,950.026
2017-05-31,972.917
2017-06-30,979.694
2017-07-31,1002.848
2017-08-31,1014.983
2017-09-29,1042.534
2017-10-31,1076.658
2017-11-30,1096.784
2017-12-29,1104.923
2018-01-31,1203.308
2018-02-28,1193.007
2018-03-30,1211.781
2018-04-30,1129.957
2018-05-31,1111.046
2018-06-29,1057.366
2018-07-31,1091.01
2018-08-31,1064.607
2018-09-28,1082.153
2018-10-31,1018.984
2018-11-30,1053.317
2018-12-31,1039.922
2019-01-31,1126.667
2019-02-28,1129.422
2019-03-29,1141.688
2019-04-30,1149.268
2019-05-31,1106.442
2019-06-28,1191.139
2019-07-31,1155.184
2019-08-30,1139.474
2019-09-30,1164.979
2019-10-31,1212.909
2019-11-29,1219.666
2019-12-31,1264.527
2020-01-31,1265.947
2020-02-28,1202.363
2020-03-31,982.018
2020-04-30,1099.801
2020-05-29,1171.087
2020-06-30,1207.891
2020-07-31,1277.096
2020-08-31,1297.812
2020-09-30,1290.685
2020-10-30,1242.911
2020-11-30,1360.815
2020-12-31,1381.847
2021-01-29,1407.078
2021-02-26,1389.63
2021-03-31,1386.523
2021-04-30,1425.466
2021-05-31,1416.678
2021-06-30,1373.23
2021-07-30,1401.96
2021-08-31,1391.299
2021-09-30,1364.985
2021-10-29,1379.552
2021-11-30,1351.449
2021-12-31,1392.921
2022-01-31,1304.504
2022-02-28,1312.455
2022-03-31,1384.951
2022-04-29,1354.639
2022-05-31,1324.176
2022-06-30,1259.199
2022-07-29,1289.241
2022-08-31,1288.123
2022-09-30,1143.885
2022-10-31,1107.537
2022-11-30,1193.625
2022-12-30,1209.356
2023-01-31,1311.813
2023-02-28,1256.435
2023-03-31,1309.029
2023-04-28,1291.353
2023-05-31,1275.908
2023-06-30,1338.883
2023-07-31,1368.652
2023-08-31,1329.858
2023-09-29,1269.133
2023-10-31,1168.881
2023-11-30,1243.598
2023-12-29,1315.819
2024-01-31,1271.057
2024-02-29,1250.575
2024-03-29,1277.082
2024-04-30,1255.222
2024-05-31,1328.02
2024-06-28,1294.834
2024-07-31,1397.629
2024-08-30,1430.24
2024-09-30,1503.806
2024-10-31,1460.739
2024-11-29,1448.719
2024-12-31,1440.901
2025-01-31,1437.184
2025-02-28,1395.119
2025-03-31,1412.607
2025-04-30,1429.064
2025-05-30,1469.756
2025-06-30,1524.188
