Date,PORTUGAL MID CAP Mid Cap
2002-06-10,320.562
2002-06-11,321.932
2002-06-12,319.361
2002-06-13,314.364
2002-06-14,308.022
2002-06-17,312.488
2002-06-18,315.792
2002-06-19,318.346
2002-06-20,321.618
2002-06-21,322.326
2002-06-24,321.333
2002-06-25,322.917
2002-06-26,322.56
2002-06-27,322.246
2002-06-28,323.447
2002-07-01,320.187
2002-07-02,312.757
2002-07-03,302.737
2002-07-04,303.991
2002-07-05,308.645
2002-07-08,313.992
2002-07-09,315.323
2002-07-10,313.931
2002-07-11,310.262
2002-07-12,310.152
2002-07-15,308.471
2002-07-16,307.86
2002-07-17,309.321
2002-07-18,305.985
2002-07-19,296.29
2002-07-22,286.409
2002-07-23,279.176
2002-07-24,271.209
2002-07-25,277.898
2002-07-26,276.727
2002-07-29,280.121
2002-07-30,278.748
2002-07-31,279.175
2002-08-01,278.617
2002-08-02,273.96
2002-08-05,266.778
2002-08-06,261.636
2002-08-07,255.762
2002-08-08,262.365
2002-08-09,269.543
2002-08-12,269.505
2002-08-13,267.758
2002-08-14,268.324
2002-08-15,266.325
2002-08-16,265.913
2002-08-19,267.085
2002-08-20,265.802
2002-08-21,269.506
2002-08-22,277.592
2002-08-23,276.894
2002-08-26,273.994
2002-08-27,280.332
2002-08-28,276.46
2002-08-29,277.354
2002-08-30,278.317
2002-09-02,270.658
2002-09-03,273.967
2002-09-04,269.073
2002-09-05,267.36
2002-09-06,267.157
2002-09-09,264.83
2002-09-10,264.99
2002-09-11,266.663
2002-09-12,264.467
2002-09-13,260.596
2002-09-16,254.027
2002-09-17,244.475
2002-09-18,234.767
2002-09-19,233.188
2002-09-20,239.593
2002-09-23,228.855
2002-09-24,221.176
2002-09-25,227.128
2002-09-26,229.204
2002-09-27,220.799
2002-09-30,213.17
2002-10-01,214.228
2002-10-02,221.424
2002-10-03,222.324
2002-10-04,223.428
2002-10-07,222.265
2002-10-08,224.933
2002-10-09,228.515
2002-10-10,226.46
2002-10-11,237.012
2002-10-14,231.423
2002-10-15,235.952
2002-10-16,235.292
2002-10-17,232.664
2002-10-18,228.746
2002-10-21,226.774
2002-10-22,227.171
2002-10-23,216.836
2002-10-24,222.946
2002-10-25,231.505
2002-10-28,239.841
2002-10-29,232.825
2002-10-30,238.562
2002-10-31,244.18
2002-11-01,245.696
2002-11-04,252.105
2002-11-05,251.979
2002-11-06,250.532
2002-11-07,255.055
2002-11-08,257.852
2002-11-11,257.068
2002-11-12,255.807
2002-11-13,254.082
2002-11-14,258.63
2002-11-15,266.728
2002-11-18,272.067
2002-11-19,275.958
2002-11-20,274.727
2002-11-21,275.077
2002-11-22,276.286
2002-11-25,278.913
2002-11-26,273.55
2002-11-27,277.137
2002-11-28,281.498
2002-11-29,282.958
2002-12-02,283.079
2002-12-03,281.212
2002-12-04,286.67
2002-12-05,287.231
2002-12-06,287.545
2002-12-09,277.896
2002-12-10,277.076
2002-12-11,271.628
2002-12-12,270.09
2002-12-13,270.709
2002-12-16,270.113
2002-12-17,274.544
2002-12-18,279.054
2002-12-19,275.874
2002-12-20,274.584
2002-12-23,271.793
2002-12-24,272.918
2002-12-25,272.918
2002-12-26,273.606
2002-12-27,272.283
2002-12-30,273.196
2002-12-31,279.029
2003-01-01,279.029
2003-01-02,282.803
2003-01-03,283.284
2003-01-06,279.696
2003-01-07,286.638
2003-01-08,285.969
2003-01-09,289.755
2003-01-10,292.85
2003-01-13,296.188
2003-01-14,297.674
2003-01-15,293.866
2003-01-16,295.957
2003-01-17,295.135
2003-01-20,292.274
2003-01-21,284.337
2003-01-22,286.755
2003-01-23,289.892
2003-01-24,290.483
2003-01-27,285.324
2003-01-28,280.753
2003-01-29,274.675
2003-01-30,271.678
2003-01-31,271.635
2003-02-03,275.755
2003-02-04,274.282
2003-02-05,274.851
2003-02-06,275.313
2003-02-07,272.975
2003-02-10,269.629
2003-02-11,270.824
2003-02-12,268.416
2003-02-13,268.909
2003-02-14,271.995
2003-02-17,273.01
2003-02-18,272.006
2003-02-19,265.94
2003-02-20,265.29
2003-02-21,259.538
2003-02-24,252.701
2003-02-25,240.182
2003-02-26,243.135
2003-02-27,242.811
2003-02-28,245.103
2003-03-03,244.521
2003-03-04,246.844
2003-03-05,249.676
2003-03-06,250.345
2003-03-07,253.137
2003-03-10,258.26
2003-03-11,264.109
2003-03-12,263.87
2003-03-13,261.076
2003-03-14,256.568
2003-03-17,251.579
2003-03-18,255.161
2003-03-19,253.452
2003-03-20,252.288
2003-03-21,256.498
2003-03-24,254.674
2003-03-25,257.747
2003-03-26,260.934
2003-03-27,260.723
2003-03-28,259.409
2003-03-31,256.611
2003-04-01,261.003
2003-04-02,260.733
2003-04-03,260.217
2003-04-04,265.674
2003-04-07,272.62
2003-04-08,271.575
2003-04-09,270.679
2003-04-10,268.826
2003-04-11,264.715
2003-04-14,258.716
2003-04-15,266.346
2003-04-16,264.857
2003-04-17,264.742
2003-04-18,264.742
2003-04-21,263.601
2003-04-22,263.615
2003-04-23,266.734
2003-04-24,265.711
2003-04-25,266.748
2003-04-28,266.714
2003-04-29,266.052
2003-04-30,270.171
2003-05-01,272.652
2003-05-02,273.319
2003-05-05,276.381
2003-05-06,285.05
2003-05-07,285.776
2003-05-08,287.357
2003-05-09,286.244
2003-05-12,288.479
2003-05-13,285.675
2003-05-14,287.824
2003-05-15,285.72
2003-05-16,286.869
2003-05-19,290.317
2003-05-20,292.089
2003-05-21,291.096
2003-05-22,291.135
2003-05-23,292.382
2003-05-26,294.962
2003-05-27,295.98
2003-05-28,297.768
2003-05-29,298.687
2003-05-30,299.09
2003-06-02,303.301
2003-06-03,303.24
2003-06-04,304.705
2003-06-05,314.368
2003-06-06,309.968
2003-06-09,309.2
2003-06-10,306.979
2003-06-11,309.519
2003-06-12,304.895
2003-06-13,307.539
2003-06-16,314.618
2003-06-17,313.035
2003-06-18,304.212
2003-06-19,300.897
2003-06-20,305.1
2003-06-23,306.731
2003-06-24,300.584
2003-06-25,301.709
2003-06-26,300.816
2003-06-27,298.817
2003-06-30,298.978
2003-07-01,300.943
2003-07-02,303.771
2003-07-03,303.466
2003-07-04,300.518
2003-07-07,302.356
2003-07-08,301.523
2003-07-09,297.589
2003-07-10,299.028
2003-07-11,302.604
2003-07-14,304.467
2003-07-15,301.826
2003-07-16,299.47
2003-07-17,300.407
2003-07-18,296.666
2003-07-21,296.96
2003-07-22,296.148
2003-07-23,296.29
2003-07-24,299.948
2003-07-25,300.767
2003-07-28,297.576
2003-07-29,296.515
2003-07-30,293.586
2003-07-31,289.32
2003-08-01,287.622
2003-08-04,289.656
2003-08-05,292.709
2003-08-06,291.201
2003-08-07,293.835
2003-08-08,291.018
2003-08-11,291.603
2003-08-12,295.343
2003-08-13,295.657
2003-08-14,296.082
2003-08-15,297.255
2003-08-18,299.984
2003-08-19,298.62
2003-08-20,299.316
2003-08-21,299.78
2003-08-22,298.5
2003-08-25,298.438
2003-08-26,300.064
2003-08-27,300.645
2003-08-28,300.352
2003-08-29,300.878
2003-09-01,303.116
2003-09-02,299.28
2003-09-03,296.406
2003-09-04,296.497
2003-09-05,298.491
2003-09-08,298.965
2003-09-09,302.344
2003-09-10,302.209
2003-09-11,304.637
2003-09-12,308.249
2003-09-15,309.826
2003-09-16,306.473
2003-09-17,315.149
2003-09-18,316.846
2003-09-19,320.496
2003-09-22,322.141
2003-09-23,326.772
2003-09-24,326.983
2003-09-25,323.689
2003-09-26,320.344
2003-09-29,327.898
2003-09-30,331.277
2003-10-01,337.891
2003-10-02,338.21
2003-10-03,339.36
2003-10-06,338.023
2003-10-07,340.987
2003-10-08,342.304
2003-10-09,341.968
2003-10-10,345.404
2003-10-13,344.665
2003-10-14,344.825
2003-10-15,341.766
2003-10-16,340.645
2003-10-17,340.712
2003-10-20,337.625
2003-10-21,338.632
2003-10-22,338.648
2003-10-23,336.786
2003-10-24,338.716
2003-10-27,334.409
2003-10-28,333.964
2003-10-29,334.751
2003-10-30,335.248
2003-10-31,335.698
2003-11-03,330.818
2003-11-04,335.374
2003-11-05,335.623
2003-11-06,332.305
2003-11-07,337.811
2003-11-10,341.614
2003-11-11,342.213
2003-11-12,349.421
2003-11-13,353.585
2003-11-14,356.131
2003-11-17,350.19
2003-11-18,350.541
2003-11-19,355.891
2003-11-20,353.783
2003-11-21,353.432
2003-11-24,351.8
2003-11-25,352.349
2003-11-26,357.71
2003-11-27,359.647
2003-11-28,366.756
2003-12-01,365.482
2003-12-02,369.24
2003-12-03,369.079
2003-12-04,369.238
2003-12-05,370.481
2003-12-08,374.328
2003-12-09,375.163
2003-12-10,375.327
2003-12-11,370.139
2003-12-12,374.581
2003-12-15,377.103
2003-12-16,381.537
2003-12-17,380.195
2003-12-18,380.016
2003-12-19,379.387
2003-12-22,382.99
2003-12-23,385.152
2003-12-24,386.358
2003-12-25,386.358
2003-12-26,386.203
2003-12-29,386.641
2003-12-30,388.837
2003-12-31,392.054
2004-01-01,392.054
2004-01-02,400.032
2004-01-05,405.51
2004-01-06,397.467
2004-01-07,395.068
2004-01-08,397.342
2004-01-09,399.202
2004-01-12,396.892
2004-01-13,391.665
2004-01-14,390.099
2004-01-15,387.379
2004-01-16,380.766
2004-01-19,381.479
2004-01-20,384.369
2004-01-21,391.525
2004-01-22,394.434
2004-01-23,395.397
2004-01-26,392.857
2004-01-27,394.899
2004-01-28,392.749
2004-01-29,382.566
2004-01-30,394.217
2004-02-02,391.875
2004-02-03,397.033
2004-02-04,395.476
2004-02-05,398.386
2004-02-06,410.501
2004-02-09,411.311
2004-02-10,418.51
2004-02-11,426.154
2004-02-12,423.785
2004-02-13,425.395
2004-02-16,428.217
2004-02-17,433.269
2004-02-18,441.312
2004-02-19,437.632
2004-02-20,432.457
2004-02-23,437.956
2004-02-24,442.54
2004-02-25,437.827
2004-02-26,428.611
2004-02-27,430.649
2004-03-01,434.549
2004-03-02,436.802
2004-03-03,435.513
2004-03-04,436.29
2004-03-05,447.595
2004-03-08,456.544
2004-03-09,451.312
2004-03-10,439.215
2004-03-11,426.275
2004-03-12,428.962
2004-03-15,416.777
2004-03-16,419.095
2004-03-17,423.167
2004-03-18,423.806
2004-03-19,420.994
2004-03-22,417.827
2004-03-23,412.743
2004-03-24,407.941
2004-03-25,413.97
2004-03-26,415.08
2004-03-29,413.188
2004-03-30,414.338
2004-03-31,422.342
2004-04-01,429.757
2004-04-02,429.579
2004-04-05,422.501
2004-04-06,418.326
2004-04-07,432.916
2004-04-08,430.831
2004-04-09,430.831
2004-04-12,429.62
2004-04-13,428.739
2004-04-14,427.069
2004-04-15,422.474
2004-04-16,432.916
2004-04-19,436.248
2004-04-20,430.26
2004-04-21,418.929
2004-04-22,416.272
2004-04-23,416.033
2004-04-26,412.749
2004-04-27,415.984
2004-04-28,414.998
2004-04-29,420.615
2004-04-30,420.623
2004-05-03,421.455
2004-05-04,428.289
2004-05-05,433.182
2004-05-06,427.179
2004-05-07,420.627
2004-05-10,412.815
2004-05-11,412.99
2004-05-12,414.34
2004-05-13,413.111
2004-05-14,413.671
2004-05-17,409.315
2004-05-18,409.913
2004-05-19,415.386
2004-05-20,410.945
2004-05-21,414.851
2004-05-24,411.796
2004-05-25,413.713
2004-05-26,413.459
2004-05-27,424.293
2004-05-28,420.022
2004-05-31,420.815
2004-06-01,420.687
2004-06-02,421.672
2004-06-03,422.411
2004-06-04,424.226
2004-06-07,432.415
2004-06-08,426.528
2004-06-09,420.64
2004-06-10,421.308
2004-06-11,418.924
2004-06-14,417.703
2004-06-15,421.261
2004-06-16,421.247
2004-06-17,423.712
2004-06-18,423.73
2004-06-21,422.615
2004-06-22,423.18
2004-06-23,423.786
2004-06-24,425.714
2004-06-25,424.32
2004-06-28,430.804
2004-06-29,427.863
2004-06-30,430.43
2004-07-01,428.207
2004-07-02,432.61
2004-07-05,425.357
2004-07-06,421.515
2004-07-07,423.965
2004-07-08,428.342
2004-07-09,431.994
2004-07-12,437.476
2004-07-13,437.612
2004-07-14,439.468
2004-07-15,437.219
2004-07-16,441.31
2004-07-19,432.537
2004-07-20,433.076
2004-07-21,428.043
2004-07-22,429.049
2004-07-23,422.08
2004-07-26,419.448
2004-07-27,418.444
2004-07-28,420.622
2004-07-29,417.423
2004-07-30,403.282
2004-08-02,412.446
2004-08-03,407.226
2004-08-04,406.35
2004-08-05,408.251
2004-08-06,413.155
2004-08-09,417.781
2004-08-10,422.653
2004-08-11,414.565
2004-08-12,414.65
2004-08-13,419.6
2004-08-16,420.585
2004-08-17,417.526
2004-08-18,418.69
2004-08-19,420.128
2004-08-20,422.557
2004-08-23,415.955
2004-08-24,413.819
2004-08-25,411.225
2004-08-26,411.827
2004-08-27,408.55
2004-08-30,411.891
2004-08-31,415.206
2004-09-01,414.687
2004-09-02,414.972
2004-09-03,412.284
2004-09-06,414.04
2004-09-07,418.301
2004-09-08,425.12
2004-09-09,427.608
2004-09-10,433.301
2004-09-13,433.235
2004-09-14,435.671
2004-09-15,428.979
2004-09-16,428.219
2004-09-17,430.727
2004-09-20,431.718
2004-09-21,433.953
2004-09-22,434.642
2004-09-23,435.255
2004-09-24,433.42
2004-09-27,432.101
2004-09-28,430.175
2004-09-29,434.112
2004-09-30,439.626
2004-10-01,437.42
2004-10-04,437.198
2004-10-05,441.402
2004-10-06,440.814
2004-10-07,433.408
2004-10-08,439.13
2004-10-11,435.457
2004-10-12,435.009
2004-10-13,433.695
2004-10-14,439.168
2004-10-15,439.014
2004-10-18,442.288
2004-10-19,442.585
2004-10-20,447.314
2004-10-21,449.069
2004-10-22,452.893
2004-10-25,451.696
2004-10-26,447.641
2004-10-27,451.009
2004-10-28,454.77
2004-10-29,453.893
2004-11-01,458.105
2004-11-02,458.8
2004-11-03,463.96
2004-11-04,467.106
2004-11-05,464.239
2004-11-08,467.003
2004-11-09,467.811
2004-11-10,476.122
2004-11-11,473.388
2004-11-12,475.047
2004-11-15,466.508
2004-11-16,463.146
2004-11-17,475.187
2004-11-18,470.799
2004-11-19,473.77
2004-11-22,475.797
2004-11-23,477.435
2004-11-24,480.99
2004-11-25,484.884
2004-11-26,486.972
2004-11-29,484.263
2004-11-30,481.828
2004-12-01,480.418
2004-12-02,475.02
2004-12-03,477.496
2004-12-06,478.837
2004-12-07,479.387
2004-12-08,476.11
2004-12-09,474.781
2004-12-10,472.376
2004-12-13,479.814
2004-12-14,483.729
2004-12-15,493.248
2004-12-16,486.136
2004-12-17,481.159
2004-12-20,490.872
2004-12-21,488.802
2004-12-22,489.391
2004-12-23,491.978
2004-12-24,492.443
2004-12-27,495.333
2004-12-28,494.791
2004-12-29,494.523
2004-12-30,495.641
2004-12-31,496.107
2005-01-03,491.287
2005-01-04,488.606
2005-01-05,489.496
2005-01-06,491.792
2005-01-07,493.218
2005-01-10,489.554
2005-01-11,490.186
2005-01-12,493.556
2005-01-13,492.574
2005-01-14,484.144
2005-01-17,491.477
2005-01-18,487.274
2005-01-19,490.698
2005-01-20,486.978
2005-01-21,491.605
2005-01-24,491.547
2005-01-25,488.411
2005-01-26,497.889
2005-01-27,492.134
2005-01-28,498.392
2005-01-31,503.878
2005-02-01,505.975
2005-02-02,503.037
2005-02-03,500.008
2005-02-04,500.024
2005-02-07,495.697
2005-02-08,495.369
2005-02-09,494.733
2005-02-10,500.137
2005-02-11,502.229
2005-02-14,503.877
2005-02-15,506.415
2005-02-16,506.76
2005-02-17,508.42
2005-02-18,506.34
2005-02-21,495.458
2005-02-22,499.367
2005-02-23,496.032
2005-02-24,497.401
2005-02-25,497.028
2005-02-28,499.813
2005-03-01,498.494
2005-03-02,492.665
2005-03-03,494.243
2005-03-04,499.803
2005-03-07,501.468
2005-03-08,506.449
2005-03-09,506.52
2005-03-10,506.84
2005-03-11,509.695
2005-03-14,502.544
2005-03-15,498.444
2005-03-16,500.963
2005-03-17,495.86
2005-03-18,492.795
2005-03-21,487.269
2005-03-22,486.958
2005-03-23,482.148
2005-03-24,483.355
2005-03-25,483.355
2005-03-28,479.962
2005-03-29,481.779
2005-03-30,478.582
2005-03-31,479.991
2005-04-01,478.143
2005-04-04,472.747
2005-04-05,480.261
2005-04-06,476.077
2005-04-07,482.674
2005-04-08,480.734
2005-04-11,485.237
2005-04-12,481.498
2005-04-13,485.054
2005-04-14,481.579
2005-04-15,483.264
2005-04-18,482.782
2005-04-19,483.837
2005-04-20,489.022
2005-04-21,488.719
2005-04-22,491.176
2005-04-25,489.766
2005-04-26,487.281
2005-04-27,482.873
2005-04-28,479.857
2005-04-29,481.069
2005-05-02,479.767
2005-05-03,483.151
2005-05-04,488.477
2005-05-05,489.951
2005-05-06,481.819
2005-05-09,478.478
2005-05-10,481.148
2005-05-11,477.621
2005-05-12,476.498
2005-05-13,474.291
2005-05-16,473.399
2005-05-17,475.308
2005-05-18,477.477
2005-05-19,477.402
2005-05-20,478.086
2005-05-23,479.705
2005-05-24,479.762
2005-05-25,474.828
2005-05-26,472.933
2005-05-27,473.099
2005-05-30,469.18
2005-05-31,460.492
2005-06-01,462.272
2005-06-02,461.229
2005-06-03,462.005
2005-06-06,461.748
2005-06-07,460.866
2005-06-08,457.348
2005-06-09,455.675
2005-06-10,454.152
2005-06-13,453.646
2005-06-14,452.404
2005-06-15,454.77
2005-06-16,450.925
2005-06-17,459.14
2005-06-20,456.855
2005-06-21,458.698
2005-06-22,457.11
2005-06-23,456.51
2005-06-24,457.824
2005-06-27,456.675
2005-06-28,451.679
2005-06-29,453.585
2005-06-30,457.327
2005-07-01,453.783
2005-07-04,450.518
2005-07-05,449.968
2005-07-06,448.831
2005-07-07,445.974
2005-07-08,446.777
2005-07-11,452.348
2005-07-12,457.502
2005-07-13,452.306
2005-07-14,452.314
2005-07-15,448.558
2005-07-18,452.776
2005-07-19,451.396
2005-07-20,450.504
2005-07-21,455.309
2005-07-22,454.049
2005-07-25,453.109
2005-07-26,453.839
2005-07-27,457.158
2005-07-28,460.05
2005-07-29,465.833
2005-08-01,465.053
2005-08-02,466.932
2005-08-03,475.186
2005-08-04,479.396
2005-08-05,480.349
2005-08-08,480.451
2005-08-09,478.536
2005-08-10,481.87
2005-08-11,484.036
2005-08-12,486.042
2005-08-15,483.958
2005-08-16,480.68
2005-08-17,479.518
2005-08-18,474.647
2005-08-19,478.379
2005-08-22,484.815
2005-08-23,484.314
2005-08-24,486.393
2005-08-25,487.186
2005-08-26,487.932
2005-08-29,485.175
2005-08-30,486.795
2005-08-31,493.056
2005-09-01,501.462
2005-09-02,502.835
2005-09-05,508.149
2005-09-06,508.829
2005-09-07,507.751
2005-09-08,504.104
2005-09-09,503.608
2005-09-12,497.014
2005-09-13,498.517
2005-09-14,503.59
2005-09-15,500.261
2005-09-16,502.102
2005-09-19,497.776
2005-09-20,501.659
2005-09-21,500.711
2005-09-22,494.635
2005-09-23,493.883
2005-09-26,498.02
2005-09-27,499.528
2005-09-28,496.932
2005-09-29,497.204
2005-09-30,502.447
2005-10-03,499.004
2005-10-04,498.271
2005-10-05,503.411
2005-10-06,509.38
2005-10-07,503.65
2005-10-10,500.79
2005-10-11,498.809
2005-10-12,498.57
2005-10-13,488.52
2005-10-14,496.557
2005-10-17,493.907
2005-10-18,488.974
2005-10-19,487.19
2005-10-20,486.008
2005-10-21,486.636
2005-10-24,490.275
2005-10-25,496.32
2005-10-26,488.506
2005-10-27,480.706
2005-10-28,479.007
2005-10-31,478.983
2005-11-01,482.265
2005-11-02,485.005
2005-11-03,480.713
2005-11-04,472.842
2005-11-07,472.657
2005-11-08,470.685
2005-11-09,475.149
