Date,PORTUGAL MID CAP Mid Cap
1994-05-31,225.858
1994-06-30,217.141
1994-07-29,236.926
1994-08-31,246.502
1994-09-30,238.292
1994-10-31,240.655
1994-11-30,230.621
1994-12-30,229.996
1995-01-31,223.025
1995-02-28,226.958
1995-03-31,242.927
1995-04-28,243.442
1995-05-31,245.823
1995-06-30,243.723
1995-07-31,243.833
1995-08-31,228.349
1995-09-29,232.642
1995-10-31,246.746
1995-11-30,236.865
1995-12-29,243.025
1996-01-31,256.844
1996-02-29,254.809
1996-03-29,259.089
1996-04-30,252.434
1996-05-31,260.316
1996-06-28,273.67
1996-07-31,279.44
1996-08-30,277.711
1996-09-30,271.405
1996-10-31,276.889
1996-11-29,277.942
1996-12-31,284.253
1997-01-31,290.647
1997-02-28,286.33
1997-03-31,286.385
1997-04-30,290.804
1997-05-30,303.633
1997-06-30,331.248
1997-07-31,348.035
1997-08-29,330.334
1997-09-30,375.059
1997-10-31,366.345
1997-11-28,369.077
1997-12-31,383.683
1998-01-30,433.878
1998-02-27,498.924
1998-03-31,588.326
1998-04-30,653.48
1998-05-29,632.981
1998-06-30,581.537
1998-07-31,612.294
1998-08-31,523.572
1998-09-30,454.87
1998-10-30,548.934
1998-11-30,566.315
1998-12-31,586.565
1999-01-29,580.982
1999-02-26,543.104
1999-03-31,513.032
1999-04-30,478.074
1999-05-31,487.017
1999-06-30,460.646
1999-07-30,467.192
1999-08-31,466.416
1999-09-30,469.297
1999-10-29,483.887
1999-11-30,482.206
1999-12-31,537.041
2000-01-31,543.01
2000-02-29,625.485
2000-03-31,553.598
2000-04-28,494.971
2000-05-31,485.143
2000-06-30,500.56
2000-07-31,498.389
2000-08-31,475.404
2000-09-29,463.885
2000-10-31,420.391
2000-11-30,417.756
2000-12-29,432.501
2001-01-31,469.689
2001-02-28,431.261
2001-03-30,397.574
2001-04-30,380.712
2001-05-31,350.457
2001-06-29,317.327
2001-07-31,310.478
2001-08-31,291.985
2001-09-28,265.676
2001-10-31,288.21
2001-11-30,290.241
2001-12-31,295.157
2002-01-31,293.19
2002-02-28,291.859
2002-03-29,306.841
2002-04-30,319.05
2002-05-31,329.161
2002-06-28,323.447
2002-07-31,279.175
2002-08-30,278.317
2002-09-30,213.17
2002-10-31,244.18
2002-11-29,282.958
2002-12-31,279.029
2003-01-31,271.635
2003-02-28,245.103
2003-03-31,256.611
2003-04-30,270.171
2003-05-30,299.09
2003-06-30,298.978
2003-07-31,289.32
2003-08-29,300.878
2003-09-30,331.277
2003-10-31,335.698
2003-11-28,366.756
2003-12-31,392.054
2004-01-30,394.217
2004-02-27,430.649
2004-03-31,422.342
2004-04-30,420.623
2004-05-31,420.815
2004-06-30,430.43
2004-07-30,403.282
2004-08-31,415.206
2004-09-30,439.626
2004-10-29,453.893
2004-11-30,481.828
2004-12-31,496.107
2005-01-31,503.878
2005-02-28,499.813
2005-03-31,479.991
2005-04-29,481.069
2005-05-31,460.492
2005-06-30,457.327
2005-07-29,465.833
2005-08-31,493.056
2005-09-30,502.447
2005-10-31,478.983
2005-11-30,486.495
2005-12-30,518.515
2006-01-31,550.594
2006-02-28,568.645
2006-03-31,626.471
2006-04-28,641.737
2006-05-31,613.967
2006-06-30,620.469
2006-07-31,626.921
2006-08-31,648.231
2006-09-29,673.478
2006-10-31,696.043
2006-11-30,735.684
2006-12-29,782.077
2007-01-31,795.9
2007-02-28,798.171
2007-03-30,802.98
2007-04-30,885.745
2007-05-31,1000.0
2007-06-29,989.173
2007-07-31,1027.344
2007-08-31,963.871
2007-09-28,947.809
2007-10-31,1010.153
2007-11-30,1013.375
2007-12-31,981.001
2008-01-31,839.91
2008-02-29,849.393
2008-03-31,835.665
2008-04-30,887.45
2008-05-30,846.307
2008-06-30,686.544
2008-07-31,655.614
2008-08-29,585.857
2008-09-30,561.739
2008-10-31,410.187
2008-11-28,382.864
2008-12-31,417.868
2009-01-30,380.774
2009-02-27,339.033
2009-03-31,385.327
