Date,PORTUGAL MID CAP Mid Cap
2009-04-30,434.416
2009-05-29,501.058
2009-06-30,493.496
2009-07-31,527.858
2009-08-31,567.196
2009-09-30,628.471
2009-10-30,619.887
2009-11-30,605.821
2009-12-31,602.432
2010-01-29,551.714
2010-02-26,498.358
2010-03-31,524.717
2010-04-30,483.533
2010-05-31,402.387
2010-06-30,407.195
2010-07-30,459.849
2010-08-31,439.079
2010-09-30,479.775
2010-10-29,519.326
2010-11-30,438.595
2010-12-31,480.552
2011-01-31,488.892
2011-02-28,519.566
2011-03-31,512.207
2011-04-29,525.283
2011-05-31,529.787
2011-06-30,513.739
2011-07-29,499.965
2011-08-31,460.34
2011-09-30,383.742
2011-10-31,394.95
2011-11-30,372.78
2011-12-30,363.781
2012-01-31,341.634
2012-02-29,368.734
2012-03-30,374.443
2012-04-30,354.453
2012-05-31,301.351
2012-06-29,301.632
2012-07-31,282.962
2012-08-31,313.599
2012-09-28,317.023
2012-10-31,344.437
2012-11-30,347.03
2012-12-31,375.934
2013-01-31,433.266
2013-02-28,386.967
2013-03-29,366.668
2013-04-30,419.23
2013-05-31,374.369
2013-06-28,350.372
2013-07-31,347.58
2013-08-30,348.513
2013-09-30,378.859
2013-10-31,377.246
2013-11-29,403.377
2013-12-31,391.203
2014-01-31,375.155
2014-02-28,405.841
2014-03-31,392.368
2014-04-30,389.562
2014-05-30,363.153
2014-06-30,292.086
2014-07-31,206.749
2014-08-29,188.356
2014-09-30,169.145
2014-10-31,141.44
2014-11-28,142.255
2014-12-31,122.334
2015-01-30,119.585
2015-02-27,143.665
2015-03-31,155.428
2015-04-30,164.758
2015-05-29,156.015
2015-06-30,145.422
2015-07-31,149.313
2015-08-31,137.374
2015-09-30,116.531
2015-10-30,128.13
2015-11-30,123.06
2015-12-31,126.423
2016-01-29,124.181
2016-02-29,118.524
2016-03-31,135.303
2016-04-29,143.167
2016-05-31,136.521
2016-06-30,139.713
2016-07-29,141.699
2016-08-31,144.89
2016-09-30,145.604
2016-10-31,144.189
2016-11-30,139.543
2016-12-30,147.925
2017-01-31,150.788
2017-02-28,148.48
2017-03-31,157.325
2017-04-28,160.781
2017-05-31,169.376
2017-06-30,165.786
2017-07-31,171.779
2017-08-31,176.686
2017-09-29,185.984
2017-10-31,186.544
2017-11-30,193.716
2017-12-29,189.568
2018-01-31,201.083
2018-02-28,192.374
2018-03-30,188.211
2018-04-30,188.776
2018-05-31,182.705
2018-06-29,181.919
2018-07-31,193.918
2018-08-31,192.574
2018-09-28,190.571
2018-10-31,165.209
2018-11-30,156.852
2018-12-31,151.802
2019-01-31,159.35
2019-02-28,167.906
2019-03-29,163.996
2019-04-30,174.483
2019-05-31,162.265
2019-06-28,168.405
2019-07-31,170.879
2019-08-30,162.531
2019-09-30,171.265
2019-10-31,177.182
2019-11-29,176.864
2019-12-31,181.774
2020-01-31,172.864
2020-02-28,162.641
2020-03-31,148.846
2020-04-30,145.436
2020-05-29,152.409
2020-06-30,151.242
2020-07-31,142.089
2020-08-31,141.925
2020-09-30,129.65
2020-10-30,120.164
2020-11-30,145.314
2020-12-31,144.116
2021-01-29,137.232
2021-02-26,143.358
2021-03-31,151.065
2021-04-30,155.739
2021-05-31,170.965
2021-06-30,154.356
2021-07-30,154.1
2021-08-31,161.045
2021-09-30,167.257
2021-10-29,170.563
2021-11-30,157.967
2021-12-31,165.87
2022-01-31,179.712
2022-02-28,171.714
2022-03-31,194.264
2022-04-29,176.639
2022-05-31,186.992
2022-06-30,181.446
2022-07-29,178.182
2022-08-31,177.404
2022-09-30,154.605
2022-10-31,167.656
2022-11-30,187.562
2022-12-30,196.447
2023-01-31,198.487
2023-02-28,183.177
2023-03-31,188.849
2023-04-28,202.506
2023-05-31,189.674
2023-06-30,214.072
2023-07-31,225.797
2023-08-31,223.594
2023-09-29,218.496
2023-10-31,222.03
2023-11-30,228.974
2023-12-29,230.959
2024-01-31,227.547
2024-02-29,231.616
2024-03-29,218.514
2024-04-30,261.02
2024-05-31,269.406
2024-06-28,257.497
2024-07-31,246.963
2024-08-30,252.129
2024-09-30,241.822
2024-10-31,226.783
2024-11-29,222.395
2024-12-31,221.466
2025-01-31,227.447
2025-02-28,233.492
2025-03-31,238.09
2025-04-30,258.178
2025-05-30,275.072
2025-06-30,297.406
2025-07-31,301.12
2025-08-29,305.9
2025-09-30,316.653
2025-10-31,332.599
2025-11-28,317.169
2025-12-31,318.848
