Date,PORTUGAL MID CAP Mid Cap
2017-09-29,172.338
2017-10-31,172.857
2017-11-30,179.503
2017-12-29,175.659
2018-01-31,186.329
2018-02-28,178.259
2018-03-30,174.402
2018-04-30,174.925
2018-05-31,168.188
2018-06-29,167.464
2018-07-31,178.509
2018-08-31,177.272
2018-09-28,174.907
2018-10-31,151.63
2018-11-30,143.959
2018-12-31,139.325
2019-01-31,146.253
2019-02-28,154.105
2019-03-29,150.517
2019-04-30,160.141
2019-05-31,148.036
2019-06-28,153.638
2019-07-31,155.895
2019-08-30,148.279
2019-09-30,155.666
2019-10-31,161.045
2019-11-29,160.756
2019-12-31,165.218
2020-01-31,157.12
2020-02-28,147.828
2020-03-31,135.289
2020-04-30,132.19
2020-05-29,137.793
2020-06-30,136.739
2020-07-31,128.281
2020-08-31,128.133
2020-09-30,117.051
2020-10-30,108.487
2020-11-30,131.193
2020-12-31,129.973
2021-01-29,123.765
2021-02-26,129.29
2021-03-31,136.241
2021-04-30,140.456
2021-05-31,153.144
2021-06-30,138.266
2021-07-30,138.037
2021-08-31,144.258
2021-09-30,149.285
2021-10-29,152.236
2021-11-30,140.993
2021-12-31,148.047
2022-01-31,160.402
2022-02-28,153.263
2022-03-31,173.39
2022-04-29,157.658
2022-05-31,165.573
2022-06-30,160.662
2022-07-29,157.772
2022-08-31,157.083
2022-09-30,136.503
2022-10-31,148.026
2022-11-30,165.602
2022-12-30,173.446
2023-01-31,175.247
2023-02-28,161.73
2023-03-31,166.738
2023-04-28,178.796
2023-05-31,166.46
2023-06-30,187.872
2023-07-31,198.162
2023-08-31,195.717
2023-09-29,191.254
2023-10-31,194.348
2023-11-30,200.426
2023-12-29,202.164
2024-01-31,199.177
2024-02-29,202.738
2024-03-29,191.271
2024-04-30,228.477
2024-05-31,234.605
2024-06-28,224.234
2024-07-31,215.061
2024-08-30,219.038
2024-09-30,210.084
2024-10-31,197.018
2024-11-29,193.206
2024-12-31,192.399
2025-01-31,197.595
2025-02-28,202.846
2025-03-31,206.841
2025-04-30,224.292
2025-05-30,236.765
2025-06-30,255.988
2025-07-31,259.185
2025-08-29,262.988
2025-09-30,272.233
2025-10-31,285.942
