Date,PORTUGAL MID GROWTH Mid Cap
2002-02-21,312.332
2002-02-22,309.741
2002-02-25,303.441
2002-02-26,304.462
2002-02-27,306.482
2002-02-28,314.083
2002-03-01,315.863
2002-03-04,326.897
2002-03-05,326.592
2002-03-06,332.437
2002-03-07,338.058
2002-03-08,338.659
2002-03-11,339.975
2002-03-12,331.153
2002-03-13,337.263
2002-03-14,339.983
2002-03-15,342.264
2002-03-18,342.608
2002-03-19,339.777
2002-03-20,336.59
2002-03-21,333.321
2002-03-22,331.892
2002-03-25,327.149
2002-03-26,321.069
2002-03-27,323.208
2002-03-28,327.016
2002-03-29,327.016
2002-04-01,329.696
2002-04-02,328.837
2002-04-03,323.821
2002-04-04,323.669
2002-04-05,325.424
2002-04-08,322.076
2002-04-09,325.983
2002-04-10,327.967
2002-04-11,324.538
2002-04-12,321.519
2002-04-15,325.169
2002-04-16,331.283
2002-04-17,332.474
2002-04-18,331.99
2002-04-19,333.569
2002-04-22,336.167
2002-04-23,338.343
2002-04-24,335.014
2002-04-25,337.493
2002-04-26,334.14
2002-04-29,333.776
2002-04-30,330.332
2002-05-01,332.202
2002-05-02,323.271
2002-05-03,318.191
2002-05-06,312.027
2002-05-07,304.247
2002-05-08,317.393
2002-05-09,316.829
2002-05-10,312.985
2002-05-13,312.294
2002-05-14,317.479
2002-05-15,318.703
2002-05-16,324.849
2002-05-17,327.744
2002-05-20,324.623
2002-05-21,325.928
2002-05-22,340.13
2002-05-23,332.313
2002-05-24,333.195
2002-05-27,333.825
2002-05-28,341.919
2002-05-29,344.246
2002-05-30,346.295
2002-05-31,341.916
2002-06-03,344.169
2002-06-04,336.483
2002-06-05,333.042
2002-06-06,322.777
2002-06-07,313.089
2002-06-10,312.807
2002-06-11,315.765
2002-06-12,309.078
2002-06-13,300.862
2002-06-14,291.9
2002-06-17,300.589
2002-06-18,305.662
2002-06-19,312.482
2002-06-20,315.829
2002-06-21,320.551
2002-06-24,328.917
2002-06-25,329.125
2002-06-26,325.241
2002-06-27,330.029
2002-06-28,331.321
2002-07-01,321.492
2002-07-02,313.667
2002-07-03,297.256
2002-07-04,300.967
2002-07-05,311.469
2002-07-08,317.21
2002-07-09,321.549
2002-07-10,319.224
2002-07-11,312.86
2002-07-12,312.749
2002-07-15,310.635
2002-07-16,312.024
2002-07-17,315.291
2002-07-18,312.152
2002-07-19,299.9
2002-07-22,294.273
2002-07-23,289.961
2002-07-24,283.774
2002-07-25,289.904
2002-07-26,286.706
2002-07-29,289.465
2002-07-30,284.78
2002-07-31,285.205
2002-08-01,286.679
2002-08-02,279.639
2002-08-05,274.44
2002-08-06,270.115
2002-08-07,260.494
2002-08-08,273.62
2002-08-09,282.421
2002-08-12,280.334
2002-08-13,278.9
2002-08-14,276.894
2002-08-15,274.832
2002-08-16,276.99
2002-08-19,274.85
2002-08-20,276.027
2002-08-21,283.941
2002-08-22,298.39
2002-08-23,296.641
2002-08-26,292.093
2002-08-27,302.99
2002-08-28,301.121
2002-08-29,301.965
2002-08-30,303.238
2002-09-02,291.449
2002-09-03,296.011
2002-09-04,287.69
2002-09-05,288.056
2002-09-06,286.991
2002-09-09,283.251
2002-09-10,285.599
2002-09-11,287.248
2002-09-12,282.638
2002-09-13,275.484
2002-09-16,269.535
2002-09-17,256.922
2002-09-18,246.739
2002-09-19,244.388
2002-09-20,249.177
2002-09-23,240.483
2002-09-24,227.785
2002-09-25,232.02
2002-09-26,234.117
2002-09-27,225.204
2002-09-30,210.979
2002-10-01,212.961
2002-10-02,224.06
2002-10-03,227.071
2002-10-04,233.676
2002-10-07,232.801
2002-10-08,233.243
2002-10-09,243.982
2002-10-10,246.834
2002-10-11,264.111
2002-10-14,257.486
2002-10-15,265.084
2002-10-16,262.713
2002-10-17,258.253
2002-10-18,252.127
2002-10-21,246.694
2002-10-22,250.306
2002-10-23,246.869
2002-10-24,255.466
2002-10-25,259.973
2002-10-28,273.536
2002-10-29,262.604
2002-10-30,275.073
2002-10-31,283.438
2002-11-01,285.198
2002-11-04,285.279
2002-11-05,281.649
2002-11-06,278.891
2002-11-07,286.57
2002-11-08,292.254
2002-11-11,291.188
2002-11-12,286.736
2002-11-13,285.837
2002-11-14,291.201
2002-11-15,298.464
2002-11-18,307.163
2002-11-19,314.356
2002-11-20,311.322
2002-11-21,315.479
2002-11-22,316.428
2002-11-25,312.412
2002-11-26,299.06
2002-11-27,306.005
2002-11-28,313.713
2002-11-29,317.85
2002-12-02,322.108
2002-12-03,319.64
2002-12-04,318.917
2002-12-05,319.901
2002-12-06,321.497
2002-12-09,311.353
2002-12-10,316.616
2002-12-11,309.795
2002-12-12,309.434
2002-12-13,311.308
2002-12-16,311.314
2002-12-17,316.235
2002-12-18,320.987
2002-12-19,314.728
2002-12-20,315.306
2002-12-23,314.838
2002-12-24,316.141
2002-12-25,316.141
2002-12-26,316.938
2002-12-27,320.415
2002-12-30,323.003
2002-12-31,329.431
2003-01-01,329.431
2003-01-02,330.916
2003-01-03,330.63
2003-01-06,327.56
2003-01-07,339.774
2003-01-08,338.289
2003-01-09,343.771
2003-01-10,348.947
2003-01-13,352.177
2003-01-14,356.244
2003-01-15,353.784
2003-01-16,354.37
2003-01-17,354.63
2003-01-20,350.304
2003-01-21,345.927
2003-01-22,350.171
2003-01-23,353.425
2003-01-24,353.518
2003-01-27,350.735
2003-01-28,344.104
2003-01-29,335.873
2003-01-30,330.477
2003-01-31,329.908
2003-02-03,333.986
2003-02-04,333.951
2003-02-05,333.405
2003-02-06,334.292
2003-02-07,332.953
2003-02-10,327.926
2003-02-11,329.137
2003-02-12,327.466
2003-02-13,326.811
2003-02-14,332.796
2003-02-17,330.836
2003-02-18,330.082
2003-02-19,321.13
2003-02-20,321.393
2003-02-21,313.379
2003-02-24,304.969
2003-02-25,295.588
2003-02-26,302.422
2003-02-27,301.609
2003-02-28,312.437
2003-03-03,311.94
2003-03-04,314.071
2003-03-05,319.05
2003-03-06,318.006
2003-03-07,321.92
2003-03-10,323.706
2003-03-11,323.051
2003-03-12,320.728
2003-03-13,317.681
2003-03-14,316.005
2003-03-17,316.432
2003-03-18,319.886
2003-03-19,322.522
2003-03-20,321.952
2003-03-21,325.274
2003-03-24,325.114
2003-03-25,327.551
2003-03-26,328.781
2003-03-27,332.451
2003-03-28,330.333
2003-03-31,327.273
2003-04-01,329.564
2003-04-02,325.584
2003-04-03,329.984
2003-04-04,335.607
2003-04-07,345.508
2003-04-08,344.589
2003-04-09,344.091
2003-04-10,342.274
2003-04-11,333.648
2003-04-14,322.203
2003-04-15,332.745
2003-04-16,329.944
2003-04-17,331.288
2003-04-18,331.288
2003-04-21,329.86
2003-04-22,334.422
2003-04-23,341.557
2003-04-24,339.491
2003-04-25,339.858
2003-04-28,339.919
2003-04-29,338.587
2003-04-30,342.983
2003-05-01,346.133
2003-05-02,342.393
2003-05-05,346.518
2003-05-06,354.611
2003-05-07,358.254
2003-05-08,352.006
2003-05-09,352.674
2003-05-12,353.539
2003-05-13,349.637
2003-05-14,353.761
2003-05-15,351.732
2003-05-16,353.15
2003-05-19,355.001
2003-05-20,356.408
2003-05-21,354.819
2003-05-22,355.862
2003-05-23,357.017
2003-05-26,360.76
2003-05-27,362.222
2003-05-28,362.652
2003-05-29,363.669
2003-05-30,363.196
2003-06-02,361.281
2003-06-03,356.736
2003-06-04,355.054
2003-06-05,368.651
2003-06-06,368.953
2003-06-09,368.721
2003-06-10,367.417
2003-06-11,363.011
2003-06-12,349.421
2003-06-13,355.946
2003-06-16,365.019
2003-06-17,365.971
2003-06-18,354.925
2003-06-19,349.731
2003-06-20,353.934
2003-06-23,353.293
2003-06-24,344.718
2003-06-25,341.833
2003-06-26,342.064
2003-06-27,338.135
2003-06-30,340.427
2003-07-01,344.313
2003-07-02,344.141
2003-07-03,337.766
2003-07-04,336.15
2003-07-07,339.51
2003-07-08,332.751
2003-07-09,332.485
2003-07-10,334.136
2003-07-11,338.328
2003-07-14,340.274
2003-07-15,338.014
2003-07-16,337.765
2003-07-17,341.097
2003-07-18,337.187
2003-07-21,338.867
2003-07-22,336.588
2003-07-23,331.63
2003-07-24,332.833
2003-07-25,335.538
2003-07-28,329.645
2003-07-29,326.811
2003-07-30,324.07
2003-07-31,318.696
2003-08-01,318.104
2003-08-04,320.493
2003-08-05,320.208
2003-08-06,318.837
2003-08-07,319.734
2003-08-08,317.421
2003-08-11,321.768
2003-08-12,329.502
2003-08-13,331.215
2003-08-14,333.875
2003-08-15,336.312
2003-08-18,338.805
2003-08-19,337.131
2003-08-20,338.149
2003-08-21,339.059
2003-08-22,336.359
2003-08-25,334.552
2003-08-26,340.189
2003-08-27,339.027
2003-08-28,338.882
2003-08-29,343.205
2003-09-01,346.667
2003-09-02,341.706
2003-09-03,334.308
2003-09-04,335.009
2003-09-05,335.367
2003-09-08,333.789
2003-09-09,338.471
2003-09-10,338.725
2003-09-11,344.362
2003-09-12,350.587
2003-09-15,354.204
2003-09-16,350.88
2003-09-17,368.353
2003-09-18,367.033
2003-09-19,370.375
2003-09-22,372.436
2003-09-23,374.813
2003-09-24,374.34
2003-09-25,368.89
2003-09-26,364.098
2003-09-29,374.335
2003-09-30,375.658
2003-10-01,388.458
2003-10-02,385.947
2003-10-03,392.219
2003-10-06,388.429
2003-10-07,391.993
2003-10-08,390.519
2003-10-09,391.385
2003-10-10,400.416
2003-10-13,398.31
2003-10-14,398.487
2003-10-15,394.181
2003-10-16,395.001
2003-10-17,395.185
2003-10-20,392.325
2003-10-21,393.048
2003-10-22,391.999
2003-10-23,388.095
2003-10-24,393.196
2003-10-27,388.177
2003-10-28,391.988
2003-10-29,393.822
2003-10-30,395.319
2003-10-31,399.297
2003-11-03,394.587
2003-11-04,399.956
2003-11-05,398.325
2003-11-06,391.073
2003-11-07,399.562
2003-11-10,411.591
2003-11-11,412.8
2003-11-12,423.427
2003-11-13,432.11
2003-11-14,433.895
2003-11-17,423.377
2003-11-18,423.776
2003-11-19,432.209
2003-11-20,426.878
2003-11-21,425.13
2003-11-24,427.349
2003-11-25,429.756
2003-11-26,434.438
2003-11-27,439.782
2003-11-28,447.039
2003-12-01,446.967
2003-12-02,451.563
2003-12-03,451.533
2003-12-04,448.95
2003-12-05,449.365
2003-12-08,452.196
2003-12-09,454.236
2003-12-10,455.557
2003-12-11,452.913
2003-12-12,457.295
2003-12-15,458.432
2003-12-16,459.056
2003-12-17,463.475
2003-12-18,464.065
2003-12-19,463.296
2003-12-22,458.854
2003-12-23,463.168
2003-12-24,465.35
2003-12-25,465.35
2003-12-26,465.163
2003-12-29,467.312
2003-12-30,469.071
2003-12-31,470.403
2004-01-01,470.403
2004-01-02,471.186
2004-01-05,475.241
2004-01-06,478.989
2004-01-07,478.746
2004-01-08,483.402
2004-01-09,486.268
2004-01-12,497.232
2004-01-13,499.309
2004-01-14,500.681
2004-01-15,495.729
2004-01-16,486.636
2004-01-19,488.503
2004-01-20,504.141
2004-01-21,506.367
2004-01-22,506.953
2004-01-23,506.908
2004-01-26,504.704
2004-01-27,511.069
2004-01-28,504.883
2004-01-29,489.235
2004-01-30,499.139
2004-02-02,497.236
2004-02-03,500.085
2004-02-04,502.055
2004-02-05,501.877
2004-02-06,505.424
2004-02-09,505.796
2004-02-10,510.86
2004-02-11,512.811
2004-02-12,516.113
2004-02-13,521.964
2004-02-16,519.041
2004-02-17,522.388
2004-02-18,522.571
2004-02-19,514.697
2004-02-20,517.49
2004-02-23,516.112
2004-02-24,521.545
2004-02-25,512.786
2004-02-26,508.611
2004-02-27,510.585
2004-03-01,516.661
2004-03-02,514.906
2004-03-03,507.123
2004-03-04,505.909
2004-03-05,501.681
2004-03-08,503.362
2004-03-09,501.196
2004-03-10,491.143
2004-03-11,474.949
2004-03-12,483.793
2004-03-15,476.54
2004-03-16,475.949
2004-03-17,469.384
2004-03-18,472.034
2004-03-19,471.415
2004-03-22,470.217
2004-03-23,472.617
2004-03-24,467.479
2004-03-25,478.018
2004-03-26,472.48
2004-03-29,477.115
2004-03-30,474.007
2004-03-31,479.92
2004-04-01,488.128
2004-04-02,478.864
2004-04-05,475.078
2004-04-06,477.765
2004-04-07,488.077
2004-04-08,493.156
2004-04-09,493.156
2004-04-12,491.771
2004-04-13,491.078
2004-04-14,493.333
2004-04-15,493.747
2004-04-16,500.32
2004-04-19,494.565
2004-04-20,488.171
2004-04-21,476.939
2004-04-22,483.439
2004-04-23,484.422
2004-04-26,483.052
2004-04-27,479.007
2004-04-28,473.158
2004-04-29,480.577
2004-04-30,493.687
2004-05-03,488.861
2004-05-04,503.857
2004-05-05,506.445
2004-05-06,504.399
2004-05-07,498.246
2004-05-10,489.131
2004-05-11,483.665
2004-05-12,485.667
2004-05-13,483.218
2004-05-14,483.953
2004-05-17,481.05
2004-05-18,480.434
2004-05-19,486.856
2004-05-20,483.392
2004-05-21,486.229
2004-05-24,488.32
2004-05-25,491.444
2004-05-26,491.874
2004-05-27,504.164
2004-05-28,502.912
2004-05-31,498.485
2004-06-01,493.696
2004-06-02,495.797
2004-06-03,491.982
2004-06-04,497.066
2004-06-07,507.72
2004-06-08,505.905
2004-06-09,496.157
2004-06-10,496.198
2004-06-11,492.833
2004-06-14,495.87
2004-06-15,495.583
2004-06-16,495.346
2004-06-17,501.515
2004-06-18,497.552
2004-06-21,493.668
2004-06-22,493.586
2004-06-23,488.404
2004-06-24,494.508
2004-06-25,490.303
2004-06-28,495.036
2004-06-29,497.183
2004-06-30,496.648
2004-07-01,491.111
2004-07-02,489.042
2004-07-05,482.71
2004-07-06,469.664
2004-07-07,467.852
2004-07-08,479.835
2004-07-09,487.293
2004-07-12,493.256
2004-07-13,495.197
2004-07-14,497.849
2004-07-15,489.235
2004-07-16,486.869
2004-07-19,470.122
2004-07-20,471.051
2004-07-21,465.228
2004-07-22,464.408
2004-07-23,456.003
2004-07-26,452.116
2004-07-27,451.556
2004-07-28,455.628
2004-07-29,451.65
2004-07-30,440.27
2004-08-02,447.8
2004-08-03,433.417
2004-08-04,438.292
2004-08-05,443.087
2004-08-06,448.242
2004-08-09,448.205
2004-08-10,458.181
2004-08-11,448.898
2004-08-12,447.254
2004-08-13,449.089
2004-08-16,451.386
2004-08-17,448.253
2004-08-18,446.908
2004-08-19,449.307
2004-08-20,450.728
2004-08-23,443.818
2004-08-24,440.691
2004-08-25,437.21
2004-08-26,439.582
2004-08-27,437.601
2004-08-30,440.361
2004-08-31,447.004
2004-09-01,447.648
2004-09-02,447.096
2004-09-03,440.782
2004-09-06,451.93
2004-09-07,462.201
2004-09-08,464.115
2004-09-09,463.021
2004-09-10,470.583
2004-09-13,468.593
2004-09-14,470.008
2004-09-15,459.677
2004-09-16,459.374
2004-09-17,462.945
2004-09-20,462.298
2004-09-21,463.802
2004-09-22,457.955
2004-09-23,457.511
2004-09-24,459.04
2004-09-27,457.585
2004-09-28,455.488
2004-09-29,460.799
2004-09-30,462.106
2004-10-01,463.792
2004-10-04,466.617
2004-10-05,468.349
2004-10-06,465.619
2004-10-07,462.326
2004-10-08,469.857
2004-10-11,468.533
2004-10-12,463.172
2004-10-13,466.826
2004-10-14,466.39
2004-10-15,469.701
2004-10-18,468.432
2004-10-19,465.733
2004-10-20,468.97
2004-10-21,471.763
2004-10-22,480.717
2004-10-25,483.481
2004-10-26,483.443
2004-10-27,488.722
2004-10-28,495.506
2004-10-29,500.331
2004-11-01,504.005
2004-11-02,502.205
2004-11-03,504.158
2004-11-04,504.615
2004-11-05,508.53
2004-11-08,512.853
2004-11-09,511.388
2004-11-10,514.287
2004-11-11,510.656
2004-11-12,514.924
2004-11-15,509.672
2004-11-16,511.13
2004-11-17,515.784
2004-11-18,514.358
2004-11-19,528.372
2004-11-22,527.725
2004-11-23,535.22
2004-11-24,540.956
2004-11-25,547.094
2004-11-26,545.087
2004-11-29,543.276
2004-11-30,537.759
2004-12-01,534.761
2004-12-02,529.506
2004-12-03,529.922
2004-12-06,531.283
2004-12-07,529.616
2004-12-08,526.244
2004-12-09,524.818
2004-12-10,523.221
2004-12-13,530.855
2004-12-14,536.637
2004-12-15,544.143
2004-12-16,538.457
2004-12-17,536.081
2004-12-20,546.137
2004-12-21,544.803
2004-12-22,548.033
2004-12-23,551.939
2004-12-24,549.918
2004-12-27,554.439
2004-12-28,553.863
2004-12-29,552.302
2004-12-30,553.457
2004-12-31,555.401
2005-01-03,552.384
2005-01-04,547.16
2005-01-05,548.189
2005-01-06,555.606
2005-01-07,563.228
2005-01-10,556.547
2005-01-11,552.607
2005-01-12,558.705
2005-01-13,559.003
2005-01-14,553.803
2005-01-17,562.72
2005-01-18,560.139
2005-01-19,564.309
2005-01-20,561.195
2005-01-21,567.761
2005-01-24,567.433
2005-01-25,565.098
2005-01-26,576.582
2005-01-27,568.694
2005-01-28,579.651
2005-01-31,589.304
2005-02-01,590.686
2005-02-02,584.639
2005-02-03,578.828
2005-02-04,577.887
2005-02-07,577.424
2005-02-08,574.839
2005-02-09,573.899
2005-02-10,581.396
2005-02-11,582.724
2005-02-14,587.94
2005-02-15,587.671
2005-02-16,588.026
2005-02-17,592.057
2005-02-18,592.928
2005-02-21,580.692
2005-02-22,582.938
2005-02-23,578.971
2005-02-24,581.987
2005-02-25,583.669
2005-02-28,588.191
2005-03-01,589.902
2005-03-02,579.834
2005-03-03,580.711
2005-03-04,589.379
2005-03-07,591.379
2005-03-08,599.409
2005-03-09,600.602
2005-03-10,602.051
2005-03-11,606.543
2005-03-14,593.671
2005-03-15,589.83
2005-03-16,593.882
2005-03-17,585.601
2005-03-18,585.22
2005-03-21,577.535
2005-03-22,576.087
2005-03-23,571.506
2005-03-24,569.85
2005-03-25,569.85
2005-03-28,565.851
2005-03-29,566.977
2005-03-30,563.065
2005-03-31,569.934
2005-04-01,561.426
2005-04-04,557.157
2005-04-05,570.018
2005-04-06,563.912
2005-04-07,573.959
2005-04-08,571.65
2005-04-11,577.001
2005-04-12,571.489
2005-04-13,573.692
2005-04-14,571.667
2005-04-15,571.534
2005-04-18,567.72
2005-04-19,571.084
2005-04-20,581.558
2005-04-21,579.029
2005-04-22,582.904
2005-04-25,582.348
2005-04-26,578.022
2005-04-27,571.734
2005-04-28,563.965
2005-04-29,565.362
2005-05-02,563.86
2005-05-03,569.973
2005-05-04,577.333
2005-05-05,580.11
2005-05-06,569.422
2005-05-09,565.487
2005-05-10,567.596
2005-05-11,565.507
2005-05-12,563.141
2005-05-13,558.454
2005-05-16,559.471
2005-05-17,560.68
2005-05-18,566.273
2005-05-19,567.226
2005-05-20,562.867
2005-05-23,563.764
2005-05-24,562.773
2005-05-25,564.167
2005-05-26,558.838
2005-05-27,556.996
2005-05-30,555.449
2005-05-31,547.191
2005-06-01,547.25
2005-06-02,548.013
2005-06-03,544.957
2005-06-06,543.639
2005-06-07,540.548
2005-06-08,536.356
2005-06-09,535.407
2005-06-10,536.584
2005-06-13,535.018
2005-06-14,531.636
2005-06-15,538.363
2005-06-16,533.846
2005-06-17,545.599
2005-06-20,539.904
2005-06-21,543.04
2005-06-22,543.123
2005-06-23,542.38
2005-06-24,542.993
2005-06-27,545.603
2005-06-28,537.689
2005-06-29,538.913
2005-06-30,543.335
2005-07-01,538.116
2005-07-04,534.216
2005-07-05,533.584
2005-07-06,530.298
2005-07-07,526.978
2005-07-08,527.88
2005-07-11,534.51
2005-07-12,538.607
2005-07-13,531.505
2005-07-14,534.513
2005-07-15,529.11
2005-07-18,536.069
2005-07-19,535.404
2005-07-20,532.389
2005-07-21,537.087
2005-07-22,538.559
2005-07-25,536.525
2005-07-26,532.446
2005-07-27,531.472
2005-07-28,535.834
2005-07-29,540.671
2005-08-01,539.671
2005-08-02,542.791
2005-08-03,549.49
2005-08-04,551.355
2005-08-05,553.554
2005-08-08,553.608
2005-08-09,555.36
2005-08-10,558.233
2005-08-11,560.676
2005-08-12,561.022
2005-08-15,560.628
2005-08-16,554.838
2005-08-17,553.498
2005-08-18,550.882
2005-08-19,555.289
2005-08-22,563.822
2005-08-23,566.244
2005-08-24,566.677
2005-08-25,566.577
2005-08-26,564.411
2005-08-29,561.225
2005-08-30,566.207
2005-08-31,571.526
2005-09-01,583.35
2005-09-02,588.004
2005-09-05,594.289
2005-09-06,592.096
2005-09-07,590.837
2005-09-08,586.558
2005-09-09,585.93
2005-09-12,578.269
2005-09-13,575.029
2005-09-14,585.971
2005-09-15,582.028
2005-09-16,584.209
2005-09-19,578.176
2005-09-20,581.759
2005-09-21,581.589
2005-09-22,573.477
2005-09-23,574.611
2005-09-26,583.458
2005-09-27,581.323
2005-09-28,581.175
2005-09-29,581.491
2005-09-30,591.611
2005-10-03,591.423
2005-10-04,589.618
2005-10-05,602.524
2005-10-06,609.677
2005-10-07,599.932
2005-10-10,594.561
2005-10-11,594.16
2005-10-12,591.919
2005-10-13,578.147
2005-10-14,589.318
2005-10-17,583.209
2005-10-18,573.555
2005-10-19,570.464
2005-10-20,567.067
2005-10-21,564.818
2005-10-24,572.114
2005-10-25,578.191
2005-10-26,567.953
2005-10-27,546.696
2005-10-28,543.804
2005-10-31,542.024
2005-11-01,552.784
2005-11-02,552.985
2005-11-03,548.003
2005-11-04,537.088
2005-11-07,537.887
2005-11-08,537.567
2005-11-09,541.918
