Date,FRANCE SMID VALUE SMID (Small+Mid Cap)
2002-05-13,308.988
2002-05-14,308.203
2002-05-15,310.575
2002-05-16,312.067
2002-05-17,317.676
2002-05-20,317.541
2002-05-21,316.752
2002-05-22,317.448
2002-05-23,313.427
2002-05-24,312.798
2002-05-27,311.775
2002-05-28,314.452
2002-05-29,314.393
2002-05-30,315.771
2002-05-31,315.216
2002-06-03,315.831
2002-06-04,312.637
2002-06-05,311.614
2002-06-06,313.953
2002-06-07,309.883
2002-06-10,311.452
2002-06-11,311.5
2002-06-12,310.011
2002-06-13,305.415
2002-06-14,298.274
2002-06-17,300.955
2002-06-18,303.631
2002-06-19,305.026
2002-06-20,301.668
2002-06-21,301.515
2002-06-24,298.774
2002-06-25,297.339
2002-06-26,298.105
2002-06-27,299.892
2002-06-28,308.403
2002-07-01,308.905
2002-07-02,301.667
2002-07-03,296.312
2002-07-04,296.772
2002-07-05,299.936
2002-07-08,303.379
2002-07-09,304.974
2002-07-10,298.136
2002-07-11,291.825
2002-07-12,291.23
2002-07-15,289.101
2002-07-16,287.081
2002-07-17,290.844
2002-07-18,295.842
2002-07-19,290.812
2002-07-22,281.238
2002-07-23,271.518
2002-07-24,264.35
2002-07-25,272.885
2002-07-26,267.276
2002-07-29,274.106
2002-07-30,277.873
2002-07-31,278.929
2002-08-01,272.949
2002-08-02,273.771
2002-08-05,268.552
2002-08-06,262.437
2002-08-07,262.571
2002-08-08,263.353
2002-08-09,267.882
2002-08-12,266.554
2002-08-13,267.668
2002-08-14,265.718
2002-08-15,267.832
2002-08-16,268.521
2002-08-19,270.9
2002-08-20,270.934
2002-08-21,278.014
2002-08-22,281.303
2002-08-23,280.01
2002-08-26,276.983
2002-08-27,282.049
2002-08-28,276.307
2002-08-29,274.305
2002-08-30,273.551
2002-09-02,272.796
2002-09-03,268.996
2002-09-04,267.212
2002-09-05,262.809
2002-09-06,265.109
2002-09-09,263.149
2002-09-10,265.327
2002-09-11,269.738
2002-09-12,265.271
2002-09-13,261.759
2002-09-16,258.022
2002-09-17,257.482
2002-09-18,251.284
2002-09-19,249.282
2002-09-20,248.275
2002-09-23,242.193
2002-09-24,235.367
2002-09-25,236.569
2002-09-26,242.867
2002-09-27,242.219
2002-09-30,237.094
2002-10-01,234.662
2002-10-02,237.755
2002-10-03,235.916
2002-10-04,231.112
2002-10-07,226.099
2002-10-08,224.318
2002-10-09,222.45
2002-10-10,225.217
2002-10-11,235.144
2002-10-14,233.161
2002-10-15,242.139
2002-10-16,244.058
2002-10-17,248.449
2002-10-18,250.42
2002-10-21,251.289
2002-10-22,253.218
2002-10-23,248.831
2002-10-24,252.635
2002-10-25,250.13
2002-10-28,256.78
2002-10-29,249.095
2002-10-30,250.382
2002-10-31,257.518
2002-11-01,258.723
2002-11-04,264.536
2002-11-05,264.798
2002-11-06,261.243
2002-11-07,260.237
2002-11-08,260.141
2002-11-11,258.658
2002-11-12,258.762
2002-11-13,255.765
2002-11-14,256.807
2002-11-15,259.083
2002-11-18,263.042
2002-11-19,261.184
2002-11-20,257.969
2002-11-21,267.838
2002-11-22,271.21
2002-11-25,269.023
2002-11-26,265.816
2002-11-27,270.073
2002-11-28,274.757
2002-11-29,277.076
2002-12-02,277.957
2002-12-03,273.948
2002-12-04,271.892
2002-12-05,270.05
2002-12-06,270.383
2002-12-09,265.938
2002-12-10,267.487
2002-12-11,269.338
2002-12-12,270.464
2002-12-13,266.77
2002-12-16,267.379
2002-12-17,267.769
2002-12-18,263.737
2002-12-19,260.379
2002-12-20,262.618
2002-12-23,261.002
2002-12-24,263.013
2002-12-25,263.013
2002-12-26,263.676
2002-12-27,262.7
2002-12-30,263.162
2002-12-31,267.62
2003-01-01,267.62
2003-01-02,269.6
2003-01-03,273.376
2003-01-06,273.491
2003-01-07,270.651
2003-01-08,265.784
2003-01-09,267.233
2003-01-10,269.979
2003-01-13,271.613
2003-01-14,274.259
2003-01-15,271.197
2003-01-16,271.666
2003-01-17,269.163
2003-01-20,268.74
2003-01-21,267.086
2003-01-22,263.577
2003-01-23,262.463
2003-01-24,263.12
2003-01-27,256.081
2003-01-28,256.076
2003-01-29,255.918
2003-01-30,259.014
2003-01-31,260.503
2003-02-03,262.614
2003-02-04,261.105
2003-02-05,260.258
2003-02-06,256.286
2003-02-07,254.257
2003-02-10,249.94
2003-02-11,252.649
2003-02-12,248.39
2003-02-13,248.077
2003-02-14,250.103
2003-02-17,252.65
2003-02-18,253.21
2003-02-19,251.07
2003-02-20,249.494
2003-02-21,248.26
2003-02-24,244.218
2003-02-25,239.562
2003-02-26,237.507
2003-02-27,242.344
2003-02-28,246.564
2003-03-03,246.98
2003-03-04,242.309
2003-03-05,241.385
2003-03-06,240.393
2003-03-07,237.1
2003-03-10,235.575
2003-03-11,232.995
2003-03-12,228.405
2003-03-13,231.662
2003-03-14,239.616
2003-03-17,243.24
2003-03-18,244.128
2003-03-19,246.474
2003-03-20,244.309
2003-03-21,248.173
2003-03-24,241.292
2003-03-25,242.691
2003-03-26,241.373
2003-03-27,238.977
2003-03-28,238.313
2003-03-31,234.888
2003-04-01,234.677
2003-04-02,236.386
2003-04-03,238.699
2003-04-04,239.192
2003-04-07,245.793
2003-04-08,243.609
2003-04-09,244.701
2003-04-10,243.731
2003-04-11,243.802
2003-04-14,245.574
2003-04-15,250.405
2003-04-16,253.492
2003-04-17,255.812
2003-04-18,255.812
2003-04-21,254.709
2003-04-22,257.716
2003-04-23,265.144
2003-04-24,262.845
2003-04-25,260.566
2003-04-28,265.696
2003-04-29,267.436
2003-04-30,272.85
2003-05-01,275.356
2003-05-02,272.694
2003-05-05,279.474
2003-05-06,284.392
2003-05-07,285.255
2003-05-08,283.035
2003-05-09,285.564
2003-05-12,284.163
2003-05-13,284.62
2003-05-14,288.792
2003-05-15,289.216
2003-05-16,291.014
2003-05-19,286.939
2003-05-20,286.315
2003-05-21,285.045
2003-05-22,289.14
2003-05-23,289.748
2003-05-26,292.112
2003-05-27,291.117
2003-05-28,292.318
2003-05-29,297.05
2003-05-30,297.964
2003-06-02,299.18
2003-06-03,298.393
2003-06-04,302.377
2003-06-05,306.755
2003-06-06,310.104
2003-06-09,309.74
2003-06-10,308.36
2003-06-11,312.056
2003-06-12,314.022
2003-06-13,310.485
2003-06-16,315.943
2003-06-17,318.393
2003-06-18,313.355
2003-06-19,311.273
2003-06-20,309.572
2003-06-23,302.956
2003-06-24,298.908
2003-06-25,302.415
2003-06-26,299.958
2003-06-27,302.547
2003-06-30,303.464
2003-07-01,301.591
2003-07-02,304.946
2003-07-03,309.061
2003-07-04,307.713
2003-07-07,315.534
2003-07-08,316.429
2003-07-09,315.516
2003-07-10,312.939
2003-07-11,314.649
2003-07-14,316.787
2003-07-15,316.863
2003-07-16,315.546
2003-07-17,310.657
2003-07-18,312.754
2003-07-21,312.421
2003-07-22,313.679
2003-07-23,316.849
2003-07-24,320.587
2003-07-25,321.242
2003-07-28,322.947
2003-07-29,321.652
2003-07-30,319.866
2003-07-31,318.32
2003-08-01,318.818
2003-08-04,319.331
2003-08-05,321.937
2003-08-06,317.931
2003-08-07,317.459
2003-08-08,316.193
2003-08-11,317.486
2003-08-12,317.97
2003-08-13,319.632
2003-08-14,320.363
2003-08-15,320.91
2003-08-18,318.944
2003-08-19,320.594
2003-08-20,320.931
2003-08-21,320.786
2003-08-22,320.387
2003-08-25,317.431
2003-08-26,315.26
2003-08-27,316.756
2003-08-28,319.459
2003-08-29,322.925
2003-09-01,328.651
2003-09-02,326.431
2003-09-03,331.683
2003-09-04,332.56
2003-09-05,335.246
2003-09-08,336.957
2003-09-09,335.306
2003-09-10,331.346
2003-09-11,331.886
2003-09-12,334.85
2003-09-15,338.534
2003-09-16,338.019
2003-09-17,341.234
2003-09-18,342.207
2003-09-19,342.087
2003-09-22,339.291
2003-09-23,337.384
2003-09-24,337.365
2003-09-25,334.991
2003-09-26,332.155
2003-09-29,333.158
2003-09-30,332.453
2003-10-01,335.929
2003-10-02,337.797
2003-10-03,343.729
2003-10-06,344.932
2003-10-07,345.187
2003-10-08,348.083
2003-10-09,350.179
2003-10-10,350.745
2003-10-13,348.729
2003-10-14,350.347
2003-10-15,351.631
2003-10-16,351.848
2003-10-17,347.647
2003-10-20,349.215
2003-10-21,348.415
2003-10-22,346.678
2003-10-23,344.251
2003-10-24,345.806
2003-10-27,347.04
2003-10-28,347.382
2003-10-29,351.105
2003-10-30,354.001
2003-10-31,353.625
2003-11-03,353.962
2003-11-04,354.794
2003-11-05,352.377
2003-11-06,352.594
2003-11-07,357.294
2003-11-10,356.162
2003-11-11,354.885
2003-11-12,359.235
2003-11-13,362.823
2003-11-14,368.864
2003-11-17,361.77
2003-11-18,363.725
2003-11-19,362.487
2003-11-20,360.879
2003-11-21,364.728
2003-11-24,364.017
2003-11-25,367.683
2003-11-26,371.376
2003-11-27,371.662
2003-11-28,372.96
2003-12-01,376.794
2003-12-02,381.18
2003-12-03,383.106
2003-12-04,380.624
2003-12-05,380.303
2003-12-08,380.874
2003-12-09,380.978
2003-12-10,379.458
2003-12-11,376.891
2003-12-12,382.387
2003-12-15,383.861
2003-12-16,378.994
2003-12-17,377.578
2003-12-18,376.814
2003-12-19,376.098
2003-12-22,376.466
2003-12-23,376.934
2003-12-24,379.275
2003-12-25,379.275
2003-12-26,379.122
2003-12-29,380.866
2003-12-30,384.185
2003-12-31,388.58
2004-01-01,388.58
2004-01-02,391.685
2004-01-05,396.397
2004-01-06,397.399
2004-01-07,394.946
2004-01-08,399.278
2004-01-09,401.53
2004-01-12,399.562
2004-01-13,401.676
2004-01-14,405.669
2004-01-15,404.269
2004-01-16,403.452
2004-01-19,403.651
2004-01-20,407.216
2004-01-21,410.098
2004-01-22,412.063
2004-01-23,411.383
2004-01-26,406.573
2004-01-27,410.693
2004-01-28,410.471
2004-01-29,402.03
2004-01-30,403.013
2004-02-02,403.392
2004-02-03,404.065
2004-02-04,400.975
2004-02-05,405.028
2004-02-06,409.724
2004-02-09,413.356
2004-02-10,416.435
2004-02-11,416.178
2004-02-12,423.667
2004-02-13,422.438
2004-02-16,424.519
2004-02-17,427.971
2004-02-18,429.097
2004-02-19,426.585
2004-02-20,420.945
2004-02-23,420.244
2004-02-24,419.741
2004-02-25,416.954
2004-02-26,413.491
2004-02-27,415.763
2004-03-01,419.289
2004-03-02,418.698
2004-03-03,413.848
2004-03-04,416.896
2004-03-05,424.854
2004-03-08,424.917
2004-03-09,420.782
2004-03-10,410.733
2004-03-11,399.848
2004-03-12,398.672
2004-03-15,391.118
2004-03-16,394.122
2004-03-17,398.349
2004-03-18,399.364
2004-03-19,398.068
2004-03-22,390.968
2004-03-23,390.605
2004-03-24,385.463
2004-03-25,391.161
2004-03-26,389.52
2004-03-29,396.089
2004-03-30,396.629
2004-03-31,402.529
2004-04-01,408.908
2004-04-02,408.217
2004-04-05,407.476
2004-04-06,404.641
2004-04-07,407.115
2004-04-08,406.262
2004-04-09,406.262
2004-04-12,405.121
2004-04-13,401.535
2004-04-14,398.666
2004-04-15,397.615
2004-04-16,401.454
2004-04-19,401.168
2004-04-20,402.397
2004-04-21,397.31
2004-04-22,399.392
2004-04-23,401.067
2004-04-26,403.174
2004-04-27,406.417
2004-04-28,400.582
2004-04-29,399.95
2004-04-30,398.566
2004-05-03,400.689
2004-05-04,402.828
2004-05-05,405.884
2004-05-06,396.604
2004-05-07,391.858
2004-05-10,378.132
2004-05-11,381.356
2004-05-12,379.026
2004-05-13,380.456
2004-05-14,379.15
2004-05-17,378.969
2004-05-18,378.35
2004-05-19,389.132
2004-05-20,383.308
2004-05-21,387.909
2004-05-24,387.361
2004-05-25,389.951
2004-05-26,393.646
2004-05-27,399.657
2004-05-28,397.142
2004-05-31,398.574
2004-06-01,394.866
2004-06-02,398.204
2004-06-03,397.9
2004-06-04,402.659
2004-06-07,407.24
2004-06-08,405.687
2004-06-09,400.509
2004-06-10,400.339
2004-06-11,396.187
2004-06-14,395.036
2004-06-15,396.082
2004-06-16,395.247
2004-06-17,398.3
2004-06-18,403.343
2004-06-21,401.397
2004-06-22,400.553
2004-06-23,402.634
2004-06-24,407.577
2004-06-25,406.159
2004-06-28,412.357
2004-06-29,410.365
2004-06-30,413.725
2004-07-01,411.32
2004-07-02,414.295
2004-07-05,412.189
2004-07-06,408.69
2004-07-07,412.85
2004-07-08,412.689
2004-07-09,412.893
2004-07-12,413.414
2004-07-13,410.413
2004-07-14,413.216
2004-07-15,409.241
2004-07-16,413.649
2004-07-19,412.957
2004-07-20,411.515
2004-07-21,410.437
2004-07-22,408.611
2004-07-23,402.78
2004-07-26,401.919
2004-07-27,401.395
2004-07-28,401.905
2004-07-29,405.458
2004-07-30,404.406
2004-08-02,403.49
2004-08-03,407.82
2004-08-04,404.057
2004-08-05,405.329
2004-08-06,404.351
2004-08-09,400.246
2004-08-10,403.757
2004-08-11,396.725
2004-08-12,397.058
2004-08-13,401.812
2004-08-16,404.368
2004-08-17,406.778
2004-08-18,406.351
2004-08-19,409.102
2004-08-20,407.273
2004-08-23,408.667
2004-08-24,406.456
2004-08-25,405.262
2004-08-26,407.288
2004-08-27,407.548
2004-08-30,406.593
2004-08-31,407.882
2004-09-01,410.247
2004-09-02,411.1
2004-09-03,408.279
2004-09-06,411.033
2004-09-07,413.043
2004-09-08,414.051
2004-09-09,411.605
2004-09-10,417.39
2004-09-13,420.221
2004-09-14,421.197
2004-09-15,414.774
2004-09-16,413.252
2004-09-17,416.345
2004-09-20,414.778
2004-09-21,421.145
2004-09-22,417.855
2004-09-23,416.238
2004-09-24,415.931
2004-09-27,415.092
2004-09-28,416.822
2004-09-29,419.819
2004-09-30,422.282
2004-10-01,428.785
2004-10-04,428.303
2004-10-05,428.351
2004-10-06,427.583
2004-10-07,425.922
2004-10-08,429.751
2004-10-11,427.282
2004-10-12,420.466
2004-10-13,419.871
2004-10-14,423.274
2004-10-15,427.99
2004-10-18,427.432
2004-10-19,429.044
2004-10-20,428.246
2004-10-21,429.433
2004-10-22,431.211
2004-10-25,430.719
2004-10-26,432.766
2004-10-27,438.391
2004-10-28,438.671
2004-10-29,438.425
2004-11-01,441.769
2004-11-02,443.32
2004-11-03,447.181
2004-11-04,449.036
2004-11-05,452.32
2004-11-08,455.596
2004-11-09,455.522
2004-11-10,459.135
2004-11-11,463.676
2004-11-12,466.145
2004-11-15,462.32
2004-11-16,459.192
2004-11-17,466.437
2004-11-18,466.807
2004-11-19,467.675
2004-11-22,465.692
2004-11-23,468.327
2004-11-24,471.653
2004-11-25,478.723
2004-11-26,480.288
2004-11-29,480.586
2004-11-30,478.513
2004-12-01,482.623
2004-12-02,483.833
2004-12-03,486.073
2004-12-06,486.967
2004-12-07,489.114
2004-12-08,483.757
2004-12-09,480.314
2004-12-10,480.415
2004-12-13,486.093
2004-12-14,488.673
2004-12-15,496.442
2004-12-16,495.048
2004-12-17,493.552
2004-12-20,500.007
2004-12-21,497.232
2004-12-22,500.171
2004-12-23,506.145
2004-12-24,507.176
2004-12-27,509.864
2004-12-28,509.375
2004-12-29,509.001
2004-12-30,511.755
2004-12-31,509.785
2005-01-03,509.553
2005-01-04,502.645
2005-01-05,497.981
2005-01-06,498.146
2005-01-07,495.859
2005-01-10,498.723
2005-01-11,498.658
2005-01-12,503.267
2005-01-13,503.214
2005-01-14,501.198
2005-01-17,502.745
2005-01-18,503.003
2005-01-19,504.658
2005-01-20,499.5
2005-01-21,504.016
2005-01-24,503.165
2005-01-25,504.52
2005-01-26,511.029
2005-01-27,512.5
2005-01-28,512.867
2005-01-31,517.786
2005-02-01,518.812
2005-02-02,522.948
2005-02-03,521.09
2005-02-04,526.446
2005-02-07,527.063
2005-02-08,525.174
2005-02-09,525.125
2005-02-10,527.841
2005-02-11,531.824
2005-02-14,535.457
2005-02-15,538.685
2005-02-16,538.555
2005-02-17,542.974
2005-02-18,543.172
2005-02-21,537.874
2005-02-22,539.756
2005-02-23,536.209
2005-02-24,538.739
2005-02-25,544.117
2005-02-28,547.81
2005-03-01,545.877
2005-03-02,541.844
2005-03-03,541.92
2005-03-04,550.584
2005-03-07,550.313
2005-03-08,555.703
2005-03-09,557.316
2005-03-10,556.974
2005-03-11,558.27
2005-03-14,554.472
2005-03-15,550.7
2005-03-16,551.118
2005-03-17,546.97
2005-03-18,543.082
2005-03-21,538.455
2005-03-22,539.735
2005-03-23,532.065
2005-03-24,537.166
2005-03-25,537.166
2005-03-28,533.396
2005-03-29,532.735
2005-03-30,532.827
2005-03-31,535.885
2005-04-01,536.842
2005-04-04,529.319
2005-04-05,532.742
2005-04-06,537.942
2005-04-07,540.653
2005-04-08,539.539
2005-04-11,544.003
2005-04-12,540.122
2005-04-13,543.255
2005-04-14,537.347
2005-04-15,534.012
2005-04-18,527.187
2005-04-19,530.103
2005-04-20,532.372
2005-04-21,533.974
2005-04-22,535.57
2005-04-25,531.107
2005-04-26,529.014
2005-04-27,521.963
2005-04-28,520.911
2005-04-29,522.48
2005-05-02,522.853
2005-05-03,527.138
2005-05-04,530.174
2005-05-05,532.961
2005-05-06,528.606
2005-05-09,526.18
2005-05-10,527.873
2005-05-11,525.454
2005-05-12,523.102
2005-05-13,522.605
2005-05-16,520.648
2005-05-17,523.039
2005-05-18,529.571
2005-05-19,533.365
2005-05-20,532.466
2005-05-23,536.481
2005-05-24,534.792
2005-05-25,536.742
2005-05-26,537.017
2005-05-27,535.946
2005-05-30,535.636
2005-05-31,533.883
2005-06-01,536.699
2005-06-02,537.057
2005-06-03,536.374
2005-06-06,536.944
2005-06-07,541.199
2005-06-08,545.655
2005-06-09,537.867
2005-06-10,536.683
2005-06-13,537.045
2005-06-14,536.754
2005-06-15,537.148
2005-06-16,537.239
2005-06-17,545.865
2005-06-20,538.144
2005-06-21,539.234
2005-06-22,541.055
2005-06-23,538.582
2005-06-24,535.734
2005-06-27,534.162
2005-06-28,533.953
2005-06-29,539.904
2005-06-30,542.039
2005-07-01,540.09
2005-07-04,536.852
2005-07-05,534.72
2005-07-06,537.196
2005-07-07,530.409
2005-07-08,536.508
2005-07-11,546.162
2005-07-12,551.586
2005-07-13,548.753
2005-07-14,550.302
2005-07-15,544.826
2005-07-18,544.483
2005-07-19,545.078
2005-07-20,544.857
2005-07-21,550.839
2005-07-22,552.241
2005-07-25,549.584
2005-07-26,548.197
2005-07-27,550.573
2005-07-28,555.159
2005-07-29,556.967
2005-08-01,561.713
2005-08-02,565.464
2005-08-03,571.474
2005-08-04,572.79
2005-08-05,570.501
2005-08-08,576.107
2005-08-09,577.815
2005-08-10,581.062
2005-08-11,579.125
2005-08-12,575.364
2005-08-15,571.675
2005-08-16,570.055
2005-08-17,566.763
2005-08-18,559.272
2005-08-19,558.499
2005-08-22,565.534
2005-08-23,561.398
2005-08-24,564.531
2005-08-25,561.145
2005-08-26,561.134
2005-08-29,556.987
2005-08-30,554.835
2005-08-31,564.965
2005-09-01,576.06
2005-09-02,576.675
2005-09-05,577.599
2005-09-06,579.63
2005-09-07,579.796
2005-09-08,578.537
2005-09-09,582.659
2005-09-12,578.477
2005-09-13,574.913
2005-09-14,576.881
2005-09-15,576.22
2005-09-16,580.659
2005-09-19,575.003
2005-09-20,577.756
2005-09-21,573.582
2005-09-22,564.508
2005-09-23,563.226
2005-09-26,567.699
2005-09-27,566.771
2005-09-28,572.558
2005-09-29,573.21
2005-09-30,577.534
2005-10-03,574.535
2005-10-04,579.363
2005-10-05,572.969
2005-10-06,574.094
2005-10-07,575.662
2005-10-10,573.066
2005-10-11,569.242
2005-10-12,567.159
2005-10-13,554.786
2005-10-14,563.202
2005-10-17,562.236
2005-10-18,556.912
2005-10-19,545.173
2005-10-20,547.656
2005-10-21,547.746
2005-10-24,553.199
2005-10-25,555.092
2005-10-26,553.853
2005-10-27,551.628
2005-10-28,545.553
2005-10-31,551.015
2005-11-01,555.116
2005-11-02,555.816
2005-11-03,559.283
2005-11-04,551.284
2005-11-07,551.598
2005-11-08,548.494
