Date,NORWAY MID VALUE Mid Cap
1994-05-31,82.894
1994-06-30,85.645
1994-07-29,85.323
1994-08-31,81.241
1994-09-30,82.842
1994-10-31,84.68
1994-11-30,77.048
1994-12-30,85.584
1995-01-31,88.254
1995-02-28,86.014
1995-03-31,88.719
1995-04-28,92.925
1995-05-31,93.719
1995-06-30,99.32
1995-07-31,102.145
1995-08-31,95.639
1995-09-29,100.022
1995-10-31,95.997
1995-11-30,93.5
1995-12-29,96.064
1996-01-31,95.11
1996-02-29,100.92
1996-03-29,97.776
1996-04-30,99.132
1996-05-31,101.86
1996-06-28,104.073
1996-07-31,105.086
1996-08-30,105.595
1996-09-30,106.125
1996-10-31,112.077
1996-11-29,120.303
1996-12-31,127.076
1997-01-31,135.353
1997-02-28,138.051
1997-03-31,140.151
1997-04-30,130.549
1997-05-30,139.965
1997-06-30,140.128
1997-07-31,153.767
1997-08-29,149.656
1997-09-30,158.788
1997-10-31,172.883
1997-11-28,164.429
1997-12-31,171.255
1998-01-30,157.236
1998-02-27,181.02
1998-03-31,184.472
1998-04-30,194.11
1998-05-29,184.505
1998-06-30,176.988
1998-07-31,185.705
1998-08-31,125.387
1998-09-30,117.346
1998-10-30,135.855
1998-11-30,132.419
1998-12-31,121.548
1999-01-29,137.375
1999-02-26,119.037
1999-03-31,132.119
1999-04-30,141.021
1999-05-31,143.638
1999-06-30,137.997
1999-07-30,148.842
1999-08-31,156.444
1999-09-30,160.668
1999-10-29,152.678
1999-11-30,157.848
1999-12-31,172.667
2000-01-31,157.26
2000-02-29,155.732
2000-03-31,160.743
2000-04-28,153.886
2000-05-31,165.011
2000-06-30,178.469
2000-07-31,177.049
2000-08-31,183.799
2000-09-29,181.929
2000-10-31,174.219
2000-11-30,172.575
2000-12-29,191.784
2001-01-31,175.807
2001-02-28,182.582
2001-03-30,163.556
2001-04-30,174.565
2001-05-31,173.056
2001-06-29,165.537
2001-07-31,167.687
2001-08-31,174.929
2001-09-28,136.465
2001-10-31,132.983
2001-11-30,145.054
2001-12-31,154.42
2002-01-31,149.849
2002-02-28,160.288
2002-03-29,166.501
2002-04-30,169.872
2002-05-31,176.711
2002-06-28,179.384
2002-07-31,164.024
2002-08-30,165.271
2002-09-30,146.051
2002-10-31,149.679
2002-11-29,160.878
2002-12-31,155.599
2003-01-31,148.422
2003-02-28,129.472
2003-03-31,133.228
2003-04-30,162.141
2003-05-30,179.3
2003-06-30,167.288
2003-07-31,174.414
2003-08-29,174.851
2003-09-30,180.197
2003-10-31,204.112
2003-11-28,216.399
2003-12-31,228.499
2004-01-30,213.642
2004-02-27,250.994
2004-03-31,256.809
2004-04-30,255.096
2004-05-31,261.253
2004-06-30,268.604
2004-07-30,263.832
2004-08-31,284.165
2004-09-30,303.623
2004-10-29,318.088
2004-11-30,350.623
2004-12-31,356.755
2005-01-31,352.905
2005-02-28,407.957
2005-03-31,409.344
2005-04-29,378.441
2005-05-31,394.679
2005-06-30,414.588
2005-07-29,442.994
2005-08-31,457.803
2005-09-30,439.267
2005-10-31,401.749
2005-11-30,426.572
2005-12-30,454.378
2006-01-31,445.355
2006-02-28,475.772
2006-03-31,520.528
2006-04-28,552.879
2006-05-31,524.444
2006-06-30,497.542
2006-07-31,503.249
2006-08-31,533.314
2006-09-29,524.305
2006-10-31,574.222
2006-11-30,643.654
2006-12-29,659.468
2007-01-31,711.263
2007-02-28,765.951
2007-03-30,812.526
2007-04-30,930.701
2007-05-31,1000.0
2007-06-29,1007.741
2007-07-31,948.941
2007-08-31,886.039
2007-09-28,944.961
2007-10-31,1058.613
2007-11-30,945.767
2007-12-31,1151.186
2008-01-31,1164.751
2008-02-29,1405.591
2008-03-31,1440.348
2008-04-30,1814.193
2008-05-30,1899.462
2008-06-30,1476.887
2008-07-31,1393.756
2008-08-29,1558.189
2008-09-30,1198.448
2008-10-31,644.965
2008-11-28,563.61
2008-12-31,595.765
2009-01-30,572.586
2009-02-27,485.164
2009-03-31,533.829
2009-04-30,621.777
2009-05-29,760.009
2009-06-30,735.84
2009-07-31,830.291
2009-08-31,896.996
2009-09-30,1025.935
2009-10-30,1032.498
2009-11-30,1133.906
2010-05-31,858.652
2010-06-30,839.766
2010-07-30,1065.441
2010-08-31,1071.889
2010-09-30,1364.157
2010-10-29,1416.418
2010-11-30,1440.12
2010-12-31,1628.194
2011-01-31,1578.674
2011-02-28,1828.728
2011-03-31,1775.695
2011-04-29,1742.72
2011-05-31,1768.683
2011-06-30,1715.359
2011-07-29,1636.41
2011-08-31,1645.599
2011-09-30,1440.352
2011-10-31,1535.991
2011-11-30,1601.475
2011-12-30,1607.117
2012-01-31,1602.996
2012-02-29,1665.968
2012-03-30,1631.73
2012-04-30,1638.155
2012-05-31,1555.549
2012-06-29,1673.354
2012-07-31,1689.955
2012-08-31,1748.807
2012-09-28,1826.44
2012-10-31,1905.317
2012-11-30,1923.808
2012-12-31,2024.679
2013-01-31,2099.517
2013-02-28,2017.518
2013-03-29,2004.666
2013-04-30,2245.777
2013-05-31,2102.508
2013-06-28,2010.079
2013-07-31,2022.617
2013-08-30,1913.866
2013-09-30,1924.199
2013-10-31,2156.787
2013-11-29,2206.096
2013-12-31,2245.47
2014-01-31,2165.17
2014-02-28,2299.496
2014-03-31,2322.009
2014-04-30,2342.1
2014-05-30,2481.189
2014-06-30,2451.455
2014-07-31,2426.507
2014-08-29,2482.911
2014-09-30,2422.529
2014-10-31,1998.877
2014-11-28,1894.681
2014-12-31,1798.241
2015-01-30,1810.074
2015-02-27,1959.359
2015-03-31,1782.216
2015-04-30,2072.4
2015-05-29,1972.463
2015-06-30,1873.152
2015-07-31,1780.831
2015-08-31,1597.908
2015-09-30,1498.679
2015-10-30,1669.403
2015-11-30,1668.248
2015-12-31,1610.586
2016-01-29,1513.373
2016-02-29,1612.176
2016-03-31,1722.773
2016-04-29,1774.309
2016-05-31,1769.048
2016-06-30,1680.519
2016-07-29,1825.551
2016-08-31,1813.451
2016-09-30,1961.639
2016-10-31,1892.526
2016-11-30,1843.968
2016-12-30,1897.333
2017-01-31,2070.479
2017-02-28,1950.739
2017-03-31,1970.752
2017-04-28,1978.982
2017-05-31,2044.771
2017-06-30,2073.061
2017-07-31,2187.799
2017-08-31,2277.122
2017-09-29,2346.889
2017-10-31,2418.895
2017-11-30,2281.787
2017-12-29,2293.611
2018-01-31,2343.323
2018-02-28,2401.142
2018-03-30,2398.648
2018-04-30,2428.16
2018-05-31,2315.289
2018-06-29,2320.79
2018-07-31,2390.02
2018-08-31,2402.806
2018-09-28,2532.011
2018-10-31,2464.392
2018-11-30,2381.544
2018-12-31,2331.654
2019-01-31,2465.937
2019-02-28,2375.686
2019-03-29,2348.395
2019-04-30,2550.496
2019-05-31,2338.162
2019-06-28,2390.66
2019-07-31,2379.67
2019-08-30,2313.248
2019-09-30,2364.793
2019-10-31,2361.313
2019-11-29,2392.974
2019-12-31,2536.527
2020-01-31,2350.641
2020-02-28,2098.109
2020-03-31,1599.202
2020-04-30,1797.815
2020-05-29,1894.952
2020-06-30,1934.804
2020-07-31,2128.268
2020-08-31,2252.496
2020-09-30,2042.718
2020-10-30,1906.409
2020-11-30,2409.192
2020-12-31,2584.837
2021-01-29,2644.531
2021-02-26,2862.933
2021-03-31,3065.123
2021-04-30,3064.887
2021-05-31,3174.021
2021-06-30,3102.938
2021-07-30,3076.077
2021-08-31,3080.457
2021-09-30,3158.703
2021-10-29,3307.971
2021-11-30,2981.573
2021-12-31,3321.844
2022-01-31,3254.093
2022-02-28,3521.464
2022-03-31,3548.392
2022-04-29,3270.921
2022-05-31,3273.942
2022-06-30,2706.422
2022-07-29,2960.707
2022-08-31,2957.687
2022-09-30,2448.936
2022-10-31,2746.378
2022-11-30,2933.678
2022-12-30,2981.76
2023-01-31,3100.866
2023-02-28,2982.13
2023-03-31,2936.973
2023-04-28,2898.895
2023-05-31,2690.706
2023-06-30,2646.019
2023-07-31,2937.641
2023-08-31,2776.242
2023-09-29,2873.431
2023-10-31,2607.206
2023-11-30,2804.404
2023-12-29,2986.322
2024-01-31,2852.374
2024-02-29,2771.14
2024-03-29,2773.638
2024-04-30,2833.025
2024-05-31,3031.533
2024-06-28,2915.25
2024-07-31,2880.865
2024-08-30,2968.206
2024-09-30,3166.226
2024-10-31,3043.711
2024-11-29,3108.327
2024-12-31,2936.082
2025-01-31,3185.8
2025-02-28,3270.443
2025-03-31,3631.242
2025-04-30,3705.1
2025-05-30,3836.601
2025-06-30,3968.353
2025-07-31,3953.195
2025-08-29,4186.039
2025-09-30,4199.135
2025-10-31,4142.954
2025-11-28,4102.848
