Date,NORWAY MID VALUE Mid Cap
2001-01-01,179.503
2001-01-02,183.12
2001-01-03,180.865
2001-01-04,181.359
2001-01-05,181.961
2001-01-08,180.813
2001-01-09,178.459
2001-01-10,175.851
2001-01-11,178.01
2001-01-12,174.905
2001-01-15,172.419
2001-01-16,171.071
2001-01-17,168.324
2001-01-18,167.78
2001-01-19,162.873
2001-01-22,162.132
2001-01-23,161.906
2001-01-24,158.23
2001-01-25,158.207
2001-01-26,160.53
2001-01-29,162.273
2001-01-30,164.397
2001-01-31,164.549
2001-02-01,167.204
2001-02-02,168.285
2001-02-05,170.491
2001-02-06,172.737
2001-02-07,174.422
2001-02-08,172.567
2001-02-09,172.585
2001-02-12,172.501
2001-02-13,170.793
2001-02-14,169.76
2001-02-15,166.351
2001-02-16,168.989
2001-02-19,171.073
2001-02-20,168.965
2001-02-21,168.819
2001-02-22,167.592
2001-02-23,168.011
2001-02-26,168.588
2001-02-27,171.239
2001-02-28,170.89
2001-03-01,168.714
2001-03-02,169.159
2001-03-05,170.154
2001-03-06,174.335
2001-03-07,173.103
2001-03-08,174.725
2001-03-09,174.984
2001-03-12,170.453
2001-03-13,164.295
2001-03-14,156.675
2001-03-15,160.326
2001-03-16,155.291
2001-03-19,156.391
2001-03-20,157.704
2001-03-21,156.844
2001-03-22,150.835
2001-03-23,150.877
2001-03-26,152.644
2001-03-27,154.636
2001-03-28,153.188
2001-03-29,151.779
2001-03-30,153.083
2001-04-02,155.21
2001-04-03,154.101
2001-04-04,154.766
2001-04-05,155.649
2001-04-06,158.609
2001-04-09,158.831
2001-04-10,160.113
2001-04-11,161.629
2001-04-12,163.163
2001-04-13,163.163
2001-04-16,161.501
2001-04-17,162.167
2001-04-18,161.032
2001-04-19,159.998
2001-04-20,161.768
2001-04-23,160.885
2001-04-24,161.797
2001-04-25,160.88
2001-04-26,162.987
2001-04-27,163.355
2001-04-30,164.209
2001-05-01,165.178
2001-05-02,164.858
2001-05-03,162.972
2001-05-04,165.771
2001-05-07,167.251
2001-05-08,167.81
2001-05-09,166.339
2001-05-10,168.974
2001-05-11,169.688
2001-05-14,167.131
2001-05-15,169.356
2001-05-16,170.034
2001-05-17,170.05
2001-05-18,172.925
2001-05-21,176.269
2001-05-22,172.321
2001-05-23,168.719
2001-05-24,168.799
2001-05-25,170.355
2001-05-28,169.126
2001-05-29,165.332
2001-05-30,164.466
2001-05-31,163.271
2001-06-01,162.32
2001-06-04,162.55
2001-06-05,165.264
2001-06-06,166.36
2001-06-07,167.808
2001-06-08,166.702
2001-06-11,162.791
2001-06-12,162.075
2001-06-13,164.309
2001-06-14,160.886
2001-06-15,160.575
2001-06-18,161.266
2001-06-19,162.369
2001-06-20,160.9
2001-06-21,158.649
2001-06-22,159.673
2001-06-25,159.559
2001-06-26,158.854
2001-06-27,158.864
2001-06-28,158.929
2001-06-29,156.177
2001-07-02,158.112
2001-07-03,160.033
2001-07-04,160.865
2001-07-05,159.207
2001-07-06,159.118
2001-07-09,160.368
2001-07-10,161.035
2001-07-11,161.04
2001-07-12,162.348
2001-07-13,160.272
2001-07-16,158.179
2001-07-17,156.601
2001-07-18,159.159
2001-07-19,162.199
2001-07-20,162.154
2001-07-23,161.675
2001-07-24,160.119
2001-07-25,158.545
2001-07-26,159.483
2001-07-27,159.828
2001-07-30,159.272
2001-07-31,158.205
2001-08-01,158.88
2001-08-02,158.67
2001-08-03,159.7
2001-08-06,158.118
2001-08-07,157.256
2001-08-08,157.574
2001-08-09,160.234
2001-08-10,162.756
2001-08-13,163.176
2001-08-14,164.623
2001-08-15,164.984
2001-08-16,165.524
2001-08-17,165.187
2001-08-20,161.902
2001-08-21,163.278
2001-08-22,167.709
2001-08-23,166.087
2001-08-24,168.198
2001-08-27,166.199
2001-08-28,166.391
2001-08-29,165.967
2001-08-30,165.863
2001-08-31,165.038
2001-09-03,164.28
2001-09-04,164.543
2001-09-05,166.343
