Date,NORWAY MID VALUE Mid Cap
2001-09-06,166.473
2001-09-07,166.108
2001-09-10,161.769
2001-09-11,163.752
2001-09-12,153.781
2001-09-13,156.329
2001-09-14,153.474
2001-09-17,151.588
2001-09-18,147.771
2001-09-19,144.562
2001-09-20,133.881
2001-09-21,120.072
2001-09-24,127.723
2001-09-25,128.084
2001-09-26,130.067
2001-09-27,130.743
2001-09-28,128.827
2001-10-01,126.922
2001-10-02,126.773
2001-10-03,124.473
2001-10-04,124.222
2001-10-05,123.704
2001-10-08,122.917
2001-10-09,123.666
2001-10-10,125.355
2001-10-11,129.619
2001-10-12,130.355
2001-10-15,128.37
2001-10-16,129.108
2001-10-17,131.471
2001-10-18,127.895
2001-10-19,126.122
2001-10-22,126.279
2001-10-23,127.913
2001-10-24,127.639
2001-10-25,126.387
2001-10-26,128.601
2001-10-29,129.146
2001-10-30,127.733
2001-10-31,125.54
2001-11-01,126.499
2001-11-02,126.632
2001-11-05,128.395
2001-11-06,129.542
2001-11-07,131.554
2001-11-08,131.905
2001-11-09,134.445
2001-11-12,130.212
2001-11-13,131.162
2001-11-14,133.804
2001-11-15,131.234
2001-11-16,130.509
2001-11-19,131.711
2001-11-20,131.762
2001-11-21,130.222
2001-11-22,129.563
2001-11-23,129.844
2001-11-26,132.357
2001-11-27,134.874
2001-11-28,134.855
2001-11-29,134.534
2001-11-30,136.961
2001-12-03,135.426
2001-12-04,136.843
2001-12-05,136.75
2001-12-06,138.35
2001-12-07,139.144
2001-12-10,138.371
2001-12-11,139.108
2001-12-12,140.286
2001-12-13,139.657
2001-12-14,140.093
2001-12-17,138.511
2001-12-18,140.045
2001-12-19,138.927
2001-12-20,139.347
2001-12-21,141.127
2001-12-24,139.325
2001-12-25,139.325
2001-12-26,139.515
2001-12-27,143.901
2001-12-28,144.755
2001-12-31,145.805
2002-01-01,145.805
2002-01-02,147.898
2002-01-03,146.464
2002-01-04,146.755
2002-01-07,149.08
2002-01-08,148.283
2002-01-09,149.53
2002-01-10,148.42
2002-01-11,148.994
2002-01-14,148.582
2002-01-15,146.038
2002-01-16,143.16
2002-01-17,144.311
2002-01-18,144.596
2002-01-21,145.069
2002-01-22,144.664
2002-01-23,144.109
2002-01-24,144.957
2002-01-25,143.269
2002-01-28,143.958
2002-01-29,144.218
2002-01-30,141.714
2002-01-31,141.489
2002-02-01,140.998
2002-02-04,143.377
2002-02-05,143.026
2002-02-06,143.548
2002-02-07,141.488
2002-02-08,140.293
2002-02-11,141.487
2002-02-12,141.622
2002-02-13,143.181
2002-02-14,145.351
2002-02-15,146.721
2002-02-18,145.733
2002-02-19,145.917
2002-02-20,146.251
2002-02-21,148.418
2002-02-22,148.741
2002-02-25,149.055
2002-02-26,148.963
2002-02-27,151.544
2002-02-28,151.346
2002-03-01,149.807
2002-03-04,150.713
2002-03-05,150.303
2002-03-06,151.927
2002-03-07,154.608
2002-03-08,154.876
2002-03-11,154.786
2002-03-12,155.1
2002-03-13,153.703
2002-03-14,154.941
2002-03-15,156.117
2002-03-18,156.393
2002-03-19,156.827
2002-03-20,158.094
2002-03-21,159.135
2002-03-22,158.376
2002-03-25,158.139
2002-03-26,157.587
2002-03-27,157.133
2002-03-28,157.212
2002-03-29,157.212
2002-04-01,158.398
2002-04-02,158.419
2002-04-03,161.082
2002-04-04,159.142
2002-04-05,160.498
2002-04-08,157.88
2002-04-09,157.29
2002-04-10,158.034
2002-04-11,158.97
2002-04-12,159.548
2002-04-15,159.461
2002-04-16,158.974
2002-04-17,160.443
2002-04-18,158.125
2002-04-19,159.147
2002-04-22,159.677
2002-04-23,157.707
2002-04-24,158.515
2002-04-25,159.622
2002-04-26,161.228
2002-04-29,160.449
2002-04-30,161.736
2002-05-01,162.733
2002-05-02,166.714
2002-05-03,169.072
2002-05-06,168.595
2002-05-07,168.089
2002-05-08,169.387
2002-05-09,169.686
2002-05-10,172.421
2002-05-13,172.366
2002-05-14,171.215
2002-05-15,171.566
2002-05-16,172.679
2002-05-17,174.524
2002-05-20,175.038
2002-05-21,171.921
2002-05-22,173.604
2002-05-23,176.082
2002-05-24,174.7
2002-05-27,172.12
2002-05-28,172.123
2002-05-29,169.322
2002-05-30,169.778
2002-05-31,168.364
2002-06-03,168.762
2002-06-04,165.457
2002-06-05,165.864
2002-06-06,169.301
2002-06-07,165.729
2002-06-10,166.9
2002-06-11,167.558
2002-06-12,169.131
2002-06-13,170.339
2002-06-14,168.074
2002-06-17,169.532
2002-06-18,170.587
2002-06-19,168.373
2002-06-20,165.395
2002-06-21,166.943
2002-06-24,162.99
2002-06-25,167.151
2002-06-26,161.709
2002-06-27,165.182
2002-06-28,170.911
2002-07-01,176.655
2002-07-02,175.402
2002-07-03,174.218
2002-07-04,174.618
2002-07-05,175.564
2002-07-08,178.523
2002-07-09,179.18
2002-07-10,176.786
2002-07-11,173.625
2002-07-12,170.636
2002-07-15,172.564
2002-07-16,170.411
2002-07-17,168.729
2002-07-18,168.454
2002-07-19,165.759
2002-07-22,159.702
2002-07-23,150.466
2002-07-24,145.259
2002-07-25,153.604
2002-07-26,150.901
2002-07-29,151.731
2002-07-30,156.695
2002-07-31,156.276
2002-08-01,156.938
2002-08-02,155.729
2002-08-05,152.285
2002-08-06,147.564
2002-08-07,149.586
2002-08-08,151.059
2002-08-09,156.699
2002-08-12,157.197
2002-08-13,162.323
2002-08-14,158.567
2002-08-15,159.74
2002-08-16,160.754
2002-08-19,159.284
2002-08-20,160.825
2002-08-21,159.716
2002-08-22,160.468
2002-08-23,161.108
2002-08-26,159.046
2002-08-27,159.605
2002-08-28,157.807
2002-08-29,155.185
2002-08-30,157.464
2002-09-02,154.062
2002-09-03,151.425
2002-09-04,150.694
2002-09-05,147.418
2002-09-06,150.618
2002-09-09,147.78
2002-09-10,146.043
2002-09-11,147.508
2002-09-12,146.94
2002-09-13,147.339
2002-09-16,146.061
2002-09-17,146.358
2002-09-18,144.214
2002-09-19,139.239
2002-09-20,137.502
2002-09-23,135.826
2002-09-24,133.043
2002-09-25,137.168
2002-09-26,138.233
2002-09-27,138.319
2002-09-30,139.152
2002-10-01,139.655
2002-10-02,143.214
2002-10-03,142.355
2002-10-04,141.741
2002-10-07,140.809
2002-10-08,139.0
2002-10-09,138.993
2002-10-10,139.717
2002-10-11,146.758
2002-10-14,145.664
2002-10-15,147.87
2002-10-16,144.73
2002-10-17,143.883
2002-10-18,138.887
2002-10-21,143.539
2002-10-22,142.088
2002-10-23,140.95
2002-10-24,139.341
2002-10-25,138.79
2002-10-28,140.778
2002-10-29,137.019
2002-10-30,138.267
2002-10-31,142.609
2002-11-01,140.15
2002-11-04,144.406
2002-11-05,145.853
2002-11-06,144.457
2002-11-07,145.49
2002-11-08,146.137
2002-11-11,144.016
2002-11-12,141.347
2002-11-13,141.625
2002-11-14,141.154
2002-11-15,144.09
2002-11-18,145.962
2002-11-19,143.047
2002-11-20,140.523
2002-11-21,144.07
2002-11-22,144.657
2002-11-25,144.758
2002-11-26,146.53
2002-11-27,146.983
2002-11-28,150.004
2002-11-29,153.279
2002-12-02,156.165
2002-12-03,152.148
2002-12-04,152.518
2002-12-05,152.125
2002-12-06,148.964
2002-12-09,146.91
2002-12-10,146.343
2002-12-11,145.001
2002-12-12,147.119
2002-12-13,147.131
2002-12-16,148.348
2002-12-17,148.016
2002-12-18,147.712
2002-12-19,148.145
2002-12-20,148.144
2002-12-23,147.01
2002-12-24,147.683
2002-12-25,147.683
2002-12-26,147.843
2002-12-27,148.8
2002-12-30,147.569
2002-12-31,148.249
2003-01-01,148.249
2003-01-02,150.401
2003-01-03,154.812
2003-01-06,155.628
2003-01-07,156.329
2003-01-08,152.328
2003-01-09,154.221
2003-01-10,153.924
2003-01-13,156.516
2003-01-14,155.062
2003-01-15,154.882
2003-01-16,155.218
2003-01-17,153.843
2003-01-20,153.165
2003-01-21,152.332
2003-01-22,151.019
2003-01-23,150.998
2003-01-24,152.047
2003-01-27,149.644
2003-01-28,145.833
2003-01-29,142.409
2003-01-30,141.879
2003-01-31,141.411
2003-02-03,141.604
2003-02-04,141.465
2003-02-05,139.64
2003-02-06,139.169
2003-02-07,138.378
2003-02-10,134.94
2003-02-11,137.143
2003-02-12,134.954
2003-02-13,133.753
2003-02-14,134.467
2003-02-17,134.24
2003-02-18,135.96
2003-02-19,134.321
2003-02-20,128.446
2003-02-21,128.053
2003-02-24,125.853
2003-02-25,119.158
2003-02-26,120.156
2003-02-27,118.971
2003-02-28,123.356
2003-03-03,124.374
2003-03-04,125.028
2003-03-05,126.701
2003-03-06,126.185
2003-03-07,122.637
2003-03-10,122.682
2003-03-11,124.666
2003-03-12,126.596
2003-03-13,128.106
2003-03-14,130.727
2003-03-17,127.153
2003-03-18,127.941
2003-03-19,128.149
2003-03-20,127.77
2003-03-21,128.382
2003-03-24,127.615
2003-03-25,129.673
2003-03-26,129.298
2003-03-27,128.0
2003-03-28,127.932
2003-03-31,126.935
2003-04-01,127.129
2003-04-02,127.774
2003-04-03,130.117
2003-04-04,131.217
2003-04-07,135.43
2003-04-08,133.861
2003-04-09,136.281
2003-04-10,135.577
2003-04-11,135.847
2003-04-14,136.115
2003-04-15,139.669
2003-04-16,141.248
2003-04-17,141.529
2003-04-18,141.529
2003-04-21,141.504
2003-04-22,141.3
2003-04-23,144.743
2003-04-24,144.733
2003-04-25,144.113
2003-04-28,144.318
2003-04-29,151.613
2003-04-30,155.243
2003-05-01,156.219
2003-05-02,154.824
2003-05-05,155.061
2003-05-06,156.587
2003-05-07,156.738
2003-05-08,154.244
2003-05-09,158.933
2003-05-12,161.371
2003-05-13,162.133
2003-05-14,164.163
2003-05-15,166.366
2003-05-16,171.651
2003-05-19,167.394
2003-05-20,166.207
2003-05-21,164.878
2003-05-22,166.66
2003-05-23,168.902
2003-05-26,168.588
2003-05-27,167.969
2003-05-28,170.012
2003-05-29,171.223
2003-05-30,172.431
2003-06-02,176.069
2003-06-03,173.16
2003-06-04,172.214
2003-06-05,171.897
2003-06-06,171.006
2003-06-09,171.324
2003-06-10,168.848
2003-06-11,169.299
2003-06-12,165.533
2003-06-13,167.677
2003-06-16,171.778
2003-06-17,173.573
2003-06-18,172.955
2003-06-19,174.427
2003-06-20,171.653
2003-06-23,167.67
2003-06-24,166.194
2003-06-25,165.881
2003-06-26,162.749
2003-06-27,163.367
2003-06-30,160.879
2003-07-01,162.015
2003-07-02,163.868
2003-07-03,164.603
2003-07-04,163.027
2003-07-07,162.128
2003-07-08,161.034
2003-07-09,159.467
2003-07-10,158.113
2003-07-11,159.338
2003-07-14,163.264
2003-07-15,161.793
2003-07-16,160.608
2003-07-17,159.686
2003-07-18,160.138
2003-07-21,160.356
2003-07-22,160.096
2003-07-23,163.941
2003-07-24,167.482
2003-07-25,170.327
2003-07-28,170.682
2003-07-29,169.807
2003-07-30,168.714
2003-07-31,167.732
2003-08-01,166.81
2003-08-04,168.069
2003-08-05,172.258
2003-08-06,171.066
2003-08-07,172.664
2003-08-08,173.92
2003-08-11,171.583
2003-08-12,171.12
2003-08-13,170.629
2003-08-14,170.804
2003-08-15,171.613
2003-08-18,168.769
2003-08-19,167.004
2003-08-20,168.477
2003-08-21,166.899
2003-08-22,165.672
2003-08-25,165.446
2003-08-26,162.624
2003-08-27,162.781
2003-08-28,166.559
2003-08-29,168.152
2003-09-01,168.88
2003-09-02,165.782
2003-09-03,164.861
2003-09-04,167.666
2003-09-05,169.14
2003-09-08,171.603
2003-09-09,172.942
2003-09-10,171.688
2003-09-11,171.596
2003-09-12,171.813
2003-09-15,172.458
2003-09-16,172.282
2003-09-17,174.944
2003-09-18,176.756
2003-09-19,177.047
2003-09-22,176.961
2003-09-23,178.169
2003-09-24,180.176
2003-09-25,176.985
2003-09-26,173.117
2003-09-29,175.985
2003-09-30,173.293
2003-10-01,176.579
2003-10-02,176.114
2003-10-03,174.53
2003-10-06,177.575
2003-10-07,177.541
2003-10-08,179.861
2003-10-09,181.773
2003-10-10,185.217
2003-10-13,184.49
2003-10-14,183.922
2003-10-15,186.207
2003-10-16,186.061
2003-10-17,185.029
2003-10-20,184.168
2003-10-21,185.004
2003-10-22,187.105
2003-10-23,186.345
2003-10-24,186.798
2003-10-27,188.762
2003-10-28,189.437
2003-10-29,190.491
2003-10-30,197.672
2003-10-31,196.292
2003-11-03,194.489
2003-11-04,195.796
2003-11-05,193.603
2003-11-06,196.33
2003-11-07,198.22
2003-11-10,199.703
2003-11-11,198.643
2003-11-12,202.537
2003-11-13,203.706
2003-11-14,204.787
2003-11-17,201.214
2003-11-18,203.178
2003-11-19,201.81
2003-11-20,200.683
2003-11-21,202.391
2003-11-24,202.159
2003-11-25,203.419
2003-11-26,205.974
2003-11-27,208.479
2003-11-28,208.109
2003-12-01,208.574
2003-12-02,212.558
2003-12-03,215.466
2003-12-04,215.944
2003-12-05,217.646
2003-12-08,218.651
2003-12-09,220.096
2003-12-10,217.721
2003-12-11,215.948
2003-12-12,218.355
2003-12-15,221.422
2003-12-16,222.113
2003-12-17,216.726
2003-12-18,215.872
2003-12-19,216.559
2003-12-22,217.322
2003-12-23,217.307
2003-12-24,216.721
2003-12-25,216.721
2003-12-26,216.415
2003-12-29,217.8
2003-12-30,217.605
2003-12-31,219.745
2004-01-01,219.745
2004-01-02,223.1
2004-01-05,222.826
2004-01-06,225.278
2004-01-07,224.364
2004-01-08,218.387
2004-01-09,222.101
2004-01-12,221.538
2004-01-13,221.383
2004-01-14,219.676
2004-01-15,216.979
2004-01-16,213.281
2004-01-19,215.116
2004-01-20,217.539
2004-01-21,219.795
2004-01-22,222.52
2004-01-23,219.139
2004-01-26,214.217
2004-01-27,214.93
2004-01-28,209.033
2004-01-29,203.132
2004-01-30,205.457
2004-02-02,210.284
2004-02-03,209.672
2004-02-04,212.786
2004-02-05,214.607
2004-02-06,216.717
2004-02-09,217.802
2004-02-10,213.861
2004-02-11,214.076
2004-02-12,218.67
2004-02-13,218.108
2004-02-16,220.25
2004-02-17,222.164
2004-02-18,224.296
2004-02-19,239.743
2004-02-20,242.2
2004-02-23,244.208
2004-02-24,244.22
2004-02-25,241.133
2004-02-26,237.805
2004-02-27,241.378
2004-03-01,248.312
2004-03-02,242.214
2004-03-03,239.391
2004-03-04,240.349
2004-03-05,249.072
2004-03-08,247.336
2004-03-09,246.271
2004-03-10,239.413
2004-03-11,238.428
2004-03-12,239.632
2004-03-15,236.432
2004-03-16,242.287
2004-03-17,242.269
2004-03-18,245.111
2004-03-19,246.579
2004-03-22,244.584
2004-03-23,243.709
2004-03-24,242.289
2004-03-25,239.531
2004-03-26,239.087
2004-03-29,242.828
2004-03-30,239.948
2004-03-31,246.97
2004-04-01,248.281
2004-04-02,246.104
2004-04-05,248.626
2004-04-06,245.482
2004-04-07,250.308
2004-04-08,249.257
2004-04-09,249.257
2004-04-12,247.126
2004-04-13,246.952
2004-04-14,246.091
2004-04-15,246.099
2004-04-16,245.152
2004-04-19,247.623
2004-04-20,246.347
2004-04-21,248.321
2004-04-22,248.158
2004-04-23,246.361
2004-04-26,252.784
2004-04-27,253.696
2004-04-28,257.409
2004-04-29,256.159
2004-04-30,247.338
2004-05-03,246.215
2004-05-04,252.797
2004-05-05,260.031
2004-05-06,258.939
2004-05-07,252.748
2004-05-10,245.541
2004-05-11,243.455
2004-05-12,243.522
2004-05-13,242.843
2004-05-14,241.686
2004-05-17,242.701
2004-05-18,239.553
2004-05-19,244.192
2004-05-20,242.624
2004-05-21,244.816
2004-05-24,246.409
2004-05-25,247.121
2004-05-26,247.853
2004-05-27,252.752
2004-05-28,253.308
2004-05-31,253.308
2004-06-01,252.753
2004-06-02,254.808
2004-06-03,255.543
2004-06-04,259.15
2004-06-07,262.169
2004-06-08,266.38
2004-06-09,260.351
2004-06-10,258.211
2004-06-11,256.422
2004-06-14,254.925
2004-06-15,255.79
2004-06-16,254.373
2004-06-17,256.125
2004-06-18,259.828
2004-06-21,257.891
2004-06-22,258.747
2004-06-23,257.506
2004-06-24,260.724
2004-06-25,264.138
2004-06-28,261.827
2004-06-29,259.86
2004-06-30,260.435
2004-07-01,264.559
2004-07-02,262.721
2004-07-05,264.741
2004-07-06,266.191
2004-07-07,266.148
2004-07-08,265.564
2004-07-09,265.798
2004-07-12,264.83
2004-07-13,265.683
2004-07-14,268.745
2004-07-15,269.187
2004-07-16,269.715
2004-07-19,266.724
2004-07-20,264.747
2004-07-21,260.937
2004-07-22,260.744
2004-07-23,257.95
2004-07-26,260.028
2004-07-27,260.248
2004-07-28,261.821
2004-07-29,259.731
2004-07-30,255.809
2004-08-02,258.538
2004-08-03,260.652
2004-08-04,261.575
2004-08-05,261.261
2004-08-06,262.159
2004-08-09,263.301
2004-08-10,264.276
2004-08-11,260.55
2004-08-12,270.752
2004-08-13,278.11
2004-08-16,276.093
2004-08-17,279.598
2004-08-18,278.842
2004-08-19,282.806
2004-08-20,281.886
2004-08-23,280.834
2004-08-24,279.389
2004-08-25,279.343
2004-08-26,279.344
2004-08-27,274.835
2004-08-30,276.162
2004-08-31,275.523
2004-09-01,280.686
2004-09-02,285.706
2004-09-03,281.264
2004-09-06,281.916
2004-09-07,279.65
2004-09-08,277.942
2004-09-09,282.581
2004-09-10,283.231
2004-09-13,280.573
2004-09-14,279.858
2004-09-15,276.355
2004-09-16,278.922
2004-09-17,283.072
2004-09-20,281.101
2004-09-21,282.588
2004-09-22,281.733
2004-09-23,285.92
2004-09-24,284.339
2004-09-27,285.659
2004-09-28,289.638
2004-09-29,292.178
2004-09-30,294.389
2004-10-01,301.467
2004-10-04,300.795
2004-10-05,302.891
2004-10-06,301.945
2004-10-07,301.533
2004-10-08,304.024
2004-10-11,303.599
2004-10-12,299.389
2004-10-13,299.971
2004-10-14,300.599
2004-10-15,303.701
2004-10-18,305.795
2004-10-19,306.277
2004-10-20,306.181
2004-10-21,311.487
2004-10-22,312.203
2004-10-25,310.636
2004-10-26,308.811
2004-10-27,309.127
2004-10-28,308.158
2004-10-29,308.414
2004-11-01,307.886
2004-11-02,306.796
2004-11-03,310.119
2004-11-04,310.915
2004-11-05,312.082
2004-11-08,314.356
2004-11-09,314.703
2004-11-10,315.845
2004-11-11,318.429
2004-11-12,322.948
2004-11-15,323.319
2004-11-16,323.767
2004-11-17,328.818
2004-11-18,328.22
2004-11-19,329.717
2004-11-22,328.903
2004-11-23,331.121
2004-11-24,333.828
2004-11-25,337.611
2004-11-26,338.091
2004-11-29,340.444
2004-11-30,339.96
2004-12-01,342.796
2004-12-02,333.937
2004-12-03,333.338
2004-12-06,341.735
2004-12-07,338.413
2004-12-08,329.261
2004-12-09,327.074
2004-12-10,331.033
2004-12-13,329.097
2004-12-14,333.89
2004-12-15,340.25
2004-12-16,334.984
2004-12-17,336.121
2004-12-20,342.884
2004-12-21,345.306
2004-12-22,342.063
2004-12-23,345.556
2004-12-24,346.242
2004-12-27,347.51
2004-12-28,345.623
2004-12-29,345.452
2004-12-30,345.925
2004-12-31,345.905
2005-01-03,343.179
2005-01-04,334.679
2005-01-05,327.922
2005-01-06,328.542
2005-01-07,328.134
2005-01-10,330.815
2005-01-11,331.362
2005-01-12,335.817
2005-01-13,336.059
2005-01-14,333.406
2005-01-17,331.269
2005-01-18,334.762
2005-01-19,334.458
2005-01-20,327.791
2005-01-21,327.721
2005-01-24,327.652
2005-01-25,338.359
2005-01-26,337.91
2005-01-27,338.473
2005-01-28,337.414
2005-01-31,342.173
2005-02-01,347.504
2005-02-02,353.082
2005-02-03,351.987
2005-02-04,351.719
2005-02-07,349.483
2005-02-08,342.93
2005-02-09,350.657
2005-02-10,349.549
2005-02-11,349.895
2005-02-14,354.048
2005-02-15,360.435
2005-02-16,358.762
2005-02-17,364.308
2005-02-18,364.983
2005-02-21,372.875
2005-02-22,374.569
2005-02-23,377.385
2005-02-24,387.071
2005-02-25,392.82
2005-02-28,395.55
2005-03-01,397.015
2005-03-02,392.734
2005-03-03,398.053
2005-03-04,401.082
2005-03-07,398.533
2005-03-08,401.1
2005-03-09,398.167
2005-03-10,401.291
2005-03-11,403.599
2005-03-14,402.972
2005-03-15,402.247
2005-03-16,406.693
2005-03-17,412.505
2005-03-18,405.683
2005-03-21,402.501
2005-03-22,409.517
2005-03-23,396.129
2005-03-24,393.536
2005-03-25,393.536
2005-03-28,390.468
2005-03-29,391.164
2005-03-30,392.053
2005-03-31,397.589
2005-04-01,397.25
2005-04-04,396.837
2005-04-05,403.463
2005-04-06,401.682
2005-04-07,407.522
2005-04-08,400.782
2005-04-11,405.018
2005-04-12,401.605
2005-04-13,404.016
2005-04-14,401.095
2005-04-15,394.57
2005-04-18,385.998
2005-04-19,390.343
2005-04-20,391.658
2005-04-21,395.875
2005-04-22,400.862
2005-04-25,401.332
2005-04-26,393.292
2005-04-27,386.614
2005-04-28,374.17
2005-04-29,370.219
2005-05-02,370.589
2005-05-03,380.133
2005-05-04,383.508
2005-05-05,383.105
2005-05-06,378.806
2005-05-09,380.195
2005-05-10,377.859
2005-05-11,378.545
2005-05-12,379.835
2005-05-13,372.412
2005-05-16,371.436
2005-05-17,371.587
2005-05-18,376.775
2005-05-19,381.272
2005-05-20,387.02
2005-05-23,384.184
2005-05-24,391.378
2005-05-25,389.4
2005-05-26,393.86
2005-05-27,391.504
2005-05-30,393.067
2005-05-31,386.582
2005-06-01,389.834
2005-06-02,399.506
2005-06-03,396.311
2005-06-06,401.406
2005-06-07,404.517
2005-06-08,397.145
2005-06-09,397.055
2005-06-10,404.823
2005-06-13,399.008
2005-06-14,402.091
2005-06-15,399.002
2005-06-16,392.293
2005-06-17,397.505
2005-06-20,395.715
2005-06-21,396.422
2005-06-22,401.323
2005-06-23,407.31
2005-06-24,409.828
2005-06-27,403.535
2005-06-28,402.108
2005-06-29,405.254
2005-06-30,407.909
2005-07-01,413.844
2005-07-04,414.536
2005-07-05,410.189
2005-07-06,422.199
2005-07-07,407.712
2005-07-08,421.804
2005-07-11,425.967
2005-07-12,420.734
2005-07-13,426.878
2005-07-14,423.748
2005-07-15,417.104
2005-07-18,420.821
2005-07-19,419.087
2005-07-20,416.946
2005-07-21,425.575
2005-07-22,424.927
2005-07-25,428.506
2005-07-26,427.792
2005-07-27,425.385
2005-07-28,423.034
2005-07-29,435.857
2005-08-01,435.244
2005-08-02,438.416
2005-08-03,442.668
2005-08-04,448.001
2005-08-05,440.588
2005-08-08,444.887
2005-08-09,440.714
2005-08-10,438.618
2005-08-11,441.402
2005-08-12,444.79
2005-08-15,439.233
2005-08-16,439.6
2005-08-17,447.92
2005-08-18,439.96
2005-08-19,435.13
2005-08-22,438.44
2005-08-23,433.055
2005-08-24,440.253
2005-08-25,448.063
2005-08-26,445.454
2005-08-29,447.614
2005-08-30,438.81
2005-08-31,450.427
2005-09-01,464.608
2005-09-02,467.409
2005-09-05,464.43
2005-09-06,459.951
2005-09-07,463.577
2005-09-08,459.125
2005-09-09,456.781
2005-09-12,452.831
2005-09-13,444.537
2005-09-14,450.101
2005-09-15,449.517
2005-09-16,447.127
2005-09-19,447.46
2005-09-20,448.28
2005-09-21,445.093
2005-09-22,436.949
2005-09-23,428.215
2005-09-26,426.221
2005-09-27,423.217
2005-09-28,432.312
2005-09-29,433.499
2005-09-30,433.273
2005-10-03,424.997
2005-10-04,419.655
2005-10-05,418.315
2005-10-06,409.698
2005-10-07,413.494
2005-10-10,410.397
2005-10-11,416.806
2005-10-12,410.196
2005-10-13,394.84
2005-10-14,401.191
2005-10-17,397.255
2005-10-18,384.348
2005-10-19,374.808
2005-10-20,383.035
2005-10-21,375.514
2005-10-24,383.604
2005-10-25,399.677
2005-10-26,394.395
2005-10-27,391.227
2005-10-28,397.612
2005-10-31,396.268
2005-11-01,404.055
2005-11-02,405.995
2005-11-03,416.538
2005-11-04,413.905
2005-11-07,412.211
2005-11-08,413.58
2005-11-09,415.444
