Date,JAPAN SMALL GROWTH Small Cap
2002-01-03,553.037
2002-01-04,557.88
2002-01-07,557.64
2002-01-08,545.08
2002-01-09,547.915
2002-01-10,542.278
2002-01-11,540.76
2002-01-14,542.407
2002-01-15,536.517
2002-01-16,534.986
2002-01-17,531.666
2002-01-18,541.69
2002-01-21,548.391
2002-01-22,533.34
2002-01-23,529.164
2002-01-24,527.934
2002-01-25,527.583
2002-01-28,533.537
2002-01-29,529.401
2002-01-30,528.749
2002-01-31,525.685
2002-02-01,520.265
2002-02-04,516.512
2002-02-05,504.453
2002-02-06,503.289
2002-02-07,506.089
2002-02-08,505.098
2002-02-11,509.596
2002-02-12,523.685
2002-02-13,527.512
2002-02-14,531.389
2002-02-15,529.824
2002-02-18,529.879
2002-02-19,517.116
2002-02-20,517.329
2002-02-21,524.935
2002-02-22,528.542
2002-02-25,528.06
2002-02-26,526.811
2002-02-27,537.18
2002-02-28,542.982
2002-03-01,549.794
2002-03-04,567.975
2002-03-05,565.451
2002-03-06,569.385
2002-03-07,594.474
2002-03-08,595.746
2002-03-11,609.968
2002-03-12,601.194
2002-03-13,585.774
2002-03-14,587.675
2002-03-15,593.888
2002-03-18,584.135
2002-03-19,589.872
2002-03-20,587.661
2002-03-21,585.277
2002-03-22,576.388
2002-03-25,571.242
2002-03-26,573.095
2002-03-27,580.627
2002-03-28,577.43
2002-03-29,570.828
2002-04-01,563.873
2002-04-02,568.16
2002-04-03,577.015
2002-04-04,586.146
2002-04-05,590.696
2002-04-08,594.862
2002-04-09,589.173
2002-04-10,595.252
2002-04-11,586.974
2002-04-12,581.228
2002-04-15,584.232
2002-04-16,591.557
2002-04-17,596.367
2002-04-18,602.189
2002-04-19,600.165
2002-04-22,609.018
2002-04-23,610.163
2002-04-24,611.137
2002-04-25,617.554
2002-04-26,614.98
2002-04-29,613.807
2002-04-30,607.102
2002-05-01,615.593
2002-05-02,614.357
2002-05-03,619.051
2002-05-06,617.264
2002-05-07,608.323
2002-05-08,606.918
2002-05-09,610.965
2002-05-10,614.47
2002-05-13,610.611
2002-05-14,604.341
2002-05-15,611.807
2002-05-16,620.455
2002-05-17,631.423
2002-05-20,639.021
2002-05-21,651.942
2002-05-22,658.287
2002-05-23,658.535
2002-05-24,662.638
2002-05-27,662.215
2002-05-28,665.78
2002-05-29,663.515
2002-05-30,669.1
2002-05-31,663.455
2002-06-03,669.418
2002-06-04,662.311
2002-06-05,660.972
2002-06-06,656.756
2002-06-07,653.187
2002-06-10,650.209
2002-06-11,646.631
2002-06-12,640.809
2002-06-13,633.135
2002-06-14,628.369
2002-06-17,610.078
2002-06-18,617.214
2002-06-19,606.137
2002-06-20,615.228
2002-06-21,616.331
2002-06-24,619.638
2002-06-25,620.51
2002-06-26,620.048
2002-06-27,617.041
2002-06-28,630.243
2002-07-01,633.564
2002-07-02,633.427
2002-07-03,646.247
2002-07-04,640.66
2002-07-05,644.537
2002-07-08,649.536
2002-07-09,662.149
2002-07-10,657.386
2002-07-11,654.007
2002-07-12,653.81
2002-07-15,649.281
2002-07-16,641.16
2002-07-17,636.719
2002-07-18,647.779
2002-07-19,640.65
2002-07-22,631.714
2002-07-23,627.81
2002-07-24,628.686
2002-07-25,624.59
2002-07-26,600.032
2002-07-29,594.228
2002-07-30,602.756
2002-07-31,600.209
2002-08-01,594.497
2002-08-02,590.643
2002-08-05,589.697
2002-08-06,568.686
2002-08-07,581.3
2002-08-08,578.588
2002-08-09,593.61
2002-08-12,586.299
2002-08-13,583.097
2002-08-14,596.81
2002-08-15,598.385
2002-08-16,598.609
2002-08-19,585.729
2002-08-20,584.191
2002-08-21,584.456
2002-08-22,585.714
2002-08-23,587.839
2002-08-26,596.452
2002-08-27,595.65
2002-08-28,590.673
2002-08-29,579.438
2002-08-30,581.999
2002-09-02,575.959
2002-09-03,566.024
2002-09-04,550.882
2002-09-05,555.579
2002-09-06,546.914
2002-09-09,553.34
2002-09-10,550.649
2002-09-11,550.183
2002-09-12,553.174
2002-09-13,544.486
2002-09-16,539.338
2002-09-17,552.166
2002-09-18,552.747
2002-09-19,560.726
2002-09-20,546.089
2002-09-23,543.817
2002-09-24,541.304
2002-09-25,537.908
2002-09-26,542.255
2002-09-27,548.677
2002-09-30,548.148
2002-10-01,532.988
2002-10-02,524.444
2002-10-03,518.541
2002-10-04,514.528
2002-10-07,489.679
2002-10-08,488.779
2002-10-09,481.436
2002-10-10,477.562
2002-10-11,483.622
2002-10-14,483.311
2002-10-15,495.758
2002-10-16,498.518
2002-10-17,499.617
2002-10-18,502.301
2002-10-21,506.787
2002-10-22,491.934
2002-10-23,494.056
2002-10-24,486.304
2002-10-25,494.376
2002-10-28,494.991
2002-10-29,497.408
2002-10-30,498.247
2002-10-31,494.02
2002-11-01,494.179
2002-11-04,493.292
2002-11-05,506.704
2002-11-06,506.103
2002-11-07,510.526
2002-11-08,508.8
2002-11-11,496.743
2002-11-12,497.054
2002-11-13,490.515
2002-11-14,476.395
2002-11-15,480.828
2002-11-18,467.176
2002-11-19,457.804
2002-11-20,462.668
2002-11-21,472.122
2002-11-22,479.496
2002-11-25,492.09
2002-11-26,489.535
2002-11-27,492.898
2002-11-28,499.323
2002-11-29,504.291
2002-12-02,495.847
2002-12-03,495.659
2002-12-04,486.368
2002-12-05,482.201
2002-12-06,482.564
2002-12-09,479.86
2002-12-10,480.777
2002-12-11,478.474
2002-12-12,477.349
2002-12-13,480.907
2002-12-16,468.871
2002-12-17,471.719
2002-12-18,460.078
2002-12-19,466.95
2002-12-20,467.191
2002-12-23,468.583
2002-12-24,469.757
2002-12-25,470.406
2002-12-26,480.608
2002-12-27,487.845
2002-12-30,491.314
2002-12-31,490.674
2003-01-01,490.674
2003-01-02,486.066
2003-01-03,486.127
2003-01-06,499.57
2003-01-07,490.377
2003-01-08,484.505
2003-01-09,486.738
2003-01-10,485.042
2003-01-13,487.468
2003-01-14,495.841
2003-01-15,500.9
2003-01-16,501.32
2003-01-17,503.661
2003-01-20,503.332
2003-01-21,506.877
2003-01-22,501.861
2003-01-23,509.488
2003-01-24,509.466
2003-01-27,500.952
2003-01-28,497.066
2003-01-29,489.535
2003-01-30,484.358
2003-01-31,480.171
2003-02-03,486.784
2003-02-04,495.123
2003-02-05,497.902
2003-02-06,496.552
2003-02-07,494.374
2003-02-10,492.469
2003-02-11,490.948
2003-02-12,499.099
2003-02-13,500.159
2003-02-14,501.762
2003-02-17,505.198
2003-02-18,511.008
2003-02-19,509.936
2003-02-20,509.202
2003-02-21,501.992
2003-02-24,504.657
2003-02-25,496.466
2003-02-26,497.635
2003-02-27,495.672
2003-02-28,495.161
2003-03-03,501.137
2003-03-04,503.355
2003-03-05,503.537
2003-03-06,501.185
2003-03-07,492.623
2003-03-10,482.816
2003-03-11,477.385
2003-03-12,479.251
2003-03-13,476.067
2003-03-14,475.655
2003-03-17,468.559
2003-03-18,471.761
2003-03-19,468.831
2003-03-20,476.726
2003-03-21,471.643
2003-03-24,489.915
2003-03-25,488.164
2003-03-26,495.744
2003-03-27,499.138
2003-03-28,496.501
2003-03-31,490.509
2003-04-01,491.71
2003-04-02,494.585
2003-04-03,490.399
2003-04-04,491.444
2003-04-07,496.445
2003-04-08,495.604
2003-04-09,494.911
2003-04-10,496.028
2003-04-11,492.044
2003-04-14,491.452
2003-04-15,497.158
2003-04-16,500.37
2003-04-17,504.841
2003-04-18,506.383
2003-04-21,508.231
2003-04-22,504.797
2003-04-23,502.641
2003-04-24,503.342
2003-04-25,497.517
2003-04-28,494.798
2003-04-29,495.501
2003-04-30,506.003
2003-05-01,514.404
2003-05-02,514.255
2003-05-05,515.469
2003-05-06,523.63
2003-05-07,530.911
2003-05-08,526.979
2003-05-09,530.309
2003-05-12,534.418
2003-05-13,537.229
2003-05-14,539.468
2003-05-15,536.237
2003-05-16,539.274
2003-05-19,530.208
2003-05-20,531.361
2003-05-21,528.581
2003-05-22,530.021
2003-05-23,536.48
2003-05-26,536.96
2003-05-27,530.086
2003-05-28,527.468
2003-05-29,533.896
2003-05-30,528.5
2003-06-02,536.25
2003-06-03,535.439
2003-06-04,534.958
2003-06-05,544.798
2003-06-06,543.332
2003-06-09,547.594
2003-06-10,548.376
2003-06-11,549.807
2003-06-12,548.634
2003-06-13,553.152
2003-06-16,551.871
2003-06-17,551.277
2003-06-18,553.066
2003-06-19,552.629
2003-06-20,556.797
2003-06-23,563.705
2003-06-24,554.519
2003-06-25,562.302
2003-06-26,555.43
2003-06-27,564.328
2003-06-30,564.743
2003-07-01,574.846
2003-07-02,586.505
2003-07-03,583.512
2003-07-04,585.534
2003-07-07,593.375
2003-07-08,595.29
2003-07-09,599.565
2003-07-10,599.272
2003-07-11,587.092
2003-07-14,593.369
2003-07-15,595.823
2003-07-16,587.269
2003-07-17,574.08
2003-07-18,575.383
2003-07-21,577.471
2003-07-22,571.726
2003-07-23,584.149
2003-07-24,584.939
2003-07-25,584.799
2003-07-28,589.711
2003-07-29,589.824
2003-07-30,583.15
2003-07-31,578.628
2003-08-01,585.932
2003-08-04,580.042
2003-08-05,573.207
2003-08-06,568.501
2003-08-07,573.278
2003-08-08,571.403
2003-08-11,580.31
2003-08-12,584.599
2003-08-13,590.257
2003-08-14,597.024
2003-08-15,597.218
2003-08-18,605.579
2003-08-19,611.744
2003-08-20,622.831
2003-08-21,628.559
2003-08-22,626.452
2003-08-25,627.655
2003-08-26,629.707
2003-08-27,626.045
2003-08-28,623.932
2003-08-29,635.122
2003-09-01,649.559
2003-09-02,649.852
2003-09-03,652.783
2003-09-04,647.473
2003-09-05,645.357
2003-09-08,648.532
2003-09-09,659.085
2003-09-10,654.046
2003-09-11,645.23
2003-09-12,652.776
2003-09-15,652.11
2003-09-16,663.154
2003-09-17,667.363
2003-09-18,677.329
2003-09-19,687.875
2003-09-22,689.351
2003-09-23,692.165
2003-09-24,684.457
2003-09-25,676.56
2003-09-26,677.768
2003-09-29,678.83
2003-09-30,683.605
2003-10-01,694.197
2003-10-02,706.853
2003-10-03,712.222
2003-10-06,711.15
2003-10-07,721.488
2003-10-08,715.984
2003-10-09,721.233
2003-10-10,734.542
2003-10-13,732.015
2003-10-14,738.67
2003-10-15,739.759
2003-10-16,755.818
2003-10-17,763.165
2003-10-20,766.746
2003-10-21,758.255
2003-10-22,752.3
2003-10-23,709.993
2003-10-24,721.955
2003-10-27,737.677
2003-10-28,745.015
2003-10-29,759.197
2003-10-30,762.227
2003-10-31,749.766
2003-11-03,741.17
2003-11-04,769.025
2003-11-05,756.462
2003-11-06,738.228
2003-11-07,741.743
2003-11-10,748.457
2003-11-11,722.447
2003-11-12,711.469
2003-11-13,720.54
2003-11-14,710.248
2003-11-17,671.082
2003-11-18,671.587
2003-11-19,657.344
2003-11-20,669.133
2003-11-21,672.224
2003-11-24,669.671
2003-11-25,680.684
2003-11-26,695.98
2003-11-27,695.707
2003-11-28,687.411
2003-12-01,698.27
2003-12-02,704.942
2003-12-03,707.497
2003-12-04,706.556
2003-12-05,705.161
2003-12-08,691.991
2003-12-09,689.737
2003-12-10,673.789
2003-12-11,676.924
2003-12-12,685.52
2003-12-15,701.337
2003-12-16,692.382
2003-12-17,685.548
2003-12-18,681.2
2003-12-19,685.49
2003-12-22,691.213
2003-12-23,691.567
2003-12-24,695.895
2003-12-25,700.564
2003-12-26,707.434
2003-12-29,718.885
2003-12-30,729.097
2003-12-31,727.499
2004-01-01,727.499
2004-01-02,728.518
2004-01-05,744.242
2004-01-06,741.191
2004-01-07,744.316
2004-01-08,751.995
2004-01-09,755.487
2004-01-12,755.061
2004-01-13,752.582
2004-01-14,757.815
2004-01-15,752.044
2004-01-16,753.834
2004-01-19,759.377
2004-01-20,763.025
2004-01-21,765.103
2004-01-22,767.66
2004-01-23,769.547
2004-01-26,763.915
2004-01-27,764.142
2004-01-28,757.507
2004-01-29,744.51
2004-01-30,750.023
2004-02-02,758.63
2004-02-03,752.387
2004-02-04,733.73
2004-02-05,734.145
2004-02-06,739.209
2004-02-09,735.714
2004-02-10,734.906
2004-02-11,734.906
2004-02-12,740.046
2004-02-13,743.435
2004-02-16,747.663
2004-02-17,751.119
2004-02-18,745.182
2004-02-19,738.334
2004-02-20,725.898
2004-02-23,735.805
2004-02-24,727.276
2004-02-25,722.187
2004-02-26,723.688
2004-02-27,740.842
2004-03-01,757.377
2004-03-02,753.89
2004-03-03,756.744
2004-03-04,760.175
2004-03-05,760.368
2004-03-08,754.831
2004-03-09,764.444
2004-03-10,764.329
2004-03-11,767.048
2004-03-12,759.565
2004-03-15,772.534
2004-03-16,783.889
2004-03-17,803.083
2004-03-18,812.237
2004-03-19,809.351
2004-03-22,812.874
2004-03-23,812.222
2004-03-24,823.779
2004-03-25,836.209
2004-03-26,849.137
2004-03-29,859.165
2004-03-30,858.355
2004-03-31,884.513
2004-04-01,898.376
2004-04-02,902.573
2004-04-05,902.526
2004-04-06,895.672
2004-04-07,902.11
2004-04-08,900.281
2004-04-09,884.383
2004-04-12,907.046
2004-04-13,909.087
2004-04-14,900.761
2004-04-15,881.147
2004-04-16,888.627
2004-04-19,869.589
2004-04-20,884.817
2004-04-21,881.8
2004-04-22,879.445
2004-04-23,887.715
2004-04-26,892.925
2004-04-27,881.235
2004-04-28,883.443
2004-04-29,881.555
2004-04-30,869.61
2004-05-03,869.299
2004-05-04,873.612
2004-05-05,883.342
2004-05-06,861.301
2004-05-07,830.526
2004-05-10,756.796
2004-05-11,757.427
2004-05-12,786.991
2004-05-13,762.002
2004-05-14,749.904
2004-05-17,713.291
2004-05-18,729.954
2004-05-19,770.116
2004-05-20,766.849
2004-05-21,789.881
2004-05-24,789.668
2004-05-25,786.714
2004-05-26,800.619
2004-05-27,801.351
2004-05-28,815.712
2004-05-31,813.427
2004-06-01,826.772
2004-06-02,820.485
2004-06-03,803.04
2004-06-04,804.557
2004-06-07,830.047
2004-06-08,834.493
2004-06-09,841.202
2004-06-10,848.622
2004-06-11,845.495
2004-06-14,845.508
2004-06-15,847.003
2004-06-16,858.956
2004-06-17,869.156
2004-06-18,865.431
2004-06-21,874.699
2004-06-22,864.848
2004-06-23,865.334
2004-06-24,885.67
2004-06-25,884.946
2004-06-28,897.835
2004-06-29,899.007
2004-06-30,901.273
2004-07-01,909.132
2004-07-02,901.491
2004-07-05,883.708
2004-07-06,868.719
2004-07-07,870.82
2004-07-08,861.913
2004-07-09,878.009
2004-07-12,892.132
2004-07-13,885.233
2004-07-14,868.239
2004-07-15,854.994
2004-07-16,870.135
2004-07-19,873.472
2004-07-20,863.774
2004-07-21,860.401
2004-07-22,854.307
2004-07-23,844.279
2004-07-26,829.841
2004-07-27,803.579
2004-07-28,811.166
2004-07-29,795.037
2004-07-30,812.257
2004-08-02,811.502
2004-08-03,801.376
2004-08-04,788.133
2004-08-05,792.757
2004-08-06,798.024
2004-08-09,791.235
2004-08-10,798.518
2004-08-11,803.095
2004-08-12,805.312
2004-08-13,793.119
2004-08-16,783.32
2004-08-17,786.228
2004-08-18,788.531
2004-08-19,800.935
2004-08-20,806.858
2004-08-23,809.447
2004-08-24,806.108
2004-08-25,810.085
2004-08-26,817.838
2004-08-27,823.131
2004-08-30,821.291
2004-08-31,820.236
2004-09-01,829.091
2004-09-02,833.485
2004-09-03,818.974
2004-09-06,828.865
2004-09-07,832.565
2004-09-08,832.346
2004-09-09,821.421
2004-09-10,819.525
2004-09-13,821.603
2004-09-14,827.174
2004-09-15,809.744
2004-09-16,808.367
2004-09-17,801.168
2004-09-20,802.698
2004-09-21,794.935
2004-09-22,788.382
2004-09-23,790.561
2004-09-24,781.438
2004-09-27,774.626
2004-09-28,767.113
2004-09-29,770.162
2004-09-30,786.436
2004-10-01,795.464
2004-10-04,804.068
2004-10-05,803.245
2004-10-06,809.427
2004-10-07,808.828
2004-10-08,817.771
2004-10-11,821.702
2004-10-12,810.295
2004-10-13,805.352
2004-10-14,794.093
2004-10-15,797.088
2004-10-18,791.201
2004-10-19,801.765
2004-10-20,791.97
2004-10-21,789.636
2004-10-22,794.713
2004-10-25,789.258
2004-10-26,786.849
2004-10-27,789.915
2004-10-28,801.15
2004-10-29,796.915
2004-11-01,788.241
2004-11-02,799.616
2004-11-03,800.234
2004-11-04,806.841
2004-11-05,816.841
2004-11-08,811.475
2004-11-09,811.681
2004-11-10,805.398
2004-11-11,800.648
2004-11-12,817.623
2004-11-15,833.408
2004-11-16,831.34
2004-11-17,837.674
2004-11-18,833.746
2004-11-19,841.256
2004-11-22,824.805
2004-11-23,822.296
2004-11-24,831.019
2004-11-25,834.541
2004-11-26,831.003
2004-11-29,840.206
2004-11-30,835.957
2004-12-01,827.587
2004-12-02,834.209
2004-12-03,840.349
2004-12-06,838.434
2004-12-07,831.632
2004-12-08,813.876
2004-12-09,802.448
2004-12-10,796.727
2004-12-13,797.888
2004-12-14,796.972
2004-12-15,808.962
2004-12-16,808.417
2004-12-17,815.534
2004-12-20,823.823
2004-12-21,823.733
2004-12-22,832.008
2004-12-23,835.782
2004-12-24,842.683
2004-12-27,847.147
2004-12-28,852.812
2004-12-29,849.649
2004-12-30,866.485
2004-12-31,871.262
2005-01-03,867.832
2005-01-04,860.31
2005-01-05,861.707
2005-01-06,856.69
2005-01-07,862.103
2005-01-10,865.197
2005-01-11,879.396
2005-01-12,887.463
2005-01-13,884.784
2005-01-14,888.754
2005-01-17,903.577
2005-01-18,895.294
2005-01-19,897.961
2005-01-20,883.987
2005-01-21,884.144
2005-01-24,894.678
2005-01-25,884.609
2005-01-26,899.332
2005-01-27,896.385
2005-01-28,891.228
2005-01-31,900.666
2005-02-01,895.672
2005-02-02,904.904
2005-02-03,897.413
2005-02-04,901.018
2005-02-07,899.618
2005-02-08,887.598
2005-02-09,887.109
2005-02-10,889.289
2005-02-11,888.532
2005-02-14,895.632
2005-02-15,896.649
2005-02-16,882.349
2005-02-17,878.351
2005-02-18,877.626
2005-02-21,883.79
2005-02-22,891.568
2005-02-23,880.889
2005-02-24,883.314
2005-02-25,892.529
2005-02-28,910.604
2005-03-01,913.979
2005-03-02,914.478
2005-03-03,913.93
2005-03-04,920.901
2005-03-07,916.874
2005-03-08,920.329
2005-03-09,927.982
2005-03-10,923.092
2005-03-11,931.302
2005-03-14,924.285
2005-03-15,925.937
2005-03-16,931.469
2005-03-17,924.881
2005-03-18,930.979
2005-03-21,929.473
2005-03-22,933.275
2005-03-23,918.301
2005-03-24,912.388
2005-03-25,912.412
2005-03-28,910.936
2005-03-29,894.069
2005-03-30,885.629
2005-03-31,902.563
2005-04-01,903.532
2005-04-04,893.415
2005-04-05,896.947
2005-04-06,896.902
2005-04-07,900.394
2005-04-08,903.163
2005-04-11,900.737
2005-04-12,888.348
2005-04-13,895.702
2005-04-14,881.981
2005-04-15,874.499
2005-04-18,839.894
2005-04-19,861.934
2005-04-20,869.39
2005-04-21,860.468
2005-04-22,884.233
2005-04-25,887.664
2005-04-26,883.763
2005-04-27,884.798
2005-04-28,884.333
2005-04-29,893.268
2005-05-02,893.782
2005-05-03,893.654
2005-05-04,901.069
2005-05-05,899.689
2005-05-06,908.847
2005-05-09,906.835
2005-05-10,905.34
2005-05-11,901.435
2005-05-12,890.713
2005-05-13,881.784
2005-05-16,868.122
2005-05-17,850.724
2005-05-18,852.442
2005-05-19,864.639
2005-05-20,859.543
2005-05-23,870.313
2005-05-24,867.403
2005-05-25,851.16
2005-05-26,846.167
2005-05-27,853.6
2005-05-30,863.63
2005-05-31,873.504
2005-06-01,871.758
2005-06-02,871.442
2005-06-03,880.231
2005-06-06,886.091
2005-06-07,885.65
2005-06-08,888.08
2005-06-09,874.092
2005-06-10,876.477
2005-06-13,868.236
2005-06-14,867.361
2005-06-15,872.847
2005-06-16,878.276
2005-06-17,886.926
2005-06-20,886.793
2005-06-21,893.376
2005-06-22,893.788
2005-06-23,894.514
2005-06-24,892.122
2005-06-27,886.578
2005-06-28,893.372
2005-06-29,892.84
2005-06-30,887.212
2005-07-01,883.845
2005-07-04,890.488
2005-07-05,885.543
2005-07-06,885.082
2005-07-07,883.104
2005-07-08,879.585
2005-07-11,888.378
2005-07-12,897.451
2005-07-13,889.686
2005-07-14,892.123
2005-07-15,891.533
2005-07-18,895.522
2005-07-19,886.362
2005-07-20,883.199
2005-07-21,906.465
2005-07-22,899.886
2005-07-25,900.267
2005-07-26,894.787
2005-07-27,899.504
2005-07-28,900.141
2005-07-29,905.391
2005-08-01,907.484
2005-08-02,907.938
2005-08-03,904.145
2005-08-04,893.976
2005-08-05,874.365
2005-08-08,878.931
2005-08-09,893.381
2005-08-10,916.282
2005-08-11,927.519
2005-08-12,928.94
2005-08-15,932.431
2005-08-16,939.995
2005-08-17,937.472
2005-08-18,934.08
2005-08-19,929.082
2005-08-22,945.558
2005-08-23,944.088
2005-08-24,941.773
2005-08-25,939.894
2005-08-26,947.738
2005-08-29,933.742
2005-08-30,931.568
2005-08-31,935.118
2005-09-01,949.749
2005-09-02,955.851
2005-09-05,964.987
2005-09-06,955.031
2005-09-07,949.261
2005-09-08,938.352
2005-09-09,954.613
2005-09-12,962.308
2005-09-13,959.485
2005-09-14,968.16
2005-09-15,976.024
2005-09-16,969.32
2005-09-19,969.93
2005-09-20,978.639
2005-09-21,978.141
2005-09-22,974.016
2005-09-23,968.545
2005-09-26,984.551
2005-09-27,971.062
2005-09-28,981.652
2005-09-29,989.9
2005-09-30,984.621
2005-10-03,980.379
2005-10-04,990.077
2005-10-05,985.835
2005-10-06,968.64
2005-10-07,965.43
2005-10-10,961.544
2005-10-11,978.947
2005-10-12,984.349
2005-10-13,979.632
2005-10-14,983.69
2005-10-17,978.662
2005-10-18,965.858
2005-10-19,961.807
2005-10-20,968.861
2005-10-21,968.829
2005-10-24,970.721
2005-10-25,986.724
2005-10-26,987.625
2005-10-27,1004.884
2005-10-28,1003.08
2005-10-31,1012.741
2005-11-01,1026.736
2005-11-02,1026.287
2005-11-03,1023.659
2005-11-04,1024.27
2005-11-07,1031.413
2005-11-08,1032.439
