Date,ITALY MID GROWTH Mid Cap
2001-01-01,633.787
2001-01-02,604.495
2001-01-03,566.194
2001-01-04,574.324
2001-01-05,564.449
2001-01-08,552.777
2001-01-09,560.332
2001-01-10,573.479
2001-01-11,577.9
2001-01-12,605.862
2001-01-15,591.906
2001-01-16,596.121
2001-01-17,635.076
2001-01-18,632.982
2001-01-19,627.214
2001-01-22,623.076
2001-01-23,616.144
2001-01-24,615.144
2001-01-25,608.182
2001-01-26,603.959
2001-01-29,596.171
2001-01-30,608.125
2001-01-31,628.758
2001-02-01,622.262
2001-02-02,608.507
2001-02-05,597.201
2001-02-06,595.277
2001-02-07,579.993
2001-02-08,568.351
2001-02-09,557.023
2001-02-12,561.516
2001-02-13,552.774
2001-02-14,533.158
2001-02-15,536.775
2001-02-16,528.61
2001-02-19,522.676
2001-02-20,505.863
2001-02-21,508.51
2001-02-22,510.0
2001-02-23,504.743
2001-02-26,513.92
2001-02-27,513.849
2001-02-28,508.702
2001-03-01,498.792
2001-03-02,493.133
2001-03-05,486.895
2001-03-06,502.193
2001-03-07,501.355
2001-03-08,494.651
2001-03-09,474.63
2001-03-12,449.946
2001-03-13,434.969
2001-03-14,429.065
2001-03-15,434.572
2001-03-16,422.6
2001-03-19,425.359
2001-03-20,437.919
2001-03-21,422.774
2001-03-22,394.386
2001-03-23,413.462
2001-03-26,428.227
2001-03-27,437.654
2001-03-28,435.16
2001-03-29,437.215
2001-03-30,437.57
2001-04-02,433.809
2001-04-03,415.378
2001-04-04,421.772
2001-04-05,431.497
2001-04-06,431.661
2001-04-09,436.358
2001-04-10,439.578
2001-04-11,441.775
2001-04-12,445.643
2001-04-13,445.643
2001-04-16,441.079
2001-04-17,437.058
2001-04-18,450.845
2001-04-19,453.675
2001-04-20,464.3
2001-04-23,437.649
2001-04-24,432.346
2001-04-25,431.709
2001-04-26,434.377
2001-04-27,431.969
2001-04-30,435.913
2001-05-01,438.224
2001-05-02,439.355
2001-05-03,434.068
2001-05-04,434.374
2001-05-07,432.66
2001-05-08,431.469
2001-05-09,431.659
2001-05-10,427.179
2001-05-11,423.019
2001-05-14,421.692
2001-05-15,419.916
2001-05-16,417.735
2001-05-17,415.488
2001-05-18,411.872
2001-05-21,413.195
2001-05-22,417.062
2001-05-23,415.359
2001-05-24,413.587
2001-05-25,409.359
2001-05-28,413.085
2001-05-29,404.387
2001-05-30,392.459
2001-05-31,413.689
2001-06-01,406.536
2001-06-04,404.401
2001-06-05,405.782
2001-06-06,402.387
2001-06-07,405.073
2001-06-08,403.959
2001-06-11,401.496
2001-06-12,398.965
2001-06-13,402.952
2001-06-14,398.825
2001-06-15,398.018
2001-06-18,393.33
2001-06-19,391.268
2001-06-20,382.698
2001-06-21,384.23
2001-06-22,384.59
2001-06-25,388.79
2001-06-26,384.48
2001-06-27,382.878
2001-06-28,375.731
2001-06-29,379.654
2001-07-02,380.111
2001-07-03,381.13
2001-07-04,375.367
2001-07-05,368.181
2001-07-06,364.459
2001-07-09,365.572
2001-07-10,365.88
2001-07-11,362.836
2001-07-12,363.741
2001-07-13,362.293
2001-07-16,360.603
2001-07-17,353.659
2001-07-18,357.848
2001-07-19,361.207
2001-07-20,360.934
2001-07-23,360.002
2001-07-24,358.192
2001-07-25,358.321
2001-07-26,358.336
2001-07-27,361.324
2001-07-30,369.946
2001-07-31,372.176
2001-08-01,377.422
2001-08-02,384.046
2001-08-03,383.176
2001-08-06,380.073
2001-08-07,379.482
2001-08-08,380.983
2001-08-09,380.926
2001-08-10,379.067
2001-08-13,382.752
2001-08-14,381.975
2001-08-15,387.807
2001-08-16,383.464
2001-08-17,378.252
2001-08-20,370.983
2001-08-21,373.592
2001-08-22,374.196
2001-08-23,367.711
2001-08-24,371.503
2001-08-27,367.29
2001-08-28,362.089
2001-08-29,360.59
2001-08-30,347.637
2001-08-31,344.437
2001-09-03,338.267
2001-09-04,336.504
2001-09-05,331.679
2001-09-06,327.865
2001-09-07,331.186
2001-09-10,321.313
2001-09-11,300.399
2001-09-12,292.188
2001-09-13,293.384
2001-09-14,277.782
2001-09-17,273.263
2001-09-18,268.322
2001-09-19,264.324
2001-09-20,252.654
2001-09-21,238.15
2001-09-24,254.835
2001-09-25,264.386
2001-09-26,269.773
2001-09-27,275.059
2001-09-28,282.141
2001-10-01,271.444
2001-10-02,275.047
2001-10-03,274.99
2001-10-04,287.104
2001-10-05,281.594
2001-10-08,284.862
2001-10-09,283.659
2001-10-10,291.003
2001-10-11,294.476
2001-10-12,293.325
2001-10-15,287.93
2001-10-16,292.896
2001-10-17,295.555
2001-10-18,292.754
2001-10-19,285.713
2001-10-22,288.782
2001-10-23,294.209
2001-10-24,296.746
2001-10-25,293.777
2001-10-26,302.207
2001-10-29,303.555
2001-10-30,290.383
2001-10-31,293.797
2001-11-01,295.734
2001-11-02,292.863
2001-11-05,297.675
2001-11-06,294.334
2001-11-07,302.429
2001-11-08,308.954
2001-11-09,310.053
2001-11-12,299.063
2001-11-13,306.175
2001-11-14,311.335
2001-11-15,315.994
2001-11-16,324.052
2001-11-19,338.05
2001-11-20,333.124
2001-11-21,326.656
2001-11-22,331.894
2001-11-23,333.164
2001-11-26,334.9
2001-11-27,326.602
2001-11-28,327.967
2001-11-29,332.214
2001-11-30,335.475
2001-12-03,331.963
2001-12-04,338.13
2001-12-05,347.567
2001-12-06,348.086
2001-12-07,349.482
2001-12-10,342.415
2001-12-11,342.51
2001-12-12,340.432
2001-12-13,331.429
2001-12-14,331.159
2001-12-17,340.974
2001-12-18,337.363
2001-12-19,330.767
2001-12-20,325.499
2001-12-21,323.15
2001-12-24,319.926
2001-12-25,319.926
2001-12-26,320.199
2001-12-27,327.082
2001-12-28,325.751
2001-12-31,328.928
2002-01-01,328.928
2002-01-02,334.338
2002-01-03,340.247
2002-01-04,338.735
2002-01-07,336.377
2002-01-08,337.374
2002-01-09,339.614
2002-01-10,335.844
2002-01-11,334.488
2002-01-14,329.834
2002-01-15,328.857
2002-01-16,318.538
2002-01-17,319.428
2002-01-18,319.992
2002-01-21,316.645
2002-01-22,318.026
2002-01-23,318.862
2002-01-24,319.683
2002-01-25,313.346
2002-01-28,314.776
2002-01-29,315.039
2002-01-30,313.933
2002-01-31,315.037
2002-02-01,315.301
2002-02-04,315.399
2002-02-05,312.506
2002-02-06,309.187
2002-02-07,310.533
2002-02-08,311.588
2002-02-11,312.595
2002-02-12,308.43
2002-02-13,307.537
2002-02-14,309.357
2002-02-15,308.485
2002-02-18,305.058
2002-02-19,299.747
2002-02-20,297.53
2002-02-21,300.194
2002-02-22,306.094
2002-02-25,304.988
2002-02-26,303.429
2002-02-27,313.133
2002-02-28,314.694
2002-03-01,317.802
2002-03-04,330.393
2002-03-05,328.45
2002-03-06,333.399
2002-03-07,336.861
2002-03-08,336.783
2002-03-11,335.256
2002-03-12,327.868
2002-03-13,332.934
2002-03-14,336.901
2002-03-15,340.611
2002-03-18,341.847
2002-03-19,346.686
2002-03-20,343.279
2002-03-21,343.577
2002-03-22,344.591
2002-03-25,339.647
2002-03-26,341.567
2002-03-27,341.579
2002-03-28,343.139
2002-03-29,343.139
2002-04-01,345.951
2002-04-02,342.211
2002-04-03,340.452
2002-04-04,337.941
2002-04-05,336.415
2002-04-08,327.734
2002-04-09,328.315
2002-04-10,334.532
2002-04-11,334.5
2002-04-12,335.177
2002-04-15,336.885
2002-04-16,345.164
2002-04-17,348.586
2002-04-18,347.952
2002-04-19,350.182
2002-04-22,350.322
2002-04-23,348.909
2002-04-24,349.505
2002-04-25,348.97
2002-04-26,349.199
2002-04-29,348.623
2002-04-30,347.259
2002-05-01,349.225
2002-05-02,344.015
2002-05-03,343.585
2002-05-06,345.015
2002-05-07,337.141
2002-05-08,343.225
2002-05-09,341.616
2002-05-10,339.987
2002-05-13,342.519
2002-05-14,343.262
2002-05-15,348.013
2002-05-16,348.725
2002-05-17,351.926
2002-05-20,348.594
2002-05-21,345.759
2002-05-22,347.071
2002-05-23,341.678
2002-05-24,337.62
2002-05-27,337.809
2002-05-28,340.911
2002-05-29,343.92
2002-05-30,343.393
2002-05-31,340.231
2002-06-03,337.455
2002-06-04,331.83
2002-06-05,329.461
2002-06-06,331.113
2002-06-07,330.195
2002-06-10,332.415
2002-06-11,338.845
2002-06-12,333.099
2002-06-13,326.696
2002-06-14,320.738
2002-06-17,328.244
2002-06-18,329.768
2002-06-19,331.037
2002-06-20,327.494
2002-06-21,328.05
2002-06-24,325.152
2002-06-25,325.915
2002-06-26,331.028
2002-06-27,328.949
2002-06-28,335.064
2002-07-01,334.208
2002-07-02,324.104
2002-07-03,316.415
2002-07-04,317.682
2002-07-05,324.173
2002-07-08,330.503
2002-07-09,333.851
2002-07-10,324.88
2002-07-11,315.341
2002-07-12,310.161
2002-07-15,304.988
2002-07-16,307.329
2002-07-17,310.433
2002-07-18,313.884
2002-07-19,307.894
2002-07-22,289.656
2002-07-23,280.526
2002-07-24,278.322
2002-07-25,282.132
2002-07-26,285.887
2002-07-29,293.112
2002-07-30,294.386
2002-07-31,292.193
2002-08-01,288.286
2002-08-02,287.752
2002-08-05,278.592
2002-08-06,282.334
2002-08-07,278.675
2002-08-08,285.26
2002-08-09,289.958
2002-08-12,285.893
2002-08-13,289.247
2002-08-14,286.0
2002-08-15,283.869
2002-08-16,294.161
2002-08-19,298.251
2002-08-20,295.165
2002-08-21,299.322
2002-08-22,301.434
2002-08-23,299.841
2002-08-26,296.524
2002-08-27,303.263
2002-08-28,298.915
2002-08-29,291.759
2002-08-30,293.152
2002-09-02,292.564
2002-09-03,285.92
2002-09-04,286.473
2002-09-05,282.646
2002-09-06,288.833
2002-09-09,283.187
2002-09-10,288.448
2002-09-11,292.079
2002-09-12,286.945
2002-09-13,285.114
2002-09-16,282.074
2002-09-17,275.768
2002-09-18,272.299
2002-09-19,271.776
2002-09-20,272.264
2002-09-23,258.868
2002-09-24,258.551
2002-09-25,258.295
2002-09-26,265.299
2002-09-27,266.105
2002-09-30,263.093
2002-10-01,263.229
2002-10-02,265.614
2002-10-03,267.403
2002-10-04,258.772
2002-10-07,255.491
2002-10-08,251.11
2002-10-09,249.319
2002-10-10,253.231
2002-10-11,257.913
2002-10-14,256.43
2002-10-15,271.668
2002-10-16,266.84
2002-10-17,271.913
2002-10-18,271.558
2002-10-21,272.916
2002-10-22,276.85
2002-10-23,270.198
2002-10-24,278.438
2002-10-25,277.701
2002-10-28,279.749
2002-10-29,272.396
2002-10-30,278.744
2002-10-31,285.717
2002-11-01,286.535
2002-11-04,305.034
2002-11-05,307.785
2002-11-06,303.894
2002-11-07,297.685
2002-11-08,297.47
2002-11-11,292.814
2002-11-12,294.726
2002-11-13,295.673
2002-11-14,299.977
2002-11-15,301.434
2002-11-18,305.268
2002-11-19,306.033
2002-11-20,304.846
2002-11-21,309.25
2002-11-22,309.467
2002-11-25,309.521
2002-11-26,309.948
2002-11-27,317.845
2002-11-28,322.134
2002-11-29,323.832
2002-12-02,319.991
2002-12-03,311.183
2002-12-04,311.9
2002-12-05,308.569
2002-12-06,306.716
2002-12-09,299.55
2002-12-10,305.805
2002-12-11,309.024
2002-12-12,310.645
2002-12-13,308.044
2002-12-16,311.994
2002-12-17,313.024
2002-12-18,306.522
2002-12-19,302.683
2002-12-20,306.278
2002-12-23,302.526
2002-12-24,303.778
2002-12-25,303.778
2002-12-26,304.544
2002-12-27,300.703
2002-12-30,303.66
2002-12-31,304.851
2003-01-01,304.851
2003-01-02,312.568
2003-01-03,318.276
2003-01-06,322.426
2003-01-07,316.383
2003-01-08,311.342
2003-01-09,319.378
2003-01-10,319.62
2003-01-13,320.411
2003-01-14,324.094
2003-01-15,317.544
2003-01-16,318.655
2003-01-17,312.531
2003-01-20,310.172
2003-01-21,304.335
2003-01-22,297.621
2003-01-23,301.005
2003-01-24,301.05
2003-01-27,293.859
2003-01-28,291.06
2003-01-29,292.907
2003-01-30,294.634
2003-01-31,293.588
2003-02-03,301.804
2003-02-04,295.434
2003-02-05,299.616
2003-02-06,299.39
2003-02-07,299.727
2003-02-10,294.31
2003-02-11,299.898
2003-02-12,298.925
2003-02-13,300.074
2003-02-14,303.739
2003-02-17,308.096
2003-02-18,314.156
2003-02-19,307.768
2003-02-20,309.093
2003-02-21,315.052
2003-02-24,310.107
2003-02-25,300.947
2003-02-26,300.193
2003-02-27,305.912
2003-02-28,309.527
2003-03-03,310.749
2003-03-04,306.444
2003-03-05,303.717
2003-03-06,297.29
2003-03-07,296.204
2003-03-10,288.215
2003-03-11,288.438
2003-03-12,284.212
2003-03-13,284.519
2003-03-14,295.001
2003-03-17,301.148
2003-03-18,303.043
2003-03-19,305.186
2003-03-20,301.074
2003-03-21,309.619
2003-03-24,303.324
2003-03-25,308.733
2003-03-26,309.691
2003-03-27,304.583
2003-03-28,307.322
2003-03-31,299.63
2003-04-01,300.053
2003-04-02,307.143
2003-04-03,308.78
2003-04-04,309.152
2003-04-07,316.497
2003-04-08,322.307
2003-04-09,319.271
2003-04-10,320.612
2003-04-11,319.442
2003-04-14,321.917
2003-04-15,326.866
2003-04-16,325.034
2003-04-17,334.483
2003-04-18,334.483
2003-04-21,333.041
2003-04-22,337.966
2003-04-23,343.569
2003-04-24,342.786
2003-04-25,336.52
2003-04-28,341.403
2003-04-29,342.351
2003-04-30,347.295
2003-05-01,350.484
2003-05-02,349.433
2003-05-05,354.833
2003-05-06,360.063
2003-05-07,359.975
2003-05-08,356.339
2003-05-09,356.199
2003-05-12,356.764
2003-05-13,358.973
2003-05-14,363.85
2003-05-15,368.668
2003-05-16,370.496
2003-05-19,362.019
2003-05-20,360.644
2003-05-21,359.055
2003-05-22,366.234
2003-05-23,368.255
2003-05-26,370.188
2003-05-27,372.744
2003-05-28,375.804
2003-05-29,378.529
2003-05-30,380.266
2003-06-02,383.731
2003-06-03,378.496
2003-06-04,379.957
2003-06-05,381.441
2003-06-06,382.551
2003-06-09,380.78
2003-06-10,381.462
2003-06-11,388.136
2003-06-12,384.846
2003-06-13,382.916
2003-06-16,391.793
2003-06-17,389.619
2003-06-18,389.311
2003-06-19,385.453
2003-06-20,381.576
2003-06-23,374.139
2003-06-24,374.785
2003-06-25,376.693
2003-06-26,371.752
2003-06-27,369.98
2003-06-30,363.488
2003-07-01,361.761
2003-07-02,360.757
2003-07-03,357.307
2003-07-04,360.216
2003-07-07,364.97
2003-07-08,365.567
2003-07-09,363.214
2003-07-10,360.868
2003-07-11,363.204
2003-07-14,364.783
2003-07-15,361.484
2003-07-16,359.83
2003-07-17,357.773
2003-07-18,360.907
2003-07-21,360.558
2003-07-22,361.798
2003-07-23,367.226
2003-07-24,373.86
2003-07-25,373.443
2003-07-28,376.387
2003-07-29,374.738
2003-07-30,371.97
2003-07-31,371.974
2003-08-01,368.479
2003-08-04,367.937
2003-08-05,368.403
2003-08-06,364.636
2003-08-07,365.146
2003-08-08,364.118
2003-08-11,364.574
2003-08-12,365.226
2003-08-13,367.401
2003-08-14,370.545
2003-08-15,370.282
2003-08-18,368.805
2003-08-19,365.584
2003-08-20,365.412
2003-08-21,362.295
2003-08-22,360.908
2003-08-25,359.032
2003-08-26,355.41
2003-08-27,357.539
2003-08-28,357.269
2003-08-29,358.927
2003-09-01,360.852
2003-09-02,360.482
2003-09-03,367.175
2003-09-04,368.918
2003-09-05,376.869
2003-09-08,385.128
2003-09-09,382.132
2003-09-10,377.62
2003-09-11,377.76
2003-09-12,378.191
2003-09-15,379.515
2003-09-16,382.278
2003-09-17,385.07
2003-09-18,388.818
2003-09-19,390.272
2003-09-22,385.905
2003-09-23,386.224
2003-09-24,384.699
2003-09-25,383.875
2003-09-26,379.447
2003-09-29,380.234
2003-09-30,378.141
2003-10-01,386.716
2003-10-02,390.692
2003-10-03,397.136
2003-10-06,394.887
2003-10-07,398.753
2003-10-08,398.477
2003-10-09,400.63
2003-10-10,400.942
2003-10-13,400.003
2003-10-14,401.577
2003-10-15,404.971
2003-10-16,406.838
2003-10-17,402.716
2003-10-20,400.962
2003-10-21,401.91
2003-10-22,400.577
2003-10-23,399.345
2003-10-24,400.779
2003-10-27,401.602
2003-10-28,401.367
2003-10-29,405.385
2003-10-30,406.919
2003-10-31,407.23
2003-11-03,406.691
2003-11-04,408.317
2003-11-05,406.158
2003-11-06,405.5
2003-11-07,411.841
2003-11-10,413.558
2003-11-11,411.774
2003-11-12,417.846
2003-11-13,420.225
2003-11-14,422.703
2003-11-17,415.451
2003-11-18,421.375
2003-11-19,422.958
2003-11-20,419.239
2003-11-21,420.377
2003-11-24,421.121
2003-11-25,421.662
2003-11-26,424.574
2003-11-27,427.706
2003-11-28,432.778
2003-12-01,433.307
2003-12-02,437.501
2003-12-03,444.734
2003-12-04,448.173
2003-12-05,450.772
2003-12-08,451.23
2003-12-09,445.425
2003-12-10,441.403
2003-12-11,441.82
2003-12-12,441.525
2003-12-15,444.437
2003-12-16,445.108
2003-12-17,447.348
2003-12-18,447.003
2003-12-19,440.786
2003-12-22,429.828
2003-12-23,428.042
2003-12-24,429.249
2003-12-25,429.249
2003-12-26,429.076
2003-12-29,433.205
2003-12-30,434.794
2003-12-31,437.674
2004-01-01,437.674
2004-01-02,442.742
2004-01-05,445.605
2004-01-06,448.862
2004-01-07,438.121
2004-01-08,443.102
2004-01-09,451.686
2004-01-12,450.338
2004-01-13,447.302
2004-01-14,449.26
2004-01-15,451.491
2004-01-16,444.31
2004-01-19,451.64
2004-01-20,457.436
2004-01-21,463.359
2004-01-22,462.929
2004-01-23,469.225
2004-01-26,467.963
2004-01-27,474.24
2004-01-28,472.13
2004-01-29,461.662
2004-01-30,459.076
2004-02-02,458.507
2004-02-03,457.301
2004-02-04,458.427
2004-02-05,458.149
2004-02-06,465.687
2004-02-09,466.516
2004-02-10,467.791
2004-02-11,465.105
2004-02-12,467.516
2004-02-13,463.152
2004-02-16,464.309
2004-02-17,468.979
2004-02-18,470.179
2004-02-19,461.788
2004-02-20,455.861
2004-02-23,455.753
2004-02-24,458.433
2004-02-25,454.612
2004-02-26,451.811
2004-02-27,454.482
2004-03-01,455.308
2004-03-02,449.266
2004-03-03,444.053
2004-03-04,447.373
2004-03-05,457.587
2004-03-08,456.071
2004-03-09,453.844
2004-03-10,446.867
2004-03-11,437.399
2004-03-12,433.742
2004-03-15,422.191
2004-03-16,430.391
2004-03-17,428.103
2004-03-18,425.915
2004-03-19,421.079
2004-03-22,414.928
2004-03-23,415.016
2004-03-24,411.33
2004-03-25,415.919
2004-03-26,412.322
2004-03-29,420.076
2004-03-30,419.349
2004-03-31,422.42
2004-04-01,429.326
2004-04-02,428.673
2004-04-05,428.147
2004-04-06,429.062
2004-04-07,436.881
2004-04-08,433.883
2004-04-09,433.883
2004-04-12,432.664
2004-04-13,431.951
2004-04-14,429.952
2004-04-15,429.555
2004-04-16,433.344
2004-04-19,436.442
2004-04-20,434.076
2004-04-21,431.612
2004-04-22,435.547
2004-04-23,435.186
2004-04-26,437.438
2004-04-27,438.417
2004-04-28,432.697
2004-04-29,433.32
2004-04-30,431.627
2004-05-03,433.544
2004-05-04,435.283
2004-05-05,439.738
2004-05-06,426.747
2004-05-07,421.413
2004-05-10,410.246
2004-05-11,416.319
2004-05-12,414.271
2004-05-13,418.12
2004-05-14,417.615
2004-05-17,412.693
2004-05-18,413.704
2004-05-19,425.172
2004-05-20,418.218
2004-05-21,422.164
2004-05-24,422.803
2004-05-25,424.779
2004-05-26,428.094
2004-05-27,435.72
2004-05-28,434.611
2004-05-31,432.74
2004-06-01,431.106
2004-06-02,433.728
2004-06-03,434.012
2004-06-04,435.864
2004-06-07,441.086
2004-06-08,439.064
2004-06-09,432.503
2004-06-10,434.825
2004-06-11,429.948
2004-06-14,429.323
2004-06-15,435.105
2004-06-16,435.689
2004-06-17,438.089
2004-06-18,439.515
2004-06-21,440.03
2004-06-22,436.715
2004-06-23,438.644
2004-06-24,445.874
2004-06-25,445.059
2004-06-28,452.191
2004-06-29,448.83
2004-06-30,449.886
2004-07-01,447.473
2004-07-02,451.714
2004-07-05,448.989
2004-07-06,444.21
2004-07-07,446.117
2004-07-08,449.976
2004-07-09,451.296
2004-07-12,449.61
2004-07-13,446.281
2004-07-14,445.794
2004-07-15,439.715
2004-07-16,443.76
2004-07-19,442.267
2004-07-20,439.78
2004-07-21,437.508
2004-07-22,432.29
2004-07-23,426.648
2004-07-26,425.632
2004-07-27,427.788
2004-07-28,426.213
2004-07-29,431.74
2004-07-30,432.768
2004-08-02,431.363
2004-08-03,431.842
2004-08-04,427.672
2004-08-05,427.006
2004-08-06,426.518
2004-08-09,421.888
2004-08-10,426.881
2004-08-11,419.477
2004-08-12,419.099
2004-08-13,422.378
2004-08-16,426.261
2004-08-17,425.373
2004-08-18,424.949
2004-08-19,428.122
2004-08-20,425.897
2004-08-23,426.572
2004-08-24,424.188
2004-08-25,423.019
2004-08-26,425.579
2004-08-27,426.604
2004-08-30,425.611
2004-08-31,429.417
2004-09-01,433.053
2004-09-02,435.753
2004-09-03,435.792
2004-09-06,438.143
2004-09-07,434.981
2004-09-08,437.494
2004-09-09,434.791
2004-09-10,441.27
2004-09-13,442.302
2004-09-14,442.993
2004-09-15,437.589
2004-09-16,437.471
2004-09-17,441.619
2004-09-20,439.388
2004-09-21,446.543
2004-09-22,444.412
2004-09-23,444.778
2004-09-24,445.386
2004-09-27,441.238
2004-09-28,442.083
2004-09-29,446.894
2004-09-30,448.853
2004-10-01,452.586
2004-10-04,452.968
2004-10-05,456.385
2004-10-06,455.637
2004-10-07,455.486
2004-10-08,460.43
2004-10-11,459.261
2004-10-12,454.164
2004-10-13,455.6
2004-10-14,458.901
2004-10-15,460.442
2004-10-18,461.779
