Date,ITALY MID GROWTH Mid Cap
2012-02-29,458.886
2012-03-30,462.931
2012-04-30,421.821
2012-05-31,364.2
2012-06-29,390.35
2012-07-31,385.744
2012-08-31,417.126
2012-09-28,428.548
2012-10-31,441.715
2012-11-30,432.685
2012-12-31,447.622
2013-01-31,506.656
2013-02-28,475.574
2013-03-29,451.077
2013-04-30,472.084
2013-05-31,567.528
2013-06-28,510.358
2013-07-31,567.276
2013-08-30,562.816
2013-09-30,607.133
2013-10-31,619.033
2013-11-29,641.296
2013-12-31,647.911
2014-01-31,667.649
2014-02-28,721.53
2014-03-31,763.777
2014-04-30,788.486
2014-05-30,748.048
2014-06-30,692.252
2014-07-31,649.552
2014-08-29,627.302
2014-09-30,596.714
2014-10-31,550.336
2014-11-28,571.509
2014-12-31,516.13
2015-01-30,532.496
2015-02-27,616.42
2015-03-31,629.975
2015-04-30,632.829
2015-05-29,642.735
2015-06-30,621.249
2015-07-31,649.968
2015-08-31,622.156
2015-09-30,578.98
2015-10-30,613.932
2015-11-30,588.711
2015-12-31,569.752
2016-01-29,423.385
2016-02-29,395.934
2016-03-31,435.987
2016-04-29,459.713
2016-05-31,433.096
2016-06-30,395.24
2016-07-29,420.927
2016-08-31,434.345
2016-09-30,432.274
2016-10-31,456.602
2016-11-30,470.777
2016-12-30,508.115
2017-01-31,526.179
2017-02-28,543.321
2017-03-31,575.631
2017-04-28,617.904
2017-05-31,650.77
2017-06-30,652.156
2017-07-31,719.904
2017-08-31,767.694
2017-09-29,830.127
2017-10-31,841.249
2017-11-30,796.634
2017-12-29,791.646
2018-01-31,860.626
2018-02-28,805.919
2018-03-30,783.553
2018-04-30,790.281
2018-05-31,770.991
2018-06-29,759.383
2018-07-31,775.358
2018-08-31,771.983
2018-09-28,772.823
2018-10-31,666.549
2018-11-30,639.589
2018-12-31,612.308
2019-01-31,695.063
2019-02-28,722.738
2019-03-29,732.891
2019-04-30,758.935
2019-05-31,710.354
2019-06-28,800.942
2019-07-31,788.366
2019-08-30,784.359
2019-09-30,773.841
2019-10-31,812.149
2019-11-29,842.104
2019-12-31,848.209
2020-01-31,836.279
2020-02-28,771.235
2020-03-31,645.494
2020-04-30,704.119
2020-05-29,730.568
2020-06-30,771.382
2020-07-31,810.483
2020-08-31,825.145
2020-09-30,842.689
2020-10-30,806.818
2020-11-30,941.314
2020-12-31,1012.868
2021-01-29,960.62
2021-02-26,1014.191
2021-03-31,987.477
2021-04-30,1022.887
2021-05-31,1111.467
2021-06-30,1120.893
2021-07-30,1137.055
2021-08-31,1146.012
2021-09-30,1106.03
2021-10-29,1163.024
2021-11-30,1117.331
2021-12-31,1174.025
2022-01-31,1035.09
2022-02-28,997.237
2022-03-31,1017.708
2022-04-29,964.168
2022-05-31,953.698
2022-06-30,834.53
2022-07-29,900.132
2022-08-31,834.419
2022-09-30,785.804
2022-10-31,838.058
2022-11-30,940.126
2022-12-30,963.073
2023-01-31,1041.449
2023-02-28,1011.226
2023-03-31,1022.034
2023-04-28,1037.924
2023-05-31,959.223
2023-06-30,1015.379
2023-07-31,1050.65
2023-08-31,994.586
2023-09-29,906.879
2023-10-31,846.38
2023-11-30,924.259
2023-12-29,1011.706
2024-01-31,988.753
2024-02-29,1047.016
2024-03-29,1069.215
2024-04-30,1047.225
2024-05-31,1117.654
2024-06-28,1058.776
2024-07-31,1087.502
2024-08-30,1118.76
2024-09-30,1127.854
2024-10-31,1046.885
2024-11-29,986.275
2024-12-31,986.708
2025-01-31,1105.202
2025-02-28,1120.561
2025-03-31,1112.487
2025-04-30,1166.422
2025-05-30,1291.209
2025-06-30,1275.121
2025-07-31,1281.168
2025-08-29,1368.27
2025-09-30,1462.678
2025-10-31,1459.026
