Date,ITALY MID GROWTH Mid Cap
1994-05-31,211.113
1994-06-30,199.089
1994-07-29,203.851
1994-08-31,198.526
1994-09-30,198.739
1994-10-31,193.768
1994-11-30,183.597
1994-12-30,187.748
1995-01-31,194.035
1995-02-28,170.255
1995-03-31,157.07
1995-04-28,169.512
1995-05-31,171.455
1995-06-30,166.17
1995-07-31,171.521
1995-08-31,167.957
1995-09-29,163.611
1995-10-31,159.562
1995-11-30,147.986
1995-12-29,159.057
1996-01-31,160.56
1996-02-29,165.938
1996-03-29,163.697
1996-04-30,177.518
1996-05-31,189.031
1996-06-28,187.122
1996-07-31,174.366
1996-08-30,182.331
1996-09-30,184.755
1996-10-31,178.065
1996-11-29,188.095
1996-12-31,184.965
1997-01-31,203.108
1997-02-28,182.522
1997-03-31,190.354
1997-04-30,192.127
1997-05-30,196.363
1997-06-30,217.285
1997-07-31,226.047
1997-08-29,229.841
1997-09-30,264.737
1997-10-31,250.197
1997-11-28,256.844
1997-12-31,266.558
1998-01-30,292.068
1998-02-27,333.661
1998-03-31,411.439
1998-04-30,387.586
1998-05-29,400.596
1998-06-30,367.57
1998-07-31,398.007
1998-08-31,361.353
1998-09-30,334.069
1998-10-30,372.663
1998-11-30,412.615
1998-12-31,462.31
1999-01-29,474.112
1999-02-26,434.373
1999-03-31,443.116
1999-04-30,438.383
1999-05-31,448.47
1999-06-30,451.501
1999-07-30,462.137
1999-08-31,465.224
1999-09-30,476.137
1999-10-29,474.451
1999-11-30,507.057
1999-12-31,710.849
2000-01-31,667.522
2000-02-29,1008.21
2000-03-31,883.674
2000-04-28,793.021
2000-05-31,742.879
2000-06-30,742.201
2000-07-31,736.574
2000-08-31,757.417
2000-09-29,700.727
2000-10-31,675.505
2000-11-30,656.875
2000-12-29,633.787
2001-01-31,628.758
2001-02-28,508.702
2001-03-30,437.57
2001-04-30,435.913
2001-05-31,413.689
2001-06-29,379.654
2001-07-31,372.176
2001-08-31,344.437
2001-09-28,282.141
2001-10-31,293.797
2001-11-30,335.475
2001-12-31,328.928
2002-01-31,315.037
2002-02-28,314.694
2002-03-29,343.139
2002-04-30,347.259
2002-05-31,340.231
2002-06-28,335.064
2002-07-31,292.193
2002-08-30,293.152
2002-09-30,263.093
2002-10-31,285.717
2002-11-29,323.832
2002-12-31,304.851
2003-01-31,293.588
2003-02-28,309.527
2003-03-31,299.63
2003-04-30,347.295
2003-05-30,380.266
2003-06-30,363.488
2003-07-31,371.974
2003-08-29,358.927
2003-09-30,378.141
2003-10-31,407.23
2003-11-28,432.778
2003-12-31,437.674
2004-01-30,459.076
2004-02-27,454.482
2004-03-31,422.42
2004-04-30,431.627
2004-05-31,432.74
2004-06-30,449.886
2004-07-30,432.768
2004-08-31,429.417
2004-09-30,448.853
2004-10-29,466.648
2004-11-30,508.035
2004-12-31,549.738
2005-01-31,540.877
2005-02-28,562.637
2005-03-31,559.196
2005-04-29,545.103
2005-05-31,545.875
2005-06-30,551.698
2005-07-29,566.008
2005-08-31,569.01
2005-09-30,591.672
2005-10-31,561.428
2005-11-30,582.043
2005-12-30,595.036
2006-01-31,652.087
2006-02-28,696.013
2006-03-31,722.728
2006-04-28,761.991
2006-05-31,739.704
2006-06-30,733.648
2006-07-31,764.283
2006-08-31,796.338
2006-09-29,781.791
2006-10-31,825.77
2006-11-30,869.076
2006-12-29,906.839
2007-01-31,919.817
2007-02-28,919.252
2007-03-30,945.068
2007-04-30,1016.698
2007-05-31,1000.0
2007-06-29,972.554
2007-07-31,879.213
2007-08-31,883.607
2007-09-28,880.761
2007-10-31,924.44
2007-11-30,905.871
2007-12-31,897.26
2008-01-31,790.435
2008-02-29,790.762
2008-03-31,769.261
2008-04-30,771.016
2008-05-30,769.429
2008-06-30,716.322
2008-07-31,703.244
2008-08-29,696.692
2008-09-30,597.001
2008-10-31,447.783
2008-11-28,426.073
2008-12-31,466.175
2009-01-30,416.86
2009-02-27,370.815
2009-03-31,393.341
2009-04-30,454.19
2009-05-29,492.397
2009-06-30,474.46
2009-07-31,503.088
2009-08-31,546.796
2009-09-30,564.823
2009-10-30,536.949
2009-11-30,542.292
2009-12-31,538.758
2010-01-29,517.118
2010-02-26,486.515
2010-03-31,527.766
2010-04-30,497.511
2010-05-31,432.938
2010-06-30,427.53
2010-07-30,499.898
2010-08-31,445.119
2010-09-30,511.073
2010-10-29,548.499
2010-11-30,472.827
2010-12-31,524.111
2011-01-31,549.175
2011-02-28,554.755
2011-03-31,579.054
2011-04-29,648.779
2011-05-31,612.629
2011-06-30,588.683
2011-07-29,529.157
2011-08-31,468.437
2011-09-30,421.317
2011-10-31,460.081
2011-11-30,430.465
2011-12-30,399.526
2012-01-31,442.712
