Date,ITALY MID GROWTH Mid Cap
2001-11-15,305.369
2001-11-16,313.156
2001-11-19,326.684
2001-11-20,321.923
2001-11-21,315.672
2001-11-22,320.734
2001-11-23,321.961
2001-11-26,323.639
2001-11-27,315.62
2001-11-28,316.939
2001-11-29,321.044
2001-11-30,324.194
2001-12-03,320.801
2001-12-04,326.761
2001-12-05,335.881
2001-12-06,336.382
2001-12-07,337.731
2001-12-10,330.902
2001-12-11,330.994
2001-12-12,328.985
2001-12-13,320.285
2001-12-14,320.024
2001-12-17,329.509
2001-12-18,326.02
2001-12-19,319.646
2001-12-20,314.554
2001-12-21,312.284
2001-12-24,309.168
2001-12-25,309.168
2001-12-26,309.432
2001-12-27,316.084
2001-12-28,314.798
2001-12-31,317.868
2002-01-01,317.868
2002-01-02,323.097
2002-01-03,328.806
2002-01-04,327.345
2002-01-07,325.066
2002-01-08,326.03
2002-01-09,328.194
2002-01-10,324.551
2002-01-11,323.241
2002-01-14,318.743
2002-01-15,317.8
2002-01-16,307.827
2002-01-17,308.688
2002-01-18,309.233
2002-01-21,305.998
2002-01-22,307.333
2002-01-23,308.141
2002-01-24,308.934
2002-01-25,302.81
2002-01-28,304.192
2002-01-29,304.446
2002-01-30,303.378
2002-01-31,304.444
2002-02-01,304.699
2002-02-04,304.794
2002-02-05,301.998
2002-02-06,298.791
2002-02-07,300.092
2002-02-08,301.111
2002-02-11,302.084
2002-02-12,298.06
2002-02-13,297.196
2002-02-14,298.955
2002-02-15,298.112
2002-02-18,294.8
2002-02-19,289.668
2002-02-20,287.526
2002-02-21,290.101
2002-02-22,295.802
2002-02-25,294.733
2002-02-26,293.227
2002-02-27,302.604
2002-02-28,304.112
2002-03-01,307.116
2002-03-04,319.284
2002-03-05,317.406
2002-03-06,322.189
2002-03-07,325.534
2002-03-08,325.459
2002-03-11,323.984
2002-03-12,316.844
2002-03-13,321.74
2002-03-14,325.573
2002-03-15,329.158
2002-03-18,330.353
2002-03-19,335.029
2002-03-20,331.736
2002-03-21,332.024
2002-03-22,333.004
2002-03-25,328.226
2002-03-26,330.082
2002-03-27,330.094
2002-03-28,331.601
2002-03-29,331.601
2002-04-01,334.319
2002-04-02,330.704
2002-04-03,329.004
2002-04-04,326.578
2002-04-05,325.103
2002-04-08,316.714
2002-04-09,317.276
2002-04-10,323.284
2002-04-11,323.253
2002-04-12,323.907
2002-04-15,325.558
2002-04-16,333.558
2002-04-17,336.866
2002-04-18,336.253
2002-04-19,338.407
2002-04-22,338.635
2002-04-23,337.269
2002-04-24,337.845
2002-04-25,337.328
2002-04-26,337.55
2002-04-29,336.993
2002-04-30,335.675
2002-05-01,337.575
2002-05-02,332.539
2002-05-03,332.123
2002-05-06,333.505
2002-05-07,325.894
2002-05-08,331.775
2002-05-09,330.219
2002-05-10,328.645
2002-05-13,331.092
2002-05-14,331.81
2002-05-15,336.404
2002-05-16,337.092
2002-05-17,340.186
2002-05-20,337.862
2002-05-21,335.115
2002-05-22,336.386
2002-05-23,331.159
2002-05-24,327.226
2002-05-27,327.409
2002-05-28,330.415
2002-05-29,333.332
2002-05-30,332.821
2002-05-31,329.756
2002-06-03,327.066
2002-06-04,321.615
2002-06-05,319.318
2002-06-06,320.919
2002-06-07,320.03
2002-06-10,322.181
2002-06-11,328.413
2002-06-12,322.844
2002-06-13,316.638
2002-06-14,310.864
2002-06-17,318.138
2002-06-18,319.615
2002-06-19,320.845
2002-06-20,317.412
2002-06-21,317.95
2002-06-24,315.142
2002-06-25,315.881
2002-06-26,320.836
2002-06-27,318.822
2002-06-28,324.748
2002-07-01,323.978
2002-07-02,314.183
2002-07-03,306.73
2002-07-04,307.958
2002-07-05,314.25
2002-07-08,320.387
2002-07-09,323.632
2002-07-10,314.935
2002-07-11,305.689
2002-07-12,300.668
2002-07-15,295.652
2002-07-16,297.922
2002-07-17,300.931
2002-07-18,304.276
2002-07-19,298.469
2002-07-22,280.79
2002-07-23,271.939
2002-07-24,269.803
2002-07-25,273.496
2002-07-26,277.136
2002-07-29,284.14
2002-07-30,285.375
2002-07-31,283.25
2002-08-01,279.462
2002-08-02,278.945
2002-08-05,270.064
2002-08-06,273.692
2002-08-07,270.145
2002-08-08,276.528
2002-08-09,281.083
2002-08-12,277.142
2002-08-13,280.394
2002-08-14,277.245
2002-08-15,275.18
2002-08-16,285.157
2002-08-19,289.121
2002-08-20,286.13
2002-08-21,290.16
2002-08-22,292.207
2002-08-23,290.663
2002-08-26,287.448
2002-08-27,293.98
2002-08-28,289.766
2002-08-29,282.828
2002-08-30,284.179
2002-09-02,283.609
2002-09-03,277.168
2002-09-04,277.704
2002-09-05,273.994
2002-09-06,279.992
2002-09-09,274.519
2002-09-10,279.619
2002-09-11,283.138
2002-09-12,278.162
2002-09-13,276.387
2002-09-16,273.44
2002-09-17,267.327
2002-09-18,263.964
2002-09-19,263.457
2002-09-20,263.93
2002-09-23,250.944
2002-09-24,250.637
2002-09-25,250.388
2002-09-26,257.179
2002-09-27,257.96
2002-09-30,255.04
2002-10-01,255.172
2002-10-02,257.484
2002-10-03,259.218
2002-10-04,250.851
2002-10-07,247.671
2002-10-08,243.423
2002-10-09,241.688
2002-10-10,245.48
2002-10-11,250.019
2002-10-14,248.581
2002-10-15,263.353
2002-10-16,258.673
2002-10-17,263.59
2002-10-18,263.246
2002-10-21,264.562
2002-10-22,268.376
2002-10-23,261.927
2002-10-24,269.915
2002-10-25,269.201
2002-10-28,271.186
2002-10-29,264.058
2002-10-30,270.212
2002-10-31,276.971
2002-11-01,277.764
2002-11-04,295.698
2002-11-05,298.364
2002-11-06,294.592
2002-11-07,288.573
2002-11-08,288.365
2002-11-11,283.851
2002-11-12,285.705
2002-11-13,286.622
2002-11-14,290.795
2002-11-15,292.207
2002-11-18,295.985
2002-11-19,296.727
2002-11-20,295.576
2002-11-21,299.847
2002-11-22,300.056
2002-11-25,300.108
2002-11-26,300.523
2002-11-27,308.179
2002-11-28,312.339
2002-11-29,313.984
2002-12-02,310.261
2002-12-03,301.72
2002-12-04,302.415
2002-12-05,299.186
2002-12-06,297.389
2002-12-09,290.441
2002-12-10,296.506
2002-12-11,299.627
2002-12-12,301.198
2002-12-13,298.676
2002-12-16,302.507
2002-12-17,303.506
2002-12-18,297.201
2002-12-19,293.479
2002-12-20,296.965
2002-12-23,293.326
2002-12-24,294.54
2002-12-25,294.54
2002-12-26,295.283
2002-12-27,291.559
2002-12-30,294.426
2002-12-31,295.581
2003-01-01,295.581
2003-01-02,303.063
2003-01-03,308.597
2003-01-06,312.621
2003-01-07,306.762
2003-01-08,301.874
2003-01-09,309.666
2003-01-10,309.901
2003-01-13,310.668
2003-01-14,314.239
2003-01-15,307.888
2003-01-16,308.965
2003-01-17,303.028
2003-01-20,300.74
2003-01-21,295.081
2003-01-22,288.571
2003-01-23,291.852
2003-01-24,291.896
2003-01-27,284.923
2003-01-28,282.209
2003-01-29,284.001
2003-01-30,285.674
2003-01-31,284.661
2003-02-03,292.626
2003-02-04,286.45
2003-02-05,290.505
2003-02-06,290.286
2003-02-07,290.613
2003-02-10,285.361
2003-02-11,290.779
2003-02-12,289.835
2003-02-13,290.949
2003-02-14,294.503
2003-02-17,298.727
2003-02-18,304.603
2003-02-19,298.409
2003-02-20,299.694
2003-02-21,305.471
2003-02-24,300.677
2003-02-25,291.796
2003-02-26,291.065
2003-02-27,296.61
2003-02-28,300.115
2003-03-03,301.299
2003-03-04,297.126
2003-03-05,294.482
2003-03-06,288.25
2003-03-07,287.197
2003-03-10,279.451
2003-03-11,279.667
2003-03-12,275.57
2003-03-13,275.867
2003-03-14,286.031
2003-03-17,291.99
2003-03-18,293.828
2003-03-19,295.906
2003-03-20,291.919
2003-03-21,300.204
2003-03-24,294.1
2003-03-25,299.345
2003-03-26,300.273
2003-03-27,295.321
2003-03-28,297.977
2003-03-31,290.519
2003-04-01,290.929
2003-04-02,297.804
2003-04-03,299.39
2003-04-04,299.751
2003-04-07,306.873
2003-04-08,312.507
2003-04-09,309.563
2003-04-10,310.863
2003-04-11,309.728
2003-04-14,312.128
2003-04-15,316.926
2003-04-16,315.15
2003-04-17,324.312
2003-04-18,324.312
2003-04-21,322.914
2003-04-22,327.689
2003-04-23,333.121
2003-04-24,332.363
2003-04-25,326.287
2003-04-28,331.021
2003-04-29,331.94
2003-04-30,336.734
2003-05-01,339.827
2003-05-02,338.808
2003-05-05,344.043
2003-05-06,349.114
2003-05-07,349.029
2003-05-08,345.504
2003-05-09,345.367
2003-05-12,345.915
2003-05-13,348.057
2003-05-14,352.786
2003-05-15,357.457
2003-05-16,359.23
2003-05-19,352.909
2003-05-20,351.568
2003-05-21,350.019
2003-05-22,357.017
2003-05-23,358.987
2003-05-26,360.872
2003-05-27,363.363
2003-05-28,366.346
2003-05-29,369.003
2003-05-30,370.696
2003-06-02,374.074
2003-06-03,368.97
2003-06-04,370.395
2003-06-05,371.842
2003-06-06,372.924
2003-06-09,371.197
2003-06-10,371.862
2003-06-11,378.368
2003-06-12,375.161
2003-06-13,373.279
2003-06-16,381.933
2003-06-17,379.814
2003-06-18,379.514
2003-06-19,375.752
2003-06-20,371.973
2003-06-23,364.723
2003-06-24,365.354
2003-06-25,367.213
2003-06-26,362.396
2003-06-27,360.669
2003-06-30,354.451
2003-07-01,352.767
2003-07-02,351.787
2003-07-03,348.424
2003-07-04,351.26
2003-07-07,355.896
2003-07-08,356.478
2003-07-09,354.183
2003-07-10,351.896
2003-07-11,354.174
2003-07-14,355.714
2003-07-15,352.496
2003-07-16,350.884
2003-07-17,348.878
2003-07-18,351.934
2003-07-21,351.594
2003-07-22,352.802
2003-07-23,358.096
2003-07-24,364.565
2003-07-25,364.159
2003-07-28,367.029
2003-07-29,365.421
2003-07-30,362.722
2003-07-31,362.726
2003-08-01,359.318
2003-08-04,358.789
2003-08-05,359.243
2003-08-06,355.57
2003-08-07,356.068
2003-08-08,355.065
2003-08-11,355.51
2003-08-12,356.145
2003-08-13,358.267
2003-08-14,361.332
2003-08-15,361.076
2003-08-18,359.636
2003-08-19,356.495
2003-08-20,356.327
2003-08-21,353.287
2003-08-22,351.936
2003-08-25,350.105
2003-08-26,346.574
2003-08-27,348.65
2003-08-28,348.386
2003-08-29,350.003
2003-09-01,351.88
2003-09-02,351.519
2003-09-03,358.046
2003-09-04,359.746
2003-09-05,367.499
2003-09-08,375.553
2003-09-09,372.631
2003-09-10,368.232
2003-09-11,368.368
2003-09-12,368.788
2003-09-15,370.079
2003-09-16,372.773
2003-09-17,375.496
2003-09-18,379.151
2003-09-19,380.569
2003-09-22,376.311
2003-09-23,376.621
2003-09-24,375.135
2003-09-25,374.331
2003-09-26,370.013
2003-09-29,370.78
2003-09-30,368.74
2003-10-01,377.101
2003-10-02,380.978
2003-10-03,387.263
2003-10-06,385.069
2003-10-07,388.839
2003-10-08,388.57
2003-10-09,390.67
2003-10-10,390.974
2003-10-13,390.058
2003-10-14,391.593
2003-10-15,394.903
2003-10-16,396.723
2003-10-17,392.704
2003-10-20,390.993
2003-10-21,391.918
2003-10-22,390.618
2003-10-23,389.417
2003-10-24,390.815
2003-10-27,391.617
2003-10-28,391.388
2003-10-29,395.307
2003-10-30,396.802
2003-10-31,397.106
2003-11-03,396.579
2003-11-04,398.165
2003-11-05,396.06
2003-11-06,395.418
2003-11-07,401.601
2003-11-10,403.277
2003-11-11,401.536
2003-11-12,407.457
2003-11-13,409.777
2003-11-14,412.193
2003-11-17,405.122
2003-11-18,410.899
2003-11-19,412.443
2003-11-20,408.816
2003-11-21,409.926
2003-11-24,410.76
2003-11-25,411.287
2003-11-26,414.127
2003-11-27,417.183
2003-11-28,422.13
2003-12-01,422.646
2003-12-02,426.737
2003-12-03,433.792
2003-12-04,437.147
2003-12-05,439.681
2003-12-08,440.128
2003-12-09,434.466
2003-12-10,430.543
2003-12-11,430.95
2003-12-12,430.661
2003-12-15,433.502
2003-12-16,434.156
2003-12-17,436.341
2003-12-18,436.005
2003-12-19,429.941
2003-12-22,419.253
2003-12-23,417.511
2003-12-24,418.688
2003-12-25,418.688
2003-12-26,418.519
2003-12-29,422.547
2003-12-30,424.096
2003-12-31,426.906
2004-01-01,426.906
2004-01-02,431.849
2004-01-05,434.641
2004-01-06,437.819
2004-01-07,427.342
2004-01-08,432.2
2004-01-09,440.573
2004-01-12,439.258
2004-01-13,436.297
2004-01-14,438.206
2004-01-15,440.383
2004-01-16,433.378
2004-01-19,440.528
2004-01-20,446.181
2004-01-21,451.958
2004-01-22,451.539
2004-01-23,457.681
2004-01-26,456.449
2004-01-27,462.572
2004-01-28,460.514
2004-01-29,450.304
2004-01-30,447.781
2004-02-02,447.226
2004-02-03,446.05
2004-02-04,447.148
2004-02-05,446.876
2004-02-06,454.229
2004-02-09,455.038
2004-02-10,456.281
2004-02-11,453.661
2004-02-12,456.014
2004-02-13,451.756
2004-02-16,452.886
2004-02-17,457.44
2004-02-18,458.611
2004-02-19,450.426
2004-02-20,444.645
2004-02-23,444.54
2004-02-24,447.154
2004-02-25,443.426
2004-02-26,440.695
2004-02-27,443.3
2004-03-01,444.106
2004-03-02,438.212
2004-03-03,433.127
2004-03-04,436.365
2004-03-05,446.329
2004-03-08,444.85
2004-03-09,442.677
2004-03-10,435.872
2004-03-11,426.637
2004-03-12,423.07
2004-03-15,411.803
2004-03-16,419.802
2004-03-17,417.57
2004-03-18,415.436
2004-03-19,410.719
2004-03-22,404.719
2004-03-23,404.805
2004-03-24,401.21
2004-03-25,405.686
2004-03-26,402.177
2004-03-29,409.741
2004-03-30,409.031
2004-03-31,412.026
2004-04-01,418.763
2004-04-02,418.126
2004-04-05,417.613
2004-04-06,418.505
2004-04-07,426.133
2004-04-08,423.208
2004-04-09,423.208
2004-04-12,422.019
2004-04-13,421.323
2004-04-14,419.373
2004-04-15,418.986
2004-04-16,422.682
2004-04-19,425.703
2004-04-20,423.396
2004-04-21,420.992
2004-04-22,424.83
2004-04-23,424.478
2004-04-26,426.675
2004-04-27,427.63
2004-04-28,422.051
2004-04-29,422.658
2004-04-30,421.007
2004-05-03,422.877
2004-05-04,424.573
2004-05-05,428.919
2004-05-06,416.248
2004-05-07,411.045
2004-05-10,400.152
2004-05-11,406.076
2004-05-12,404.079
2004-05-13,407.833
2004-05-14,407.34
2004-05-17,402.539
2004-05-18,403.526
2004-05-19,414.711
2004-05-20,407.929
2004-05-21,411.778
2004-05-24,414.812
2004-05-25,416.75
2004-05-26,420.003
2004-05-27,427.484
2004-05-28,426.396
2004-05-31,424.561
2004-06-01,422.957
2004-06-02,425.531
2004-06-03,425.809
2004-06-04,427.626
2004-06-07,432.749
2004-06-08,430.766
2004-06-09,424.329
2004-06-10,426.607
2004-06-11,421.822
2004-06-14,421.208
2004-06-15,426.881
2004-06-16,427.454
2004-06-17,429.809
2004-06-18,431.208
2004-06-21,432.067
2004-06-22,428.811
2004-06-23,430.706
2004-06-24,437.805
2004-06-25,437.004
2004-06-28,444.008
2004-06-29,440.707
2004-06-30,441.744
2004-07-01,439.374
2004-07-02,443.539
2004-07-05,440.863
2004-07-06,436.171
2004-07-07,438.043
2004-07-08,441.832
2004-07-09,443.128
2004-07-12,441.473
2004-07-13,438.204
2004-07-14,437.727
2004-07-15,431.757
2004-07-16,435.729
2004-07-19,434.263
2004-07-20,431.821
2004-07-21,429.59
2004-07-22,424.467
2004-07-23,418.927
2004-07-26,417.929
2004-07-27,420.046
2004-07-28,418.499
2004-07-29,423.927
2004-07-30,424.936
2004-08-02,423.556
2004-08-03,424.027
2004-08-04,419.932
2004-08-05,419.278
2004-08-06,418.799
2004-08-09,414.253
2004-08-10,419.156
2004-08-11,411.885
2004-08-12,411.514
2004-08-13,414.734
2004-08-16,418.546
2004-08-17,417.675
2004-08-18,417.258
2004-08-19,420.374
2004-08-20,418.19
2004-08-23,418.852
2004-08-24,416.511
2004-08-25,415.364
2004-08-26,417.877
2004-08-27,418.884
2004-08-30,417.909
2004-08-31,421.645
2004-09-01,425.216
2004-09-02,427.867
2004-09-03,427.905
2004-09-06,430.214
2004-09-07,427.109
2004-09-08,429.576
2004-09-09,426.923
2004-09-10,433.284
2004-09-13,434.297
2004-09-14,434.976
2004-09-15,429.669
2004-09-16,429.554
2004-09-17,433.626
2004-09-20,431.436
2004-09-21,438.462
2004-09-22,436.369
2004-09-23,436.728
2004-09-24,437.326
2004-09-27,433.253
2004-09-28,434.082
2004-09-29,438.806
2004-09-30,440.73
2004-10-01,444.395
2004-10-04,444.77
2004-10-05,448.126
2004-10-06,447.391
2004-10-07,447.243
2004-10-08,452.097
2004-10-11,450.949
2004-10-12,445.945
2004-10-13,447.355
2004-10-14,450.596
2004-10-15,452.109
2004-10-18,453.422
2004-10-19,453.268
2004-10-20,451.833
2004-10-21,453.726
2004-10-22,454.979
2004-10-25,452.583
2004-10-26,455.884
2004-10-27,459.488
2004-10-28,459.245
2004-10-29,458.203
2004-11-01,462.097
2004-11-02,463.274
2004-11-03,467.727
2004-11-04,469.299
2004-11-05,472.821
2004-11-08,475.224
2004-11-09,474.26
2004-11-10,474.752
2004-11-11,479.412
2004-11-12,481.17
2004-11-15,480.357
2004-11-16,479.914
2004-11-17,488.91
2004-11-18,488.114
2004-11-19,487.774
2004-11-22,488.125
2004-11-23,489.949
2004-11-24,493.857
2004-11-25,500.187
2004-11-26,499.665
2004-11-29,500.412
2004-11-30,499.132
2004-12-01,501.626
2004-12-02,502.622
2004-12-03,507.262
2004-12-06,510.575
2004-12-07,513.768
2004-12-08,506.947
2004-12-09,503.265
2004-12-10,503.901
2004-12-13,510.439
2004-12-14,509.927
2004-12-15,516.799
2004-12-16,512.605
2004-12-17,510.834
2004-12-20,522.883
2004-12-21,523.673
2004-12-22,526.674
2004-12-23,533.745
2004-12-24,535.129
2004-12-27,538.171
2004-12-28,538.893
2004-12-29,539.387
2004-12-30,541.595
2004-12-31,540.105
2005-01-03,535.781
2005-01-04,532.562
2005-01-05,530.721
2005-01-06,530.911
2005-01-07,526.651
2005-01-10,528.649
2005-01-11,520.82
2005-01-12,523.838
2005-01-13,523.777
2005-01-14,525.175
2005-01-17,526.458
2005-01-18,522.145
2005-01-19,524.47
2005-01-20,519.795
2005-01-21,522.427
2005-01-24,523.04
2005-01-25,524.618
2005-01-26,527.955
2005-01-27,524.622
2005-01-28,523.678
2005-01-31,531.398
2005-02-01,533.116
2005-02-02,533.596
2005-02-03,529.563
2005-02-04,533.191
2005-02-07,531.502
2005-02-08,533.374
2005-02-09,533.495
2005-02-10,537.883
2005-02-11,539.575
2005-02-14,545.385
2005-02-15,545.544
2005-02-16,540.55
2005-02-17,544.032
2005-02-18,544.061
2005-02-21,540.53
2005-02-22,541.963
2005-02-23,538.124
2005-02-24,539.236
2005-02-25,546.832
2005-02-28,552.777
2005-03-01,553.1
2005-03-02,548.338
2005-03-03,550.221
2005-03-04,560.384
2005-03-07,558.851
2005-03-08,560.526
2005-03-09,558.122
2005-03-10,555.092
2005-03-11,554.967
2005-03-14,552.496
2005-03-15,550.293
2005-03-16,547.739
2005-03-17,544.703
2005-03-18,549.143
2005-03-21,548.555
2005-03-22,548.314
2005-03-23,539.903
2005-03-24,539.847
2005-03-25,539.847
2005-03-28,536.058
2005-03-29,539.92
2005-03-30,546.352
2005-03-31,549.396
2005-04-01,551.698
2005-04-04,546.496
2005-04-05,546.304
2005-04-06,549.545
2005-04-07,558.301
2005-04-08,553.706
2005-04-11,558.897
2005-04-12,552.878
2005-04-13,556.876
2005-04-14,553.973
2005-04-15,547.49
2005-04-18,541.309
2005-04-19,544.659
2005-04-20,542.037
2005-04-21,549.655
2005-04-22,553.377
2005-04-25,549.863
2005-04-26,544.382
2005-04-27,540.037
2005-04-28,535.38
2005-04-29,535.55
2005-05-02,538.808
2005-05-03,541.082
2005-05-04,545.02
2005-05-05,548.481
2005-05-06,544.382
2005-05-09,543.366
2005-05-10,538.338
2005-05-11,541.953
2005-05-12,540.572
2005-05-13,540.536
2005-05-16,541.51
2005-05-17,535.903
2005-05-18,544.442
2005-05-19,544.946
2005-05-20,540.647
2005-05-23,546.709
2005-05-24,545.163
2005-05-25,547.184
2005-05-26,548.001
2005-05-27,547.879
2005-05-30,547.321
2005-05-31,539.312
2005-06-01,538.836
2005-06-02,543.197
2005-06-03,540.44
2005-06-06,540.233
2005-06-07,541.788
2005-06-08,543.721
2005-06-09,542.021
2005-06-10,539.107
2005-06-13,537.726
2005-06-14,537.876
2005-06-15,541.02
2005-06-16,544.048
2005-06-17,553.118
2005-06-20,547.314
2005-06-21,548.119
2005-06-22,546.338
2005-06-23,541.923
2005-06-24,538.793
2005-06-27,539.28
2005-06-28,539.104
2005-06-29,541.249
2005-06-30,545.392
2005-07-01,541.117
2005-07-04,538.204
2005-07-05,537.398
2005-07-06,538.267
2005-07-07,529.279
2005-07-08,537.165
2005-07-11,544.99
2005-07-12,551.857
2005-07-13,549.792
2005-07-14,551.688
2005-07-15,547.775
2005-07-18,551.771
2005-07-19,554.726
2005-07-20,557.051
2005-07-21,562.119
2005-07-22,563.049
2005-07-25,559.071
2005-07-26,555.921
2005-07-27,557.679
2005-07-28,560.384
2005-07-29,559.538
2005-08-01,565.902
2005-08-02,571.494
2005-08-03,574.991
2005-08-04,571.932
2005-08-05,569.22
2005-08-08,574.32
2005-08-09,575.412
2005-08-10,578.662
2005-08-11,579.094
2005-08-12,576.104
2005-08-15,573.023
2005-08-16,568.526
2005-08-17,564.149
2005-08-18,554.695
2005-08-19,558.021
2005-08-22,563.638
2005-08-23,559.415
2005-08-24,564.547
2005-08-25,564.261
2005-08-26,560.118
2005-08-29,557.145
2005-08-30,552.947
2005-08-31,562.507
2005-09-01,572.096
2005-09-02,577.275
2005-09-05,580.432
2005-09-06,580.835
2005-09-07,580.69
2005-09-08,579.189
2005-09-09,581.654
2005-09-12,576.805
2005-09-13,575.326
2005-09-14,579.319
2005-09-15,574.4
2005-09-16,577.847
2005-09-19,572.538
2005-09-20,577.373
2005-09-21,579.678
2005-09-22,573.954
2005-09-23,569.752
2005-09-26,574.405
2005-09-27,575.332
2005-09-28,582.721
2005-09-29,583.304
2005-09-30,584.909
2005-10-03,581.669
2005-10-04,588.414
2005-10-05,583.485
2005-10-06,585.421
2005-10-07,579.801
2005-10-10,575.663
2005-10-11,569.846
2005-10-12,566.332
2005-10-13,557.724
2005-10-14,566.869
2005-10-17,564.537
2005-10-18,555.118
2005-10-19,548.199
2005-10-20,546.81
2005-10-21,551.636
2005-10-24,553.935
2005-10-25,559.099
2005-10-26,557.822
2005-10-27,552.506
2005-10-28,551.607
2005-10-31,555.011
2005-11-01,559.963
2005-11-02,567.136
2005-11-03,570.26
2005-11-04,557.316
2005-11-07,561.042
2005-11-08,557.116
2005-11-09,559.625
