Date,ITALY MID GROWTH Mid Cap
2001-01-01,611.14
2001-01-02,582.894
2001-01-03,545.962
2001-01-04,553.801
2001-01-05,544.279
2001-01-08,533.024
2001-01-09,540.309
2001-01-10,552.987
2001-01-11,557.25
2001-01-12,584.213
2001-01-15,570.755
2001-01-16,574.82
2001-01-17,612.382
2001-01-18,610.363
2001-01-19,604.802
2001-01-22,600.811
2001-01-23,594.127
2001-01-24,593.163
2001-01-25,586.45
2001-01-26,582.377
2001-01-29,574.868
2001-01-30,586.394
2001-01-31,606.29
2001-02-01,600.026
2001-02-02,586.763
2001-02-05,575.861
2001-02-06,574.006
2001-02-07,559.268
2001-02-08,548.042
2001-02-09,537.118
2001-02-12,541.451
2001-02-13,533.022
2001-02-14,514.106
2001-02-15,517.594
2001-02-16,509.721
2001-02-19,503.999
2001-02-20,487.787
2001-02-21,490.339
2001-02-22,491.776
2001-02-23,486.706
2001-02-26,495.556
2001-02-27,495.487
2001-02-28,490.524
2001-03-01,480.969
2001-03-02,475.511
2001-03-05,469.497
2001-03-06,484.248
2001-03-07,483.44
2001-03-08,476.975
2001-03-09,457.67
2001-03-12,433.868
2001-03-13,419.426
2001-03-14,413.733
2001-03-15,419.043
2001-03-16,407.499
2001-03-19,410.159
2001-03-20,422.271
2001-03-21,407.667
2001-03-22,380.293
2001-03-23,398.687
2001-03-26,412.925
2001-03-27,422.015
2001-03-28,419.61
2001-03-29,421.592
2001-03-30,421.963
2001-04-02,418.336
2001-04-03,400.563
2001-04-04,406.729
2001-04-05,416.106
2001-04-06,416.265
2001-04-09,420.795
2001-04-10,423.9
2001-04-11,426.018
2001-04-12,429.748
2001-04-13,429.748
2001-04-16,425.347
2001-04-17,421.469
2001-04-18,434.765
2001-04-19,437.493
2001-04-20,447.739
2001-04-23,422.151
2001-04-24,417.036
2001-04-25,416.422
2001-04-26,418.996
2001-04-27,416.673
2001-04-30,420.477
2001-05-01,422.706
2001-05-02,423.797
2001-05-03,418.697
2001-05-04,418.993
2001-05-07,417.34
2001-05-08,416.19
2001-05-09,416.373
2001-05-10,412.052
2001-05-11,408.04
2001-05-14,406.76
2001-05-15,405.047
2001-05-16,402.943
2001-05-17,400.776
2001-05-18,397.287
2001-05-21,399.152
2001-05-22,402.887
2001-05-23,401.241
2001-05-24,399.53
2001-05-25,395.446
2001-05-28,399.045
2001-05-29,390.642
2001-05-30,379.12
2001-05-31,399.628
2001-06-01,392.719
2001-06-04,390.657
2001-06-05,391.991
2001-06-06,388.711
2001-06-07,391.306
2001-06-08,390.229
2001-06-11,387.85
2001-06-12,385.405
2001-06-13,389.257
2001-06-14,385.27
2001-06-15,384.491
2001-06-18,380.104
2001-06-19,378.112
2001-06-20,369.83
2001-06-21,371.31
2001-06-22,371.659
2001-06-25,375.717
2001-06-26,371.553
2001-06-27,370.004
2001-06-28,363.097
2001-06-29,366.889
2001-07-02,367.33
2001-07-03,368.315
2001-07-04,362.745
2001-07-05,355.801
2001-07-06,352.204
2001-07-09,353.28
2001-07-10,353.578
2001-07-11,350.636
2001-07-12,351.511
2001-07-13,350.112
2001-07-16,348.478
2001-07-17,341.767
2001-07-18,345.816
2001-07-19,349.062
2001-07-20,348.798
2001-07-23,347.897
2001-07-24,346.148
2001-07-25,346.273
2001-07-26,346.287
2001-07-27,349.175
2001-07-30,357.507
2001-07-31,359.662
2001-08-01,364.732
2001-08-02,371.133
2001-08-03,370.292
2001-08-06,367.293
2001-08-07,366.723
2001-08-08,368.173
2001-08-09,368.117
2001-08-10,366.321
2001-08-13,369.882
2001-08-14,369.132
2001-08-15,374.767
2001-08-16,370.57
2001-08-17,365.534
2001-08-20,358.509
2001-08-21,361.03
2001-08-22,361.614
2001-08-23,355.347
2001-08-24,359.011
2001-08-27,354.94
2001-08-28,349.914
2001-08-29,348.465
2001-08-30,335.948
2001-08-31,332.856
2001-09-03,326.893
2001-09-04,325.189
2001-09-05,320.527
2001-09-06,316.841
2001-09-07,320.05
2001-09-10,310.509
2001-09-11,290.298
2001-09-12,282.363
2001-09-13,283.519
2001-09-14,268.441
2001-09-17,264.075
2001-09-18,259.3
2001-09-19,255.436
2001-09-20,244.159
2001-09-21,230.143
2001-09-24,246.266
2001-09-25,255.497
2001-09-26,260.702
2001-09-27,265.81
2001-09-28,272.654
2001-10-01,262.317
2001-10-02,265.798
2001-10-03,265.743
2001-10-04,277.45
2001-10-05,272.125
2001-10-08,275.283
2001-10-09,274.121
2001-10-10,281.218
2001-10-11,284.575
2001-10-12,283.462
2001-10-15,278.248
2001-10-16,283.048
2001-10-17,285.617
2001-10-18,282.91
2001-10-19,276.106
2001-10-22,279.072
2001-10-23,284.316
2001-10-24,286.768
2001-10-25,283.899
2001-10-26,292.046
2001-10-29,293.349
2001-10-30,280.619
2001-10-31,283.919
2001-11-01,285.79
2001-11-02,283.016
2001-11-05,287.665
2001-11-06,284.437
2001-11-07,292.26
2001-11-08,298.565
2001-11-09,299.628
2001-11-12,289.008
2001-11-13,295.88
2001-11-14,300.867
