Date,ITALY VALUE Standard (Large+Mid Cap)
2001-08-02,729.975
2001-08-03,733.117
2001-08-06,737.234
2001-08-07,735.835
2001-08-08,737.178
2001-08-09,743.045
2001-08-10,740.11
2001-08-13,747.439
2001-08-14,749.435
2001-08-15,760.877
2001-08-16,761.489
2001-08-17,752.517
2001-08-20,747.21
2001-08-21,749.991
2001-08-22,763.775
2001-08-23,762.097
2001-08-24,768.627
2001-08-27,764.336
2001-08-28,757.641
2001-08-29,765.466
2001-08-30,758.296
2001-08-31,755.2
2001-09-03,750.288
2001-09-04,733.952
2001-09-05,719.824
2001-09-06,704.778
2001-09-07,707.324
2001-09-10,694.612
2001-09-11,661.873
2001-09-12,655.194
2001-09-13,669.47
2001-09-14,642.354
2001-09-17,642.592
2001-09-18,630.701
2001-09-19,616.135
2001-09-20,587.604
2001-09-21,550.162
2001-09-24,581.747
2001-09-25,598.043
2001-09-26,618.958
2001-09-27,633.908
2001-09-28,656.515
2001-10-01,640.985
2001-10-02,646.65
2001-10-03,656.964
2001-10-04,664.351
2001-10-05,653.822
2001-10-08,660.288
2001-10-09,657.752
2001-10-10,670.915
2001-10-11,676.695
2001-10-12,674.389
2001-10-15,663.488
2001-10-16,667.168
2001-10-17,673.341
2001-10-18,663.026
2001-10-19,639.418
2001-10-22,647.612
2001-10-23,663.81
2001-10-24,670.176
2001-10-25,660.017
2001-10-26,671.546
2001-10-29,672.985
2001-10-30,653.391
2001-10-31,658.481
2001-11-01,662.349
2001-11-02,653.764
2001-11-05,663.459
2001-11-06,652.248
2001-11-07,656.985
2001-11-08,660.216
2001-11-09,659.803
2001-11-12,642.512
2001-11-13,648.574
2001-11-14,644.598
2001-11-15,640.82
2001-11-16,656.713
2001-11-19,665.521
2001-11-20,661.588
2001-11-21,660.883
2001-11-22,668.42
2001-11-23,667.09
2001-11-26,656.949
2001-11-27,649.122
2001-11-28,653.686
2001-11-29,655.938
2001-11-30,660.281
2001-12-03,655.715
2001-12-04,661.897
2001-12-05,679.514
2001-12-06,679.981
2001-12-07,675.331
2001-12-10,662.436
2001-12-11,661.625
2001-12-12,658.112
2001-12-13,646.285
2001-12-14,648.677
2001-12-17,671.191
2001-12-18,663.003
2001-12-19,654.57
2001-12-20,653.929
2001-12-21,659.354
2001-12-24,652.775
2001-12-25,652.775
2001-12-26,653.333
2001-12-27,672.24
2001-12-28,670.505
2001-12-31,677.044
2002-01-01,677.044
2002-01-02,676.299
2002-01-03,686.729
2002-01-04,675.888
2002-01-07,671.203
2002-01-08,675.542
2002-01-09,674.678
2002-01-10,667.311
2002-01-11,673.44
2002-01-14,663.386
2002-01-15,671.435
2002-01-16,659.853
2002-01-17,667.204
2002-01-18,676.918
2002-01-21,670.497
2002-01-22,674.788
2002-01-23,685.333
2002-01-24,681.262
2002-01-25,677.694
2002-01-28,682.18
2002-01-29,677.17
2002-01-30,675.611
2002-01-31,679.455
2002-02-01,679.248
2002-02-04,676.386
2002-02-05,667.698
2002-02-06,661.631
2002-02-07,660.514
2002-02-08,665.951
2002-02-11,666.9
2002-02-12,665.082
2002-02-13,671.521
2002-02-14,676.744
2002-02-15,673.343
2002-02-18,667.254
2002-02-19,657.896
2002-02-20,657.266
2002-02-21,662.039
2002-02-22,659.648
2002-02-25,661.48
2002-02-26,663.151
2002-02-27,680.083
2002-02-28,680.267
2002-03-01,682.49
2002-03-04,696.828
2002-03-05,694.675
2002-03-06,702.902
2002-03-07,702.336
2002-03-08,711.684
2002-03-11,715.136
2002-03-12,709.697
2002-03-13,719.847
2002-03-14,727.067
2002-03-15,735.029
2002-03-18,724.681
2002-03-19,731.718
2002-03-20,727.163
2002-03-21,725.537
2002-03-22,727.041
2002-03-25,714.875
2002-03-26,718.201
2002-03-27,721.114
2002-03-28,739.675
2002-03-29,739.675
2002-04-01,745.737
2002-04-02,750.207
2002-04-03,752.652
2002-04-04,742.054
2002-04-05,740.313
2002-04-08,725.137
2002-04-09,732.907
2002-04-10,740.557
2002-04-11,740.215
2002-04-12,741.615
2002-04-15,746.483
2002-04-16,759.645
2002-04-17,756.259
2002-04-18,763.26
2002-04-19,769.081
2002-04-22,769.476
2002-04-23,768.592
2002-04-24,771.716
2002-04-25,765.362
2002-04-26,760.98
2002-04-29,763.726
2002-04-30,765.486
2002-05-01,769.819
2002-05-02,756.553
2002-05-03,765.398
2002-05-06,764.412
2002-05-07,757.098
2002-05-08,758.086
2002-05-09,746.22
2002-05-10,742.519
2002-05-13,751.02
2002-05-14,755.343
2002-05-15,757.701
2002-05-16,759.422
2002-05-17,766.448
2002-05-20,760.223
2002-05-21,759.178
2002-05-22,763.587
2002-05-23,761.533
2002-05-24,755.807
2002-05-27,752.248
2002-05-28,760.631
2002-05-29,761.184
2002-05-30,758.095
2002-05-31,749.277
2002-06-03,748.493
2002-06-04,736.157
2002-06-05,732.329
2002-06-06,737.781
2002-06-07,734.003
2002-06-10,738.792
2002-06-11,756.474
2002-06-12,751.816
2002-06-13,740.375
2002-06-14,728.644
2002-06-17,745.763
2002-06-18,751.723
2002-06-19,751.64
2002-06-20,742.559
2002-06-21,742.725
2002-06-24,735.519
2002-06-25,743.332
2002-06-26,756.317
2002-06-27,743.917
2002-06-28,769.8
2002-07-01,775.96
2002-07-02,755.777
2002-07-03,736.63
2002-07-04,734.664
2002-07-05,757.937
2002-07-08,764.467
2002-07-09,767.675
2002-07-10,745.506
2002-07-11,722.653
2002-07-12,710.847
2002-07-15,685.06
2002-07-16,682.076
2002-07-17,683.093
2002-07-18,700.92
2002-07-19,675.32
2002-07-22,639.029
2002-07-23,621.293
2002-07-24,619.293
2002-07-25,635.823
2002-07-26,629.8
2002-07-29,657.066
2002-07-30,666.006
2002-07-31,668.215
2002-08-01,647.41
2002-08-02,647.173
2002-08-05,640.76
2002-08-06,650.435
2002-08-07,649.393
2002-08-08,670.056
2002-08-09,681.404
2002-08-12,673.163
2002-08-13,681.543
2002-08-14,668.34
2002-08-15,663.362
2002-08-16,687.441
2002-08-19,701.031
2002-08-20,690.122
2002-08-21,696.697
2002-08-22,696.371
2002-08-23,692.171
2002-08-26,692.809
2002-08-27,718.069
2002-08-28,691.156
2002-08-29,676.315
2002-08-30,684.695
2002-09-02,678.509
2002-09-03,660.729
2002-09-04,670.512
2002-09-05,668.463
2002-09-06,682.185
2002-09-09,670.602
2002-09-10,685.813
2002-09-11,692.702
2002-09-12,674.547
2002-09-13,667.827
2002-09-16,664.016
2002-09-17,654.579
2002-09-18,642.937
2002-09-19,633.427
2002-09-20,621.334
2002-09-23,589.139
2002-09-24,588.539
2002-09-25,596.677
2002-09-26,615.106
2002-09-27,612.469
2002-09-30,595.933
2002-10-01,599.045
2002-10-02,608.722
2002-10-03,606.747
2002-10-04,585.297
2002-10-07,583.946
2002-10-08,567.907
2002-10-09,563.475
2002-10-10,574.835
2002-10-11,593.294
2002-10-14,585.71
2002-10-15,619.432
2002-10-16,612.681
2002-10-17,617.187
2002-10-18,609.939
2002-10-21,613.014
2002-10-22,604.08
2002-10-23,586.457
2002-10-24,596.43
2002-10-25,590.224
2002-10-28,593.983
2002-10-29,580.166
2002-10-30,598.521
2002-10-31,612.245
2002-11-01,606.665
2002-11-04,626.224
2002-11-05,629.083
2002-11-06,618.706
2002-11-07,605.575
2002-11-08,610.494
2002-11-11,609.247
2002-11-12,614.705
2002-11-13,611.208
2002-11-14,622.958
2002-11-15,620.408
2002-11-18,632.872
2002-11-19,635.006
2002-11-20,627.94
2002-11-21,643.768
2002-11-22,646.521
2002-11-25,647.784
2002-11-26,641.793
2002-11-27,656.922
2002-11-28,665.303
2002-11-29,667.797
2002-12-02,663.945
2002-12-03,646.162
2002-12-04,649.066
2002-12-05,640.423
2002-12-06,645.799
2002-12-09,633.765
2002-12-10,643.055
2002-12-11,649.199
2002-12-12,644.269
2002-12-13,638.182
2002-12-16,664.308
2002-12-17,666.95
2002-12-18,653.121
2002-12-19,650.571
2002-12-20,663.671
2002-12-23,670.145
2002-12-24,672.919
2002-12-25,672.919
2002-12-26,674.616
2002-12-27,662.336
2002-12-30,674.037
2002-12-31,676.681
2003-01-01,676.681
2003-01-02,698.466
2003-01-03,700.524
2003-01-06,710.929
2003-01-07,696.091
2003-01-08,681.997
2003-01-09,699.401
2003-01-10,699.983
2003-01-13,699.058
2003-01-14,700.745
2003-01-15,697.906
2003-01-16,700.553
2003-01-17,686.328
2003-01-20,676.45
2003-01-21,668.216
2003-01-22,661.457
2003-01-23,664.664
2003-01-24,659.511
2003-01-27,643.379
2003-01-28,646.647
2003-01-29,657.383
2003-01-30,661.189
2003-01-31,663.909
2003-02-03,667.605
2003-02-04,659.241
2003-02-05,666.553
2003-02-06,656.665
2003-02-07,652.92
2003-02-10,648.1
2003-02-11,657.693
2003-02-12,650.77
2003-02-13,656.837
2003-02-14,666.164
2003-02-17,668.808
2003-02-18,670.767
2003-02-19,662.748
2003-02-20,667.72
2003-02-21,677.915
2003-02-24,671.974
2003-02-25,660.396
2003-02-26,660.248
2003-02-27,671.888
2003-02-28,675.727
2003-03-03,662.303
2003-03-04,661.513
2003-03-05,662.907
2003-03-06,647.582
2003-03-07,640.432
2003-03-10,624.916
2003-03-11,623.526
2003-03-12,602.152
2003-03-13,618.421
2003-03-14,629.744
2003-03-17,642.247
2003-03-18,631.833
2003-03-19,640.077
2003-03-20,630.767
2003-03-21,643.593
2003-03-24,628.215
2003-03-25,643.331
2003-03-26,636.75
2003-03-27,631.267
2003-03-28,638.937
2003-03-31,630.156
2003-04-01,638.344
2003-04-02,650.093
2003-04-03,655.549
2003-04-04,659.726
2003-04-07,672.36
2003-04-08,673.261
2003-04-09,671.494
2003-04-10,667.685
2003-04-11,669.517
2003-04-14,675.232
2003-04-15,679.371
2003-04-16,677.49
2003-04-17,685.569
2003-04-18,685.569
2003-04-21,682.614
2003-04-22,692.658
2003-04-23,697.194
2003-04-24,697.241
2003-04-25,682.733
2003-04-28,697.868
2003-04-29,695.973
2003-04-30,706.455
2003-05-01,712.943
2003-05-02,713.398
2003-05-05,726.522
2003-05-06,742.199
2003-05-07,744.179
2003-05-08,738.354
2003-05-09,743.285
2003-05-12,741.78
2003-05-13,737.916
2003-05-14,741.322
2003-05-15,751.862
2003-05-16,760.008
2003-05-19,749.742
2003-05-20,748.636
2003-05-21,745.122
2003-05-22,759.609
2003-05-23,769.213
2003-05-26,773.293
2003-05-27,780.449
2003-05-28,784.0
2003-05-29,795.649
2003-05-30,795.414
2003-06-02,797.945
2003-06-03,793.32
2003-06-04,793.924
2003-06-05,800.526
2003-06-06,797.232
2003-06-09,791.552
2003-06-10,788.691
2003-06-11,802.232
2003-06-12,808.003
2003-06-13,808.295
2003-06-16,821.195
2003-06-17,817.689
2003-06-18,812.973
2003-06-19,804.84
2003-06-20,806.635
2003-06-23,786.295
2003-06-24,790.332
2003-06-25,795.353
2003-06-26,784.338
2003-06-27,779.337
2003-06-30,773.355
2003-07-01,766.442
2003-07-02,764.889
2003-07-03,762.903
2003-07-04,766.859
2003-07-07,772.766
2003-07-08,770.681
2003-07-09,767.999
2003-07-10,762.549
2003-07-11,769.422
2003-07-14,773.235
2003-07-15,765.025
2003-07-16,758.065
2003-07-17,756.8
2003-07-18,763.739
2003-07-21,767.199
2003-07-22,773.74
2003-07-23,775.612
2003-07-24,787.43
2003-07-25,786.777
2003-07-28,789.192
2003-07-29,782.426
2003-07-30,774.81
2003-07-31,770.0
2003-08-01,763.428
2003-08-04,765.001
2003-08-05,770.266
2003-08-06,765.169
2003-08-07,772.021
2003-08-08,777.277
2003-08-11,787.608
2003-08-12,786.295
2003-08-13,784.85
2003-08-14,794.106
2003-08-15,793.542
2003-08-18,792.583
2003-08-19,787.827
2003-08-20,783.44
2003-08-21,771.857
2003-08-22,766.972
2003-08-25,764.713
2003-08-26,756.777
2003-08-27,759.995
2003-08-28,764.857
2003-08-29,761.143
2003-09-01,767.027
2003-09-02,758.444
2003-09-03,761.309
2003-09-04,768.708
2003-09-05,775.697
2003-09-08,784.977
2003-09-09,785.082
2003-09-10,782.675
2003-09-11,784.586
2003-09-12,789.536
2003-09-15,786.653
2003-09-16,785.11
2003-09-17,789.375
2003-09-18,799.524
2003-09-19,805.868
2003-09-22,798.32
2003-09-23,798.94
2003-09-24,801.359
2003-09-25,799.236
2003-09-26,788.697
2003-09-29,792.733
2003-09-30,787.777
2003-10-01,808.392
2003-10-02,805.464
2003-10-03,811.314
2003-10-06,809.541
2003-10-07,815.349
2003-10-08,819.64
2003-10-09,823.35
2003-10-10,826.452
2003-10-13,824.283
2003-10-14,824.971
2003-10-15,828.704
2003-10-16,831.532
2003-10-17,823.98
2003-10-20,826.913
2003-10-21,828.287
2003-10-22,824.93
2003-10-23,818.366
2003-10-24,820.683
2003-10-27,824.781
2003-10-28,822.927
2003-10-29,822.51
2003-10-30,825.93
2003-10-31,821.399
2003-11-03,821.239
2003-11-04,822.924
2003-11-05,817.714
2003-11-06,818.853
2003-11-07,830.319
2003-11-10,829.362
2003-11-11,825.112
2003-11-12,835.259
2003-11-13,842.053
2003-11-14,854.734
2003-11-17,843.79
2003-11-18,855.717
2003-11-19,854.78
2003-11-20,854.92
2003-11-21,855.19
2003-11-24,859.13
2003-11-25,863.709
2003-11-26,873.647
2003-11-27,879.068
2003-11-28,886.988
2003-12-01,894.703
2003-12-02,901.753
2003-12-03,907.053
2003-12-04,905.939
2003-12-05,909.266
2003-12-08,910.168
2003-12-09,915.03
2003-12-10,913.089
2003-12-11,910.61
2003-12-12,917.155
2003-12-15,922.145
2003-12-16,926.801
2003-12-17,933.841
2003-12-18,936.214
2003-12-19,932.222
2003-12-22,925.322
2003-12-23,921.569
2003-12-24,924.166
2003-12-25,924.166
2003-12-26,923.795
2003-12-29,932.187
2003-12-30,928.664
2003-12-31,934.815
2004-01-01,934.815
2004-01-02,954.764
2004-01-05,968.397
2004-01-06,981.08
2004-01-07,961.335
2004-01-08,972.617
2004-01-09,973.699
2004-01-12,973.705
2004-01-13,977.083
2004-01-14,972.77
2004-01-15,970.874
2004-01-16,953.065
2004-01-19,960.19
2004-01-20,975.422
2004-01-21,982.95
2004-01-22,985.085
2004-01-23,983.98
2004-01-26,972.236
2004-01-27,978.128
2004-01-28,980.758
2004-01-29,956.141
2004-01-30,951.95
2004-02-02,956.043
2004-02-03,962.989
2004-02-04,960.732
2004-02-05,964.177
2004-02-06,976.365
2004-02-09,984.958
2004-02-10,986.123
2004-02-11,988.82
2004-02-12,998.519
2004-02-13,987.458
2004-02-16,989.4
2004-02-17,1000.295
2004-02-18,1004.026
2004-02-19,1001.288
2004-02-20,989.513
2004-02-23,994.449
2004-02-24,998.087
2004-02-25,988.931
2004-02-26,983.349
2004-02-27,983.924
2004-03-01,1001.515
2004-03-02,993.428
2004-03-03,978.038
2004-03-04,983.062
2004-03-05,1000.892
2004-03-08,1000.555
2004-03-09,1007.678
2004-03-10,996.414
2004-03-11,975.41
2004-03-12,962.469
2004-03-15,948.971
2004-03-16,959.25
2004-03-17,954.001
2004-03-18,960.024
2004-03-19,963.625
2004-03-22,952.727
2004-03-23,943.89
2004-03-24,942.574
2004-03-25,948.912
2004-03-26,949.276
2004-03-29,968.885
2004-03-30,971.313
2004-03-31,981.47
2004-04-01,994.779
2004-04-02,992.638
2004-04-05,985.454
2004-04-06,989.099
2004-04-07,986.097
2004-04-08,989.445
2004-04-09,989.445
2004-04-12,986.665
2004-04-13,993.16
2004-04-14,986.977
2004-04-15,993.01
2004-04-16,1011.255
2004-04-19,1011.04
2004-04-20,1006.865
2004-04-21,995.258
2004-04-22,999.31
2004-04-23,997.928
2004-04-26,1000.563
2004-04-27,1004.111
2004-04-28,992.241
2004-04-29,995.11
2004-04-30,996.884
2004-05-03,1002.462
2004-05-04,1013.248
2004-05-05,1023.33
2004-05-06,998.664
2004-05-07,977.469
2004-05-10,950.409
2004-05-11,957.165
2004-05-12,953.63
2004-05-13,958.698
2004-05-14,958.483
2004-05-17,960.235
2004-05-18,958.008
2004-05-19,977.288
2004-05-20,964.878
2004-05-21,968.147
2004-05-24,967.217
2004-05-25,977.671
2004-05-26,985.788
2004-05-27,1003.009
2004-05-28,997.858
2004-05-31,998.532
2004-06-01,998.041
2004-06-02,1009.86
2004-06-03,1009.552
2004-06-04,1016.14
2004-06-07,1031.233
2004-06-08,1030.518
2004-06-09,1011.519
2004-06-10,1016.453
2004-06-11,1008.694
2004-06-14,1008.419
2004-06-15,1022.641
2004-06-16,1022.207
2004-06-17,1030.71
2004-06-18,1040.88
2004-06-21,1035.773
2004-06-22,1027.987
2004-06-23,1029.006
2004-06-24,1039.323
2004-06-25,1035.69
2004-06-28,1043.787
2004-06-29,1032.581
2004-06-30,1026.95
2004-07-01,1022.814
2004-07-02,1035.619
2004-07-05,1036.525
2004-07-06,1036.496
2004-07-07,1041.681
2004-07-08,1051.141
2004-07-09,1053.55
2004-07-12,1045.128
2004-07-13,1038.019
2004-07-14,1040.658
2004-07-15,1031.046
2004-07-16,1038.283
2004-07-19,1032.335
2004-07-20,1031.517
2004-07-21,1021.448
2004-07-22,1013.164
2004-07-23,1001.426
2004-07-26,996.838
2004-07-27,997.529
2004-07-28,994.293
2004-07-29,1010.252
2004-07-30,1015.725
2004-08-02,1012.519
2004-08-03,1019.064
2004-08-04,1011.933
2004-08-05,1007.545
2004-08-06,1008.828
2004-08-09,1000.396
2004-08-10,1012.734
2004-08-11,992.771
2004-08-12,995.864
2004-08-13,1002.865
2004-08-16,1011.147
2004-08-17,1007.685
2004-08-18,1007.109
2004-08-19,1013.508
2004-08-20,1008.52
2004-08-23,1009.136
2004-08-24,1001.255
2004-08-25,1001.855
2004-08-26,1004.734
2004-08-27,1009.236
2004-08-30,1007.065
2004-08-31,1013.9
2004-09-01,1026.546
2004-09-02,1034.784
2004-09-03,1038.158
2004-09-06,1037.612
2004-09-07,1038.69
2004-09-08,1040.958
2004-09-09,1036.266
2004-09-10,1051.37
2004-09-13,1055.699
2004-09-14,1057.399
2004-09-15,1044.961
2004-09-16,1045.133
2004-09-17,1055.928
2004-09-20,1053.187
2004-09-21,1072.108
2004-09-22,1066.812
2004-09-23,1070.077
2004-09-24,1073.844
2004-09-27,1074.048
2004-09-28,1083.298
2004-09-29,1082.265
2004-09-30,1079.389
2004-10-01,1101.315
2004-10-04,1095.2
2004-10-05,1105.309
2004-10-06,1104.17
2004-10-07,1105.447
2004-10-08,1110.132
2004-10-11,1107.188
2004-10-12,1091.161
2004-10-13,1085.101
2004-10-14,1095.097
2004-10-15,1104.917
2004-10-18,1106.823
2004-10-19,1114.018
2004-10-20,1113.635
2004-10-21,1122.087
2004-10-22,1127.217
2004-10-25,1123.19
2004-10-26,1123.959
2004-10-27,1136.847
2004-10-28,1140.918
2004-10-29,1131.905
2004-11-01,1145.718
2004-11-02,1148.575
2004-11-03,1160.819
2004-11-04,1173.967
2004-11-05,1182.82
2004-11-08,1187.566
2004-11-09,1183.48
2004-11-10,1183.702
2004-11-11,1199.377
2004-11-12,1203.23
2004-11-15,1195.142
2004-11-16,1186.738
2004-11-17,1211.199
2004-11-18,1212.817
2004-11-19,1209.99
2004-11-22,1207.78
2004-11-23,1209.801
2004-11-24,1222.52
2004-11-25,1240.873
2004-11-26,1238.275
2004-11-29,1236.446
2004-11-30,1233.025
2004-12-01,1247.752
2004-12-02,1241.558
2004-12-03,1245.585
2004-12-06,1253.157
2004-12-07,1254.778
2004-12-08,1245.83
2004-12-09,1237.087
2004-12-10,1241.978
2004-12-13,1255.017
2004-12-14,1257.651
2004-12-15,1271.801
2004-12-16,1259.398
2004-12-17,1248.847
2004-12-20,1271.692
2004-12-21,1269.482
2004-12-22,1283.332
2004-12-23,1301.546
2004-12-24,1304.92
2004-12-27,1311.762
2004-12-28,1314.568
2004-12-29,1311.194
2004-12-30,1315.174
2004-12-31,1311.556
2005-01-03,1302.388
2005-01-04,1289.339
2005-01-05,1278.815
2005-01-06,1273.16
2005-01-07,1264.269
2005-01-10,1267.76
2005-01-11,1259.143
2005-01-12,1267.64
2005-01-13,1275.072
2005-01-14,1272.082
2005-01-17,1271.875
2005-01-18,1266.322
2005-01-19,1267.337
2005-01-20,1259.698
2005-01-21,1271.675
2005-01-24,1269.045
2005-01-25,1267.833
2005-01-26,1274.124
2005-01-27,1268.11
2005-01-28,1257.581
2005-01-31,1274.592
2005-02-01,1280.961
2005-02-02,1282.495
2005-02-03,1272.965
2005-02-04,1285.688
2005-02-07,1280.021
2005-02-08,1273.237
2005-02-09,1269.865
2005-02-10,1284.835
2005-02-11,1291.288
2005-02-14,1300.939
2005-02-15,1308.451
2005-02-16,1299.823
2005-02-17,1309.858
2005-02-18,1305.885
2005-02-21,1293.555
2005-02-22,1297.371
2005-02-23,1288.813
2005-02-24,1299.91
2005-02-25,1312.046
2005-02-28,1323.776
2005-03-01,1317.321
2005-03-02,1314.659
2005-03-03,1318.036
2005-03-04,1338.45
2005-03-07,1334.61
2005-03-08,1346.689
2005-03-09,1343.727
2005-03-10,1333.92
2005-03-11,1336.315
2005-03-14,1328.586
2005-03-15,1338.032
2005-03-16,1333.885
2005-03-17,1331.101
2005-03-18,1329.728
2005-03-21,1326.026
2005-03-22,1329.135
2005-03-23,1308.56
2005-03-24,1309.963
2005-03-25,1309.963
2005-03-28,1300.769
2005-03-29,1312.15
2005-03-30,1317.17
2005-03-31,1327.132
2005-04-01,1334.749
2005-04-04,1319.685
2005-04-05,1330.056
2005-04-06,1330.806
2005-04-07,1355.782
2005-04-08,1340.439
2005-04-11,1350.572
2005-04-12,1335.86
2005-04-13,1335.378
2005-04-14,1318.597
2005-04-15,1300.028
2005-04-18,1279.181
2005-04-19,1280.95
2005-04-20,1281.637
2005-04-21,1292.279
2005-04-22,1295.773
2005-04-25,1286.386
2005-04-26,1282.492
2005-04-27,1271.306
2005-04-28,1263.446
2005-04-29,1267.682
2005-05-02,1269.471
2005-05-03,1277.812
2005-05-04,1284.647
2005-05-05,1290.557
2005-05-06,1284.302
2005-05-09,1279.466
2005-05-10,1273.391
2005-05-11,1271.34
2005-05-12,1272.087
2005-05-13,1263.484
2005-05-16,1255.801
2005-05-17,1244.961
2005-05-18,1269.254
2005-05-19,1273.798
2005-05-20,1270.445
2005-05-23,1283.457
2005-05-24,1285.36
2005-05-25,1283.813
2005-05-26,1279.291
2005-05-27,1276.171
2005-05-30,1276.264
2005-05-31,1255.67
2005-06-01,1262.061
2005-06-02,1263.649
2005-06-03,1254.409
2005-06-06,1254.677
2005-06-07,1266.496
2005-06-08,1274.118
2005-06-09,1258.905
2005-06-10,1253.768
2005-06-13,1257.845
2005-06-14,1262.691
2005-06-15,1268.558
2005-06-16,1268.235
2005-06-17,1284.634
2005-06-20,1269.363
2005-06-21,1271.825
2005-06-22,1270.615
2005-06-23,1265.664
2005-06-24,1258.898
2005-06-27,1254.878
2005-06-28,1261.599
2005-06-29,1262.32
2005-06-30,1271.944
2005-07-01,1263.963
2005-07-04,1268.579
2005-07-05,1264.643
2005-07-06,1276.627
2005-07-07,1264.182
2005-07-08,1288.089
2005-07-11,1306.504
2005-07-12,1312.802
2005-07-13,1312.394
2005-07-14,1316.737
2005-07-15,1303.334
2005-07-18,1307.705
2005-07-19,1312.138
2005-07-20,1305.123
2005-07-21,1315.839
2005-07-22,1315.979
2005-07-25,1318.973
2005-07-26,1315.098
2005-07-27,1319.906
2005-07-28,1330.038
2005-07-29,1335.505
2005-08-01,1337.143
2005-08-02,1351.802
2005-08-03,1365.614
2005-08-04,1355.963
2005-08-05,1343.789
2005-08-08,1358.845
2005-08-09,1364.739
2005-08-10,1381.044
2005-08-11,1387.056
2005-08-12,1382.766
2005-08-15,1375.369
2005-08-16,1361.698
2005-08-17,1353.397
2005-08-18,1327.129
2005-08-19,1347.646
2005-08-22,1358.263
2005-08-23,1339.737
2005-08-24,1358.658
2005-08-25,1353.379
2005-08-26,1344.614
2005-08-29,1345.356
2005-08-30,1335.671
2005-08-31,1368.242
2005-09-01,1397.55
2005-09-02,1405.24
2005-09-05,1404.282
2005-09-06,1405.082
2005-09-07,1402.939
2005-09-08,1400.948
2005-09-09,1405.823
2005-09-12,1385.159
2005-09-13,1376.54
2005-09-14,1392.079
2005-09-15,1384.215
2005-09-16,1396.78
2005-09-19,1390.617
2005-09-20,1395.022
2005-09-21,1398.062
2005-09-22,1380.571
2005-09-23,1373.962
