Date,EUROPE LARGE GROWTH Large Cap
2001-08-14,526.043
2001-08-15,529.34
2001-08-16,522.184
2001-08-17,514.467
2001-08-20,511.568
2001-08-21,518.8
2001-08-22,520.866
2001-08-23,518.63
2001-08-24,527.445
2001-08-27,526.378
2001-08-28,518.203
2001-08-29,517.327
2001-08-30,505.862
2001-08-31,507.399
2001-09-03,499.918
2001-09-04,497.579
2001-09-05,486.435
2001-09-06,475.043
2001-09-07,471.02
2001-09-10,465.744
2001-09-11,438.448
2001-09-12,450.273
2001-09-13,455.616
2001-09-14,437.424
2001-09-17,448.13
2001-09-18,444.822
2001-09-19,440.658
2001-09-20,424.419
2001-09-21,409.808
2001-09-24,431.641
2001-09-25,441.559
2001-09-26,444.685
2001-09-27,449.741
2001-09-28,459.174
2001-10-01,451.601
2001-10-02,455.21
2001-10-03,458.764
2001-10-04,470.724
2001-10-05,469.999
2001-10-08,472.247
2001-10-09,471.506
2001-10-10,480.404
2001-10-11,482.94
2001-10-12,480.566
2001-10-15,472.251
2001-10-16,478.423
2001-10-17,487.742
2001-10-18,480.012
2001-10-19,471.936
2001-10-22,477.723
2001-10-23,486.645
2001-10-24,490.024
2001-10-25,482.264
2001-10-26,491.023
2001-10-29,485.887
2001-10-30,475.503
2001-10-31,479.804
2001-11-01,486.747
2001-11-02,487.681
2001-11-05,497.312
2001-11-06,498.005
2001-11-07,503.443
2001-11-08,509.264
2001-11-09,502.649
2001-11-12,492.094
2001-11-13,502.499
2001-11-14,504.546
2001-11-15,507.216
2001-11-16,512.018
2001-11-19,513.364
2001-11-20,505.849
2001-11-21,501.106
2001-11-22,508.312
2001-11-23,504.087
2001-11-26,506.602
2001-11-27,500.501
2001-11-28,496.29
2001-11-29,495.383
2001-11-30,501.83
2001-12-03,497.072
2001-12-04,506.663
2001-12-05,521.29
2001-12-06,523.63
2001-12-07,518.738
2001-12-10,508.234
2001-12-11,510.044
2001-12-12,508.292
2001-12-13,499.821
2001-12-14,496.809
2001-12-17,510.233
2001-12-18,508.753
2001-12-19,501.911
2001-12-20,498.816
2001-12-21,501.496
2001-12-24,497.193
2001-12-25,497.193
2001-12-26,498.068
2001-12-27,508.835
2001-12-28,509.569
2001-12-31,513.888
2002-01-01,513.888
2002-01-02,515.311
2002-01-03,523.799
2002-01-04,520.441
2002-01-07,513.958
2002-01-08,507.835
2002-01-09,507.504
2002-01-10,502.91
2002-01-11,505.072
2002-01-14,494.942
2002-01-15,498.419
2002-01-16,487.956
2002-01-17,492.201
2002-01-18,492.062
2002-01-21,487.564
2002-01-22,488.621
2002-01-23,491.32
2002-01-24,496.009
2002-01-25,485.023
2002-01-28,485.79
2002-01-29,479.507
2002-01-30,472.711
2002-01-31,478.765
2002-02-01,479.404
2002-02-04,475.567
2002-02-05,468.267
2002-02-06,462.369
2002-02-07,468.976
2002-02-08,469.512
2002-02-11,476.857
2002-02-12,474.212
2002-02-13,476.205
2002-02-14,479.462
2002-02-15,476.281
2002-02-18,471.585
2002-02-19,464.086
2002-02-20,460.989
2002-02-21,464.425
2002-02-22,461.108
2002-02-25,465.131
2002-02-26,466.631
2002-02-27,474.448
2002-02-28,474.909
2002-03-01,478.654
2002-03-04,489.972
2002-03-05,488.07
2002-03-06,492.993
2002-03-07,498.874
2002-03-08,500.471
2002-03-11,495.77
2002-03-12,488.699
2002-03-13,489.745
2002-03-14,494.725
2002-03-15,498.881
2002-03-18,501.598
2002-03-19,502.733
2002-03-20,497.545
2002-03-21,495.741
2002-03-22,496.804
2002-03-25,491.951
2002-03-26,492.956
2002-03-27,490.908
2002-03-28,495.645
2002-03-29,495.645
2002-04-01,500.193
2002-04-02,496.965
2002-04-03,495.151
2002-04-04,490.871
2002-04-05,490.127
2002-04-08,479.519
2002-04-09,481.05
2002-04-10,485.89
2002-04-11,477.823
2002-04-12,478.012
2002-04-15,482.524
2002-04-16,492.691
2002-04-17,496.703
2002-04-18,491.44
2002-04-19,490.312
2002-04-22,484.15
2002-04-23,483.635
2002-04-24,482.783
2002-04-25,482.764
2002-04-26,480.455
2002-04-29,480.191
2002-04-30,480.754
2002-05-01,482.842
2002-05-02,478.027
2002-05-03,475.346
2002-05-06,476.57
2002-05-07,469.532
2002-05-08,480.208
2002-05-09,478.538
2002-05-10,473.003
2002-05-13,476.143
2002-05-14,478.472
2002-05-15,484.579
2002-05-16,483.541
2002-05-17,486.852
2002-05-20,484.43
2002-05-21,480.906
2002-05-22,476.978
2002-05-23,473.927
2002-05-24,473.592
2002-05-27,472.359
2002-05-28,473.257
2002-05-29,473.066
2002-05-30,467.848
2002-05-31,468.929
2002-06-03,465.96
2002-06-04,458.394
2002-06-05,453.067
2002-06-06,453.697
2002-06-07,447.664
2002-06-10,450.04
2002-06-11,453.446
2002-06-12,443.596
2002-06-13,438.202
2002-06-14,430.045
2002-06-17,444.819
2002-06-18,443.422
2002-06-19,439.642
2002-06-20,434.163
2002-06-21,434.889
2002-06-24,426.275
2002-06-25,434.695
2002-06-26,434.267
2002-06-27,439.362
2002-06-28,456.429
2002-07-01,456.245
2002-07-02,440.785
2002-07-03,426.2
2002-07-04,437.131
2002-07-05,453.862
2002-07-08,458.015
2002-07-09,455.541
2002-07-10,436.803
2002-07-11,421.545
2002-07-12,425.315
2002-07-15,410.023
2002-07-16,411.357
2002-07-17,424.143
2002-07-18,428.741
2002-07-19,408.138
2002-07-22,386.935
2002-07-23,373.643
2002-07-24,372.51
2002-07-25,390.553
2002-07-26,392.961
2002-07-29,411.65
2002-07-30,411.944
2002-07-31,408.902
2002-08-01,393.845
2002-08-02,395.803
2002-08-05,382.922
2002-08-06,392.687
2002-08-07,388.891
2002-08-08,405.915
2002-08-09,412.763
2002-08-12,404.97
2002-08-13,409.306
2002-08-14,402.294
2002-08-15,411.585
2002-08-16,415.442
2002-08-19,424.444
2002-08-20,414.726
2002-08-21,420.674
2002-08-22,423.967
2002-08-23,418.374
2002-08-26,414.024
2002-08-27,423.839
2002-08-28,407.813
2002-08-29,403.094
2002-08-30,405.67
2002-09-02,398.28
2002-09-03,387.293
2002-09-04,390.743
2002-09-05,389.997
2002-09-06,400.162
2002-09-09,392.908
2002-09-10,399.035
2002-09-11,408.074
2002-09-12,393.334
2002-09-13,387.066
2002-09-16,382.242
2002-09-17,378.044
2002-09-18,369.522
2002-09-19,364.272
2002-09-20,366.572
2002-09-23,353.986
2002-09-24,349.524
2002-09-25,355.893
2002-09-26,371.884
2002-09-27,370.972
2002-09-30,359.678
2002-10-01,363.368
2002-10-02,377.67
2002-10-03,375.234
2002-10-04,364.755
2002-10-07,359.44
2002-10-08,352.067
2002-10-09,352.75
2002-10-10,361.218
2002-10-11,378.464
2002-10-14,376.074
2002-10-15,395.655
2002-10-16,386.664
2002-10-17,395.696
2002-10-18,392.46
2002-10-21,393.467
2002-10-22,393.487
2002-10-23,380.703
2002-10-24,390.449
2002-10-25,391.28
2002-10-28,397.257
2002-10-29,382.776
2002-10-30,391.633
2002-10-31,398.909
2002-11-01,395.106
2002-11-04,407.956
2002-11-05,411.015
2002-11-06,405.618
2002-11-07,402.014
2002-11-08,398.568
2002-11-11,395.255
2002-11-12,403.3
2002-11-13,400.121
2002-11-14,408.394
2002-11-15,411.386
2002-11-18,414.86
2002-11-19,413.49
2002-11-20,410.917
2002-11-21,422.179
2002-11-22,421.124
2002-11-25,415.842
2002-11-26,408.301
2002-11-27,415.834
2002-11-28,418.803
2002-11-29,415.457
2002-12-02,416.014
2002-12-03,406.737
2002-12-04,408.345
2002-12-05,403.23
2002-12-06,405.279
2002-12-09,397.115
2002-12-10,399.406
2002-12-11,402.428
2002-12-12,399.54
2002-12-13,397.566
2002-12-16,407.091
2002-12-17,404.994
2002-12-18,396.465
2002-12-19,395.635
2002-12-20,399.427
2002-12-23,400.208
2002-12-24,401.806
2002-12-25,401.806
2002-12-26,402.39
2002-12-27,391.74
2002-12-30,398.056
2002-12-31,402.886
2003-01-01,402.886
2003-01-02,408.869
2003-01-03,414.706
2003-01-06,417.915
2003-01-07,413.421
2003-01-08,406.84
2003-01-09,412.622
2003-01-10,414.365
2003-01-13,414.333
2003-01-14,418.631
2003-01-15,411.404
2003-01-16,408.807
2003-01-17,402.569
2003-01-20,397.324
2003-01-21,394.799
2003-01-22,388.512
2003-01-23,387.127
2003-01-24,384.777
2003-01-27,371.596
2003-01-28,371.582
2003-01-29,377.253
2003-01-30,382.675
2003-01-31,382.314
2003-02-03,387.817
2003-02-04,379.494
2003-02-05,384.882
2003-02-06,376.156
2003-02-07,371.98
2003-02-10,367.747
2003-02-11,375.777
2003-02-12,368.952
2003-02-13,369.37
2003-02-14,375.635
2003-02-17,380.927
2003-02-18,382.541
2003-02-19,374.076
2003-02-20,375.325
2003-02-21,378.921
2003-02-24,373.833
2003-02-25,363.248
2003-02-26,363.569
2003-02-27,363.798
2003-02-28,371.511
2003-03-03,376.255
2003-03-04,368.298
2003-03-05,366.709
2003-03-06,364.719
2003-03-07,359.549
2003-03-10,351.0
2003-03-11,350.728
2003-03-12,340.976
2003-03-13,355.741
2003-03-14,367.36
2003-03-17,376.842
2003-03-18,375.555
2003-03-19,380.731
2003-03-20,380.977
2003-03-21,391.241
2003-03-24,377.442
2003-03-25,383.29
2003-03-26,382.268
2003-03-27,377.784
2003-03-28,377.22
2003-03-31,369.124
2003-04-01,373.769
2003-04-02,383.169
2003-04-03,384.837
2003-04-04,389.224
2003-04-07,398.91
2003-04-08,395.292
2003-04-09,397.222
2003-04-10,392.502
2003-04-11,393.309
2003-04-14,398.641
2003-04-15,405.804
2003-04-16,403.184
2003-04-17,409.223
2003-04-18,409.223
2003-04-21,406.336
2003-04-22,412.729
2003-04-23,416.595
2003-04-24,413.392
2003-04-25,410.305
2003-04-28,418.468
2003-04-29,415.371
2003-04-30,421.65
2003-05-01,424.957
2003-05-02,424.217
2003-05-05,429.405
2003-05-06,436.744
2003-05-07,431.018
2003-05-08,424.446
2003-05-09,429.558
2003-05-12,431.52
2003-05-13,431.59
2003-05-14,431.214
2003-05-15,434.61
2003-05-16,439.575
2003-05-19,429.61
2003-05-20,429.972
2003-05-21,427.797
2003-05-22,433.323
2003-05-23,433.214
2003-05-26,433.523
2003-05-27,437.052
2003-05-28,441.956
2003-05-29,445.4
2003-05-30,440.96
2003-06-02,449.74
2003-06-03,447.016
2003-06-04,449.136
2003-06-05,451.148
2003-06-06,456.001
2003-06-09,453.555
2003-06-10,452.082
2003-06-11,461.277
2003-06-12,461.254
2003-06-13,457.759
2003-06-16,468.036
2003-06-17,472.017
2003-06-18,471.31
2003-06-19,464.501
2003-06-20,465.279
2003-06-23,452.421
2003-06-24,450.681
2003-06-25,453.641
2003-06-26,448.327
2003-06-27,447.593
2003-06-30,444.168
2003-07-01,438.657
2003-07-02,444.319
2003-07-03,447.917
2003-07-04,445.086
2003-07-07,448.214
2003-07-08,444.153
2003-07-09,442.886
2003-07-10,440.906
2003-07-11,443.705
2003-07-14,449.244
2003-07-15,442.259
2003-07-16,439.019
2003-07-17,431.571
2003-07-18,432.934
2003-07-21,432.424
2003-07-22,436.352
2003-07-23,441.712
2003-07-24,450.525
2003-07-25,448.595
2003-07-28,451.975
2003-07-29,450.481
2003-07-30,448.382
2003-07-31,445.987
2003-08-01,440.41
2003-08-04,440.413
2003-08-05,443.423
2003-08-06,438.78
2003-08-07,440.414
2003-08-08,442.066
2003-08-11,442.859
2003-08-12,444.245
2003-08-13,445.583
2003-08-14,449.295
2003-08-15,449.721
2003-08-18,449.308
2003-08-19,447.341
2003-08-20,447.167
2003-08-21,444.833
2003-08-22,442.649
2003-08-25,440.293
2003-08-26,437.232
2003-08-27,441.186
2003-08-28,443.606
2003-08-29,442.811
2003-09-01,448.474
2003-09-02,444.3
2003-09-03,450.559
2003-09-04,453.25
2003-09-05,457.253
2003-09-08,462.317
2003-09-09,460.573
2003-09-10,458.549
2003-09-11,459.388
2003-09-12,460.294
2003-09-15,461.86
2003-09-16,462.78
2003-09-17,466.766
2003-09-18,471.619
2003-09-19,470.43
2003-09-22,466.282
2003-09-23,465.759
2003-09-24,464.115
2003-09-25,463.055
2003-09-26,459.643
2003-09-29,459.918
2003-09-30,456.515
2003-10-01,464.475
2003-10-02,466.205
2003-10-03,475.631
2003-10-06,473.981
2003-10-07,474.269
2003-10-08,475.128
2003-10-09,481.028
2003-10-10,481.053
2003-10-13,484.317
2003-10-14,483.055
2003-10-15,483.527
2003-10-16,484.247
2003-10-17,481.452
2003-10-20,482.397
2003-10-21,484.357
2003-10-22,480.367
2003-10-23,477.822
2003-10-24,478.849
2003-10-27,481.447
2003-10-28,481.432
2003-10-29,482.655
2003-10-30,485.567
2003-10-31,481.457
2003-11-03,482.653
2003-11-04,480.751
2003-11-05,477.528
2003-11-06,478.297
2003-11-07,484.427
2003-11-10,480.653
2003-11-11,480.58
2003-11-12,487.749
2003-11-13,493.388
2003-11-14,500.144
2003-11-17,492.5
2003-11-18,496.159
2003-11-19,493.557
2003-11-20,492.877
2003-11-21,494.531
2003-11-24,497.41
2003-11-25,497.306
2003-11-26,500.911
2003-11-27,502.302
2003-11-28,503.699
2003-12-01,510.617
2003-12-02,513.09
2003-12-03,515.955
2003-12-04,513.026
2003-12-05,511.658
2003-12-08,512.285
2003-12-09,514.748
2003-12-10,512.112
2003-12-11,511.882
2003-12-12,515.044
2003-12-15,517.234
2003-12-16,516.646
2003-12-17,518.921
2003-12-18,523.745
2003-12-19,522.371
2003-12-22,522.2
2003-12-23,525.618
2003-12-24,528.465
2003-12-25,528.465
2003-12-26,528.383
2003-12-29,530.941
2003-12-30,534.683
2003-12-31,539.436
2004-01-01,539.436
2004-01-02,544.063
2004-01-05,551.01
2004-01-06,554.235
2004-01-07,550.176
2004-01-08,559.828
2004-01-09,563.845
2004-01-12,560.04
2004-01-13,559.969
2004-01-14,560.733
2004-01-15,554.127
2004-01-16,551.28
2004-01-19,551.83
2004-01-20,558.497
2004-01-21,562.777
2004-01-22,568.27
2004-01-23,566.363
2004-01-26,560.152
2004-01-27,562.986
2004-01-28,563.438
2004-01-29,549.941
2004-01-30,549.339
2004-02-02,551.155
2004-02-03,555.755
2004-02-04,553.215
2004-02-05,556.759
2004-02-06,565.158
2004-02-09,570.029
2004-02-10,572.502
2004-02-11,571.264
2004-02-12,577.33
2004-02-13,574.71
2004-02-16,574.817
2004-02-17,581.947
2004-02-18,582.155
2004-02-19,582.712
2004-02-20,573.968
2004-02-23,573.715
2004-02-24,573.374
2004-02-25,571.265
2004-02-26,565.864
2004-02-27,565.382
2004-03-01,572.423
2004-03-02,568.945
2004-03-03,558.713
2004-03-04,564.02
2004-03-05,573.109
2004-03-08,571.821
2004-03-09,568.707
2004-03-10,559.763
2004-03-11,546.082
2004-03-12,545.206
2004-03-15,536.626
2004-03-16,544.008
2004-03-17,545.496
2004-03-18,544.508
2004-03-19,545.857
2004-03-22,536.458
2004-03-23,534.132
2004-03-24,528.875
2004-03-25,534.189
2004-03-26,531.343
2004-03-29,538.945
2004-03-30,539.745
2004-03-31,543.005
2004-04-01,553.106
2004-04-02,552.265
2004-04-05,548.542
2004-04-06,544.763
2004-04-07,550.211
2004-04-08,549.778
2004-04-09,549.778
2004-04-12,548.896
2004-04-13,544.341
2004-04-14,537.584
2004-04-15,538.437
2004-04-16,545.855
2004-04-19,548.43
2004-04-20,545.384
2004-04-21,539.322
2004-04-22,542.142
2004-04-23,541.038
2004-04-26,544.39
2004-04-27,545.987
2004-04-28,534.129
2004-04-29,536.581
2004-04-30,534.119
2004-05-03,536.017
2004-05-04,544.871
2004-05-05,551.047
2004-05-06,541.46
2004-05-07,535.594
2004-05-10,519.945
2004-05-11,522.602
2004-05-12,521.332
2004-05-13,523.384
2004-05-14,520.729
2004-05-17,520.622
2004-05-18,523.726
2004-05-19,535.217
2004-05-20,527.082
2004-05-21,528.646
2004-05-24,529.345
2004-05-25,530.8
2004-05-26,534.107
2004-05-27,544.969
2004-05-28,539.679
2004-05-31,540.873
2004-06-01,537.059
2004-06-02,541.31
2004-06-03,542.005
2004-06-04,545.563
2004-06-07,552.326
2004-06-08,552.145
2004-06-09,545.643
2004-06-10,545.275
2004-06-11,541.679
2004-06-14,536.653
2004-06-15,540.481
2004-06-16,542.544
2004-06-17,544.345
2004-06-18,548.809
2004-06-21,547.262
2004-06-22,541.31
2004-06-23,542.948
2004-06-24,548.676
2004-06-25,546.817
2004-06-28,551.565
2004-06-29,545.376
2004-06-30,542.905
2004-07-01,541.378
2004-07-02,545.168
2004-07-05,542.984
2004-07-06,540.423
2004-07-07,544.246
2004-07-08,548.042
2004-07-09,545.111
2004-07-12,543.531
2004-07-13,540.125
2004-07-14,543.943
2004-07-15,536.578
2004-07-16,539.707
2004-07-19,535.257
2004-07-20,535.793
2004-07-21,534.639
2004-07-22,529.276
2004-07-23,524.091
2004-07-26,519.725
2004-07-27,521.029
2004-07-28,520.447
2004-07-29,528.033
2004-07-30,527.367
2004-08-02,526.066
2004-08-03,528.654
2004-08-04,524.9
2004-08-05,525.47
2004-08-06,521.96
2004-08-09,516.946
2004-08-10,522.087
2004-08-11,514.809
2004-08-12,514.699
2004-08-13,518.782
2004-08-16,523.35
2004-08-17,524.186
2004-08-18,521.885
2004-08-19,526.621
2004-08-20,522.897
2004-08-23,525.9
2004-08-24,521.047
2004-08-25,521.425
2004-08-26,526.22
2004-08-27,527.628
2004-08-30,526.983
2004-08-31,525.675
2004-09-01,529.861
2004-09-02,530.443
2004-09-03,529.771
2004-09-06,533.325
2004-09-07,531.948
2004-09-08,534.046
2004-09-09,532.502
2004-09-10,540.021
2004-09-13,542.336
2004-09-14,541.454
2004-09-15,534.095
2004-09-16,535.647
2004-09-17,539.141
2004-09-20,535.661
2004-09-21,542.903
2004-09-22,540.104
2004-09-23,539.667
2004-09-24,538.812
2004-09-27,536.59
2004-09-28,540.3
2004-09-29,543.369
2004-09-30,543.532
2004-10-01,551.87
2004-10-04,550.982
2004-10-05,552.134
2004-10-06,550.219
2004-10-07,547.05
2004-10-08,550.675
2004-10-11,547.567
2004-10-12,541.024
2004-10-13,542.134
2004-10-14,542.717
2004-10-15,546.978
2004-10-18,547.457
2004-10-19,555.397
2004-10-20,553.532
2004-10-21,557.223
2004-10-22,555.838
2004-10-25,552.478
2004-10-26,554.09
2004-10-27,561.472
2004-10-28,563.681
2004-10-29,561.558
2004-11-01,567.256
2004-11-02,571.395
2004-11-03,579.152
2004-11-04,580.587
2004-11-05,585.864
2004-11-08,586.316
2004-11-09,583.599
2004-11-10,584.706
2004-11-11,589.364
2004-11-12,593.866
2004-11-15,593.908
2004-11-16,592.982
2004-11-17,600.852
2004-11-18,599.435
2004-11-19,593.998
2004-11-22,589.768
2004-11-23,592.241
2004-11-24,595.036
2004-11-25,602.565
2004-11-26,601.915
2004-11-29,602.891
2004-11-30,598.843
2004-12-01,606.976
2004-12-02,610.211
2004-12-03,612.715
2004-12-06,611.516
2004-12-07,614.263
2004-12-08,605.56
2004-12-09,600.467
2004-12-10,599.852
2004-12-13,608.159
2004-12-14,606.994
2004-12-15,612.275
2004-12-16,608.421
2004-12-17,600.567
2004-12-20,610.42
2004-12-21,606.853
2004-12-22,610.918
2004-12-23,615.81
2004-12-24,618.139
2004-12-27,620.993
2004-12-28,621.048
2004-12-29,620.904
2004-12-30,622.747
2004-12-31,621.515
2005-01-03,619.473
2005-01-04,613.405
2005-01-05,608.549
2005-01-06,606.058
2005-01-07,604.148
2005-01-10,605.35
2005-01-11,602.978
2005-01-12,603.44
2005-01-13,601.406
2005-01-14,598.935
2005-01-17,601.424
2005-01-18,597.852
2005-01-19,598.976
2005-01-20,591.771
2005-01-21,592.814
2005-01-24,594.675
2005-01-25,593.613
2005-01-26,599.946
2005-01-27,602.364
2005-01-28,598.943
2005-01-31,603.388
2005-02-01,605.319
2005-02-02,607.776
2005-02-03,604.159
2005-02-04,608.386
2005-02-07,606.575
2005-02-08,604.5
2005-02-09,606.235
2005-02-10,609.396
2005-02-11,613.28
2005-02-14,618.471
2005-02-15,620.803
2005-02-16,617.976
2005-02-17,620.381
2005-02-18,621.426
2005-02-21,624.155
2005-02-22,627.532
2005-02-23,622.651
2005-02-24,622.102
2005-02-25,627.957
2005-02-28,629.308
2005-03-01,631.305
2005-03-02,628.959
2005-03-03,629.702
2005-03-04,638.243
2005-03-07,635.514
2005-03-08,638.846
2005-03-09,635.711
2005-03-10,634.245
2005-03-11,637.692
2005-03-14,631.401
2005-03-15,634.055
2005-03-16,632.733
2005-03-17,631.537
2005-03-18,627.096
2005-03-21,620.797
2005-03-22,623.447
2005-03-23,614.004
2005-03-24,615.197
2005-03-25,615.197
2005-03-28,612.101
2005-03-29,614.005
2005-03-30,616.433
2005-03-31,617.259
2005-04-01,617.839
2005-04-04,607.677
2005-04-05,614.121
2005-04-06,617.638
2005-04-07,621.507
2005-04-08,621.255
2005-04-11,625.839
2005-04-12,619.852
2005-04-13,623.946
2005-04-14,620.411
2005-04-15,619.559
2005-04-18,614.781
2005-04-19,620.735
2005-04-20,619.703
2005-04-21,622.532
2005-04-22,625.523
2005-04-25,622.481
2005-04-26,619.447
2005-04-27,613.497
2005-04-28,613.299
2005-04-29,614.184
2005-05-02,612.486
2005-05-03,618.291
2005-05-04,626.724
2005-05-05,627.62
2005-05-06,626.686
2005-05-09,623.696
2005-05-10,621.812
2005-05-11,618.263
2005-05-12,617.362
2005-05-13,615.129
2005-05-16,612.58
2005-05-17,613.735
2005-05-18,619.764
2005-05-19,620.132
2005-05-20,618.524
2005-05-23,623.362
2005-05-24,622.549
2005-05-25,621.561
2005-05-26,622.686
2005-05-27,623.667
2005-05-30,623.034
2005-05-31,616.848
2005-06-01,621.9
2005-06-02,622.512
2005-06-03,621.066
2005-06-06,619.565
2005-06-07,626.311
2005-06-08,627.599
2005-06-09,620.71
2005-06-10,620.131
2005-06-13,618.166
2005-06-14,618.905
2005-06-15,618.78
2005-06-16,619.268
2005-06-17,627.796
2005-06-20,624.579
2005-06-21,628.505
2005-06-22,628.135
2005-06-23,625.507
2005-06-24,621.922
2005-06-27,619.838
2005-06-28,620.677
2005-06-29,621.704
2005-06-30,620.571
2005-07-01,618.354
2005-07-04,617.496
2005-07-05,616.652
2005-07-06,621.451
2005-07-07,611.854
2005-07-08,619.874
2005-07-11,629.22
2005-07-12,632.646
2005-07-13,630.66
2005-07-14,634.357
2005-07-15,630.001
2005-07-18,629.716
2005-07-19,629.369
2005-07-20,629.108
2005-07-21,632.192
2005-07-22,632.637
2005-07-25,633.827
2005-07-26,630.439
2005-07-27,632.9
2005-07-28,640.128
2005-07-29,644.019
2005-08-01,646.961
2005-08-02,653.01
2005-08-03,659.894
2005-08-04,658.505
2005-08-05,653.879
2005-08-08,661.118
2005-08-09,664.515
2005-08-10,671.227
2005-08-11,672.657
2005-08-12,670.635
2005-08-15,666.248
2005-08-16,662.027
2005-08-17,659.71
2005-08-18,651.195
2005-08-19,656.226
2005-08-22,660.131
2005-08-23,653.871
2005-08-24,652.802
2005-08-25,650.628
2005-08-26,647.714
2005-08-29,646.624
2005-08-30,643.288
2005-08-31,654.174
2005-09-01,669.079
2005-09-02,673.281
2005-09-05,673.635
2005-09-06,677.603
2005-09-07,678.175
2005-09-08,675.012
2005-09-09,679.093
2005-09-12,673.276
2005-09-13,668.635
2005-09-14,672.654
2005-09-15,668.726
2005-09-16,673.076
2005-09-19,673.008
2005-09-20,673.909
2005-09-21,670.86
2005-09-22,664.936
2005-09-23,663.471
2005-09-26,669.967
2005-09-27,666.133
2005-09-28,671.47
2005-09-29,669.472
2005-09-30,674.741
2005-10-03,672.369
2005-10-04,674.484
2005-10-05,667.842
2005-10-06,668.86
2005-10-07,665.552
2005-10-10,663.929
2005-10-11,663.042
2005-10-12,660.174
2005-10-13,648.888
2005-10-14,656.428
2005-10-17,654.966
2005-10-18,649.151
2005-10-19,642.759
2005-10-20,644.441
2005-10-21,642.844
2005-10-24,648.48
2005-10-25,651.929
2005-10-26,653.848
2005-10-27,648.621
2005-10-28,647.759
2005-10-31,656.036
2005-11-01,657.372
2005-11-02,662.594
2005-11-03,669.506
2005-11-04,658.797
2005-11-07,660.278
2005-11-08,658.841
2005-11-09,655.862
