Date,AUSTRALIA SMALL CAP Small Cap
2001-08-23,96.177
2001-08-24,96.548
2001-08-27,97.445
2001-08-28,97.5
2001-08-29,97.444
2001-08-30,98.113
2001-08-31,96.457
2001-09-03,96.833
2001-09-04,96.798
2001-09-05,95.592
2001-09-06,95.511
2001-09-07,95.552
2001-09-10,94.303
2001-09-11,95.454
2001-09-12,92.846
2001-09-13,92.36
2001-09-14,91.31
2001-09-17,86.604
2001-09-18,86.57
2001-09-19,87.386
2001-09-20,87.13
2001-09-21,84.153
2001-09-24,83.606
2001-09-25,84.851
2001-09-26,84.132
2001-09-27,84.332
2001-09-28,86.839
2001-10-01,87.587
2001-10-02,89.122
2001-10-03,89.806
2001-10-04,89.918
2001-10-05,91.815
2001-10-08,92.449
2001-10-09,92.119
2001-10-10,91.966
2001-10-11,91.269
2001-10-12,91.573
2001-10-15,94.041
2001-10-16,94.707
2001-10-17,96.057
2001-10-18,94.29
2001-10-19,93.032
2001-10-22,93.342
2001-10-23,93.607
2001-10-24,93.6
2001-10-25,94.114
2001-10-26,93.569
2001-10-29,94.101
2001-10-30,94.222
2001-10-31,93.304
2001-11-01,94.487
2001-11-02,94.706
2001-11-05,93.947
2001-11-06,95.576
2001-11-07,95.727
2001-11-08,95.967
2001-11-09,95.905
2001-11-12,97.171
2001-11-13,97.264
2001-11-14,97.721
2001-11-15,97.013
2001-11-16,97.317
2001-11-19,97.89
2001-11-20,97.027
2001-11-21,96.498
2001-11-22,96.365
2001-11-23,96.149
2001-11-26,96.224
2001-11-27,97.206
2001-11-28,97.534
2001-11-29,97.026
2001-11-30,97.717
2001-12-03,96.568
2001-12-04,95.468
2001-12-05,96.005
2001-12-06,96.096
2001-12-07,96.71
2001-12-10,96.431
2001-12-11,96.801
2001-12-12,96.542
2001-12-13,96.568
2001-12-14,96.02
2001-12-17,95.658
2001-12-18,96.253
2001-12-19,95.646
2001-12-20,94.522
2001-12-21,95.39
2001-12-24,95.887
2001-12-25,95.887
2001-12-26,95.821
2001-12-27,96.844
2001-12-28,97.529
2001-12-31,97.784
2002-01-01,97.784
2002-01-02,98.751
2002-01-03,98.054
2002-01-04,98.827
2002-01-07,99.007
2002-01-08,99.718
2002-01-09,99.86
2002-01-10,101.053
2002-01-11,101.373
2002-01-14,100.38
2002-01-15,100.246
2002-01-16,100.48
2002-01-17,99.06
2002-01-18,99.128
2002-01-21,99.896
2002-01-22,101.14
2002-01-23,101.711
2002-01-24,100.856
2002-01-25,100.605
2002-01-28,100.323
2002-01-29,100.934
2002-01-30,99.414
2002-01-31,100.772
2002-02-01,101.21
2002-02-04,101.963
2002-02-05,102.077
2002-02-06,102.833
2002-02-07,102.133
2002-02-08,102.978
2002-02-11,104.225
2002-02-12,103.379
2002-02-13,103.729
2002-02-14,105.379
2002-02-15,105.206
2002-02-18,104.881
2002-02-19,104.502
2002-02-20,104.162
2002-02-21,103.974
2002-02-22,104.116
2002-02-25,103.517
2002-02-26,103.846
2002-02-27,102.493
2002-02-28,102.439
2002-03-01,102.815
2002-03-04,103.29
2002-03-05,103.384
2002-03-06,103.717
2002-03-07,104.95
2002-03-08,104.435
2002-03-11,103.78
2002-03-12,103.819
2002-03-13,103.902
2002-03-14,104.934
2002-03-15,104.437
2002-03-18,104.993
2002-03-19,105.094
2002-03-20,107.329
2002-03-21,107.673
2002-03-22,107.531
2002-03-25,107.381
2002-03-26,105.548
2002-03-27,106.062
2002-03-28,107.715
2002-03-29,107.715
2002-04-01,107.907
2002-04-02,106.58
2002-04-03,105.803
2002-04-04,105.824
2002-04-05,105.938
2002-04-08,105.083
2002-04-09,104.575
2002-04-10,105.373
2002-04-11,106.114
2002-04-12,105.727
2002-04-15,105.226
2002-04-16,105.514
2002-04-17,107.172
2002-04-18,107.433
2002-04-19,107.977
2002-04-22,107.701
2002-04-23,107.366
2002-04-24,105.644
2002-04-25,106.092
2002-04-26,107.105
2002-04-29,106.144
2002-04-30,105.361
2002-05-01,106.057
2002-05-02,106.16
2002-05-03,106.245
2002-05-06,106.706
2002-05-07,106.421
2002-05-08,106.907
2002-05-09,106.65
2002-05-10,106.708
2002-05-13,106.49
2002-05-14,107.033
2002-05-15,108.228
2002-05-16,109.048
2002-05-17,110.562
2002-05-20,110.546
2002-05-21,110.946
2002-05-22,112.133
2002-05-23,112.1
2002-05-24,112.682
2002-05-27,114.011
2002-05-28,114.894
2002-05-29,115.683
2002-05-30,116.03
2002-05-31,117.15
2002-06-03,118.442
2002-06-04,117.555
2002-06-05,117.586
2002-06-06,118.961
2002-06-07,118.756
2002-06-10,117.969
2002-06-11,117.237
2002-06-12,117.175
2002-06-13,116.113
2002-06-14,113.878
2002-06-17,113.529
2002-06-18,114.773
2002-06-19,114.929
2002-06-20,115.553
2002-06-21,116.348
2002-06-24,116.318
2002-06-25,114.318
2002-06-26,111.82
2002-06-27,112.063
2002-06-28,112.105
2002-07-01,111.869
2002-07-02,112.173
2002-07-03,110.734
2002-07-04,110.489
2002-07-05,111.382
2002-07-08,113.324
2002-07-09,114.35
2002-07-10,113.597
2002-07-11,111.137
2002-07-12,111.731
2002-07-15,111.823
2002-07-16,110.796
2002-07-17,108.062
2002-07-18,108.7
2002-07-19,108.493
2002-07-22,107.533
2002-07-23,105.43
2002-07-24,102.258
2002-07-25,104.142
2002-07-26,102.673
2002-07-29,103.654
2002-07-30,105.45
2002-07-31,105.407
2002-08-01,103.828
2002-08-02,103.43
2002-08-05,101.278
2002-08-06,99.733
2002-08-07,102.263
2002-08-08,102.879
2002-08-09,103.914
2002-08-12,105.351
2002-08-13,105.287
2002-08-14,105.713
2002-08-15,107.006
2002-08-16,108.082
2002-08-19,107.07
2002-08-20,107.995
2002-08-21,107.239
2002-08-22,107.628
2002-08-23,107.735
2002-08-26,108.324
2002-08-27,110.55
2002-08-28,110.621
2002-08-29,110.241
2002-08-30,110.859
2002-09-02,111.178
2002-09-03,109.975
2002-09-04,108.073
2002-09-05,108.075
2002-09-06,108.513
2002-09-09,109.554
2002-09-10,109.098
2002-09-11,109.162
2002-09-12,109.862
2002-09-13,109.733
2002-09-16,109.123
2002-09-17,109.879
2002-09-18,109.345
2002-09-19,109.35
2002-09-20,108.452
2002-09-23,107.075
2002-09-24,106.564
2002-09-25,105.634
2002-09-26,105.465
2002-09-27,105.757
2002-09-30,105.87
2002-10-01,104.912
2002-10-02,105.389
2002-10-03,105.621
2002-10-04,104.912
2002-10-07,104.539
2002-10-08,104.148
2002-10-09,103.592
2002-10-10,103.302
2002-10-11,103.809
2002-10-14,103.59
2002-10-15,104.613
2002-10-16,105.315
2002-10-17,105.709
2002-10-18,104.88
2002-10-21,104.842
2002-10-22,105.659
2002-10-23,106.134
2002-10-24,106.439
2002-10-25,106.14
2002-10-28,107.706
2002-10-29,107.237
2002-10-30,105.963
2002-10-31,106.44
2002-11-01,106.958
2002-11-04,108.522
2002-11-05,108.527
2002-11-06,108.21
2002-11-07,109.102
2002-11-08,108.476
2002-11-11,106.79
2002-11-12,106.901
2002-11-13,105.83
2002-11-14,106.246
2002-11-15,106.489
2002-11-18,106.91
2002-11-19,105.847
2002-11-20,105.688
2002-11-21,108.521
2002-11-22,108.402
2002-11-25,107.245
2002-11-26,107.075
2002-11-27,106.368
2002-11-28,107.515
2002-11-29,108.38
2002-12-02,108.84
2002-12-03,108.213
2002-12-04,107.224
2002-12-05,107.832
2002-12-06,107.9
2002-12-09,108.771
2002-12-10,107.706
2002-12-11,107.184
2002-12-12,107.877
2002-12-13,109.545
2002-12-16,109.473
2002-12-17,110.125
2002-12-18,109.672
2002-12-19,110.544
2002-12-20,110.089
2002-12-23,110.518
2002-12-24,110.738
2002-12-25,110.738
2002-12-26,110.738
2002-12-27,110.494
2002-12-30,110.975
2002-12-31,111.438
2003-01-01,111.438
2003-01-02,111.912
2003-01-03,112.997
2003-01-06,116.166
2003-01-07,116.203
2003-01-08,115.636
2003-01-09,115.961
2003-01-10,116.472
2003-01-13,116.747
2003-01-14,117.499
2003-01-15,117.263
2003-01-16,117.584
2003-01-17,118.457
2003-01-20,118.965
2003-01-21,117.965
2003-01-22,116.397
2003-01-23,117.901
2003-01-24,118.553
2003-01-27,118.122
2003-01-28,116.184
2003-01-29,116.628
2003-01-30,115.78
2003-01-31,115.924
2003-02-03,114.355
2003-02-04,115.756
2003-02-05,114.681
2003-02-06,114.334
2003-02-07,113.826
2003-02-10,113.421
2003-02-11,112.167
2003-02-12,112.91
2003-02-13,112.569
2003-02-14,112.353
2003-02-17,112.396
2003-02-18,112.481
2003-02-19,112.999
2003-02-20,112.615
2003-02-21,112.614
2003-02-24,114.23
2003-02-25,112.59
2003-02-26,113.834
2003-02-27,112.507
2003-02-28,113.145
2003-03-03,114.632
2003-03-04,115.04
2003-03-05,114.483
2003-03-06,114.025
2003-03-07,113.344
2003-03-10,113.505
2003-03-11,110.807
2003-03-12,108.022
2003-03-13,107.127
2003-03-14,108.154
2003-03-17,107.637
2003-03-18,110.022
2003-03-19,110.167
2003-03-20,111.053
2003-03-21,110.866
2003-03-24,111.352
2003-03-25,112.318
2003-03-26,113.315
2003-03-27,113.993
2003-03-28,114.422
2003-03-31,115.421
2003-04-01,114.713
2003-04-02,113.316
2003-04-03,113.634
2003-04-04,115.339
2003-04-07,116.537
2003-04-08,117.186
2003-04-09,117.262
2003-04-10,119.284
2003-04-11,119.448
2003-04-14,118.942
2003-04-15,119.048
2003-04-16,120.572
2003-04-17,120.708
2003-04-18,120.708
2003-04-21,120.423
2003-04-22,122.683
2003-04-23,122.506
2003-04-24,122.334
2003-04-25,121.82
2003-04-28,122.37
2003-04-29,123.551
2003-04-30,125.316
2003-05-01,126.93
2003-05-02,126.143
2003-05-05,127.425
2003-05-06,128.061
2003-05-07,128.511
2003-05-08,129.933
2003-05-09,130.872
2003-05-12,132.355
2003-05-13,132.585
2003-05-14,131.054
2003-05-15,129.837
2003-05-16,130.694
2003-05-19,132.209
2003-05-20,131.716
2003-05-21,131.814
2003-05-22,132.812
2003-05-23,132.838
2003-05-26,134.236
2003-05-27,133.441
2003-05-28,131.62
2003-05-29,131.007
2003-05-30,131.809
2003-06-02,133.338
2003-06-03,133.666
2003-06-04,134.965
2003-06-05,136.031
2003-06-06,135.065
2003-06-09,134.554
2003-06-10,134.784
2003-06-11,136.139
2003-06-12,137.046
2003-06-13,138.226
2003-06-16,139.239
2003-06-17,140.939
2003-06-18,141.232
2003-06-19,140.723
2003-06-20,140.747
2003-06-23,139.663
2003-06-24,138.84
2003-06-25,139.779
2003-06-26,137.501
2003-06-27,138.409
2003-06-30,138.488
2003-07-01,140.324
2003-07-02,141.024
2003-07-03,142.555
2003-07-04,141.777
2003-07-07,141.661
2003-07-08,138.568
2003-07-09,136.707
2003-07-10,137.352
2003-07-11,137.675
2003-07-14,139.312
2003-07-15,137.79
2003-07-16,139.386
2003-07-17,138.522
2003-07-18,136.709
2003-07-21,138.432
2003-07-22,137.606
2003-07-23,139.25
2003-07-24,141.313
2003-07-25,141.588
2003-07-28,142.521
2003-07-29,142.431
2003-07-30,139.493
2003-07-31,139.055
2003-08-01,140.778
2003-08-04,140.001
2003-08-05,139.101
2003-08-06,139.58
2003-08-07,140.728
2003-08-08,141.85
2003-08-11,142.579
2003-08-12,143.071
2003-08-13,143.858
2003-08-14,143.441
2003-08-15,143.93
2003-08-18,143.996
2003-08-19,143.645
2003-08-20,145.127
2003-08-21,143.851
2003-08-22,142.479
2003-08-25,142.815
2003-08-26,140.74
2003-08-27,139.837
2003-08-28,140.873
2003-08-29,142.764
2003-09-01,142.589
2003-09-02,142.736
2003-09-03,142.84
2003-09-04,143.193
2003-09-05,144.516
2003-09-08,145.914
2003-09-09,148.588
2003-09-10,149.441
2003-09-11,148.891
2003-09-12,149.298
2003-09-15,149.98
2003-09-16,150.166
2003-09-17,150.859
2003-09-18,151.761
2003-09-19,155.205
2003-09-22,156.411
2003-09-23,154.785
2003-09-24,155.654
2003-09-25,155.521
2003-09-26,153.521
2003-09-29,151.782
2003-09-30,153.633
2003-10-01,154.958
2003-10-02,156.581
2003-10-03,156.741
2003-10-06,156.491
2003-10-07,158.78
2003-10-08,160.712
2003-10-09,161.999
2003-10-10,162.827
2003-10-13,163.526
2003-10-14,163.343
2003-10-15,163.321
2003-10-16,163.614
2003-10-17,163.462
2003-10-20,163.39
2003-10-21,166.464
2003-10-22,167.557
2003-10-23,165.484
2003-10-24,165.537
2003-10-27,166.913
2003-10-28,166.764
2003-10-29,166.955
2003-10-30,168.42
2003-10-31,169.103
2003-11-03,167.087
2003-11-04,165.589
2003-11-05,166.618
2003-11-06,167.925
2003-11-07,168.044
2003-11-10,169.253
2003-11-11,168.049
2003-11-12,166.727
2003-11-13,168.217
2003-11-14,168.391
2003-11-17,165.88
2003-11-18,166.016
2003-11-19,166.818
2003-11-20,167.285
2003-11-21,167.036
2003-11-24,165.734
2003-11-25,165.679
2003-11-26,167.377
2003-11-27,167.778
2003-11-28,168.358
2003-12-01,168.542
2003-12-02,170.581
2003-12-03,172.811
2003-12-04,172.574
2003-12-05,173.493
2003-12-08,174.574
2003-12-09,173.3
2003-12-10,173.617
2003-12-11,170.513
2003-12-12,172.829
2003-12-15,174.561
2003-12-16,173.267
2003-12-17,173.207
2003-12-18,171.915
2003-12-19,172.103
2003-12-22,172.358
2003-12-23,173.258
2003-12-24,175.684
2003-12-25,175.684
2003-12-26,175.33
2003-12-29,176.288
2003-12-30,178.271
2003-12-31,179.793
2004-01-01,179.793
2004-01-02,180.543
2004-01-05,182.364
2004-01-06,184.78
2004-01-07,183.638
2004-01-08,184.539
2004-01-09,186.025
2004-01-12,185.313
2004-01-13,185.9
2004-01-14,185.714
2004-01-15,184.843
2004-01-16,184.11
2004-01-19,180.72
2004-01-20,184.989
2004-01-21,186.764
2004-01-22,189.161
2004-01-23,189.159
2004-01-26,188.574
2004-01-27,188.408
2004-01-28,186.15
2004-01-29,180.917
2004-01-30,181.221
2004-02-02,180.481
2004-02-03,181.734
2004-02-04,180.101
2004-02-05,180.163
2004-02-06,182.846
2004-02-09,185.283
2004-02-10,186.222
2004-02-11,186.997
2004-02-12,190.063
2004-02-13,190.729
2004-02-16,191.199
2004-02-17,193.261
2004-02-18,194.483
2004-02-19,193.272
2004-02-20,189.368
2004-02-23,188.068
2004-02-24,189.494
2004-02-25,188.988
2004-02-26,187.231
2004-02-27,189.074
2004-03-01,191.229
2004-03-02,190.413
2004-03-03,184.554
2004-03-04,186.452
2004-03-05,189.544
2004-03-08,188.87
2004-03-09,191.268
2004-03-10,186.322
2004-03-11,182.682
2004-03-12,180.144
2004-03-15,181.24
2004-03-16,184.05
2004-03-17,182.881
2004-03-18,185.933
2004-03-19,186.405
2004-03-22,186.308
2004-03-23,185.897
2004-03-24,184.672
2004-03-25,183.329
2004-03-26,185.192
2004-03-29,185.801
2004-03-30,187.832
2004-03-31,189.646
2004-04-01,192.855
2004-04-02,191.179
2004-04-05,190.005
2004-04-06,192.081
2004-04-07,192.819
2004-04-08,191.792
2004-04-09,191.792
2004-04-12,192.773
2004-04-13,189.512
2004-04-14,183.197
2004-04-15,184.57
2004-04-16,187.609
2004-04-19,188.411
2004-04-20,186.363
2004-04-21,184.813
2004-04-22,182.995
2004-04-23,184.234
2004-04-26,183.967
2004-04-27,183.563
2004-04-28,181.932
2004-04-29,177.785
2004-04-30,178.144
2004-05-03,175.849
2004-05-04,177.823
2004-05-05,178.788
2004-05-06,176.503
2004-05-07,170.758
2004-05-10,165.841
2004-05-11,166.71
2004-05-12,169.536
2004-05-13,167.377
2004-05-14,166.614
2004-05-17,167.003
2004-05-18,165.969
2004-05-19,169.531
2004-05-20,167.296
2004-05-21,170.724
2004-05-24,170.18
2004-05-25,171.78
2004-05-26,173.468
2004-05-27,177.328
2004-05-28,176.745
2004-05-31,177.316
2004-06-01,175.957
2004-06-02,174.339
2004-06-03,171.904
2004-06-04,172.87
2004-06-07,176.359
2004-06-08,175.456
2004-06-09,172.697
2004-06-10,174.787
2004-06-11,173.808
2004-06-14,173.72
2004-06-15,172.272
2004-06-16,173.054
2004-06-17,173.1
2004-06-18,175.291
2004-06-21,175.748
2004-06-22,174.265
2004-06-23,175.008
2004-06-24,177.745
2004-06-25,176.9
2004-06-28,176.311
2004-06-29,173.882
2004-06-30,176.411
2004-07-01,179.061
2004-07-02,181.602
2004-07-05,182.582
2004-07-06,184.235
2004-07-07,187.142
2004-07-08,187.394
2004-07-09,186.359
2004-07-12,187.603
2004-07-13,187.147
2004-07-14,186.127
2004-07-15,186.583
2004-07-16,188.722
2004-07-19,189.396
2004-07-20,187.441
2004-07-21,185.121
2004-07-22,185.64
2004-07-23,183.339
2004-07-26,182.803
2004-07-27,182.255
2004-07-28,181.609
2004-07-29,180.962
2004-07-30,183.843
2004-08-02,185.666
2004-08-03,185.107
2004-08-04,185.041
2004-08-05,184.997
2004-08-06,187.817
2004-08-09,187.3
2004-08-10,187.202
2004-08-11,186.846
2004-08-12,186.567
2004-08-13,186.475
2004-08-16,187.523
2004-08-17,186.448
2004-08-18,185.645
2004-08-19,190.268
2004-08-20,191.227
2004-08-23,190.405
2004-08-24,188.049
2004-08-25,189.389
2004-08-26,189.376
2004-08-27,191.162
2004-08-30,189.786
2004-08-31,191.595
2004-09-01,192.683
2004-09-02,190.547
2004-09-03,188.705
2004-09-06,188.969
2004-09-07,189.722
2004-09-08,190.35
2004-09-09,188.759
2004-09-10,192.246
2004-09-13,191.975
2004-09-14,195.548
2004-09-15,192.577
2004-09-16,193.873
2004-09-17,192.937
2004-09-20,194.095
2004-09-21,195.663
2004-09-22,197.626
2004-09-23,200.073
2004-09-24,198.723
2004-09-27,199.72
2004-09-28,201.675
2004-09-29,202.107
2004-09-30,205.357
2004-10-01,204.901
2004-10-04,204.792
2004-10-05,206.863
2004-10-06,207.854
2004-10-07,208.122
2004-10-08,209.677
2004-10-11,210.233
2004-10-12,210.76
2004-10-13,209.369
2004-10-14,210.983
2004-10-15,211.469
2004-10-18,210.543
2004-10-19,211.9
2004-10-20,214.23
2004-10-21,216.371
2004-10-22,217.634
2004-10-25,219.229
2004-10-26,218.959
2004-10-27,223.449
2004-10-28,223.862
2004-10-29,225.601
2004-11-01,225.932
2004-11-02,225.201
2004-11-03,229.485
2004-11-04,231.496
2004-11-05,233.223
2004-11-08,232.575
2004-11-09,233.48
2004-11-10,233.456
2004-11-11,234.829
2004-11-12,236.138
2004-11-15,236.31
2004-11-16,236.538
2004-11-17,239.136
2004-11-18,237.644
2004-11-19,238.589
2004-11-22,237.15
2004-11-23,239.145
2004-11-24,241.278
2004-11-25,243.203
2004-11-26,241.983
2004-11-29,241.748
2004-11-30,238.485
2004-12-01,237.335
2004-12-02,239.653
2004-12-03,239.316
2004-12-06,243.253
2004-12-07,243.21
2004-12-08,233.728
2004-12-09,232.328
2004-12-10,231.447
2004-12-13,233.244
2004-12-14,233.635
2004-12-15,235.878
2004-12-16,234.973
2004-12-17,236.577
2004-12-20,239.5
2004-12-21,240.041
2004-12-22,241.942
2004-12-23,241.959
2004-12-24,244.781
2004-12-27,246.447
2004-12-28,246.574
2004-12-29,246.048
2004-12-30,248.204
2004-12-31,250.539
2005-01-03,248.286
2005-01-04,247.03
2005-01-05,245.731
2005-01-06,244.458
2005-01-07,245.288
2005-01-10,246.401
2005-01-11,247.496
2005-01-12,249.223
2005-01-13,249.645
2005-01-14,247.239
2005-01-17,248.78
2005-01-18,246.561
2005-01-19,247.092
2005-01-20,246.142
2005-01-21,248.342
2005-01-24,248.799
2005-01-25,247.734
2005-01-26,250.91
2005-01-27,253.998
2005-01-28,252.727
2005-01-31,254.944
2005-02-01,255.782
2005-02-02,257.207
2005-02-03,255.584
2005-02-04,255.754
2005-02-07,257.314
2005-02-08,254.692
2005-02-09,254.553
2005-02-10,257.136
2005-02-11,258.605
2005-02-14,260.423
2005-02-15,258.264
2005-02-16,256.248
2005-02-17,258.111
2005-02-18,257.144
2005-02-21,259.171
2005-02-22,259.644
2005-02-23,253.609
2005-02-24,251.869
2005-02-25,252.014
2005-02-28,257.289
2005-03-01,256.732
2005-03-02,256.023
2005-03-03,256.801
2005-03-04,260.439
2005-03-07,261.578
2005-03-08,266.212
2005-03-09,262.713
2005-03-10,260.734
2005-03-11,262.535
2005-03-14,261.307
2005-03-15,261.858
2005-03-16,264.472
2005-03-17,263.247
2005-03-18,263.699
2005-03-21,263.17
2005-03-22,262.378
2005-03-23,254.52
2005-03-24,251.738
2005-03-25,251.738
2005-03-28,250.841
2005-03-29,248.87
2005-03-30,248.493
2005-03-31,251.194
2005-04-01,252.619
2005-04-04,249.216
2005-04-05,249.151
2005-04-06,248.08
2005-04-07,249.987
2005-04-08,251.747
2005-04-11,251.274
2005-04-12,253.137
2005-04-13,254.741
2005-04-14,249.71
2005-04-15,244.124
2005-04-18,238.812
2005-04-19,243.589
2005-04-20,245.667
2005-04-21,244.757
2005-04-22,247.89
2005-04-25,246.608
2005-04-26,246.539
2005-04-27,244.846
2005-04-28,243.7
2005-04-29,241.683
2005-05-02,241.797
2005-05-03,238.697
2005-05-04,238.369
2005-05-05,239.811
2005-05-06,239.273
2005-05-09,238.349
2005-05-10,239.857
2005-05-11,240.433
2005-05-12,238.95
2005-05-13,236.905
2005-05-16,233.093
2005-05-17,232.777
2005-05-18,235.647
2005-05-19,238.892
2005-05-20,238.408
2005-05-23,242.33
2005-05-24,244.966
2005-05-25,244.618
2005-05-26,244.397
2005-05-27,245.975
2005-05-30,246.117
2005-05-31,244.685
2005-06-01,243.653
2005-06-02,247.136
2005-06-03,249.432
2005-06-06,253.012
2005-06-07,253.699
2005-06-08,256.097
2005-06-09,254.924
2005-06-10,254.387
2005-06-13,254.137
2005-06-14,256.294
2005-06-15,258.036
2005-06-16,261.659
2005-06-17,266.559
2005-06-20,267.423
2005-06-21,267.328
2005-06-22,265.907
2005-06-23,263.067
2005-06-24,260.145
2005-06-27,260.355
2005-06-28,261.532
2005-06-29,259.615
2005-06-30,260.456
2005-07-01,256.304
2005-07-04,256.26
2005-07-05,254.347
2005-07-06,254.216
2005-07-07,251.118
2005-07-08,252.118
2005-07-11,255.232
2005-07-12,259.182
2005-07-13,257.421
2005-07-14,260.461
2005-07-15,258.361
2005-07-18,259.649
2005-07-19,257.929
2005-07-20,260.436
2005-07-21,266.693
2005-07-22,271.248
2005-07-25,273.595
2005-07-26,272.194
2005-07-27,270.869
2005-07-28,270.394
2005-07-29,273.649
2005-08-01,273.021
2005-08-02,275.374
2005-08-03,277.235
2005-08-04,276.106
2005-08-05,274.59
2005-08-08,275.416
2005-08-09,274.244
2005-08-10,277.573
2005-08-11,282.15
2005-08-12,282.162
2005-08-15,282.158
2005-08-16,284.348
2005-08-17,280.924
2005-08-18,276.449
2005-08-19,275.459
2005-08-22,281.115
2005-08-23,281.534
2005-08-24,280.837
2005-08-25,281.531
2005-08-26,282.709
2005-08-29,277.044
2005-08-30,276.918
2005-08-31,278.415
2005-09-01,286.489
2005-09-02,285.764
2005-09-05,287.907
2005-09-06,288.321
2005-09-07,289.839
2005-09-08,290.659
2005-09-09,290.734
2005-09-12,289.985
2005-09-13,290.571
2005-09-14,292.348
2005-09-15,290.63
2005-09-16,294.005
2005-09-19,293.647
2005-09-20,296.361
2005-09-21,296.69
2005-09-22,292.584
2005-09-23,291.674
2005-09-26,294.458
2005-09-27,292.898
2005-09-28,293.504
2005-09-29,296.667
2005-09-30,297.161
2005-10-03,298.378
2005-10-04,299.306
2005-10-05,290.796
2005-10-06,282.194
2005-10-07,282.563
2005-10-10,285.809
2005-10-11,282.54
2005-10-12,285.043
2005-10-13,281.012
2005-10-14,281.002
2005-10-17,282.054
2005-10-18,280.328
2005-10-19,277.179
2005-10-20,278.941
2005-10-21,276.235
2005-10-24,275.265
2005-10-25,279.248
2005-10-26,282.123
2005-10-27,281.842
2005-10-28,275.932
2005-10-31,279.958
2005-11-01,278.914
2005-11-02,276.972
2005-11-03,278.864
2005-11-04,277.733
2005-11-07,277.463
2005-11-08,279.703
2005-11-09,278.278
