Date,AUSTRALIA SMALL CAP Small Cap
2015-05-29,418.141
2015-06-30,383.543
2015-07-31,375.209
2015-08-31,348.328
2015-09-30,336.837
2015-10-30,366.692
2015-11-30,368.102
2015-12-31,378.213
2016-01-29,351.82
2016-02-29,359.935
2016-03-31,410.106
2016-04-29,418.75
2016-05-31,411.95
2016-06-30,418.28
2016-07-29,463.75
2016-08-31,453.374
2016-09-30,464.821
2016-10-31,440.596
2016-11-30,430.37
2016-12-30,438.542
2017-01-31,448.465
2017-02-28,461.749
2017-03-31,473.095
2017-04-28,465.716
2017-05-31,460.148
2017-06-30,480.921
2017-07-31,496.646
2017-08-31,507.348
2017-09-29,502.098
2017-10-31,518.014
2017-11-30,529.994
2017-12-29,560.591
2018-01-31,577.612
2018-02-28,556.913
2018-03-30,537.561
2018-04-30,547.008
2018-05-31,558.068
2018-06-29,552.571
2018-07-31,552.311
2018-08-31,549.881
2018-09-28,548.815
2018-10-31,494.035
2018-11-30,501.881
2018-12-31,467.865
2019-01-31,513.769
2019-02-28,532.905
2019-03-29,532.414
2019-04-30,545.11
2019-05-31,529.857
2019-06-28,549.903
2019-07-31,567.438
2019-08-30,539.194
2019-09-30,546.7
2019-10-31,551.124
2019-11-29,550.821
2019-12-31,569.079
2020-01-31,565.678
2020-02-28,494.968
2020-03-31,361.345
2020-04-30,450.638
2020-05-29,509.583
2020-06-30,531.738
2020-07-31,562.409
2020-08-31,621.536
2020-09-30,585.228
2020-10-30,581.467
2020-11-30,664.354
2020-12-31,715.796
2021-01-29,707.052
2021-02-26,721.938
2021-03-31,724.876
2021-04-30,769.775
2021-05-31,772.426
2021-06-30,776.107
2021-07-30,772.875
2021-08-31,797.459
2021-09-30,777.398
2021-10-29,816.762
2021-11-30,773.115
2021-12-31,825.05
2022-01-31,731.154
2022-02-28,757.182
2022-03-31,830.511
2022-04-29,776.313
2022-05-31,741.572
2022-06-30,619.563
2022-07-29,688.984
2022-08-31,698.516
2022-09-30,599.776
2022-10-31,636.24
2022-11-30,698.772
2022-12-30,677.693
2023-01-31,745.973
2023-02-28,686.558
2023-03-31,668.666
2023-04-28,680.332
2023-05-31,655.312
2023-06-30,675.887
2023-07-31,709.628
2023-08-31,677.369
2023-09-29,647.595
2023-10-31,596.87
2023-11-30,660.799
2023-12-29,728.176
2024-01-31,705.094
2024-02-29,709.079
2024-03-29,742.118
2024-04-30,722.078
2024-05-31,742.093
2024-06-28,734.788
2024-07-31,749.165
2024-08-30,777.176
2024-09-30,831.256
2024-10-31,771.681
2024-11-29,782.614
2024-12-31,717.86
2025-01-31,764.197
2025-02-28,733.893
2025-03-31,712.626
2025-04-30,749.086
2025-05-30,798.808
2025-06-30,817.705
2025-07-31,830.722
2025-08-29,911.327
2025-09-30,943.11
2025-10-31,947.745
2025-11-28,938.11
