Date,AUSTRALIA SMALL CAP Small Cap
2005-11-10,296.801
2005-11-11,298.75
2005-11-14,298.167
2005-11-15,299.662
2005-11-16,299.755
2005-11-17,302.772
2005-11-18,304.456
2005-11-21,305.459
2005-11-22,303.38
2005-11-23,306.429
2005-11-24,309.228
2005-11-25,307.798
2005-11-28,309.541
2005-11-29,309.234
2005-11-30,310.397
2005-12-01,305.206
2005-12-02,309.014
2005-12-05,312.286
2005-12-06,313.388
2005-12-07,313.637
2005-12-08,311.622
2005-12-09,311.98
2005-12-12,314.564
2005-12-13,312.675
2005-12-14,315.122
2005-12-15,312.351
2005-12-16,312.282
2005-12-19,311.121
2005-12-20,309.213
2005-12-21,311.207
2005-12-22,311.861
2005-12-23,312.377
2005-12-26,312.377
2005-12-27,311.605
2005-12-28,316.496
2005-12-29,317.104
2005-12-30,318.04
2006-01-02,318.04
2006-01-03,320.307
2006-01-04,325.935
2006-01-05,325.776
2006-01-06,328.022
2006-01-09,331.157
2006-01-10,328.801
2006-01-11,332.584
2006-01-12,331.158
2006-01-13,331.647
2006-01-16,333.379
2006-01-17,334.601
2006-01-18,324.452
2006-01-19,327.187
2006-01-20,328.707
2006-01-23,327.364
2006-01-24,325.641
2006-01-25,329.742
2006-01-26,330.684
2006-01-27,330.927
2006-01-30,331.356
2006-01-31,335.649
2006-02-01,335.958
2006-02-02,330.419
2006-02-03,325.647
2006-02-06,324.509
2006-02-07,324.192
2006-02-08,317.832
2006-02-09,323.027
2006-02-10,321.326
2006-02-13,318.08
2006-02-14,319.917
2006-02-15,321.882
2006-02-16,317.842
2006-02-17,317.829
2006-02-20,322.852
2006-02-21,323.721
2006-02-22,322.341
2006-02-23,325.245
2006-02-24,326.842
2006-02-27,329.334
2006-02-28,332.668
2006-03-01,330.125
2006-03-02,336.008
2006-03-03,334.83
2006-03-06,334.186
2006-03-07,330.736
2006-03-08,329.452
2006-03-09,332.212
2006-03-10,330.452
2006-03-13,333.894
2006-03-14,335.498
2006-03-15,337.77
2006-03-16,338.776
2006-03-17,334.879
2006-03-20,337.306
2006-03-21,333.319
2006-03-22,336.963
2006-03-23,335.92
2006-03-24,336.406
2006-03-27,341.863
2006-03-28,342.458
2006-03-29,339.427
2006-03-30,345.422
2006-03-31,346.999
2006-04-03,352.769
2006-04-04,351.581
2006-04-05,355.296
2006-04-06,360.161
2006-04-07,357.081
2006-04-10,354.024
2006-04-11,356.941
2006-04-12,352.516
2006-04-13,349.406
2006-04-14,349.406
2006-04-17,355.52
2006-04-18,360.929
2006-04-19,369.944
2006-04-20,367.846
2006-04-21,368.235
2006-04-24,369.312
2006-04-25,370.505
2006-04-26,377.724
2006-04-27,378.477
2006-04-28,375.264
2006-05-01,379.424
2006-05-02,375.733
2006-05-03,380.397
2006-05-04,376.285
2006-05-05,383.141
2006-05-08,388.552
2006-05-09,392.106
2006-05-10,399.288
2006-05-11,401.384
2006-05-12,398.093
2006-05-15,382.247
2006-05-16,377.189
2006-05-17,379.523
2006-05-18,372.196
2006-05-19,363.394
2006-05-22,349.427
2006-05-23,351.432
2006-05-24,355.191
2006-05-25,351.255
2006-05-26,356.944
2006-05-29,364.418
2006-05-30,366.353
2006-05-31,360.051
2006-06-01,360.438
2006-06-02,362.099
2006-06-05,366.359
2006-06-06,356.424
2006-06-07,354.39
2006-06-08,348.478
2006-06-09,352.095
2006-06-12,350.875
2006-06-13,341.268
2006-06-14,340.18
2006-06-15,341.843
2006-06-16,349.718
2006-06-19,344.287
2006-06-20,343.983
2006-06-21,344.401
2006-06-22,348.534
2006-06-23,344.725
2006-06-26,345.534
2006-06-27,350.802
2006-06-28,345.26
2006-06-29,349.834
2006-06-30,358.343
2006-07-03,360.61
2006-07-04,362.036
2006-07-05,358.356
2006-07-06,365.906
2006-07-07,369.756
2006-07-10,366.263
2006-07-11,365.902
2006-07-12,369.095
2006-07-13,366.865
2006-07-14,358.008
2006-07-17,353.848
2006-07-18,352.903
2006-07-19,353.31
2006-07-20,358.903
2006-07-21,356.998
2006-07-24,354.534
2006-07-25,358.561
2006-07-26,356.03
2006-07-27,363.39
2006-07-28,361.523
2006-07-31,363.548
2006-08-01,361.252
2006-08-02,357.857
2006-08-03,359.702
2006-08-04,358.169
2006-08-07,357.862
2006-08-08,358.787
2006-08-09,353.933
2006-08-10,355.901
2006-08-11,356.443
2006-08-14,355.808
2006-08-15,354.897
2006-08-16,355.774
2006-08-17,360.396
2006-08-18,357.371
2006-08-21,362.592
2006-08-22,363.998
2006-08-23,366.56
2006-08-24,363.29
2006-08-25,362.857
2006-08-28,365.527
2006-08-29,368.721
2006-08-30,371.575
2006-08-31,376.969
2006-09-01,375.865
2006-09-04,381.694
2006-09-05,382.694
2006-09-06,378.761
2006-09-07,375.425
2006-09-08,370.83
2006-09-11,363.107
2006-09-12,360.935
2006-09-13,364.631
2006-09-14,370.57
2006-09-15,369.221
2006-09-18,370.843
2006-09-19,374.205
2006-09-20,370.551
2006-09-21,368.138
2006-09-22,363.253
2006-09-25,367.609
2006-09-26,369.98
2006-09-27,378.393
2006-09-28,377.716
2006-09-29,378.371
2006-10-02,381.913
2006-10-03,381.033
2006-10-04,377.792
2006-10-05,384.212
2006-10-06,383.689
2006-10-09,384.803
2006-10-10,387.134
2006-10-11,389.785
2006-10-12,390.008
2006-10-13,392.708
2006-10-16,397.332
2006-10-17,398.156
2006-10-18,401.115
2006-10-19,401.558
2006-10-20,403.332
2006-10-23,403.209
2006-10-24,402.724
2006-10-25,408.119
2006-10-26,408.776
2006-10-27,409.286
2006-10-30,410.56
2006-10-31,411.857
2006-11-01,415.098
2006-11-02,415.246
2006-11-03,413.197
2006-11-06,416.034
2006-11-07,421.903
2006-11-08,415.082
2006-11-09,414.095
2006-11-10,418.511
2006-11-13,412.447
2006-11-14,414.332
2006-11-15,411.546
2006-11-16,410.167
2006-11-17,413.095
2006-11-20,404.617
2006-11-21,412.939
2006-11-22,422.766
2006-11-23,423.99
2006-11-24,427.398
2006-11-27,429.999
2006-11-28,423.163
2006-11-29,430.859
2006-11-30,435.084
2006-12-01,431.277
2006-12-04,430.957
2006-12-05,429.42
2006-12-06,433.277
2006-12-07,432.743
2006-12-08,430.012
2006-12-11,429.403
2006-12-12,428.294
2006-12-13,431.147
2006-12-14,433.579
2006-12-15,434.578
2006-12-18,434.199
2006-12-19,435.752
2006-12-20,443.308
2006-12-21,438.729
2006-12-22,441.128
2006-12-25,441.128
2006-12-26,440.2
2006-12-27,443.469
2006-12-28,447.699
2006-12-29,447.839
2007-01-01,447.839
2007-01-02,451.589
2007-01-03,449.726
2007-01-04,440.152
2007-01-05,435.492
2007-01-08,431.276
2007-01-09,435.81
2007-01-10,429.291
2007-01-11,433.612
2007-01-12,439.589
2007-01-15,442.921
2007-01-16,446.977
2007-01-17,447.354
2007-01-18,449.488
2007-01-19,448.153
2007-01-22,450.832
2007-01-23,454.103
2007-01-24,451.263
2007-01-25,449.014
2007-01-26,445.784
2007-01-29,444.023
2007-01-30,449.101
2007-01-31,446.853
2007-02-01,451.288
2007-02-02,452.583
2007-02-05,451.504
2007-02-06,452.84
2007-02-07,454.351
2007-02-08,457.624
2007-02-09,456.916
2007-02-12,456.372
2007-02-13,462.251
2007-02-14,467.099
2007-02-15,469.004
2007-02-16,469.486
2007-02-19,473.506
2007-02-20,472.591
2007-02-21,475.027
2007-02-22,478.578
2007-02-23,479.184
2007-02-26,480.835
2007-02-27,476.167
2007-02-28,459.078
2007-03-01,458.152
2007-03-02,455.289
2007-03-05,435.34
2007-03-06,444.578
2007-03-07,452.55
2007-03-08,452.261
2007-03-09,456.518
2007-03-12,463.51
2007-03-13,463.912
2007-03-14,453.637
2007-03-15,463.674
2007-03-16,466.735
2007-03-19,471.776
2007-03-20,475.892
2007-03-21,473.731
2007-03-22,483.217
2007-03-23,479.854
2007-03-26,486.71
2007-03-27,486.759
2007-03-28,480.998
2007-03-29,483.299
2007-03-30,486.509
2007-04-02,486.853
2007-04-03,491.862
2007-04-04,502.358
2007-04-05,500.102
2007-04-06,500.102
2007-04-09,498.332
2007-04-10,510.867
2007-04-11,512.673
2007-04-12,514.851
2007-04-13,516.257
2007-04-16,521.62
2007-04-17,523.015
2007-04-18,525.428
2007-04-19,517.938
2007-04-20,520.789
2007-04-23,526.272
2007-04-24,519.038
2007-04-25,522.736
2007-04-26,521.564
2007-04-27,522.392
2007-04-30,526.034
2007-05-01,519.236
2007-05-02,525.468
2007-05-03,526.1
2007-05-04,528.473
2007-05-07,532.541
2007-05-08,531.449
2007-05-09,534.547
2007-05-10,539.243
2007-05-11,535.876
2007-05-14,543.667
2007-05-15,540.342
2007-05-16,535.763
2007-05-17,536.62
2007-05-18,533.772
2007-05-21,537.579
2007-05-22,536.01
2007-05-23,541.774
2007-05-24,531.934
2007-05-25,530.621
2007-05-28,530.525
2007-05-29,532.279
2007-05-30,528.046
2007-05-31,542.919
2007-06-01,544.732
2007-06-04,550.156
2007-06-05,552.005
2007-06-06,552.858
2007-06-07,551.526
2007-06-08,542.453
2007-06-11,541.135
2007-06-12,545.526
2007-06-13,538.126
2007-06-14,538.266
2007-06-15,542.549
2007-06-18,544.801
2007-06-19,548.789
2007-06-20,553.771
2007-06-21,554.869
2007-06-22,558.742
2007-06-25,555.258
2007-06-26,556.554
2007-06-27,539.539
2007-06-28,553.085
2007-06-29,555.765
2007-07-02,561.9
2007-07-03,561.297
2007-07-04,561.827
2007-07-05,561.453
2007-07-06,562.535
2007-07-09,563.077
2007-07-10,561.233
2007-07-11,560.065
2007-07-12,565.692
2007-07-13,571.177
2007-07-16,575.914
2007-07-17,574.795
2007-07-18,572.637
2007-07-19,578.909
2007-07-20,585.248
2007-07-23,586.472
2007-07-24,591.847
2007-07-25,583.634
2007-07-26,572.833
2007-07-27,544.61
2007-07-30,541.506
2007-07-31,550.214
2007-08-01,526.281
2007-08-02,528.159
2007-08-03,530.912
2007-08-06,517.391
2007-08-07,523.481
2007-08-08,535.235
2007-08-09,537.146
2007-08-10,513.09
2007-08-13,514.882
2007-08-14,505.616
2007-08-15,480.687
2007-08-16,446.985
2007-08-17,444.52
2007-08-20,471.194
2007-08-21,475.433
2007-08-22,481.94
2007-08-23,501.515
2007-08-24,500.841
2007-08-27,514.29
2007-08-28,509.565
2007-08-29,501.116
2007-08-30,507.142
2007-08-31,515.143
2007-09-03,521.086
2007-09-04,528.852
2007-09-05,528.414
2007-09-06,525.914
2007-09-07,528.63
2007-09-10,521.69
2007-09-11,527.475
2007-09-12,532.434
2007-09-13,532.004
2007-09-14,538.69
2007-09-17,534.695
2007-09-18,523.065
2007-09-19,548.17
2007-09-20,555.193
2007-09-21,552.069
2007-09-24,558.654
2007-09-25,559.205
2007-09-26,563.549
2007-09-27,567.229
2007-09-28,571.594
2007-10-01,576.383
2007-10-02,577.006
2007-10-03,577.688
2007-10-04,577.093
2007-10-05,584.177
2007-10-08,585.374
2007-10-09,584.779
2007-10-10,591.598
2007-10-11,596.426
2007-10-12,595.491
2007-10-15,599.29
2007-10-16,584.497
2007-10-17,587.548
2007-10-18,591.277
2007-10-19,586.907
2007-10-22,566.9
2007-10-23,582.635
2007-10-24,585.586
2007-10-25,591.517
2007-10-26,602.205
2007-10-29,613.345
2007-10-30,610.522
2007-10-31,621.962
2007-11-01,622.315
2007-11-02,605.927
2007-11-05,598.987
2007-11-06,607.335
2007-11-07,618.425
2007-11-08,600.769
2007-11-09,591.276
2007-11-12,557.647
2007-11-13,569.952
2007-11-14,581.559
2007-11-15,577.905
2007-11-16,570.828
2007-11-19,575.269
2007-11-20,570.616
2007-11-21,551.72
2007-11-22,548.34
2007-11-23,549.231
2007-11-26,558.913
2007-11-27,555.193
2007-11-28,555.055
2007-11-29,558.878
2007-11-30,567.096
2007-12-03,567.233
2007-12-04,561.75
2007-12-05,554.297
2007-12-06,564.792
2007-12-07,574.655
2007-12-10,576.575
2007-12-11,581.678
2007-12-12,577.107
2007-12-13,569.291
2007-12-14,548.763
2007-12-17,524.003
2007-12-18,519.841
2007-12-19,523.327
2007-12-20,523.093
2007-12-21,537.751
2007-12-24,547.186
2007-12-25,547.186
2007-12-26,548.662
2007-12-27,554.252
2007-12-28,551.296
2007-12-31,553.022
2008-01-01,553.022
2008-01-02,555.32
2008-01-03,552.512
2008-01-04,548.987
2008-01-07,533.555
2008-01-08,540.574
2008-01-09,533.418
2008-01-10,536.462
2008-01-11,530.714
2008-01-14,533.002
2008-01-15,522.298
2008-01-16,504.08
2008-01-17,512.566
2008-01-18,496.359
2008-01-21,476.124
2008-01-22,442.812
2008-01-23,454.601
2008-01-24,472.073
2008-01-25,497.456
2008-01-28,498.386
2008-01-29,493.915
2008-01-30,485.746
2008-01-31,488.329
2008-02-01,508.378
2008-02-04,522.017
2008-02-05,508.109
2008-02-06,492.904
2008-02-07,490.159
2008-02-08,499.407
2008-02-11,494.049
2008-02-12,502.303
2008-02-13,495.457
2008-02-14,509.42
2008-02-15,503.031
2008-02-18,505.52
2008-02-19,512.916
2008-02-20,504.253
2008-02-21,515.773
2008-02-22,512.48
2008-02-25,516.312
2008-02-26,525.99
2008-02-27,536.085
2008-02-28,536.9
2008-02-29,527.987
2008-03-03,512.712
2008-03-04,508.431
2008-03-05,505.909
2008-03-06,510.84
2008-03-07,497.88
2008-03-10,479.295
2008-03-11,477.437
2008-03-12,488.0
2008-03-13,484.74
2008-03-14,486.928
2008-03-17,468.42
2008-03-18,473.599
2008-03-19,481.325
2008-03-20,454.716
2008-03-21,454.716
2008-03-24,459.994
2008-03-25,482.979
2008-03-26,496.846
2008-03-27,498.396
2008-03-28,497.536
2008-03-31,499.147
2008-04-01,494.58
2008-04-02,504.359
2008-04-03,513.868
2008-04-04,516.485
2008-04-07,525.343
2008-04-08,524.718
2008-04-09,518.699
2008-04-10,509.688
2008-04-11,506.188
2008-04-14,492.947
2008-04-15,498.618
2008-04-16,512.467
2008-04-17,518.327
2008-04-18,510.788
2008-04-21,532.634
2008-04-22,529.697
2008-04-23,536.596
2008-04-24,529.076
2008-04-25,525.478
2008-04-28,531.509
2008-04-29,531.11
2008-04-30,536.647
2008-05-01,530.086
2008-05-02,541.537
2008-05-05,547.794
2008-05-06,545.728
2008-05-07,543.173
2008-05-08,546.443
2008-05-09,545.497
2008-05-12,546.193
2008-05-13,542.437
2008-05-14,539.74
2008-05-15,545.019
2008-05-16,552.274
2008-05-19,552.437
2008-05-20,556.396
2008-05-21,556.338
2008-05-22,553.99
2008-05-23,552.219
2008-05-26,547.059
2008-05-27,548.785
2008-05-28,545.748
2008-05-29,549.23
2008-05-30,544.671
2008-06-02,541.688
2008-06-03,537.224
2008-06-04,539.473
2008-06-05,526.149
2008-06-06,532.049
2008-06-09,527.482
2008-06-10,506.966
2008-06-11,504.908
2008-06-12,489.276
2008-06-13,493.683
2008-06-16,490.962
2008-06-17,495.444
2008-06-18,496.526
2008-06-19,495.928
2008-06-20,496.258
2008-06-23,488.596
2008-06-24,493.117
2008-06-25,490.335
2008-06-26,495.834
2008-06-27,486.663
2008-06-30,479.411
2008-07-01,474.187
2008-07-02,476.503
2008-07-03,465.258
2008-07-04,470.506
2008-07-07,463.185
2008-07-08,455.945
2008-07-09,457.808
2008-07-10,456.295
2008-07-11,462.112
2008-07-14,459.757
2008-07-15,462.631
2008-07-16,456.37
2008-07-17,460.655
2008-07-18,454.603
2008-07-21,465.788
2008-07-22,470.489
2008-07-23,473.758
2008-07-24,473.184
2008-07-25,461.731
2008-07-28,463.917
2008-07-29,456.491
2008-07-30,458.485
2008-07-31,460.315
2008-08-01,451.431
2008-08-04,448.352
2008-08-05,434.911
2008-08-06,439.045
2008-08-07,436.365
2008-08-08,430.509
2008-08-11,436.055
2008-08-12,425.775
2008-08-13,410.585
2008-08-14,420.494
2008-08-15,416.779
2008-08-18,418.707
2008-08-19,408.285
2008-08-20,412.49
2008-08-21,411.563
2008-08-22,415.103
2008-08-25,423.443
2008-08-26,418.256
2008-08-27,418.283
2008-08-28,424.513
2008-08-29,429.047
2008-09-01,422.977
2008-09-02,419.952
2008-09-03,414.275
2008-09-04,404.853
2008-09-05,385.387
2008-09-08,403.704
2008-09-09,393.313
2008-09-10,385.243
2008-09-11,373.557
2008-09-12,389.478
2008-09-15,376.961
2008-09-16,358.97
2008-09-17,357.739
2008-09-18,351.769
2008-09-19,373.917
2008-09-22,390.173
2008-09-23,380.872
2008-09-24,386.15
2008-09-25,385.771
2008-09-26,378.788
2008-09-29,366.8
2008-09-30,343.017
2008-10-01,352.808
2008-10-02,337.233
2008-10-03,334.178
2008-10-06,291.549
2008-10-07,292.667
2008-10-08,257.15
2008-10-09,264.719
2008-10-10,224.415
2008-10-13,240.684
2008-10-14,261.45
2008-10-15,256.876
2008-10-16,230.029
2008-10-17,239.61
2008-10-20,245.435
2008-10-21,248.978
2008-10-22,234.803
2008-10-23,222.233
2008-10-24,197.525
2008-10-27,188.689
2008-10-28,189.276
2008-10-29,204.626
2008-10-30,214.558
2008-10-31,217.469
2008-11-03,236.037
2008-11-04,241.68
2008-11-05,252.456
2008-11-06,232.444
2008-11-07,225.665
2008-11-10,234.909
2008-11-11,215.291
2008-11-12,208.87
2008-11-13,200.52
2008-11-14,208.837
2008-11-17,198.568
2008-11-18,192.966
2008-11-19,190.108
2008-11-20,173.412
2008-11-21,172.71
2008-11-24,180.861
2008-11-25,182.759
2008-11-26,178.317
2008-11-27,183.659
2008-11-28,187.988
2008-12-01,183.788
2008-12-02,176.528
2008-12-03,178.433
2008-12-04,175.957
2008-12-05,170.239
2008-12-08,182.736
2008-12-09,181.501
2008-12-10,187.097
2008-12-11,187.063
2008-12-12,178.249
2008-12-15,187.23
2008-12-16,183.598
2008-12-17,191.762
2008-12-18,195.789
2008-12-19,187.559
2008-12-22,184.856
2008-12-23,185.758
2008-12-24,189.263
2008-12-25,189.263
2008-12-26,188.64
2008-12-29,195.063
2008-12-30,198.136
2008-12-31,205.698
2009-01-01,205.698
2009-01-02,208.402
2009-01-05,212.85
2009-01-06,216.455
2009-01-07,219.136
2009-01-08,212.075
2009-01-09,211.192
2009-01-12,202.155
2009-01-13,194.664
2009-01-14,194.331
2009-01-15,184.224
2009-01-16,190.042
2009-01-19,191.161
2009-01-20,182.016
2009-01-21,177.583
2009-01-22,180.157
2009-01-23,173.239
2009-01-26,175.475
2009-01-27,177.432
2009-01-28,180.871
2009-01-29,179.101
2009-01-30,172.739
2009-02-02,169.6
2009-02-03,171.348
2009-02-04,168.799
2009-02-05,166.646
2009-02-06,172.407
2009-02-09,178.582
2009-02-10,174.193
2009-02-11,168.692
2009-02-12,169.447
2009-02-13,175.27
2009-02-16,170.923
2009-02-17,167.248
2009-02-18,162.43
2009-02-19,167.838
2009-02-20,163.414
2009-02-23,160.915
2009-02-24,159.587
2009-02-25,161.074
2009-02-26,163.646
2009-02-27,160.949
2009-03-02,155.703
2009-03-03,155.0
2009-03-04,153.481
2009-03-05,153.606
2009-03-06,151.327
2009-03-09,149.308
2009-03-10,152.689
2009-03-11,156.306
2009-03-12,154.871
2009-03-13,163.365
2009-03-16,167.273
2009-03-17,173.703
2009-03-18,175.129
2009-03-19,186.022
2009-03-20,182.972
2009-03-23,189.185
2009-03-24,191.44
2009-03-25,195.974
2009-03-26,198.944
2009-03-27,198.865
2009-03-30,193.428
2009-03-31,197.32
2009-04-01,196.793
2009-04-02,209.906
2009-04-03,210.842
2009-04-06,215.219
2009-04-07,212.314
2009-04-08,205.471
2009-04-09,212.784
2009-04-10,212.784
2009-04-13,215.795
2009-04-14,220.869
2009-04-15,220.799
2009-04-16,224.301
2009-04-17,224.073
2009-04-20,220.761
2009-04-21,214.173
2009-04-22,214.128
2009-04-23,217.854
2009-04-24,217.788
2009-04-27,219.524
2009-04-28,218.032
2009-04-29,226.262
2009-04-30,234.021
2009-05-01,232.84
2009-05-04,244.623
2009-05-05,248.789
2009-05-06,247.265
2009-05-07,257.936
2009-05-08,259.43
2009-05-11,263.086
2009-05-12,260.592
2009-05-13,257.412
2009-05-14,244.965
2009-05-15,246.147
2009-05-18,243.05
2009-05-19,254.154
2009-05-20,256.168
2009-05-21,256.196
2009-05-22,257.608
2009-05-25,259.041
2009-05-26,261.757
2009-05-27,267.0
2009-05-28,264.17
2009-05-29,271.376
2009-06-01,279.166
2009-06-02,289.39
2009-06-03,293.271
2009-06-04,285.766
2009-06-05,285.995
2009-06-08,280.476
2009-06-09,281.608
2009-06-10,290.036
2009-06-11,300.091
2009-06-12,300.35
2009-06-15,292.783
2009-06-16,286.744
2009-06-17,277.155
2009-06-18,281.644
2009-06-19,283.732
2009-06-22,280.707
2009-06-23,271.273
2009-06-24,278.087
2009-06-25,278.573
2009-06-26,285.427
2009-06-29,281.647
2009-06-30,286.996
2009-07-01,281.182
2009-07-02,277.599
2009-07-03,276.043
2009-07-06,269.468
2009-07-07,272.672
2009-07-08,264.661
2009-07-09,263.942
2009-07-10,264.508
2009-07-13,262.028
2009-07-14,273.35
2009-07-15,284.777
2009-07-16,290.713
2009-07-17,289.085
2009-07-20,295.733
2009-07-21,298.778
2009-07-22,301.694
2009-07-23,307.929
2009-07-24,305.774
2009-07-27,311.573
2009-07-28,315.977
2009-07-29,313.504
2009-07-30,318.381
2009-07-31,325.436
2009-08-03,331.694
2009-08-04,331.661
2009-08-05,326.395
2009-08-06,329.726
2009-08-07,326.638
2009-08-10,330.028
2009-08-11,331.299
2009-08-12,330.346
2009-08-13,343.134
2009-08-14,343.359
2009-08-17,334.165
2009-08-18,332.034
2009-08-19,335.314
2009-08-20,337.643
2009-08-21,333.084
2009-08-24,344.164
2009-08-25,345.462
2009-08-26,345.555
2009-08-27,344.381
2009-08-28,355.861
2009-08-31,356.219
2009-09-01,352.198
2009-09-02,344.344
2009-09-03,348.209
2009-09-04,353.813
2009-09-07,361.3
2009-09-08,369.942
2009-09-09,370.483
2009-09-10,373.502
2009-09-11,377.925
2009-09-14,371.908
2009-09-15,373.493
2009-09-16,384.377
2009-09-17,391.689
2009-09-18,389.022
2009-09-21,385.417
2009-09-22,388.658
2009-09-23,394.003
2009-09-24,387.59
2009-09-25,382.941
2009-09-28,378.318
2009-09-29,383.809
2009-09-30,391.128
2009-10-01,389.018
2009-10-02,376.321
2009-10-05,378.596
2009-10-06,386.919
2009-10-07,392.819
2009-10-08,403.79
2009-10-09,405.617
2009-10-12,405.726
2009-10-13,410.168
2009-10-14,416.969
2009-10-15,422.288
2009-10-16,419.12
2009-10-19,420.612
2009-10-20,425.15
2009-10-21,428.776
2009-10-22,424.675
2009-10-23,427.225
2009-10-26,422.917
2009-10-27,412.525
2009-10-28,400.192
2009-10-29,395.148
2009-10-30,398.272
2009-11-02,390.438
2009-11-03,389.823
2009-11-04,393.063
2009-11-05,391.259
2009-11-06,402.143
2009-11-09,414.813
2009-11-10,419.786
2009-11-11,422.484
2009-11-12,421.315
2009-11-13,422.204
2009-11-16,432.611
2009-11-17,425.399
2009-11-18,427.268
2009-11-19,418.447
2009-11-20,414.182
2009-11-23,424.338
2009-11-24,420.222
2009-11-25,423.39
2009-11-26,416.895
2009-11-27,404.769
2009-11-30,412.098
2009-12-01,416.581
2009-12-02,424.104
2009-12-03,425.723
2009-12-04,415.87
2009-12-07,411.715
2009-12-08,406.739
2009-12-09,404.044
2009-12-10,403.904
2009-12-11,407.14
2009-12-14,410.718
2009-12-15,409.004
2009-12-16,401.591
2009-12-17,400.212
2009-12-18,398.361
2009-12-21,398.802
2009-12-22,399.008
2009-12-23,405.192
2009-12-24,410.064
2009-12-25,410.064
2009-12-28,412.411
2009-12-29,422.478
2009-12-30,419.791
2009-12-31,425.48
2010-01-01,425.48
2010-01-04,434.639
2010-01-05,440.708
2010-01-06,444.927
2010-01-07,445.416
2010-01-08,445.609
2010-01-11,453.517
2010-01-12,446.109
2010-01-13,441.723
2010-01-14,444.687
2010-01-15,440.847
2010-01-18,439.958
2010-01-19,433.437
2010-01-20,429.535
2010-01-21,419.3
2010-01-22,412.213
2010-01-25,409.993
2010-01-26,407.815
2010-01-27,399.019
2010-01-28,402.203
2010-01-29,389.786
2010-02-01,379.71
2010-02-02,388.602
2010-02-03,391.762
2010-02-04,383.209
2010-02-05,370.44
2010-02-08,370.592
2010-02-09,371.084
2010-02-10,375.542
2010-02-11,387.391
2010-02-12,389.154
2010-02-15,387.84
2010-02-16,393.107
2010-02-17,400.656
2010-02-18,401.111
2010-02-19,395.919
2010-02-22,403.927
2010-02-23,400.186
2010-02-24,398.417
2010-02-25,388.727
2010-02-26,393.829
2010-03-01,400.766
2010-03-02,404.521
2010-03-03,410.039
2010-03-04,408.18
2010-03-05,413.815
2010-03-08,419.827
2010-03-09,420.809
2010-03-10,422.518
2010-03-11,419.832
2010-03-12,420.755
2010-03-15,417.002
2010-03-16,418.361
2010-03-17,427.25
2010-03-18,428.91
2010-03-19,428.423
2010-03-22,424.116
2010-03-23,428.145
2010-03-24,424.422
2010-03-25,423.297
2010-03-26,419.323
2010-03-29,426.444
2010-03-30,430.751
2010-03-31,429.118
2010-04-01,432.643
2010-04-02,432.643
2010-04-05,432.385
2010-04-06,441.396
2010-04-07,444.111
2010-04-08,443.043
2010-04-09,448.345
2010-04-12,452.069
2010-04-13,444.332
2010-04-14,451.763
2010-04-15,451.327
2010-04-16,448.123
2010-04-19,437.789
2010-04-20,443.998
2010-04-21,448.079
2010-04-22,443.908
2010-04-23,441.664
2010-04-26,444.252
2010-04-27,444.402
2010-04-28,435.007
2010-04-29,434.802
2010-04-30,436.045
2010-05-03,429.788
2010-05-04,417.036
2010-05-05,408.26
2010-05-06,401.141
2010-05-07,386.509
2010-05-10,402.55
2010-05-11,398.832
2010-05-12,402.712
2010-05-13,412.044
2010-05-14,407.009
2010-05-17,388.089
2010-05-18,383.781
2010-05-19,361.724
2010-05-20,344.048
2010-05-21,343.74
2010-05-24,350.611
2010-05-25,334.577
2010-05-26,343.386
2010-05-27,352.484
2010-05-28,360.81
2010-05-31,356.676
2010-06-01,354.958
2010-06-02,347.148
2010-06-03,359.371
2010-06-04,351.331
2010-06-07,334.656
2010-06-08,339.455
2010-06-09,345.509
2010-06-10,353.222
2010-06-11,358.899
2010-06-14,365.535
2010-06-15,366.112
2010-06-16,374.899
2010-06-17,373.424
2010-06-18,379.267
2010-06-21,388.995
2010-06-22,383.068
2010-06-23,370.554
2010-06-24,370.865
2010-06-25,366.355
2010-06-28,366.239
2010-06-29,353.925
2010-06-30,347.054
2010-07-01,338.438
2010-07-02,344.582
2010-07-05,342.112
2010-07-06,351.098
2010-07-07,349.127
2010-07-08,362.798
2010-07-09,366.591
2010-07-12,368.746
2010-07-13,369.013
2010-07-14,377.186
2010-07-15,374.025
2010-07-16,369.95
2010-07-19,359.324
2010-07-20,368.358
2010-07-21,372.924
2010-07-22,376.182
2010-07-23,383.693
2010-07-26,389.432
2010-07-27,390.684
2010-07-28,386.938
2010-07-29,390.133
2010-07-30,388.979
2010-08-02,396.423
2010-08-03,400.696
2010-08-04,398.599
2010-08-05,402.125
2010-08-06,404.049
2010-08-09,406.81
2010-08-10,399.616
2010-08-11,389.812
2010-08-12,381.411
2010-08-13,388.347
2010-08-16,388.681
2010-08-17,398.24
2010-08-18,395.559
2010-08-19,394.854
2010-08-20,385.589
2010-08-23,389.849
2010-08-24,384.171
2010-08-25,375.749
2010-08-26,381.509
2010-08-27,385.773
2010-08-30,394.93
2010-08-31,389.843
2010-09-01,405.455
2010-09-02,409.826
2010-09-03,418.079
2010-09-06,425.392
2010-09-07,422.572
2010-09-08,422.09
2010-09-09,429.992
2010-09-10,428.689
2010-09-13,439.772
2010-09-14,444.851
2010-09-15,448.351
2010-09-16,443.46
2010-09-17,446.454
2010-09-20,451.493
2010-09-21,449.876
2010-09-22,455.098
