Date,CANADA SMALL GROWTH Small Cap
2001-07-24,284.9
2001-07-25,284.599
2001-07-26,284.139
2001-07-27,284.469
2001-07-30,285.251
2001-07-31,286.405
2001-08-01,286.192
2001-08-02,286.427
2001-08-03,286.56
2001-08-06,287.882
2001-08-07,284.042
2001-08-08,283.725
2001-08-09,281.58
2001-08-10,280.629
2001-08-13,280.083
2001-08-14,278.645
2001-08-15,281.256
2001-08-16,279.942
2001-08-17,276.731
2001-08-20,275.663
2001-08-21,276.057
2001-08-22,275.916
2001-08-23,275.476
2001-08-24,276.573
2001-08-27,274.924
2001-08-28,272.8
2001-08-29,270.549
2001-08-30,267.71
2001-08-31,267.232
2001-09-03,267.035
2001-09-04,267.408
2001-09-05,267.195
2001-09-06,266.143
2001-09-07,264.828
2001-09-10,260.377
2001-09-11,253.455
2001-09-12,255.926
2001-09-13,254.87
2001-09-14,249.152
2001-09-17,252.508
2001-09-18,251.581
2001-09-19,242.879
2001-09-20,236.945
2001-09-21,237.234
2001-09-24,237.246
2001-09-25,237.125
2001-09-26,235.945
2001-09-27,234.855
2001-09-28,239.219
2001-10-01,238.748
2001-10-02,238.961
2001-10-03,240.55
2001-10-04,244.611
2001-10-05,245.037
2001-10-08,245.457
2001-10-09,250.463
2001-10-10,249.789
2001-10-11,253.198
2001-10-12,253.379
2001-10-15,252.888
2001-10-16,255.754
2001-10-17,255.54
2001-10-18,251.725
2001-10-19,252.091
2001-10-22,251.313
2001-10-23,252.755
2001-10-24,254.095
2001-10-25,253.413
2001-10-26,255.782
2001-10-29,255.859
2001-10-30,253.454
2001-10-31,254.0
2001-11-01,255.683
2001-11-02,255.286
2001-11-05,254.184
2001-11-06,253.02
2001-11-07,255.167
2001-11-08,254.352
2001-11-09,254.247
2001-11-12,255.614
2001-11-13,257.088
2001-11-14,257.031
2001-11-15,253.607
2001-11-16,254.323
2001-11-19,257.82
2001-11-20,257.064
2001-11-21,256.912
2001-11-22,258.165
2001-11-23,258.438
2001-11-26,258.176
2001-11-27,258.611
2001-11-28,258.211
2001-11-29,261.305
2001-11-30,264.541
2001-12-03,265.198
2001-12-04,266.623
2001-12-05,272.579
2001-12-06,272.332
2001-12-07,273.819
2001-12-10,272.759
2001-12-11,271.767
2001-12-12,274.894
2001-12-13,273.327
2001-12-14,273.402
2001-12-17,275.562
2001-12-18,274.217
2001-12-19,273.359
2001-12-20,274.906
2001-12-21,276.3
2001-12-24,275.673
2001-12-25,275.673
2001-12-26,275.6
2001-12-27,278.522
2001-12-28,279.87
2001-12-31,281.03
2002-01-01,281.03
2002-01-02,280.031
2002-01-03,281.053
2002-01-04,283.197
2002-01-07,284.403
2002-01-08,283.344
2002-01-09,286.792
2002-01-10,286.721
2002-01-11,286.438
2002-01-14,285.948
2002-01-15,286.203
2002-01-16,285.95
2002-01-17,283.169
2002-01-18,281.152
2002-01-21,281.167
2002-01-22,282.815
2002-01-23,282.601
2002-01-24,284.653
2002-01-25,283.834
2002-01-28,283.393
2002-01-29,288.807
2002-01-30,287.742
2002-01-31,289.32
2002-02-01,291.501
2002-02-04,290.602
2002-02-05,288.748
2002-02-06,285.34
2002-02-07,286.922
2002-02-08,289.228
2002-02-11,290.433
2002-02-12,291.693
2002-02-13,293.624
2002-02-14,295.649
2002-02-15,293.741
2002-02-18,294.678
2002-02-19,296.176
2002-02-20,291.936
2002-02-21,291.538
2002-02-22,290.003
2002-02-25,288.695
2002-02-26,288.303
2002-02-27,288.517
2002-02-28,290.838
2002-03-01,292.596
2002-03-04,295.49
2002-03-05,296.816
2002-03-06,299.687
2002-03-07,302.891
2002-03-08,301.113
2002-03-11,303.805
2002-03-12,302.798
2002-03-13,302.58
2002-03-14,300.785
2002-03-15,302.371
2002-03-18,304.221
2002-03-19,307.277
2002-03-20,308.285
2002-03-21,306.696
2002-03-22,310.238
2002-03-25,309.18
2002-03-26,305.389
2002-03-27,308.432
2002-03-28,308.12
2002-03-29,308.12
2002-04-01,310.587
2002-04-02,310.416
2002-04-03,310.118
2002-04-04,311.525
2002-04-05,311.186
2002-04-08,310.475
2002-04-09,308.499
2002-04-10,310.333
2002-04-11,309.171
2002-04-12,309.195
2002-04-15,307.853
2002-04-16,310.525
2002-04-17,316.573
2002-04-18,317.727
2002-04-19,318.989
2002-04-22,318.05
2002-04-23,317.633
2002-04-24,317.947
2002-04-25,316.97
2002-04-26,318.768
2002-04-29,314.92
2002-04-30,314.322
2002-05-01,314.409
2002-05-02,317.99
2002-05-03,319.854
2002-05-06,317.902
2002-05-07,316.475
2002-05-08,317.611
2002-05-09,319.281
2002-05-10,321.315
2002-05-13,325.487
2002-05-14,324.694
2002-05-15,323.538
2002-05-16,325.242
2002-05-17,327.991
2002-05-20,328.382
2002-05-21,334.156
2002-05-22,333.147
2002-05-23,335.415
2002-05-24,335.123
2002-05-27,334.957
2002-05-28,336.469
2002-05-29,337.14
2002-05-30,332.64
2002-05-31,336.163
2002-06-03,336.629
2002-06-04,336.381
2002-06-05,331.821
2002-06-06,330.822
2002-06-07,326.841
2002-06-10,321.648
2002-06-11,322.138
2002-06-12,319.139
2002-06-13,313.407
2002-06-14,310.474
2002-06-17,311.097
2002-06-18,312.535
2002-06-19,311.516
2002-06-20,314.181
2002-06-21,316.431
2002-06-24,319.602
2002-06-25,313.47
2002-06-26,311.923
2002-06-27,312.534
2002-06-28,311.868
2002-07-01,312.417
2002-07-02,304.867
2002-07-03,303.96
2002-07-04,303.99
2002-07-05,306.884
2002-07-08,311.327
2002-07-09,313.901
2002-07-10,310.654
2002-07-11,305.407
2002-07-12,305.101
2002-07-15,298.721
2002-07-16,298.083
2002-07-17,296.86
2002-07-18,293.878
2002-07-19,289.779
2002-07-22,279.962
2002-07-23,266.987
2002-07-24,266.429
2002-07-25,262.412
2002-07-26,258.026
2002-07-29,269.155
2002-07-30,275.352
2002-07-31,275.543
2002-08-01,275.129
2002-08-02,276.42
2002-08-05,275.435
2002-08-06,274.028
2002-08-07,274.233
2002-08-08,275.374
2002-08-09,279.101
2002-08-12,278.02
2002-08-13,277.984
2002-08-14,275.729
2002-08-15,277.507
2002-08-16,277.884
2002-08-19,276.825
2002-08-20,276.336
2002-08-21,278.165
2002-08-22,283.311
2002-08-23,280.404
2002-08-26,282.677
2002-08-27,284.831
2002-08-28,281.928
2002-08-29,284.242
2002-08-30,283.609
2002-09-02,284.439
2002-09-03,281.06
2002-09-04,279.84
2002-09-05,279.495
2002-09-06,279.285
2002-09-09,281.723
2002-09-10,278.94
2002-09-11,281.718
2002-09-12,279.662
2002-09-13,277.422
2002-09-16,278.041
2002-09-17,276.029
2002-09-18,272.446
2002-09-19,270.826
2002-09-20,269.152
2002-09-23,262.803
2002-09-24,262.765
2002-09-25,264.696
2002-09-26,265.276
2002-09-27,266.403
2002-09-30,265.967
2002-10-01,265.877
2002-10-02,264.458
2002-10-03,262.207
2002-10-04,259.122
2002-10-07,252.063
2002-10-08,248.102
2002-10-09,242.072
2002-10-10,245.476
2002-10-11,252.463
2002-10-14,252.969
2002-10-15,258.834
2002-10-16,257.742
2002-10-17,263.635
2002-10-18,265.52
2002-10-21,269.082
2002-10-22,269.515
2002-10-23,272.324
2002-10-24,272.202
2002-10-25,273.867
2002-10-28,276.894
2002-10-29,275.212
2002-10-30,275.968
2002-10-31,275.858
2002-11-01,279.092
2002-11-04,281.359
2002-11-05,279.512
2002-11-06,281.359
2002-11-07,281.345
2002-11-08,281.514
2002-11-11,277.406
2002-11-12,275.307
2002-11-13,272.937
2002-11-14,274.069
2002-11-15,275.136
2002-11-18,275.068
2002-11-19,271.625
2002-11-20,272.603
2002-11-21,272.016
2002-11-22,270.854
2002-11-25,272.287
2002-11-26,271.935
2002-11-27,274.163
2002-11-28,276.073
2002-11-29,278.553
2002-12-02,279.533
2002-12-03,279.697
2002-12-04,279.845
2002-12-05,279.262
2002-12-06,279.244
2002-12-09,277.082
2002-12-10,279.426
2002-12-11,278.75
2002-12-12,281.705
2002-12-13,282.561
2002-12-16,284.366
2002-12-17,283.539
2002-12-18,282.401
2002-12-19,283.908
2002-12-20,285.595
2002-12-23,289.035
2002-12-24,288.614
2002-12-25,288.614
2002-12-26,288.009
2002-12-27,288.353
2002-12-30,285.167
2002-12-31,287.361
2003-01-01,287.361
2003-01-02,290.68
2003-01-03,293.257
2003-01-06,294.105
2003-01-07,292.914
2003-01-08,292.548
2003-01-09,295.073
2003-01-10,297.929
2003-01-13,298.477
2003-01-14,297.873
2003-01-15,299.436
2003-01-16,301.211
2003-01-17,299.956
2003-01-20,298.642
2003-01-21,299.717
2003-01-22,300.443
2003-01-23,304.478
2003-01-24,303.712
2003-01-27,299.848
2003-01-28,297.113
2003-01-29,297.298
2003-01-30,297.085
2003-01-31,296.634
2003-02-03,298.253
2003-02-04,300.72
2003-02-05,298.491
2003-02-06,297.063
2003-02-07,294.357
2003-02-10,291.125
2003-02-11,292.423
2003-02-12,291.157
2003-02-13,293.053
2003-02-14,292.747
2003-02-17,293.586
2003-02-18,294.694
2003-02-19,295.985
2003-02-20,298.58
2003-02-21,298.301
2003-02-24,300.703
2003-02-25,298.251
2003-02-26,297.393
2003-02-27,298.497
2003-02-28,298.624
2003-03-03,295.352
2003-03-04,293.854
2003-03-05,292.811
2003-03-06,287.476
2003-03-07,286.953
2003-03-10,283.757
2003-03-11,281.677
2003-03-12,279.218
2003-03-13,281.591
2003-03-14,283.61
2003-03-17,287.551
2003-03-18,290.439
2003-03-19,289.399
2003-03-20,289.389
2003-03-21,287.296
2003-03-24,282.575
2003-03-25,285.227
2003-03-26,287.419
2003-03-27,286.088
2003-03-28,288.474
2003-03-31,287.555
2003-04-01,283.923
2003-04-02,284.925
2003-04-03,284.892
2003-04-04,284.541
2003-04-07,283.499
2003-04-08,286.228
2003-04-09,287.515
2003-04-10,289.789
2003-04-11,290.29
2003-04-14,290.567
2003-04-15,293.034
2003-04-16,295.399
2003-04-17,297.631
2003-04-18,297.631
2003-04-21,300.174
2003-04-22,304.171
2003-04-23,303.829
2003-04-24,300.274
2003-04-25,298.468
2003-04-28,301.703
2003-04-29,301.371
2003-04-30,307.224
2003-05-01,312.463
2003-05-02,315.72
2003-05-05,319.242
2003-05-06,321.759
2003-05-07,321.343
2003-05-08,322.236
2003-05-09,324.52
2003-05-12,328.153
2003-05-13,324.638
2003-05-14,329.152
2003-05-15,330.427
2003-05-16,331.232
2003-05-19,333.078
2003-05-20,332.994
2003-05-21,334.436
2003-05-22,333.385
2003-05-23,332.129
2003-05-26,331.143
2003-05-27,337.68
2003-05-28,334.788
2003-05-29,339.554
2003-05-30,344.112
2003-06-02,345.728
2003-06-03,342.427
2003-06-04,351.188
2003-06-05,358.983
2003-06-06,358.311
2003-06-09,354.025
2003-06-10,350.966
2003-06-11,359.757
2003-06-12,361.648
2003-06-13,363.462
2003-06-16,365.967
2003-06-17,366.158
2003-06-18,367.437
2003-06-19,362.954
2003-06-20,364.229
2003-06-23,359.019
2003-06-24,355.358
2003-06-25,360.396
2003-06-26,359.605
2003-06-27,358.763
2003-06-30,355.715
2003-07-01,358.029
2003-07-02,364.777
2003-07-03,366.939
2003-07-04,366.029
2003-07-07,368.32
2003-07-08,365.616
2003-07-09,363.555
2003-07-10,358.743
2003-07-11,359.86
2003-07-14,361.39
2003-07-15,353.209
2003-07-16,351.11
2003-07-17,346.887
2003-07-18,344.11
2003-07-21,348.706
2003-07-22,350.589
2003-07-23,358.003
2003-07-24,365.693
2003-07-25,369.017
2003-07-28,369.956
2003-07-29,366.318
2003-07-30,363.284
2003-07-31,365.81
2003-08-01,369.85
2003-08-04,367.559
2003-08-05,367.537
2003-08-06,366.866
2003-08-07,369.921
2003-08-08,373.925
2003-08-11,377.799
2003-08-12,379.662
2003-08-13,380.122
2003-08-14,380.863
2003-08-15,381.18
2003-08-18,380.203
2003-08-19,381.722
2003-08-20,384.076
2003-08-21,384.341
2003-08-22,383.062
2003-08-25,383.177
2003-08-26,382.486
2003-08-27,384.995
2003-08-28,388.325
2003-08-29,391.328
2003-09-01,392.928
2003-09-02,390.665
2003-09-03,392.27
2003-09-04,395.255
2003-09-05,397.491
2003-09-08,399.519
2003-09-09,409.348
2003-09-10,403.168
2003-09-11,404.041
2003-09-12,404.505
2003-09-15,406.728
2003-09-16,409.368
2003-09-17,412.071
2003-09-18,413.848
2003-09-19,419.683
2003-09-22,421.134
2003-09-23,422.342
2003-09-24,417.167
2003-09-25,416.012
2003-09-26,407.528
2003-09-29,407.365
2003-09-30,409.04
2003-10-01,410.498
2003-10-02,415.109
2003-10-03,415.292
2003-10-06,418.33
2003-10-07,423.402
2003-10-08,425.283
2003-10-09,426.45
2003-10-10,430.594
2003-10-13,431.165
2003-10-14,436.115
2003-10-15,433.913
2003-10-16,440.901
2003-10-17,436.918
2003-10-20,435.0
2003-10-21,441.938
2003-10-22,442.824
2003-10-23,437.323
2003-10-24,439.985
2003-10-27,443.842
2003-10-28,445.514
2003-10-29,450.806
2003-10-30,445.751
2003-10-31,446.559
2003-11-03,445.689
2003-11-04,446.386
2003-11-05,448.121
2003-11-06,445.844
2003-11-07,449.118
2003-11-10,449.36
2003-11-11,447.209
2003-11-12,456.677
2003-11-13,457.602
2003-11-14,457.271
2003-11-17,456.364
2003-11-18,457.675
2003-11-19,459.406
2003-11-20,457.087
2003-11-21,454.206
2003-11-24,451.822
2003-11-25,453.214
2003-11-26,462.194
2003-11-27,462.516
2003-11-28,468.565
2003-12-01,471.256
2003-12-02,475.993
2003-12-03,472.558
2003-12-04,466.858
2003-12-05,471.57
2003-12-08,469.919
2003-12-09,461.124
2003-12-10,452.302
2003-12-11,452.729
2003-12-12,459.549
2003-12-15,459.799
2003-12-16,458.53
2003-12-17,459.481
2003-12-18,459.895
2003-12-19,454.195
2003-12-22,456.011
2003-12-23,459.802
2003-12-24,464.843
2003-12-25,464.843
2003-12-26,467.909
2003-12-29,477.868
2003-12-30,478.185
2003-12-31,483.416
2004-01-01,483.416
2004-01-02,485.517
2004-01-05,499.321
2004-01-06,500.582
2004-01-07,494.941
2004-01-08,496.738
2004-01-09,500.989
2004-01-12,495.785
2004-01-13,496.01
2004-01-14,484.331
2004-01-15,477.594
2004-01-16,482.779
2004-01-19,484.78
2004-01-20,496.281
2004-01-21,489.176
2004-01-22,487.586
2004-01-23,486.18
2004-01-26,481.45
2004-01-27,486.523
2004-01-28,475.707
2004-01-29,469.28
2004-01-30,473.921
2004-02-02,472.943
2004-02-03,478.969
2004-02-04,473.087
2004-02-05,475.044
2004-02-06,488.051
2004-02-09,494.478
2004-02-10,494.809
2004-02-11,497.995
2004-02-12,501.991
2004-02-13,504.643
2004-02-16,507.209
2004-02-17,512.249
2004-02-18,506.347
2004-02-19,498.955
2004-02-20,490.867
2004-02-23,486.725
2004-02-24,489.497
2004-02-25,488.741
2004-02-26,490.961
2004-02-27,493.943
2004-03-01,502.898
2004-03-02,499.762
2004-03-03,498.532
2004-03-04,504.949
2004-03-05,518.976
2004-03-08,517.935
2004-03-09,514.243
2004-03-10,497.785
2004-03-11,496.065
2004-03-12,495.403
2004-03-15,490.735
2004-03-16,490.339
2004-03-17,491.124
2004-03-18,498.718
2004-03-19,500.534
2004-03-22,495.38
2004-03-23,493.93
2004-03-24,489.115
2004-03-25,498.087
2004-03-26,499.073
2004-03-29,504.392
2004-03-30,510.436
2004-03-31,509.037
2004-04-01,515.806
2004-04-02,519.362
2004-04-05,521.214
2004-04-06,521.914
2004-04-07,519.319
2004-04-08,515.051
2004-04-09,515.051
2004-04-12,514.576
2004-04-13,501.952
2004-04-14,491.503
2004-04-15,493.843
2004-04-16,501.961
2004-04-19,500.409
2004-04-20,490.091
2004-04-21,485.077
2004-04-22,490.002
2004-04-23,485.811
2004-04-26,488.949
2004-04-27,483.345
2004-04-28,463.237
2004-04-29,460.594
2004-04-30,461.326
2004-05-03,460.162
2004-05-04,471.388
2004-05-05,470.636
2004-05-06,463.585
2004-05-07,451.688
2004-05-10,438.836
2004-05-11,443.233
2004-05-12,443.908
2004-05-13,441.128
2004-05-14,446.713
2004-05-17,448.097
2004-05-18,447.027
2004-05-19,456.829
2004-05-20,457.75
2004-05-21,461.384
2004-05-24,462.837
2004-05-25,469.181
2004-05-26,471.471
2004-05-27,476.457
2004-05-28,474.541
2004-05-31,478.412
2004-06-01,476.32
2004-06-02,476.482
2004-06-03,471.634
2004-06-04,475.771
2004-06-07,477.53
2004-06-08,475.029
2004-06-09,466.176
2004-06-10,466.6
2004-06-11,465.085
2004-06-14,457.39
2004-06-15,458.983
2004-06-16,459.033
2004-06-17,461.615
2004-06-18,467.837
2004-06-21,467.063
2004-06-22,469.646
2004-06-23,468.407
2004-06-24,476.46
2004-06-25,473.183
2004-06-28,473.24
2004-06-29,470.167
2004-06-30,477.295
2004-07-01,480.34
2004-07-02,479.193
2004-07-05,477.389
2004-07-06,477.763
2004-07-07,481.258
2004-07-08,481.358
2004-07-09,480.917
2004-07-12,478.066
2004-07-13,473.212
2004-07-14,477.019
2004-07-15,471.907
2004-07-16,477.134
2004-07-19,472.895
2004-07-20,469.697
2004-07-21,463.426
2004-07-22,461.149
2004-07-23,455.298
2004-07-26,445.829
2004-07-27,444.909
2004-07-28,450.971
2004-07-29,453.975
2004-07-30,455.838
2004-08-02,454.641
2004-08-03,456.854
2004-08-04,450.719
2004-08-05,442.946
2004-08-06,441.785
2004-08-09,435.729
2004-08-10,439.574
2004-08-11,432.553
2004-08-12,429.153
2004-08-13,437.174
2004-08-16,444.126
2004-08-17,442.608
2004-08-18,444.46
2004-08-19,453.635
2004-08-20,456.007
2004-08-23,451.891
2004-08-24,447.206
2004-08-25,450.978
2004-08-26,448.223
2004-08-27,448.682
2004-08-30,443.919
2004-08-31,448.951
2004-09-01,450.62
2004-09-02,451.38
2004-09-03,447.916
2004-09-06,449.123
2004-09-07,449.323
2004-09-08,447.472
2004-09-09,452.118
2004-09-10,452.953
2004-09-13,453.869
2004-09-14,457.424
2004-09-15,453.883
2004-09-16,458.848
2004-09-17,453.698
2004-09-20,454.634
2004-09-21,462.635
2004-09-22,464.092
2004-09-23,469.952
2004-09-24,472.315
2004-09-27,471.893
2004-09-28,480.943
2004-09-29,484.216
2004-09-30,491.924
2004-10-01,497.868
2004-10-04,493.699
2004-10-05,500.41
2004-10-06,503.907
2004-10-07,503.679
2004-10-08,507.884
2004-10-11,506.244
2004-10-12,496.847
2004-10-13,486.509
2004-10-14,490.872
2004-10-15,493.398
2004-10-18,490.486
2004-10-19,488.433
2004-10-20,496.653
2004-10-21,498.059
2004-10-22,497.235
2004-10-25,507.673
2004-10-26,505.745
2004-10-27,505.686
2004-10-28,503.809
2004-10-29,506.57
2004-11-01,504.618
2004-11-02,499.421
2004-11-03,511.986
2004-11-04,517.761
2004-11-05,524.637
2004-11-08,524.272
2004-11-09,523.763
2004-11-10,523.582
2004-11-11,530.364
2004-11-12,537.181
2004-11-15,531.302
2004-11-16,538.809
2004-11-17,542.446
2004-11-18,532.859
2004-11-19,535.82
2004-11-22,542.085
2004-11-23,541.341
2004-11-24,543.903
2004-11-25,549.376
2004-11-26,552.914
2004-11-29,554.301
2004-11-30,548.144
2004-12-01,547.031
2004-12-02,533.732
2004-12-03,532.326
2004-12-06,532.153
2004-12-07,520.794
2004-12-08,511.534
2004-12-09,515.552
2004-12-10,514.618
2004-12-13,519.471
2004-12-14,516.758
2004-12-15,526.989
2004-12-16,522.398
2004-12-17,523.669
2004-12-20,527.341
2004-12-21,530.526
2004-12-22,529.351
2004-12-23,531.822
2004-12-24,536.837
2004-12-27,540.053
2004-12-28,539.899
2004-12-29,538.189
2004-12-30,543.752
2004-12-31,547.22
2005-01-03,541.028
2005-01-04,524.69
2005-01-05,519.848
2005-01-06,517.675
2005-01-07,518.371
2005-01-10,526.034
2005-01-11,530.248
2005-01-12,535.275
2005-01-13,532.948
2005-01-14,529.904
2005-01-17,533.906
2005-01-18,534.351
2005-01-19,533.001
2005-01-20,530.887
2005-01-21,536.111
2005-01-24,536.593
2005-01-25,527.649
2005-01-26,535.233
2005-01-27,534.105
2005-01-28,530.782
2005-01-31,534.61
2005-02-01,537.129
2005-02-02,542.855
2005-02-03,541.881
2005-02-04,543.709
2005-02-07,539.299
2005-02-08,540.397
2005-02-09,542.87
2005-02-10,551.499
2005-02-11,554.457
2005-02-14,558.36
2005-02-15,557.257
2005-02-16,556.746
2005-02-17,564.007
2005-02-18,563.275
2005-02-21,565.69
2005-02-22,567.653
2005-02-23,560.333
2005-02-24,558.372
2005-02-25,568.679
2005-02-28,571.429
2005-03-01,567.396
2005-03-02,570.741
2005-03-03,569.751
2005-03-04,583.392
2005-03-07,579.599
2005-03-08,584.957
2005-03-09,583.769
2005-03-10,577.303
2005-03-11,582.358
2005-03-14,580.119
2005-03-15,580.22
2005-03-16,581.87
2005-03-17,582.899
2005-03-18,579.215
2005-03-21,570.873
2005-03-22,570.339
2005-03-23,555.532
2005-03-24,553.332
2005-03-25,553.181
2005-03-28,545.048
2005-03-29,542.638
2005-03-30,544.931
2005-03-31,556.667
2005-04-01,557.713
2005-04-04,554.473
2005-04-05,553.45
2005-04-06,546.52
2005-04-07,548.185
2005-04-08,541.233
2005-04-11,539.859
2005-04-12,531.816
2005-04-13,525.704
2005-04-14,514.728
2005-04-15,509.835
2005-04-18,508.423
2005-04-19,519.844
2005-04-20,516.725
2005-04-21,514.568
2005-04-22,516.856
2005-04-25,519.119
2005-04-26,516.931
2005-04-27,508.003
2005-04-28,499.586
2005-04-29,501.242
2005-05-02,499.499
2005-05-03,502.145
2005-05-04,508.814
2005-05-05,512.533
2005-05-06,511.125
2005-05-09,515.085
2005-05-10,511.583
2005-05-11,504.487
2005-05-12,495.364
2005-05-13,486.178
2005-05-16,480.993
2005-05-17,484.195
2005-05-18,493.228
2005-05-19,492.431
2005-05-20,493.807
2005-05-23,496.385
2005-05-24,500.099
2005-05-25,498.604
2005-05-26,503.643
2005-05-27,510.713
2005-05-30,515.645
2005-05-31,516.387
2005-06-01,522.91
2005-06-02,519.948
2005-06-03,523.706
2005-06-06,522.801
2005-06-07,518.68
2005-06-08,521.346
2005-06-09,518.35
2005-06-10,524.951
2005-06-13,525.59
2005-06-14,526.072
2005-06-15,536.13
2005-06-16,542.976
2005-06-17,544.128
2005-06-20,543.51
2005-06-21,541.296
2005-06-22,540.381
2005-06-23,539.668
2005-06-24,538.048
2005-06-27,538.359
2005-06-28,537.111
2005-06-29,540.923
2005-06-30,540.293
2005-07-01,533.103
2005-07-04,537.097
2005-07-05,540.303
2005-07-06,547.059
2005-07-07,548.28
2005-07-08,554.57
2005-07-11,558.557
2005-07-12,561.639
2005-07-13,561.964
2005-07-14,558.267
2005-07-15,555.88
2005-07-18,558.245
2005-07-19,559.964
2005-07-20,561.957
2005-07-21,566.993
2005-07-22,570.405
2005-07-25,566.176
2005-07-26,558.749
2005-07-27,560.66
2005-07-28,565.817
2005-07-29,571.103
2005-08-01,577.004
2005-08-02,587.645
2005-08-03,590.69
2005-08-04,593.019
2005-08-05,588.32
2005-08-08,589.831
2005-08-09,586.28
2005-08-10,589.345
2005-08-11,596.242
2005-08-12,597.049
2005-08-15,590.802
2005-08-16,584.31
2005-08-17,578.664
2005-08-18,568.909
2005-08-19,575.837
2005-08-22,583.491
2005-08-23,590.077
2005-08-24,588.092
2005-08-25,590.381
2005-08-26,590.877
2005-08-29,589.799
2005-08-30,586.827
2005-08-31,593.38
2005-09-01,601.813
2005-09-02,599.216
2005-09-05,598.485
2005-09-06,605.888
2005-09-07,608.252
2005-09-08,613.163
2005-09-09,621.049
2005-09-12,614.803
2005-09-13,614.146
2005-09-14,619.986
2005-09-15,619.716
2005-09-16,626.118
2005-09-19,630.031
2005-09-20,618.953
2005-09-21,623.68
2005-09-22,615.17
2005-09-23,610.969
2005-09-26,616.892
2005-09-27,612.913
2005-09-28,618.312
2005-09-29,628.591
2005-09-30,631.72
2005-10-03,632.215
2005-10-04,621.724
2005-10-05,607.352
2005-10-06,595.611
2005-10-07,607.456
2005-10-10,607.456
2005-10-11,605.002
2005-10-12,599.131
2005-10-13,585.967
2005-10-14,585.183
2005-10-17,594.001
2005-10-18,580.64
2005-10-19,579.394
2005-10-20,566.433
2005-10-21,567.822
2005-10-24,567.98
2005-10-25,577.051
2005-10-26,577.959
2005-10-27,574.683
2005-10-28,576.018
2005-10-31,577.092
2005-11-01,578.404
2005-11-02,589.353
2005-11-03,592.87
2005-11-04,595.162
2005-11-07,585.611
2005-11-08,580.853
2005-11-09,583.567
