Date,FRANCE SMID GROWTH SMID (Small+Mid Cap)
2001-01-01,540.042
2001-01-02,535.704
2001-01-03,513.591
2001-01-04,521.915
2001-01-05,522.775
2001-01-08,515.612
2001-01-09,510.012
2001-01-10,508.996
2001-01-11,524.199
2001-01-12,536.548
2001-01-15,534.716
2001-01-16,528.617
2001-01-17,534.974
2001-01-18,546.074
2001-01-19,553.644
2001-01-22,550.847
2001-01-23,549.556
2001-01-24,545.299
2001-01-25,542.204
2001-01-26,540.699
2001-01-29,537.848
2001-01-30,541.214
2001-01-31,551.989
2001-02-01,555.302
2001-02-02,549.901
2001-02-05,551.037
2001-02-06,550.97
2001-02-07,543.715
2001-02-08,537.638
2001-02-09,534.978
2001-02-12,537.347
2001-02-13,530.082
2001-02-14,521.089
2001-02-15,523.202
2001-02-16,521.659
2001-02-19,523.23
2001-02-20,513.645
2001-02-21,509.625
2001-02-22,501.161
2001-02-23,498.326
2001-02-26,503.77
2001-02-27,509.519
2001-02-28,502.825
2001-03-01,496.036
2001-03-02,496.628
2001-03-05,496.453
2001-03-06,511.078
2001-03-07,512.088
2001-03-08,513.264
2001-03-09,506.565
2001-03-12,492.057
2001-03-13,477.198
2001-03-14,466.425
2001-03-15,463.936
2001-03-16,452.71
2001-03-19,450.995
2001-03-20,456.586
2001-03-21,442.744
2001-03-22,417.417
2001-03-23,431.15
2001-03-26,444.202
2001-03-27,450.209
2001-03-28,444.13
2001-03-29,434.768
2001-03-30,437.87
2001-04-02,434.658
2001-04-03,420.264
2001-04-04,426.899
2001-04-05,430.359
2001-04-06,428.404
2001-04-09,429.353
2001-04-10,432.309
2001-04-11,435.327
2001-04-12,441.072
2001-04-13,441.072
2001-04-16,436.555
2001-04-17,430.811
2001-04-18,439.79
2001-04-19,453.254
2001-04-20,459.663
2001-04-23,452.272
2001-04-24,451.512
2001-04-25,453.794
2001-04-26,462.544
2001-04-27,466.162
2001-04-30,468.323
2001-05-01,470.816
2001-05-02,473.289
2001-05-03,471.563
2001-05-04,467.576
2001-05-07,470.688
2001-05-08,469.777
2001-05-09,466.779
2001-05-10,466.673
2001-05-11,463.312
2001-05-14,455.909
2001-05-15,458.94
2001-05-16,461.546
2001-05-17,462.857
2001-05-18,461.601
2001-05-21,462.977
2001-05-22,462.607
2001-05-23,459.8
2001-05-24,456.369
2001-05-25,456.795
2001-05-28,461.116
2001-05-29,454.38
2001-05-30,451.469
2001-05-31,441.628
2001-06-01,440.618
2001-06-04,441.245
2001-06-05,445.651
2001-06-06,442.608
2001-06-07,445.578
2001-06-08,444.639
2001-06-11,437.609
2001-06-12,431.031
2001-06-13,430.26
2001-06-14,426.058
2001-06-15,422.017
2001-06-18,417.032
2001-06-19,415.344
2001-06-20,405.62
2001-06-21,404.907
2001-06-22,408.205
2001-06-25,408.713
2001-06-26,404.042
2001-06-27,400.455
2001-06-28,399.26
2001-06-29,400.304
2001-07-02,402.76
2001-07-03,400.668
2001-07-04,400.307
2001-07-05,391.111
2001-07-06,387.306
2001-07-09,388.385
2001-07-10,394.939
2001-07-11,393.512
2001-07-12,393.394
2001-07-13,393.598
2001-07-16,397.232
2001-07-17,394.165
2001-07-18,400.759
2001-07-19,400.918
2001-07-20,400.221
2001-07-23,397.716
2001-07-24,398.94
2001-07-25,398.345
2001-07-26,398.318
2001-07-27,401.706
2001-07-30,405.017
2001-07-31,407.313
2001-08-01,411.634
2001-08-02,416.252
2001-08-03,413.961
2001-08-06,411.967
2001-08-07,407.264
2001-08-08,406.148
2001-08-09,405.292
2001-08-10,405.369
2001-08-13,408.155
2001-08-14,411.603
2001-08-15,416.853
2001-08-16,413.394
2001-08-17,411.877
2001-08-20,408.254
2001-08-21,410.902
2001-08-22,412.315
2001-08-23,410.052
2001-08-24,414.484
2001-08-27,412.61
2001-08-28,409.047
2001-08-29,410.177
2001-08-30,403.542
2001-08-31,403.453
2001-09-03,395.087
2001-09-04,387.218
2001-09-05,379.49
2001-09-06,369.328
2001-09-07,372.492
2001-09-10,364.592
2001-09-11,343.784
2001-09-12,338.864
2001-09-13,338.371
2001-09-14,327.125
2001-09-17,327.399
2001-09-18,326.185
2001-09-19,325.674
2001-09-20,313.418
2001-09-21,300.502
