Date,FRANCE SMID GROWTH SMID (Small+Mid Cap)
2001-09-24,309.872
2001-09-25,321.566
2001-09-26,328.276
2001-09-27,325.777
2001-09-28,327.724
2001-10-01,327.574
2001-10-02,324.51
2001-10-03,322.322
2001-10-04,328.706
2001-10-05,333.56
2001-10-08,335.993
2001-10-09,340.719
2001-10-10,342.78
2001-10-11,348.897
2001-10-12,350.657
2001-10-15,346.841
2001-10-16,350.565
2001-10-17,357.259
2001-10-18,349.466
2001-10-19,348.2
2001-10-22,348.244
2001-10-23,355.79
2001-10-24,358.334
2001-10-25,356.767
2001-10-26,361.727
2001-10-29,364.342
2001-10-30,357.07
2001-10-31,357.615
2001-11-01,358.753
2001-11-02,358.17
2001-11-05,360.802
2001-11-06,360.142
2001-11-07,361.365
2001-11-08,360.961
2001-11-09,360.858
2001-11-12,355.567
2001-11-13,359.495
2001-11-14,367.893
2001-11-15,371.62
2001-11-16,374.849
2001-11-19,380.498
2001-11-20,375.524
2001-11-21,367.742
2001-11-22,371.058
2001-11-23,369.618
2001-11-26,373.476
2001-11-27,374.962
2001-11-28,372.401
2001-11-29,372.185
2001-11-30,375.762
2001-12-03,372.006
2001-12-04,376.711
2001-12-05,387.51
2001-12-06,389.982
2001-12-07,389.37
2001-12-10,385.428
2001-12-11,385.957
2001-12-12,386.724
2001-12-13,379.837
2001-12-14,379.694
2001-12-17,383.772
2001-12-18,381.563
2001-12-19,378.6
2001-12-20,375.874
2001-12-21,372.699
2001-12-24,368.837
2001-12-25,368.837
2001-12-26,369.152
2001-12-27,375.687
2001-12-28,377.704
2001-12-31,381.388
2002-01-01,381.388
2002-01-02,387.576
2002-01-03,392.867
2002-01-04,394.839
2002-01-07,393.118
2002-01-08,391.102
2002-01-09,392.882
2002-01-10,392.493
2002-01-11,392.883
2002-01-14,390.565
2002-01-15,391.308
2002-01-16,384.369
2002-01-17,382.734
2002-01-18,383.327
2002-01-21,381.178
2002-01-22,381.068
2002-01-23,379.863
2002-01-24,379.72
2002-01-25,374.433
2002-01-28,375.045
2002-01-29,374.477
2002-01-30,371.959
2002-01-31,375.262
2002-02-01,375.111
2002-02-04,375.444
2002-02-05,372.297
2002-02-06,371.6
2002-02-07,370.863
2002-02-08,370.648
2002-02-11,375.472
2002-02-12,373.268
2002-02-13,371.195
2002-02-14,372.952
2002-02-15,371.44
2002-02-18,369.578
2002-02-19,367.024
2002-02-20,363.829
2002-02-21,366.117
2002-02-22,365.439
2002-02-25,366.522
2002-02-26,369.274
2002-02-27,371.482
2002-02-28,373.95
2002-03-01,376.465
2002-03-04,386.95
2002-03-05,386.292
2002-03-06,391.173
2002-03-07,399.923
2002-03-08,400.246
2002-03-11,398.151
2002-03-12,394.034
2002-03-13,395.715
2002-03-14,399.37
2002-03-15,400.805
2002-03-18,403.032
2002-03-19,402.845
2002-03-20,403.724
2002-03-21,400.863
2002-03-22,399.806
2002-03-25,398.591
2002-03-26,399.67
2002-03-27,399.257
2002-03-28,402.164
2002-03-29,402.164
2002-04-01,405.46
2002-04-02,406.111
2002-04-03,403.028
2002-04-04,399.773
2002-04-05,398.283
2002-04-08,392.183
2002-04-09,395.74
2002-04-10,399.668
2002-04-11,398.429
2002-04-12,398.066
2002-04-15,399.047
2002-04-16,403.084
2002-04-17,404.775
2002-04-18,406.368
2002-04-19,403.71
2002-04-22,399.856
2002-04-23,398.515
2002-04-24,396.13
2002-04-25,397.267
2002-04-26,398.648
2002-04-29,396.88
2002-04-30,395.116
2002-05-01,397.353
2002-05-02,392.149
2002-05-03,392.651
2002-05-06,394.677
2002-05-07,387.966
2002-05-08,392.299
2002-05-09,393.929
2002-05-10,393.082
2002-05-13,391.642
2002-05-14,392.429
2002-05-15,396.93
2002-05-16,397.219
2002-05-17,400.249
2002-05-20,399.886
2002-05-21,396.512
2002-05-22,393.434
2002-05-23,388.738
2002-05-24,387.005
2002-05-27,386.053
2002-05-28,390.339
2002-05-29,390.42
2002-05-30,388.328
2002-05-31,389.814
2002-06-03,388.068
2002-06-04,380.261
2002-06-05,377.008
2002-06-06,379.885
2002-06-07,371.722
2002-06-10,374.109
2002-06-11,375.411
2002-06-12,368.182
2002-06-13,359.669
2002-06-14,353.126
2002-06-17,362.144
2002-06-18,365.687
2002-06-19,360.968
2002-06-20,354.941
2002-06-21,356.253
2002-06-24,346.12
2002-06-25,350.029
2002-06-26,349.908
2002-06-27,353.107
2002-06-28,366.371
2002-07-01,368.199
2002-07-02,356.159
2002-07-03,340.175
2002-07-04,344.212
2002-07-05,357.878
2002-07-08,360.55
2002-07-09,356.958
2002-07-10,346.853
2002-07-11,335.613
2002-07-12,338.106
2002-07-15,333.733
2002-07-16,331.593
2002-07-17,340.838
2002-07-18,345.586
2002-07-19,340.322
2002-07-22,327.598
2002-07-23,317.869
2002-07-24,305.556
2002-07-25,313.29
2002-07-26,308.009
2002-07-29,315.525
2002-07-30,320.545
2002-07-31,317.457
2002-08-01,310.031
2002-08-02,307.697
2002-08-05,299.376
2002-08-06,293.097
2002-08-07,295.197
2002-08-08,296.083
2002-08-09,302.038
2002-08-12,299.944
2002-08-13,298.552
2002-08-14,295.258
2002-08-15,296.618
2002-08-16,299.482
2002-08-19,304.389
2002-08-20,305.995
2002-08-21,311.855
2002-08-22,319.872
2002-08-23,318.325
2002-08-26,315.475
2002-08-27,321.86
2002-08-28,315.907
2002-08-29,312.26
2002-08-30,310.054
2002-09-02,307.741
2002-09-03,302.755
2002-09-04,301.979
2002-09-05,298.501
2002-09-06,300.424
2002-09-09,296.189
2002-09-10,297.194
2002-09-11,304.276
2002-09-12,300.374
2002-09-13,296.107
2002-09-16,290.338
2002-09-17,288.355
2002-09-18,282.251
2002-09-19,273.156
2002-09-20,273.087
2002-09-23,264.841
2002-09-24,257.738
2002-09-25,258.492
2002-09-26,266.05
2002-09-27,265.956
2002-09-30,259.214
2002-10-01,255.981
2002-10-02,259.875
2002-10-03,256.769
2002-10-04,253.03
2002-10-07,249.183
2002-10-08,244.108
2002-10-09,242.247
2002-10-10,244.288
2002-10-11,255.701
2002-10-14,254.508
2002-10-15,268.61
2002-10-16,266.423
2002-10-17,278.112
2002-10-18,278.778
2002-10-21,283.359
2002-10-22,283.658
2002-10-23,272.104
2002-10-24,274.56
2002-10-25,274.806
2002-10-28,283.673
2002-10-29,274.021
2002-10-30,280.37
2002-10-31,288.929
2002-11-01,289.326
2002-11-04,301.322
2002-11-05,298.965
2002-11-06,296.247
2002-11-07,291.139
2002-11-08,288.053
2002-11-11,284.377
2002-11-12,285.926
2002-11-13,283.584
2002-11-14,290.554
2002-11-15,294.374
2002-11-18,297.968
2002-11-19,297.893
2002-11-20,293.341
2002-11-21,306.294
2002-11-22,310.573
2002-11-25,308.563
2002-11-26,304.4
2002-11-27,309.271
2002-11-28,317.69
2002-11-29,319.276
2002-12-02,320.083
2002-12-03,312.639
2002-12-04,306.358
2002-12-05,305.112
2002-12-06,302.984
2002-12-09,298.045
2002-12-10,296.772
2002-12-11,297.552
2002-12-12,297.317
2002-12-13,294.095
2002-12-16,295.586
2002-12-17,295.732
2002-12-18,287.252
2002-12-19,284.677
2002-12-20,287.111
2002-12-23,284.083
2002-12-24,285.534
2002-12-25,285.534
2002-12-26,286.254
2002-12-27,285.614
2002-12-30,287.047
2002-12-31,291.141
2003-01-01,291.141
2003-01-02,295.215
2003-01-03,300.274
2003-01-06,303.487
2003-01-07,299.655
2003-01-08,292.794
2003-01-09,296.061
2003-01-10,298.953
2003-01-13,299.658
2003-01-14,301.941
2003-01-15,299.152
2003-01-16,299.226
2003-01-17,294.758
2003-01-20,292.145
2003-01-21,289.169
2003-01-22,283.533
2003-01-23,287.058
2003-01-24,288.372
2003-01-27,280.163
2003-01-28,282.694
2003-01-29,283.682
2003-01-30,286.419
2003-01-31,284.358
2003-02-03,286.761
2003-02-04,283.538
2003-02-05,282.307
2003-02-06,280.969
2003-02-07,277.616
2003-02-10,271.537
2003-02-11,274.733
2003-02-12,269.628
2003-02-13,271.344
2003-02-14,272.702
2003-02-17,275.431
2003-02-18,277.476
2003-02-19,274.575
2003-02-20,273.394
2003-02-21,272.031
2003-02-24,267.73
2003-02-25,259.764
2003-02-26,256.881
2003-02-27,257.031
2003-02-28,265.467
2003-03-03,265.736
2003-03-04,259.275
2003-03-05,257.069
2003-03-06,256.253
2003-03-07,251.705
2003-03-10,246.737
2003-03-11,246.062
2003-03-12,238.59
2003-03-13,247.154
2003-03-14,260.557
2003-03-17,262.934
2003-03-18,262.257
2003-03-19,265.667
2003-03-20,262.651
2003-03-21,268.474
2003-03-24,257.416
2003-03-25,261.356
2003-03-26,260.62
2003-03-27,256.755
2003-03-28,256.826
2003-03-31,253.917
2003-04-01,254.379
2003-04-02,260.681
2003-04-03,262.173
2003-04-04,264.854
2003-04-07,273.057
2003-04-08,271.531
2003-04-09,270.407
2003-04-10,270.075
2003-04-11,270.389
2003-04-14,271.042
2003-04-15,277.168
2003-04-16,280.949
2003-04-17,280.687
2003-04-18,280.687
2003-04-21,279.477
2003-04-22,283.587
2003-04-23,288.145
2003-04-24,286.666
2003-04-25,287.035
2003-04-28,292.031
2003-04-29,295.05
2003-04-30,299.771
2003-05-01,302.524
2003-05-02,302.649
2003-05-05,309.724
2003-05-06,317.661
2003-05-07,320.997
2003-05-08,317.089
2003-05-09,315.239
2003-05-12,314.949
2003-05-13,316.091
2003-05-14,318.925
2003-05-15,320.27
2003-05-16,322.942
2003-05-19,317.614
2003-05-20,314.727
2003-05-21,313.853
2003-05-22,320.324
2003-05-23,323.149
2003-05-26,324.982
2003-05-27,324.921
2003-05-28,327.963
2003-05-29,331.923
2003-05-30,334.686
2003-06-02,338.534
2003-06-03,336.741
2003-06-04,341.1
2003-06-05,345.662
2003-06-06,349.605
2003-06-09,349.518
2003-06-10,346.772
2003-06-11,351.788
2003-06-12,352.901
2003-06-13,350.313
2003-06-16,356.758
2003-06-17,360.843
2003-06-18,354.268
2003-06-19,349.188
2003-06-20,347.064
2003-06-23,339.943
2003-06-24,334.495
2003-06-25,337.654
2003-06-26,334.503
2003-06-27,338.189
2003-06-30,338.196
2003-07-01,335.06
2003-07-02,339.029
2003-07-03,339.489
2003-07-04,338.257
2003-07-07,342.036
2003-07-08,341.3
2003-07-09,338.097
2003-07-10,335.718
2003-07-11,335.793
2003-07-14,337.988
2003-07-15,337.044
2003-07-16,336.075
2003-07-17,331.798
2003-07-18,333.725
2003-07-21,334.77
2003-07-22,336.689
2003-07-23,342.291
2003-07-24,345.382
2003-07-25,346.777
2003-07-28,349.505
2003-07-29,348.549
2003-07-30,345.881
2003-07-31,345.288
2003-08-01,346.116
2003-08-04,345.896
2003-08-05,349.276
2003-08-06,343.527
2003-08-07,341.791
2003-08-08,341.984
2003-08-11,343.149
2003-08-12,344.431
2003-08-13,345.705
2003-08-14,346.814
2003-08-15,347.566
2003-08-18,345.438
2003-08-19,346.202
2003-08-20,346.315
2003-08-21,344.95
2003-08-22,344.014
2003-08-25,342.576
2003-08-26,340.159
2003-08-27,342.553
2003-08-28,346.773
2003-08-29,351.147
2003-09-01,356.359
2003-09-02,355.065
2003-09-03,361.839
2003-09-04,362.33
2003-09-05,365.405
2003-09-08,368.539
2003-09-09,367.343
2003-09-10,362.987
2003-09-11,361.879
2003-09-12,365.642
2003-09-15,366.97
2003-09-16,367.605
2003-09-17,370.486
2003-09-18,372.07
2003-09-19,372.212
2003-09-22,370.365
2003-09-23,368.677
2003-09-24,368.846
2003-09-25,367.353
2003-09-26,363.427
2003-09-29,362.7
2003-09-30,361.984
2003-10-01,365.668
2003-10-02,367.913
2003-10-03,375.089
2003-10-06,376.79
2003-10-07,376.74
2003-10-08,379.795
2003-10-09,382.282
2003-10-10,383.56
2003-10-13,382.728
2003-10-14,381.824
2003-10-15,384.439
2003-10-16,384.364
2003-10-17,382.351
2003-10-20,381.449
2003-10-21,384.053
2003-10-22,383.75
2003-10-23,380.304
2003-10-24,384.082
2003-10-27,384.449
2003-10-28,386.734
2003-10-29,389.899
2003-10-30,391.082
2003-10-31,388.139
2003-11-03,389.309
2003-11-04,390.207
2003-11-05,387.626
2003-11-06,384.933
2003-11-07,390.648
2003-11-10,390.639
2003-11-11,389.567
2003-11-12,394.733
2003-11-13,397.713
2003-11-14,399.99
2003-11-17,392.472
2003-11-18,395.438
2003-11-19,393.393
2003-11-20,393.796
2003-11-21,396.764
2003-11-24,397.694
2003-11-25,400.945
2003-11-26,405.453
2003-11-27,405.867
2003-11-28,407.029
2003-12-01,412.592
2003-12-02,417.588
2003-12-03,418.333
2003-12-04,415.897
2003-12-05,416.007
2003-12-08,416.488
2003-12-09,416.994
2003-12-10,413.847
2003-12-11,410.69
2003-12-12,414.956
2003-12-15,417.309
2003-12-16,412.593
2003-12-17,412.801
2003-12-18,413.997
2003-12-19,412.796
2003-12-22,414.682
2003-12-23,414.112
2003-12-24,415.684
2003-12-25,415.684
2003-12-26,415.517
2003-12-29,417.289
2003-12-30,421.426
2003-12-31,426.367
2004-01-01,426.367
2004-01-02,431.072
2004-01-05,437.623
2004-01-06,440.58
2004-01-07,438.494
2004-01-08,444.917
2004-01-09,447.155
2004-01-12,444.298
2004-01-13,443.797
2004-01-14,444.467
2004-01-15,443.977
2004-01-16,441.463
2004-01-19,444.354
2004-01-20,449.13
2004-01-21,450.948
2004-01-22,451.829
2004-01-23,451.8
2004-01-26,446.286
2004-01-27,452.77
2004-01-28,449.861
2004-01-29,438.877
2004-01-30,439.646
2004-02-02,442.82
2004-02-03,444.176
2004-02-04,438.47
2004-02-05,443.703
2004-02-06,449.373
2004-02-09,453.858
2004-02-10,455.781
2004-02-11,456.274
2004-02-12,461.859
2004-02-13,460.984
2004-02-16,461.149
2004-02-17,464.614
2004-02-18,465.712
2004-02-19,464.622
2004-02-20,457.487
2004-02-23,457.484
2004-02-24,456.882
2004-02-25,453.914
2004-02-26,448.687
2004-02-27,450.411
2004-03-01,454.129
2004-03-02,453.055
2004-03-03,446.194
2004-03-04,449.62
2004-03-05,458.44
2004-03-08,457.415
2004-03-09,455.401
2004-03-10,444.961
2004-03-11,434.714
2004-03-12,432.116
2004-03-15,422.831
2004-03-16,428.461
2004-03-17,431.016
2004-03-18,433.558
2004-03-19,432.799
2004-03-22,425.176
2004-03-23,423.59
2004-03-24,420.261
2004-03-25,426.564
2004-03-26,425.526
2004-03-29,433.091
2004-03-30,433.052
2004-03-31,439.877
2004-04-01,446.722
2004-04-02,444.322
2004-04-05,442.645
2004-04-06,438.267
2004-04-07,441.934
2004-04-08,441.704
2004-04-09,441.704
2004-04-12,440.463
2004-04-13,435.036
2004-04-14,431.673
2004-04-15,429.705
2004-04-16,433.996
2004-04-19,435.162
2004-04-20,434.736
2004-04-21,428.731
2004-04-22,429.585
2004-04-23,432.247
2004-04-26,434.678
2004-04-27,436.988
2004-04-28,431.147
2004-04-29,432.287
2004-04-30,428.359
2004-05-03,429.127
2004-05-04,434.235
2004-05-05,436.569
2004-05-06,428.278
2004-05-07,420.957
2004-05-10,408.703
2004-05-11,412.925
2004-05-12,410.682
2004-05-13,412.054
2004-05-14,409.96
2004-05-17,409.339
2004-05-18,413.188
2004-05-19,423.404
2004-05-20,417.355
2004-05-21,421.71
2004-05-24,422.894
2004-05-25,425.294
2004-05-26,429.874
2004-05-27,437.612
2004-05-28,434.712
2004-05-31,436.3
2004-06-01,433.594
2004-06-02,435.907
2004-06-03,436.6
2004-06-04,440.218
2004-06-07,445.098
2004-06-08,443.323
2004-06-09,437.405
2004-06-10,436.565
2004-06-11,431.318
2004-06-14,430.154
2004-06-15,433.595
2004-06-16,432.633
2004-06-17,435.449
2004-06-18,438.973
2004-06-21,439.546
2004-06-22,438.385
2004-06-23,440.887
2004-06-24,448.035
2004-06-25,446.482
2004-06-28,452.009
2004-06-29,449.481
2004-06-30,451.176
2004-07-01,450.162
2004-07-02,451.373
2004-07-05,448.993
2004-07-06,444.333
2004-07-07,445.053
2004-07-08,443.977
2004-07-09,442.888
2004-07-12,441.505
2004-07-13,438.01
2004-07-14,439.183
2004-07-15,434.612
2004-07-16,439.268
2004-07-19,436.174
2004-07-20,433.506
2004-07-21,433.332
2004-07-22,428.905
2004-07-23,423.446
2004-07-26,418.738
2004-07-27,418.331
2004-07-28,418.943
2004-07-29,422.755
2004-07-30,422.096
2004-08-02,419.082
2004-08-03,419.53
2004-08-04,412.841
2004-08-05,412.06
2004-08-06,410.053
2004-08-09,405.333
2004-08-10,412.039
2004-08-11,404.676
2004-08-12,401.048
2004-08-13,407.45
2004-08-16,409.239
2004-08-17,413.451
2004-08-18,413.533
2004-08-19,418.384
2004-08-20,414.829
2004-08-23,415.669
2004-08-24,413.275
2004-08-25,411.77
2004-08-26,415.781
2004-08-27,416.154
2004-08-30,414.631
2004-08-31,414.846
2004-09-01,416.015
2004-09-02,416.878
2004-09-03,413.151
2004-09-06,415.922
2004-09-07,417.164
2004-09-08,419.595
2004-09-09,416.243
2004-09-10,425.204
2004-09-13,429.859
2004-09-14,430.499
2004-09-15,425.417
2004-09-16,424.555
2004-09-17,425.52
2004-09-20,423.738
2004-09-21,428.754
2004-09-22,424.919
2004-09-23,424.982
2004-09-24,426.63
2004-09-27,425.16
2004-09-28,424.879
2004-09-29,428.415
2004-09-30,431.828
2004-10-01,433.644
2004-10-04,436.573
2004-10-05,437.594
2004-10-06,437.651
2004-10-07,437.994
2004-10-08,440.688
2004-10-11,437.594
2004-10-12,430.658
2004-10-13,430.163
2004-10-14,434.073
2004-10-15,437.564
2004-10-18,436.868
2004-10-19,440.112
2004-10-20,440.009
2004-10-21,444.025
2004-10-22,445.692
2004-10-25,442.346
2004-10-26,445.16
2004-10-27,448.2
2004-10-28,450.62
2004-10-29,450.113
2004-11-01,453.146
2004-11-02,454.075
2004-11-03,459.505
2004-11-04,460.509
2004-11-05,462.664
2004-11-08,465.754
2004-11-09,464.788
2004-11-10,467.584
2004-11-11,468.715
2004-11-12,471.96
2004-11-15,469.01
2004-11-16,465.866
2004-11-17,473.132
2004-11-18,471.632
2004-11-19,473.182
2004-11-22,470.112
2004-11-23,472.18
2004-11-24,474.518
2004-11-25,480.613
2004-11-26,481.101
2004-11-29,483.3
2004-11-30,481.288
2004-12-01,483.595
2004-12-02,484.517
2004-12-03,487.451
2004-12-06,488.966
2004-12-07,491.449
2004-12-08,484.92
2004-12-09,481.782
2004-12-10,483.092
2004-12-13,488.319
2004-12-14,486.41
2004-12-15,492.629
2004-12-16,490.161
2004-12-17,488.072
2004-12-20,494.226
2004-12-21,494.478
2004-12-22,496.943
2004-12-23,502.572
2004-12-24,504.321
2004-12-27,508.17
2004-12-28,508.837
2004-12-29,508.927
2004-12-30,511.734
2004-12-31,512.332
2005-01-03,510.341
2005-01-04,502.523
2005-01-05,499.39
2005-01-06,497.858
2005-01-07,495.491
2005-01-10,500.01
2005-01-11,498.923
2005-01-12,501.945
2005-01-13,499.787
2005-01-14,495.892
2005-01-17,499.844
2005-01-18,498.352
2005-01-19,500.752
2005-01-20,495.699
2005-01-21,496.579
2005-01-24,497.088
2005-01-25,496.795
2005-01-26,503.73
2005-01-27,504.956
2005-01-28,505.833
2005-01-31,511.888
2005-02-01,510.949
2005-02-02,513.097
2005-02-03,506.506
2005-02-04,509.493
2005-02-07,508.929
2005-02-08,507.065
2005-02-09,508.775
2005-02-10,513.447
2005-02-11,514.646
2005-02-14,520.1
2005-02-15,523.942
2005-02-16,523.207
2005-02-17,527.704
2005-02-18,529.447
2005-02-21,525.692
2005-02-22,528.623
2005-02-23,526.405
2005-02-24,528.497
2005-02-25,532.587
2005-02-28,533.987
2005-03-01,532.633
2005-03-02,528.321
2005-03-03,529.525
2005-03-04,535.224
2005-03-07,533.846
2005-03-08,538.481
2005-03-09,538.589
2005-03-10,536.769
2005-03-11,541.097
2005-03-14,537.312
2005-03-15,538.461
2005-03-16,536.6
2005-03-17,534.634
2005-03-18,532.081
2005-03-21,527.165
2005-03-22,527.335
2005-03-23,516.325
2005-03-24,519.571
2005-03-25,519.571
2005-03-28,515.925
2005-03-29,516.648
2005-03-30,518.711
2005-03-31,521.342
2005-04-01,523.751
2005-04-04,515.505
2005-04-05,518.555
2005-04-06,520.843
2005-04-07,525.115
2005-04-08,525.413
2005-04-11,528.755
2005-04-12,524.28
2005-04-13,526.585
2005-04-14,520.542
2005-04-15,517.438
2005-04-18,508.78
2005-04-19,512.543
2005-04-20,514.352
2005-04-21,517.199
2005-04-22,519.147
2005-04-25,514.532
2005-04-26,512.106
2005-04-27,503.1
2005-04-28,495.475
2005-04-29,497.206
2005-05-02,498.671
2005-05-03,502.063
2005-05-04,507.883
2005-05-05,509.739
2005-05-06,507.2
2005-05-09,506.831
2005-05-10,506.718
2005-05-11,503.913
2005-05-12,502.823
2005-05-13,500.81
2005-05-16,500.979
2005-05-17,501.851
2005-05-18,506.787
2005-05-19,509.16
2005-05-20,508.384
2005-05-23,510.742
2005-05-24,508.444
2005-05-25,510.682
2005-05-26,512.442
2005-05-27,510.842
2005-05-30,508.721
2005-05-31,505.866
2005-06-01,507.265
2005-06-02,508.55
2005-06-03,508.026
2005-06-06,507.227
2005-06-07,512.247
2005-06-08,518.11
2005-06-09,511.503
2005-06-10,511.571
2005-06-13,511.398
2005-06-14,511.424
2005-06-15,513.154
2005-06-16,514.122
2005-06-17,523.005
2005-06-20,515.938
2005-06-21,517.216
2005-06-22,518.398
2005-06-23,515.573
2005-06-24,513.996
2005-06-27,513.474
2005-06-28,513.232
2005-06-29,516.543
2005-06-30,517.715
2005-07-01,515.485
2005-07-04,515.307
2005-07-05,516.206
2005-07-06,520.016
2005-07-07,516.398
2005-07-08,522.711
2005-07-11,533.367
2005-07-12,537.21
2005-07-13,534.891
2005-07-14,536.855
2005-07-15,533.078
2005-07-18,531.524
2005-07-19,530.993
2005-07-20,531.928
2005-07-21,540.46
2005-07-22,541.813
2005-07-25,537.932
2005-07-26,539.944
2005-07-27,545.412
2005-07-28,551.827
2005-07-29,555.32
2005-08-01,560.976
2005-08-02,563.91
2005-08-03,567.561
2005-08-04,569.111
2005-08-05,567.051
2005-08-08,569.9
2005-08-09,570.881
2005-08-10,575.698
2005-08-11,574.888
2005-08-12,571.687
2005-08-15,568.707
2005-08-16,565.484
2005-08-17,561.788
2005-08-18,554.123
2005-08-19,555.211
2005-08-22,561.911
2005-08-23,560.32
2005-08-24,561.625
2005-08-25,558.761
2005-08-26,560.99
2005-08-29,558.708
2005-08-30,558.062
2005-08-31,569.555
2005-09-01,580.44
2005-09-02,581.564
2005-09-05,582.194
2005-09-06,583.71
2005-09-07,584.122
2005-09-08,581.218
2005-09-09,586.822
2005-09-12,581.654
2005-09-13,579.0
2005-09-14,583.887
2005-09-15,582.3
2005-09-16,587.379
2005-09-19,585.496
2005-09-20,588.028
2005-09-21,585.863
2005-09-22,578.279
2005-09-23,577.133
2005-09-26,580.126
2005-09-27,578.024
2005-09-28,580.978
2005-09-29,582.116
2005-09-30,588.106
2005-10-03,585.218
2005-10-04,588.802
2005-10-05,585.649
2005-10-06,586.002
2005-10-07,584.453
2005-10-10,583.504
2005-10-11,584.037
2005-10-12,580.727
2005-10-13,565.793
2005-10-14,571.108
2005-10-17,571.115
2005-10-18,562.492
2005-10-19,548.418
2005-10-20,554.469
2005-10-21,551.611
2005-10-24,557.955
2005-10-25,564.209
2005-10-26,562.366
2005-10-27,555.161
2005-10-28,551.428
2005-10-31,556.896
2005-11-01,557.597
2005-11-02,558.677
2005-11-03,566.335
2005-11-04,557.989
2005-11-07,557.663
2005-11-08,554.617
