Date,USA SMALL VALUE Small Cap
2002-03-14,501.226
2002-03-15,503.657
2002-03-18,506.68
2002-03-19,508.545
2002-03-20,504.557
2002-03-21,509.031
2002-03-22,506.79
2002-03-25,501.988
2002-03-26,507.413
2002-03-27,512.696
2002-03-28,513.213
2002-03-29,513.213
2002-04-01,511.853
2002-04-02,510.157
2002-04-03,506.826
2002-04-04,508.514
2002-04-05,508.99
2002-04-08,514.376
2002-04-09,515.516
2002-04-10,524.195
2002-04-11,519.221
2002-04-12,527.786
2002-04-15,525.119
2002-04-16,532.792
2002-04-17,529.806
2002-04-18,528.863
2002-04-19,528.398
2002-04-22,523.249
2002-04-23,522.662
2002-04-24,520.841
2002-04-25,522.531
2002-04-26,517.461
2002-04-29,517.183
2002-04-30,525.732
2002-05-01,526.786
2002-05-02,530.511
2002-05-03,530.871
2002-05-06,523.137
2002-05-07,520.59
2002-05-08,526.656
2002-05-09,520.184
2002-05-10,513.43
2002-05-13,518.182
2002-05-14,527.366
2002-05-15,528.051
2002-05-16,523.373
2002-05-17,524.797
2002-05-20,520.35
2002-05-21,514.662
2002-05-22,513.792
2002-05-23,520.391
2002-05-24,515.699
2002-05-27,515.699
2002-05-28,513.848
2002-05-29,510.993
2002-05-30,511.029
2002-05-31,511.592
2002-06-03,500.765
2002-06-04,499.082
2002-06-05,500.072
2002-06-06,491.734
2002-06-07,495.08
2002-06-10,494.221
2002-06-11,487.7
2002-06-12,487.69
2002-06-13,482.392
2002-06-14,484.227
2002-06-17,494.865
2002-06-18,494.627
2002-06-19,488.49
2002-06-20,485.832
2002-06-21,486.523
2002-06-24,484.635
2002-06-25,479.715
2002-06-26,477.818
2002-06-27,482.949
2002-06-28,488.798
2002-07-01,480.504
2002-07-02,468.309
2002-07-03,463.093
2002-07-04,463.093
2002-07-05,474.858
2002-07-08,468.64
2002-07-09,462.474
2002-07-10,452.565
2002-07-11,448.744
2002-07-12,444.431
2002-07-15,440.667
2002-07-16,437.569
2002-07-17,437.66
2002-07-18,426.58
2002-07-19,415.452
2002-07-22,405.359
2002-07-23,389.533
2002-07-24,404.628
2002-07-25,408.568
2002-07-26,413.654
2002-07-29,434.683
2002-07-30,436.611
2002-07-31,434.358
2002-08-01,429.606
2002-08-02,416.995
2002-08-05,408.017
2002-08-06,419.704
2002-08-07,424.337
2002-08-08,430.626
2002-08-09,431.087
2002-08-12,431.374
2002-08-13,421.637
2002-08-14,432.617
2002-08-15,435.089
2002-08-16,437.576
2002-08-19,442.524
2002-08-20,439.65
2002-08-21,447.049
2002-08-22,450.937
2002-08-23,442.971
2002-08-26,450.069
2002-08-27,443.825
2002-08-28,437.247
2002-08-29,439.357
2002-08-30,437.942
2002-09-02,437.942
2002-09-03,427.204
2002-09-04,435.437
2002-09-05,428.428
2002-09-06,436.833
2002-09-09,437.749
2002-09-10,437.966
2002-09-11,437.796
2002-09-12,430.14
2002-09-13,433.103
2002-09-16,430.409
2002-09-17,423.21
2002-09-18,420.693
2002-09-19,410.375
2002-09-20,412.081
2002-09-23,404.671
2002-09-24,399.642
2002-09-25,407.307
2002-09-26,414.656
2002-09-27,404.948
2002-09-30,403.993
2002-10-01,411.56
2002-10-02,400.754
2002-10-03,397.056
2002-10-04,387.521
2002-10-07,377.134
2002-10-08,379.268
2002-10-09,363.952
2002-10-10,376.314
2002-10-11,386.706
2002-10-14,387.715
2002-10-15,402.475
2002-10-16,392.06
2002-10-17,402.665
2002-10-18,402.818
2002-10-21,408.406
2002-10-22,402.09
2002-10-23,407.296
2002-10-24,403.706
2002-10-25,410.649
2002-10-28,407.022
2002-10-29,404.674
2002-10-30,408.816
2002-10-31,409.63
2002-11-01,417.975
2002-11-04,419.885
2002-11-05,419.953
2002-11-06,425.301
2002-11-07,416.391
2002-11-08,411.783
2002-11-11,403.757
2002-11-12,407.43
2002-11-13,407.873
2002-11-14,416.921
2002-11-15,418.533
2002-11-18,415.106
2002-11-19,412.524
2002-11-20,419.401
2002-11-21,428.36
2002-11-22,430.522
2002-11-25,434.846
2002-11-26,429.135
2002-11-27,439.288
2002-11-28,439.305
2002-11-29,437.009
2002-12-02,439.211
2002-12-03,433.131
2002-12-04,430.305
2002-12-05,427.616
2002-12-06,429.502
2002-12-09,421.833
2002-12-10,427.663
2002-12-11,428.283
2002-12-12,429.708
2002-12-13,424.701
2002-12-16,432.358
2002-12-17,429.314
2002-12-18,423.685
2002-12-19,422.412
2002-12-20,425.464
2002-12-23,427.296
2002-12-24,426.094
2002-12-25,426.094
2002-12-26,427.769
2002-12-27,422.928
2002-12-30,423.229
2002-12-31,425.658
2003-01-01,425.658
2003-01-02,435.215
2003-01-03,433.803
2003-01-06,441.262
2003-01-07,437.085
2003-01-08,432.507
2003-01-09,438.52
2003-01-10,438.643
2003-01-13,438.33
2003-01-14,439.805
2003-01-15,436.964
2003-01-16,435.65
2003-01-17,430.066
2003-01-20,430.047
2003-01-21,424.556
2003-01-22,420.739
2003-01-23,424.226
2003-01-24,415.602
2003-01-27,408.881
2003-01-28,412.829
2003-01-29,414.179
2003-01-30,408.02
2003-01-31,413.175
2003-02-03,412.627
2003-02-04,410.076
2003-02-05,408.088
2003-02-06,405.54
2003-02-07,400.103
2003-02-10,403.257
2003-02-11,400.752
2003-02-12,395.912
2003-02-13,395.846
2003-02-14,398.409
2003-02-17,398.409
2003-02-18,405.229
2003-02-19,401.927
2003-02-20,400.932
2003-02-21,406.387
2003-02-24,399.698
2003-02-25,402.536
2003-02-26,398.928
2003-02-27,402.785
2003-02-28,402.971
2003-03-03,401.727
2003-03-04,397.56
2003-03-05,397.741
2003-03-06,394.949
2003-03-07,396.075
2003-03-10,388.709
2003-03-11,385.792
2003-03-12,384.241
2003-03-13,393.545
2003-03-14,392.952
2003-03-17,404.093
2003-03-18,406.414
2003-03-19,407.541
2003-03-20,410.463
2003-03-21,418.698
2003-03-24,407.541
2003-03-25,411.623
2003-03-26,407.25
2003-03-27,407.825
2003-03-28,407.866
2003-03-31,404.423
2003-04-01,409.513
2003-04-02,416.891
2003-04-03,415.0
2003-04-04,414.505
2003-04-07,417.46
2003-04-08,415.427
2003-04-09,413.41
2003-04-10,414.292
2003-04-11,413.124
2003-04-14,419.912
2003-04-15,422.531
2003-04-16,420.298
2003-04-17,425.19
2003-04-18,425.19
2003-04-21,427.106
2003-04-22,434.276
2003-04-23,437.538
2003-04-24,435.084
2003-04-25,431.317
2003-04-28,438.201
2003-04-29,439.523
2003-04-30,440.901
2003-05-01,440.27
2003-05-02,447.875
2003-05-05,449.984
2003-05-06,452.84
2003-05-07,451.672
2003-05-08,449.179
2003-05-09,454.981
2003-05-12,459.858
2003-05-13,460.452
2003-05-14,460.816
2003-05-15,463.772
2003-05-16,462.349
2003-05-19,454.535
2003-05-20,455.176
2003-05-21,456.85
2003-05-22,460.473
2003-05-23,464.82
2003-05-26,464.82
2003-05-27,472.411
2003-05-28,473.287
2003-05-29,472.741
2003-05-30,481.7
2003-06-02,484.324
2003-06-03,484.183
2003-06-04,492.028
2003-06-05,495.782
2003-06-06,494.183
2003-06-09,486.03
2003-06-10,491.139
2003-06-11,496.585
2003-06-12,497.78
2003-06-13,491.321
2003-06-16,499.918
2003-06-17,499.538
2003-06-18,497.888
2003-06-19,492.812
2003-06-20,492.47
2003-06-23,483.479
2003-06-24,485.021
2003-06-25,485.986
2003-06-26,490.712
2003-06-27,489.545
2003-06-30,489.015
2003-07-01,491.492
2003-07-02,500.132
2003-07-03,498.161
2003-07-04,498.161
2003-07-07,506.099
2003-07-08,511.095
2003-07-09,512.057
2003-07-10,504.339
2003-07-11,508.65
2003-07-14,513.063
2003-07-15,510.655
2003-07-16,507.643
2003-07-17,498.105
2003-07-18,502.728
2003-07-21,495.954
2003-07-22,500.941
2003-07-23,501.22
2003-07-24,500.975
2003-07-25,504.839
2003-07-28,507.059
2003-07-29,506.401
2003-07-30,507.627
2003-07-31,508.993
2003-08-01,502.243
2003-08-04,499.673
2003-08-05,493.676
2003-08-06,492.255
2003-08-07,493.294
2003-08-08,494.506
2003-08-11,497.184
2003-08-12,502.938
2003-08-13,502.259
2003-08-14,505.637
2003-08-15,506.633
2003-08-18,512.97
2003-08-19,518.683
2003-08-20,520.111
2003-08-21,524.782
2003-08-22,517.5
2003-08-25,515.812
2003-08-26,517.947
2003-08-27,521.052
2003-08-28,524.908
2003-08-29,527.492
2003-09-01,527.492
2003-09-02,535.727
2003-09-03,538.927
2003-09-04,539.681
2003-09-05,536.106
2003-09-08,542.176
2003-09-09,538.544
2003-09-10,528.136
2003-09-11,532.444
2003-09-12,534.3
2003-09-15,533.516
2003-09-16,539.825
2003-09-17,538.258
2003-09-18,543.217
2003-09-19,544.578
2003-09-22,538.99
2003-09-23,543.037
2003-09-24,534.397
2003-09-25,526.548
2003-09-26,520.506
2003-09-29,527.099
2003-09-30,523.425
2003-10-01,535.142
2003-10-02,538.012
2003-10-03,545.22
2003-10-06,548.536
2003-10-07,551.019
2003-10-08,548.582
2003-10-09,552.868
2003-10-10,551.719
2003-10-13,557.888
2003-10-14,560.75
2003-10-15,557.652
2003-10-16,559.009
2003-10-17,552.391
2003-10-20,553.2
2003-10-21,555.561
2003-10-22,545.804
2003-10-23,544.817
2003-10-24,542.228
2003-10-27,549.197
2003-10-28,555.708
2003-10-29,560.005
2003-10-30,560.64
2003-10-31,560.561
2003-11-03,568.522
2003-11-04,569.338
2003-11-05,569.936
2003-11-06,574.185
2003-11-07,574.628
2003-11-10,567.573
2003-11-11,564.803
2003-11-12,574.57
2003-11-13,575.97
2003-11-14,570.512
2003-11-17,565.226
2003-11-18,561.106
2003-11-19,563.924
2003-11-20,560.867
2003-11-21,563.44
2003-11-24,574.615
2003-11-25,578.97
2003-11-26,581.905
2003-11-27,581.905
2003-11-28,582.449
2003-12-01,590.401
2003-12-02,589.788
2003-12-03,585.913
2003-12-04,585.975
2003-12-05,582.704
2003-12-08,588.321
2003-12-09,582.351
2003-12-10,578.302
2003-12-11,588.719
2003-12-12,592.316
2003-12-15,584.537
2003-12-16,587.025
2003-12-17,588.078
2003-12-18,595.315
2003-12-19,596.085
2003-12-22,599.515
2003-12-23,603.119
2003-12-24,601.923
2003-12-25,601.923
2003-12-26,603.794
2003-12-29,611.124
2003-12-30,612.452
2003-12-31,606.463
2004-01-01,606.463
2004-01-02,608.447
2004-01-05,613.397
2004-01-06,613.395
2004-01-07,615.786
2004-01-08,619.49
2004-01-09,616.84
2004-01-12,621.434
2004-01-13,620.539
2004-01-14,625.58
2004-01-15,626.492
2004-01-16,629.384
2004-01-19,629.384
2004-01-20,634.738
2004-01-21,636.785
2004-01-22,634.39
2004-01-23,637.403
2004-01-26,641.856
2004-01-27,638.171
2004-01-28,628.597
2004-01-29,625.921
2004-01-30,627.186
2004-02-02,627.71
2004-02-03,626.82
2004-02-04,615.082
2004-02-05,618.941
2004-02-06,630.58
2004-02-09,632.261
2004-02-10,638.046
2004-02-11,643.08
2004-02-12,640.447
2004-02-13,635.82
2004-02-16,635.82
2004-02-17,643.262
2004-02-18,640.384
2004-02-19,635.134
2004-02-20,632.306
2004-02-23,626.366
2004-02-24,627.487
2004-02-25,632.953
2004-02-26,636.746
2004-02-27,639.745
2004-03-01,648.229
2004-03-02,646.574
2004-03-03,646.693
2004-03-04,651.218
2004-03-05,653.482
2004-03-08,648.164
2004-03-09,643.333
2004-03-10,632.796
2004-03-11,625.619
2004-03-12,637.084
2004-03-15,624.961
2004-03-16,625.699
2004-03-17,635.945
2004-03-18,633.471
2004-03-19,630.516
2004-03-22,620.506
2004-03-23,621.924
2004-03-24,617.392
2004-03-25,627.542
2004-03-26,628.587
2004-03-29,637.776
2004-03-30,642.892
2004-03-31,645.704
2004-04-01,650.881
2004-04-02,654.573
2004-04-05,653.386
2004-04-06,647.278
2004-04-07,648.503
2004-04-08,644.193
2004-04-09,644.193
2004-04-12,641.415
2004-04-13,629.719
2004-04-14,624.123
2004-04-15,625.875
2004-04-16,631.472
2004-04-19,632.663
2004-04-20,622.297
2004-04-21,627.321
2004-04-22,637.568
2004-04-23,634.554
2004-04-26,633.045
2004-04-27,634.618
2004-04-28,623.788
2004-04-29,613.7
2004-04-30,608.968
2004-05-03,613.764
2004-05-04,617.076
2004-05-05,617.499
2004-05-06,611.342
2004-05-07,595.627
2004-05-10,585.415
2004-05-11,593.568
2004-05-12,593.841
2004-05-13,593.811
2004-05-14,593.126
2004-05-17,586.286
2004-05-18,593.263
2004-05-19,590.964
2004-05-20,592.895
2004-05-21,595.962
2004-05-24,601.857
2004-05-25,613.947
2004-05-26,617.468
2004-05-27,619.373
2004-05-28,621.28
2004-05-31,621.28
2004-06-01,622.589
2004-06-02,624.298
2004-06-03,615.801
2004-06-04,619.98
2004-06-07,630.162
2004-06-08,629.736
2004-06-09,622.731
2004-06-10,624.15
2004-06-11,624.15
2004-06-14,614.158
2004-06-15,623.253
2004-06-16,625.133
2004-06-17,626.916
2004-06-18,628.497
2004-06-21,628.711
2004-06-22,631.402
2004-06-23,638.194
2004-06-24,636.307
2004-06-25,641.395
2004-06-28,639.389
2004-06-29,640.857
2004-06-30,646.067
2004-07-01,638.396
2004-07-02,640.456
2004-07-05,640.456
2004-07-06,632.716
2004-07-07,634.265
2004-07-08,625.321
2004-07-09,627.878
2004-07-12,627.63
2004-07-13,627.895
2004-07-14,626.562
2004-07-15,629.799
2004-07-16,626.416
2004-07-19,627.362
2004-07-20,633.428
2004-07-21,621.107
2004-07-22,615.637
2004-07-23,609.869
2004-07-26,605.283
2004-07-27,612.032
2004-07-28,611.474
2004-07-29,618.525
2004-07-30,619.657
2004-08-02,622.747
2004-08-03,617.464
2004-08-04,617.465
2004-08-05,606.988
2004-08-06,597.801
2004-08-09,597.898
2004-08-10,607.993
2004-08-11,605.254
2004-08-12,597.033
2004-08-13,596.782
2004-08-16,607.417
2004-08-17,609.906
2004-08-18,619.303
2004-08-19,614.411
2004-08-20,623.777
2004-08-23,619.778
2004-08-24,622.88
2004-08-25,626.399
2004-08-26,626.058
2004-08-27,629.213
2004-08-30,624.107
2004-08-31,628.127
2004-09-01,631.497
2004-09-02,637.972
2004-09-03,635.899
2004-09-06,635.899
2004-09-07,642.573
2004-09-08,637.795
2004-09-09,642.386
2004-09-10,644.131
2004-09-13,645.315
2004-09-14,642.39
2004-09-15,640.619
2004-09-16,647.038
2004-09-17,646.47
2004-09-20,643.354
2004-09-21,648.868
2004-09-22,640.226
2004-09-23,638.441
2004-09-24,639.402
2004-09-27,634.171
2004-09-28,639.787
2004-09-29,643.343
2004-09-30,647.505
2004-10-01,658.386
2004-10-04,661.07
2004-10-05,660.11
2004-10-06,665.408
2004-10-07,656.376
2004-10-08,652.592
2004-10-11,652.757
2004-10-12,652.823
2004-10-13,644.574
2004-10-14,641.044
2004-10-15,646.027
2004-10-18,647.211
2004-10-19,641.469
2004-10-20,642.909
2004-10-21,648.902
2004-10-22,642.188
2004-10-25,645.161
2004-10-26,653.275
2004-10-27,660.704
2004-10-28,659.03
2004-10-29,659.015
2004-11-01,662.216
2004-11-02,660.024
2004-11-03,670.07
2004-11-04,679.42
2004-11-05,678.66
2004-11-08,677.295
2004-11-09,680.707
2004-11-10,683.289
2004-11-11,689.725
2004-11-12,697.329
2004-11-15,698.089
2004-11-16,693.129
2004-11-17,695.938
2004-11-18,695.495
2004-11-19,688.013
2004-11-22,695.787
2004-11-23,699.149
2004-11-24,704.954
2004-11-25,704.954
2004-11-26,706.143
2004-11-29,707.172
2004-11-30,707.046
2004-12-01,717.319
2004-12-02,713.721
2004-12-03,715.665
2004-12-06,713.473
2004-12-07,701.585
2004-12-08,704.783
2004-12-09,704.888
2004-12-10,707.763
2004-12-13,713.008
2004-12-14,717.408
2004-12-15,723.42
2004-12-16,718.478
2004-12-17,719.036
2004-12-20,716.248
2004-12-21,723.997
2004-12-22,726.233
2004-12-23,725.827
2004-12-24,725.827
2004-12-27,720.956
2004-12-28,728.978
2004-12-29,729.191
2004-12-30,730.179
2004-12-31,729.52
2005-01-03,718.099
2005-01-04,706.768
2005-01-05,695.015
2005-01-06,698.185
2005-01-07,693.491
2005-01-10,696.72
2005-01-11,690.626
2005-01-12,691.84
2005-01-13,690.342
2005-01-14,697.311
2005-01-17,697.311
2005-01-18,704.481
2005-01-19,699.099
2005-01-20,694.299
2005-01-21,693.166
2005-01-24,687.795
2005-01-25,687.323
2005-01-26,694.843
2005-01-27,695.878
2005-01-28,693.646
2005-01-31,703.822
2005-02-01,708.945
2005-02-02,712.372
2005-02-03,710.589
2005-02-04,719.854
2005-02-07,719.11
2005-02-08,721.559
2005-02-09,712.46
2005-02-10,714.487
2005-02-11,721.259
2005-02-14,721.967
2005-02-15,723.163
2005-02-16,726.758
2005-02-17,720.558
2005-02-18,719.124
2005-02-21,719.124
2005-02-22,705.309
2005-02-23,707.423
2005-02-24,713.423
2005-02-25,724.242
2005-02-28,720.558
2005-03-01,726.983
2005-03-02,724.917
2005-03-03,726.295
2005-03-04,735.553
2005-03-07,737.67
2005-03-08,732.27
2005-03-09,723.564
2005-03-10,722.094
2005-03-11,720.769
2005-03-14,726.088
2005-03-15,722.348
2005-03-16,716.513
2005-03-17,719.507
2005-03-18,716.202
2005-03-21,714.031
2005-03-22,709.146
2005-03-23,702.636
2005-03-24,704.961
2005-03-25,704.961
2005-03-28,704.32
2005-03-29,695.275
2005-03-30,705.035
2005-03-31,707.337
2005-04-01,705.302
2005-04-04,706.563
2005-04-05,706.979
2005-04-06,708.758
2005-04-07,712.508
2005-04-08,704.533
2005-04-11,701.64
2005-04-12,708.038
2005-04-13,697.854
2005-04-14,687.586
2005-04-15,675.752
2005-04-18,680.063
2005-04-19,689.023
2005-04-20,678.592
2005-04-21,689.801
2005-04-22,683.752
2005-04-25,692.619
2005-04-26,685.324
2005-04-27,686.064
2005-04-28,676.652
2005-04-29,682.653
2005-05-02,687.534
2005-05-03,684.789
2005-05-04,695.373
2005-05-05,695.575
2005-05-06,696.59
2005-05-09,702.707
2005-05-10,696.524
2005-05-11,698.289
2005-05-12,688.024
2005-05-13,682.341
2005-05-16,692.56
2005-05-17,697.573
2005-05-18,709.63
2005-05-19,711.949
2005-05-20,711.988
2005-05-23,715.21
2005-05-24,713.859
2005-05-25,707.991
2005-05-26,714.561
2005-05-27,717.345
2005-05-30,717.345
2005-05-31,718.871
2005-06-01,726.424
2005-06-02,727.892
2005-06-03,723.465
2005-06-06,726.484
2005-06-07,728.096
2005-06-08,726.757
2005-06-09,730.81
2005-06-10,731.63
2005-06-13,735.311
2005-06-14,740.4
2005-06-15,742.968
2005-06-16,748.516
2005-06-17,750.546
2005-06-20,748.023
2005-06-21,746.709
2005-06-22,748.561
2005-06-23,740.825
2005-06-24,734.629
2005-06-27,734.172
2005-06-28,745.341
2005-06-29,746.897
2005-06-30,744.648
2005-07-01,749.946
2005-07-04,749.946
2005-07-05,758.222
2005-07-06,753.03
2005-07-07,754.449
2005-07-08,766.436
2005-07-11,774.602
2005-07-12,774.638
2005-07-13,772.719
2005-07-14,768.014
2005-07-15,768.613
2005-07-18,765.321
2005-07-19,774.69
2005-07-20,782.51
2005-07-21,773.277
2005-07-22,782.335
2005-07-25,776.815
2005-07-26,780.377
2005-07-27,781.162
2005-07-28,788.465
2005-07-29,785.975
2005-08-01,787.357
2005-08-02,793.941
2005-08-03,790.925
2005-08-04,779.877
2005-08-05,768.279
2005-08-08,761.558
2005-08-09,763.819
2005-08-10,763.524
2005-08-11,769.648
2005-08-12,765.298
2005-08-15,770.215
2005-08-16,761.063
2005-08-17,760.178
2005-08-18,756.714
2005-08-19,758.356
2005-08-22,762.781
2005-08-23,761.006
2005-08-24,760.274
2005-08-25,764.154
2005-08-26,755.371
2005-08-29,760.274
2005-08-30,758.503
2005-08-31,771.94
2005-09-01,774.407
2005-09-02,770.233
2005-09-05,770.233
2005-09-06,780.621
2005-09-07,781.782
2005-09-08,778.031
2005-09-09,783.826
2005-09-12,785.729
2005-09-13,778.65
2005-09-14,773.48
2005-09-15,773.112
2005-09-16,777.783
2005-09-19,771.571
2005-09-20,763.909
2005-09-21,752.418
2005-09-22,753.248
2005-09-23,757.093
2005-09-26,760.865
2005-09-27,759.784
2005-09-28,756.902
2005-09-29,767.155
2005-09-30,771.101
2005-10-03,773.995
2005-10-04,765.496
2005-10-05,745.99
2005-10-06,740.09
2005-10-07,743.476
2005-10-10,735.161
2005-10-11,728.371
2005-10-12,719.44
2005-10-13,718.723
2005-10-14,729.268
2005-10-17,730.637
2005-10-18,722.439
2005-10-19,733.358
2005-10-20,723.103
2005-10-21,728.77
2005-10-24,743.451
2005-10-25,739.612
2005-10-26,734.798
2005-10-27,721.995
2005-10-28,735.611
2005-10-31,747.286
2005-11-01,742.876
2005-11-02,755.149
2005-11-03,754.644
2005-11-04,754.311
2005-11-07,757.844
2005-11-08,751.836
2005-11-09,756.506
2005-11-10,761.855
