Date,JAPAN LARGE VALUE Large Cap
2003-12-05,540.759
2003-12-08,536.264
2003-12-09,539.703
2003-12-10,528.217
2003-12-11,533.914
2003-12-12,540.257
2003-12-15,550.726
2003-12-16,541.001
2003-12-17,535.381
2003-12-18,538.081
2003-12-19,545.195
2003-12-22,550.239
2003-12-23,550.521
2003-12-24,548.808
2003-12-25,548.325
2003-12-26,549.782
2003-12-29,552.861
2003-12-30,560.755
2003-12-31,559.525
2004-01-01,559.525
2004-01-02,560.309
2004-01-05,575.756
2004-01-06,574.039
2004-01-07,569.54
2004-01-08,569.139
2004-01-09,572.055
2004-01-12,571.732
2004-01-13,569.28
2004-01-14,568.318
2004-01-15,561.613
2004-01-16,566.605
2004-01-19,571.233
2004-01-20,573.35
2004-01-21,571.19
2004-01-22,575.582
2004-01-23,579.661
2004-01-26,575.166
2004-01-27,575.138
2004-01-28,575.522
2004-01-29,570.083
2004-01-30,566.681
2004-02-02,571.515
2004-02-03,569.631
2004-02-04,557.294
2004-02-05,562.507
2004-02-06,563.958
2004-02-09,559.434
2004-02-10,561.399
2004-02-11,561.399
2004-02-12,566.769
2004-02-13,571.079
2004-02-16,572.152
2004-02-17,574.694
2004-02-18,571.91
2004-02-19,570.147
2004-02-20,562.964
2004-02-23,572.514
2004-02-24,564.292
2004-02-25,559.039
2004-02-26,561.769
2004-02-27,573.647
2004-03-01,588.197
2004-03-02,586.858
2004-03-03,585.15
2004-03-04,581.97
2004-03-05,588.865
2004-03-08,581.719
2004-03-09,589.579
2004-03-10,584.507
2004-03-11,579.973
2004-03-12,571.824
2004-03-15,581.037
2004-03-16,586.529
2004-03-17,599.797
2004-03-18,613.262
2004-03-19,607.1
2004-03-22,601.925
2004-03-23,604.22
2004-03-24,614.372
2004-03-25,622.502
2004-03-26,633.366
2004-03-29,635.918
2004-03-30,632.26
2004-03-31,642.174
2004-04-01,639.014
2004-04-02,638.12
2004-04-05,640.281
2004-04-06,640.488
2004-04-07,644.126
2004-04-08,642.361
2004-04-09,635.111
2004-04-12,640.164
2004-04-13,637.191
2004-04-14,626.214
2004-04-15,616.198
2004-04-16,620.754
2004-04-19,614.351
2004-04-20,626.4
2004-04-21,620.246
2004-04-22,620.541
2004-04-23,624.018
2004-04-26,626.579
2004-04-27,618.707
2004-04-28,620.029
2004-04-29,618.704
2004-04-30,607.494
2004-05-03,607.246
2004-05-04,610.259
2004-05-05,617.055
2004-05-06,601.963
2004-05-07,583.414
2004-05-10,552.269
2004-05-11,552.384
2004-05-12,573.603
2004-05-13,556.321
2004-05-14,555.007
2004-05-17,542.997
2004-05-18,551.559
2004-05-19,571.874
2004-05-20,567.386
2004-05-21,582.216
2004-05-24,582.345
2004-05-25,576.522
2004-05-26,584.539
2004-05-27,590.222
2004-05-28,596.418
2004-05-31,599.014
2004-06-01,602.571
2004-06-02,598.736
2004-06-03,587.38
2004-06-04,587.863
2004-06-07,610.545
2004-06-08,613.49
2004-06-09,612.597
2004-06-10,618.415
2004-06-11,612.882
2004-06-14,608.585
2004-06-15,612.703
2004-06-16,622.688
2004-06-17,624.118
2004-06-18,619.559
2004-06-21,631.13
2004-06-22,627.329
2004-06-23,627.746
2004-06-24,640.945
2004-06-25,638.558
2004-06-28,643.222
2004-06-29,641.344
2004-06-30,637.139
2004-07-01,644.234
2004-07-02,634.161
2004-07-05,622.687
2004-07-06,619.467
2004-07-07,618.069
2004-07-08,615.628
2004-07-09,623.563
2004-07-12,632.723
2004-07-13,634.326
2004-07-14,627.135
2004-07-15,626.801
2004-07-16,629.968
2004-07-19,632.384
2004-07-20,628.555
2004-07-21,623.872
2004-07-22,621.282
2004-07-23,612.984
2004-07-26,611.756
2004-07-27,601.901
2004-07-28,604.302
2004-07-29,604.857
2004-07-30,616.204
2004-08-02,618.11
2004-08-03,615.938
2004-08-04,606.119
2004-08-05,605.494
2004-08-06,608.023
2004-08-09,602.718
2004-08-10,599.091
2004-08-11,607.654
2004-08-12,604.027
2004-08-13,595.586
2004-08-16,588.638
2004-08-17,595.409
2004-08-18,599.259
2004-08-19,603.847
2004-08-20,604.427
2004-08-23,603.917
2004-08-24,606.068
2004-08-25,611.196
2004-08-26,617.509
2004-08-27,621.115
2004-08-30,617.515
2004-08-31,614.698
2004-09-01,618.751
2004-09-02,618.258
2004-09-03,606.166
2004-09-06,618.39
2004-09-07,622.433
2004-09-08,623.83
2004-09-09,614.853
2004-09-10,614.533
2004-09-13,614.629
2004-09-14,619.363
2004-09-15,610.025
2004-09-16,608.649
2004-09-17,604.094
2004-09-20,605.248
2004-09-21,603.698
2004-09-22,601.633
2004-09-23,603.296
2004-09-24,595.494
2004-09-27,589.869
2004-09-28,587.414
2004-09-29,588.828
2004-09-30,600.905
2004-10-01,607.269
2004-10-04,613.374
2004-10-05,614.803
2004-10-06,617.931
2004-10-07,614.017
2004-10-08,622.753
2004-10-11,625.747
2004-10-12,615.292
2004-10-13,612.214
2004-10-14,607.31
2004-10-15,607.522
2004-10-18,604.102
2004-10-19,610.159
2004-10-20,604.667
2004-10-21,604.53
2004-10-22,606.596
2004-10-25,601.983
2004-10-26,601.965
2004-10-27,603.976
2004-10-28,615.31
2004-10-29,612.151
2004-11-01,610.478
2004-11-02,617.49
2004-11-03,618.013
2004-11-04,623.446
2004-11-05,631.739
2004-11-08,627.97
2004-11-09,626.177
2004-11-10,619.918
2004-11-11,616.096
2004-11-12,630.374
2004-11-15,640.761
2004-11-16,640.845
2004-11-17,643.234
2004-11-18,638.783
2004-11-19,645.964
2004-11-22,631.621
2004-11-23,629.668
2004-11-24,634.919
2004-11-25,639.689
2004-11-26,637.175
2004-11-29,644.238
2004-11-30,638.825
2004-12-01,631.261
2004-12-02,641.057
2004-12-03,648.079
2004-12-06,640.989
2004-12-07,635.206
2004-12-08,629.449
2004-12-09,623.254
2004-12-10,617.028
2004-12-13,625.306
2004-12-14,627.752
2004-12-15,637.606
2004-12-16,636.216
2004-12-17,641.385
2004-12-20,641.52
2004-12-21,639.323
2004-12-22,644.762
2004-12-23,647.687
2004-12-24,655.665
2004-12-27,658.209
2004-12-28,659.289
2004-12-29,652.838
2004-12-30,667.062
2004-12-31,670.74
2005-01-03,668.099
2005-01-04,660.503
2005-01-05,657.829
2005-01-06,653.039
2005-01-07,652.099
2005-01-10,654.44
2005-01-11,662.684
2005-01-12,666.787
2005-01-13,660.784
2005-01-14,661.709
2005-01-17,664.756
2005-01-18,657.522
2005-01-19,657.908
2005-01-20,647.446
2005-01-21,647.03
2005-01-24,651.995
2005-01-25,642.847
2005-01-26,655.277
2005-01-27,649.241
2005-01-28,646.613
2005-01-31,648.222
2005-02-01,644.433
2005-02-02,648.097
2005-02-03,641.708
2005-02-04,646.748
2005-02-07,645.297
2005-02-08,637.604
2005-02-09,640.487
2005-02-10,645.568
2005-02-11,645.018
2005-02-14,653.08
2005-02-15,656.844
2005-02-16,652.198
2005-02-17,650.235
2005-02-18,653.676
2005-02-21,654.78
2005-02-22,660.437
2005-02-23,649.57
2005-02-24,648.935
2005-02-25,655.513
2005-02-28,665.783
2005-03-01,664.499
2005-03-02,667.263
2005-03-03,667.726
2005-03-04,672.701
2005-03-07,671.493
2005-03-08,673.077
2005-03-09,680.58
2005-03-10,676.596
2005-03-11,678.534
2005-03-14,668.167
2005-03-15,669.724
2005-03-16,676.266
2005-03-17,668.695
2005-03-18,671.594
2005-03-21,670.507
2005-03-22,670.27
2005-03-23,661.203
2005-03-24,654.585
2005-03-25,658.62
2005-03-28,660.327
2005-03-29,646.42
2005-03-30,645.164
2005-03-31,652.746
2005-04-01,652.212
2005-04-04,645.55
2005-04-05,649.65
2005-04-06,652.69
2005-04-07,655.354
2005-04-08,654.787
2005-04-11,653.167
2005-04-12,644.46
2005-04-13,648.095
2005-04-14,638.751
2005-04-15,635.495
2005-04-18,615.477
2005-04-19,625.087
2005-04-20,627.826
2005-04-21,621.435
2005-04-22,630.09
2005-04-25,633.49
2005-04-26,630.253
2005-04-27,630.851
2005-04-28,631.828
2005-04-29,638.211
2005-05-02,635.245
2005-05-03,635.154
2005-05-04,640.43
2005-05-05,639.449
2005-05-06,649.588
2005-05-09,642.597
2005-05-10,643.04
2005-05-11,639.464
2005-05-12,631.856
2005-05-13,626.808
2005-05-16,621.125
2005-05-17,617.435
2005-05-18,614.748
2005-05-19,623.653
2005-05-20,621.112
2005-05-23,628.618
2005-05-24,630.297
2005-05-25,624.693
2005-05-26,621.889
2005-05-27,627.069
2005-05-30,632.266
2005-05-31,631.849
2005-06-01,632.192
2005-06-02,630.961
2005-06-03,635.249
2005-06-06,638.663
2005-06-07,635.107
2005-06-08,639.326
2005-06-09,629.388
2005-06-10,629.854
2005-06-13,624.686
2005-06-14,626.985
2005-06-15,629.893
2005-06-16,632.288
2005-06-17,639.578
2005-06-20,634.879
2005-06-21,639.739
2005-06-22,640.018
2005-06-23,640.704
2005-06-24,637.481
2005-06-27,631.379
2005-06-28,632.26
2005-06-29,633.553
2005-06-30,632.367
2005-07-01,629.327
2005-07-04,631.658
2005-07-05,630.185
2005-07-06,629.862
2005-07-07,626.97
2005-07-08,624.672
2005-07-11,630.84
2005-07-12,635.871
2005-07-13,628.216
2005-07-14,631.255
2005-07-15,631.94
2005-07-18,634.767
2005-07-19,627.258
2005-07-20,626.485
2005-07-21,642.858
2005-07-22,637.371
2005-07-25,634.345
2005-07-26,630.29
2005-07-27,634.728
2005-07-28,636.337
2005-07-29,640.738
2005-08-01,643.176
2005-08-02,646.794
2005-08-03,650.246
2005-08-04,645.072
2005-08-05,633.266
2005-08-08,636.6
2005-08-09,640.765
2005-08-10,662.136
2005-08-11,674.961
2005-08-12,679.334
2005-08-15,681.795
2005-08-16,683.285
2005-08-17,679.403
2005-08-18,675.496
2005-08-19,672.883
2005-08-22,689.734
2005-08-23,690.263
2005-08-24,691.408
2005-08-25,690.188
2005-08-26,694.149
2005-08-29,680.269
2005-08-30,685.256
2005-08-31,686.873
2005-09-01,697.072
2005-09-02,702.887
2005-09-05,710.356
2005-09-06,705.663
2005-09-07,702.956
2005-09-08,697.478
2005-09-09,710.17
2005-09-12,717.446
2005-09-13,715.686
2005-09-14,717.215
2005-09-15,725.069
2005-09-16,720.95
2005-09-19,721.403
2005-09-20,735.607
2005-09-21,741.983
2005-09-22,739.701
2005-09-23,735.546
2005-09-26,752.51
2005-09-27,745.043
2005-09-28,762.743
2005-09-29,786.017
2005-09-30,769.253
2005-10-03,765.233
2005-10-04,766.493
2005-10-05,759.63
2005-10-06,740.273
2005-10-07,741.477
2005-10-10,738.492
2005-10-11,758.837
2005-10-12,756.095
2005-10-13,751.58
2005-10-14,750.042
2005-10-17,744.24
2005-10-18,740.865
2005-10-19,735.63
2005-10-20,735.092
2005-10-21,732.792
2005-10-24,728.679
2005-10-25,742.035
2005-10-26,743.424
2005-10-27,756.173
2005-10-28,747.265
2005-10-31,754.203
2005-11-01,767.606
2005-11-02,767.126
2005-11-03,765.161
2005-11-04,767.518
2005-11-07,773.275
2005-11-08,778.724
2005-11-09,770.666
