Date,JAPAN LARGE VALUE Large Cap
2001-01-01,583.382
2001-01-02,581.879
2001-01-03,582.438
2001-01-04,574.502
2001-01-05,578.931
2001-01-08,578.806
2001-01-09,569.088
2001-01-10,563.367
2001-01-11,545.584
2001-01-12,544.777
2001-01-15,542.508
2001-01-16,554.588
2001-01-17,559.638
2001-01-18,564.876
2001-01-19,565.855
2001-01-22,569.325
2001-01-23,568.182
2001-01-24,562.842
2001-01-25,567.211
2001-01-26,565.566
2001-01-29,570.472
2001-01-30,571.544
2001-01-31,573.605
2001-02-01,579.218
2001-02-02,572.757
2001-02-05,566.503
2001-02-06,563.267
2001-02-07,561.104
2001-02-08,555.504
2001-02-09,555.59
2001-02-12,555.59
2001-02-13,555.861
2001-02-14,561.065
2001-02-15,566.417
2001-02-16,562.726
2001-02-19,554.927
2001-02-20,560.549
2001-02-21,552.648
2001-02-22,558.794
2001-02-23,564.635
2001-02-26,568.803
2001-02-27,567.372
2001-02-28,559.058
2001-03-01,552.863
2001-03-02,536.234
2001-03-05,537.488
2001-03-06,544.644
2001-03-07,545.485
2001-03-08,549.355
2001-03-09,549.796
2001-03-12,534.445
2001-03-13,522.922
2001-03-14,512.098
2001-03-15,519.928
2001-03-16,517.519
2001-03-19,524.708
2001-03-20,522.91
2001-03-21,553.678
2001-03-22,539.668
2001-03-23,551.609
2001-03-26,569.35
2001-03-27,566.811
2001-03-28,575.2
2001-03-29,549.16
2001-03-30,540.759
2001-04-02,530.552
2001-04-03,546.13
2001-04-04,553.151
2001-04-05,560.568
2001-04-06,561.088
2001-04-09,541.506
2001-04-10,535.026
2001-04-11,544.671
2001-04-12,551.713
2001-04-13,547.499
2001-04-16,541.617
2001-04-17,543.414
2001-04-18,560.453
2001-04-19,565.526
2001-04-20,561.345
2001-04-23,564.304
2001-04-24,563.668
2001-04-25,571.321
2001-04-26,580.889
2001-04-27,578.457
2001-04-30,579.64
2001-05-01,604.794
2001-05-02,608.608
2001-05-03,613.385
2001-05-04,613.486
2001-05-07,616.387
2001-05-08,600.425
2001-05-09,592.532
2001-05-10,584.868
2001-05-11,586.206
2001-05-14,576.299
2001-05-15,578.814
2001-05-16,571.726
2001-05-17,582.689
2001-05-18,578.423
2001-05-21,586.993
2001-05-22,584.956
2001-05-23,595.286
2001-05-24,593.994
2001-05-25,590.109
2001-05-28,585.757
2001-05-29,592.62
2001-05-30,580.872
2001-05-31,583.059
2001-06-01,580.485
2001-06-04,579.032
2001-06-05,574.509
2001-06-06,574.399
2001-06-07,576.419
2001-06-08,573.132
2001-06-11,566.49
2001-06-12,553.492
2001-06-13,554.16
2001-06-14,556.772
2001-06-15,553.883
2001-06-18,551.003
2001-06-19,549.676
2001-06-20,549.116
2001-06-21,560.778
2001-06-22,564.555
2001-06-25,564.449
2001-06-26,565.477
2001-06-27,561.819
2001-06-28,557.145
2001-06-29,565.367
2001-07-02,563.249
2001-07-03,564.477
2001-07-04,560.328
2001-07-05,555.254
2001-07-06,544.023
2001-07-09,541.64
2001-07-10,546.054
2001-07-11,542.792
2001-07-12,549.198
2001-07-13,542.155
2001-07-16,540.914
2001-07-17,534.3
2001-07-18,526.876
2001-07-19,526.296
2001-07-20,527.985
2001-07-23,509.514
2001-07-24,516.292
2001-07-25,522.713
2001-07-26,522.119
2001-07-27,522.549
2001-07-30,513.159
2001-07-31,521.459
2001-08-01,527.019
2001-08-02,541.791
2001-08-03,534.449
2001-08-06,532.524
2001-08-07,536.742
2001-08-08,538.019
2001-08-09,527.725
2001-08-10,530.977
2001-08-13,525.689
2001-08-14,543.311
2001-08-15,548.732
2001-08-16,540.123
2001-08-17,538.351
2001-08-20,531.28
2001-08-21,537.771
2001-08-22,544.835
2001-08-23,538.313
2001-08-24,538.3
2001-08-27,541.047
2001-08-28,537.688
2001-08-29,531.595
2001-08-30,522.253
2001-08-31,522.29
2001-09-03,510.164
2001-09-04,524.643
2001-09-05,514.715
2001-09-06,515.258
2001-09-07,516.836
2001-09-10,503.549
2001-09-11,513.354
2001-09-12,479.112
2001-09-13,483.691
2001-09-14,500.342
2001-09-17,479.724
2001-09-18,484.713
2001-09-19,495.419
2001-09-20,490.054
2001-09-21,470.403
2001-09-24,466.92
2001-09-25,472.574
2001-09-26,462.691
2001-09-27,457.698
2001-09-28,469.722
2001-10-01,477.935
2001-10-02,485.738
2001-10-03,476.953
2001-10-04,486.62
2001-10-05,485.702
2001-10-08,487.384
2001-10-09,472.936
2001-10-10,466.698
2001-10-11,475.706
2001-10-12,484.027
2001-10-15,477.638
2001-10-16,480.876
2001-10-17,481.483
2001-10-18,473.595
2001-10-19,471.893
2001-10-22,469.933
2001-10-23,476.335
2001-10-24,479.404
2001-10-25,483.912
2001-10-26,476.587
2001-10-29,471.067
2001-10-30,468.177
2001-10-31,462.488
2001-11-01,464.708
2001-11-02,463.196
2001-11-05,463.664
2001-11-06,467.035
2001-11-07,455.792
2001-11-08,463.435
2001-11-09,458.995
2001-11-12,453.251
2001-11-13,444.478
2001-11-14,443.699
2001-11-15,446.827
2001-11-16,446.418
2001-11-19,454.039
2001-11-20,455.921
2001-11-21,458.589
2001-11-22,455.736
2001-11-23,453.649
2001-11-26,462.073
2001-11-27,457.863
2001-11-28,448.997
2001-11-29,447.073
2001-11-30,450.994
2001-12-03,439.339
2001-12-04,435.018
2001-12-05,441.39
2001-12-06,442.391
2001-12-07,434.243
2001-12-10,422.163
2001-12-11,421.386
2001-12-12,429.613
2001-12-13,419.51
2001-12-14,418.058
2001-12-17,407.625
2001-12-18,409.007
2001-12-19,411.428
2001-12-20,417.062
2001-12-21,414.818
2001-12-24,413.525
2001-12-25,413.005
2001-12-26,408.607
2001-12-27,414.149
2001-12-28,422.448
2001-12-31,422.899
2002-01-01,422.899
2002-01-02,419.506
2002-01-03,420.86
2002-01-04,430.06
2002-01-07,428.998
2002-01-08,417.108
2002-01-09,415.097
2002-01-10,409.731
2002-01-11,408.696
2002-01-14,409.876
2002-01-15,404.368
2002-01-16,407.335
2002-01-17,404.756
2002-01-18,410.969
2002-01-21,411.028
2002-01-22,397.021
2002-01-23,393.173
2002-01-24,395.839
2002-01-25,398.012
2002-01-28,406.032
2002-01-29,396.1
2002-01-30,391.668
2002-01-31,394.681
2002-02-01,389.278
2002-02-04,387.044
2002-02-05,376.743
2002-02-06,375.895
2002-02-07,382.813
2002-02-08,384.693
2002-02-11,388.119
2002-02-12,398.224
2002-02-13,401.806
2002-02-14,401.887
2002-02-15,402.159
2002-02-18,402.286
2002-02-19,387.91
2002-02-20,386.739
2002-02-21,398.516
2002-02-22,400.499
2002-02-25,400.214
2002-02-26,396.28
2002-02-27,404.467
2002-02-28,409.954
2002-03-01,418.067
2002-03-04,441.213
2002-03-05,438.152
2002-03-06,441.127
2002-03-07,462.325
2002-03-08,462.256
2002-03-11,470.371
2002-03-12,457.518
2002-03-13,448.233
2002-03-14,453.546
2002-03-15,458.017
2002-03-18,446.074
2002-03-19,455.798
2002-03-20,449.971
2002-03-21,448.114
2002-03-22,435.683
2002-03-25,433.756
2002-03-26,434.176
2002-03-27,438.746
2002-03-28,443.562
2002-03-29,432.138
2002-04-01,427.951
2002-04-02,433.857
2002-04-03,441.416
2002-04-04,445.531
2002-04-05,445.183
2002-04-08,445.54
2002-04-09,440.198
2002-04-10,445.895
2002-04-11,438.689
2002-04-12,432.794
2002-04-15,438.112
2002-04-16,443.013
2002-04-17,447.151
2002-04-18,453.164
2002-04-19,451.051
2002-04-22,457.475
2002-04-23,458.327
2002-04-24,456.106
2002-04-25,459.883
2002-04-26,456.273
2002-04-29,455.437
2002-04-30,454.648
2002-05-01,459.847
2002-05-02,457.868
2002-05-03,461.42
2002-05-06,459.971
2002-05-07,455.988
2002-05-08,457.729
2002-05-09,460.262
2002-05-10,461.482
2002-05-13,458.79
2002-05-14,453.409
2002-05-15,461.498
2002-05-16,467.622
2002-05-17,477.426
2002-05-20,480.302
2002-05-21,485.126
2002-05-22,490.231
2002-05-23,488.821
2002-05-24,493.04
2002-05-27,488.716
2002-05-28,489.094
2002-05-29,487.412
2002-05-30,489.595
2002-05-31,482.493
2002-06-03,488.324
2002-06-04,482.638
2002-06-05,477.742
2002-06-06,476.373
2002-06-07,474.191
2002-06-10,471.401
2002-06-11,471.405
2002-06-12,469.648
2002-06-13,464.083
2002-06-14,457.675
2002-06-17,443.912
2002-06-18,450.376
2002-06-19,438.961
2002-06-20,444.401
2002-06-21,443.786
2002-06-24,448.412
2002-06-25,447.296
2002-06-26,444.275
2002-06-27,446.818
2002-06-28,460.565
2002-07-01,459.149
2002-07-02,460.503
2002-07-03,468.026
2002-07-04,463.695
2002-07-05,465.853
2002-07-08,466.906
2002-07-09,474.599
2002-07-10,469.924
2002-07-11,466.623
2002-07-12,467.363
2002-07-15,463.416
2002-07-16,457.36
2002-07-17,456.924
2002-07-18,464.022
2002-07-19,458.979
2002-07-22,459.117
2002-07-23,456.073
2002-07-24,452.103
2002-07-25,445.61
2002-07-26,427.708
2002-07-29,428.011
2002-07-30,436.799
2002-07-31,432.857
2002-08-01,431.752
2002-08-02,432.263
2002-08-05,432.486
2002-08-06,418.788
2002-08-07,432.562
2002-08-08,432.981
2002-08-09,443.999
2002-08-12,440.234
2002-08-13,437.706
2002-08-14,444.832
2002-08-15,445.609
2002-08-16,443.795
2002-08-19,432.965
2002-08-20,430.803
2002-08-21,433.998
2002-08-22,436.352
2002-08-23,437.875
2002-08-26,445.568
2002-08-27,443.449
2002-08-28,437.795
2002-08-29,431.951
2002-08-30,431.086
2002-09-02,427.351
2002-09-03,418.909
2002-09-04,409.3
2002-09-05,415.75
2002-09-06,413.094
2002-09-09,417.43
2002-09-10,417.656
2002-09-11,417.175
2002-09-12,418.691
2002-09-13,411.963
2002-09-16,408.068
2002-09-17,417.692
2002-09-18,420.28
2002-09-19,431.055
2002-09-20,414.617
2002-09-23,412.892
2002-09-24,408.837
2002-09-25,404.437
2002-09-26,412.004
2002-09-27,419.312
2002-09-30,415.665
2002-10-01,405.971
2002-10-02,400.973
2002-10-03,396.208
2002-10-04,397.817
2002-10-07,382.309
2002-10-08,382.024
2002-10-09,376.369
2002-10-10,373.486
2002-10-11,377.082
2002-10-14,376.839
2002-10-15,386.602
2002-10-16,390.365
2002-10-17,390.195
2002-10-18,391.275
2002-10-21,390.869
2002-10-22,379.875
2002-10-23,384.441
2002-10-24,384.025
2002-10-25,388.043
2002-10-28,386.714
2002-10-29,383.624
2002-10-30,385.555
2002-10-31,382.826
2002-11-01,387.064
2002-11-04,386.368
2002-11-05,394.17
2002-11-06,392.901
2002-11-07,394.6
2002-11-08,392.293
2002-11-11,383.429
2002-11-12,383.486
2002-11-13,381.416
2002-11-14,375.273
2002-11-15,383.269
2002-11-18,375.255
2002-11-19,373.697
2002-11-20,376.302
2002-11-21,379.245
2002-11-22,382.504
2002-11-25,389.255
2002-11-26,387.484
2002-11-27,390.337
2002-11-28,396.823
2002-11-29,397.234
2002-12-02,391.432
2002-12-03,390.966
2002-12-04,383.043
2002-12-05,377.526
2002-12-06,380.971
2002-12-09,379.431
2002-12-10,380.984
2002-12-11,379.681
2002-12-12,381.56
2002-12-13,381.846
2002-12-16,379.368
2002-12-17,381.881
2002-12-18,373.071
2002-12-19,377.833
2002-12-20,378.693
2002-12-23,379.828
2002-12-24,383.281
2002-12-25,381.723
2002-12-26,387.911
2002-12-27,391.773
2002-12-30,394.942
2002-12-31,394.459
2003-01-01,394.459
2003-01-02,390.755
2003-01-03,390.804
2003-01-06,401.119
2003-01-07,393.589
2003-01-08,386.817
2003-01-09,387.891
2003-01-10,385.876
2003-01-13,387.806
2003-01-14,392.083
2003-01-15,397.306
2003-01-16,397.297
2003-01-17,398.893
2003-01-20,394.745
2003-01-21,398.402
2003-01-22,395.904
2003-01-23,404.455
2003-01-24,402.11
2003-01-27,394.736
2003-01-28,391.381
2003-01-29,386.037
2003-01-30,382.585
2003-01-31,379.513
2003-02-03,386.657
2003-02-04,391.042
2003-02-05,390.508
2003-02-06,389.057
2003-02-07,387.86
2003-02-10,386.233
2003-02-11,385.04
2003-02-12,391.346
2003-02-13,391.1
2003-02-14,394.113
2003-02-17,396.616
2003-02-18,397.158
2003-02-19,396.606
2003-02-20,395.684
2003-02-21,390.93
2003-02-24,394.256
2003-02-25,386.309
2003-02-26,387.1
2003-02-27,384.988
2003-02-28,382.381
2003-03-03,386.047
2003-03-04,386.844
2003-03-05,386.268
2003-03-06,382.481
2003-03-07,377.222
2003-03-10,372.695
2003-03-11,364.304
2003-03-12,369.076
2003-03-13,362.627
2003-03-14,365.12
2003-03-17,361.56
2003-03-18,362.228
2003-03-19,363.32
2003-03-20,369.868
2003-03-21,365.925
2003-03-24,378.406
2003-03-25,370.489
2003-03-26,375.798
2003-03-27,376.587
2003-03-28,371.503
2003-03-31,360.872
2003-04-01,362.993
2003-04-02,363.747
2003-04-03,359.674
2003-04-04,357.897
2003-04-07,363.293
2003-04-08,359.386
2003-04-09,357.344
2003-04-10,357.579
2003-04-11,349.77
2003-04-14,346.898
2003-04-15,352.438
2003-04-16,350.171
2003-04-17,352.925
2003-04-18,353.434
2003-04-21,353.996
2003-04-22,351.489
2003-04-23,351.411
2003-04-24,355.095
2003-04-25,347.398
2003-04-28,344.034
2003-04-29,344.507
2003-04-30,361.567
2003-05-01,364.367
2003-05-02,365.576
2003-05-05,366.439
2003-05-06,375.386
2003-05-07,380.766
2003-05-08,377.623
2003-05-09,379.164
2003-05-12,382.153
2003-05-13,383.062
2003-05-14,385.947
2003-05-15,381.044
2003-05-16,379.337
2003-05-19,374.444
2003-05-20,374.759
2003-05-21,371.062
2003-05-22,374.373
2003-05-23,380.758
2003-05-26,380.355
2003-05-27,374.665
2003-05-28,372.349
2003-05-29,377.756
2003-05-30,377.545
2003-06-02,383.251
2003-06-03,382.963
2003-06-04,385.325
2003-06-05,393.858
2003-06-06,394.104
2003-06-09,399.095
2003-06-10,399.148
2003-06-11,400.687
2003-06-12,400.821
2003-06-13,402.74
2003-06-16,399.234
2003-06-17,403.575
2003-06-18,406.625
2003-06-19,407.312
2003-06-20,408.869
2003-06-23,414.212
2003-06-24,403.273
2003-06-25,404.179
2003-06-26,400.731
2003-06-27,406.969
2003-06-30,405.417
2003-07-01,414.843
2003-07-02,428.293
2003-07-03,441.291
2003-07-04,437.71
2003-07-07,446.55
2003-07-08,450.333
2003-07-09,456.567
2003-07-10,451.739
2003-07-11,438.032
2003-07-14,441.324
2003-07-15,440.779
2003-07-16,435.358
2003-07-17,424.271
2003-07-18,426.97
2003-07-21,428.52
2003-07-22,425.957
2003-07-23,431.725
2003-07-24,433.538
2003-07-25,435.863
2003-07-28,436.825
2003-07-29,433.922
2003-07-30,424.205
2003-07-31,422.666
2003-08-01,426.056
2003-08-04,420.966
2003-08-05,420.512
2003-08-06,419.313
2003-08-07,420.911
2003-08-08,419.146
2003-08-11,425.738
2003-08-12,426.258
2003-08-13,433.02
2003-08-14,441.118
2003-08-15,442.136
2003-08-18,445.823
2003-08-19,451.702
2003-08-20,461.155
2003-08-21,467.161
2003-08-22,464.905
2003-08-25,462.205
2003-08-26,463.341
2003-08-27,462.715
2003-08-28,460.807
2003-08-29,467.044
2003-09-01,478.109
2003-09-02,482.229
2003-09-03,487.332
2003-09-04,485.462
2003-09-05,484.895
2003-09-08,485.395
2003-09-09,494.027
2003-09-10,491.397
2003-09-11,483.111
2003-09-12,492.558
2003-09-15,492.055
2003-09-16,510.986
2003-09-17,517.327
2003-09-18,524.675
2003-09-19,525.495
2003-09-22,519.4
2003-09-23,521.52
2003-09-24,518.634
2003-09-25,505.643
2003-09-26,506.338
2003-09-29,503.845
2003-09-30,503.194
2003-10-01,518.501
2003-10-02,531.927
2003-10-03,539.015
2003-10-06,537.535
2003-10-07,548.029
2003-10-08,535.642
2003-10-09,541.314
2003-10-10,552.489
2003-10-13,550.588
2003-10-14,557.578
2003-10-15,549.926
2003-10-16,557.414
2003-10-17,555.831
2003-10-20,552.82
2003-10-21,552.581
2003-10-22,542.884
2003-10-23,514.774
2003-10-24,520.054
2003-10-27,528.329
2003-10-28,535.473
2003-10-29,542.627
2003-10-30,539.058
2003-10-31,525.312
2003-11-03,519.29
2003-11-04,544.121
2003-11-05,538.853
2003-11-06,525.761
2003-11-07,534.313
2003-11-10,534.789
2003-11-11,518.897
2003-11-12,518.525
2003-11-13,528.423
2003-11-14,524.845
2003-11-17,507.369
2003-11-18,509.906
2003-11-19,494.86
2003-11-20,505.081
2003-11-21,505.322
2003-11-24,503.403
2003-11-25,506.722
2003-11-26,516.811
2003-11-27,522.092
2003-11-28,519.217
2003-12-01,528.255
2003-12-02,533.992
2003-12-03,534.484
2003-12-04,541.104
