Date,ACWI SMID VALUE SMID (Small+Mid Cap)
2005-10-14,653.973
2005-10-17,654.155
2005-10-18,647.21
2005-10-19,647.437
2005-10-20,644.159
2005-10-21,645.589
2005-10-24,653.926
2005-10-25,655.821
2005-10-26,654.71
2005-10-27,649.263
2005-10-28,653.713
2005-10-31,662.34
2005-11-01,663.191
2005-11-02,670.309
2005-11-03,671.704
2005-11-04,668.734
2005-11-07,670.286
2005-11-08,667.631
2005-11-09,668.995
2005-11-10,671.376
2005-11-11,674.531
2005-11-14,672.902
2005-11-15,669.299
2005-11-16,669.241
2005-11-17,678.333
2005-11-18,680.93
2005-11-21,684.365
2005-11-22,685.929
2005-11-23,690.783
2005-11-24,690.608
2005-11-25,690.729
2005-11-28,688.256
2005-11-29,689.354
2005-11-30,689.565
2005-12-01,696.9
2005-12-02,699.5
2005-12-05,700.058
2005-12-06,701.152
2005-12-07,698.929
2005-12-08,699.175
2005-12-09,702.24
2005-12-12,706.767
2005-12-13,708.864
2005-12-14,713.286
2005-12-15,709.656
2005-12-16,711.154
2005-12-19,707.032
2005-12-20,707.047
2005-12-21,710.333
2005-12-22,713.261
2005-12-23,714.957
2005-12-26,715.623
2005-12-27,711.474
2005-12-28,714.564
2005-12-29,714.608
2005-12-30,711.29
2006-01-02,711.624
2006-01-03,723.432
2006-01-04,731.91
2006-01-05,733.145
2006-01-06,740.055
2006-01-09,742.788
2006-01-10,742.482
2006-01-11,745.363
2006-01-12,743.89
2006-01-13,743.57
2006-01-16,744.506
2006-01-17,737.141
2006-01-18,730.638
2006-01-19,739.841
2006-01-20,734.412
2006-01-23,735.778
2006-01-24,741.87
2006-01-25,744.154
2006-01-26,749.861
2006-01-27,753.927
2006-01-30,753.756
2006-01-31,755.519
2006-02-01,756.761
2006-02-02,752.245
2006-02-03,747.101
2006-02-06,751.091
2006-02-07,746.638
2006-02-08,744.35
2006-02-09,746.299
2006-02-10,745.541
2006-02-13,739.929
2006-02-14,744.534
2006-02-15,746.929
2006-02-16,750.037
2006-02-17,750.448
2006-02-20,750.425
2006-02-21,751.273
2006-02-22,755.296
2006-02-23,758.748
2006-02-24,760.358
2006-02-27,762.73
2006-02-28,758.368
2006-03-01,762.333
2006-03-02,761.216
2006-03-03,758.24
2006-03-06,756.382
2006-03-07,747.263
2006-03-08,744.984
2006-03-09,747.986
2006-03-10,751.026
2006-03-13,756.365
2006-03-14,764.007
2006-03-15,769.532
2006-03-16,773.608
2006-03-17,777.188
2006-03-20,777.5
2006-03-21,771.748
2006-03-22,775.641
2006-03-23,773.325
2006-03-24,776.098
2006-03-27,777.16
2006-03-28,775.035
2006-03-29,778.753
2006-03-30,783.149
2006-03-31,781.395
2006-04-03,785.115
2006-04-04,789.513
2006-04-05,792.597
2006-04-06,794.273
2006-04-07,787.751
2006-04-10,786.174
2006-04-11,779.975
2006-04-12,778.81
2006-04-13,779.48
2006-04-14,779.956
2006-04-17,783.368
2006-04-18,793.94
2006-04-19,800.964
2006-04-20,799.993
2006-04-21,802.796
2006-04-24,799.617
2006-04-25,800.141
2006-04-26,803.064
2006-04-27,804.779
2006-04-28,805.262
2006-05-01,806.972
2006-05-02,812.448
2006-05-03,811.645
2006-05-04,816.698
2006-05-05,825.868
2006-05-08,829.682
2006-05-09,830.536
2006-05-10,829.697
2006-05-11,822.78
2006-05-12,810.636
2006-05-15,800.69
2006-05-16,796.886
2006-05-17,785.273
2006-05-18,775.943
2006-05-19,774.357
2006-05-22,762.624
2006-05-23,766.906
2006-05-24,762.099
2006-05-25,770.186
2006-05-26,778.846
2006-05-29,780.509
2006-05-30,771.852
2006-05-31,774.11
2006-06-01,779.425
2006-06-02,786.842
2006-06-05,776.36
2006-06-06,763.731
2006-06-07,758.076
2006-06-08,744.74
2006-06-09,750.35
2006-06-12,742.068
2006-06-13,725.337
2006-06-14,728.679
2006-06-15,745.59
2006-06-16,747.777
2006-06-19,742.108
2006-06-20,739.856
2006-06-21,745.217
2006-06-22,745.871
2006-06-23,744.818
2006-06-26,748.494
2006-06-27,745.504
2006-06-28,744.406
2006-06-29,758.407
2006-06-30,771.715
2006-07-03,776.313
2006-07-04,778.34
2006-07-05,768.537
2006-07-06,770.656
2006-07-07,769.821
2006-07-10,770.785
2006-07-11,769.887
2006-07-12,763.154
2006-07-13,753.429
2006-07-14,744.181
2006-07-17,738.128
2006-07-18,735.776
2006-07-19,748.771
2006-07-20,750.273
2006-07-21,744.462
2006-07-24,752.015
2006-07-25,756.972
2006-07-26,757.276
2006-07-27,761.227
2006-07-28,769.382
2006-07-31,770.235
2006-08-01,766.207
2006-08-02,771.609
2006-08-03,772.219
2006-08-04,776.849
2006-08-07,770.412
2006-08-08,769.037
2006-08-09,768.54
2006-08-10,766.681
2006-08-11,764.754
2006-08-14,767.059
2006-08-15,775.19
2006-08-16,783.277
2006-08-17,785.083
2006-08-18,784.869
2006-08-21,782.97
2006-08-22,783.916
2006-08-23,779.603
2006-08-24,778.525
2006-08-25,776.93
2006-08-28,779.845
2006-08-29,783.79
2006-08-30,787.782
2006-08-31,790.362
2006-09-01,793.015
2006-09-04,798.04
2006-09-05,797.765
2006-09-06,789.458
2006-09-07,782.411
2006-09-08,783.792
2006-09-11,778.992
2006-09-12,786.238
2006-09-13,789.368
2006-09-14,791.726
2006-09-15,791.836
2006-09-18,792.558
2006-09-19,792.184
2006-09-20,793.954
2006-09-21,793.522
2006-09-22,789.888
2006-09-25,792.174
2006-09-26,794.757
2006-09-27,800.567
2006-09-28,801.61
2006-09-29,799.506
2006-10-02,801.433
2006-10-03,800.259
2006-10-04,803.686
2006-10-05,811.181
2006-10-06,807.054
2006-10-09,807.854
2006-10-10,809.01
2006-10-11,807.439
2006-10-12,814.614
2006-10-13,818.268
2006-10-16,823.762
2006-10-17,819.4
2006-10-18,821.755
2006-10-19,824.657
2006-10-20,824.932
2006-10-23,825.895
2006-10-24,827.188
2006-10-25,830.985
2006-10-26,836.545
2006-10-27,832.846
2006-10-30,831.993
2006-10-31,834.475
2006-11-01,831.634
2006-11-02,829.923
2006-11-03,828.881
2006-11-06,834.848
2006-11-07,838.165
2006-11-08,837.845
2006-11-09,836.584
2006-11-10,841.236
2006-11-13,840.373
2006-11-14,846.732
2006-11-15,849.04
2006-11-16,850.636
2006-11-17,848.808
2006-11-20,847.307
2006-11-21,850.958
2006-11-22,858.274
2006-11-23,859.174
2006-11-24,860.934
2006-11-27,851.889
2006-11-28,851.604
2006-11-29,862.88
2006-11-30,868.873
2006-12-01,869.78
2006-12-04,876.187
2006-12-05,878.185
2006-12-06,880.125
2006-12-07,879.627
2006-12-08,879.163
2006-12-11,878.258
2006-12-12,877.762
2006-12-13,879.285
2006-12-14,883.421
2006-12-15,882.749
2006-12-18,879.152
2006-12-19,877.669
2006-12-20,882.63
2006-12-21,880.34
2006-12-22,878.773
2006-12-25,878.054
2006-12-26,881.099
2006-12-27,887.922
2006-12-28,888.419
2006-12-29,886.905
2007-01-01,886.941
2007-01-02,892.279
2007-01-03,890.164
2007-01-04,886.384
2007-01-05,876.569
2007-01-08,876.84
2007-01-09,879.175
2007-01-10,874.975
2007-01-11,880.359
2007-01-12,887.509
2007-01-15,891.72
2007-01-16,890.792
2007-01-17,891.641
2007-01-18,890.272
2007-01-19,894.219
2007-01-22,893.13
2007-01-23,896.873
2007-01-24,902.121
2007-01-25,897.129
2007-01-26,895.016
2007-01-29,897.522
2007-01-30,902.031
2007-01-31,904.394
2007-02-01,914.16
2007-02-02,917.69
2007-02-05,917.163
2007-02-06,923.009
2007-02-07,926.637
2007-02-08,923.53
2007-02-09,921.25
2007-02-12,916.665
2007-02-13,923.737
2007-02-14,932.471
2007-02-15,936.914
2007-02-16,937.192
2007-02-19,939.166
2007-02-20,941.387
2007-02-21,940.521
2007-02-22,942.44
2007-02-23,943.601
2007-02-26,945.188
2007-02-27,921.945
2007-02-28,914.031
2007-03-01,909.792
2007-03-02,902.851
2007-03-05,880.69
2007-03-06,895.463
2007-03-07,898.52
2007-03-08,907.443
2007-03-09,910.53
2007-03-12,915.281
2007-03-13,902.691
2007-03-14,894.706
2007-03-15,904.729
2007-03-16,903.473
2007-03-19,912.969
2007-03-20,919.3
2007-03-21,928.772
2007-03-22,935.067
2007-03-23,936.39
2007-03-26,936.171
2007-03-27,932.05
2007-03-28,928.314
2007-03-29,931.053
2007-03-30,932.935
2007-04-02,936.222
2007-04-03,943.437
2007-04-04,946.588
2007-04-05,948.898
2007-04-06,948.948
2007-04-09,949.684
2007-04-10,954.928
2007-04-11,951.827
2007-04-12,954.122
2007-04-13,955.763
2007-04-16,966.173
2007-04-17,966.543
2007-04-18,968.691
2007-04-19,963.584
2007-04-20,970.993
2007-04-23,971.882
2007-04-24,970.127
2007-04-25,975.951
2007-04-26,975.06
2007-04-27,974.277
2007-04-30,968.248
2007-05-01,968.158
2007-05-02,975.336
2007-05-03,978.251
2007-05-04,982.92
2007-05-07,987.434
2007-05-08,981.926
2007-05-09,986.658
2007-05-10,978.725
2007-05-11,983.113
2007-05-14,982.487
2007-05-15,980.618
2007-05-16,982.407
2007-05-17,981.04
2007-05-18,983.701
2007-05-21,987.746
2007-05-22,992.205
2007-05-23,993.126
2007-05-24,981.663
2007-05-25,982.624
2007-05-28,984.484
2007-05-29,990.39
2007-05-30,992.256
2007-05-31,1000.0
2007-06-01,1005.379
2007-06-04,1008.792
2007-06-05,1004.543
2007-06-06,994.519
2007-06-07,979.612
2007-06-08,978.993
2007-06-11,980.798
2007-06-12,973.617
2007-06-13,977.641
2007-06-14,984.537
2007-06-15,993.529
2007-06-18,994.687
2007-06-19,995.759
2007-06-20,990.884
2007-06-21,989.837
2007-06-22,984.579
2007-06-25,979.254
2007-06-26,976.326
2007-06-27,976.461
2007-06-28,983.164
2007-06-29,984.737
2007-07-02,995.358
2007-07-03,1000.192
2007-07-04,1002.56
2007-07-05,1001.905
2007-07-06,1005.044
2007-07-09,1007.538
2007-07-10,999.359
2007-07-11,999.248
2007-07-12,1009.755
2007-07-13,1015.302
2007-07-16,1013.033
2007-07-17,1012.344
2007-07-18,1007.607
2007-07-19,1013.666
2007-07-20,1007.976
2007-07-23,1006.48
2007-07-24,991.862
2007-07-25,986.787
2007-07-26,965.885
2007-07-27,949.035
2007-07-30,953.736
2007-07-31,956.073
2007-08-01,946.646
2007-08-02,950.934
2007-08-03,936.344
2007-08-06,938.487
2007-08-07,941.564
2007-08-08,955.794
2007-08-09,939.957
2007-08-10,927.794
2007-08-13,930.684
2007-08-14,916.617
2007-08-15,899.563
2007-08-16,887.12
2007-08-17,895.832
2007-08-20,906.451
2007-08-21,909.759
2007-08-22,922.527
2007-08-23,927.812
2007-08-24,933.684
2007-08-27,932.619
2007-08-28,917.367
2007-08-29,926.288
2007-08-30,928.452
2007-08-31,942.487
2007-09-03,944.333
2007-09-04,949.241
2007-09-05,938.566
2007-09-06,940.493
2007-09-07,930.521
2007-09-10,921.536
2007-09-11,931.247
2007-09-12,931.337
2007-09-13,933.215
2007-09-14,932.911
2007-09-17,924.252
2007-09-18,937.407
2007-09-19,955.645
2007-09-20,952.882
2007-09-21,954.233
2007-09-24,952.594
2007-09-25,949.053
2007-09-26,955.119
2007-09-27,965.484
2007-09-28,965.534
2007-10-01,976.071
2007-10-02,982.387
2007-10-03,981.49
2007-10-04,980.773
2007-10-05,991.412
2007-10-08,986.725
2007-10-09,992.872
2007-10-10,994.386
2007-10-11,996.106
2007-10-12,992.426
2007-10-15,986.814
2007-10-16,975.753
2007-10-17,977.479
2007-10-18,978.003
2007-10-19,962.54
2007-10-22,955.724
2007-10-23,967.13
2007-10-24,962.536
2007-10-25,966.58
2007-10-26,978.146
2007-10-29,983.236
2007-10-30,980.634
2007-10-31,992.422
2007-11-01,974.65
2007-11-02,967.531
2007-11-05,958.957
2007-11-06,967.963
2007-11-07,953.06
2007-11-08,948.548
2007-11-09,940.712
2007-11-12,925.288
2007-11-13,937.634
2007-11-14,942.34
2007-11-15,930.55
2007-11-16,922.465
2007-11-19,905.724
2007-11-20,907.487
2007-11-21,891.483
2007-11-22,891.344
2007-11-23,901.275
2007-11-26,895.183
2007-11-27,897.834
2007-11-28,913.763
2007-11-29,918.073
2007-11-30,925.569
2007-12-03,922.683
2007-12-04,914.622
2007-12-05,923.176
2007-12-06,933.995
2007-12-07,939.385
2007-12-10,944.559
2007-12-11,930.987
2007-12-12,930.007
2007-12-13,917.503
2007-12-14,903.659
2007-12-17,883.469
2007-12-18,887.125
2007-12-19,885.497
2007-12-20,886.407
2007-12-21,898.277
2007-12-24,905.709
2007-12-25,907.076
2007-12-26,909.484
2007-12-27,903.719
2007-12-28,905.103
2007-12-31,905.527
2008-01-01,905.752
2008-01-02,900.835
2008-01-03,892.843
2008-01-04,874.262
2008-01-07,867.945
2008-01-08,859.876
2008-01-09,857.256
2008-01-10,856.693
2008-01-11,850.242
2008-01-14,857.46
2008-01-15,839.867
2008-01-16,829.851
2008-01-17,822.647
2008-01-18,816.538
2008-01-21,796.2
2008-01-22,792.954
2008-01-23,807.912
2008-01-24,821.937
2008-01-25,827.648
2008-01-28,830.823
2008-01-29,842.449
2008-01-30,836.417
2008-01-31,849.458
2008-02-01,865.306
2008-02-04,866.396
2008-02-05,844.392
2008-02-06,835.835
2008-02-07,833.402
2008-02-08,830.01
2008-02-11,827.037
2008-02-12,836.353
2008-02-13,840.552
2008-02-14,842.131
2008-02-15,840.831
2008-02-18,843.305
2008-02-19,847.804
2008-02-20,843.847
2008-02-21,845.32
2008-02-22,845.934
2008-02-25,859.684
2008-02-26,866.19
2008-02-27,872.845
2008-02-28,864.856
2008-02-29,849.659
2008-03-03,840.199
2008-03-04,836.256
2008-03-05,839.142
2008-03-06,831.097
2008-03-07,822.363
2008-03-10,808.944
2008-03-11,826.106
2008-03-12,830.9
2008-03-13,830.123
2008-03-14,819.677
2008-03-17,802.103
2008-03-18,823.805
2008-03-19,813.839
2008-03-20,817.029
2008-03-21,820.241
2008-03-24,827.925
2008-03-25,845.468
2008-03-26,845.702
2008-03-27,844.855
2008-03-28,840.831
2008-03-31,843.926
2008-04-01,858.945
2008-04-02,867.235
2008-04-03,868.633
2008-04-04,869.767
2008-04-07,873.909
2008-04-08,866.015
2008-04-09,857.083
2008-04-10,858.517
2008-04-11,852.275
2008-04-14,846.177
2008-04-15,849.926
2008-04-16,870.043
2008-04-17,870.097
2008-04-18,874.789
2008-04-21,876.389
2008-04-22,869.579
2008-04-23,869.474
2008-04-24,868.76
2008-04-25,875.693
2008-04-28,880.353
2008-04-29,875.235
2008-04-30,874.918
2008-05-01,880.421
2008-05-02,886.651
2008-05-05,887.177
2008-05-06,891.045
2008-05-07,884.228
2008-05-08,886.52
2008-05-09,881.174
2008-05-12,889.581
2008-05-13,889.552
2008-05-14,891.657
2008-05-15,899.748
2008-05-16,904.35
2008-05-19,905.235
2008-05-20,899.051
2008-05-21,891.625
2008-05-22,893.852
2008-05-23,887.097
2008-05-26,882.19
2008-05-27,884.996
2008-05-28,884.964
2008-05-29,890.094
2008-05-30,893.572
2008-06-02,888.623
2008-06-03,884.802
2008-06-04,885.72
2008-06-05,894.009
2008-06-06,880.994
2008-06-09,870.596
2008-06-10,858.96
2008-06-11,847.121
2008-06-12,842.983
2008-06-13,848.497
2008-06-16,855.149
2008-06-17,853.754
2008-06-18,844.882
2008-06-19,840.713
2008-06-20,830.561
2008-06-23,819.732
2008-06-24,815.181
2008-06-25,822.35
2008-06-26,809.715
2008-06-27,802.504
2008-06-30,799.354
2008-07-01,792.477
2008-07-02,780.068
2008-07-03,772.166
2008-07-04,769.809
2008-07-07,766.198
2008-07-08,770.09
2008-07-09,767.298
2008-07-10,767.467
2008-07-11,763.392
2008-07-14,757.059
2008-07-15,748.903
2008-07-16,761.058
2008-07-17,778.268
2008-07-18,779.221
2008-07-21,785.19
2008-07-22,794.035
2008-07-23,803.499
2008-07-24,789.509
2008-07-25,785.571
2008-07-28,777.347
2008-07-29,782.394
2008-07-30,792.572
2008-07-31,790.065
2008-08-01,785.718
2008-08-04,778.007
2008-08-05,791.328
2008-08-06,797.484
2008-08-07,785.578
2008-08-08,793.193
2008-08-11,804.236
2008-08-12,795.672
2008-08-13,786.424
2008-08-14,790.844
2008-08-15,790.898
2008-08-18,784.765
2008-08-19,770.051
2008-08-20,771.738
2008-08-21,771.965
2008-08-22,778.419
2008-08-25,771.746
2008-08-26,769.887
2008-08-27,775.204
2008-08-28,786.516
2008-08-29,788.909
2008-09-01,783.188
2008-09-02,781.635
2008-09-03,780.632
2008-09-04,762.423
2008-09-05,757.252
2008-09-08,776.989
2008-09-09,757.847
2008-09-10,758.03
2008-09-11,752.265
2008-09-12,762.707
2008-09-15,739.443
2008-09-16,735.808
2008-09-17,714.239
2008-09-18,735.602
2008-09-19,769.21
2008-09-22,750.94
2008-09-23,742.418
2008-09-24,737.5
2008-09-25,742.987
2008-09-26,736.615
2008-09-29,692.216
2008-09-30,699.525
2008-10-01,700.252
2008-10-02,676.526
2008-10-03,665.754
2008-10-06,629.708
2008-10-07,607.02
2008-10-08,582.136
2008-10-09,555.861
2008-10-10,541.342
2008-10-13,577.959
2008-10-14,592.574
2008-10-15,556.403
2008-10-16,547.222
2008-10-17,549.472
2008-10-20,563.996
2008-10-21,557.412
2008-10-22,525.29
2008-10-23,514.721
2008-10-24,493.155
2008-10-27,468.988
2008-10-28,495.554
2008-10-29,511.727
2008-10-30,533.355
2008-10-31,541.497
2008-11-03,547.538
2008-11-04,567.942
2008-11-05,557.839
2008-11-06,531.271
2008-11-07,536.262
2008-11-10,533.848
2008-11-11,517.66
2008-11-12,499.713
2008-11-13,512.375
2008-11-14,499.416
2008-11-17,491.622
2008-11-18,487.813
2008-11-19,465.877
2008-11-20,439.776
2008-11-21,451.968
2008-11-24,476.179
2008-11-25,485.667
2008-11-26,497.597
2008-11-27,503.545
2008-11-28,508.11
2008-12-01,472.133
2008-12-02,480.904
2008-12-03,488.562
2008-12-04,479.685
2008-12-05,485.215
2008-12-08,509.142
2008-12-09,505.618
2008-12-10,518.765
2008-12-11,510.943
2008-12-12,511.498
2008-12-15,513.543
2008-12-16,530.119
2008-12-17,538.859
2008-12-18,535.198
2008-12-19,532.091
2008-12-22,522.279
2008-12-23,518.674
2008-12-24,518.482
2008-12-25,519.359
2008-12-26,523.305
2008-12-29,525.086
2008-12-30,536.004
2008-12-31,542.104
2009-01-01,542.336
2009-01-02,554.615
2009-01-05,556.478
2009-01-06,564.665
2009-01-07,558.639
2009-01-08,555.766
2009-01-09,545.864
2009-01-12,532.826
2009-01-13,526.307
2009-01-14,511.312
2009-01-15,506.819
2009-01-16,515.987
2009-01-19,512.47
2009-01-20,487.791
2009-01-21,498.98
2009-01-22,492.135
2009-01-23,488.787
2009-01-26,495.63
2009-01-27,503.742
2009-01-28,518.758
2009-01-29,504.655
2009-01-30,494.002
2009-02-02,488.309
2009-02-03,492.798
2009-02-04,496.076
2009-02-05,498.322
2009-02-06,511.966
2009-02-09,514.885
2009-02-10,498.109
2009-02-11,497.349
2009-02-12,492.813
2009-02-13,492.942
2009-02-16,489.891
2009-02-17,468.724
2009-02-18,463.272
2009-02-19,459.647
2009-02-20,449.73
2009-02-23,439.631
2009-02-24,445.098
2009-02-25,442.268
2009-02-26,441.081
2009-02-27,436.411
2009-03-02,414.94
2009-03-03,408.588
2009-03-04,419.061
2009-03-05,405.68
2009-03-06,402.384
2009-03-09,396.411
2009-03-10,416.642
2009-03-11,421.532
2009-03-12,430.747
2009-03-13,437.313
2009-03-16,442.193
2009-03-17,451.254
2009-03-18,461.764
2009-03-19,472.1
2009-03-20,462.467
2009-03-23,486.89
2009-03-24,483.073
2009-03-25,487.607
2009-03-26,498.148
2009-03-27,489.891
2009-03-30,469.734
2009-03-31,477.101
2009-04-01,486.251
2009-04-02,511.065
2009-04-03,518.475
2009-04-06,515.359
2009-04-07,504.314
2009-04-08,505.964
2009-04-09,529.542
2009-04-10,530.685
2009-04-13,534.698
2009-04-14,531.513
2009-04-15,535.501
2009-04-16,544.91
2009-04-17,549.514
2009-04-20,526.859
2009-04-21,535.104
2009-04-22,538.696
2009-04-23,543.046
2009-04-24,555.578
2009-04-27,547.349
2009-04-28,540.726
2009-04-29,556.619
2009-04-30,563.105
2009-05-01,563.983
2009-05-04,585.608
2009-05-05,587.111
2009-05-06,595.002
2009-05-07,592.636
2009-05-08,609.236
2009-05-11,601.346
2009-05-12,596.474
2009-05-13,576.52
2009-05-14,578.873
2009-05-15,580.327
2009-05-18,593.603
2009-05-19,602.401
2009-05-20,607.706
2009-05-21,599.402
2009-05-22,600.956
2009-05-25,602.538
2009-05-26,611.362
2009-05-27,609.352
2009-05-28,609.864
2009-05-29,620.261
2009-06-01,640.419
2009-06-02,644.34
2009-06-03,634.749
2009-06-04,638.049
2009-06-05,636.191
2009-06-08,628.902
2009-06-09,633.186
2009-06-10,637.746
2009-06-11,643.791
2009-06-12,642.374
2009-06-15,625.072
2009-06-16,617.706
2009-06-17,609.738
2009-06-18,611.192
2009-06-19,615.408
2009-06-22,598.295
2009-06-23,594.953
2009-06-24,605.876
2009-06-25,612.295
2009-06-26,619.737
2009-06-29,622.746
2009-06-30,620.691
2009-07-01,628.96
2009-07-02,614.182
2009-07-03,613.256
2009-07-06,607.971
2009-07-07,601.528
2009-07-08,592.319
2009-07-09,595.625
2009-07-10,593.302
2009-07-13,598.266
2009-07-14,607.673
2009-07-15,626.977
2009-07-16,632.951
2009-07-17,633.219
2009-07-20,644.655
2009-07-21,649.0
2009-07-22,651.446
2009-07-23,665.583
2009-07-24,669.659
2009-07-27,674.95
2009-07-28,673.317
2009-07-29,668.218
2009-07-30,679.444
2009-07-31,686.32
2009-08-03,703.023
2009-08-04,706.618
2009-08-05,706.335
2009-08-06,704.415
2009-08-07,710.621
2009-08-10,710.238
2009-08-11,702.098
2009-08-12,708.66
2009-08-13,719.515
2009-08-14,715.669
2009-08-17,691.76
2009-08-18,699.648
2009-08-19,702.067
2009-08-20,712.466
2009-08-21,724.347
2009-08-24,731.636
2009-08-25,734.759
2009-08-26,732.777
2009-08-27,732.107
2009-08-28,740.077
2009-08-31,732.012
2009-09-01,718.327
2009-09-02,709.508
2009-09-03,717.319
2009-09-04,725.083
2009-09-07,732.74
2009-09-08,743.222
2009-09-09,750.817
2009-09-10,757.546
2009-09-11,761.971
2009-09-14,761.839
2009-09-15,767.744
2009-09-16,783.214
2009-09-17,783.906
2009-09-18,781.882
2009-09-21,774.405
2009-09-22,784.308
2009-09-23,778.509
2009-09-24,766.72
2009-09-25,762.927
2009-09-28,772.06
2009-09-29,772.116
2009-09-30,773.244
2009-10-01,755.608
2009-10-02,745.163
2009-10-05,755.002
2009-10-06,770.214
2009-10-07,772.675
2009-10-08,784.583
2009-10-09,787.465
2009-10-12,791.373
2009-10-13,789.193
2009-10-14,803.407
2009-10-15,805.639
2009-10-16,797.386
2009-10-19,805.979
2009-10-20,802.089
2009-10-21,797.604
2009-10-22,797.945
2009-10-23,790.927
2009-10-26,780.563
2009-10-27,767.954
2009-10-28,744.426
2009-10-29,758.381
2009-10-30,745.785
2009-11-02,744.757
2009-11-03,744.096
2009-11-04,751.392
2009-11-05,760.92
2009-11-06,763.031
2009-11-09,780.554
2009-11-10,777.978
2009-11-11,783.85
2009-11-12,775.058
2009-11-13,779.958
2009-11-16,793.141
2009-11-17,787.648
2009-11-18,789.234
2009-11-19,773.877
2009-11-20,770.069
2009-11-23,781.31
2009-11-24,776.283
2009-11-25,780.935
2009-11-26,771.012
2009-11-27,760.765
2009-11-30,765.82
2009-12-01,781.537
2009-12-02,785.905
2009-12-03,784.083
2009-12-04,785.497
2009-12-07,784.707
2009-12-08,777.406
2009-12-09,773.586
2009-12-10,774.913
2009-12-11,778.736
2009-12-14,787.029
2009-12-15,782.528
2009-12-16,787.759
2009-12-17,776.922
2009-12-18,776.329
2009-12-21,781.997
2009-12-22,785.638
2009-12-23,791.703
2009-12-24,795.894
2009-12-25,795.844
2009-12-28,798.876
2009-12-29,800.844
2009-12-30,797.836
2009-12-31,796.118
2010-01-01,796.118
2010-01-04,810.405
2010-01-05,814.626
2010-01-06,817.201
2010-01-07,819.143
2010-01-08,823.246
2010-01-11,830.119
2010-01-12,823.529
2010-01-13,826.402
2010-01-14,831.085
2010-01-15,825.252
2010-01-18,826.402
2010-01-19,829.931
2010-01-20,819.682
2010-01-21,809.035
2010-01-22,797.015
2010-01-25,796.701
2010-01-26,789.403
2010-01-27,787.054
2010-01-28,783.108
2010-01-29,776.209
2010-02-01,781.737
2010-02-02,792.309
2010-02-03,790.15
2010-02-04,770.329
2010-02-05,761.79
2010-02-08,756.718
2010-02-09,762.402
2010-02-10,764.371
2010-02-11,770.363
2010-02-12,771.914
2010-02-15,771.783
2010-02-16,782.063
2010-02-17,789.01
2010-02-18,792.165
2010-02-19,788.9
2010-02-22,794.876
2010-02-23,788.356
2010-02-24,790.26
2010-02-25,785.552
2010-02-26,791.103
2010-03-01,798.44
2010-03-02,806.149
2010-03-03,811.668
2010-03-04,811.484
2010-03-05,821.836
2010-03-08,826.436
2010-03-09,825.933
2010-03-10,831.366
2010-03-11,833.049
2010-03-12,836.772
2010-03-15,833.024
2010-03-16,841.296
2010-03-17,849.615
2010-03-18,845.438
2010-03-19,840.069
2010-03-22,843.021
2010-03-23,848.22
2010-03-24,841.945
2010-03-25,840.99
2010-03-26,843.697
2010-03-29,850.149
2010-03-30,851.918
2010-03-31,850.862
2010-04-01,859.788
2010-04-02,860.117
2010-04-05,867.7
2010-04-06,871.704
2010-04-07,870.114
2010-04-08,868.007
2010-04-09,875.409
2010-04-12,879.367
2010-04-13,877.062
2010-04-14,887.909
2010-04-15,888.802
2010-04-16,877.12
2010-04-19,869.388
2010-04-20,880.092
2010-04-21,884.586
2010-04-22,884.917
2010-04-23,891.906
2010-04-26,894.41
2010-04-27,875.89
2010-04-28,867.826
2010-04-29,881.108
2010-04-30,874.495
2010-05-03,878.77
2010-05-04,856.392
2010-05-05,842.264
2010-05-06,818.647
2010-05-07,796.671
2010-05-10,836.85
2010-05-11,833.362
2010-05-12,847.308
2010-05-13,845.463
2010-05-14,826.938
2010-05-17,818.18
2010-05-18,812.237
2010-05-19,798.126
2010-05-20,771.096
2010-05-21,777.488
2010-05-24,771.694
2010-05-25,756.905
2010-05-26,764.627
2010-05-27,789.949
2010-05-28,789.498
2010-05-31,790.883
2010-06-01,778.244
2010-06-02,786.022
2010-06-03,795.168
2010-06-04,771.687
2010-06-07,754.783
2010-06-08,756.945
2010-06-09,761.478
2010-06-10,780.738
2010-06-11,786.531
2010-06-14,797.009
2010-06-15,809.649
2010-06-16,809.528
2010-06-17,810.29
2010-06-18,813.236
2010-06-21,816.893
2010-06-22,805.821
2010-06-23,800.038
2010-06-24,791.512
2010-06-25,793.632
2010-06-28,794.459
2010-06-29,769.668
2010-06-30,763.638
2010-07-01,758.888
2010-07-02,758.342
2010-07-05,757.251
2010-07-06,765.18
2010-07-07,779.401
2010-07-08,789.662
2010-07-09,796.694
2010-07-12,793.536
2010-07-13,807.577
2010-07-14,808.73
2010-07-15,807.797
2010-07-16,791.461
2010-07-19,791.827
2010-07-20,796.533
2010-07-21,793.697
2010-07-22,810.678
2010-07-23,818.983
2010-07-26,830.916
2010-07-27,831.527
2010-07-28,827.829
2010-07-29,828.628
2010-07-30,826.179
2010-08-02,843.599
2010-08-03,841.835
2010-08-04,842.363
2010-08-05,842.085
2010-08-06,841.686
2010-08-09,846.951
2010-08-10,834.411
2010-08-11,810.173
2010-08-12,803.325
2010-08-13,803.046
2010-08-16,805.762
2010-08-17,816.348
2010-08-18,818.591
2010-08-19,809.576
2010-08-20,800.62
2010-08-23,799.237
2010-08-24,790.612
