Date,ACWI SMID VALUE SMID (Small+Mid Cap)
2002-01-17,354.118
2002-01-18,354.119
2002-01-21,354.935
2002-01-22,353.178
2002-01-23,355.117
2002-01-24,356.251
2002-01-25,355.984
2002-01-28,357.311
2002-01-29,354.144
2002-01-30,354.6
2002-01-31,357.274
2002-02-01,356.506
2002-02-04,353.736
2002-02-05,351.913
2002-02-06,350.636
2002-02-07,349.913
2002-02-08,352.611
2002-02-11,355.819
2002-02-12,357.092
2002-02-13,359.307
2002-02-14,359.955
2002-02-15,359.986
2002-02-18,359.91
2002-02-19,355.913
2002-02-20,356.845
2002-02-21,356.798
2002-02-22,358.487
2002-02-25,359.528
2002-02-26,360.877
2002-02-27,363.432
2002-02-28,363.697
2002-03-01,367.575
2002-03-04,375.127
2002-03-05,374.65
2002-03-06,378.584
2002-03-07,381.703
2002-03-08,382.278
2002-03-11,383.836
2002-03-12,381.75
2002-03-13,380.345
2002-03-14,382.255
2002-03-15,384.535
2002-03-18,385.075
2002-03-19,387.094
2002-03-20,385.607
2002-03-21,385.871
2002-03-22,384.803
2002-03-25,382.049
2002-03-26,383.429
2002-03-27,386.161
2002-03-28,386.939
2002-03-29,386.167
2002-04-01,385.751
2002-04-02,385.721
2002-04-03,384.904
2002-04-04,386.084
2002-04-05,387.361
2002-04-08,388.126
2002-04-09,388.14
2002-04-10,392.552
2002-04-11,390.303
2002-04-12,391.552
2002-04-15,391.266
2002-04-16,394.988
2002-04-17,396.663
2002-04-18,397.238
2002-04-19,397.808
2002-04-22,396.408
2002-04-23,396.367
2002-04-24,395.979
2002-04-25,396.166
2002-04-26,394.581
2002-04-29,393.215
2002-04-30,395.344
2002-05-01,397.169
2002-05-02,398.447
2002-05-03,399.837
2002-05-06,396.736
2002-05-07,394.469
2002-05-08,397.692
2002-05-09,395.906
2002-05-10,394.11
2002-05-13,395.311
2002-05-14,397.258
2002-05-15,399.025
2002-05-16,399.07
2002-05-17,401.81
2002-05-20,400.406
2002-05-21,398.669
2002-05-22,399.775
2002-05-23,401.225
2002-05-24,401.098
2002-05-27,401.124
2002-05-28,400.83
2002-05-29,399.559
2002-05-30,399.429
2002-05-31,399.858
2002-06-03,395.746
2002-06-04,393.707
2002-06-05,393.595
2002-06-06,390.32
2002-06-07,390.312
2002-06-10,390.47
2002-06-11,387.898
2002-06-12,387.016
2002-06-13,383.641
2002-06-14,380.613
2002-06-17,385.634
2002-06-18,386.431
2002-06-19,382.846
2002-06-20,381.199
2002-06-21,380.576
2002-06-24,378.83
2002-06-25,376.519
2002-06-26,373.842
2002-06-27,376.566
2002-06-28,381.861
2002-07-01,378.446
2002-07-02,371.691
2002-07-03,368.265
2002-07-04,368.632
2002-07-05,375.971
2002-07-08,375.534
2002-07-09,373.153
2002-07-10,365.584
2002-07-11,361.6
2002-07-12,360.042
2002-07-15,356.446
2002-07-16,352.968
2002-07-17,353.624
2002-07-18,351.049
2002-07-19,343.528
2002-07-22,334.378
2002-07-23,325.14
2002-07-24,330.29
2002-07-25,334.173
2002-07-26,332.78
2002-07-29,343.9
2002-07-30,346.723
2002-07-31,347.013
2002-08-01,341.826
2002-08-02,336.587
2002-08-05,329.335
2002-08-06,331.983
2002-08-07,335.435
2002-08-08,340.565
2002-08-09,343.132
2002-08-12,342.678
2002-08-13,339.221
2002-08-14,345.24
2002-08-15,347.738
2002-08-16,348.108
2002-08-19,350.49
2002-08-20,348.588
2002-08-21,352.698
2002-08-22,356.118
2002-08-23,352.248
2002-08-26,355.494
2002-08-27,354.747
2002-08-28,349.935
2002-08-29,348.701
2002-08-30,349.087
2002-09-02,348.47
2002-09-03,341.32
2002-09-04,342.64
2002-09-05,339.415
2002-09-06,342.282
2002-09-09,342.62
2002-09-10,343.372
2002-09-11,344.073
2002-09-12,339.418
2002-09-13,338.949
2002-09-16,336.466
2002-09-17,333.324
2002-09-18,330.465
2002-09-19,325.935
2002-09-20,325.688
2002-09-23,320.445
2002-09-24,314.937
2002-09-25,318.563
2002-09-26,324.487
2002-09-27,320.431
2002-09-30,317.974
2002-10-01,321.193
2002-10-02,316.131
2002-10-03,313.288
2002-10-04,308.122
2002-10-07,300.888
2002-10-08,301.356
2002-10-09,293.364
2002-10-10,299.848
2002-10-11,308.239
2002-10-14,308.153
2002-10-15,318.723
2002-10-16,313.996
2002-10-17,320.138
2002-10-18,320.66
2002-10-21,324.946
2002-10-22,320.807
2002-10-23,322.15
2002-10-24,321.054
2002-10-25,323.688
2002-10-28,323.669
2002-10-29,320.639
2002-10-30,323.212
2002-10-31,324.905
2002-11-01,328.159
2002-11-04,331.267
2002-11-05,332.477
2002-11-06,334.737
2002-11-07,331.04
2002-11-08,328.541
2002-11-11,323.535
2002-11-12,325.398
2002-11-13,323.806
2002-11-14,327.662
2002-11-15,329.857
2002-11-18,328.508
2002-11-19,326.617
2002-11-20,329.277
2002-11-21,335.696
2002-11-22,337.139
2002-11-25,338.06
2002-11-26,334.154
2002-11-27,339.429
2002-11-28,341.43
2002-11-29,341.999
2002-12-02,341.855
2002-12-03,338.579
2002-12-04,336.463
2002-12-05,334.562
2002-12-06,335.301
2002-12-09,331.256
2002-12-10,333.925
2002-12-11,334.877
2002-12-12,334.968
2002-12-13,333.126
2002-12-16,336.707
2002-12-17,335.915
2002-12-18,332.206
2002-12-19,331.613
2002-12-20,334.273
2002-12-23,334.333
2002-12-24,333.985
2002-12-25,333.928
2002-12-26,335.229
2002-12-27,332.593
2002-12-30,334.425
2002-12-31,335.98
2003-01-01,335.973
2003-01-02,341.553
2003-01-03,342.062
2003-01-06,347.669
2003-01-07,343.987
2003-01-08,340.413
2003-01-09,344.325
2003-01-10,345.166
2003-01-13,345.504
2003-01-14,347.036
2003-01-15,345.278
2003-01-16,345.125
2003-01-17,342.766
2003-01-20,342.237
2003-01-21,338.956
2003-01-22,336.131
2003-01-23,338.431
2003-01-24,334.364
2003-01-27,327.815
2003-01-28,329.189
2003-01-29,328.758
2003-01-30,326.5
2003-01-31,328.697
2003-02-03,330.471
2003-02-04,328.893
2003-02-05,328.454
2003-02-06,325.939
2003-02-07,323.1
2003-02-10,323.333
2003-02-11,322.252
2003-02-12,319.741
2003-02-13,319.585
2003-02-14,321.702
2003-02-17,323.251
2003-02-18,326.504
2003-02-19,324.924
2003-02-20,324.212
2003-02-21,326.324
2003-02-24,323.249
2003-02-25,321.138
2003-02-26,319.459
2003-02-27,321.024
2003-02-28,322.596
2003-03-03,323.266
2003-03-04,320.125
2003-03-05,320.463
2003-03-06,318.606
2003-03-07,317.489
2003-03-10,312.308
2003-03-11,309.692
2003-03-12,307.578
2003-03-13,313.149
2003-03-14,314.032
2003-03-17,319.1
2003-03-18,321.293
2003-03-19,322.287
2003-03-20,324.381
2003-03-21,329.226
2003-03-24,323.629
2003-03-25,325.553
2003-03-26,325.0
2003-03-27,324.807
2003-03-28,324.254
2003-03-31,321.269
2003-04-01,323.634
2003-04-02,328.083
2003-04-03,327.026
2003-04-04,327.985
2003-04-07,331.297
2003-04-08,329.629
2003-04-09,328.423
2003-04-10,330.11
2003-04-11,329.346
2003-04-14,332.883
2003-04-15,335.972
2003-04-16,335.409
2003-04-17,338.616
2003-04-18,338.821
2003-04-21,339.035
2003-04-22,343.365
2003-04-23,345.74
2003-04-24,344.332
2003-04-25,340.787
2003-04-28,344.763
2003-04-29,346.235
2003-04-30,349.252
2003-05-01,349.968
2003-05-02,353.206
2003-05-05,355.34
2003-05-06,359.415
2003-05-07,359.222
2003-05-08,357.106
2003-05-09,360.76
2003-05-12,364.154
2003-05-13,364.47
2003-05-14,365.289
2003-05-15,366.689
2003-05-16,368.065
2003-05-19,362.665
2003-05-20,362.904
2003-05-21,363.372
2003-05-22,366.056
2003-05-23,369.328
2003-05-26,370.113
2003-05-27,372.853
2003-05-28,373.587
2003-05-29,374.309
2003-05-30,378.58
2003-06-02,381.849
2003-06-03,381.024
2003-06-04,385.199
2003-06-05,389.199
2003-06-06,389.7
2003-06-09,386.14
2003-06-10,387.449
2003-06-11,392.214
2003-06-12,393.327
2003-06-13,390.796
2003-06-16,395.92
2003-06-17,396.811
2003-06-18,394.988
2003-06-19,391.433
2003-06-20,391.39
2003-06-23,386.77
2003-06-24,385.352
2003-06-25,386.85
2003-06-26,386.927
2003-06-27,386.958
2003-06-30,386.538
2003-07-01,388.42
2003-07-02,393.411
2003-07-03,393.438
2003-07-04,393.288
2003-07-07,397.88
2003-07-08,398.803
2003-07-09,398.653
2003-07-10,395.218
2003-07-11,396.592
2003-07-14,400.104
2003-07-15,397.833
2003-07-16,395.635
2003-07-17,390.968
2003-07-18,393.658
2003-07-21,391.901
2003-07-22,393.813
2003-07-23,395.367
2003-07-24,397.06
2003-07-25,399.974
2003-07-28,401.298
2003-07-29,400.563
2003-07-30,399.492
2003-07-31,399.722
2003-08-01,398.245
2003-08-04,397.379
2003-08-05,394.411
2003-08-06,393.159
2003-08-07,394.953
2003-08-08,395.756
2003-08-11,397.298
2003-08-12,400.24
2003-08-13,401.271
2003-08-14,404.009
2003-08-15,404.447
2003-08-18,407.401
2003-08-19,409.444
2003-08-20,411.545
2003-08-21,413.766
2003-08-22,410.392
2003-08-25,409.809
2003-08-26,409.301
2003-08-27,410.26
2003-08-28,412.167
2003-08-29,415.186
2003-09-01,417.394
2003-09-02,420.258
2003-09-03,422.877
2003-09-04,422.794
2003-09-05,422.203
2003-09-08,425.393
2003-09-09,424.17
2003-09-10,419.197
2003-09-11,420.172
2003-09-12,422.525
2003-09-15,422.407
2003-09-16,425.809
2003-09-17,426.248
2003-09-18,430.184
2003-09-19,431.91
2003-09-22,429.233
2003-09-23,430.874
2003-09-24,427.699
2003-09-25,423.618
2003-09-26,420.368
2003-09-29,423.018
2003-09-30,421.535
2003-10-01,428.821
2003-10-02,432.208
2003-10-03,436.856
2003-10-06,439.121
2003-10-07,440.91
2003-10-08,440.478
2003-10-09,443.005
2003-10-10,444.487
2003-10-13,447.257
2003-10-14,448.691
2003-10-15,448.432
2003-10-16,450.364
2003-10-17,447.033
2003-10-20,447.756
2003-10-21,448.292
2003-10-22,444.063
2003-10-23,440.266
2003-10-24,440.279
2003-10-27,443.985
2003-10-28,447.378
2003-10-29,450.306
2003-10-30,451.999
2003-10-31,450.984
2003-11-03,453.311
2003-11-04,455.031
2003-11-05,454.767
2003-11-06,454.741
2003-11-07,456.694
2003-11-10,454.522
2003-11-11,451.226
2003-11-12,455.591
2003-11-13,458.071
2003-11-14,456.726
2003-11-17,450.214
2003-11-18,449.35
2003-11-19,449.113
2003-11-20,447.707
2003-11-21,449.234
2003-11-24,452.833
2003-11-25,456.349
2003-11-26,460.104
2003-11-27,460.341
2003-11-28,460.858
2003-12-01,466.741
2003-12-02,468.137
2003-12-03,468.127
2003-12-04,468.232
2003-12-05,467.312
2003-12-08,469.521
2003-12-09,468.32
2003-12-10,465.247
2003-12-11,468.122
2003-12-12,471.398
2003-12-15,470.151
2003-12-16,470.424
2003-12-17,470.718
2003-12-18,474.437
2003-12-19,474.764
2003-12-22,477.029
2003-12-23,478.904
2003-12-24,479.494
2003-12-25,479.495
2003-12-26,480.563
2003-12-29,484.877
2003-12-30,487.562
2003-12-31,487.336
2004-01-01,487.357
2004-01-02,488.658
2004-01-05,494.376
2004-01-06,495.172
2004-01-07,495.193
2004-01-08,497.893
2004-01-09,498.694
2004-01-12,499.663
2004-01-13,499.46
2004-01-14,501.764
2004-01-15,500.3
2004-01-16,500.93
2004-01-19,501.279
2004-01-20,505.132
2004-01-21,507.911
2004-01-22,508.414
2004-01-23,508.753
2004-01-26,508.94
2004-01-27,508.399
2004-01-28,504.172
2004-01-29,499.265
2004-01-30,500.781
2004-02-02,502.282
2004-02-03,503.07
2004-02-04,497.57
2004-02-05,499.537
2004-02-06,506.431
2004-02-09,508.687
2004-02-10,511.417
2004-02-11,514.551
2004-02-12,516.61
2004-02-13,515.466
2004-02-16,516.341
2004-02-17,520.878
2004-02-18,520.071
2004-02-19,517.418
2004-02-20,513.431
2004-02-23,512.728
2004-02-24,512.297
2004-02-25,513.408
2004-02-26,513.647
2004-02-27,517.244
2004-03-01,524.269
2004-03-02,522.269
2004-03-03,520.294
2004-03-04,522.689
2004-03-05,527.239
2004-03-08,524.93
2004-03-09,522.741
2004-03-10,514.383
2004-03-11,507.147
2004-03-12,510.702
2004-03-15,505.823
2004-03-16,509.153
2004-03-17,515.477
2004-03-18,517.196
2004-03-19,515.333
2004-03-22,508.974
2004-03-23,508.949
2004-03-24,507.27
2004-03-25,512.835
2004-03-26,513.472
2004-03-29,519.59
2004-03-30,522.15
2004-03-31,526.651
2004-04-01,531.132
2004-04-02,531.666
2004-04-05,530.864
2004-04-06,529.453
2004-04-07,530.721
2004-04-08,529.16
2004-04-09,528.362
2004-04-12,528.681
2004-04-13,522.64
2004-04-14,516.932
2004-04-15,515.953
2004-04-16,520.97
2004-04-19,520.557
2004-04-20,517.047
2004-04-21,516.145
2004-04-22,521.171
2004-04-23,520.986
2004-04-26,521.415
2004-04-27,521.8
2004-04-28,515.283
2004-04-29,509.561
2004-04-30,506.134
2004-05-03,508.238
2004-05-04,511.939
2004-05-05,513.524
2004-05-06,507.103
2004-05-07,496.19
2004-05-10,481.677
2004-05-11,485.806
2004-05-12,488.664
2004-05-13,486.893
2004-05-14,486.205
2004-05-17,479.803
2004-05-18,484.166
2004-05-19,489.762
2004-05-20,488.456
2004-05-21,493.408
2004-05-24,496.227
2004-05-25,501.964
2004-05-26,505.597
2004-05-27,509.857
2004-05-28,512.033
2004-05-31,511.993
2004-06-01,512.28
2004-06-02,513.887
2004-06-03,508.772
2004-06-04,511.948
2004-06-07,520.409
2004-06-08,520.384
2004-06-09,516.105
2004-06-10,517.661
2004-06-11,515.803
2004-06-14,510.286
2004-06-15,514.2
2004-06-16,516.145
2004-06-17,518.107
2004-06-18,519.534
2004-06-21,520.811
2004-06-22,521.195
2004-06-23,524.895
2004-06-24,527.059
2004-06-25,528.028
2004-06-28,529.613
2004-06-29,528.667
2004-06-30,532.062
2004-07-01,529.731
2004-07-02,530.095
2004-07-05,528.248
2004-07-06,525.122
2004-07-07,527.026
2004-07-08,523.177
2004-07-09,525.335
2004-07-12,526.519
2004-07-13,525.717
2004-07-14,524.678
2004-07-15,524.161
2004-07-16,525.903
2004-07-19,526.354
2004-07-20,526.818
2004-07-21,521.336
2004-07-22,518.133
2004-07-23,513.711
2004-07-26,510.991
2004-07-27,512.031
2004-07-28,512.74
2004-07-29,515.719
2004-07-30,517.702
2004-08-02,519.092
2004-08-03,517.678
2004-08-04,515.317
2004-08-05,511.348
2004-08-06,507.925
2004-08-09,506.288
2004-08-10,511.39
2004-08-11,509.098
2004-08-12,505.787
2004-08-13,506.043
2004-08-16,510.689
2004-08-17,511.977
2004-08-18,515.884
2004-08-19,516.85
2004-08-20,519.851
2004-08-23,518.836
2004-08-24,518.847
2004-08-25,521.095
2004-08-26,522.609
2004-08-27,524.115
2004-08-30,522.005
2004-08-31,524.413
2004-09-01,527.343
2004-09-02,530.85
2004-09-03,528.687
2004-09-06,530.671
2004-09-07,534.046
2004-09-08,532.648
2004-09-09,532.564
2004-09-10,535.143
2004-09-13,536.435
2004-09-14,536.62
2004-09-15,532.695
2004-09-16,536.313
2004-09-17,536.64
2004-09-20,535.125
2004-09-21,538.973
2004-09-22,534.79
2004-09-23,533.953
2004-09-24,534.273
2004-09-27,531.797
2004-09-28,534.63
2004-09-29,537.266
2004-09-30,541.667
2004-10-01,548.146
2004-10-04,549.873
2004-10-05,550.355
2004-10-06,552.745
2004-10-07,549.233
2004-10-08,550.205
2004-10-11,550.432
2004-10-12,547.221
2004-10-13,542.884
2004-10-14,541.008
2004-10-15,544.01
2004-10-18,544.117
2004-10-19,543.506
2004-10-20,543.42
2004-10-21,546.336
2004-10-22,545.009
2004-10-25,545.732
2004-10-26,549.78
2004-10-27,554.102
2004-10-28,554.654
2004-10-29,555.359
2004-11-01,557.023
2004-11-02,557.908
2004-11-03,564.397
2004-11-04,570.52
2004-11-05,572.739
2004-11-08,572.329
2004-11-09,573.22
2004-11-10,574.75
2004-11-11,577.913
2004-11-12,583.792
2004-11-15,585.058
2004-11-16,583.083
2004-11-17,587.071
2004-11-18,586.474
2004-11-19,584.863
2004-11-22,586.134
2004-11-23,588.701
2004-11-24,593.412
2004-11-25,595.922
2004-11-26,596.8
2004-11-29,597.625
2004-11-30,596.855
2004-12-01,601.62
2004-12-02,601.233
2004-12-03,603.791
2004-12-06,603.121
2004-12-07,597.824
2004-12-08,594.808
2004-12-09,593.675
2004-12-10,593.828
2004-12-13,598.955
2004-12-14,601.386
2004-12-15,607.991
2004-12-16,605.097
2004-12-17,605.281
2004-12-20,607.816
2004-12-21,610.853
2004-12-22,612.964
2004-12-23,614.538
2004-12-24,616.315
2004-12-27,615.766
2004-12-28,619.23
2004-12-29,619.381
2004-12-30,622.442
2004-12-31,623.013
2005-01-03,617.047
2005-01-04,609.903
2005-01-05,603.357
2005-01-06,603.313
2005-01-07,602.014
2005-01-10,604.452
2005-01-11,603.658
2005-01-12,606.602
2005-01-13,605.754
2005-01-14,608.163
2005-01-17,609.739
2005-01-18,611.804
2005-01-19,610.879
2005-01-20,605.966
2005-01-21,605.775
2005-01-24,604.636
2005-01-25,603.42
2005-01-26,609.44
2005-01-27,609.724
2005-01-28,608.203
2005-01-31,615.132
2005-02-01,617.601
2005-02-02,621.822
2005-02-03,620.427
2005-02-04,626.326
2005-02-07,625.303
2005-02-08,624.506
2005-02-09,621.719
2005-02-10,624.315
2005-02-11,628.146
2005-02-14,631.448
2005-02-15,632.821
2005-02-16,632.671
2005-02-17,632.113
2005-02-18,632.454
2005-02-21,632.143
2005-02-22,627.272
2005-02-23,626.226
2005-02-24,630.123
2005-02-25,637.512
2005-02-28,639.005
2005-03-01,641.456
2005-03-02,639.628
2005-03-03,640.993
2005-03-04,648.946
2005-03-07,649.622
2005-03-08,649.424
2005-03-09,645.499
2005-03-10,644.018
2005-03-11,645.387
2005-03-14,645.491
2005-03-15,643.26
2005-03-16,640.797
2005-03-17,640.586
2005-03-18,638.648
2005-03-21,635.682
2005-03-22,633.373
2005-03-23,625.544
2005-03-24,625.936
2005-03-25,626.351
2005-03-28,624.597
2005-03-29,618.542
2005-03-30,623.063
2005-03-31,627.994
2005-04-01,628.654
2005-04-04,625.012
2005-04-05,626.854
2005-04-06,629.016
2005-04-07,631.712
2005-04-08,628.446
2005-04-11,629.053
2005-04-12,629.349
2005-04-13,626.273
2005-04-14,616.649
2005-04-15,608.245
2005-04-18,604.847
2005-04-19,612.754
2005-04-20,608.956
2005-04-21,613.357
2005-04-22,614.341
2005-04-25,617.641
2005-04-26,612.949
2005-04-27,610.29
2005-04-28,604.771
2005-04-29,609.135
2005-05-02,611.028
2005-05-03,610.555
2005-05-04,617.352
2005-05-05,618.252
2005-05-06,619.085
2005-05-09,621.078
2005-05-10,617.564
2005-05-11,617.351
2005-05-12,610.614
2005-05-13,605.812
2005-05-16,607.641
2005-05-17,609.57
2005-05-18,616.013
2005-05-19,619.342
2005-05-20,618.032
2005-05-23,621.823
2005-05-24,621.308
2005-05-25,617.989
2005-05-26,620.877
2005-05-27,623.744
2005-05-30,624.819
2005-05-31,624.397
2005-06-01,628.124
2005-06-02,629.142
2005-06-03,628.798
2005-06-06,630.419
2005-06-07,631.904
2005-06-08,632.798
2005-06-09,631.172
2005-06-10,632.275
2005-06-13,632.742
2005-06-14,635.665
2005-06-15,638.343
2005-06-16,641.987
2005-06-17,646.526
2005-06-20,644.037
2005-06-21,643.877
2005-06-22,645.195
2005-06-23,641.862
2005-06-24,638.014
2005-06-27,636.559
2005-06-28,641.312
2005-06-29,641.907
2005-06-30,640.881
2005-07-01,642.023
2005-07-04,641.364
2005-07-05,643.555
2005-07-06,642.985
2005-07-07,641.034
2005-07-08,647.258
2005-07-11,654.774
2005-07-12,657.832
2005-07-13,655.815
2005-07-14,655.278
2005-07-15,654.224
2005-07-18,654.099
2005-07-19,656.668
2005-07-20,660.332
2005-07-21,660.952
2005-07-22,664.506
2005-07-25,661.94
2005-07-26,661.958
2005-07-27,664.333
2005-07-28,669.23
2005-07-29,669.396
2005-08-01,671.622
2005-08-02,676.525
2005-08-03,678.193
2005-08-04,673.687
2005-08-05,665.82
2005-08-08,664.254
2005-08-09,666.467
2005-08-10,671.356
2005-08-11,675.742
2005-08-12,674.283
2005-08-15,675.079
2005-08-16,670.818
2005-08-17,669.157
2005-08-18,664.04
2005-08-19,664.694
2005-08-22,670.479
2005-08-23,668.727
2005-08-24,667.136
2005-08-25,668.557
2005-08-26,666.333
2005-08-29,665.525
2005-08-30,663.789
2005-08-31,672.25
2005-09-01,679.471
2005-09-02,680.359
2005-09-05,681.405
2005-09-06,685.513
2005-09-07,686.596
2005-09-08,683.663
2005-09-09,689.479
2005-09-12,689.473
2005-09-13,685.295
2005-09-14,685.7
2005-09-15,684.969
2005-09-16,687.33
2005-09-19,684.63
2005-09-20,683.741
2005-09-21,678.96
2005-09-22,676.939
2005-09-23,676.859
2005-09-26,680.776
2005-09-27,679.016
2005-09-28,680.968
2005-09-29,687.413
2005-09-30,690.241
2005-10-03,689.357
2005-10-04,686.28
2005-10-05,675.298
2005-10-06,669.033
2005-10-07,670.058
2005-10-10,666.108
2005-10-11,664.991
2005-10-12,660.384
2005-10-13,654.268
2005-10-14,659.735
2005-10-17,659.916
2005-10-18,652.902
2005-10-19,653.122
2005-10-20,649.813
2005-10-21,651.255
2005-10-24,659.665
2005-10-25,661.576
2005-10-26,660.448
2005-10-27,654.931
2005-10-28,659.397
2005-10-31,668.096
2005-11-01,668.954
2005-11-02,676.113
2005-11-03,677.502
2005-11-04,674.503
2005-11-07,676.059
2005-11-08,673.359
