Date,FRANCE GROWTH Standard (Large+Mid Cap)
2002-09-12,1521.361
2002-09-13,1492.544
2002-09-16,1481.319
2002-09-17,1464.401
2002-09-18,1438.87
2002-09-19,1417.589
2002-09-20,1402.017
2002-09-23,1381.249
2002-09-24,1359.011
2002-09-25,1374.54
2002-09-26,1457.365
2002-09-27,1456.382
2002-09-30,1410.528
2002-10-01,1444.969
2002-10-02,1500.792
2002-10-03,1471.579
2002-10-04,1424.813
2002-10-07,1417.456
2002-10-08,1391.041
2002-10-09,1391.367
2002-10-10,1427.355
2002-10-11,1478.771
2002-10-14,1476.57
2002-10-15,1539.956
2002-10-16,1511.797
2002-10-17,1537.831
2002-10-18,1521.909
2002-10-21,1525.275
2002-10-22,1523.348
2002-10-23,1468.109
2002-10-24,1501.023
2002-10-25,1498.488
2002-10-28,1517.375
2002-10-29,1454.734
2002-10-30,1502.931
2002-10-31,1546.635
2002-11-01,1541.064
2002-11-04,1571.008
2002-11-05,1579.474
2002-11-06,1553.601
2002-11-07,1533.098
2002-11-08,1522.83
2002-11-11,1523.89
2002-11-12,1529.078
2002-11-13,1511.106
2002-11-14,1549.241
2002-11-15,1554.846
2002-11-18,1575.392
2002-11-19,1574.831
2002-11-20,1545.261
2002-11-21,1581.93
2002-11-22,1553.684
2002-11-25,1529.296
2002-11-26,1498.622
2002-11-27,1539.641
2002-11-28,1544.895
2002-11-29,1534.769
2002-12-02,1501.675
2002-12-03,1482.525
2002-12-04,1495.672
2002-12-05,1476.72
2002-12-06,1500.273
2002-12-09,1478.827
2002-12-10,1496.136
2002-12-11,1509.43
2002-12-12,1498.187
2002-12-13,1483.994
2002-12-16,1510.871
2002-12-17,1517.366
2002-12-18,1498.942
2002-12-19,1496.423
2002-12-20,1512.527
2002-12-23,1531.189
2002-12-24,1538.322
2002-12-25,1538.322
2002-12-26,1542.202
2002-12-27,1516.954
2002-12-30,1544.261
2002-12-31,1569.168
2003-01-01,1569.168
2003-01-02,1596.249
2003-01-03,1586.549
2003-01-06,1608.837
2003-01-07,1572.15
2003-01-08,1528.833
2003-01-09,1563.202
2003-01-10,1556.899
2003-01-13,1545.633
2003-01-14,1547.563
2003-01-15,1526.967
2003-01-16,1523.244
2003-01-17,1507.043
2003-01-20,1487.7
2003-01-21,1474.997
2003-01-22,1445.092
2003-01-23,1432.776
2003-01-24,1426.225
2003-01-27,1373.686
2003-01-28,1383.232
2003-01-29,1433.942
2003-01-30,1446.57
2003-01-31,1454.783
2003-02-03,1457.605
2003-02-04,1435.443
2003-02-05,1426.708
2003-02-06,1399.709
2003-02-07,1376.258
2003-02-10,1361.686
2003-02-11,1382.573
2003-02-12,1347.584
2003-02-13,1349.663
2003-02-14,1378.403
2003-02-17,1396.403
2003-02-18,1432.767
2003-02-19,1404.007
2003-02-20,1395.411
2003-02-21,1422.266
2003-02-24,1413.699
2003-02-25,1374.799
2003-02-26,1371.676
2003-02-27,1378.8
2003-02-28,1396.039
2003-03-03,1420.245
2003-03-04,1398.27
2003-03-05,1392.913
2003-03-06,1392.116
2003-03-07,1364.593
2003-03-10,1343.329
2003-03-11,1333.333
2003-03-12,1271.073
2003-03-13,1329.905
2003-03-14,1381.285
2003-03-17,1424.779
2003-03-18,1386.786
2003-03-19,1406.228
2003-03-20,1397.107
2003-03-21,1429.652
2003-03-24,1367.138
2003-03-25,1416.823
2003-03-26,1403.64
2003-03-27,1374.872
2003-03-28,1387.663
2003-03-31,1353.341
2003-04-01,1372.507
2003-04-02,1404.826
2003-04-03,1419.811
2003-04-04,1444.793
2003-04-07,1462.136
2003-04-08,1452.114
2003-04-09,1460.029
2003-04-10,1435.834
2003-04-11,1442.352
2003-04-14,1460.181
2003-04-15,1477.026
2003-04-16,1463.593
2003-04-17,1475.921
2003-04-18,1475.921
2003-04-21,1469.559
2003-04-22,1485.836
2003-04-23,1492.944
2003-04-24,1475.617
2003-04-25,1458.636
2003-04-28,1496.374
2003-04-29,1483.125
2003-04-30,1510.995
2003-05-01,1524.873
2003-05-02,1542.448
2003-05-05,1563.673
2003-05-06,1600.428
2003-05-07,1592.385
2003-05-08,1566.706
2003-05-09,1591.163
2003-05-12,1594.102
2003-05-13,1588.265
2003-05-14,1580.33
2003-05-15,1601.709
2003-05-16,1620.422
2003-05-19,1578.873
2003-05-20,1583.749
2003-05-21,1598.922
2003-05-22,1606.47
2003-05-23,1610.331
2003-05-26,1616.259
2003-05-27,1622.238
2003-05-28,1629.699
2003-05-29,1644.033
2003-05-30,1638.426
2003-06-02,1667.444
2003-06-03,1662.198
2003-06-04,1671.815
2003-06-05,1676.142
2003-06-06,1686.629
2003-06-09,1674.715
2003-06-10,1676.517
2003-06-11,1708.395
2003-06-12,1723.015
2003-06-13,1717.347
2003-06-16,1757.144
2003-06-17,1768.02
2003-06-18,1766.083
2003-06-19,1745.957
2003-06-20,1750.727
2003-06-23,1695.695
2003-06-24,1683.489
2003-06-25,1688.72
2003-06-26,1656.165
2003-06-27,1650.064
2003-06-30,1649.247
2003-07-01,1629.017
2003-07-02,1647.81
2003-07-03,1648.014
2003-07-04,1631.987
2003-07-07,1662.851
2003-07-08,1650.042
2003-07-09,1639.644
2003-07-10,1625.545
2003-07-11,1637.421
2003-07-14,1653.519
2003-07-15,1633.671
2003-07-16,1613.36
2003-07-17,1606.016
2003-07-18,1610.552
2003-07-21,1606.841
2003-07-22,1619.589
2003-07-23,1634.682
2003-07-24,1669.437
2003-07-25,1644.88
2003-07-28,1660.856
2003-07-29,1644.801
2003-07-30,1627.686
2003-07-31,1618.058
2003-08-01,1593.179
2003-08-04,1590.981
2003-08-05,1614.303
2003-08-06,1586.458
2003-08-07,1597.734
2003-08-08,1612.399
2003-08-11,1624.914
2003-08-12,1625.247
2003-08-13,1626.452
2003-08-14,1643.041
2003-08-15,1644.097
2003-08-18,1640.718
2003-08-19,1630.846
2003-08-20,1623.948
2003-08-21,1621.661
2003-08-22,1626.941
2003-08-25,1618.073
2003-08-26,1599.457
2003-08-27,1612.465
2003-08-28,1642.155
2003-08-29,1652.043
2003-09-01,1677.555
2003-09-02,1665.426
2003-09-03,1678.493
2003-09-04,1687.431
2003-09-05,1702.047
2003-09-08,1720.834
2003-09-09,1725.534
2003-09-10,1713.108
2003-09-11,1716.327
2003-09-12,1726.563
2003-09-15,1729.134
2003-09-16,1734.997
2003-09-17,1748.017
2003-09-18,1757.999
2003-09-19,1754.137
2003-09-22,1730.956
2003-09-23,1724.088
2003-09-24,1725.132
2003-09-25,1722.967
2003-09-26,1704.264
2003-09-29,1704.352
2003-09-30,1692.453
2003-10-01,1725.108
2003-10-02,1724.158
2003-10-03,1767.094
2003-10-06,1759.889
2003-10-07,1759.663
2003-10-08,1758.982
2003-10-09,1784.628
2003-10-10,1785.235
2003-10-13,1796.601
2003-10-14,1789.908
2003-10-15,1797.399
2003-10-16,1793.391
2003-10-17,1787.455
2003-10-20,1788.49
2003-10-21,1796.003
2003-10-22,1784.24
2003-10-23,1760.742
2003-10-24,1771.593
2003-10-27,1779.336
2003-10-28,1789.399
2003-10-29,1796.488
2003-10-30,1799.983
2003-10-31,1780.919
2003-11-03,1792.339
2003-11-04,1797.891
2003-11-05,1780.625
2003-11-06,1779.654
2003-11-07,1805.821
2003-11-10,1793.376
2003-11-11,1787.792
2003-11-12,1804.289
2003-11-13,1817.23
2003-11-14,1855.443
2003-11-17,1819.908
2003-11-18,1838.853
2003-11-19,1829.469
2003-11-20,1817.798
2003-11-21,1835.225
2003-11-24,1840.692
2003-11-25,1844.586
2003-11-26,1858.165
2003-11-27,1863.285
2003-11-28,1870.692
2003-12-01,1901.514
2003-12-02,1906.483
2003-12-03,1919.712
2003-12-04,1907.193
2003-12-05,1894.555
2003-12-08,1894.412
2003-12-09,1905.467
2003-12-10,1900.938
2003-12-11,1901.641
2003-12-12,1917.695
2003-12-15,1936.696
2003-12-16,1939.339
2003-12-17,1948.879
2003-12-18,1961.917
2003-12-19,1952.328
2003-12-22,1958.439
2003-12-23,1961.292
2003-12-24,1973.033
2003-12-25,1973.033
2003-12-26,1972.241
2003-12-29,1982.357
2003-12-30,1995.617
2003-12-31,2027.148
2004-01-01,2027.148
2004-01-02,2046.052
2004-01-05,2066.859
2004-01-06,2072.753
2004-01-07,2044.404
2004-01-08,2067.844
2004-01-09,2069.309
2004-01-12,2054.233
2004-01-13,2060.206
2004-01-14,2068.533
2004-01-15,2060.387
2004-01-16,2053.757
2004-01-19,2063.73
2004-01-20,2080.339
2004-01-21,2100.31
2004-01-22,2132.414
2004-01-23,2122.722
2004-01-26,2094.043
2004-01-27,2110.42
2004-01-28,2113.142
2004-01-29,2057.004
2004-01-30,2059.006
2004-02-02,2069.541
2004-02-03,2076.351
2004-02-04,2049.103
2004-02-05,2068.255
2004-02-06,2092.02
2004-02-09,2109.274
2004-02-10,2113.401
2004-02-11,2109.212
2004-02-12,2136.955
2004-02-13,2107.193
2004-02-16,2118.521
2004-02-17,2143.382
2004-02-18,2153.131
2004-02-19,2158.616
2004-02-20,2123.766
2004-02-23,2113.553
2004-02-24,2107.37
2004-02-25,2102.937
2004-02-26,2093.429
2004-02-27,2095.782
2004-03-01,2117.898
2004-03-02,2110.103
2004-03-03,2065.161
2004-03-04,2080.549
2004-03-05,2112.932
2004-03-08,2113.652
2004-03-09,2106.849
2004-03-10,2079.091
2004-03-11,2024.039
2004-03-12,2033.143
2004-03-15,1986.949
2004-03-16,2008.371
2004-03-17,2016.372
2004-03-18,2012.013
2004-03-19,2023.409
2004-03-22,1991.476
2004-03-23,1978.468
2004-03-24,1951.388
2004-03-25,1970.876
2004-03-26,1962.934
2004-03-29,1992.073
2004-03-30,1987.518
2004-03-31,2012.716
2004-04-01,2046.566
2004-04-02,2045.703
2004-04-05,2039.482
2004-04-06,2017.882
2004-04-07,2032.868
2004-04-08,2018.79
2004-04-09,2018.79
2004-04-12,2013.119
2004-04-13,2004.502
2004-04-14,1986.434
2004-04-15,1985.994
2004-04-16,2013.264
2004-04-19,2010.282
2004-04-20,1996.324
2004-04-21,1973.946
2004-04-22,2001.539
2004-04-23,2011.007
2004-04-26,1991.42
2004-04-27,1991.559
2004-04-28,1952.17
2004-04-29,1963.221
2004-04-30,1966.123
2004-05-03,1973.202
2004-05-04,1992.635
2004-05-05,2014.902
2004-05-06,1978.244
2004-05-07,1958.558
2004-05-10,1901.279
2004-05-11,1921.0
2004-05-12,1913.373
2004-05-13,1925.551
2004-05-14,1923.274
2004-05-17,1923.29
2004-05-18,1928.202
2004-05-19,1977.894
2004-05-20,1941.824
2004-05-21,1951.901
2004-05-24,1964.925
2004-05-25,1979.084
2004-05-26,2002.012
2004-05-27,2048.192
2004-05-28,2030.444
2004-05-31,2040.314
2004-06-01,2015.65
2004-06-02,2040.011
2004-06-03,2033.991
2004-06-04,2054.67
2004-06-07,2079.135
2004-06-08,2069.796
2004-06-09,2028.486
2004-06-10,2033.46
2004-06-11,2017.071
2004-06-14,2002.56
2004-06-15,2021.764
2004-06-16,2026.454
2004-06-17,2027.355
2004-06-18,2050.804
2004-06-21,2050.1
2004-06-22,2034.94
2004-06-23,2039.457
2004-06-24,2076.847
2004-06-25,2065.852
2004-06-28,2089.32
2004-06-29,2072.564
2004-06-30,2065.789
2004-07-01,2057.746
2004-07-02,2067.539
2004-07-05,2066.706
2004-07-06,2052.618
2004-07-07,2072.569
2004-07-08,2085.5
2004-07-09,2080.724
2004-07-12,2076.141
2004-07-13,2060.722
2004-07-14,2066.723
2004-07-15,2046.332
2004-07-16,2058.887
2004-07-19,2043.452
2004-07-20,2050.803
2004-07-21,2041.12
2004-07-22,2013.272
2004-07-23,1985.859
2004-07-26,1970.59
2004-07-27,1957.509
2004-07-28,1958.391
2004-07-29,2002.753
2004-07-30,1998.878
2004-08-02,1983.023
2004-08-03,1997.375
2004-08-04,1969.724
2004-08-05,1971.472
2004-08-06,1958.414
2004-08-09,1939.682
2004-08-10,1970.416
2004-08-11,1938.479
2004-08-12,1933.604
2004-08-13,1952.82
2004-08-16,1966.884
2004-08-17,1975.506
2004-08-18,1971.867
2004-08-19,1983.889
2004-08-20,1973.232
2004-08-23,1984.007
2004-08-24,1972.042
2004-08-25,1968.786
2004-08-26,1989.349
2004-08-27,1987.729
2004-08-30,1983.391
2004-08-31,1974.302
2004-09-01,1985.019
2004-09-02,1992.118
2004-09-03,1989.021
2004-09-06,1996.853
2004-09-07,1991.389
2004-09-08,1996.293
2004-09-09,1995.756
2004-09-10,2032.497
2004-09-13,2051.511
2004-09-14,2053.474
2004-09-15,2018.238
2004-09-16,2013.467
2004-09-17,2030.993
2004-09-20,2016.924
2004-09-21,2045.048
2004-09-22,2020.067
2004-09-23,2012.553
2004-09-24,2023.15
2004-09-27,2021.744
2004-09-28,2029.626
2004-09-29,2038.966
2004-09-30,2032.613
2004-10-01,2069.262
2004-10-04,2071.519
2004-10-05,2075.655
2004-10-06,2068.733
2004-10-07,2064.932
2004-10-08,2071.42
2004-10-11,2057.446
2004-10-12,2026.751
2004-10-13,2019.386
2004-10-14,2028.531
2004-10-15,2051.448
2004-10-18,2047.885
2004-10-19,2073.905
2004-10-20,2072.615
2004-10-21,2084.235
2004-10-22,2081.072
2004-10-25,2059.28
2004-10-26,2066.753
2004-10-27,2102.092
2004-10-28,2122.431
2004-10-29,2109.924
2004-11-01,2128.605
2004-11-02,2141.554
2004-11-03,2157.46
2004-11-04,2170.45
2004-11-05,2188.009
2004-11-08,2193.53
2004-11-09,2181.675
2004-11-10,2193.378
2004-11-11,2217.112
2004-11-12,2227.718
2004-11-15,2218.012
2004-11-16,2213.062
2004-11-17,2249.69
2004-11-18,2239.872
2004-11-19,2231.635
2004-11-22,2213.945
2004-11-23,2223.363
2004-11-24,2227.93
2004-11-25,2261.255
2004-11-26,2254.685
2004-11-29,2264.719
2004-11-30,2246.877
2004-12-01,2268.551
2004-12-02,2269.301
2004-12-03,2275.312
2004-12-06,2277.154
2004-12-07,2292.132
2004-12-08,2254.628
2004-12-09,2235.107
2004-12-10,2237.823
2004-12-13,2271.758
2004-12-14,2269.769
2004-12-15,2285.351
2004-12-16,2269.199
2004-12-17,2227.025
2004-12-20,2258.406
2004-12-21,2258.13
2004-12-22,2282.72
2004-12-23,2310.954
2004-12-24,2320.651
2004-12-27,2332.055
2004-12-28,2336.463
2004-12-29,2336.957
2004-12-30,2345.742
2004-12-31,2336.121
2005-01-03,2332.729
2005-01-04,2301.605
2005-01-05,2277.715
2005-01-06,2267.726
2005-01-07,2257.3
2005-01-10,2266.033
2005-01-11,2258.149
2005-01-12,2264.781
2005-01-13,2262.05
2005-01-14,2246.291
2005-01-17,2258.626
2005-01-18,2243.203
2005-01-19,2238.618
2005-01-20,2207.443
2005-01-21,2219.056
2005-01-24,2227.84
2005-01-25,2230.472
2005-01-26,2253.316
2005-01-27,2255.973
2005-01-28,2241.664
2005-01-31,2267.653
2005-02-01,2275.016
2005-02-02,2283.215
2005-02-03,2253.939
2005-02-04,2265.061
2005-02-07,2263.293
2005-02-08,2255.059
2005-02-09,2254.444
2005-02-10,2266.432
2005-02-11,2282.523
2005-02-14,2295.777
2005-02-15,2306.565
2005-02-16,2299.544
2005-02-17,2310.521
2005-02-18,2325.531
2005-02-21,2334.569
2005-02-22,2345.583
2005-02-23,2329.422
2005-02-24,2329.354
2005-02-25,2355.532
2005-02-28,2365.225
2005-03-01,2369.709
2005-03-02,2366.726
2005-03-03,2367.492
2005-03-04,2403.538
2005-03-07,2405.256
2005-03-08,2414.945
2005-03-09,2411.869
2005-03-10,2396.694
2005-03-11,2409.508
2005-03-14,2389.518
2005-03-15,2397.066
2005-03-16,2389.272
2005-03-17,2390.165
2005-03-18,2386.942
2005-03-21,2354.949
2005-03-22,2372.88
2005-03-23,2327.135
2005-03-24,2347.294
2005-03-25,2347.294
2005-03-28,2330.821
2005-03-29,2341.117
2005-03-30,2346.046
2005-03-31,2357.404
2005-04-01,2359.84
2005-04-04,2318.382
2005-04-05,2338.113
2005-04-06,2352.965
2005-04-07,2373.253
2005-04-08,2365.653
2005-04-11,2375.393
2005-04-12,2348.546
2005-04-13,2366.024
2005-04-14,2355.019
2005-04-15,2339.193
2005-04-18,2307.51
2005-04-19,2318.423
2005-04-20,2320.528
2005-04-21,2329.513
2005-04-22,2338.049
2005-04-25,2328.177
2005-04-26,2325.594
2005-04-27,2291.28
2005-04-28,2275.181
2005-04-29,2275.128
2005-05-02,2273.924
2005-05-03,2291.899
2005-05-04,2328.079
2005-05-05,2342.85
2005-05-06,2336.128
2005-05-09,2325.005
2005-05-10,2324.335
2005-05-11,2302.536
2005-05-12,2300.882
2005-05-13,2289.313
2005-05-16,2292.107
2005-05-17,2296.696
2005-05-18,2329.333
2005-05-19,2328.713
2005-05-20,2328.115
2005-05-23,2346.65
2005-05-24,2343.403
2005-05-25,2345.881
2005-05-26,2355.277
2005-05-27,2352.164
2005-05-30,2350.354
2005-05-31,2320.425
2005-06-01,2336.334
2005-06-02,2337.284
2005-06-03,2332.254
2005-06-06,2321.89
2005-06-07,2344.228
2005-06-08,2351.067
2005-06-09,2314.061
2005-06-10,2314.68
2005-06-13,2310.33
2005-06-14,2309.851
