Date,NEW ZEALAND Standard (Large+Mid Cap)
2001-01-01,90.014
2001-01-02,89.871
2001-01-03,88.377
2001-01-04,90.309
2001-01-05,92.875
2001-01-08,92.549
2001-01-09,92.712
2001-01-10,91.194
2001-01-11,92.264
2001-01-12,93.56
2001-01-15,94.321
2001-01-16,96.06
2001-01-17,96.695
2001-01-18,97.365
2001-01-19,99.231
2001-01-22,100.73
2001-01-23,99.12
2001-01-24,95.385
2001-01-25,93.688
2001-01-26,94.4
2001-01-29,94.341
2001-01-30,96.536
2001-01-31,98.659
2001-02-01,100.134
2001-02-02,98.227
2001-02-05,95.986
2001-02-06,95.997
2001-02-07,96.054
2001-02-08,94.643
2001-02-09,95.308
2001-02-12,97.427
2001-02-13,95.878
2001-02-14,92.045
2001-02-15,90.703
2001-02-16,91.75
2001-02-19,92.177
2001-02-20,93.746
2001-02-21,93.412
2001-02-22,92.109
2001-02-23,93.592
2001-02-26,93.754
2001-02-27,94.473
2001-02-28,92.723
2001-03-01,94.73
2001-03-02,96.231
2001-03-05,96.064
2001-03-06,97.468
2001-03-07,98.932
2001-03-08,99.174
2001-03-09,98.735
2001-03-12,98.391
2001-03-13,96.36
2001-03-14,98.801
2001-03-15,99.452
2001-03-16,100.281
2001-03-19,99.288
2001-03-20,101.949
2001-03-21,99.74
2001-03-22,95.829
2001-03-23,98.276
2001-03-26,96.574
2001-03-27,95.872
2001-03-28,95.822
2001-03-29,95.175
2001-03-30,93.111
2001-04-02,93.506
2001-04-03,94.917
2001-04-04,94.574
2001-04-05,95.264
2001-04-06,95.374
2001-04-09,95.507
2001-04-10,95.075
2001-04-11,95.054
2001-04-12,95.504
2001-04-13,95.504
2001-04-16,95.691
2001-04-17,94.883
2001-04-18,95.675
2001-04-19,100.886
2001-04-20,103.372
2001-04-23,100.107
2001-04-24,99.781
2001-04-25,100.392
2001-04-26,100.883
2001-04-27,101.593
2001-04-30,102.468
2001-05-01,103.049
2001-05-02,103.74
2001-05-03,102.487
2001-05-04,100.357
2001-05-07,100.29
2001-05-08,99.09
2001-05-09,99.647
2001-05-10,100.921
2001-05-11,101.855
2001-05-14,99.887
2001-05-15,99.717
2001-05-16,99.383
2001-05-17,100.914
2001-05-18,101.055
2001-05-21,101.66
2001-05-22,100.769
2001-05-23,97.582
2001-05-24,97.692
2001-05-25,98.337
2001-05-28,98.13
2001-05-29,97.206
2001-05-30,94.987
2001-05-31,92.681
2001-06-01,93.102
2001-06-04,92.864
2001-06-05,96.775
2001-06-06,98.588
2001-06-07,98.659
2001-06-08,99.454
2001-06-11,98.137
2001-06-12,97.807
2001-06-13,98.814
2001-06-14,97.246
2001-06-15,97.722
2001-06-18,96.407
2001-06-19,95.225
2001-06-20,94.965
2001-06-21,94.248
2001-06-22,95.6
2001-06-25,94.628
2001-06-26,95.481
2001-06-27,95.253
2001-06-28,94.872
2001-06-29,94.525
2001-07-02,94.767
2001-07-03,94.995
2001-07-04,94.387
2001-07-05,93.549
2001-07-06,92.678
2001-07-09,92.337
2001-07-10,94.117
2001-07-11,92.794
2001-07-12,92.486
2001-07-13,93.005
2001-07-16,92.6
2001-07-17,92.67
2001-07-18,93.668
2001-07-19,94.646
2001-07-20,93.903
2001-07-23,94.576
2001-07-24,95.15
2001-07-25,96.187
2001-07-26,97.167
2001-07-27,96.798
2001-07-30,97.488
2001-07-31,97.82
2001-08-01,98.373
2001-08-02,98.538
2001-08-03,97.558
2001-08-06,96.44
2001-08-07,95.728
2001-08-08,96.191
2001-08-09,97.395
2001-08-10,98.341
2001-08-13,98.882
2001-08-14,99.041
2001-08-15,99.452
2001-08-16,99.221
2001-08-17,100.69
2001-08-20,99.564
2001-08-21,100.243
2001-08-22,101.024
2001-08-23,101.075
2001-08-24,102.297
2001-08-27,103.05
2001-08-28,102.08
2001-08-29,103.311
2001-08-30,103.072
2001-08-31,101.172
2001-09-03,100.393
2001-09-04,100.025
2001-09-05,99.312
2001-09-06,98.325
2001-09-07,97.528
2001-09-10,94.869
2001-09-11,95.712
2001-09-12,89.278
2001-09-13,89.635
2001-09-14,88.863
2001-09-17,82.083
2001-09-18,83.513
2001-09-19,83.875
2001-09-20,83.737
2001-09-21,82.309
2001-09-24,81.606
2001-09-25,83.658
2001-09-26,84.194
2001-09-27,82.682
2001-09-28,84.193
2001-10-01,82.257
2001-10-02,84.361
2001-10-03,86.013
2001-10-04,86.551
2001-10-05,87.139
2001-10-08,86.962
2001-10-09,85.752
2001-10-10,85.527
2001-10-11,86.058
2001-10-12,87.764
2001-10-15,88.727
2001-10-16,89.01
2001-10-17,89.837
2001-10-18,87.873
2001-10-19,86.539
2001-10-22,86.623
2001-10-23,87.432
2001-10-24,87.562
2001-10-25,88.259
2001-10-26,88.063
2001-10-29,90.079
2001-10-30,89.057
2001-10-31,90.297
2001-11-01,90.845
2001-11-02,91.777
2001-11-05,92.961
2001-11-06,94.713
2001-11-07,92.984
2001-11-08,91.637
2001-11-09,90.286
2001-11-12,91.482
2001-11-13,95.04
2001-11-14,94.651
2001-11-15,94.214
2001-11-16,94.362
2001-11-19,93.817
2001-11-20,95.482
2001-11-21,93.835
2001-11-22,93.716
2001-11-23,92.641
2001-11-26,93.363
2001-11-27,96.315
2001-11-28,97.8
2001-11-29,99.194
2001-11-30,99.395
2001-12-03,97.309
2001-12-04,95.566
2001-12-05,97.493
2001-12-06,99.721
2001-12-07,99.038
2001-12-10,97.808
2001-12-11,99.554
2001-12-12,100.402
2001-12-13,100.829
2001-12-14,98.966
2001-12-17,98.007
2001-12-18,96.115
2001-12-19,96.855
2001-12-20,95.253
2001-12-21,95.871
2001-12-24,96.526
2001-12-25,96.526
2001-12-26,96.596
2001-12-27,96.389
2001-12-28,97.786
2001-12-31,97.59
2002-01-01,97.59
2002-01-02,98.574
2002-01-03,100.429
2002-01-04,101.54
2002-01-07,103.202
2002-01-08,103.261
2002-01-09,103.055
2002-01-10,104.7
2002-01-11,104.239
2002-01-14,102.765
2002-01-15,102.903
2002-01-16,101.887
2002-01-17,101.676
2002-01-18,103.411
2002-01-21,104.875
2002-01-22,105.552
2002-01-23,104.206
2002-01-24,104.714
2002-01-25,104.26
2002-01-28,103.477
2002-01-29,103.932
2002-01-30,101.839
2002-01-31,101.972
2002-02-01,103.074
2002-02-04,103.701
2002-02-05,102.554
2002-02-06,102.64
2002-02-07,100.428
2002-02-08,100.475
2002-02-11,101.014
2002-02-12,100.748
2002-02-13,100.62
2002-02-14,99.815
2002-02-15,99.566
2002-02-18,99.884
2002-02-19,100.047
2002-02-20,99.894
2002-02-21,98.214
2002-02-22,98.73
2002-02-25,99.181
2002-02-26,99.964
2002-02-27,99.088
2002-02-28,99.489
2002-03-01,99.952
2002-03-04,99.846
2002-03-05,100.414
2002-03-06,98.652
2002-03-07,101.411
2002-03-08,100.957
2002-03-11,101.012
2002-03-12,102.596
2002-03-13,100.86
2002-03-14,101.176
2002-03-15,102.692
2002-03-18,102.482
2002-03-19,101.711
2002-03-20,104.18
2002-03-21,102.904
2002-03-22,102.296
2002-03-25,102.863
2002-03-26,103.536
2002-03-27,102.764
2002-03-28,103.446
2002-03-29,103.446
2002-04-01,103.916
2002-04-02,104.316
2002-04-03,103.436
2002-04-04,103.469
2002-04-05,103.66
2002-04-08,102.416
2002-04-09,102.775
2002-04-10,102.594
2002-04-11,103.932
2002-04-12,103.477
2002-04-15,103.313
2002-04-16,103.204
2002-04-17,105.076
2002-04-18,104.977
2002-04-19,104.023
2002-04-22,104.284
2002-04-23,104.271
2002-04-24,103.995
2002-04-25,104.856
2002-04-26,105.009
2002-04-29,104.419
2002-04-30,103.713
2002-05-01,105.154
2002-05-02,104.329
2002-05-03,104.289
2002-05-06,104.229
2002-05-07,104.621
2002-05-08,104.834
2002-05-09,104.573
2002-05-10,105.935
2002-05-13,106.384
2002-05-14,107.588
2002-05-15,109.731
2002-05-16,108.81
2002-05-17,110.929
2002-05-20,111.525
2002-05-21,111.886
2002-05-22,113.86
2002-05-23,115.085
2002-05-24,113.88
2002-05-27,113.603
2002-05-28,114.259
2002-05-29,115.462
2002-05-30,116.923
2002-05-31,116.43
2002-06-03,118.083
2002-06-04,119.011
2002-06-05,117.383
2002-06-06,119.343
2002-06-07,119.918
2002-06-10,120.215
2002-06-11,120.014
2002-06-12,119.916
2002-06-13,119.913
2002-06-14,118.1
2002-06-17,119.271
2002-06-18,121.535
2002-06-19,121.183
2002-06-20,121.158
2002-06-21,121.192
2002-06-24,119.034
2002-06-25,117.527
2002-06-26,114.209
2002-06-27,115.745
2002-06-28,114.455
2002-07-01,114.832
2002-07-02,115.67
2002-07-03,115.105
2002-07-04,113.166
2002-07-05,114.932
2002-07-08,117.841
2002-07-09,117.793
2002-07-10,117.738
2002-07-11,113.905
2002-07-12,115.17
2002-07-15,114.306
2002-07-16,113.93
2002-07-17,111.372
2002-07-18,112.812
2002-07-19,113.516
2002-07-22,110.319
2002-07-23,109.517
2002-07-24,104.358
2002-07-25,105.5
2002-07-26,102.908
2002-07-29,105.763
2002-07-30,107.716
2002-07-31,105.456
2002-08-01,104.799
2002-08-02,104.08
2002-08-05,104.526
2002-08-06,102.117
2002-08-07,104.397
2002-08-08,105.102
2002-08-09,107.027
2002-08-12,108.311
2002-08-13,108.232
2002-08-14,108.081
2002-08-15,108.732
2002-08-16,108.977
2002-08-19,109.581
2002-08-20,109.938
2002-08-21,108.493
2002-08-22,109.382
2002-08-23,109.444
2002-08-26,109.534
2002-08-27,111.141
2002-08-28,111.437
2002-08-29,111.339
2002-08-30,111.092
2002-09-02,112.216
2002-09-03,112.991
2002-09-04,111.383
2002-09-05,111.03
2002-09-06,110.316
2002-09-09,109.817
2002-09-10,109.741
2002-09-11,110.834
2002-09-12,112.463
2002-09-13,111.871
2002-09-16,110.884
2002-09-17,111.021
2002-09-18,110.773
2002-09-19,110.921
2002-09-20,110.333
2002-09-23,109.169
2002-09-24,108.396
2002-09-25,108.229
2002-09-26,109.487
2002-09-27,108.854
2002-09-30,110.076
2002-10-01,110.421
2002-10-02,111.959
2002-10-03,112.013
2002-10-04,111.468
2002-10-07,112.808
2002-10-08,112.973
2002-10-09,113.705
2002-10-10,112.511
2002-10-11,113.952
2002-10-14,114.545
2002-10-15,114.367
2002-10-16,113.832
2002-10-17,114.083
2002-10-18,114.983
2002-10-21,116.223
2002-10-22,117.547
2002-10-23,117.988
2002-10-24,117.366
2002-10-25,117.21
2002-10-28,117.74
2002-10-29,116.875
2002-10-30,116.294
2002-10-31,117.686
2002-11-01,120.143
2002-11-04,121.0
2002-11-05,115.399
2002-11-06,116.757
2002-11-07,115.523
2002-11-08,115.877
2002-11-11,114.948
2002-11-12,115.666
2002-11-13,116.936
2002-11-14,117.279
2002-11-15,116.782
2002-11-18,117.118
2002-11-19,116.552
2002-11-20,115.957
2002-11-21,116.38
2002-11-22,116.658
2002-11-25,115.907
2002-11-26,115.286
2002-11-27,114.089
2002-11-28,115.19
2002-11-29,116.233
2002-12-02,116.102
2002-12-03,114.674
2002-12-04,114.25
2002-12-05,115.64
2002-12-06,115.781
2002-12-09,115.465
2002-12-10,115.227
2002-12-11,114.604
2002-12-12,114.855
2002-12-13,116.576
2002-12-16,115.808
2002-12-17,117.32
2002-12-18,117.364
2002-12-19,119.16
2002-12-20,118.281
2002-12-23,119.276
2002-12-24,119.914
2002-12-25,119.914
2002-12-26,120.041
2002-12-27,119.801
2002-12-30,120.607
2002-12-31,121.248
2003-01-01,121.248
2003-01-02,121.388
2003-01-03,121.904
2003-01-06,126.138
2003-01-07,126.754
2003-01-08,125.115
