Date,NEW ZEALAND Standard (Large+Mid Cap)
2003-01-09,125.319
2003-01-10,127.592
2003-01-13,128.37
2003-01-14,128.636
2003-01-15,129.195
2003-01-16,129.704
2003-01-17,131.069
2003-01-20,129.573
2003-01-21,128.153
2003-01-22,127.419
2003-01-23,128.94
2003-01-24,130.162
2003-01-27,129.775
2003-01-28,128.493
2003-01-29,129.38
2003-01-30,127.215
2003-01-31,126.362
2003-02-03,126.384
2003-02-04,129.608
2003-02-05,128.204
2003-02-06,128.239
2003-02-07,127.139
2003-02-10,129.19
2003-02-11,129.274
2003-02-12,128.432
2003-02-13,127.868
2003-02-14,127.745
2003-02-17,129.115
2003-02-18,128.851
2003-02-19,129.682
2003-02-20,129.668
2003-02-21,128.82
2003-02-24,128.755
2003-02-25,126.207
2003-02-26,126.974
2003-02-27,127.002
2003-02-28,125.703
2003-03-03,126.632
2003-03-04,128.58
2003-03-05,130.158
2003-03-06,130.199
2003-03-07,129.048
2003-03-10,129.379
2003-03-11,127.102
2003-03-12,125.236
2003-03-13,122.821
2003-03-14,125.027
2003-03-17,124.489
2003-03-18,125.392
2003-03-19,124.23
2003-03-20,125.228
2003-03-21,125.078
2003-03-24,125.99
2003-03-25,125.408
2003-03-26,124.27
2003-03-27,125.293
2003-03-28,125.949
2003-03-31,128.224
2003-04-01,127.291
2003-04-02,127.83
2003-04-03,126.545
2003-04-04,126.212
2003-04-07,127.295
2003-04-08,128.481
2003-04-09,129.274
2003-04-10,127.203
2003-04-11,127.598
2003-04-14,129.839
2003-04-15,132.285
2003-04-16,132.008
2003-04-17,131.114
2003-04-18,131.114
2003-04-21,130.691
2003-04-22,131.38
2003-04-23,131.853
2003-04-24,132.043
2003-04-25,131.591
2003-04-28,130.648
2003-04-29,132.554
2003-04-30,134.992
2003-05-01,134.529
2003-05-02,131.459
2003-05-05,133.378
2003-05-06,135.557
2003-05-07,134.057
2003-05-08,136.403
2003-05-09,137.476
2003-05-12,139.226
2003-05-13,139.305
2003-05-14,139.927
2003-05-15,139.672
2003-05-16,140.743
2003-05-19,141.375
2003-05-20,140.884
2003-05-21,141.846
2003-05-22,143.134
2003-05-23,143.653
2003-05-26,144.434
2003-05-27,145.236
2003-05-28,143.395
2003-05-29,145.514
2003-05-30,146.612
2003-06-02,147.387
2003-06-03,146.086
2003-06-04,145.764
2003-06-05,146.963
2003-06-06,146.672
2003-06-09,146.159
2003-06-10,145.658
2003-06-11,146.492
2003-06-12,147.056
2003-06-13,147.919
2003-06-16,149.692
2003-06-17,152.28
2003-06-18,152.73
2003-06-19,153.073
2003-06-20,154.328
2003-06-23,154.023
2003-06-24,152.728
2003-06-25,153.675
2003-06-26,152.117
2003-06-27,152.018
2003-06-30,155.788
2003-07-01,156.755
2003-07-02,156.922
2003-07-03,157.562
2003-07-04,156.021
2003-07-07,156.166
2003-07-08,153.842
2003-07-09,149.589
2003-07-10,150.198
2003-07-11,151.514
2003-07-14,151.498
2003-07-15,149.491
2003-07-16,147.637
2003-07-17,147.103
2003-07-18,144.894
2003-07-21,148.241
2003-07-22,148.099
2003-07-23,150.699
2003-07-24,153.994
2003-07-25,154.801
2003-07-28,154.766
2003-07-29,154.262
2003-07-30,151.318
2003-07-31,150.191
2003-08-01,153.035
2003-08-04,152.708
2003-08-05,152.942
2003-08-06,153.972
2003-08-07,153.723
2003-08-08,155.617
2003-08-11,157.14
2003-08-12,156.561
2003-08-13,157.339
2003-08-14,156.525
2003-08-15,155.472
2003-08-18,156.036
2003-08-19,156.198
2003-08-20,155.342
2003-08-21,152.576
2003-08-22,151.349
2003-08-25,151.247
2003-08-26,150.59
2003-08-27,148.555
2003-08-28,148.588
2003-08-29,152.471
2003-09-01,151.325
2003-09-02,149.214
2003-09-03,149.951
2003-09-04,149.423
2003-09-05,152.101
2003-09-08,152.31
2003-09-09,153.935
2003-09-10,153.528
2003-09-11,153.138
2003-09-12,152.398
2003-09-15,154.949
2003-09-16,153.8
2003-09-17,155.343
2003-09-18,155.597
2003-09-19,158.667
2003-09-22,161.347
2003-09-23,160.843
2003-09-24,161.364
2003-09-25,161.337
2003-09-26,159.452
2003-09-29,159.054
2003-09-30,161.269
2003-10-01,161.484
2003-10-02,161.727
2003-10-03,161.655
2003-10-06,161.068
2003-10-07,162.065
2003-10-08,161.75
2003-10-09,163.366
2003-10-10,162.463
2003-10-13,162.025
2003-10-14,159.409
2003-10-15,159.793
2003-10-16,160.715
2003-10-17,161.745
2003-10-20,161.594
2003-10-21,162.787
2003-10-22,163.678
2003-10-23,163.329
2003-10-24,163.647
2003-10-27,163.848
2003-10-28,164.168
2003-10-29,165.803
2003-10-30,164.933
2003-10-31,165.07
2003-11-03,165.365
2003-11-04,166.038
2003-11-05,167.716
2003-11-06,165.612
2003-11-07,166.532
2003-11-10,168.071
2003-11-11,171.53
2003-11-12,170.686
2003-11-13,172.371
2003-11-14,171.921
2003-11-17,171.466
2003-11-18,174.252
2003-11-19,175.605
2003-11-20,177.503
2003-11-21,175.764
2003-11-24,174.888
2003-11-25,174.749
2003-11-26,177.023
2003-11-27,175.938
2003-11-28,176.572
2003-12-01,179.451
2003-12-02,179.888
2003-12-03,179.284
2003-12-04,178.589
2003-12-05,177.892
2003-12-08,178.541
2003-12-09,179.464
2003-12-10,179.728
2003-12-11,178.103
2003-12-12,180.212
2003-12-15,181.788
2003-12-16,181.48
2003-12-17,180.239
2003-12-18,180.302
2003-12-19,179.597
2003-12-22,180.28
2003-12-23,181.029
2003-12-24,184.068
2003-12-25,184.068
2003-12-26,184.253
2003-12-29,184.596
2003-12-30,186.661
2003-12-31,188.455
2004-01-01,188.455
2004-01-02,188.914
2004-01-05,192.697
2004-01-06,195.14
2004-01-07,195.326
2004-01-08,193.749
2004-01-09,196.482
2004-01-12,197.363
2004-01-13,195.778
2004-01-14,193.221
2004-01-15,193.888
2004-01-16,193.585
2004-01-19,191.67
2004-01-20,196.514
2004-01-21,196.965
2004-01-22,196.656
2004-01-23,197.253
2004-01-26,196.676
2004-01-27,199.894
2004-01-28,200.346
2004-01-29,194.795
2004-01-30,195.067
2004-02-02,194.735
2004-02-03,196.207
2004-02-04,194.733
2004-02-05,197.326
2004-02-06,198.099
2004-02-09,201.827
2004-02-10,202.205
2004-02-11,199.426
2004-02-12,199.01
2004-02-13,201.657
2004-02-16,201.761
2004-02-17,201.362
2004-02-18,202.998
2004-02-19,201.083
2004-02-20,196.99
2004-02-23,195.161
2004-02-24,196.489
2004-02-25,197.609
2004-02-26,197.201
2004-02-27,197.912
2004-03-01,198.139
2004-03-02,198.58
2004-03-03,193.997
2004-03-04,194.835
2004-03-05,197.247
2004-03-08,196.529
2004-03-09,200.462
2004-03-10,195.526
2004-03-11,191.255
2004-03-12,192.015
2004-03-15,189.995
2004-03-16,192.378
2004-03-17,191.467
2004-03-18,194.794
2004-03-19,194.196
2004-03-22,196.686
2004-03-23,196.809
2004-03-24,194.717
2004-03-25,193.824
2004-03-26,195.487
2004-03-29,196.924
2004-03-30,200.255
2004-03-31,202.414
2004-04-01,203.16
2004-04-02,200.232
2004-04-05,196.806
2004-04-06,200.536
2004-04-07,201.593
2004-04-08,200.467
2004-04-09,200.467
2004-04-12,201.563
2004-04-13,198.073
2004-04-14,191.662
2004-04-15,194.012
2004-04-16,194.79
2004-04-19,196.763
2004-04-20,194.392
2004-04-21,192.823
2004-04-22,192.166
2004-04-23,192.57
2004-04-26,193.06
2004-04-27,193.498
2004-04-28,192.259
2004-04-29,190.405
2004-04-30,191.375
2004-05-03,189.793
2004-05-04,192.75
2004-05-05,193.029
2004-05-06,192.048
2004-05-07,186.368
2004-05-10,180.99
2004-05-11,179.694
2004-05-12,181.934
2004-05-13,179.095
2004-05-14,179.026
2004-05-17,181.361
2004-05-18,179.441
2004-05-19,185.095
2004-05-20,183.242
2004-05-21,184.756
2004-05-24,184.81
2004-05-25,184.825
2004-05-26,185.088
2004-05-27,191.281
2004-05-28,189.01
2004-05-31,189.057
2004-06-01,189.641
2004-06-02,188.381
2004-06-03,188.316
2004-06-04,187.755
2004-06-07,190.603
2004-06-08,190.242
2004-06-09,187.086
2004-06-10,191.368
2004-06-11,191.444
2004-06-14,192.088
2004-06-15,191.351
2004-06-16,191.895
2004-06-17,190.937
2004-06-18,192.226
2004-06-21,192.497
2004-06-22,193.428
2004-06-23,193.987
2004-06-24,196.002
2004-06-25,197.556
2004-06-28,198.356
2004-06-29,195.953
2004-06-30,199.398
2004-07-01,200.582
2004-07-02,202.739
2004-07-05,202.647
2004-07-06,204.205
2004-07-07,207.312
2004-07-08,206.681
2004-07-09,206.484
2004-07-12,207.489
2004-07-13,205.985
2004-07-14,204.53
2004-07-15,204.353
2004-07-16,208.418
2004-07-19,208.439
2004-07-20,210.566
2004-07-21,205.584
2004-07-22,208.921
2004-07-23,204.224
2004-07-26,204.818
2004-07-27,203.922
2004-07-28,204.143
2004-07-29,206.433
2004-07-30,207.732
2004-08-02,208.734
2004-08-03,211.343
2004-08-04,211.734
2004-08-05,212.307
2004-08-06,212.081
2004-08-09,212.041
2004-08-10,212.352
2004-08-11,212.185
2004-08-12,214.106
2004-08-13,215.959
2004-08-16,214.725
2004-08-17,214.144
2004-08-18,212.547
2004-08-19,215.043
2004-08-20,214.888
2004-08-23,213.156
2004-08-24,208.675
2004-08-25,207.908
2004-08-26,207.463
2004-08-27,208.354
2004-08-30,207.838
2004-08-31,208.925
2004-09-01,209.098
2004-09-02,204.571
2004-09-03,203.11
2004-09-06,204.02
2004-09-07,203.811
2004-09-08,205.265
2004-09-09,207.822
2004-09-10,210.73
2004-09-13,207.825
2004-09-14,210.767
2004-09-15,209.567
2004-09-16,211.399
2004-09-17,212.214
2004-09-20,214.005
2004-09-21,215.863
2004-09-22,216.592
2004-09-23,217.041
2004-09-24,217.697
2004-09-27,218.136
2004-09-28,220.219
2004-09-29,220.121
2004-09-30,222.493
2004-10-01,222.748
2004-10-04,221.842
2004-10-05,223.64
2004-10-06,223.909
2004-10-07,223.518
2004-10-08,226.1
2004-10-11,226.549
2004-10-12,225.319
2004-10-13,222.907
2004-10-14,226.037
2004-10-15,225.359
2004-10-18,224.458
2004-10-19,223.213
2004-10-20,224.333
2004-10-21,225.19
2004-10-22,224.106
2004-10-25,226.463
2004-10-26,222.993
2004-10-27,223.618
2004-10-28,220.95
2004-10-29,221.219
2004-11-01,222.243
2004-11-02,225.17
2004-11-03,227.013
2004-11-04,229.904
2004-11-05,228.907
2004-11-08,229.647
2004-11-09,230.674
2004-11-10,228.175
2004-11-11,230.417
2004-11-12,232.977
2004-11-15,234.692
2004-11-16,233.8
2004-11-17,235.754
2004-11-18,236.029
2004-11-19,239.889
2004-11-22,240.07
2004-11-23,239.502
2004-11-24,240.808
2004-11-25,244.386
2004-11-26,245.033
2004-11-29,245.624
2004-11-30,245.649
2004-12-01,247.5
2004-12-02,249.49
2004-12-03,249.236
2004-12-06,250.586
2004-12-07,248.797
2004-12-08,242.134
2004-12-09,242.16
2004-12-10,241.694
2004-12-13,244.198
2004-12-14,243.082
2004-12-15,245.319
2004-12-16,243.521
2004-12-17,243.571
2004-12-20,243.806
2004-12-21,241.427
2004-12-22,244.11
2004-12-23,245.12
2004-12-24,247.136
2004-12-27,247.963
2004-12-28,248.738
2004-12-29,249.469
2004-12-30,251.538
2004-12-31,254.731
2005-01-03,251.716
2005-01-04,248.753
2005-01-05,250.164
2005-01-06,248.274
2005-01-07,247.206
2005-01-10,245.106
2005-01-11,247.99
2005-01-12,248.581
2005-01-13,249.605
2005-01-14,245.629
2005-01-17,244.99
2005-01-18,246.983
2005-01-19,248.276
2005-01-20,246.999
2005-01-21,249.995
2005-01-24,250.72
2005-01-25,251.099
2005-01-26,255.299
2005-01-27,251.714
2005-01-28,251.473
2005-01-31,250.064
2005-02-01,250.893
2005-02-02,250.32
2005-02-03,250.56
2005-02-04,255.062
2005-02-07,254.54
2005-02-08,252.254
2005-02-09,256.505
2005-02-10,257.363
2005-02-11,257.926
2005-02-14,261.435
2005-02-15,259.292
2005-02-16,257.194
2005-02-17,260.35
2005-02-18,260.384
2005-02-21,264.365
2005-02-22,263.258
2005-02-23,260.305
2005-02-24,260.465
2005-02-25,261.995
2005-02-28,268.583
2005-03-01,267.327
2005-03-02,267.46
2005-03-03,268.34
2005-03-04,271.391
2005-03-07,272.806
2005-03-08,276.73
2005-03-09,275.178
2005-03-10,271.473
2005-03-11,267.331
2005-03-14,267.221
2005-03-15,269.54
2005-03-16,270.602
2005-03-17,267.419
2005-03-18,267.873
2005-03-21,266.716
2005-03-22,266.614
2005-03-23,258.263
2005-03-24,252.827
2005-03-25,252.827
2005-03-28,250.458
2005-03-29,249.84
2005-03-30,248.227
2005-03-31,247.607
2005-04-01,246.47
2005-04-04,245.18
2005-04-05,246.706
2005-04-06,248.689
2005-04-07,250.052
2005-04-08,250.172
2005-04-11,251.599
2005-04-12,250.677
2005-04-13,252.531
2005-04-14,251.508
2005-04-15,247.889
2005-04-18,243.57
2005-04-19,245.725
2005-04-20,247.135
2005-04-21,246.174
2005-04-22,247.671
2005-04-25,246.487
2005-04-26,244.685
2005-04-27,245.434
2005-04-28,247.507
2005-04-29,250.891
2005-05-02,250.977
2005-05-03,249.72
2005-05-04,251.02
2005-05-05,247.634
2005-05-06,243.973
2005-05-09,240.708
2005-05-10,242.378
2005-05-11,243.443
2005-05-12,241.793
2005-05-13,239.965
2005-05-16,238.452
2005-05-17,239.758
2005-05-18,239.95
2005-05-19,242.012
2005-05-20,242.543
2005-05-23,245.947
2005-05-24,246.819
2005-05-25,247.383
2005-05-26,243.495
2005-05-27,246.706
2005-05-30,246.453
2005-05-31,242.555
2005-06-01,237.811
2005-06-02,241.695
2005-06-03,244.736
2005-06-06,247.158
2005-06-07,248.921
2005-06-08,250.547
2005-06-09,249.028
2005-06-10,246.253
2005-06-13,245.812
2005-06-14,250.17
2005-06-15,252.3
2005-06-16,255.742
2005-06-17,258.051
2005-06-20,255.933
2005-06-21,257.337
2005-06-22,257.552
2005-06-23,253.267
2005-06-24,249.219
2005-06-27,251.818
2005-06-28,251.548
2005-06-29,252.947
2005-06-30,254.683
2005-07-01,249.017
2005-07-04,249.67
2005-07-05,250.086
2005-07-06,251.186
2005-07-07,248.824
2005-07-08,248.512
2005-07-11,252.481
2005-07-12,256.768
2005-07-13,253.05
2005-07-14,254.942
2005-07-15,254.426
2005-07-18,256.297
2005-07-19,252.243
2005-07-20,252.608
2005-07-21,256.131
2005-07-22,258.164
2005-07-25,258.294
2005-07-26,259.915
2005-07-27,259.15
2005-07-28,259.258
2005-07-29,260.321
2005-08-01,262.053
2005-08-02,261.29
2005-08-03,261.922
2005-08-04,262.715
2005-08-05,261.19
2005-08-08,261.051
2005-08-09,260.171
2005-08-10,260.386
2005-08-11,264.04
2005-08-12,266.109
2005-08-15,265.419
2005-08-16,266.617
2005-08-17,267.677
2005-08-18,264.963
2005-08-19,262.967
2005-08-22,267.127
2005-08-23,267.536
2005-08-24,266.775
2005-08-25,266.669
2005-08-26,263.128
2005-08-29,260.54
2005-08-30,260.541
2005-08-31,262.492
2005-09-01,268.33
2005-09-02,269.584
2005-09-05,270.592
2005-09-06,268.759
2005-09-07,268.043
2005-09-08,269.261
2005-09-09,270.415
2005-09-12,267.319
2005-09-13,266.746
2005-09-14,272.759
2005-09-15,271.616
2005-09-16,272.907
2005-09-19,270.388
2005-09-20,269.008
2005-09-21,270.464
2005-09-22,266.655
2005-09-23,263.668
2005-09-26,262.408
2005-09-27,262.139
2005-09-28,265.328
2005-09-29,266.915
2005-09-30,269.366
2005-10-03,268.613
2005-10-04,270.955
2005-10-05,268.877
2005-10-06,267.7
2005-10-07,266.638
2005-10-10,268.627
2005-10-11,266.514
2005-10-12,270.271
2005-10-13,262.411
2005-10-14,263.436
2005-10-17,264.688
2005-10-18,262.869
2005-10-19,260.877
2005-10-20,260.551
2005-10-21,257.113
2005-10-24,257.278
2005-10-25,260.415
2005-10-26,262.632
2005-10-27,262.194
2005-10-28,259.711
2005-10-31,260.518
2005-11-01,259.756
2005-11-02,256.03
2005-11-03,259.188
2005-11-04,256.085
2005-11-07,254.42
2005-11-08,254.762
