Date,NEW ZEALAND Standard (Large+Mid Cap)
2002-05-15,134.479
2002-05-16,133.35
2002-05-17,135.947
2002-05-20,136.678
2002-05-21,137.121
2002-05-22,139.54
2002-05-23,141.041
2002-05-24,139.563
2002-05-27,139.276
2002-05-28,140.104
2002-05-29,141.58
2002-05-30,143.371
2002-05-31,142.767
2002-06-03,144.794
2002-06-04,146.112
2002-06-05,144.113
2002-06-06,146.52
2002-06-07,147.226
2002-06-10,147.59
2002-06-11,147.343
2002-06-12,147.255
2002-06-13,147.251
2002-06-14,145.025
2002-06-17,146.517
2002-06-18,149.297
2002-06-19,148.865
2002-06-20,148.834
2002-06-21,148.876
2002-06-24,146.269
2002-06-25,144.418
2002-06-26,140.341
2002-06-27,142.228
2002-06-28,140.642
2002-07-01,141.106
2002-07-02,142.136
2002-07-03,141.441
2002-07-04,139.059
2002-07-05,141.229
2002-07-08,144.803
2002-07-09,144.745
2002-07-10,144.676
2002-07-11,139.967
2002-07-12,141.522
2002-07-15,140.499
2002-07-16,140.037
2002-07-17,136.892
2002-07-18,138.663
2002-07-19,139.527
2002-07-22,135.598
2002-07-23,134.612
2002-07-24,128.271
2002-07-25,129.675
2002-07-26,126.489
2002-07-29,129.998
2002-07-30,132.398
2002-07-31,129.62
2002-08-01,128.814
2002-08-02,127.93
2002-08-05,128.538
2002-08-06,125.575
2002-08-07,128.378
2002-08-08,129.246
2002-08-09,131.613
2002-08-12,133.192
2002-08-13,133.094
2002-08-14,132.908
2002-08-15,133.709
2002-08-16,134.01
2002-08-19,134.753
2002-08-20,135.192
2002-08-21,133.415
2002-08-22,134.508
2002-08-23,134.584
2002-08-26,134.696
2002-08-27,136.672
2002-08-28,137.035
2002-08-29,136.915
2002-08-30,136.611
2002-09-02,138.168
2002-09-03,139.123
2002-09-04,137.142
2002-09-05,136.708
2002-09-06,135.829
2002-09-09,135.214
2002-09-10,135.121
2002-09-11,136.467
2002-09-12,138.472
2002-09-13,137.743
2002-09-16,136.528
2002-09-17,136.697
2002-09-18,136.392
2002-09-19,136.574
2002-09-20,135.85
2002-09-23,134.545
2002-09-24,133.592
2002-09-25,133.417
2002-09-26,134.968
2002-09-27,134.187
2002-09-30,135.694
2002-10-01,136.119
2002-10-02,138.015
2002-10-03,138.082
2002-10-04,137.41
2002-10-07,139.062
2002-10-08,139.265
2002-10-09,140.168
2002-10-10,138.696
2002-10-11,140.472
2002-10-14,141.252
2002-10-15,141.033
2002-10-16,140.373
2002-10-17,140.683
2002-10-18,141.792
2002-10-21,143.338
2002-10-22,144.97
2002-10-23,145.514
2002-10-24,144.748
2002-10-25,144.555
2002-10-28,145.208
2002-10-29,144.217
2002-10-30,143.501
2002-10-31,145.219
2002-11-01,148.25
2002-11-04,149.308
2002-11-05,142.396
2002-11-06,144.072
2002-11-07,142.549
2002-11-08,142.986
2002-11-11,141.84
2002-11-12,142.726
2002-11-13,144.293
2002-11-14,144.717
2002-11-15,144.104
2002-11-18,144.532
2002-11-19,143.833
2002-11-20,143.099
2002-11-21,143.62
2002-11-22,143.964
2002-11-25,143.235
2002-11-26,142.468
2002-11-27,140.988
2002-11-28,142.348
2002-11-29,143.637
2002-12-02,143.689
2002-12-03,141.921
2002-12-04,141.396
2002-12-05,143.116
2002-12-06,143.291
2002-12-09,142.9
2002-12-10,142.605
2002-12-11,141.835
2002-12-12,142.145
2002-12-13,144.275
2002-12-16,143.428
2002-12-17,145.301
2002-12-18,145.356
2002-12-19,147.58
2002-12-20,146.491
2002-12-23,147.724
2002-12-24,148.513
2002-12-25,148.513
2002-12-26,148.672
2002-12-27,148.374
2002-12-30,149.372
2002-12-31,150.203
2003-01-01,150.203
2003-01-02,150.376
2003-01-03,151.015
2003-01-06,156.261
2003-01-07,157.024
2003-01-08,154.994
2003-01-09,155.246
2003-01-10,158.062
2003-01-13,159.026
2003-01-14,159.355
2003-01-15,160.048
2003-01-16,160.679
2003-01-17,162.369
2003-01-20,160.515
2003-01-21,158.756
2003-01-22,157.847
2003-01-23,159.732
2003-01-24,161.246
2003-01-27,160.766
2003-01-28,159.179
2003-01-29,160.276
2003-01-30,157.594
2003-01-31,156.538
2003-02-03,156.566
2003-02-04,160.559
2003-02-05,158.82
2003-02-06,158.863
2003-02-07,157.501
2003-02-10,160.041
2003-02-11,160.146
2003-02-12,159.122
2003-02-13,158.424
2003-02-14,158.272
2003-02-17,160.035
2003-02-18,159.74
2003-02-19,160.77
2003-02-20,160.752
2003-02-21,159.702
2003-02-24,159.62
2003-02-25,156.462
2003-02-26,157.413
2003-02-27,157.447
2003-02-28,155.857
2003-03-03,157.288
2003-03-04,159.708
2003-03-05,161.669
2003-03-06,161.719
2003-03-07,160.289
2003-03-10,160.701
2003-03-11,157.873
2003-03-12,155.555
2003-03-13,152.555
2003-03-14,155.295
2003-03-17,154.643
2003-03-18,155.765
2003-03-19,154.322
2003-03-20,155.561
2003-03-21,155.375
2003-03-24,156.87
2003-03-25,156.146
2003-03-26,154.729
2003-03-27,156.003
2003-03-28,156.819
2003-03-31,159.662
2003-04-01,158.501
2003-04-02,159.172
2003-04-03,157.572
2003-04-04,157.157
2003-04-07,158.505
2003-04-08,159.982
2003-04-09,160.97
2003-04-10,158.411
2003-04-11,158.903
2003-04-14,161.736
2003-04-15,164.783
2003-04-16,164.438
2003-04-17,163.324
2003-04-18,163.324
2003-04-21,162.797
2003-04-22,163.655
2003-04-23,164.244
2003-04-24,164.481
2003-04-25,163.918
2003-04-28,162.743
2003-04-29,165.117
2003-04-30,168.155
2003-05-01,167.578
2003-05-02,163.754
2003-05-05,166.144
2003-05-06,168.859
2003-05-07,166.99
2003-05-08,169.912
2003-05-09,171.249
2003-05-12,173.429
2003-05-13,173.527
2003-05-14,174.302
2003-05-15,173.985
2003-05-16,175.319
2003-05-19,176.105
2003-05-20,175.494
2003-05-21,176.693
2003-05-22,178.296
2003-05-23,178.943
2003-05-26,179.966
2003-05-27,180.965
2003-05-28,178.672
2003-05-29,181.312
2003-05-30,182.68
2003-06-02,183.645
2003-06-03,182.307
2003-06-04,181.905
2003-06-05,183.402
2003-06-06,183.038
2003-06-09,182.398
2003-06-10,181.773
2003-06-11,182.813
2003-06-12,183.517
2003-06-13,184.594
2003-06-16,186.926
2003-06-17,190.158
2003-06-18,190.72
2003-06-19,191.148
2003-06-20,192.715
2003-06-23,192.335
2003-06-24,190.717
2003-06-25,191.9
2003-06-26,189.954
2003-06-27,189.83
2003-06-30,194.539
2003-07-01,195.746
2003-07-02,195.954
2003-07-03,196.754
2003-07-04,194.83
2003-07-07,195.011
2003-07-08,192.109
2003-07-09,186.797
2003-07-10,187.558
2003-07-11,189.202
2003-07-14,189.181
2003-07-15,186.676
2003-07-16,184.36
2003-07-17,183.693
2003-07-18,180.934
2003-07-21,185.114
2003-07-22,184.937
2003-07-23,188.183
2003-07-24,192.299
2003-07-25,193.306
2003-07-28,193.262
2003-07-29,192.632
2003-07-30,188.957
2003-07-31,187.549
2003-08-01,191.101
2003-08-04,190.749
2003-08-05,191.041
2003-08-06,192.328
2003-08-07,192.017
2003-08-08,194.383
2003-08-11,196.285
2003-08-12,195.562
2003-08-13,196.533
2003-08-14,195.517
2003-08-15,194.202
2003-08-18,194.906
2003-08-19,195.109
2003-08-20,194.039
2003-08-21,190.585
2003-08-22,189.052
2003-08-25,188.924
2003-08-26,188.104
2003-08-27,185.561
2003-08-28,185.603
2003-08-29,190.453
2003-09-01,189.261
2003-09-02,186.621
2003-09-03,187.543
2003-09-04,186.883
2003-09-05,190.231
2003-09-08,190.513
2003-09-09,192.545
2003-09-10,192.036
2003-09-11,191.548
2003-09-12,190.623
2003-09-15,193.832
2003-09-16,192.401
2003-09-17,194.33
2003-09-18,194.649
2003-09-19,198.489
2003-09-22,201.985
2003-09-23,201.354
2003-09-24,202.007
2003-09-25,201.972
2003-09-26,199.613
2003-09-29,199.137
2003-09-30,201.911
2003-10-01,202.18
2003-10-02,202.485
2003-10-03,202.395
2003-10-06,201.659
2003-10-07,202.907
2003-10-08,202.514
2003-10-09,204.536
2003-10-10,203.406
2003-10-13,202.952
2003-10-14,199.675
2003-10-15,200.155
2003-10-16,201.31
2003-10-17,202.601
2003-10-20,202.412
2003-10-21,203.906
2003-10-22,205.022
2003-10-23,204.585
2003-10-24,204.984
2003-10-27,205.236
2003-10-28,205.81
2003-10-29,207.86
2003-10-30,206.768
2003-10-31,206.94
2003-11-03,207.311
2003-11-04,208.154
2003-11-05,210.258
2003-11-06,207.62
2003-11-07,208.773
2003-11-10,210.702
2003-11-11,215.039
2003-11-12,213.981
2003-11-13,216.093
2003-11-14,215.529
2003-11-17,214.977
2003-11-18,218.47
2003-11-19,220.166
2003-11-20,222.593
2003-11-21,220.412
2003-11-24,219.314
2003-11-25,219.139
2003-11-26,221.991
2003-11-27,220.63
2003-11-28,221.426
2003-12-01,225.472
2003-12-02,226.022
2003-12-03,225.263
2003-12-04,224.39
2003-12-05,223.514
2003-12-08,224.501
2003-12-09,225.662
2003-12-10,225.994
2003-12-11,223.95
2003-12-12,226.602
2003-12-15,228.584
2003-12-16,228.197
2003-12-17,226.636
2003-12-18,226.715
2003-12-19,225.829
2003-12-22,226.687
2003-12-23,227.629
2003-12-24,231.451
2003-12-25,231.451
2003-12-26,231.683
2003-12-29,232.114
2003-12-30,234.711
2003-12-31,236.966
2004-01-01,236.966
2004-01-02,237.544
2004-01-05,242.3
2004-01-06,245.372
2004-01-07,245.607
2004-01-08,243.624
2004-01-09,247.06
2004-01-12,248.168
2004-01-13,246.175
2004-01-14,242.959
2004-01-15,243.799
2004-01-16,243.417
2004-01-19,241.009
2004-01-20,247.1
2004-01-21,247.667
2004-01-22,247.279
2004-01-23,248.029
2004-01-26,247.304
2004-01-27,251.35
2004-01-28,251.919
2004-01-29,244.939
2004-01-30,245.281
2004-02-02,244.863
2004-02-03,246.714
2004-02-04,244.861
2004-02-05,248.121
2004-02-06,249.094
2004-02-09,253.781
2004-02-10,254.256
2004-02-11,250.762
2004-02-12,250.239
2004-02-13,253.567
2004-02-16,253.781
2004-02-17,253.279
2004-02-18,255.337
2004-02-19,252.928
2004-02-20,247.779
2004-02-23,245.479
2004-02-24,247.149
2004-02-25,248.558
2004-02-26,248.045
2004-02-27,248.94
2004-03-01,249.225
2004-03-02,250.073
2004-03-03,244.302
2004-03-04,245.408
2004-03-05,248.445
2004-03-08,247.565
2004-03-09,252.519
2004-03-10,246.301
2004-03-11,240.921
2004-03-12,241.879
2004-03-15,239.401
2004-03-16,242.403
2004-03-17,241.255
2004-03-18,245.447
2004-03-19,244.694
2004-03-22,248.433
2004-03-23,248.589
2004-03-24,245.946
2004-03-25,244.818
2004-03-26,246.919
2004-03-29,248.766
2004-03-30,252.973
2004-03-31,255.701
2004-04-01,256.643
2004-04-02,252.945
2004-04-05,248.617
2004-04-06,253.329
2004-04-07,254.664
2004-04-08,253.241
2004-04-09,253.241
2004-04-12,254.626
2004-04-13,250.217
2004-04-14,242.118
2004-04-15,245.087
2004-04-16,246.069
2004-04-19,248.612
2004-04-20,245.616
2004-04-21,243.634
2004-04-22,242.803
2004-04-23,243.314
2004-04-26,243.933
2004-04-27,244.486
2004-04-28,242.921
2004-04-29,240.579
2004-04-30,241.804
2004-05-03,239.805
2004-05-04,243.542
2004-05-05,243.894
2004-05-06,242.655
2004-05-07,235.478
2004-05-10,228.683
2004-05-11,227.045
2004-05-12,229.876
2004-05-13,226.288
2004-05-14,226.201
2004-05-17,229.218
2004-05-18,226.791
2004-05-19,233.937
2004-05-20,231.594
2004-05-21,233.508
2004-05-24,233.576
2004-05-25,233.595
2004-05-26,233.928
2004-05-27,241.756
2004-05-28,238.885
2004-05-31,239.424
2004-06-01,240.164
2004-06-02,238.568
2004-06-03,238.486
2004-06-04,237.775
2004-06-07,241.383
2004-06-08,241.022
2004-06-09,237.023
2004-06-10,242.449
2004-06-11,242.544
2004-06-14,243.448
2004-06-15,242.514
2004-06-16,243.203
2004-06-17,241.989
2004-06-18,243.623
2004-06-21,243.966
2004-06-22,245.146
2004-06-23,245.855
2004-06-24,248.409
2004-06-25,250.378
2004-06-28,251.392
2004-06-29,248.347
2004-06-30,252.713
2004-07-01,254.213
2004-07-02,256.947
2004-07-05,256.83
2004-07-06,258.805
2004-07-07,262.743
2004-07-08,261.943
2004-07-09,261.693
2004-07-12,262.967
2004-07-13,261.061
2004-07-14,259.216
2004-07-15,258.993
2004-07-16,264.144
2004-07-19,264.171
2004-07-20,266.867
2004-07-21,260.552
2004-07-22,264.782
2004-07-23,258.828
2004-07-26,259.582
2004-07-27,258.446
2004-07-28,258.726
2004-07-29,261.628
2004-07-30,263.275
2004-08-02,264.545
2004-08-03,267.851
2004-08-04,268.346
2004-08-05,269.073
2004-08-06,268.787
2004-08-09,268.815
2004-08-10,269.209
2004-08-11,268.997
2004-08-12,271.432
2004-08-13,273.782
2004-08-16,272.218
2004-08-17,271.481
2004-08-18,269.456
2004-08-19,272.71
2004-08-20,272.513
2004-08-23,270.316
2004-08-24,264.634
2004-08-25,263.66
2004-08-26,263.097
2004-08-27,264.227
2004-08-30,264.256
2004-08-31,265.637
2004-09-01,265.858
2004-09-02,260.102
2004-09-03,258.244
2004-09-06,259.46
2004-09-07,259.193
2004-09-08,261.058
2004-09-09,264.31
2004-09-10,268.009
2004-09-13,264.314
2004-09-14,268.056
2004-09-15,266.53
2004-09-16,268.86
2004-09-17,269.896
2004-09-20,272.186
2004-09-21,274.549
2004-09-22,275.476
2004-09-23,276.047
2004-09-24,276.881
2004-09-27,277.675
2004-09-28,280.328
2004-09-29,280.202
2004-09-30,283.221
2004-10-01,283.546
2004-10-04,282.393
2004-10-05,284.682
2004-10-06,285.025
2004-10-07,284.526
2004-10-08,287.813
2004-10-11,288.386
2004-10-12,286.819
2004-10-13,283.749
2004-10-14,287.733
2004-10-15,286.87
2004-10-18,285.883
2004-10-19,284.297
2004-10-20,285.724
2004-10-21,286.816
2004-10-22,285.435
2004-10-25,288.437
2004-10-26,284.313
2004-10-27,285.11
2004-10-28,281.708
2004-10-29,282.059
2004-11-01,283.364
2004-11-02,287.141
2004-11-03,289.492
2004-11-04,293.179
2004-11-05,291.908
2004-11-08,292.851
2004-11-09,294.161
2004-11-10,290.974
2004-11-11,293.832
2004-11-12,297.098
2004-11-15,299.305
2004-11-16,298.168
2004-11-17,300.66
2004-11-18,301.011
2004-11-19,305.933
2004-11-22,306.165
2004-11-23,305.441
2004-11-24,307.196
2004-11-25,311.76
2004-11-26,312.586
2004-11-29,314.161
2004-11-30,314.192
2004-12-01,316.56
2004-12-02,319.105
2004-12-03,318.78
2004-12-06,320.507
2004-12-07,318.22
2004-12-08,309.788
2004-12-09,309.821
2004-12-10,309.225
2004-12-13,312.428
2004-12-14,311.0
2004-12-15,313.863
2004-12-16,311.563
2004-12-17,311.627
2004-12-20,311.927
2004-12-21,308.883
2004-12-22,312.316
2004-12-23,313.608
2004-12-24,316.187
2004-12-27,317.245
2004-12-28,318.237
2004-12-29,319.172
2004-12-30,321.819
2004-12-31,325.905
2005-01-03,322.047
2005-01-04,318.257
2005-01-05,320.062
2005-01-06,317.643
2005-01-07,316.277
2005-01-10,313.59
2005-01-11,317.28
2005-01-12,318.036
2005-01-13,319.346
2005-01-14,314.259
2005-01-17,313.442
2005-01-18,315.992
2005-01-19,317.645
2005-01-20,316.013
2005-01-21,319.845
2005-01-24,320.773
2005-01-25,321.258
2005-01-26,326.632
2005-01-27,322.044
2005-01-28,321.736
2005-01-31,319.933
2005-02-01,320.994
2005-02-02,320.261
2005-02-03,320.568
2005-02-04,326.328
2005-02-07,325.748
2005-02-08,322.822
2005-02-09,328.262
2005-02-10,329.36
2005-02-11,330.081
2005-02-14,334.571
2005-02-15,331.828
2005-02-16,329.144
2005-02-17,333.183
2005-02-18,333.226
2005-02-21,338.322
2005-02-22,336.904
2005-02-23,333.125
2005-02-24,333.331
2005-02-25,335.288
2005-02-28,344.479
2005-03-01,342.867
2005-03-02,343.038
2005-03-03,344.166
2005-03-04,348.08
2005-03-07,349.946
2005-03-08,354.979
2005-03-09,352.988
2005-03-10,348.254
2005-03-11,342.941
2005-03-14,342.92
2005-03-15,345.895
2005-03-16,347.258
2005-03-17,343.173
2005-03-18,343.757
2005-03-21,343.001
2005-03-22,342.87
2005-03-23,332.131
2005-03-24,325.139
2005-03-25,325.139
2005-03-28,322.093
2005-03-29,321.298
2005-03-30,319.223
2005-03-31,318.427
2005-04-01,316.964
2005-04-04,315.306
2005-04-05,317.268
2005-04-06,319.818
2005-04-07,321.571
2005-04-08,321.725
2005-04-11,323.561
2005-04-12,322.374
2005-04-13,324.758
2005-04-14,323.443
2005-04-15,318.789
2005-04-18,313.294
2005-04-19,316.065
2005-04-20,317.879
2005-04-21,316.643
2005-04-22,318.569
2005-04-25,317.046
2005-04-26,314.728
2005-04-27,315.692
2005-04-28,318.358
2005-04-29,322.71
2005-05-02,322.821
2005-05-03,321.204
2005-05-04,322.876
2005-05-05,318.521
2005-05-06,313.812
2005-05-09,309.613
2005-05-10,311.76
2005-05-11,313.13
2005-05-12,311.008
2005-05-13,308.657
2005-05-16,306.804
2005-05-17,308.483
2005-05-18,308.731
2005-05-19,311.385
2005-05-20,312.067
2005-05-23,316.454
2005-05-24,317.576
2005-05-25,318.302
2005-05-26,313.298
2005-05-27,317.431
2005-05-30,317.855
2005-05-31,312.828
2005-06-01,306.71
2005-06-02,311.72
2005-06-03,315.641
2005-06-06,318.765
2005-06-07,321.218
2005-06-08,323.428
2005-06-09,321.467
2005-06-10,317.885
2005-06-13,317.315
2005-06-14,322.94
2005-06-15,325.69
2005-06-16,330.134
2005-06-17,333.115
2005-06-20,330.381
2005-06-21,332.192
2005-06-22,332.47
2005-06-23,326.94
2005-06-24,321.713
2005-06-27,325.069
2005-06-28,324.72
2005-06-29,326.526
2005-06-30,328.767
2005-07-01,321.453
2005-07-04,322.295
2005-07-05,322.833
2005-07-06,324.253
2005-07-07,321.204
2005-07-08,320.801
2005-07-11,325.925
2005-07-12,331.459
2005-07-13,326.659
2005-07-14,329.101
2005-07-15,328.436
2005-07-18,330.85
2005-07-19,325.618
2005-07-20,326.088
2005-07-21,330.635
2005-07-22,333.261
2005-07-25,333.429
2005-07-26,335.52
2005-07-27,334.533
2005-07-28,334.672
2005-07-29,336.045
2005-08-01,338.281
2005-08-02,337.296
2005-08-03,338.111
2005-08-04,339.135
2005-08-05,337.166
2005-08-08,337.051
2005-08-09,335.916
2005-08-10,336.193
2005-08-11,340.91
2005-08-12,343.582
2005-08-15,342.691
2005-08-16,344.237
2005-08-17,345.607
2005-08-18,342.103
2005-08-19,339.525
2005-08-22,344.896
2005-08-23,345.425
2005-08-24,344.442
2005-08-25,344.305
2005-08-26,339.733
2005-08-29,337.193
2005-08-30,337.194
2005-08-31,339.719
2005-09-01,347.333
2005-09-02,348.956
2005-09-05,350.261
2005-09-06,347.888
2005-09-07,346.961
2005-09-08,348.538
2005-09-09,350.032
2005-09-12,346.024
2005-09-13,345.282
2005-09-14,353.066
2005-09-15,351.586
2005-09-16,353.257
2005-09-19,349.997
2005-09-20,348.21
2005-09-21,350.096
2005-09-22,345.164
2005-09-23,341.298
2005-09-26,339.962
2005-09-27,339.613
2005-09-28,343.745
2005-09-29,345.801
2005-09-30,348.976
2005-10-03,348.0
2005-10-04,351.035
2005-10-05,348.342
2005-10-06,346.818
2005-10-07,345.442
2005-10-10,348.018
2005-10-11,345.281
2005-10-12,350.148
2005-10-13,339.966
2005-10-14,341.293
2005-10-17,343.003
2005-10-18,340.646
2005-10-19,338.064
2005-10-20,337.643
2005-10-21,333.186
2005-10-24,333.4
2005-10-25,337.465
2005-10-26,340.339
2005-10-27,339.771
2005-10-28,336.553
2005-10-31,337.599
2005-11-01,336.612
2005-11-02,331.784
2005-11-03,335.876
2005-11-04,331.855
2005-11-07,329.697
2005-11-08,330.141
