Date,GERMANY VALUE Standard (Large+Mid Cap)
2001-12-05,2838.114
2001-12-06,2870.887
2001-12-07,2817.567
2001-12-10,2767.406
2001-12-11,2786.377
2001-12-12,2750.638
2001-12-13,2707.246
2001-12-14,2692.504
2001-12-17,2798.597
2001-12-18,2777.476
2001-12-19,2729.201
2001-12-20,2698.577
2001-12-21,2726.637
2001-12-24,2699.43
2001-12-25,2699.43
2001-12-26,2701.736
2001-12-27,2797.123
2001-12-28,2806.186
2001-12-31,2833.554
2002-01-01,2833.554
2002-01-02,2877.848
2002-01-03,2935.691
2002-01-04,2959.35
2002-01-07,2893.545
2002-01-08,2898.766
2002-01-09,2897.856
2002-01-10,2865.814
2002-01-11,2844.809
2002-01-14,2770.323
2002-01-15,2759.37
2002-01-16,2675.025
2002-01-17,2760.474
2002-01-18,2768.966
2002-01-21,2734.627
2002-01-22,2712.966
2002-01-23,2774.019
2002-01-24,2753.991
2002-01-25,2707.957
2002-01-28,2701.381
2002-01-29,2652.493
2002-01-30,2645.159
2002-01-31,2662.052
2002-02-01,2660.439
2002-02-04,2609.752
2002-02-05,2584.119
2002-02-06,2513.979
2002-02-07,2531.861
2002-02-08,2518.337
2002-02-11,2592.288
2002-02-12,2551.29
2002-02-13,2566.918
2002-02-14,2577.9
2002-02-15,2523.119
2002-02-18,2529.096
2002-02-19,2474.646
2002-02-20,2475.884
2002-02-21,2528.552
2002-02-22,2488.741
2002-02-25,2540.426
2002-02-26,2561.321
2002-02-27,2586.243
2002-02-28,2622.78
2002-03-01,2665.296
2002-03-04,2771.353
2002-03-05,2755.569
2002-03-06,2801.174
2002-03-07,2825.517
2002-03-08,2861.768
2002-03-11,2846.849
2002-03-12,2796.477
2002-03-13,2794.014
2002-03-14,2829.473
2002-03-15,2894.054
2002-03-18,2896.656
2002-03-19,2921.87
2002-03-20,2874.73
2002-03-21,2850.999
2002-03-22,2879.572
2002-03-25,2843.732
2002-03-26,2883.773
2002-03-27,2847.559
2002-03-28,2873.018
2002-03-29,2873.018
2002-04-01,2896.565
2002-04-02,2854.882
2002-04-03,2837.894
2002-04-04,2824.434
2002-04-05,2808.162
2002-04-08,2747.994
2002-04-09,2742.531
2002-04-10,2803.684
2002-04-11,2761.845
2002-04-12,2762.008
2002-04-15,2804.658
2002-04-16,2889.314
2002-04-17,2887.748
2002-04-18,2868.836
2002-04-19,2861.905
2002-04-22,2811.072
2002-04-23,2804.05
2002-04-24,2793.112
2002-04-25,2770.617
2002-04-26,2749.401
2002-04-29,2762.478
2002-04-30,2790.623
2002-05-01,2806.417
2002-05-02,2771.3
2002-05-03,2757.136
2002-05-06,2755.6
2002-05-07,2745.985
2002-05-08,2829.322
2002-05-09,2801.791
2002-05-10,2750.337
2002-05-13,2804.291
2002-05-14,2827.775
2002-05-15,2862.136
2002-05-16,2856.027
2002-05-17,2898.05
2002-05-20,2877.044
2002-05-21,2865.751
2002-05-22,2869.187
2002-05-23,2838.299
2002-05-24,2842.903
2002-05-27,2877.605
2002-05-28,2883.838
2002-05-29,2882.256
2002-05-30,2816.216
2002-05-31,2834.053
2002-06-03,2812.98
2002-06-04,2744.302
2002-06-05,2726.099
2002-06-06,2776.09
2002-06-07,2736.075
2002-06-10,2709.129
2002-06-11,2728.482
2002-06-12,2702.572
2002-06-13,2665.655
2002-06-14,2574.832
2002-06-17,2671.449
2002-06-18,2682.348
2002-06-19,2638.962
2002-06-20,2620.023
2002-06-21,2632.71
2002-06-24,2604.571
2002-06-25,2626.11
2002-06-26,2629.306
2002-06-27,2698.078
2002-06-28,2774.29
2002-07-01,2783.215
2002-07-02,2683.551
2002-07-03,2632.766
2002-07-04,2694.445
2002-07-05,2789.067
2002-07-08,2801.546
2002-07-09,2796.682
2002-07-10,2692.78
2002-07-11,2670.558
2002-07-12,2679.099
2002-07-15,2575.631
2002-07-16,2618.004
2002-07-17,2683.181
2002-07-18,2725.398
2002-07-19,2604.71
2002-07-22,2460.16
2002-07-23,2303.755
2002-07-24,2388.758
2002-07-25,2342.573
2002-07-26,2345.021
2002-07-29,2492.317
2002-07-30,2535.07
2002-07-31,2413.968
2002-08-01,2365.339
2002-08-02,2345.759
2002-08-05,2230.282
2002-08-06,2329.632
2002-08-07,2272.232
2002-08-08,2404.891
2002-08-09,2475.308
2002-08-12,2418.282
2002-08-13,2432.44
2002-08-14,2393.515
2002-08-15,2431.614
2002-08-16,2453.603
2002-08-19,2532.337
2002-08-20,2490.633
2002-08-21,2539.111
2002-08-22,2535.767
2002-08-23,2492.788
2002-08-26,2476.499
2002-08-27,2536.451
2002-08-28,2437.217
2002-08-29,2442.749
2002-08-30,2477.149
2002-09-02,2422.368
2002-09-03,2301.07
2002-09-04,2334.141
2002-09-05,2283.603
2002-09-06,2367.251
2002-09-09,2314.373
2002-09-10,2355.743
2002-09-11,2408.128
2002-09-12,2318.25
2002-09-13,2303.727
2002-09-16,2277.73
2002-09-17,2268.165
2002-09-18,2176.045
2002-09-19,2104.492
2002-09-20,2139.489
2002-09-23,2025.031
2002-09-24,1974.436
2002-09-25,2041.746
2002-09-26,2097.486
2002-09-27,2034.367
2002-09-30,1953.627
2002-10-01,2027.106
2002-10-02,2072.592
2002-10-03,1994.823
2002-10-04,1919.323
2002-10-07,1886.084
2002-10-08,1827.538
2002-10-09,1808.254
2002-10-10,1889.42
2002-10-11,2016.157
2002-10-14,1945.959
2002-10-15,2059.637
2002-10-16,2030.983
2002-10-17,2092.594
2002-10-18,2082.146
2002-10-21,2167.297
2002-10-22,2089.313
2002-10-23,1997.145
2002-10-24,2027.686
2002-10-25,2027.614
2002-10-28,2091.886
2002-10-29,1975.963
2002-10-30,2025.773
2002-10-31,2052.433
2002-11-01,2060.214
2002-11-04,2166.738
2002-11-05,2201.325
2002-11-06,2160.672
2002-11-07,2090.395
2002-11-08,2060.313
2002-11-11,2054.54
2002-11-12,2107.78
2002-11-13,2078.393
2002-11-14,2136.694
2002-11-15,2136.267
2002-11-18,2166.404
2002-11-19,2168.186
2002-11-20,2145.947
2002-11-21,2184.833
2002-11-22,2187.384
2002-11-25,2151.241
2002-11-26,2082.709
2002-11-27,2181.344
2002-11-28,2220.669
2002-11-29,2201.498
2002-12-02,2236.206
2002-12-03,2171.942
2002-12-04,2210.99
2002-12-05,2156.511
2002-12-06,2157.745
2002-12-09,2059.362
2002-12-10,2138.742
2002-12-11,2160.393
2002-12-12,2110.693
2002-12-13,2092.923
2002-12-16,2177.675
2002-12-17,2151.168
2002-12-18,2068.384
2002-12-19,2016.842
2002-12-20,2077.958
2002-12-23,2058.882
2002-12-24,2067.404
2002-12-25,2067.404
2002-12-26,2072.617
2002-12-27,1971.602
2002-12-30,2028.472
2002-12-31,2036.429
2003-01-01,2036.429
2003-01-02,2159.109
2003-01-03,2154.312
2003-01-06,2211.517
2003-01-07,2167.995
2003-01-08,2073.521
2003-01-09,2109.342
2003-01-10,2118.972
2003-01-13,2145.373
2003-01-14,2182.687
2003-01-15,2142.71
2003-01-16,2157.269
2003-01-17,2073.812
2003-01-20,2051.522
2003-01-21,2032.227
2003-01-22,1985.514
2003-01-23,1988.293
2003-01-24,1939.719
2003-01-27,1883.413
2003-01-28,1894.14
2003-01-29,1931.566
2003-01-30,1891.248
2003-01-31,1928.932
2003-02-03,1937.721
2003-02-04,1874.965
2003-02-05,1949.274
2003-02-06,1896.22
2003-02-07,1841.475
2003-02-10,1842.272
2003-02-11,1877.36
2003-02-12,1842.976
2003-02-13,1846.794
2003-02-14,1937.106
2003-02-17,1958.308
2003-02-18,1958.244
2003-02-19,1873.393
2003-02-20,1854.265
2003-02-21,1889.091
2003-02-24,1815.871
2003-02-25,1748.557
2003-02-26,1725.372
2003-02-27,1764.765
2003-02-28,1793.498
2003-03-03,1800.214
2003-03-04,1767.829
2003-03-05,1785.63
2003-03-06,1737.963
2003-03-07,1743.898
2003-03-10,1665.794
2003-03-11,1639.572
2003-03-12,1558.054
2003-03-13,1652.651
2003-03-14,1656.859
2003-03-17,1707.812
2003-03-18,1793.92
2003-03-19,1804.185
2003-03-20,1797.445
2003-03-21,1862.576
2003-03-24,1763.416
2003-03-25,1826.684
2003-03-26,1786.445
2003-03-27,1794.4
2003-03-28,1750.317
2003-03-31,1708.429
2003-04-01,1716.936
2003-04-02,1790.541
2003-04-03,1773.549
2003-04-04,1848.098
2003-04-07,1939.034
2003-04-08,1906.586
2003-04-09,1898.581
2003-04-10,1901.014
2003-04-11,1908.051
2003-04-14,1953.53
2003-04-15,1982.693
2003-04-16,1986.187
2003-04-17,2052.278
2003-04-18,2052.278
2003-04-21,2043.432
2003-04-22,2120.182
2003-04-23,2141.654
2003-04-24,2081.127
2003-04-25,2037.061
2003-04-28,2109.869
2003-04-29,2078.432
2003-04-30,2126.835
2003-05-01,2146.369
2003-05-02,2157.904
2003-05-05,2183.188
2003-05-06,2235.214
2003-05-07,2189.231
2003-05-08,2115.987
2003-05-09,2177.785
2003-05-12,2172.393
2003-05-13,2146.29
2003-05-14,2160.944
2003-05-15,2204.611
2003-05-16,2217.635
2003-05-19,2129.417
2003-05-20,2119.854
2003-05-21,2121.604
2003-05-22,2153.433
2003-05-23,2132.435
2003-05-26,2150.084
2003-05-27,2177.082
2003-05-28,2194.544
2003-05-29,2201.215
2003-05-30,2249.647
2003-06-02,2300.134
2003-06-03,2268.006
2003-06-04,2300.491
2003-06-05,2297.131
2003-06-06,2325.923
2003-06-09,2313.245
2003-06-10,2335.791
2003-06-11,2393.667
2003-06-12,2434.527
2003-06-13,2407.353
2003-06-16,2490.699
2003-06-17,2509.734
2003-06-18,2499.457
2003-06-19,2451.604
2003-06-20,2433.804
2003-06-23,2373.202
2003-06-24,2385.475
2003-06-25,2385.477
2003-06-26,2392.979
2003-06-27,2381.895
2003-06-30,2392.562
2003-07-01,2364.22
2003-07-02,2409.99
2003-07-03,2417.735
2003-07-04,2406.952
2003-07-07,2450.566
2003-07-08,2462.14
2003-07-09,2448.784
2003-07-10,2413.329
2003-07-11,2454.719
2003-07-14,2509.294
2003-07-15,2479.989
2003-07-16,2473.113
2003-07-17,2438.831
2003-07-18,2473.131
2003-07-21,2431.879
2003-07-22,2457.934
2003-07-23,2464.529
2003-07-24,2532.132
2003-07-25,2523.699
2003-07-28,2554.935
2003-07-29,2565.21
2003-07-30,2551.411
2003-07-31,2585.899
2003-08-01,2555.122
2003-08-04,2548.835
2003-08-05,2575.161
2003-08-06,2529.698
2003-08-07,2501.641
2003-08-08,2484.527
2003-08-11,2489.91
2003-08-12,2515.37
2003-08-13,2516.41
2003-08-14,2554.331
2003-08-15,2560.087
2003-08-18,2589.423
2003-08-19,2563.058
2003-08-20,2573.229
2003-08-21,2577.662
2003-08-22,2537.541
2003-08-25,2515.895
2003-08-26,2485.063
2003-08-27,2510.756
2003-08-28,2505.549
2003-08-29,2512.141
2003-09-01,2573.376
2003-09-02,2547.548
2003-09-03,2579.948
2003-09-04,2609.39
2003-09-05,2597.623
2003-09-08,2629.872
2003-09-09,2606.003
2003-09-10,2573.887
2003-09-11,2590.133
2003-09-12,2573.643
2003-09-15,2581.966
2003-09-16,2588.152
2003-09-17,2590.893
2003-09-18,2624.349
2003-09-19,2625.404
2003-09-22,2564.102
2003-09-23,2519.519
2003-09-24,2431.122
2003-09-25,2461.902
2003-09-26,2451.392
2003-09-29,2466.571
2003-09-30,2438.478
2003-10-01,2510.87
2003-10-02,2444.538
2003-10-03,2537.386
2003-10-06,2538.062
2003-10-07,2515.552
2003-10-08,2527.392
2003-10-09,2596.005
2003-10-10,2595.007
2003-10-13,2623.377
2003-10-14,2629.381
2003-10-15,2655.398
2003-10-16,2680.163
2003-10-17,2621.291
2003-10-20,2666.358
2003-10-21,2674.281
2003-10-22,2629.499
2003-10-23,2643.584
2003-10-24,2617.928
2003-10-27,2652.955
2003-10-28,2687.493
2003-10-29,2707.661
2003-10-30,2740.949
2003-10-31,2742.91
2003-11-03,2771.089
2003-11-04,2780.906
2003-11-05,2759.288
2003-11-06,2746.575
2003-11-07,2806.175
2003-11-10,2793.866
2003-11-11,2782.891
2003-11-12,2821.713
2003-11-13,2850.194
2003-11-14,2886.157
2003-11-17,2795.243
2003-11-18,2820.039
2003-11-19,2821.451
2003-11-20,2806.722
2003-11-21,2818.647
2003-11-24,2851.772
2003-11-25,2836.064
2003-11-26,2857.878
2003-11-27,2875.365
2003-11-28,2895.562
2003-12-01,2939.713
2003-12-02,2962.645
2003-12-03,3013.193
2003-12-04,3017.458
2003-12-05,3018.921
2003-12-08,3009.103
2003-12-09,3030.274
2003-12-10,3019.603
2003-12-11,3026.366
2003-12-12,3069.498
2003-12-15,3091.947
2003-12-16,3106.483
2003-12-17,3118.939
2003-12-18,3147.991
2003-12-19,3163.157
2003-12-22,3171.663
2003-12-23,3192.697
2003-12-24,3201.694
2003-12-25,3201.694
2003-12-26,3200.409
2003-12-29,3247.385
2003-12-30,3264.976
2003-12-31,3286.602
2004-01-01,3286.602
2004-01-02,3315.793
2004-01-05,3346.018
2004-01-06,3350.201
2004-01-07,3298.818
2004-01-08,3301.691
2004-01-09,3315.389
2004-01-12,3296.458
2004-01-13,3308.082
2004-01-14,3337.534
2004-01-15,3331.35
2004-01-16,3333.529
2004-01-19,3353.001
2004-01-20,3369.126
2004-01-21,3425.315
2004-01-22,3442.19
2004-01-23,3450.767
2004-01-26,3387.591
2004-01-27,3399.338
2004-01-28,3413.678
2004-01-29,3308.917
2004-01-30,3297.321
2004-02-02,3317.687
2004-02-03,3320.655
2004-02-04,3297.315
2004-02-05,3304.806
2004-02-06,3347.398
2004-02-09,3377.446
2004-02-10,3382.116
2004-02-11,3377.604
2004-02-12,3417.696
2004-02-13,3353.548
2004-02-16,3359.56
2004-02-17,3389.131
2004-02-18,3392.53
2004-02-19,3387.504
2004-02-20,3304.253
2004-02-23,3315.695
2004-02-24,3284.702
2004-02-25,3243.028
2004-02-26,3234.072
2004-02-27,3266.923
2004-03-01,3295.23
2004-03-02,3292.974
2004-03-03,3219.236
2004-03-04,3276.591
2004-03-05,3339.639
2004-03-08,3350.087
2004-03-09,3317.174
2004-03-10,3244.63
2004-03-11,3130.24
2004-03-12,3115.722
2004-03-15,3036.973
2004-03-16,3077.028
2004-03-17,3102.496
2004-03-18,3085.585
2004-03-19,3070.366
2004-03-22,3007.535
2004-03-23,2999.61
2004-03-24,2969.057
2004-03-25,3028.024
2004-03-26,3025.88
2004-03-29,3076.163
2004-03-30,3078.01
2004-03-31,3086.732
2004-04-01,3163.026
2004-04-02,3177.069
2004-04-05,3169.822
2004-04-06,3167.193
2004-04-07,3178.147
2004-04-08,3167.002
2004-04-09,3167.002
2004-04-12,3158.107
2004-04-13,3164.831
2004-04-14,3128.196
2004-04-15,3142.652
2004-04-16,3197.848
2004-04-19,3184.018
2004-04-20,3182.888
2004-04-21,3150.594
2004-04-22,3177.059
2004-04-23,3211.089
2004-04-26,3236.967
2004-04-27,3256.086
2004-04-28,3190.574
2004-04-29,3176.299
2004-04-30,3176.412
2004-05-03,3177.697
2004-05-04,3194.583
2004-05-05,3239.391
2004-05-06,3145.726
2004-05-07,3085.248
2004-05-10,2975.128
2004-05-11,3013.614
2004-05-12,2989.024
2004-05-13,3021.446
2004-05-14,3016.678
2004-05-17,3012.854
2004-05-18,3026.056
2004-05-19,3106.977
2004-05-20,3046.899
2004-05-21,3069.407
2004-05-24,3081.855
2004-05-25,3093.95
2004-05-26,3127.417
2004-05-27,3212.086
2004-05-28,3190.867
2004-05-31,3203.878
2004-06-01,3159.604
2004-06-02,3190.39
2004-06-03,3210.571
2004-06-04,3250.014
2004-06-07,3309.522
2004-06-08,3288.295
2004-06-09,3228.569
2004-06-10,3253.378
2004-06-11,3226.382
2004-06-14,3190.602
2004-06-15,3225.697
2004-06-16,3235.027
2004-06-17,3224.211
2004-06-18,3264.731
2004-06-21,3246.627
2004-06-22,3209.945
2004-06-23,3217.275
2004-06-24,3289.947
2004-06-25,3280.135
2004-06-28,3340.979
2004-06-29,3319.122
2004-06-30,3320.28
2004-07-01,3304.799
2004-07-02,3318.799
2004-07-05,3302.697
2004-07-06,3270.944
2004-07-07,3291.702
2004-07-08,3320.384
2004-07-09,3306.456
2004-07-12,3284.385
2004-07-13,3267.822
2004-07-14,3276.804
2004-07-15,3231.744
2004-07-16,3253.48
2004-07-19,3226.455
2004-07-20,3231.182
2004-07-21,3221.173
2004-07-22,3176.547
2004-07-23,3125.981
2004-07-26,3102.607
2004-07-27,3130.086
2004-07-28,3114.928
2004-07-29,3170.794
2004-07-30,3170.19
2004-08-02,3146.007
2004-08-03,3159.647
2004-08-04,3119.534
2004-08-05,3129.065
2004-08-06,3098.484
2004-08-09,3065.795
2004-08-10,3091.058
2004-08-11,3032.095
2004-08-12,3038.543
2004-08-13,3057.84
2004-08-16,3087.852
2004-08-17,3090.273
2004-08-18,3091.662
2004-08-19,3099.974
2004-08-20,3086.091
2004-08-23,3097.015
2004-08-24,3079.473
2004-08-25,3092.87
2004-08-26,3124.736
2004-08-27,3125.65
2004-08-30,3117.018
2004-08-31,3107.023
2004-09-01,3135.175
2004-09-02,3139.147
2004-09-03,3145.752
2004-09-06,3162.591
2004-09-07,3159.417
2004-09-08,3163.798
2004-09-09,3144.797
2004-09-10,3198.09
2004-09-13,3240.093
2004-09-14,3246.767
2004-09-15,3212.539
2004-09-16,3230.629
2004-09-17,3256.354
2004-09-20,3236.435
2004-09-21,3270.525
2004-09-22,3218.811
2004-09-23,3202.411
2004-09-24,3196.695
2004-09-27,3177.089
2004-09-28,3196.114
2004-09-29,3233.345
2004-09-30,3240.948
2004-10-01,3314.655
2004-10-04,3305.72
2004-10-05,3340.948
2004-10-06,3349.87
2004-10-07,3341.126
2004-10-08,3362.107
2004-10-11,3361.257
2004-10-12,3293.541
2004-10-13,3299.634
2004-10-14,3304.066
2004-10-15,3299.69
2004-10-18,3298.927
2004-10-19,3339.011
2004-10-20,3322.449
2004-10-21,3337.886
2004-10-22,3348.529
2004-10-25,3318.64
2004-10-26,3329.249
2004-10-27,3386.901
2004-10-28,3408.521
2004-10-29,3408.286
2004-11-01,3467.51
2004-11-02,3477.084
2004-11-03,3505.735
2004-11-04,3537.51
2004-11-05,3558.105
2004-11-08,3581.476
2004-11-09,3570.85
2004-11-10,3591.153
2004-11-11,3612.324
2004-11-12,3630.789
2004-11-15,3623.216
2004-11-16,3615.699
2004-11-17,3686.12
2004-11-18,3674.034
2004-11-19,3658.128
2004-11-22,3644.88
2004-11-23,3650.152
2004-11-24,3681.209
2004-11-25,3739.146
2004-11-26,3738.765
2004-11-29,3736.617
2004-11-30,3719.166
2004-12-01,3771.452
2004-12-02,3785.67
2004-12-03,3808.071
2004-12-06,3810.616
2004-12-07,3827.052
2004-12-08,3781.171
2004-12-09,3728.587
2004-12-10,3748.537
2004-12-13,3815.879
2004-12-14,3825.675
2004-12-15,3851.258
2004-12-16,3833.188
2004-12-17,3771.746
2004-12-20,3851.68
2004-12-21,3841.003
2004-12-22,3879.786
2004-12-23,3921.288
2004-12-24,3931.452
2004-12-27,3933.509
2004-12-28,3948.918
2004-12-29,3931.154
2004-12-30,3948.994
2004-12-31,3938.129
2005-01-03,3928.123
2005-01-04,3885.557
2005-01-05,3855.622
2005-01-06,3875.114
2005-01-07,3857.137
2005-01-10,3872.954
2005-01-11,3851.367
2005-01-12,3844.883
2005-01-13,3820.106
2005-01-14,3827.157
2005-01-17,3836.191
2005-01-18,3822.993
2005-01-19,3814.661
2005-01-20,3765.904
2005-01-21,3781.146
2005-01-24,3777.587
2005-01-25,3779.727
2005-01-26,3781.052
2005-01-27,3759.963
2005-01-28,3750.811
2005-01-31,3821.933
2005-02-01,3843.656
2005-02-02,3882.149
2005-02-03,3851.322
2005-02-04,3906.445
2005-02-07,3891.269
2005-02-08,3878.238
2005-02-09,3860.779
2005-02-10,3887.169
2005-02-11,3929.41
2005-02-14,3950.634
2005-02-15,3975.972
2005-02-16,3942.904
2005-02-17,3980.114
2005-02-18,3967.366
2005-02-21,3942.682
2005-02-22,3969.312
2005-02-23,3946.833
2005-02-24,3945.188
2005-02-25,3982.431
2005-02-28,4015.83
2005-03-01,4014.038
2005-03-02,3986.003
2005-03-03,3969.39
2005-03-04,4053.212
2005-03-07,4043.291
2005-03-08,4052.11
2005-03-09,4028.022
2005-03-10,4003.365
2005-03-11,4049.338
2005-03-14,4029.563
2005-03-15,4035.698
2005-03-16,3989.374
2005-03-17,3977.811
2005-03-18,3963.363
2005-03-21,3908.422
2005-03-22,3935.194
2005-03-23,3869.571
2005-03-24,3881.754
2005-03-25,3881.754
2005-03-28,3854.511
2005-03-29,3887.737
2005-03-30,3896.327
2005-03-31,3905.368
2005-04-01,3914.884
2005-04-04,3838.543
2005-04-05,3864.747
2005-04-06,3888.771
2005-04-07,3914.495
2005-04-08,3897.512
2005-04-11,3926.924
2005-04-12,3880.606
2005-04-13,3926.16
2005-04-14,3893.903
2005-04-15,3845.808
2005-04-18,3757.746
2005-04-19,3767.398
2005-04-20,3747.274
2005-04-21,3769.454
2005-04-22,3784.812
2005-04-25,3783.227
2005-04-26,3775.347
2005-04-27,3741.628
2005-04-28,3730.491
2005-04-29,3739.86
2005-05-02,3754.035
2005-05-03,3784.986
2005-05-04,3834.843
2005-05-05,3859.759
2005-05-06,3837.03
2005-05-09,3815.579
2005-05-10,3787.334
2005-05-11,3761.955
2005-05-12,3748.116
2005-05-13,3723.761
2005-05-16,3703.338
2005-05-17,3708.563
2005-05-18,3773.123
2005-05-19,3806.363
2005-05-20,3780.475
2005-05-23,3835.568
2005-05-24,3822.856
2005-05-25,3811.674
2005-05-26,3851.994
2005-05-27,3870.54
2005-05-30,3888.214
2005-05-31,3829.765
2005-06-01,3859.751
2005-06-02,3869.401
2005-06-03,3836.353
2005-06-06,3831.278
2005-06-07,3889.715
2005-06-08,3902.182
2005-06-09,3862.529
2005-06-10,3862.389
2005-06-13,3860.924
2005-06-14,3861.442
