Date,GERMANY VALUE Standard (Large+Mid Cap)
1989-11-30,843.524
1989-12-29,1031.711
1990-01-31,1061.796
1990-02-28,1039.54
1990-03-30,1111.272
1990-04-30,1043.69
1990-05-31,1048.925
1990-06-29,1078.946
1990-07-31,1139.127
1990-08-31,975.601
1990-09-28,807.446
1990-10-31,893.26
1990-11-30,909.168
1990-12-31,892.959
1991-01-31,931.344
1991-02-28,993.767
1991-03-29,863.057
1991-04-30,890.428
1991-05-31,942.063
1991-06-28,854.903
1991-07-31,899.119
1991-08-30,923.627
1991-09-30,954.924
1991-10-31,934.268
1991-11-29,936.23
1991-12-31,1009.891
1992-01-31,1020.758
1992-02-28,1042.369
1992-03-31,1022.013
1992-04-30,1023.149
1992-05-29,1087.149
1992-06-30,1102.862
1992-07-31,1067.035
1992-08-31,1082.1
1992-09-30,1032.753
1992-10-30,946.095
1992-11-30,930.301
1992-12-31,915.381
1993-01-29,945.015
1993-02-26,987.383
1993-03-31,1028.846
1993-04-30,1007.476
1993-05-31,993.11
1993-06-30,984.066
1993-07-30,1023.326
1993-08-31,1141.037
1993-09-30,1160.33
1993-10-29,1211.214
1993-11-30,1189.253
1993-12-31,1291.347
1994-01-31,1254.94
1994-02-28,1250.807
1994-03-31,1304.363
1994-04-29,1370.267
1994-05-31,1287.596
1994-06-30,1296.261
1994-07-29,1356.075
1994-08-31,1406.088
1994-09-30,1309.565
1994-10-31,1401.363
1994-11-30,1326.176
1994-12-30,1363.917
1995-01-31,1326.942
1995-02-28,1413.372
1995-03-31,1373.491
1995-04-28,1412.845
1995-05-31,1422.814
1995-06-30,1437.163
1995-07-31,1510.783
1995-08-31,1436.244
1995-09-29,1462.295
1995-10-31,1437.865
1995-11-30,1449.547
1995-12-29,1493.307
1996-01-31,1581.137
1996-02-29,1602.172
1996-03-29,1622.968
1996-04-30,1587.331
1996-05-31,1617.315
1996-06-28,1641.72
1996-07-31,1644.472
1996-08-30,1695.67
1996-09-30,1712.721
1996-10-31,1718.004
1996-11-29,1775.165
1996-12-31,1788.656
1997-01-31,1822.786
1997-02-28,1898.829
1997-03-31,2068.864
1997-04-30,2013.779
1997-05-30,2071.249
1997-06-30,2179.385
1997-07-31,2368.053
1997-08-29,2129.131
1997-09-30,2286.686
1997-10-31,2161.253
1997-11-28,2238.718
1997-12-31,2331.347
1998-01-30,2276.501
1998-02-27,2383.272
1998-03-31,2626.861
1998-04-30,2750.896
1998-05-29,3008.875
1998-06-30,3011.243
1998-07-31,3108.442
1998-08-31,2638.003
1998-09-30,2535.606
1998-10-30,2593.335
1998-11-30,2755.656
1998-12-31,2855.719
1999-01-29,3049.938
1999-02-26,2858.334
1999-03-31,2873.69
1999-04-30,3179.666
1999-05-31,2894.767
1999-06-30,3115.78
1999-07-30,3094.474
1999-08-31,3122.32
1999-09-30,2980.108
1999-10-29,3174.189
1999-11-30,3023.758
1999-12-31,3496.547
2000-01-31,3135.998
2000-02-29,3380.775
2000-03-31,3208.921
2000-04-28,3099.7
2000-05-31,3104.287
2000-06-30,3117.299
2000-07-31,3275.982
2000-08-31,3204.556
2000-09-29,3075.651
2000-10-31,3155.693
2000-11-30,3055.7
2000-12-29,3423.607
2001-01-31,3514.804
2001-02-28,3406.344
2001-03-30,3138.112
2001-04-30,3362.797
2001-05-31,3118.15
2001-06-29,3144.944
2001-07-31,3158.278
2001-08-31,2808.946
2001-09-28,2365.66
2001-10-31,2450.572
2001-11-30,2710.938
2001-12-31,2833.554
2002-01-31,2662.052
2002-02-28,2622.78
2002-03-29,2873.018
2002-04-30,2790.623
2002-05-31,2834.053
2002-06-28,2774.29
2002-07-31,2413.968
2002-08-30,2477.149
2002-09-30,1953.627
2002-10-31,2052.433
2002-11-29,2201.498
2002-12-31,2036.429
2003-01-31,1928.932
2003-02-28,1793.498
2003-03-31,1708.429
2003-04-30,2126.835
2003-05-30,2249.647
2003-06-30,2392.562
2003-07-31,2585.899
2003-08-29,2512.141
2003-09-30,2438.478
2003-10-31,2742.91
2003-11-28,2895.562
2003-12-31,3286.602
2004-01-30,3297.321
2004-02-27,3266.923
2004-03-31,3086.732
2004-04-30,3176.412
2004-05-31,3203.878
2004-06-30,3320.28
2004-07-30,3170.19
2004-08-31,3107.023
2004-09-30,3240.948
2004-10-29,3408.286
2004-11-30,3719.166
2004-12-31,3938.129
2005-01-31,3821.933
2005-02-28,4015.83
2005-03-31,3905.368
2005-04-29,3739.86
2005-05-31,3829.765
2005-06-30,3870.904
2005-07-29,4210.319
2005-08-31,4238.311
2005-09-30,4380.007
2005-10-31,4286.194
2005-11-30,4453.559
2005-12-30,4620.123
2006-01-31,4978.053
2006-02-28,4994.649
2006-03-31,5165.072
2006-04-28,5451.719
2006-05-31,5263.989
2006-06-30,5217.367
2006-07-31,5286.037
2006-08-31,5443.615
2006-09-29,5483.757
2006-10-31,5846.15
2006-11-30,6111.752
2006-12-29,6420.149
2007-01-31,6403.355
2007-02-28,6543.296
2007-03-30,6746.476
2007-04-30,7438.112
2007-05-31,7831.592
2007-06-29,7894.243
2007-07-31,7516.488
2007-08-31,7515.725
2007-09-28,8105.545
2007-10-31,8504.244
2007-11-30,8268.395
2007-12-31,8264.983
2008-01-31,7052.454
2008-02-29,7207.281
2008-03-31,7358.716
2008-04-30,7532.061
2008-05-30,7547.456
2008-06-30,6789.881
2008-07-31,6591.846
2008-08-29,6234.805
2008-09-30,5083.329
2008-10-31,3574.547
2008-11-28,3517.193
2008-12-31,4057.025
2009-01-30,3249.438
2009-02-27,2838.989
2009-03-31,3159.959
2009-04-30,3831.379
2009-05-29,4202.899
2009-06-30,4047.912
2009-07-31,4537.194
2009-08-31,4939.615
2009-09-30,5205.325
2009-10-30,4955.119
2009-11-30,5198.997
2009-12-31,5261.505
2010-01-29,4823.467
2010-02-26,4750.803
2010-03-31,5216.149
2010-04-30,5043.787
2010-05-31,4508.758
2010-06-30,4452.551
2010-07-30,4929.538
2010-08-31,4637.752
2010-09-30,5128.924
2010-10-29,5571.106
2010-11-30,5234.985
2010-12-31,5623.148
2011-01-31,5957.656
2011-02-28,6129.621
2011-03-31,6053.86
2011-04-29,6772.388
2011-05-31,6290.3
2011-06-30,6401.977
2011-07-29,6067.522
2011-08-31,4795.433
2011-09-30,4280.73
2011-10-31,4937.226
2011-11-30,4711.675
2011-12-30,4412.46
2012-01-31,4856.01
2012-02-29,5268.98
2012-03-30,5303.344
2012-04-30,5090.191
2012-05-31,4403.542
2012-06-29,4709.152
2012-07-31,4743.268
2012-08-31,5065.881
2012-09-28,5327.06
2012-10-31,5415.837
2012-11-30,5404.218
2012-12-31,5663.043
2013-01-31,5971.639
2013-02-28,5656.678
2013-03-29,5507.781
2013-04-30,5795.842
2013-05-31,6109.38
2013-06-28,5738.682
2013-07-31,6164.155
2013-08-30,6006.319
2013-09-30,6673.532
2013-10-31,7099.667
2013-11-29,7307.642
2013-12-31,7489.117
2014-01-31,7191.111
2014-02-28,7679.543
2014-03-31,7588.792
2014-04-30,7679.76
2014-05-30,7829.704
2014-06-30,7810.827
2014-07-31,7271.703
2014-08-29,7177.2
2014-09-30,6819.035
2014-10-31,6614.871
2014-11-28,7058.299
2014-12-31,6721.425
2015-01-30,6793.701
2015-02-27,7255.727
2015-03-31,7276.007
2015-04-30,7240.104
2015-05-29,6941.564
2015-06-30,6732.336
2015-07-31,6894.087
2015-08-31,6336.11
2015-09-30,5735.881
2015-10-30,6375.669
2015-11-30,6388.402
2015-12-31,6199.534
2016-01-29,5492.024
2016-02-29,5353.814
2016-03-31,5933.518
2016-04-29,6126.193
2016-05-31,6110.508
2016-06-30,5561.164
2016-07-29,5922.117
2016-08-31,6150.227
2016-09-30,6123.292
2016-10-31,6210.865
2016-11-30,6056.212
2016-12-30,6554.821
2017-01-31,6744.434
2017-02-28,6769.538
2017-03-31,7074.735
2017-04-28,7223.758
2017-05-31,7449.524
2017-06-30,7390.317
2017-07-31,7521.879
2017-08-31,7547.989
2017-09-29,8049.932
2017-10-31,8244.79
2017-11-30,8379.072
2017-12-29,8357.796
2018-01-31,8909.601
2018-02-28,8184.699
2018-03-30,8040.026
2018-04-30,8235.105
2018-05-31,7713.791
2018-06-29,7407.266
2018-07-31,7850.94
2018-08-31,7390.703
2018-09-28,7355.647
2018-10-31,6881.421
2018-11-30,6823.76
2018-12-31,6463.364
2019-01-31,6915.569
2019-02-28,7103.866
2019-03-29,6793.706
2019-04-30,7272.758
2019-05-31,6677.337
2019-06-28,7193.556
2019-07-31,6965.302
2019-08-30,6835.951
2019-09-30,7047.668
2019-10-31,7553.109
2019-11-29,7517.9
2019-12-31,7660.145
2020-01-31,7270.306
2020-02-28,6567.083
2020-03-31,5288.958
2020-04-30,5872.05
2020-05-29,6375.601
2020-06-30,6918.751
2020-07-31,7125.163
2020-08-31,7629.847
2020-09-30,7363.14
2020-10-30,6771.108
2020-11-30,8142.127
2020-12-31,8509.427
2021-01-29,8390.887
2021-02-26,8661.331
2021-03-31,9338.607
2021-04-30,9495.822
2021-05-31,9854.34
2021-06-30,9523.497
2021-07-30,9457.844
2021-08-31,9487.974
2021-09-30,9081.516
2021-10-29,9173.767
2021-11-30,8469.38
2021-12-31,9069.733
2022-01-31,9038.071
2022-02-28,8472.304
2022-03-31,8202.139
2022-04-29,7618.716
2022-05-31,8000.478
2022-06-30,6778.563
2022-07-29,6877.195
2022-08-31,6460.406
2022-09-30,5902.517
2022-10-31,6578.606
2022-11-30,7481.212
2022-12-30,7473.032
2023-01-31,8442.121
2023-02-28,8332.065
2023-03-31,8517.396
2023-04-28,8911.363
2023-05-31,8521.8
2023-06-30,9014.422
2023-07-31,9299.28
2023-08-31,8788.766
2023-09-29,8327.941
2023-10-31,7856.467
2023-11-30,8714.296
2023-12-29,9315.253
2024-01-31,9046.052
2024-02-29,9284.695
2024-03-29,9648.697
2024-04-30,9388.058
2024-05-31,9885.139
2024-06-28,9499.752
2024-07-31,9652.6
2024-08-30,10104.765
2024-09-30,10519.089
2024-10-31,9942.826
2024-11-29,9776.685
2024-12-31,9593.054
2025-01-31,10397.252
2025-02-28,10949.602
2025-03-31,11291.279
2025-04-30,12015.264
2025-05-30,12585.799
2025-06-30,12921.061
2025-07-31,13005.011
