Date,SWITZERLAND SMALL GROWTH Small Cap
2005-11-10,515.589
2005-11-11,514.768
2005-11-14,514.031
2005-11-15,512.441
2005-11-16,506.413
2005-11-17,510.505
2005-11-18,510.375
2005-11-21,512.437
2005-11-22,512.106
2005-11-23,514.79
2005-11-24,515.188
2005-11-25,515.915
2005-11-28,511.198
2005-11-29,510.196
2005-11-30,509.788
2005-12-01,509.754
2005-12-02,515.131
2005-12-05,520.622
2005-12-06,519.248
2005-12-07,517.426
2005-12-08,522.034
2005-12-09,522.215
2005-12-12,524.204
2005-12-13,523.656
2005-12-14,526.897
2005-12-15,520.601
2005-12-16,522.885
2005-12-19,520.086
2005-12-20,516.884
2005-12-21,518.042
2005-12-22,520.399
2005-12-23,517.544
2005-12-26,517.544
2005-12-27,521.009
2005-12-28,524.931
2005-12-29,525.693
2005-12-30,524.789
2006-01-02,524.789
2006-01-03,543.461
2006-01-04,555.152
2006-01-05,558.175
2006-01-06,566.545
2006-01-09,565.342
2006-01-10,559.549
2006-01-11,565.09
2006-01-12,564.562
2006-01-13,567.112
2006-01-16,572.406
2006-01-17,567.532
2006-01-18,567.42
2006-01-19,559.475
2006-01-20,557.32
2006-01-23,565.348
2006-01-24,565.033
2006-01-25,561.674
2006-01-26,564.168
2006-01-27,565.378
2006-01-30,564.198
2006-01-31,568.162
2006-02-01,569.806
2006-02-02,571.239
2006-02-03,565.99
2006-02-06,564.521
2006-02-07,562.802
2006-02-08,563.289
2006-02-09,563.545
2006-02-10,564.504
2006-02-13,562.474
2006-02-14,562.301
2006-02-15,560.787
2006-02-16,560.751
2006-02-17,561.279
2006-02-20,565.628
2006-02-21,565.909
2006-02-22,562.753
2006-02-23,566.22
2006-02-24,564.23
2006-02-27,566.061
2006-02-28,566.11
2006-03-01,571.16
2006-03-02,573.145
2006-03-03,577.7
2006-03-06,580.584
2006-03-07,570.398
2006-03-08,568.895
2006-03-09,569.451
2006-03-10,569.614
2006-03-13,578.816
2006-03-14,579.68
2006-03-15,583.937
2006-03-16,585.372
2006-03-17,592.012
2006-03-20,597.506
2006-03-21,593.721
2006-03-22,594.873
2006-03-23,587.302
2006-03-24,591.863
2006-03-27,593.001
2006-03-28,597.21
2006-03-29,592.139
2006-03-30,601.645
2006-03-31,597.972
2006-04-03,603.146
2006-04-04,614.602
2006-04-05,620.557
2006-04-06,622.252
2006-04-07,615.097
2006-04-10,612.542
2006-04-11,610.234
2006-04-12,605.313
2006-04-13,607.501
2006-04-14,607.501
2006-04-17,618.538
2006-04-18,618.975
2006-04-19,627.038
2006-04-20,629.373
2006-04-21,640.288
2006-04-24,641.58
2006-04-25,639.121
2006-04-26,641.972
2006-04-27,642.111
2006-04-28,649.818
2006-05-01,653.681
2006-05-02,653.266
2006-05-03,651.205
2006-05-04,658.277
2006-05-05,667.376
2006-05-08,675.264
2006-05-09,683.145
2006-05-10,681.302
2006-05-11,684.335
2006-05-12,676.755
2006-05-15,661.55
2006-05-16,657.612
2006-05-17,639.624
2006-05-18,617.878
2006-05-19,615.502
2006-05-22,600.679
2006-05-23,614.782
2006-05-24,605.495
2006-05-25,605.495
2006-05-26,617.124
2006-05-29,623.605
2006-05-30,618.101
2006-05-31,622.678
2006-06-01,624.38
2006-06-02,637.871
2006-06-05,639.062
2006-06-06,613.716
2006-06-07,608.503
2006-06-08,586.132
2006-06-09,600.832
2006-06-12,587.983
2006-06-13,574.712
2006-06-14,577.048
2006-06-15,593.6
2006-06-16,596.473
2006-06-19,589.925
2006-06-20,591.24
2006-06-21,594.084
2006-06-22,595.557
2006-06-23,594.97
2006-06-26,596.113
2006-06-27,597.244
2006-06-28,594.186
2006-06-29,598.706
2006-06-30,618.778
2006-07-03,624.432
2006-07-04,627.466
2006-07-05,617.095
2006-07-06,621.398
2006-07-07,626.155
2006-07-10,621.867
2006-07-11,624.62
2006-07-12,621.397
2006-07-13,615.128
2006-07-14,606.643
2006-07-17,588.973
2006-07-18,581.867
2006-07-19,593.119
2006-07-20,607.74
2006-07-21,607.047
2006-07-24,607.657
2006-07-25,609.328
2006-07-26,614.48
2006-07-27,626.982
2006-07-28,628.793
2006-07-31,630.34
2006-08-01,628.07
2006-08-02,635.417
2006-08-03,629.467
2006-08-04,636.386
2006-08-07,629.504
2006-08-08,629.556
2006-08-09,637.772
2006-08-10,625.548
2006-08-11,623.365
2006-08-14,623.867
2006-08-15,625.87
2006-08-16,636.557
2006-08-17,640.984
2006-08-18,635.388
2006-08-21,643.487
2006-08-22,640.571
2006-08-23,640.338
2006-08-24,638.989
2006-08-25,639.307
2006-08-28,642.355
2006-08-29,647.719
2006-08-30,656.868
2006-08-31,654.842
2006-09-01,661.964
2006-09-04,663.359
2006-09-05,661.258
2006-09-06,660.538
2006-09-07,651.815
2006-09-08,650.943
2006-09-11,647.948
2006-09-12,651.012
2006-09-13,655.498
2006-09-14,661.247
2006-09-15,657.701
2006-09-18,664.607
2006-09-19,667.002
2006-09-20,671.551
2006-09-21,675.875
2006-09-22,678.173
2006-09-25,676.2
2006-09-26,680.076
2006-09-27,682.92
2006-09-28,682.295
2006-09-29,681.804
2006-10-02,687.863
2006-10-03,682.182
2006-10-04,681.98
2006-10-05,686.044
2006-10-06,679.92
2006-10-09,682.667
2006-10-10,683.51
2006-10-11,680.388
2006-10-12,683.986
2006-10-13,681.444
2006-10-16,683.104
2006-10-17,683.052
2006-10-18,683.552
2006-10-19,700.41
2006-10-20,704.128
2006-10-23,701.169
2006-10-24,700.273
2006-10-25,710.191
2006-10-26,716.577
2006-10-27,724.334
2006-10-30,722.067
2006-10-31,726.895
2006-11-01,732.712
2006-11-02,733.066
2006-11-03,732.064
2006-11-06,737.893
2006-11-07,744.429
2006-11-08,743.32
2006-11-09,754.064
2006-11-10,759.371
2006-11-13,757.376
2006-11-14,759.479
2006-11-15,762.821
2006-11-16,765.583
2006-11-17,763.185
2006-11-20,766.101
2006-11-21,767.943
2006-11-22,778.527
2006-11-23,778.747
2006-11-24,782.473
2006-11-27,771.323
2006-11-28,764.318
2006-11-29,780.491
2006-11-30,788.135
2006-12-01,797.507
2006-12-04,798.768
2006-12-05,804.476
2006-12-06,811.138
2006-12-07,817.142
2006-12-08,820.592
2006-12-11,823.923
2006-12-12,830.302
2006-12-13,832.246
2006-12-14,826.054
2006-12-15,825.28
2006-12-18,825.056
2006-12-19,830.015
2006-12-20,839.408
2006-12-21,844.014
2006-12-22,841.246
2006-12-25,841.246
2006-12-26,840.004
2006-12-27,841.862
2006-12-28,845.331
2006-12-29,852.291
2007-01-01,852.291
2007-01-02,857.313
2007-01-03,858.321
2007-01-04,848.529
2007-01-05,844.581
2007-01-08,846.884
2007-01-09,855.029
2007-01-10,853.349
2007-01-11,861.442
2007-01-12,866.074
2007-01-15,877.126
2007-01-16,879.712
2007-01-17,886.642
2007-01-18,886.606
2007-01-19,881.634
2007-01-22,891.753
2007-01-23,889.42
2007-01-24,896.169
2007-01-25,898.423
2007-01-26,888.073
2007-01-29,895.457
2007-01-30,902.288
2007-01-31,911.665
2007-02-01,919.12
2007-02-02,916.624
2007-02-05,915.63
2007-02-06,923.399
2007-02-07,934.259
2007-02-08,923.184
2007-02-09,924.225
2007-02-12,914.342
2007-02-13,914.035
2007-02-14,932.62
2007-02-15,944.27
2007-02-16,946.251
2007-02-19,945.909
2007-02-20,938.8
2007-02-21,937.981
2007-02-22,930.633
2007-02-23,925.227
2007-02-26,930.123
2007-02-27,889.687
2007-02-28,892.507
2007-03-01,881.453
2007-03-02,888.519
2007-03-05,871.733
2007-03-06,884.551
2007-03-07,893.095
2007-03-08,911.1
2007-03-09,904.062
2007-03-12,916.452
2007-03-13,911.055
2007-03-14,892.857
2007-03-15,913.176
2007-03-16,922.084
2007-03-19,935.759
2007-03-20,934.305
2007-03-21,947.445
2007-03-22,953.398
2007-03-23,946.622
2007-03-26,950.947
2007-03-27,942.035
2007-03-28,945.698
2007-03-29,947.99
2007-03-30,951.895
2007-04-02,959.689
2007-04-03,958.938
2007-04-04,965.993
2007-04-05,978.305
2007-04-06,978.305
2007-04-09,969.237
2007-04-10,974.806
2007-04-11,972.511
2007-04-12,971.204
2007-04-13,981.44
2007-04-16,994.793
2007-04-17,995.031
2007-04-18,1005.062
2007-04-19,994.552
2007-04-20,1001.724
2007-04-23,993.435
2007-04-24,991.665
2007-04-25,1005.251
2007-04-26,1006.459
2007-04-27,1005.923
2007-04-30,1005.507
2007-05-01,999.213
2007-05-02,1004.458
2007-05-03,996.569
2007-05-04,1010.242
2007-05-07,1015.647
2007-05-08,997.542
2007-05-09,1001.86
2007-05-10,1001.902
2007-05-11,1000.517
2007-05-14,996.897
2007-05-15,1000.53
2007-05-16,1001.55
2007-05-17,995.017
2007-05-18,1002.959
2007-05-21,1003.018
2007-05-22,1006.737
2007-05-23,1012.204
2007-05-24,997.955
2007-05-25,995.632
2007-05-28,995.632
2007-05-29,1002.146
2007-05-30,994.101
2007-05-31,1000.0
2007-06-01,1005.091
2007-06-04,1011.998
2007-06-05,1014.567
2007-06-06,999.473
2007-06-07,988.189
2007-06-08,976.169
2007-06-11,987.243
2007-06-12,983.937
2007-06-13,978.902
2007-06-14,998.622
2007-06-15,1008.316
2007-06-18,1018.223
2007-06-19,1014.631
2007-06-20,1023.381
2007-06-21,1011.295
2007-06-22,1014.989
2007-06-25,1009.367
2007-06-26,1001.374
2007-06-27,996.144
2007-06-28,1009.575
2007-06-29,1025.558
2007-07-02,1043.027
2007-07-03,1049.068
2007-07-04,1053.956
2007-07-05,1049.657
2007-07-06,1046.659
2007-07-09,1046.68
2007-07-10,1049.841
2007-07-11,1054.923
2007-07-12,1067.855
2007-07-13,1066.288
2007-07-16,1063.941
2007-07-17,1055.919
2007-07-18,1046.089
2007-07-19,1063.319
2007-07-20,1060.577
2007-07-23,1051.995
2007-07-24,1039.159
2007-07-25,1020.137
2007-07-26,1006.802
2007-07-27,998.482
2007-07-30,1005.848
2007-07-31,1019.627
2007-08-01,1021.664
2007-08-02,1021.258
2007-08-03,1027.708
2007-08-06,1020.417
2007-08-07,1018.261
2007-08-08,1029.831
2007-08-09,1014.925
2007-08-10,975.104
2007-08-13,986.765
2007-08-14,980.474
2007-08-15,963.708
2007-08-16,907.66
2007-08-17,926.508
2007-08-20,935.739
2007-08-21,941.155
2007-08-22,966.443
2007-08-23,971.626
2007-08-24,985.137
2007-08-27,988.531
2007-08-28,979.935
2007-08-29,975.889
2007-08-30,973.572
2007-08-31,982.357
2007-09-03,990.458
2007-09-04,994.082
2007-09-05,983.829
2007-09-06,985.42
2007-09-07,982.861
2007-09-10,970.744
2007-09-11,975.865
2007-09-12,979.255
2007-09-13,978.995
2007-09-14,966.477
2007-09-17,951.496
2007-09-18,960.255
2007-09-19,993.162
2007-09-20,982.115
2007-09-21,977.744
2007-09-24,972.13
2007-09-25,976.501
2007-09-26,978.334
2007-09-27,984.327
2007-09-28,1000.635
2007-10-01,1000.226
2007-10-02,996.74
2007-10-03,1002.943
2007-10-04,1003.652
2007-10-05,1007.326
2007-10-08,1008.436
2007-10-09,1012.002
2007-10-10,1015.315
2007-10-11,1028.55
2007-10-12,1015.999
2007-10-15,1024.326
2007-10-16,1016.275
2007-10-17,1023.874
2007-10-18,1016.381
2007-10-19,1009.898
2007-10-22,995.269
2007-10-23,1002.224
2007-10-24,998.525
2007-10-25,1009.377
2007-10-26,1019.129
2007-10-29,1023.679
2007-10-30,1014.04
2007-10-31,1030.926
2007-11-01,1014.259
2007-11-02,1010.301
2007-11-05,1003.238
2007-11-06,1015.302
2007-11-07,1017.833
2007-11-08,1022.693
2007-11-09,1017.641
2007-11-12,1000.062
2007-11-13,1000.664
2007-11-14,1011.965
2007-11-15,1000.936
2007-11-16,995.505
2007-11-19,967.026
2007-11-20,961.009
2007-11-21,928.215
2007-11-22,928.947
2007-11-23,938.192
2007-11-26,944.722
2007-11-27,937.444
2007-11-28,944.007
2007-11-29,963.17
2007-11-30,965.334
2007-12-03,961.99
2007-12-04,949.897
2007-12-05,955.187
2007-12-06,959.176
2007-12-07,963.283
2007-12-10,966.739
2007-12-11,965.801
2007-12-12,966.471
2007-12-13,945.889
2007-12-14,936.146
2007-12-17,916.199
2007-12-18,918.121
2007-12-19,908.345
2007-12-20,905.401
2007-12-21,907.91
2007-12-24,906.695
2007-12-25,906.695
2007-12-26,912.645
2007-12-27,930.732
2007-12-28,951.437
2007-12-31,948.79
2008-01-01,948.79
2008-01-02,960.841
2008-01-03,944.567
2008-01-04,934.138
2008-01-07,906.085
2008-01-08,908.769
2008-01-09,884.672
2008-01-10,879.292
2008-01-11,877.883
2008-01-14,890.513
2008-01-15,866.425
2008-01-16,832.041
2008-01-17,820.346
2008-01-18,808.358
2008-01-21,766.198
2008-01-22,786.383
2008-01-23,776.574
2008-01-24,799.402
2008-01-25,814.375
2008-01-28,803.44
2008-01-29,816.907
2008-01-30,814.707
2008-01-31,820.891
2008-02-01,848.756
2008-02-04,859.47
2008-02-05,832.087
2008-02-06,830.64
2008-02-07,814.322
2008-02-08,820.532
2008-02-11,818.936
2008-02-12,845.189
2008-02-13,853.802
2008-02-14,870.716
2008-02-15,865.658
2008-02-18,869.912
2008-02-19,883.933
2008-02-20,859.232
2008-02-21,873.434
2008-02-22,874.973
2008-02-25,882.831
2008-02-26,897.678
2008-02-27,902.89
2008-02-28,893.068
2008-02-29,887.105
2008-03-03,869.674
2008-03-04,864.137
2008-03-05,871.743
2008-03-06,877.476
2008-03-07,863.541
2008-03-10,852.639
2008-03-11,860.144
2008-03-12,867.783
2008-03-13,852.401
2008-03-14,851.075
2008-03-17,831.536
2008-03-18,832.444
2008-03-19,827.255
2008-03-20,808.341
2008-03-21,808.341
2008-03-24,798.818
2008-03-25,832.153
2008-03-26,847.129
2008-03-27,865.838
2008-03-28,867.328
2008-03-31,881.593
2008-04-01,878.338
2008-04-02,884.3
2008-04-03,878.214
2008-04-04,893.47
2008-04-07,893.267
2008-04-08,882.223
2008-04-09,880.272
2008-04-10,865.607
2008-04-11,856.72
2008-04-14,851.833
2008-04-15,854.075
2008-04-16,869.307
2008-04-17,864.504
2008-04-18,867.227
2008-04-21,874.546
2008-04-22,878.126
2008-04-23,871.362
2008-04-24,854.313
2008-04-25,861.904
2008-04-28,870.612
2008-04-29,868.633
2008-04-30,866.924
2008-05-01,861.465
2008-05-02,865.209
2008-05-05,870.413
2008-05-06,872.59
2008-05-07,873.468
2008-05-08,879.012
2008-05-09,869.249
2008-05-12,868.002
2008-05-13,865.15
2008-05-14,866.584
2008-05-15,869.686
2008-05-16,882.079
2008-05-19,881.12
2008-05-20,877.932
2008-05-21,886.975
2008-05-22,885.974
2008-05-23,884.191
2008-05-26,873.609
2008-05-27,867.936
2008-05-28,868.559
2008-05-29,868.026
2008-05-30,870.89
2008-06-02,877.549
2008-06-03,881.84
2008-06-04,879.697
2008-06-05,884.389
2008-06-06,887.035
2008-06-09,873.009
2008-06-10,849.24
2008-06-11,844.031
2008-06-12,835.638
2008-06-13,835.008
2008-06-16,843.132
2008-06-17,847.63
2008-06-18,834.785
2008-06-19,822.35
2008-06-20,818.497
2008-06-23,807.415
2008-06-24,812.534
2008-06-25,816.202
2008-06-26,811.513
2008-06-27,810.952
2008-06-30,811.723
2008-07-01,789.05
2008-07-02,784.346
2008-07-03,764.843
2008-07-04,765.272
2008-07-07,764.475
2008-07-08,753.23
2008-07-09,766.001
2008-07-10,760.192
2008-07-11,743.652
2008-07-14,744.363
2008-07-15,735.563
2008-07-16,726.918
2008-07-17,749.779
2008-07-18,754.789
2008-07-21,770.761
2008-07-22,764.369
2008-07-23,768.935
2008-07-24,757.572
2008-07-25,745.052
2008-07-28,750.138
2008-07-29,739.477
2008-07-30,738.575
2008-07-31,735.832
2008-08-01,735.411
2008-08-04,731.308
2008-08-05,724.309
2008-08-06,732.653
2008-08-07,740.042
2008-08-08,726.886
2008-08-11,736.097
2008-08-12,734.121
2008-08-13,721.218
2008-08-14,729.356
2008-08-15,731.123
2008-08-18,728.936
2008-08-19,717.326
2008-08-20,716.53
2008-08-21,723.82
2008-08-22,722.595
2008-08-25,721.097
2008-08-26,718.716
2008-08-27,725.11
2008-08-28,734.916
2008-08-29,738.324
2008-09-01,735.813
2008-09-02,742.164
2008-09-03,736.128
2008-09-04,727.261
2008-09-05,712.928
2008-09-08,714.617
2008-09-09,702.417
2008-09-10,691.504
2008-09-11,682.176
2008-09-12,697.9
2008-09-15,690.188
2008-09-16,678.519
2008-09-17,669.97
2008-09-18,676.345
2008-09-19,700.477
2008-09-22,711.127
2008-09-23,703.437
2008-09-24,692.717
2008-09-25,692.289
2008-09-26,681.001
2008-09-29,646.235
2008-09-30,634.349
2008-10-01,624.917
2008-10-02,603.201
2008-10-03,601.502
2008-10-06,560.866
2008-10-07,554.162
2008-10-08,529.762
2008-10-09,520.321
2008-10-10,492.114
2008-10-13,529.8
2008-10-14,545.244
2008-10-15,516.739
2008-10-16,495.634
2008-10-17,495.736
2008-10-20,493.245
2008-10-21,494.095
2008-10-22,482.229
2008-10-23,468.647
2008-10-24,450.957
2008-10-27,425.91
2008-10-28,428.132
2008-10-29,456.221
2008-10-30,464.276
2008-10-31,464.605
2008-11-03,473.205
2008-11-04,498.701
2008-11-05,495.193
2008-11-06,465.215
2008-11-07,469.887
2008-11-10,477.704
2008-11-11,456.074
2008-11-12,446.254
2008-11-13,435.682
2008-11-14,437.357
2008-11-17,423.586
2008-11-18,416.503
2008-11-19,400.187
2008-11-20,383.802
2008-11-21,383.767
2008-11-24,403.973
2008-11-25,411.452
2008-11-26,406.364
2008-11-27,418.834
2008-11-28,415.647
2008-12-01,403.558
2008-12-02,404.759
2008-12-03,403.424
2008-12-04,407.786
2008-12-05,393.275
2008-12-08,409.241
2008-12-09,408.73
2008-12-10,417.875
2008-12-11,420.901
2008-12-12,417.993
2008-12-15,424.168
2008-12-16,425.502
2008-12-17,448.802
2008-12-18,460.636
2008-12-19,438.117
2008-12-22,443.086
2008-12-23,449.813
2008-12-24,454.249
2008-12-25,454.249
2008-12-26,456.159
2008-12-29,475.119
2008-12-30,474.099
2008-12-31,468.732
2009-01-01,468.732
2009-01-02,465.821
2009-01-05,470.683
2009-01-06,472.331
2009-01-07,482.313
2009-01-08,481.095
2009-01-09,474.294
2009-01-12,464.127
2009-01-13,453.273
2009-01-14,438.272
2009-01-15,432.488
2009-01-16,440.544
2009-01-19,433.103
2009-01-20,420.975
2009-01-21,413.732
2009-01-22,412.569
2009-01-23,395.619
2009-01-26,408.892
2009-01-27,411.107
2009-01-28,422.469
2009-01-29,414.99
2009-01-30,410.176
2009-02-02,400.402
2009-02-03,408.416
2009-02-04,405.726
2009-02-05,400.531
2009-02-06,405.169
2009-02-09,413.151
2009-02-10,413.236
2009-02-11,408.606
2009-02-12,401.046
2009-02-13,406.29
2009-02-16,402.891
2009-02-17,387.656
2009-02-18,384.85
2009-02-19,384.81
2009-02-20,369.654
2009-02-23,365.654
2009-02-24,355.769
2009-02-25,358.106
2009-02-26,360.73
2009-02-27,360.121
2009-03-02,340.476
2009-03-03,333.92
2009-03-04,341.032
2009-03-05,335.299
2009-03-06,335.364
2009-03-09,330.156
2009-03-10,342.348
2009-03-11,345.412
2009-03-12,337.918
2009-03-13,344.868
2009-03-16,355.228
2009-03-17,352.172
2009-03-18,359.592
2009-03-19,380.62
2009-03-20,380.896
2009-03-23,383.399
2009-03-24,383.683
2009-03-25,389.706
2009-03-26,391.126
2009-03-27,384.719
2009-03-30,372.789
2009-03-31,383.15
2009-04-01,381.776
2009-04-02,399.098
2009-04-03,404.509
2009-04-06,407.178
2009-04-07,400.476
2009-04-08,398.058
2009-04-09,402.243
2009-04-10,402.243
2009-04-13,407.03
2009-04-14,417.0
2009-04-15,416.726
2009-04-16,423.444
2009-04-17,420.629
2009-04-20,411.022
2009-04-21,409.007
2009-04-22,416.972
2009-04-23,424.259
2009-04-24,436.593
2009-04-27,435.927
2009-04-28,429.876
2009-04-29,442.698
2009-04-30,449.99
2009-05-01,450.742
2009-05-04,469.654
2009-05-05,478.823
2009-05-06,477.698
2009-05-07,484.066
2009-05-08,491.057
2009-05-11,492.308
2009-05-12,488.741
2009-05-13,473.719
2009-05-14,475.806
2009-05-15,487.448
2009-05-18,486.543
2009-05-19,499.861
2009-05-20,511.305
2009-05-21,508.988
2009-05-22,515.25
2009-05-25,518.202
2009-05-26,512.566
2009-05-27,513.962
2009-05-28,508.63
2009-05-29,515.409
2009-06-01,512.836
2009-06-02,525.771
2009-06-03,520.644
2009-06-04,521.649
2009-06-05,517.852
2009-06-08,510.638
2009-06-09,515.569
2009-06-10,523.974
2009-06-11,530.942
2009-06-12,529.383
2009-06-15,518.518
2009-06-16,515.722
2009-06-17,501.715
2009-06-18,505.467
2009-06-19,508.658
2009-06-22,496.296
2009-06-23,499.222
2009-06-24,503.308
2009-06-25,497.461
2009-06-26,507.973
2009-06-29,509.639
2009-06-30,509.645
2009-07-01,517.65
2009-07-02,511.512
2009-07-03,506.382
2009-07-06,497.784
2009-07-07,500.553
2009-07-08,489.005
2009-07-09,494.492
2009-07-10,490.49
2009-07-13,493.612
2009-07-14,497.103
2009-07-15,510.113
2009-07-16,513.393
2009-07-17,513.375
2009-07-20,525.842
2009-07-21,531.432
2009-07-22,530.616
2009-07-23,538.433
2009-07-24,535.054
2009-07-27,539.637
2009-07-28,537.618
2009-07-29,534.917
2009-07-30,538.259
2009-07-31,549.816
2009-08-03,567.769
2009-08-04,564.226
2009-08-05,566.091
2009-08-06,568.488
2009-08-07,561.957
2009-08-10,560.887
2009-08-11,558.173
2009-08-12,561.607
2009-08-13,571.272
2009-08-14,574.442
2009-08-17,559.343
2009-08-18,563.255
2009-08-19,566.254
2009-08-20,576.534
2009-08-21,589.052
2009-08-24,596.496
2009-08-25,595.408
2009-08-26,586.078
2009-08-27,584.954
2009-08-28,599.035
2009-08-31,595.487
2009-09-01,585.266
2009-09-02,574.147
2009-09-03,578.051
2009-09-04,579.489
2009-09-07,592.776
2009-09-08,605.397
2009-09-09,614.698
2009-09-10,621.48
2009-09-11,627.487
2009-09-14,628.243
2009-09-15,630.167
2009-09-16,642.145
2009-09-17,651.334
2009-09-18,658.634
2009-09-21,651.821
2009-09-22,665.099
2009-09-23,667.062
2009-09-24,657.626
2009-09-25,649.266
2009-09-28,652.948
2009-09-29,647.18
2009-09-30,651.577
2009-10-01,639.035
2009-10-02,629.81
2009-10-05,631.893
2009-10-06,652.283
2009-10-07,647.169
2009-10-08,654.156
2009-10-09,655.135
2009-10-12,663.923
2009-10-13,658.35
2009-10-14,668.437
2009-10-15,673.076
2009-10-16,661.713
2009-10-19,667.836
2009-10-20,667.003
2009-10-21,665.267
2009-10-22,661.064
2009-10-23,659.818
2009-10-26,645.495
2009-10-27,635.717
2009-10-28,622.855
2009-10-29,630.699
2009-10-30,626.707
2009-11-02,626.669
2009-11-03,614.943
2009-11-04,632.589
2009-11-05,636.813
2009-11-06,638.064
2009-11-09,651.521
2009-11-10,652.383
2009-11-11,655.242
2009-11-12,654.52
2009-11-13,653.824
2009-11-16,666.07
2009-11-17,657.806
2009-11-18,666.279
2009-11-19,649.304
2009-11-20,644.202
2009-11-23,656.207
2009-11-24,652.925
2009-11-25,656.659
2009-11-26,640.636
2009-11-27,644.877
2009-11-30,639.818
2009-12-01,651.779
2009-12-02,656.287
2009-12-03,664.943
2009-12-04,657.336
2009-12-07,654.198
2009-12-08,639.599
2009-12-09,632.218
2009-12-10,633.729
2009-12-11,629.381
2009-12-14,635.372
2009-12-15,632.894
2009-12-16,634.417
2009-12-17,624.816
2009-12-18,625.294
2009-12-21,628.778
2009-12-22,628.364
2009-12-23,637.319
2009-12-24,637.717
2009-12-25,637.717
2009-12-28,642.923
2009-12-29,647.147
2009-12-30,640.292
2009-12-31,644.782
2010-01-01,644.782
2010-01-04,666.658
2010-01-05,669.811
2010-01-06,681.88
2010-01-07,674.176
2010-01-08,681.361
2010-01-11,693.948
2010-01-12,686.987
2010-01-13,682.674
2010-01-14,687.385
2010-01-15,681.676
2010-01-18,686.048
2010-01-19,677.66
2010-01-20,667.656
2010-01-21,659.852
2010-01-22,655.76
2010-01-25,659.179
2010-01-26,654.614
2010-01-27,652.994
2010-01-28,646.533
2010-01-29,653.266
2010-02-01,652.611
2010-02-02,661.873
2010-02-03,661.372
2010-02-04,643.846
2010-02-05,625.328
2010-02-08,626.136
2010-02-09,625.869
2010-02-10,626.379
2010-02-11,624.472
2010-02-12,621.248
2010-02-15,623.939
2010-02-16,628.445
2010-02-17,636.458
2010-02-18,636.275
2010-02-19,634.272
2010-02-22,641.445
2010-02-23,633.042
2010-02-24,636.302
2010-02-25,628.134
2010-02-26,639.711
2010-03-01,636.576
2010-03-02,649.297
2010-03-03,666.104
2010-03-04,662.885
2010-03-05,667.705
2010-03-08,676.907
2010-03-09,675.659
2010-03-10,683.384
2010-03-11,688.938
2010-03-12,698.295
2010-03-15,695.847
2010-03-16,704.504
2010-03-17,714.861
2010-03-18,711.121
2010-03-19,710.292
2010-03-22,711.267
2010-03-23,713.9
2010-03-24,705.236
2010-03-25,712.186
2010-03-26,713.691
2010-03-29,716.276
2010-03-30,713.534
2010-03-31,729.011
2010-04-01,740.614
2010-04-02,740.614
2010-04-05,731.013
2010-04-06,734.259
2010-04-07,730.12
2010-04-08,726.063
2010-04-09,737.201
2010-04-12,746.239
2010-04-13,746.566
2010-04-14,754.662
2010-04-15,756.759
2010-04-16,750.664
2010-04-19,735.731
2010-04-20,741.484
2010-04-21,746.95
2010-04-22,736.124
2010-04-23,744.485
2010-04-26,743.433
2010-04-27,731.79
2010-04-28,709.7
2010-04-29,723.508
2010-04-30,729.715
2010-05-03,721.495
2010-05-04,694.267
2010-05-05,671.686
2010-05-06,666.919
2010-05-07,639.701
2010-05-10,673.427
2010-05-11,672.878
2010-05-12,687.991
2010-05-13,683.794
2010-05-14,664.2
2010-05-17,653.139
2010-05-18,661.088
2010-05-19,631.115
2010-05-20,609.722
2010-05-21,618.437
2010-05-24,613.257
2010-05-25,591.831
2010-05-26,603.263
2010-05-27,620.138
2010-05-28,624.424
2010-05-31,628.085
2010-06-01,621.2
2010-06-02,621.956
2010-06-03,633.468
2010-06-04,622.341
2010-06-07,615.106
2010-06-08,613.95
2010-06-09,629.411
2010-06-10,639.582
2010-06-11,636.003
2010-06-14,651.644
2010-06-15,657.064
2010-06-16,660.25
2010-06-17,668.073
2010-06-18,668.097
2010-06-21,677.517
2010-06-22,678.042
2010-06-23,668.779
2010-06-24,662.051
2010-06-25,662.316
2010-06-28,676.666
2010-06-29,660.917
2010-06-30,664.423
2010-07-01,663.933
2010-07-02,663.384
2010-07-05,662.044
2010-07-06,675.585
2010-07-07,680.672
2010-07-08,693.151
2010-07-09,689.08
2010-07-12,689.429
2010-07-13,703.223
2010-07-14,703.055
2010-07-15,709.282
2010-07-16,697.275
2010-07-19,688.665
2010-07-20,686.071
2010-07-21,690.714
2010-07-22,699.932
2010-07-23,690.73
2010-07-26,702.41
2010-07-27,695.949
2010-07-28,698.079
2010-07-29,708.842
2010-07-30,704.939
2010-08-02,722.152
2010-08-03,723.935
2010-08-04,720.725
2010-08-05,721.702
2010-08-06,727.044
2010-08-09,724.507
2010-08-10,711.355
2010-08-11,697.477
2010-08-12,699.73
2010-08-13,698.906
2010-08-16,708.889
2010-08-17,713.639
2010-08-18,714.951
2010-08-19,719.613
2010-08-20,707.364
2010-08-23,706.449
2010-08-24,699.228
2010-08-25,690.271
2010-08-26,695.282
2010-08-27,697.118
2010-08-30,704.684
2010-08-31,713.519
2010-09-01,721.432
2010-09-02,725.076
2010-09-03,726.961
2010-09-06,735.187
2010-09-07,727.994
2010-09-08,730.015
2010-09-09,735.144
