Date,SPAIN IMI GROWTH IMI (Large+Mid+Small Cap)
2001-05-31,341.682
2001-06-01,336.149
2001-06-04,343.085
2001-06-05,344.42
2001-06-06,341.46
2001-06-07,341.906
2001-06-08,343.67
2001-06-11,340.78
2001-06-12,337.197
2001-06-13,341.063
2001-06-14,341.922
2001-06-15,338.654
2001-06-18,324.752
2001-06-19,324.509
2001-06-20,321.341
2001-06-21,319.201
2001-06-22,319.435
2001-06-25,323.525
2001-06-26,316.338
2001-06-27,316.148
2001-06-28,315.565
2001-06-29,316.153
2001-07-02,324.805
2001-07-03,322.314
2001-07-04,316.528
2001-07-05,308.791
2001-07-06,300.525
2001-07-09,302.762
2001-07-10,304.349
2001-07-11,296.932
2001-07-12,289.097
2001-07-13,293.151
2001-07-16,294.316
2001-07-17,296.268
2001-07-18,296.43
2001-07-19,301.25
2001-07-20,300.814
2001-07-23,301.544
2001-07-24,303.765
2001-07-25,296.448
2001-07-26,298.587
2001-07-27,296.093
2001-07-30,304.83
2001-07-31,307.473
2001-08-01,310.934
2001-08-02,314.665
2001-08-03,314.96
2001-08-06,316.48
2001-08-07,312.498
2001-08-08,307.353
2001-08-09,305.044
2001-08-10,302.449
2001-08-13,308.906
2001-08-14,313.561
2001-08-15,318.348
2001-08-16,314.785
2001-08-17,310.727
2001-08-20,308.804
2001-08-21,308.854
2001-08-22,314.43
2001-08-23,315.063
2001-08-24,320.168
2001-08-27,318.683
2001-08-28,312.584
2001-08-29,315.656
2001-08-30,308.126
2001-08-31,310.915
2001-09-03,302.926
2001-09-04,303.436
2001-09-05,295.218
2001-09-06,286.661
2001-09-07,282.989
2001-09-10,279.68
2001-09-11,265.91
2001-09-12,268.151
2001-09-13,270.449
2001-09-14,259.34
2001-09-17,269.849
2001-09-18,269.669
2001-09-19,268.708
2001-09-20,260.971
2001-09-21,250.149
2001-09-24,265.937
2001-09-25,273.278
2001-09-26,274.506
2001-09-27,279.073
2001-09-28,279.302
2001-10-01,274.762
2001-10-02,278.762
2001-10-03,277.242
2001-10-04,283.928
2001-10-05,275.601
2001-10-08,277.413
2001-10-09,281.645
2001-10-10,289.944
2001-10-11,288.871
2001-10-12,290.152
2001-10-15,288.324
2001-10-16,294.416
2001-10-17,303.964
2001-10-18,297.869
2001-10-19,287.968
2001-10-22,294.288
2001-10-23,300.518
2001-10-24,307.592
2001-10-25,300.17
2001-10-26,301.767
2001-10-29,298.244
2001-10-30,288.707
2001-10-31,294.872
2001-11-01,296.227
2001-11-02,293.602
2001-11-05,301.727
2001-11-06,306.543
2001-11-07,312.142
2001-11-08,318.328
2001-11-09,313.258
2001-11-12,307.663
2001-11-13,317.513
2001-11-14,323.882
2001-11-15,327.441
2001-11-16,330.544
2001-11-19,334.414
2001-11-20,328.486
2001-11-21,320.888
2001-11-22,323.922
2001-11-23,324.41
2001-11-26,327.922
2001-11-27,324.043
2001-11-28,321.016
2001-11-29,317.248
2001-11-30,324.173
2001-12-03,320.047
2001-12-04,328.529
2001-12-05,341.181
2001-12-06,342.353
2001-12-07,337.962
2001-12-10,330.926
2001-12-11,334.38
2001-12-12,332.989
2001-12-13,325.016
2001-12-14,324.499
2001-12-17,335.437
2001-12-18,332.726
2001-12-19,324.513
2001-12-20,319.823
2001-12-21,317.842
2001-12-24,314.671
2001-12-25,314.671
2001-12-26,314.939
2001-12-27,323.269
2001-12-28,318.297
2001-12-31,321.401
2002-01-01,321.401
2002-01-02,327.187
2002-01-03,334.644
2002-01-04,330.14
2002-01-07,318.889
2002-01-08,319.466
2002-01-09,313.615
2002-01-10,309.606
2002-01-11,309.553
2002-01-14,303.272
2002-01-15,307.888
2002-01-16,300.147
2002-01-17,305.67
2002-01-18,308.992
2002-01-21,304.462
2002-01-22,309.623
2002-01-23,312.565
2002-01-24,316.335
2002-01-25,309.419
2002-01-28,311.085
2002-01-29,307.499
2002-01-30,301.408
2002-01-31,302.902
2002-02-01,307.548
2002-02-04,303.414
2002-02-05,296.85
2002-02-06,291.429
2002-02-07,298.272
2002-02-08,297.146
2002-02-11,299.2
2002-02-12,296.803
2002-02-13,298.815
2002-02-14,303.921
2002-02-15,300.55
2002-02-18,296.289
2002-02-19,292.77
2002-02-20,292.668
2002-02-21,292.691
2002-02-22,291.933
2002-02-25,294.293
2002-02-26,296.717
2002-02-27,304.898
2002-02-28,306.051
2002-03-01,309.149
2002-03-04,316.564
2002-03-05,314.46
2002-03-06,317.97
2002-03-07,321.98
2002-03-08,319.359
2002-03-11,315.595
2002-03-12,310.682
2002-03-13,311.25
2002-03-14,316.143
2002-03-15,318.782
2002-03-18,320.913
2002-03-19,324.298
2002-03-20,321.82
2002-03-21,319.097
2002-03-22,318.74
2002-03-25,310.722
2002-03-26,308.751
2002-03-27,308.793
2002-03-28,312.372
2002-03-29,312.372
2002-04-01,314.932
2002-04-02,313.558
2002-04-03,314.08
2002-04-04,311.835
2002-04-05,311.159
2002-04-08,301.907
2002-04-09,304.752
2002-04-10,308.137
2002-04-11,304.018
2002-04-12,304.932
2002-04-15,309.642
2002-04-16,320.763
2002-04-17,325.203
2002-04-18,323.516
2002-04-19,326.041
2002-04-22,323.101
2002-04-23,323.883
2002-04-24,322.704
2002-04-25,320.237
2002-04-26,320.842
2002-04-29,320.695
2002-04-30,320.608
2002-05-01,322.422
2002-05-02,315.467
2002-05-03,317.655
2002-05-06,316.387
2002-05-07,314.152
2002-05-08,321.286
2002-05-09,319.865
2002-05-10,316.629
2002-05-13,319.355
2002-05-14,319.917
2002-05-15,323.123
2002-05-16,321.428
2002-05-17,326.842
2002-05-20,322.521
2002-05-21,319.352
2002-05-22,318.105
2002-05-23,318.137
2002-05-24,320.513
2002-05-27,321.091
2002-05-28,321.622
2002-05-29,323.168
2002-05-30,320.929
2002-05-31,324.301
2002-06-03,322.733
2002-06-04,314.352
2002-06-05,310.128
2002-06-06,309.859
2002-06-07,305.645
2002-06-10,305.108
2002-06-11,308.205
2002-06-12,302.463
2002-06-13,297.495
2002-06-14,291.944
2002-06-17,296.934
2002-06-18,298.507
2002-06-19,294.644
2002-06-20,290.904
2002-06-21,287.155
2002-06-24,278.162
2002-06-25,280.957
2002-06-26,282.6
2002-06-27,280.477
2002-06-28,290.12
2002-07-01,290.368
2002-07-02,282.364
2002-07-03,275.923
2002-07-04,279.345
2002-07-05,296.092
2002-07-08,302.67
2002-07-09,297.117
2002-07-10,290.263
2002-07-11,281.466
2002-07-12,286.608
2002-07-15,278.261
2002-07-16,282.301
2002-07-17,293.061
2002-07-18,295.779
2002-07-19,283.552
2002-07-22,274.941
2002-07-23,267.495
2002-07-24,260.416
2002-07-25,279.641
2002-07-26,277.062
2002-07-29,287.323
2002-07-30,272.569
2002-07-31,266.647
2002-08-01,260.911
2002-08-02,263.628
2002-08-05,255.738
2002-08-06,259.116
2002-08-07,257.891
2002-08-08,271.987
2002-08-09,271.766
2002-08-12,264.704
2002-08-13,266.426
2002-08-14,262.048
2002-08-15,260.097
2002-08-16,271.193
2002-08-19,280.716
2002-08-20,276.218
2002-08-21,279.856
2002-08-22,283.399
2002-08-23,279.944
2002-08-26,277.135
2002-08-27,286.547
2002-08-28,276.758
2002-08-29,272.616
2002-08-30,274.187
2002-09-02,271.203
2002-09-03,266.231
2002-09-04,266.662
2002-09-05,262.299
2002-09-06,268.458
2002-09-09,261.383
2002-09-10,266.016
2002-09-11,274.01
2002-09-12,264.731
2002-09-13,260.89
2002-09-16,256.456
2002-09-17,256.841
2002-09-18,250.988
2002-09-19,249.287
2002-09-20,247.327
2002-09-23,239.044
2002-09-24,229.683
2002-09-25,230.706
2002-09-26,239.735
2002-09-27,236.915
2002-09-30,231.05
2002-10-01,227.799
2002-10-02,238.972
2002-10-03,236.5
2002-10-04,234.03
2002-10-07,233.804
2002-10-08,233.063
2002-10-09,231.804
2002-10-10,235.34
2002-10-11,244.728
2002-10-14,242.351
2002-10-15,254.453
2002-10-16,253.963
2002-10-17,258.4
2002-10-18,257.18
2002-10-21,259.206
2002-10-22,262.008
2002-10-23,254.967
2002-10-24,261.994
2002-10-25,264.872
2002-10-28,270.845
2002-10-29,264.666
2002-10-30,265.868
2002-10-31,271.158
2002-11-01,272.842
2002-11-04,283.591
2002-11-05,284.849
2002-11-06,281.097
2002-11-07,274.916
2002-11-08,273.22
2002-11-11,271.312
2002-11-12,274.987
2002-11-13,274.233
2002-11-14,279.555
2002-11-15,280.371
2002-11-18,285.488
2002-11-19,282.65
2002-11-20,278.181
2002-11-21,288.114
2002-11-22,290.052
2002-11-25,289.684
2002-11-26,284.762
2002-11-27,293.5
2002-11-28,295.996
2002-11-29,295.503
2002-12-02,297.195
2002-12-03,290.669
2002-12-04,288.21
2002-12-05,283.941
2002-12-06,286.026
2002-12-09,279.425
2002-12-10,281.832
2002-12-11,282.416
2002-12-12,279.363
2002-12-13,276.417
2002-12-16,282.703
2002-12-17,283.962
2002-12-18,278.022
2002-12-19,278.958
2002-12-20,281.541
2002-12-23,282.812
2002-12-24,283.983
2002-12-25,283.983
2002-12-26,284.699
2002-12-27,278.369
2002-12-30,276.489
2002-12-31,277.573
2003-01-01,277.573
2003-01-02,286.621
2003-01-03,286.231
2003-01-06,287.99
2003-01-07,293.538
2003-01-08,293.465
2003-01-09,298.703
2003-01-10,301.788
2003-01-13,307.276
2003-01-14,310.408
2003-01-15,308.475
2003-01-16,311.39
2003-01-17,305.484
2003-01-20,303.33
2003-01-21,301.916
2003-01-22,297.751
2003-01-23,302.204
2003-01-24,301.04
2003-01-27,289.312
2003-01-28,286.627
2003-01-29,285.925
2003-01-30,285.77
2003-01-31,280.81
2003-02-03,284.508
2003-02-04,280.424
2003-02-05,285.984
2003-02-06,279.648
2003-02-07,275.945
2003-02-10,273.406
2003-02-11,278.662
2003-02-12,274.948
2003-02-13,275.718
2003-02-14,283.035
2003-02-17,286.769
2003-02-18,289.221
2003-02-19,284.639
2003-02-20,283.85
2003-02-21,286.77
2003-02-24,281.147
2003-02-25,273.171
2003-02-26,273.59
2003-02-27,276.952
2003-02-28,283.821
2003-03-03,285.631
2003-03-04,280.948
2003-03-05,283.016
2003-03-06,279.146
2003-03-07,275.183
2003-03-10,268.387
2003-03-11,271.101
2003-03-12,262.528
2003-03-13,269.78
2003-03-14,278.289
2003-03-17,284.867
2003-03-18,285.204
2003-03-19,287.989
2003-03-20,285.617
2003-03-21,290.714
2003-03-24,281.894
2003-03-25,287.366
2003-03-26,287.729
2003-03-27,283.087
2003-03-28,283.958
2003-03-31,279.957
2003-04-01,283.876
2003-04-02,292.606
2003-04-03,294.039
2003-04-04,298.543
2003-04-07,303.008
2003-04-08,300.269
2003-04-09,305.011
2003-04-10,305.815
2003-04-11,306.019
2003-04-14,309.488
2003-04-15,313.428
2003-04-16,312.615
2003-04-17,318.021
2003-04-18,318.021
2003-04-21,316.651
2003-04-22,320.085
2003-04-23,320.148
2003-04-24,319.949
2003-04-25,318.667
2003-04-28,324.348
2003-04-29,321.945
2003-04-30,322.88
2003-05-01,325.846
2003-05-02,321.942
2003-05-05,325.331
2003-05-06,330.481
2003-05-07,322.612
2003-05-08,318.642
2003-05-09,323.802
2003-05-12,325.482
2003-05-13,323.471
2003-05-14,321.979
2003-05-15,322.872
2003-05-16,329.448
2003-05-19,322.717
2003-05-20,322.166
2003-05-21,317.533
2003-05-22,324.278
2003-05-23,328.953
2003-05-26,330.938
2003-05-27,332.468
2003-05-28,333.92
2003-05-29,337.607
2003-05-30,336.47
2003-06-02,339.887
2003-06-03,338.413
2003-06-04,340.9
2003-06-05,343.327
2003-06-06,343.803
2003-06-09,343.202
2003-06-10,341.335
2003-06-11,347.663
2003-06-12,349.375
2003-06-13,351.614
2003-06-16,358.104
2003-06-17,357.047
2003-06-18,355.648
2003-06-19,351.572
2003-06-20,356.969
2003-06-23,347.654
2003-06-24,345.771
2003-06-25,350.682
2003-06-26,347.074
2003-06-27,346.544
2003-06-30,343.832
2003-07-01,343.11
2003-07-02,344.574
2003-07-03,343.296
2003-07-04,342.065
2003-07-07,343.516
2003-07-08,342.572
2003-07-09,341.954
2003-07-10,339.348
2003-07-11,343.372
2003-07-14,347.209
2003-07-15,343.476
2003-07-16,339.798
2003-07-17,339.7
2003-07-18,338.631
2003-07-21,338.674
2003-07-22,341.667
2003-07-23,345.545
2003-07-24,351.665
2003-07-25,349.309
2003-07-28,351.225
2003-07-29,349.146
2003-07-30,348.995
2003-07-31,348.562
2003-08-01,346.171
2003-08-04,346.541
2003-08-05,349.278
2003-08-06,347.849
2003-08-07,347.987
2003-08-08,346.819
2003-08-11,348.409
2003-08-12,349.139
2003-08-13,348.679
2003-08-14,353.435
2003-08-15,353.184
2003-08-18,353.262
2003-08-19,352.678
2003-08-20,353.531
2003-08-21,350.653
2003-08-22,346.619
2003-08-25,345.882
2003-08-26,343.472
2003-08-27,344.197
2003-08-28,346.129
2003-08-29,345.446
2003-09-01,348.603
2003-09-02,345.691
2003-09-03,349.271
2003-09-04,350.779
2003-09-05,352.996
2003-09-08,357.996
2003-09-09,357.472
2003-09-10,353.271
2003-09-11,352.835
2003-09-12,351.703
2003-09-15,353.044
2003-09-16,353.774
2003-09-17,356.087
2003-09-18,359.338
2003-09-19,357.099
2003-09-22,353.997
2003-09-23,354.751
2003-09-24,351.742
2003-09-25,353.337
2003-09-26,348.863
2003-09-29,349.316
2003-09-30,348.771
2003-10-01,353.098
2003-10-02,352.891
2003-10-03,359.321
2003-10-06,359.464
2003-10-07,363.371
2003-10-08,365.544
2003-10-09,367.86
2003-10-10,367.759
2003-10-13,367.826
2003-10-14,366.962
2003-10-15,365.565
2003-10-16,367.622
2003-10-17,363.11
2003-10-20,363.857
2003-10-21,365.313
2003-10-22,365.935
2003-10-23,364.776
2003-10-24,364.724
2003-10-27,367.198
2003-10-28,367.897
2003-10-29,368.578
2003-10-30,371.682
2003-10-31,369.682
2003-11-03,368.315
2003-11-04,368.211
2003-11-05,367.489
2003-11-06,366.96
2003-11-07,369.594
2003-11-10,369.495
2003-11-11,368.66
2003-11-12,375.017
2003-11-13,377.656
2003-11-14,380.908
2003-11-17,374.146
2003-11-18,377.085
2003-11-19,378.064
2003-11-20,376.023
2003-11-21,378.009
2003-11-24,378.286
2003-11-25,378.806
2003-11-26,381.997
2003-11-27,382.696
2003-11-28,385.36
2003-12-01,390.023
2003-12-02,392.778
2003-12-03,395.099
2003-12-04,393.185
2003-12-05,394.948
2003-12-08,397.436
2003-12-09,401.432
2003-12-10,401.185
2003-12-11,401.3
2003-12-12,405.519
2003-12-15,408.913
2003-12-16,411.761
2003-12-17,412.481
2003-12-18,416.053
2003-12-19,416.69
2003-12-22,418.165
2003-12-23,422.24
2003-12-24,423.43
2003-12-25,423.43
2003-12-26,423.26
2003-12-29,427.567
2003-12-30,426.427
2003-12-31,429.252
2004-01-01,429.252
2004-01-02,438.635
2004-01-05,445.275
2004-01-06,447.946
2004-01-07,449.328
2004-01-08,454.618
2004-01-09,455.731
2004-01-12,455.592
2004-01-13,455.816
2004-01-14,455.793
2004-01-15,452.475
2004-01-16,445.489
2004-01-19,448.032
2004-01-20,452.898
2004-01-21,457.257
2004-01-22,463.678
2004-01-23,464.469
2004-01-26,454.955
2004-01-27,458.861
2004-01-28,460.4
2004-01-29,446.813
2004-01-30,441.958
2004-02-02,445.702
2004-02-03,450.48
2004-02-04,443.944
2004-02-05,451.132
2004-02-06,459.888
2004-02-09,465.19
2004-02-10,468.066
2004-02-11,469.796
2004-02-12,477.759
2004-02-13,473.348
2004-02-16,474.478
2004-02-17,480.403
2004-02-18,481.527
2004-02-19,478.572
2004-02-20,468.186
2004-02-23,466.748
2004-02-24,467.379
2004-02-25,463.315
2004-02-26,458.627
2004-02-27,463.463
2004-03-01,468.276
2004-03-02,465.336
2004-03-03,455.379
2004-03-04,459.714
2004-03-05,469.361
2004-03-08,468.087
2004-03-09,465.519
2004-03-10,457.93
2004-03-11,449.981
2004-03-12,443.138
2004-03-15,425.689
2004-03-16,436.204
2004-03-17,438.605
2004-03-18,438.142
2004-03-19,440.26
2004-03-22,432.653
2004-03-23,430.984
2004-03-24,426.841
2004-03-25,434.578
2004-03-26,433.686
2004-03-29,438.617
2004-03-30,437.926
2004-03-31,442.193
2004-04-01,449.898
2004-04-02,451.535
2004-04-05,446.623
2004-04-06,447.239
2004-04-07,451.418
2004-04-08,453.12
2004-04-09,453.12
2004-04-12,451.847
2004-04-13,450.665
2004-04-14,447.03
2004-04-15,445.368
2004-04-16,451.637
2004-04-19,450.14
2004-04-20,447.701
2004-04-21,440.852
2004-04-22,440.475
2004-04-23,441.213
2004-04-26,443.252
2004-04-27,445.338
2004-04-28,436.763
2004-04-29,436.67
2004-04-30,435.642
2004-05-03,437.835
2004-05-04,442.388
2004-05-05,448.573
2004-05-06,440.127
2004-05-07,429.752
2004-05-10,416.935
2004-05-11,419.889
2004-05-12,417.987
2004-05-13,418.1
2004-05-14,414.238
2004-05-17,413.982
2004-05-18,416.469
2004-05-19,428.675
2004-05-20,420.559
2004-05-21,423.247
2004-05-24,425.887
2004-05-25,428.556
2004-05-26,431.768
2004-05-27,440.165
2004-05-28,437.277
2004-05-31,438.185
2004-06-01,432.449
2004-06-02,438.115
2004-06-03,437.252
2004-06-04,442.286
2004-06-07,451.033
2004-06-08,449.152
2004-06-09,441.263
2004-06-10,441.385
2004-06-11,436.421
2004-06-14,434.051
2004-06-15,436.305
2004-06-16,435.891
2004-06-17,437.983
2004-06-18,441.222
2004-06-21,441.164
2004-06-22,438.393
2004-06-23,440.119
2004-06-24,446.009
2004-06-25,443.388
2004-06-28,449.998
2004-06-29,444.573
2004-06-30,444.524
2004-07-01,446.887
2004-07-02,449.393
2004-07-05,449.799
2004-07-06,447.411
2004-07-07,453.527
2004-07-08,456.731
2004-07-09,453.564
2004-07-12,455.246
2004-07-13,453.425
2004-07-14,454.305
2004-07-15,450.297
2004-07-16,454.851
2004-07-19,451.938
2004-07-20,450.813
2004-07-21,447.828
2004-07-22,444.13
2004-07-23,436.88
2004-07-26,432.684
2004-07-27,435.078
2004-07-28,432.761
2004-07-29,440.048
2004-07-30,442.095
2004-08-02,438.437
2004-08-03,439.584
2004-08-04,435.19
2004-08-05,435.788
2004-08-06,434.397
2004-08-09,431.202
2004-08-10,433.801
2004-08-11,427.323
2004-08-12,429.658
2004-08-13,431.379
2004-08-16,431.065
2004-08-17,436.157
2004-08-18,437.451
2004-08-19,440.849
2004-08-20,438.487
2004-08-23,438.804
2004-08-24,436.662
2004-08-25,435.585
2004-08-26,438.413
2004-08-27,437.856
2004-08-30,437.644
2004-08-31,440.199
2004-09-01,444.206
2004-09-02,445.975
2004-09-03,446.903
2004-09-06,450.249
2004-09-07,451.079
2004-09-08,452.657
2004-09-09,451.521
2004-09-10,457.243
2004-09-13,459.865
2004-09-14,459.667
2004-09-15,454.084
2004-09-16,454.155
2004-09-17,456.126
2004-09-20,453.628
2004-09-21,458.456
2004-09-22,455.252
2004-09-23,455.874
2004-09-24,453.748
2004-09-27,452.316
2004-09-28,455.023
2004-09-29,459.14
2004-09-30,462.337
2004-10-01,474.196
2004-10-04,474.341
2004-10-05,476.66
2004-10-06,477.366
2004-10-07,478.044
2004-10-08,482.409
2004-10-11,480.372
2004-10-12,477.559
2004-10-13,476.371
2004-10-14,477.684
2004-10-15,481.609
2004-10-18,483.89
2004-10-19,489.944
2004-10-20,489.579
2004-10-21,493.184
2004-10-22,496.006
2004-10-25,492.994
2004-10-26,493.108
2004-10-27,499.659
2004-10-28,505.425
2004-10-29,502.449
2004-11-01,503.417
2004-11-02,508.765
2004-11-03,513.767
2004-11-04,516.92
2004-11-05,520.662
2004-11-08,523.016
2004-11-09,520.116
2004-11-10,518.084
2004-11-11,516.588
2004-11-12,518.151
2004-11-15,515.641
2004-11-16,513.976
2004-11-17,525.938
2004-11-18,524.316
2004-11-19,525.368
2004-11-22,523.746
2004-11-23,527.206
2004-11-24,534.911
2004-11-25,543.241
2004-11-26,543.098
2004-11-29,543.233
2004-11-30,541.36
2004-12-01,547.986
2004-12-02,551.034
2004-12-03,553.641
2004-12-06,555.96
2004-12-07,559.654
2004-12-08,552.964
2004-12-09,549.963
2004-12-10,552.637
2004-12-13,560.245
2004-12-14,560.046
2004-12-15,564.246
2004-12-16,559.847
2004-12-17,555.998
2004-12-20,564.237
2004-12-21,565.55
2004-12-22,570.619
2004-12-23,577.039
2004-12-24,578.534
2004-12-27,581.195
2004-12-28,581.637
2004-12-29,583.046
2004-12-30,583.959
2004-12-31,582.352
2005-01-03,581.236
2005-01-04,573.889
2005-01-05,568.634
2005-01-06,564.158
2005-01-07,561.433
2005-01-10,563.152
2005-01-11,560.496
2005-01-12,564.128
2005-01-13,564.406
2005-01-14,558.761
2005-01-17,562.472
2005-01-18,560.723
2005-01-19,561.689
2005-01-20,553.313
2005-01-21,554.495
2005-01-24,553.766
2005-01-25,554.682
2005-01-26,562.299
2005-01-27,565.005
2005-01-28,564.935
2005-01-31,572.265
2005-02-01,574.455
2005-02-02,577.777
2005-02-03,574.029
2005-02-04,579.476
2005-02-07,576.263
2005-02-08,573.39
2005-02-09,572.802
2005-02-10,578.073
2005-02-11,584.046
2005-02-14,587.998
2005-02-15,591.244
2005-02-16,588.213
2005-02-17,591.997
2005-02-18,589.295
2005-02-21,584.016
2005-02-22,582.771
2005-02-23,582.971
2005-02-24,582.967
2005-02-25,588.696
2005-02-28,588.453
2005-03-01,589.555
2005-03-02,584.637
2005-03-03,581.678
2005-03-04,592.619
2005-03-07,591.793
2005-03-08,595.815
2005-03-09,591.741
2005-03-10,588.744
2005-03-11,590.272
2005-03-14,583.048
2005-03-15,583.272
2005-03-16,579.613
2005-03-17,578.495
2005-03-18,575.931
2005-03-21,568.622
2005-03-22,574.358
2005-03-23,564.166
2005-03-24,564.88
2005-03-25,564.88
2005-03-28,560.916
2005-03-29,563.901
2005-03-30,563.937
2005-03-31,563.39
2005-04-01,564.304
2005-04-04,554.234
2005-04-05,559.51
2005-04-06,564.741
2005-04-07,568.021
2005-04-08,565.919
2005-04-11,569.067
2005-04-12,564.005
2005-04-13,568.178
2005-04-14,564.004
2005-04-15,557.154
2005-04-18,554.377
2005-04-19,556.421
2005-04-20,556.577
2005-04-21,559.465
2005-04-22,562.7
2005-04-25,557.936
2005-04-26,555.635
2005-04-27,549.612
2005-04-28,547.653
2005-04-29,548.567
2005-05-02,553.947
2005-05-03,557.757
2005-05-04,561.76
2005-05-05,564.477
2005-05-06,562.207
2005-05-09,559.471
2005-05-10,558.444
2005-05-11,556.26
2005-05-12,557.331
2005-05-13,556.555
2005-05-16,556.042
2005-05-17,556.418
2005-05-18,563.889
2005-05-19,565.861
2005-05-20,562.176
2005-05-23,565.971
2005-05-24,565.021
2005-05-25,563.86
2005-05-26,564.092
2005-05-27,561.76
2005-05-30,563.212
2005-05-31,556.597
2005-06-01,559.463
2005-06-02,560.132
2005-06-03,556.985
2005-06-06,554.707
2005-06-07,559.287
2005-06-08,559.944
2005-06-09,554.414
2005-06-10,554.24
2005-06-13,551.589
2005-06-14,553.947
2005-06-15,553.533
2005-06-16,555.243
2005-06-17,564.671
2005-06-20,559.439
2005-06-21,562.156
2005-06-22,563.656
2005-06-23,561.12
2005-06-24,557.791
2005-06-27,556.704
2005-06-28,555.848
2005-06-29,561.248
2005-06-30,565.045
2005-07-01,562.27
2005-07-04,558.77
2005-07-05,557.783
2005-07-06,559.123
2005-07-07,550.676
2005-07-08,556.83
2005-07-11,570.227
2005-07-12,576.967
2005-07-13,575.376
2005-07-14,577.369
2005-07-15,574.191
2005-07-18,575.011
2005-07-19,577.25
2005-07-20,576.657
2005-07-21,582.136
2005-07-22,581.985
2005-07-25,578.123
2005-07-26,578.071
2005-07-27,583.282
2005-07-28,588.924
2005-07-29,591.03
2005-08-01,592.463
2005-08-02,594.678
2005-08-03,603.825
2005-08-04,603.651
2005-08-05,599.79
2005-08-08,604.129
2005-08-09,603.66
2005-08-10,610.065
2005-08-11,609.556
2005-08-12,606.036
2005-08-15,603.595
2005-08-16,599.345
2005-08-17,596.12
2005-08-18,587.067
2005-08-19,590.389
2005-08-22,596.429
2005-08-23,593.049
2005-08-24,595.005
2005-08-25,591.182
2005-08-26,588.787
2005-08-29,588.896
2005-08-30,583.988
2005-08-31,592.182
2005-09-01,607.129
2005-09-02,610.976
2005-09-05,615.628
2005-09-06,618.226
2005-09-07,618.477
2005-09-08,618.561
2005-09-09,621.671
2005-09-12,613.424
2005-09-13,609.624
2005-09-14,613.482
2005-09-15,610.205
2005-09-16,613.937
2005-09-19,611.154
2005-09-20,615.276
2005-09-21,614.626
2005-09-22,609.094
2005-09-23,606.695
2005-09-26,607.354
2005-09-27,602.583
2005-09-28,607.658
2005-09-29,605.683
2005-09-30,610.373
2005-10-03,605.295
2005-10-04,607.926
2005-10-05,608.684
2005-10-06,618.392
2005-10-07,616.796
2005-10-10,618.18
2005-10-11,618.395
2005-10-12,613.749
2005-10-13,601.281
2005-10-14,609.124
2005-10-17,605.508
2005-10-18,594.507
2005-10-19,588.901
2005-10-20,587.928
2005-10-21,589.807
2005-10-24,596.05
2005-10-25,601.878
2005-10-26,600.461
2005-10-27,596.959
2005-10-28,594.582
2005-10-31,589.05
2005-11-01,585.754
2005-11-02,587.69
2005-11-03,582.8
2005-11-04,571.015
2005-11-07,573.197
