Date,EUROPE SMALL GROWTH Small Cap
2001-12-31,314.002
2002-01-31,305.297
2002-02-28,300.107
2002-03-29,314.847
2002-04-30,318.946
2002-05-31,322.423
2002-06-28,306.022
2002-07-31,270.687
2002-08-30,263.289
2002-09-30,230.459
2002-10-31,244.103
2002-11-29,259.375
2002-12-31,252.577
2003-01-31,245.463
2003-02-28,236.69
2003-03-31,236.093
2003-04-30,266.033
2003-05-30,294.175
2003-06-30,299.104
2003-07-31,308.953
2003-08-29,318.729
2003-09-30,332.974
2003-10-31,358.929
2003-11-28,369.606
2003-12-31,390.308
2004-01-30,411.477
2004-02-27,430.265
2004-03-31,420.071
2004-04-30,411.958
2004-05-31,415.624
2004-06-30,427.885
2004-07-30,408.767
2004-08-31,405.487
2004-09-30,427.962
2004-10-29,441.485
2004-11-30,476.796
2004-12-31,504.166
2005-01-31,509.589
2005-02-28,536.285
2005-03-31,517.68
2005-04-29,498.314
2005-05-31,503.25
2005-06-30,515.743
2005-07-29,542.178
2005-08-31,560.362
2005-09-30,573.744
2005-10-31,543.474
2005-11-30,555.902
2005-12-30,582.542
2006-01-31,638.054
2006-02-28,652.721
2006-03-31,689.277
2006-04-28,740.981
2006-05-31,712.097
2006-06-30,701.285
2006-07-31,693.588
2006-08-31,719.897
2006-09-29,733.835
2006-10-31,770.526
2006-11-30,819.171
2006-12-29,865.274
2007-01-31,881.523
2007-02-28,887.973
2007-03-30,936.111
2007-04-30,988.227
2007-05-31,1000.0
2007-06-29,991.437
2007-07-31,984.934
2007-08-31,947.546
2007-09-28,970.204
2007-10-31,1035.42
2007-11-30,957.529
2007-12-31,933.23
2008-01-31,819.266
2008-02-29,866.168
2008-03-31,872.464
2008-04-30,897.138
2008-05-30,919.103
2008-06-30,863.175
2008-07-31,814.106
2008-08-29,785.066
2008-09-30,618.573
2008-10-31,442.983
2008-11-28,405.174
2008-12-31,419.801
2009-01-30,399.401
2009-02-27,376.522
2009-03-31,400.288
2009-04-30,470.073
2009-05-29,532.319
2009-06-30,533.685
2009-07-31,572.727
2009-08-31,612.045
2009-09-30,655.454
2009-10-30,653.159
2009-11-30,666.319
2009-12-31,676.078
2010-01-29,668.814
2010-02-26,647.537
2010-03-31,701.186
2010-04-30,709.937
2010-05-31,609.197
2010-06-30,604.516
2010-07-30,679.437
2010-08-31,654.3
2010-09-30,748.225
2010-10-29,794.113
2010-11-30,754.38
2010-12-31,847.76
2011-01-31,853.301
2011-02-28,868.62
2011-03-31,889.159
2011-04-29,960.738
2011-05-31,932.861
2011-06-30,907.16
2011-07-29,876.689
2011-08-31,788.446
2011-09-30,685.631
2011-10-31,761.498
2011-11-30,723.491
2011-12-30,701.101
2012-01-31,767.366
2012-02-29,830.222
2012-03-30,829.073
2012-04-30,842.865
2012-05-31,741.445
2012-06-29,770.404
2012-07-31,783.731
2012-08-31,816.126
2012-09-28,852.686
2012-10-31,862.017
2012-11-30,868.17
2012-12-31,902.987
2013-01-31,941.529
2013-02-28,944.627
2013-03-29,945.873
2013-04-30,961.003
2013-05-31,976.37
2013-06-28,940.615
2013-07-31,1016.316
2013-08-30,1016.448
2013-09-30,1096.97
2013-10-31,1138.53
2013-11-29,1173.749
2013-12-31,1216.899
2014-01-31,1197.376
2014-02-28,1307.502
2014-03-31,1281.45
2014-04-30,1264.495
2014-05-30,1280.199
2014-06-30,1269.35
2014-07-31,1207.557
2014-08-29,1214.036
2014-09-30,1151.741
2014-10-31,1139.07
2014-11-28,1166.343
2014-12-31,1162.441
2015-01-30,1144.57
2015-02-27,1234.667
2015-03-31,1207.603
2015-04-30,1283.973
2015-05-29,1316.978
2015-06-30,1296.963
2015-07-31,1339.604
2015-08-31,1291.139
2015-09-30,1249.07
2015-10-30,1317.263
2015-11-30,1326.762
2015-12-31,1339.346
2016-01-29,1218.244
2016-02-29,1210.508
2016-03-31,1306.916
2016-04-29,1309.738
2016-05-31,1343.756
2016-06-30,1218.444
2016-07-29,1293.494
2016-08-31,1306.971
2016-09-30,1335.991
2016-10-31,1253.913
2016-11-30,1225.464
2016-12-30,1275.256
2017-01-31,1316.88
2017-02-28,1344.446
2017-03-31,1393.153
2017-04-28,1496.459
2017-05-31,1568.576
2017-06-30,1544.16
2017-07-31,1610.651
2017-08-31,1620.993
2017-09-29,1688.437
2017-10-31,1713.249
2017-11-30,1712.152
2017-12-29,1757.61
2018-01-31,1875.656
2018-02-28,1785.847
2018-03-30,1760.099
2018-04-30,1792.398
2018-05-31,1797.573
2018-06-29,1784.82
2018-07-31,1812.44
2018-08-31,1808.616
2018-09-28,1754.736
2018-10-31,1560.414
2018-11-30,1500.518
2018-12-31,1415.321
2019-01-31,1551.853
2019-02-28,1601.573
2019-03-29,1614.081
2019-04-30,1702.602
2019-05-31,1597.042
2019-06-28,1679.327
2019-07-31,1650.948
2019-08-30,1591.964
2019-09-30,1620.613
2019-10-31,1698.34
2019-11-29,1764.048
2019-12-31,1867.817
2020-01-31,1823.299
2020-02-28,1669.99
2020-03-31,1373.125
2020-04-30,1544.149
2020-05-29,1694.423
2020-06-30,1734.523
2020-07-31,1874.059
2020-08-31,2010.549
2020-09-30,1981.901
2020-10-30,1879.359
2020-11-30,2152.337
2020-12-31,2350.609
2021-01-29,2346.204
2021-02-26,2401.383
2021-03-31,2412.16
2021-04-30,2574.59
2021-05-31,2640.891
2021-06-30,2576.216
2021-07-30,2700.489
2021-08-31,2787.441
2021-09-30,2604.597
2021-10-29,2715.1
2021-11-30,2562.904
2021-12-31,2683.168
2022-01-31,2350.627
2022-02-28,2249.508
2022-03-31,2241.032
2022-04-29,2048.826
2022-05-31,2026.253
2022-06-30,1748.684
2022-07-29,1919.574
2022-08-31,1735.817
2022-09-30,1496.235
2022-10-31,1594.997
2022-11-30,1774.598
2022-12-30,1779.392
2023-01-31,1923.279
2023-02-28,1928.721
2023-03-31,1935.628
2023-04-28,1989.897
2023-05-31,1892.091
2023-06-30,1946.966
2023-07-31,2018.407
2023-08-31,1920.815
2023-09-29,1793.008
2023-10-31,1661.141
2023-11-30,1890.003
2023-12-29,2051.746
2024-01-31,1996.241
2024-02-29,2010.047
2024-03-29,2067.68
2024-04-30,2005.043
2024-05-31,2169.398
2024-06-28,2083.679
2024-07-31,2192.563
2024-08-30,2233.912
2024-09-30,2248.215
2024-10-31,2088.758
2024-11-29,2055.812
2024-12-31,2008.623
2025-01-31,2100.503
2025-02-28,2086.845
2025-03-31,2058.645
2025-04-30,2206.19
2025-05-30,2373.821
2025-06-30,2474.103
