Date,EUROPE SMALL GROWTH Small Cap
2003-05-08,275.419
2003-05-09,276.147
2003-05-12,278.306
2003-05-13,279.18
2003-05-14,280.159
2003-05-15,282.138
2003-05-16,285.708
2003-05-19,283.844
2003-05-20,283.803
2003-05-21,282.389
2003-05-22,284.542
2003-05-23,287.194
2003-05-26,288.319
2003-05-27,289.018
2003-05-28,290.711
2003-05-29,294.012
2003-05-30,294.175
2003-06-02,296.704
2003-06-03,295.181
2003-06-04,297.318
2003-06-05,303.101
2003-06-06,306.512
2003-06-09,305.421
2003-06-10,303.574
2003-06-11,308.304
2003-06-12,309.326
2003-06-13,308.794
2003-06-16,311.621
2003-06-17,313.809
2003-06-18,310.57
2003-06-19,307.889
2003-06-20,306.693
2003-06-23,302.874
2003-06-24,299.721
2003-06-25,302.272
2003-06-26,298.898
2003-06-27,298.819
2003-06-30,299.104
2003-07-01,299.329
2003-07-02,301.262
2003-07-03,302.393
2003-07-04,301.492
2003-07-07,302.385
2003-07-08,303.117
2003-07-09,302.797
2003-07-10,301.903
2003-07-11,301.77
2003-07-14,304.533
2003-07-15,303.449
2003-07-16,303.017
2003-07-17,300.41
2003-07-18,300.727
2003-07-21,302.185
2003-07-22,302.821
2003-07-23,305.922
2003-07-24,308.966
2003-07-25,310.038
2003-07-28,310.876
2003-07-29,311.436
2003-07-30,309.891
2003-07-31,308.953
2003-08-01,310.209
2003-08-04,311.656
2003-08-05,312.876
2003-08-06,310.513
2003-08-07,311.055
2003-08-08,310.964
2003-08-11,310.947
2003-08-12,311.865
2003-08-13,314.356
2003-08-14,314.54
2003-08-15,315.879
2003-08-18,315.534
2003-08-19,316.013
2003-08-20,316.413
2003-08-21,315.667
2003-08-22,314.685
2003-08-25,314.573
2003-08-26,312.161
2003-08-27,313.806
2003-08-28,315.399
2003-08-29,318.729
2003-09-01,321.052
2003-09-02,320.285
2003-09-03,325.355
2003-09-04,326.447
2003-09-05,329.467
2003-09-08,331.57
2003-09-09,331.201
2003-09-10,328.527
2003-09-11,327.788
2003-09-12,331.204
2003-09-15,332.54
2003-09-16,331.295
2003-09-17,334.688
2003-09-18,336.971
2003-09-19,339.247
2003-09-22,338.554
2003-09-23,337.807
2003-09-24,338.852
2003-09-25,335.958
2003-09-26,332.35
2003-09-29,333.791
2003-09-30,332.974
2003-10-01,335.652
2003-10-02,338.329
2003-10-03,341.246
2003-10-06,343.555
2003-10-07,344.618
2003-10-08,346.568
2003-10-09,348.208
2003-10-10,349.798
2003-10-13,349.864
2003-10-14,350.68
2003-10-15,353.394
2003-10-16,354.88
2003-10-17,352.903
2003-10-20,353.855
2003-10-21,355.244
2003-10-22,354.689
2003-10-23,352.303
2003-10-24,354.091
2003-10-27,354.49
2003-10-28,355.1
2003-10-29,357.618
2003-10-30,359.552
2003-10-31,358.929
2003-11-03,358.139
2003-11-04,358.4
2003-11-05,356.063
2003-11-06,355.152
2003-11-07,359.334
2003-11-10,358.782
2003-11-11,356.609
2003-11-12,360.574
2003-11-13,362.823
2003-11-14,363.802
2003-11-17,359.065
2003-11-18,362.105
2003-11-19,361.124
2003-11-20,359.953
2003-11-21,361.019
2003-11-24,360.76
2003-11-25,363.141
2003-11-26,366.448
2003-11-27,367.703
2003-11-28,369.606
2003-12-01,372.567
2003-12-02,376.102
2003-12-03,377.467
2003-12-04,376.237
2003-12-05,376.992
2003-12-08,377.503
2003-12-09,379.023
2003-12-10,377.123
2003-12-11,374.041
2003-12-12,377.569
2003-12-15,379.349
2003-12-16,377.133
2003-12-17,378.066
2003-12-18,379.723
2003-12-19,379.231
2003-12-22,379.529
2003-12-23,381.083
2003-12-24,382.495
2003-12-25,382.51
2003-12-26,382.495
2003-12-29,384.298
2003-12-30,387.723
2003-12-31,390.308
2004-01-01,390.332
2004-01-02,393.686
2004-01-05,398.912
2004-01-06,402.197
2004-01-07,401.125
2004-01-08,407.098
2004-01-09,411.749
2004-01-12,410.759
2004-01-13,411.987
2004-01-14,412.376
2004-01-15,411.043
2004-01-16,409.431
2004-01-19,410.749
2004-01-20,415.578
2004-01-21,417.5
2004-01-22,420.125
2004-01-23,418.485
2004-01-26,414.72
2004-01-27,417.759
2004-01-28,417.408
2004-01-29,408.388
2004-01-30,411.477
2004-02-02,413.446
2004-02-03,416.567
2004-02-04,413.051
2004-02-05,416.326
2004-02-06,422.676
2004-02-09,426.483
2004-02-10,427.002
2004-02-11,427.491
2004-02-12,434.659
2004-02-13,434.387
2004-02-16,434.903
2004-02-17,439.46
2004-02-18,441.924
2004-02-19,439.696
2004-02-20,434.312
2004-02-23,433.951
2004-02-24,434.214
2004-02-25,431.891
2004-02-26,428.38
2004-02-27,430.265
2004-03-01,434.876
2004-03-02,432.005
2004-03-03,425.714
2004-03-04,428.295
2004-03-05,436.47
2004-03-08,436.547
2004-03-09,434.101
2004-03-10,423.196
2004-03-11,414.218
2004-03-12,414.37
2004-03-15,408.205
2004-03-16,412.814
2004-03-17,413.605
2004-03-18,417.176
2004-03-19,417.569
2004-03-22,411.252
2004-03-23,411.179
2004-03-24,407.633
2004-03-25,410.697
2004-03-26,409.73
2004-03-29,414.478
2004-03-30,415.283
2004-03-31,420.071
2004-04-01,426.72
2004-04-02,423.567
2004-04-05,420.62
2004-04-06,420.93
2004-04-07,425.135
2004-04-08,424.835
2004-04-09,424.838
2004-04-12,424.024
2004-04-13,420.368
2004-04-14,414.857
2004-04-15,414.205
2004-04-16,418.753
2004-04-19,419.555
2004-04-20,419.158
2004-04-21,413.348
2004-04-22,414.587
2004-04-23,416.927
2004-04-26,420.393
2004-04-27,421.917
2004-04-28,416.119
2004-04-29,414.086
2004-04-30,411.958
2004-05-03,412.142
2004-05-04,416.352
2004-05-05,417.554
2004-05-06,412.173
2004-05-07,406.099
2004-05-10,392.89
2004-05-11,393.757
2004-05-12,395.157
2004-05-13,395.738
2004-05-14,393.947
2004-05-17,390.981
2004-05-18,394.034
2004-05-19,403.32
2004-05-20,398.205
2004-05-21,402.243
2004-05-24,402.978
2004-05-25,405.692
2004-05-26,408.973
2004-05-27,416.122
2004-05-28,415.522
2004-05-31,415.624
2004-06-01,414.748
2004-06-02,418.37
2004-06-03,417.456
2004-06-04,420.111
2004-06-07,424.585
2004-06-08,424.91
2004-06-09,420.634
2004-06-10,420.534
2004-06-11,417.264
2004-06-14,416.036
2004-06-15,416.862
2004-06-16,418.131
2004-06-17,419.711
2004-06-18,422.384
2004-06-21,422.43
2004-06-22,420.732
2004-06-23,422.303
2004-06-24,426.52
2004-06-25,426.297
2004-06-28,430.259
2004-06-29,426.176
2004-06-30,427.885
2004-07-01,426.987
2004-07-02,429.071
2004-07-05,427.09
2004-07-06,424.8
2004-07-07,426.948
2004-07-08,426.504
2004-07-09,425.751
2004-07-12,426.613
2004-07-13,424.781
2004-07-14,423.786
2004-07-15,421.322
2004-07-16,426.068
2004-07-19,423.289
2004-07-20,419.268
2004-07-21,417.498
2004-07-22,414.249
2004-07-23,409.907
2004-07-26,407.462
2004-07-27,405.478
2004-07-28,405.47
2004-07-29,408.964
2004-07-30,408.767
2004-08-02,408.24
2004-08-03,408.798
2004-08-04,404.544
2004-08-05,403.829
2004-08-06,403.915
2004-08-09,399.547
2004-08-10,403.098
2004-08-11,397.448
2004-08-12,396.711
2004-08-13,400.983
2004-08-16,402.769
2004-08-17,404.042
2004-08-18,403.14
2004-08-19,407.282
2004-08-20,405.435
2004-08-23,405.112
2004-08-24,402.465
2004-08-25,402.382
2004-08-26,403.766
2004-08-27,403.529
2004-08-30,403.731
2004-08-31,405.487
2004-09-01,407.325
2004-09-02,408.582
2004-09-03,406.388
2004-09-06,409.101
2004-09-07,409.866
2004-09-08,412.494
2004-09-09,412.206
2004-09-10,418.814
2004-09-13,420.481
2004-09-14,421.193
2004-09-15,416.38
2004-09-16,418.352
2004-09-17,420.942
2004-09-20,419.381
2004-09-21,423.276
2004-09-22,422.032
2004-09-23,421.655
2004-09-24,421.697
2004-09-27,421.036
2004-09-28,423.083
2004-09-29,424.108
2004-09-30,427.962
2004-10-01,430.479
2004-10-04,430.811
2004-10-05,430.615
2004-10-06,430.233
2004-10-07,431.569
2004-10-08,434.783
2004-10-11,432.465
2004-10-12,426.838
2004-10-13,425.507
2004-10-14,427.434
2004-10-15,430.531
2004-10-18,429.692
2004-10-19,432.475
2004-10-20,432.154
2004-10-21,435.687
2004-10-22,437.626
2004-10-25,437.811
2004-10-26,438.734
2004-10-27,442.133
2004-10-28,441.677
2004-10-29,441.485
2004-11-01,444.992
2004-11-02,446.688
2004-11-03,452.239
2004-11-04,453.045
2004-11-05,457.005
2004-11-08,457.542
2004-11-09,456.867
2004-11-10,457.771
2004-11-11,459.788
2004-11-12,463.196
2004-11-15,462.513
2004-11-16,461.423
2004-11-17,465.562
2004-11-18,464.432
2004-11-19,466.822
2004-11-22,464.204
2004-11-23,468.093
2004-11-24,471.155
2004-11-25,475.115
2004-11-26,475.53
2004-11-29,476.386
2004-11-30,476.796
2004-12-01,480.584
2004-12-02,480.428
2004-12-03,485.447
2004-12-06,486.484
2004-12-07,488.032
2004-12-08,480.955
2004-12-09,477.57
2004-12-10,478.542
2004-12-13,483.157
2004-12-14,483.734
2004-12-15,490.201
2004-12-16,488.217
2004-12-17,486.647
2004-12-20,493.557
2004-12-21,491.315
2004-12-22,492.877
2004-12-23,497.468
2004-12-24,498.976
2004-12-27,502.222
2004-12-28,501.618
2004-12-29,501.468
2004-12-30,504.387
2004-12-31,504.166
2005-01-03,502.201
2005-01-04,497.729
2005-01-05,494.288
2005-01-06,491.07
2005-01-07,490.793
2005-01-10,493.78
2005-01-11,494.428
2005-01-12,498.444
2005-01-13,499.048
2005-01-14,497.26
2005-01-17,499.292
2005-01-18,499.001
2005-01-19,503.003
2005-01-20,499.001
2005-01-21,500.479
2005-01-24,501.049
2005-01-25,500.722
2005-01-26,506.612
2005-01-27,506.655
2005-01-28,506.18
2005-01-31,509.589
2005-02-01,512.084
2005-02-02,515.288
2005-02-03,514.174
2005-02-04,516.918
2005-02-07,514.635
2005-02-08,513.052
2005-02-09,513.924
2005-02-10,516.874
2005-02-11,518.682
2005-02-14,524.142
2005-02-15,525.032
2005-02-16,522.063
2005-02-17,526.511
2005-02-18,526.552
2005-02-21,524.896
2005-02-22,527.015
2005-02-23,524.472
2005-02-24,526.522
2005-02-25,531.579
2005-02-28,536.285
2005-03-01,534.769
2005-03-02,531.296
2005-03-03,532.199
2005-03-04,539.814
2005-03-07,537.165
2005-03-08,540.027
2005-03-09,538.604
2005-03-10,537.501
2005-03-11,540.616
2005-03-14,535.366
2005-03-15,536.056
2005-03-16,536.382
2005-03-17,534.386
2005-03-18,532.358
2005-03-21,526.981
2005-03-22,526.957
2005-03-23,514.028
2005-03-24,515.061
2005-03-25,515.061
2005-03-28,512.342
2005-03-29,512.818
2005-03-30,513.366
2005-03-31,517.68
2005-04-01,520.417
2005-04-04,513.421
2005-04-05,516.322
2005-04-06,519.665
2005-04-07,523.537
2005-04-08,523.931
2005-04-11,527.737
2005-04-12,524.257
2005-04-13,527.402
2005-04-14,521.144
2005-04-15,517.96
2005-04-18,510.704
2005-04-19,516.028
2005-04-20,517.548
2005-04-21,517.295
2005-04-22,519.34
2005-04-25,516.288
2005-04-26,512.606
2005-04-27,503.876
2005-04-28,498.359
2005-04-29,498.314
2005-05-02,497.362
2005-05-03,499.651
2005-05-04,501.48
2005-05-05,503.243
2005-05-06,501.447
2005-05-09,501.647
2005-05-10,500.882
2005-05-11,499.035
2005-05-12,498.517
2005-05-13,495.964
2005-05-16,493.933
2005-05-17,495.128
2005-05-18,497.441
2005-05-19,499.799
2005-05-20,497.382
2005-05-23,500.99
2005-05-24,502.294
2005-05-25,503.837
2005-05-26,505.676
2005-05-27,506.24
2005-05-30,505.742
2005-05-31,503.25
2005-06-01,503.876
2005-06-02,505.25
2005-06-03,506.32
2005-06-06,506.807
2005-06-07,510.647
2005-06-08,513.842
2005-06-09,508.679
2005-06-10,509.154
2005-06-13,508.424
2005-06-14,509.567
2005-06-15,511.766
2005-06-16,514.563
2005-06-17,521.086
2005-06-20,517.932
2005-06-21,518.289
2005-06-22,518.292
2005-06-23,517.137
2005-06-24,516.22
2005-06-27,514.493
2005-06-28,514.66
2005-06-29,515.055
2005-06-30,515.743
2005-07-01,512.956
2005-07-04,511.304
2005-07-05,510.839
2005-07-06,515.109
2005-07-07,509.0
2005-07-08,515.465
2005-07-11,525.696
2005-07-12,530.828
2005-07-13,527.688
2005-07-14,528.398
2005-07-15,524.888
2005-07-18,524.319
2005-07-19,521.012
2005-07-20,521.267
2005-07-21,527.683
2005-07-22,529.041
2005-07-25,528.551
2005-07-26,528.172
2005-07-27,532.384
2005-07-28,537.694
2005-07-29,542.178
2005-08-01,546.783
2005-08-02,549.718
2005-08-03,554.68
2005-08-04,555.53
2005-08-05,553.211
2005-08-08,556.857
2005-08-09,557.59
2005-08-10,561.312
2005-08-11,562.849
2005-08-12,563.264
2005-08-15,560.817
2005-08-16,559.128
2005-08-17,556.093
2005-08-18,549.267
2005-08-19,550.522
2005-08-22,556.483
2005-08-23,554.039
2005-08-24,554.217
2005-08-25,553.903
2005-08-26,556.835
2005-08-29,554.113
2005-08-30,551.925
2005-08-31,560.362
2005-09-01,573.856
2005-09-02,577.732
2005-09-05,577.331
2005-09-06,578.275
2005-09-07,580.457
2005-09-08,578.349
2005-09-09,581.54
2005-09-12,577.067
2005-09-13,572.058
2005-09-14,575.062
2005-09-15,571.493
2005-09-16,574.555
2005-09-19,573.866
2005-09-20,576.459
2005-09-21,575.872
2005-09-22,569.192
2005-09-23,566.318
2005-09-26,567.869
2005-09-27,565.618
2005-09-28,567.454
2005-09-29,568.473
2005-09-30,573.744
2005-10-03,569.77
2005-10-04,571.71
2005-10-05,568.37
2005-10-06,566.689
2005-10-07,563.131
2005-10-10,561.55
2005-10-11,561.019
2005-10-12,559.264
2005-10-13,544.891
2005-10-14,548.75
2005-10-17,547.022
2005-10-18,540.32
2005-10-19,529.678
2005-10-20,534.7
2005-10-21,532.356
2005-10-24,539.228
2005-10-25,545.231
2005-10-26,547.268
2005-10-27,541.467
2005-10-28,537.895
2005-10-31,543.474
2005-11-01,544.945
2005-11-02,551.162
2005-11-03,555.579
2005-11-04,547.438
2005-11-07,547.895
2005-11-08,545.867
2005-11-09,545.159
