Date,EUROPE SMALL GROWTH Small Cap
2013-07-31,1035.447
2013-08-30,1035.591
2013-09-30,1117.706
2013-10-31,1160.068
2013-11-29,1196.083
2013-12-31,1240.143
2014-01-31,1220.386
2014-02-28,1332.689
2014-03-31,1306.419
2014-04-30,1289.696
2014-05-30,1307.023
2014-06-30,1296.286
2014-07-31,1233.294
2014-08-29,1239.924
2014-09-30,1176.357
2014-10-31,1163.457
2014-11-28,1191.415
2014-12-31,1187.475
2015-01-30,1169.224
2015-02-27,1261.292
2015-03-31,1233.914
2015-04-30,1312.514
2015-05-29,1347.444
2015-06-30,1327.314
2015-07-31,1371.125
2015-08-31,1321.531
2015-09-30,1278.554
2015-10-30,1348.406
2015-11-30,1358.215
2015-12-31,1371.164
2016-01-29,1247.204
2016-02-29,1239.298
2016-03-31,1338.315
2016-04-29,1342.082
2016-05-31,1378.4
2016-06-30,1250.292
2016-07-29,1327.434
2016-08-31,1341.293
2016-09-30,1371.155
2016-10-31,1287.012
2016-11-30,1257.952
2016-12-30,1309.141
2017-01-31,1351.92
2017-02-28,1380.292
2017-03-31,1430.646
2017-04-28,1538.159
2017-05-31,1613.965
2017-06-30,1589.327
2017-07-31,1658.038
2017-08-31,1668.804
2017-09-29,1738.393
2017-10-31,1764.067
2017-11-30,1762.995
2017-12-29,1809.906
2018-01-31,1931.505
2018-02-28,1839.109
2018-03-30,1813.181
2018-04-30,1848.215
2018-05-31,1855.044
2018-06-29,1842.495
2018-07-31,1871.231
2018-08-31,1867.332
2018-09-28,1811.859
2018-10-31,1611.329
2018-11-30,1549.52
2018-12-31,1461.631
2019-01-31,1602.687
2019-02-28,1654.093
2019-03-29,1667.502
2019-04-30,1760.314
2019-05-31,1652.8
2019-06-28,1738.626
2019-07-31,1709.421
2019-08-30,1648.402
2019-09-30,1678.327
2019-10-31,1759.023
2019-11-29,1827.145
2019-12-31,1934.704
2020-01-31,1888.633
2020-02-28,1729.898
2020-03-31,1422.762
2020-04-30,1600.88
2020-05-29,1757.508
2020-06-30,1799.681
2020-07-31,1944.627
2020-08-31,2086.622
2020-09-30,2057.114
2020-10-30,1950.886
2020-11-30,2234.695
2020-12-31,2440.853
2021-01-29,2436.515
2021-02-26,2493.932
2021-03-31,2505.72
2021-04-30,2676.571
2021-05-31,2746.783
2021-06-30,2680.039
2021-07-30,2809.63
2021-08-31,2900.198
2021-09-30,2710.131
2021-10-29,2825.394
2021-11-30,2667.333
2021-12-31,2792.713
2022-01-31,2446.605
2022-02-28,2341.543
2022-03-31,2333.761
2022-04-29,2135.67
2022-05-31,2114.222
2022-06-30,1825.397
2022-07-29,2004.021
2022-08-31,1812.395
2022-09-30,1562.429
2022-10-31,1665.885
2022-11-30,1853.658
2022-12-30,1858.758
2023-01-31,2009.203
2023-02-28,2015.031
2023-03-31,2023.018
2023-04-28,2081.494
2023-05-31,1981.352
2023-06-30,2039.211
2023-07-31,2114.383
2023-08-31,2012.291
2023-09-29,1878.717
2023-10-31,1740.706
2023-11-30,1980.73
2023-12-29,2150.433
2024-01-31,2092.414
2024-02-29,2107.145
2024-03-29,2167.932
2024-04-30,2104.169
2024-05-31,2280.085
2024-06-28,2190.471
2024-07-31,2305.389
2024-08-30,2348.958
2024-09-30,2364.41
2024-10-31,2197.045
2024-11-29,2162.536
2024-12-31,2113.111
2025-01-31,2209.832
2025-02-28,2195.512
2025-03-31,2166.464
2025-04-30,2324.053
2025-05-30,2504.194
2025-06-30,2610.871
2025-07-31,2591.85
2025-08-29,2605.104
