Date,IRELAND MID CAP Mid Cap
2001-01-01,469.907
2001-01-02,471.378
2001-01-03,458.621
2001-01-04,469.478
2001-01-05,475.831
2001-01-08,465.856
2001-01-09,459.026
2001-01-10,451.202
2001-01-11,458.056
2001-01-12,454.485
2001-01-15,449.792
2001-01-16,443.406
2001-01-17,444.974
2001-01-18,450.599
2001-01-19,444.904
2001-01-22,443.989
2001-01-23,444.008
2001-01-24,441.689
2001-01-25,445.176
2001-01-26,444.665
2001-01-29,450.386
2001-01-30,454.607
2001-01-31,457.83
2001-02-01,466.055
2001-02-02,465.661
2001-02-05,466.819
2001-02-06,459.751
2001-02-07,463.423
2001-02-08,458.287
2001-02-09,457.007
2001-02-12,461.516
2001-02-13,454.948
2001-02-14,452.735
2001-02-15,449.573
2001-02-16,455.418
2001-02-19,447.746
2001-02-20,445.833
2001-02-21,443.648
2001-02-22,447.853
2001-02-23,445.898
2001-02-26,441.896
2001-02-27,447.792
2001-02-28,445.804
2001-03-01,444.023
2001-03-02,441.62
2001-03-05,444.265
2001-03-06,450.762
2001-03-07,450.527
2001-03-08,455.089
2001-03-09,445.57
2001-03-12,439.614
2001-03-13,428.827
2001-03-14,420.37
2001-03-15,413.155
2001-03-16,399.774
2001-03-19,397.366
2001-03-20,403.861
2001-03-21,393.316
2001-03-22,371.873
2001-03-23,385.273
2001-03-26,396.481
2001-03-27,409.279
2001-03-28,401.791
2001-03-29,397.139
2001-03-30,398.936
2001-04-02,397.814
2001-04-03,390.599
2001-04-04,395.562
2001-04-05,400.786
2001-04-06,404.723
2001-04-09,412.419
2001-04-10,415.282
2001-04-11,411.53
2001-04-12,413.753
2001-04-13,413.753
2001-04-16,409.515
2001-04-17,406.77
2001-04-18,408.938
2001-04-19,420.47
2001-04-20,428.243
2001-04-23,427.815
2001-04-24,423.41
2001-04-25,425.421
2001-04-26,431.465
2001-04-27,430.449
2001-04-30,434.723
2001-05-01,432.714
2001-05-02,432.554
2001-05-03,431.094
2001-05-04,432.359
2001-05-07,430.595
2001-05-08,432.372
2001-05-09,432.984
2001-05-10,436.779
2001-05-11,434.502
2001-05-14,435.92
2001-05-15,435.2
2001-05-16,438.731
2001-05-17,440.546
2001-05-18,438.961
2001-05-21,443.373
2001-05-22,443.439
2001-05-23,447.679
2001-05-24,442.639
2001-05-25,438.366
2001-05-28,445.723
2001-05-29,435.011
2001-05-30,436.705
2001-05-31,431.592
2001-06-01,433.622
2001-06-04,434.211
2001-06-05,443.0
2001-06-06,446.681
2001-06-07,448.928
2001-06-08,443.465
2001-06-11,437.721
2001-06-12,435.249
2001-06-13,436.67
2001-06-14,439.376
2001-06-15,445.516
2001-06-18,443.718
2001-06-19,440.638
2001-06-20,437.598
2001-06-21,440.389
2001-06-22,440.688
2001-06-25,445.533
2001-06-26,441.52
2001-06-27,435.825
2001-06-28,431.852
2001-06-29,436.697
2001-07-02,435.876
2001-07-03,439.546
2001-07-04,437.685
2001-07-05,428.41
2001-07-06,429.869
2001-07-09,436.943
2001-07-10,440.478
2001-07-11,441.112
2001-07-12,437.706
2001-07-13,440.663
2001-07-16,444.048
2001-07-17,444.75
2001-07-18,458.282
2001-07-19,464.429
2001-07-20,465.333
2001-07-23,461.463
2001-07-24,459.521
2001-07-25,458.072
2001-07-26,456.945
2001-07-27,457.401
2001-07-30,455.693
2001-07-31,457.065
2001-08-01,459.09
2001-08-02,462.096
2001-08-03,465.777
2001-08-06,463.305
2001-08-07,458.846
2001-08-08,454.464
2001-08-09,454.573
2001-08-10,457.298
2001-08-13,458.175
2001-08-14,458.324
2001-08-15,464.169
2001-08-16,463.755
2001-08-17,466.012
2001-08-20,463.624
2001-08-21,465.952
2001-08-22,471.376
2001-08-23,468.101
2001-08-24,469.161
2001-08-27,469.95
2001-08-28,470.503
2001-08-29,471.393
2001-08-30,468.899
2001-08-31,464.447
2001-09-03,461.583
2001-09-04,453.04
2001-09-05,450.194
2001-09-06,451.759
2001-09-07,454.972
2001-09-10,446.551
2001-09-11,441.797
2001-09-12,414.68
2001-09-13,412.406
2001-09-14,410.591
2001-09-17,413.003
2001-09-18,413.156
2001-09-19,417.22
2001-09-20,402.338
2001-09-21,381.734
2001-09-24,389.371
2001-09-25,396.101
2001-09-26,396.667
2001-09-27,398.168
2001-09-28,401.926
2001-10-01,402.145
2001-10-02,398.957
2001-10-03,401.973
2001-10-04,407.911
2001-10-05,411.12
2001-10-08,401.703
2001-10-09,401.095
2001-10-10,402.727
2001-10-11,414.484
2001-10-12,418.343
2001-10-15,418.925
2001-10-16,427.179
2001-10-17,430.882
2001-10-18,425.056
2001-10-19,419.858
2001-10-22,418.759
2001-10-23,420.702
2001-10-24,428.242
2001-10-25,429.035
2001-10-26,429.708
2001-10-29,426.206
2001-10-30,429.194
2001-10-31,428.446
2001-11-01,432.075
2001-11-02,431.438
2001-11-05,443.454
2001-11-06,450.512
2001-11-07,453.988
2001-11-08,449.92
2001-11-09,450.421
2001-11-12,447.582
2001-11-13,451.324
2001-11-14,456.812
2001-11-15,456.007
2001-11-16,457.529
2001-11-19,456.203
2001-11-20,455.654
2001-11-21,452.045
2001-11-22,453.145
2001-11-23,450.855
2001-11-26,453.258
2001-11-27,453.495
2001-11-28,454.659
2001-11-29,451.992
2001-11-30,461.569
2001-12-03,457.183
2001-12-04,456.452
2001-12-05,465.875
2001-12-06,473.269
2001-12-07,471.477
2001-12-10,467.571
2001-12-11,467.199
2001-12-12,471.244
2001-12-13,474.373
2001-12-14,460.049
2001-12-17,461.504
2001-12-18,460.184
2001-12-19,453.457
2001-12-20,458.509
2001-12-21,455.743
2001-12-24,451.196
2001-12-25,451.196
2001-12-26,451.581
2001-12-27,452.186
2001-12-28,459.065
2001-12-31,463.975
2002-01-01,463.975
2002-01-02,469.973
2002-01-03,472.594
2002-01-04,469.313
2002-01-07,475.782
2002-01-08,472.436
2002-01-09,464.905
2002-01-10,459.861
2002-01-11,459.422
2002-01-14,461.419
2002-01-15,462.339
2002-01-16,457.288
2002-01-17,458.12
2002-01-18,455.877
2002-01-21,451.89
2002-01-22,454.131
2002-01-23,453.729
2002-01-24,452.876
2002-01-25,450.184
2002-01-28,459.979
2002-01-29,459.979
2002-01-30,452.251
2002-01-31,464.75
2002-02-01,465.822
2002-02-04,469.807
2002-02-05,454.295
2002-02-06,449.97
2002-02-07,453.772
2002-02-08,462.012
2002-02-11,451.014
2002-02-12,461.607
2002-02-13,461.451
2002-02-14,459.314
2002-02-15,461.975
2002-02-18,466.325
2002-02-19,470.683
2002-02-20,469.132
2002-02-21,473.498
2002-02-22,479.41
2002-02-25,479.308
2002-02-26,481.998
2002-02-27,480.504
2002-02-28,478.147
2002-03-01,477.604
2002-03-04,487.882
2002-03-05,491.856
2002-03-06,491.239
2002-03-07,496.318
2002-03-08,494.646
2002-03-11,494.829
2002-03-12,493.282
2002-03-13,494.51
2002-03-14,491.937
2002-03-15,486.466
2002-03-18,489.981
2002-03-19,489.949
2002-03-20,491.311
2002-03-21,491.826
2002-03-22,492.144
2002-03-25,491.297
2002-03-26,490.011
2002-03-27,490.223
2002-03-28,489.418
2002-03-29,489.418
2002-04-01,493.43
2002-04-02,495.728
2002-04-03,496.08
2002-04-04,498.502
2002-04-05,493.284
2002-04-08,486.492
2002-04-09,486.044
2002-04-10,492.868
2002-04-11,498.533
2002-04-12,493.603
2002-04-15,493.114
2002-04-16,495.617
2002-04-17,498.243
2002-04-18,500.487
2002-04-19,495.196
2002-04-22,497.87
2002-04-23,497.754
2002-04-24,499.643
2002-04-25,498.403
2002-04-26,497.98
2002-04-29,497.387
2002-04-30,500.65
2002-05-01,505.527
2002-05-02,523.981
2002-05-03,534.239
2002-05-06,536.024
2002-05-07,530.048
2002-05-08,530.54
2002-05-09,529.295
2002-05-10,529.466
2002-05-13,528.688
2002-05-14,522.102
2002-05-15,528.417
2002-05-16,530.101
2002-05-17,537.405
2002-05-20,529.931
2002-05-21,528.416
2002-05-22,536.272
2002-05-23,536.957
2002-05-24,535.67
2002-05-27,537.661
2002-05-28,542.105
2002-05-29,548.702
2002-05-30,553.494
2002-05-31,550.415
2002-06-03,552.624
2002-06-04,549.589
2002-06-05,544.001
2002-06-06,548.146
2002-06-07,527.085
2002-06-10,538.513
2002-06-11,531.275
2002-06-12,517.133
2002-06-13,521.12
