Date,IRELAND MID CAP Mid Cap
1994-05-31,180.342
1994-06-30,176.733
1994-07-29,191.542
1994-08-31,197.261
1994-09-30,193.584
1994-10-31,200.521
1994-11-30,193.486
1994-12-30,197.77
1995-01-31,198.67
1995-02-28,203.744
1995-03-31,215.742
1995-04-28,222.298
1995-05-31,230.557
1995-06-30,244.081
1995-07-31,257.994
1995-08-31,246.599
1995-09-29,261.115
1995-10-31,265.08
1995-11-30,287.537
1995-12-29,295.45
1996-01-31,315.708
1996-02-29,328.549
1996-03-29,352.519
1996-04-30,361.677
1996-05-31,371.987
1996-06-28,358.519
1996-07-31,352.659
1996-08-30,368.301
1996-09-30,371.793
1996-10-31,366.112
1996-11-29,390.499
1996-12-31,397.368
1997-01-31,424.134
1997-02-28,417.514
1997-03-31,415.136
1997-04-30,405.986
1997-05-30,443.343
1997-06-30,477.537
1997-07-31,494.463
1997-08-29,488.745
1997-09-30,525.545
1997-10-31,526.455
1997-11-28,529.394
1997-12-31,536.096
1998-01-30,588.829
1998-02-27,660.043
1998-03-31,719.727
1998-04-30,772.144
1998-05-29,718.823
1998-06-30,715.773
1998-07-31,667.842
1998-08-31,580.096
1998-09-30,565.347
1998-10-30,644.119
1998-11-30,651.216
1998-12-31,660.242
1999-01-29,639.676
1999-02-26,693.633
1999-03-31,700.859
1999-04-30,745.075
1999-05-31,690.291
1999-06-30,619.825
1999-07-30,640.398
1999-08-31,613.021
1999-09-30,618.208
1999-10-29,581.397
1999-11-30,569.739
1999-12-31,604.271
2000-01-31,589.427
2000-02-29,601.638
2000-03-31,622.475
2000-04-28,531.31
2000-05-31,482.69
2000-06-30,441.286
2000-07-31,417.74
2000-08-31,414.061
2000-09-29,421.193
2000-10-31,442.318
2000-11-30,414.645
2000-12-29,473.171
2001-01-31,461.01
2001-02-28,448.901
2001-03-30,401.707
2001-04-30,437.144
2001-05-31,433.948
2001-06-29,439.081
2001-07-31,459.562
2001-08-31,466.984
2001-09-28,404.121
2001-10-31,430.786
2001-11-30,464.089
2001-12-31,466.509
2002-01-31,467.288
2002-02-28,480.759
2002-03-29,492.091
2002-04-30,503.385
2002-05-31,553.421
2002-06-28,496.034
2002-07-31,410.888
2002-08-30,413.787
2002-09-30,350.268
2002-10-31,389.548
2002-11-29,429.69
2002-12-31,382.623
2003-01-31,389.718
2003-02-28,364.901
2003-03-31,411.107
2003-04-30,443.625
2003-05-30,453.032
2003-06-30,443.411
2003-07-31,502.325
2003-08-29,514.205
2003-09-30,503.907
2003-10-31,529.164
2003-11-28,536.055
2003-12-31,604.44
2004-01-30,615.925
2004-02-27,608.482
2004-03-31,594.716
2004-04-30,608.143
2004-05-31,599.496
2004-06-30,615.499
2004-07-30,564.805
2004-08-31,594.228
2004-09-30,636.977
2004-10-29,675.237
2004-11-30,721.031
2004-12-31,759.714
2005-01-31,745.959
2005-02-28,593.575
2005-03-31,499.264
2005-04-29,502.129
2005-05-31,531.463
2005-06-30,543.367
2005-07-29,574.758
2005-08-31,593.274
2005-09-30,593.282
2005-10-31,566.831
2005-11-30,603.424
2005-12-30,687.032
2006-01-31,726.848
2006-02-28,723.543
2006-03-31,758.259
2006-04-28,779.411
2006-05-31,797.961
2006-06-30,761.739
2006-07-31,711.355
2006-08-31,797.522
2006-09-29,781.172
2006-10-31,802.809
2006-11-30,825.322
2006-12-29,891.673
2007-01-31,843.373
2007-02-28,876.506
2007-03-30,884.194
2007-04-30,936.224
2007-05-31,1000.0
2007-06-29,960.148
2007-07-31,843.368
2007-08-31,850.747
2007-09-28,839.661
2007-10-31,896.837
2007-11-30,807.411
2007-12-31,740.888
2008-01-31,729.995
2008-02-29,721.524
2008-03-31,698.246
2008-04-30,760.803
2008-05-30,732.08
2008-06-30,717.678
2008-07-31,524.556
2008-08-29,476.614
2008-09-30,361.587
2008-10-31,253.869
2008-11-28,200.09
2008-12-31,159.804
2009-01-30,149.216
2009-02-27,126.979
2009-03-31,128.355
2009-04-30,125.22
2009-05-29,149.226
2009-06-30,137.96
2009-07-31,148.744
2009-08-31,148.89
2009-09-30,156.953
2009-10-30,140.726
2009-11-30,149.809
2009-12-31,148.375
2010-01-29,161.704
2010-02-26,161.883
2010-03-31,166.317
2010-04-30,162.852
2010-05-31,139.38
2010-06-30,122.201
2010-07-30,143.221
2010-08-31,137.748
2010-09-30,147.075
2010-10-29,147.357
2010-11-30,120.906
2010-12-31,129.229
2011-01-31,131.093
2011-02-28,137.166
2011-03-31,134.185
2011-04-29,153.767
2011-05-31,156.767
2011-06-30,165.642
2011-07-29,160.906
2011-08-31,152.712
2011-09-30,146.385
2011-10-31,159.592
2011-11-30,155.956
2011-12-30,172.325
2012-01-31,170.514
2012-02-29,176.482
2012-03-30,197.767
2012-04-30,191.26
2012-05-31,188.161
2012-06-29,191.563
2012-07-31,175.975
2012-08-31,179.729
2012-09-28,182.617
2012-10-31,186.656
2012-11-30,182.079
2012-12-31,184.87
2013-01-31,188.272
2013-02-28,199.777
2013-03-29,209.44
2013-04-30,209.656
2013-05-31,211.833
2013-06-28,211.112
2013-07-31,231.788
2013-08-30,245.709
2013-09-30,243.06
2013-10-31,270.169
2013-11-29,282.75
2013-12-31,279.115
2014-01-31,290.094
2014-02-28,356.361
2014-03-31,322.732
2014-04-30,315.879
2014-05-30,308.616
2014-06-30,290.375
2014-07-31,293.172
2014-08-29,310.647
2014-09-30,298.465
2014-10-31,293.748
2014-11-28,316.09
2014-12-31,296.74
2015-01-30,276.736
2015-02-27,305.008
2015-03-31,294.37
2015-04-30,309.28
2015-05-29,312.019
2015-06-30,319.726
2015-07-31,332.663
2015-08-31,319.681
2015-09-30,319.433
2015-10-30,329.047
2015-11-30,326.558
2015-12-31,331.97
2016-01-29,312.414
2016-02-29,312.37
2016-03-31,313.332
2016-04-29,306.866
2016-05-31,309.573
2016-06-30,259.789
2016-07-29,264.717
2016-08-31,269.636
2016-09-30,259.118
2016-10-31,237.404
2016-11-30,235.727
2016-12-30,247.259
2017-01-31,249.006
2017-02-28,255.06
2017-03-31,259.322
2017-04-28,267.816
2017-05-31,277.81
2017-06-30,273.261
2017-07-31,278.016
2017-08-31,274.042
2017-09-29,286.511
2017-10-31,292.404
2017-11-30,305.484
2017-12-29,325.489
2018-01-31,328.689
2018-02-28,314.478
2018-03-30,299.563
2018-04-30,302.093
2018-05-31,311.725
2018-06-29,301.341
2018-07-31,309.131
2018-08-31,305.031
2018-09-28,290.435
2018-10-31,267.914
2018-11-30,255.306
2018-12-31,242.087
2019-01-31,250.19
2019-02-28,258.739
2019-03-29,260.384
2019-04-30,275.143
2019-05-31,262.753
2019-06-28,273.246
2019-07-31,263.435
2019-08-30,254.454
2019-09-30,262.07
2019-10-31,283.031
2019-11-29,300.779
2019-12-31,314.053
2020-01-31,303.159
2020-02-28,287.705
2020-03-31,242.012
2020-04-30,260.088
2020-05-29,282.882
2020-06-30,292.976
2020-07-31,313.006
2020-08-31,359.569
2020-09-30,387.328
2020-10-30,370.77
2020-11-30,391.601
2020-12-31,363.727
2021-01-29,364.855
2021-02-26,375.004
2021-03-31,404.031
2021-04-30,434.053
2021-05-31,454.062
2021-06-30,459.735
2021-07-30,504.828
2021-08-31,522.636
2021-09-30,467.706
2021-10-29,506.819
2021-11-30,499.066
2021-12-31,528.139
2022-01-31,455.25
2022-02-28,452.107
2022-03-31,435.907
2022-04-29,417.663
2022-05-31,377.517
2022-06-30,291.912
2022-07-29,312.831
2022-08-31,284.873
2022-09-30,236.04
2022-10-31,267.449
2022-11-30,287.827
2022-12-30,312.708
2023-01-31,354.736
2023-02-28,352.475
2023-03-31,342.499
2023-04-28,352.917
2023-05-31,333.457
2023-06-30,331.659
2023-07-31,385.479
2023-08-31,389.654
2023-09-29,353.022
2023-10-31,327.394
2023-11-30,367.535
2023-12-29,378.891
2024-01-31,376.36
2024-02-29,390.726
2024-03-29,413.282
2024-04-30,416.485
2024-05-31,444.256
2024-06-28,409.846
2024-07-31,452.717
2024-08-30,459.395
2024-09-30,466.939
2024-10-31,429.318
2024-11-29,406.446
2024-12-31,407.904
2025-01-31,427.409
2025-02-28,482.269
2025-03-31,472.549
2025-04-30,489.731
2025-05-30,534.694
2025-06-30,544.946
