Date,NORWAY Standard (Large+Mid Cap)
2001-12-25,1964.349
2001-12-26,1967.017
2001-12-27,2038.426
2001-12-28,2043.368
2001-12-31,2058.199
2002-01-01,2058.199
2002-01-02,2084.906
2002-01-03,2100.152
2002-01-04,2110.811
2002-01-07,2101.717
2002-01-08,2065.386
2002-01-09,2081.321
2002-01-10,2076.945
2002-01-11,2071.859
2002-01-14,2073.984
2002-01-15,2017.39
2002-01-16,1981.533
2002-01-17,1999.969
2002-01-18,1987.909
2002-01-21,1983.968
2002-01-22,1997.131
2002-01-23,1990.559
2002-01-24,2015.934
2002-01-25,1983.613
2002-01-28,1995.325
2002-01-29,1994.542
2002-01-30,1967.189
2002-01-31,1979.554
2002-02-01,1978.084
2002-02-04,1990.624
2002-02-05,1973.841
2002-02-06,1981.915
2002-02-07,1978.555
2002-02-08,1969.44
2002-02-11,1989.086
2002-02-12,1986.177
2002-02-13,1995.43
2002-02-14,2010.791
2002-02-15,2017.789
2002-02-18,2008.964
2002-02-19,2000.156
2002-02-20,1989.937
2002-02-21,2001.436
2002-02-22,2029.007
2002-02-25,2023.491
2002-02-26,2034.762
2002-02-27,2058.11
2002-02-28,2054.851
2002-03-01,2058.478
2002-03-04,2082.885
2002-03-05,2099.804
2002-03-06,2104.608
2002-03-07,2163.566
2002-03-08,2191.094
2002-03-11,2172.403
2002-03-12,2164.34
2002-03-13,2159.849
2002-03-14,2182.544
2002-03-15,2187.303
2002-03-18,2195.938
2002-03-19,2225.83
2002-03-20,2213.933
2002-03-21,2236.109
2002-03-22,2228.126
2002-03-25,2218.186
2002-03-26,2222.33
2002-03-27,2228.335
2002-03-28,2229.458
2002-03-29,2229.458
2002-04-01,2246.283
2002-04-02,2270.992
2002-04-03,2285.423
2002-04-04,2255.128
2002-04-05,2248.438
2002-04-08,2235.708
2002-04-09,2232.492
2002-04-10,2217.354
2002-04-11,2234.833
2002-04-12,2227.483
2002-04-15,2229.037
2002-04-16,2253.377
2002-04-17,2270.285
2002-04-18,2286.583
2002-04-19,2276.764
2002-04-22,2262.22
2002-04-23,2252.399
2002-04-24,2258.399
2002-04-25,2243.749
2002-04-26,2240.82
2002-04-29,2228.255
2002-04-30,2242.124
2002-05-01,2255.946
2002-05-02,2311.989
2002-05-03,2327.662
2002-05-06,2311.783
2002-05-07,2276.087
2002-05-08,2321.025
2002-05-09,2325.12
2002-05-10,2346.072
2002-05-13,2349.557
2002-05-14,2357.368
2002-05-15,2358.51
2002-05-16,2382.24
2002-05-17,2407.699
2002-05-20,2414.791
2002-05-21,2389.748
2002-05-22,2392.217
2002-05-23,2381.316
2002-05-24,2379.926
2002-05-27,2365.432
2002-05-28,2382.814
2002-05-29,2328.445
2002-05-30,2322.408
2002-05-31,2296.538
2002-06-03,2306.027
2002-06-04,2259.098
2002-06-05,2245.124
2002-06-06,2280.074
2002-06-07,2214.707
2002-06-10,2228.637
2002-06-11,2264.076
2002-06-12,2276.089
2002-06-13,2280.396
2002-06-14,2215.269
2002-06-17,2265.874
2002-06-18,2283.872
2002-06-19,2289.67
2002-06-20,2245.997
2002-06-21,2236.675
2002-06-24,2203.175
2002-06-25,2214.953
2002-06-26,2144.875
2002-06-27,2210.384
2002-06-28,2230.994
2002-07-01,2255.77
2002-07-02,2243.01
2002-07-03,2205.483
2002-07-04,2205.835
2002-07-05,2241.567
2002-07-08,2283.88
2002-07-09,2289.652
2002-07-10,2252.415
2002-07-11,2234.703
2002-07-12,2196.417
2002-07-15,2218.741
2002-07-16,2205.449
2002-07-17,2237.536
2002-07-18,2236.345
2002-07-19,2194.207
2002-07-22,2079.653
2002-07-23,1966.74
2002-07-24,1853.183
2002-07-25,1944.722
2002-07-26,1935.574
2002-07-29,1955.422
2002-07-30,1997.977
2002-07-31,2005.776
2002-08-01,2006.326
2002-08-02,1979.574
2002-08-05,1919.716
2002-08-06,1894.822
2002-08-07,1925.346
2002-08-08,1955.858
2002-08-09,1981.739
2002-08-12,1968.575
2002-08-13,1998.546
2002-08-14,1992.487
2002-08-15,2013.047
2002-08-16,2010.242
2002-08-19,1995.188
2002-08-20,1998.969
2002-08-21,2012.752
2002-08-22,2026.608
2002-08-23,2017.478
2002-08-26,2005.332
2002-08-27,2023.082
2002-08-28,1992.15
2002-08-29,1954.452
2002-08-30,1968.878
2002-09-02,1956.505
2002-09-03,1917.003
2002-09-04,1897.071
2002-09-05,1860.229
2002-09-06,1892.692
2002-09-09,1860.74
2002-09-10,1853.456
2002-09-11,1877.735
2002-09-12,1874.584
2002-09-13,1849.476
2002-09-16,1830.035
2002-09-17,1819.611
2002-09-18,1779.307
2002-09-19,1730.724
2002-09-20,1732.882
2002-09-23,1722.221
2002-09-24,1668.35
2002-09-25,1687.274
2002-09-26,1724.832
2002-09-27,1720.874
2002-09-30,1715.168
2002-10-01,1713.96
2002-10-02,1741.384
2002-10-03,1766.936
2002-10-04,1766.16
2002-10-07,1747.352
2002-10-08,1740.0
2002-10-09,1736.073
2002-10-10,1733.434
2002-10-11,1809.923
2002-10-14,1817.84
2002-10-15,1859.605
2002-10-16,1824.528
2002-10-17,1825.62
2002-10-18,1792.5
2002-10-21,1808.809
2002-10-22,1784.476
2002-10-23,1770.986
2002-10-24,1776.315
2002-10-25,1774.41
2002-10-28,1783.47
2002-10-29,1743.442
2002-10-30,1753.538
2002-10-31,1801.163
2002-11-01,1798.967
2002-11-04,1853.658
2002-11-05,1854.185
2002-11-06,1850.989
2002-11-07,1865.23
2002-11-08,1854.986
2002-11-11,1845.59
2002-11-12,1834.989
2002-11-13,1839.44
2002-11-14,1833.653
2002-11-15,1845.746
2002-11-18,1866.44
2002-11-19,1847.107
2002-11-20,1818.451
2002-11-21,1851.919
2002-11-22,1859.143
2002-11-25,1846.439
2002-11-26,1845.939
2002-11-27,1870.892
2002-11-28,1916.006
2002-11-29,1953.355
2002-12-02,1990.099
2002-12-03,1948.265
2002-12-04,1960.88
2002-12-05,1924.633
2002-12-06,1836.994
2002-12-09,1834.036
2002-12-10,1849.146
2002-12-11,1852.486
2002-12-12,1861.724
2002-12-13,1857.903
2002-12-16,1851.948
2002-12-17,1869.961
2002-12-18,1880.564
2002-12-19,1896.854
2002-12-20,1904.559
2002-12-23,1888.978
2002-12-24,1897.627
2002-12-25,1897.627
2002-12-26,1899.677
2002-12-27,1905.53
2002-12-30,1900.017
2002-12-31,1908.78
2003-01-01,1908.78
2003-01-02,1924.583
2003-01-03,1963.533
2003-01-06,1964.352
2003-01-07,1962.276
2003-01-08,1918.019
2003-01-09,1933.519
2003-01-10,1954.975
2003-01-13,1977.991
2003-01-14,1971.292
2003-01-15,1986.195
2003-01-16,2002.699
2003-01-17,1987.987
2003-01-20,1991.226
2003-01-21,1962.206
2003-01-22,1934.824
2003-01-23,1926.138
2003-01-24,1933.416
2003-01-27,1845.77
2003-01-28,1818.014
2003-01-29,1790.509
2003-01-30,1807.013
2003-01-31,1800.433
2003-02-03,1788.435
2003-02-04,1785.114
2003-02-05,1777.227
2003-02-06,1767.379
2003-02-07,1770.832
2003-02-10,1742.187
2003-02-11,1753.172
2003-02-12,1741.906
2003-02-13,1708.693
2003-02-14,1696.704
2003-02-17,1697.505
2003-02-18,1700.859
2003-02-19,1683.998
2003-02-20,1659.93
2003-02-21,1658.319
2003-02-24,1633.435
2003-02-25,1582.699
2003-02-26,1587.012
2003-02-27,1573.808
2003-02-28,1622.424
2003-03-03,1659.417
2003-03-04,1646.195
2003-03-05,1658.297
2003-03-06,1632.945
2003-03-07,1602.005
2003-03-10,1600.164
2003-03-11,1612.2
2003-03-12,1634.481
2003-03-13,1643.704
2003-03-14,1654.65
2003-03-17,1624.125
2003-03-18,1605.889
2003-03-19,1633.74
2003-03-20,1629.092
2003-03-21,1646.619
2003-03-24,1620.588
2003-03-25,1647.946
2003-03-26,1641.824
2003-03-27,1634.884
2003-03-28,1632.153
2003-03-31,1632.008
2003-04-01,1633.872
2003-04-02,1651.062
2003-04-03,1660.197
2003-04-04,1677.315
2003-04-07,1733.776
2003-04-08,1718.909
2003-04-09,1734.434
2003-04-10,1723.116
2003-04-11,1717.81
2003-04-14,1727.211
2003-04-15,1756.549
2003-04-16,1785.359
2003-04-17,1788.912
2003-04-18,1788.912
2003-04-21,1788.589
2003-04-22,1790.357
2003-04-23,1823.152
2003-04-24,1828.246
2003-04-25,1828.352
2003-04-28,1822.774
2003-04-29,1881.963
2003-04-30,1888.934
2003-05-01,1900.818
2003-05-02,1884.449
2003-05-05,1901.161
2003-05-06,1945.865
2003-05-07,1964.295
2003-05-08,1953.37
2003-05-09,1983.787
2003-05-12,1990.205
2003-05-13,1984.071
2003-05-14,2005.589
2003-05-15,2024.124
2003-05-16,2066.457
2003-05-19,2033.295
2003-05-20,2031.626
2003-05-21,2019.066
2003-05-22,2044.219
2003-05-23,2069.721
2003-05-26,2061.369
2003-05-27,2039.318
2003-05-28,2075.832
2003-05-29,2090.615
2003-05-30,2084.702
2003-06-02,2125.613
2003-06-03,2110.435
2003-06-04,2136.349
2003-06-05,2124.837
2003-06-06,2147.275
2003-06-09,2151.276
2003-06-10,2114.572
2003-06-11,2150.656
2003-06-12,2122.143
2003-06-13,2112.218
2003-06-16,2125.725
2003-06-17,2146.089
2003-06-18,2121.976
2003-06-19,2188.894
2003-06-20,2145.894
2003-06-23,2133.447
2003-06-24,2109.082
2003-06-25,2097.591
2003-06-26,2076.979
2003-06-27,2096.846
2003-06-30,2084.233
2003-07-01,2091.475
2003-07-02,2115.537
2003-07-03,2114.651
2003-07-04,2102.172
2003-07-07,2111.555
2003-07-08,2086.661
2003-07-09,2062.067
2003-07-10,2038.458
2003-07-11,2071.308
2003-07-14,2098.866
2003-07-15,2107.189
2003-07-16,2120.164
2003-07-17,2093.592
2003-07-18,2091.079
2003-07-21,2102.269
2003-07-22,2098.895
2003-07-23,2150.65
2003-07-24,2197.407
2003-07-25,2229.534
2003-07-28,2224.503
2003-07-29,2231.852
2003-07-30,2211.485
2003-07-31,2215.779
2003-08-01,2231.113
2003-08-04,2231.572
2003-08-05,2244.484
2003-08-06,2242.818
2003-08-07,2249.754
2003-08-08,2270.746
2003-08-11,2245.742
2003-08-12,2244.619
2003-08-13,2241.616
2003-08-14,2238.904
2003-08-15,2255.959
2003-08-18,2239.77
2003-08-19,2225.746
2003-08-20,2222.24
2003-08-21,2217.949
2003-08-22,2205.435
2003-08-25,2192.093
2003-08-26,2164.744
2003-08-27,2178.008
2003-08-28,2205.697
2003-08-29,2254.757
2003-09-01,2282.627
2003-09-02,2247.998
2003-09-03,2255.364
2003-09-04,2288.502
2003-09-05,2290.027
2003-09-08,2314.917
2003-09-09,2326.422
2003-09-10,2294.617
2003-09-11,2280.622
2003-09-12,2283.491
2003-09-15,2298.523
2003-09-16,2292.921
2003-09-17,2325.318
2003-09-18,2322.484
2003-09-19,2325.78
2003-09-22,2290.858
2003-09-23,2307.168
2003-09-24,2332.586
2003-09-25,2295.524
2003-09-26,2233.984
2003-09-29,2270.582
2003-09-30,2233.929
2003-10-01,2288.481
2003-10-02,2308.515
2003-10-03,2319.776
2003-10-06,2339.407
2003-10-07,2331.531
2003-10-08,2359.608
2003-10-09,2361.801
2003-10-10,2394.281
2003-10-13,2396.524
2003-10-14,2398.772
2003-10-15,2415.791
2003-10-16,2421.787
2003-10-17,2416.133
2003-10-20,2395.574
2003-10-21,2407.38
2003-10-22,2424.469
2003-10-23,2401.201
2003-10-24,2417.699
2003-10-27,2442.037
2003-10-28,2441.079
2003-10-29,2455.501
2003-10-30,2521.95
2003-10-31,2517.236
2003-11-03,2508.673
2003-11-04,2513.358
2003-11-05,2487.084
2003-11-06,2513.018
2003-11-07,2557.278
2003-11-10,2559.972
2003-11-11,2543.384
2003-11-12,2591.126
2003-11-13,2604.344
2003-11-14,2610.91
2003-11-17,2574.18
2003-11-18,2577.97
2003-11-19,2564.886
2003-11-20,2570.324
2003-11-21,2600.517
2003-11-24,2596.015
2003-11-25,2604.101
2003-11-26,2618.819
2003-11-27,2621.809
2003-11-28,2631.854
2003-12-01,2645.887
2003-12-02,2689.243
2003-12-03,2718.206
2003-12-04,2703.81
2003-12-05,2734.295
2003-12-08,2746.866
2003-12-09,2787.906
2003-12-10,2768.696
2003-12-11,2734.626
2003-12-12,2744.191
2003-12-15,2763.327
2003-12-16,2757.333
2003-12-17,2730.127
2003-12-18,2742.906
2003-12-19,2758.78
2003-12-22,2774.853
2003-12-23,2780.107
2003-12-24,2772.618
2003-12-25,2772.618
2003-12-26,2768.705
2003-12-29,2793.389
2003-12-30,2799.549
2003-12-31,2827.091
2004-01-01,2827.091
2004-01-02,2868.641
2004-01-05,2913.439
2004-01-06,2922.584
2004-01-07,2872.184
2004-01-08,2860.555
2004-01-09,2896.751
2004-01-12,2922.289
2004-01-13,2947.365
2004-01-14,2954.546
2004-01-15,2899.528
2004-01-16,2874.503
2004-01-19,2895.893
2004-01-20,2961.82
2004-01-21,2985.128
2004-01-22,3045.843
2004-01-23,2998.028
2004-01-26,2959.985
2004-01-27,2967.783
2004-01-28,2886.443
2004-01-29,2817.558
2004-01-30,2849.013
2004-02-02,2857.364
2004-02-03,2859.259
2004-02-04,2884.662
2004-02-05,2889.073
2004-02-06,2902.687
2004-02-09,2961.08
2004-02-10,2928.896
2004-02-11,2944.336
2004-02-12,3011.405
2004-02-13,2976.371
2004-02-16,2974.842
2004-02-17,3016.88
2004-02-18,3045.119
2004-02-19,3101.743
2004-02-20,3107.605
2004-02-23,3138.561
2004-02-24,3126.282
2004-02-25,3090.007
2004-02-26,3080.578
2004-02-27,3141.747
2004-03-01,3230.34
2004-03-02,3203.33
2004-03-03,3157.508
2004-03-04,3163.613
2004-03-05,3245.694
2004-03-08,3258.209
2004-03-09,3219.579
2004-03-10,3117.9
2004-03-11,3092.375
2004-03-12,3104.752
2004-03-15,3053.221
2004-03-16,3115.986
2004-03-17,3105.094
2004-03-18,3141.719
2004-03-19,3135.065
2004-03-22,3088.661
2004-03-23,3111.386
2004-03-24,3093.47
2004-03-25,3065.049
2004-03-26,3057.387
2004-03-29,3109.387
2004-03-30,3054.933
2004-03-31,3108.975
2004-04-01,3124.836
2004-04-02,3153.274
2004-04-05,3168.164
2004-04-06,3149.833
2004-04-07,3207.023
2004-04-08,3193.549
2004-04-09,3193.549
2004-04-12,3166.257
2004-04-13,3202.755
2004-04-14,3156.276
2004-04-15,3177.639
2004-04-16,3199.758
2004-04-19,3189.798
2004-04-20,3182.093
2004-04-21,3152.168
2004-04-22,3130.585
2004-04-23,3126.957
2004-04-26,3126.414
2004-04-27,3143.808
2004-04-28,3106.145
2004-04-29,3066.668
2004-04-30,3011.616
2004-05-03,3003.287
2004-05-04,3075.353
2004-05-05,3150.679
2004-05-06,3133.629
2004-05-07,3044.479
2004-05-10,2917.142
2004-05-11,2927.9
2004-05-12,2957.159
2004-05-13,2993.487
2004-05-14,3000.845
2004-05-17,3013.447
2004-05-18,2984.548
2004-05-19,3027.339
2004-05-20,3007.898
2004-05-21,3032.413
2004-05-24,3050.682
2004-05-25,3100.421
2004-05-26,3131.079
2004-05-27,3177.436
2004-05-28,3178.535
2004-05-31,3178.535
2004-06-01,3207.799
2004-06-02,3229.609
2004-06-03,3209.05
2004-06-04,3221.882
2004-06-07,3266.496
2004-06-08,3270.089
2004-06-09,3219.022
2004-06-10,3186.283
2004-06-11,3173.433
2004-06-14,3159.659
2004-06-15,3173.531
2004-06-16,3175.193
2004-06-17,3201.752
2004-06-18,3274.738
2004-06-21,3248.832
2004-06-22,3242.711
2004-06-23,3263.186
2004-06-24,3304.281
2004-06-25,3352.005
2004-06-28,3332.802
2004-06-29,3310.693
2004-06-30,3297.056
2004-07-01,3308.688
2004-07-02,3290.836
2004-07-05,3308.348
2004-07-06,3334.412
2004-07-07,3313.299
2004-07-08,3318.047
2004-07-09,3329.794
2004-07-12,3313.364
2004-07-13,3290.277
2004-07-14,3280.384
2004-07-15,3280.258
2004-07-16,3299.523
2004-07-19,3260.726
2004-07-20,3244.033
2004-07-21,3234.272
2004-07-22,3219.593
2004-07-23,3195.65
2004-07-26,3190.003
2004-07-27,3172.36
2004-07-28,3194.129
2004-07-29,3238.584
2004-07-30,3231.465
2004-08-02,3258.71
2004-08-03,3281.636
2004-08-04,3278.005
2004-08-05,3247.0
2004-08-06,3237.132
2004-08-09,3232.553
2004-08-10,3264.195
2004-08-11,3202.697
2004-08-12,3244.714
2004-08-13,3323.882
2004-08-16,3340.209
2004-08-17,3348.771
2004-08-18,3320.822
2004-08-19,3378.641
2004-08-20,3386.484
2004-08-23,3379.435
2004-08-24,3334.447
2004-08-25,3321.344
2004-08-26,3328.465
2004-08-27,3310.082
2004-08-30,3317.128
2004-08-31,3310.182
2004-09-01,3350.087
2004-09-02,3413.081
2004-09-03,3401.106
2004-09-06,3397.646
2004-09-07,3380.251
2004-09-08,3378.566
2004-09-09,3423.536
2004-09-10,3452.919
2004-09-13,3423.812
2004-09-14,3430.533
2004-09-15,3405.829
2004-09-16,3432.455
2004-09-17,3477.227
2004-09-20,3469.977
2004-09-21,3528.197
2004-09-22,3533.305
2004-09-23,3586.446
2004-09-24,3599.026
2004-09-27,3628.65
2004-09-28,3669.376
2004-09-29,3659.255
2004-09-30,3692.474
2004-10-01,3794.408
2004-10-04,3808.278
2004-10-05,3831.048
2004-10-06,3817.883
2004-10-07,3850.554
2004-10-08,3863.847
2004-10-11,3857.346
2004-10-12,3794.062
2004-10-13,3753.642
2004-10-14,3749.841
2004-10-15,3734.709
2004-10-18,3778.712
2004-10-19,3782.115
2004-10-20,3769.431
2004-10-21,3837.8
2004-10-22,3885.068
2004-10-25,3850.635
2004-10-26,3802.009
2004-10-27,3825.998
2004-10-28,3786.569
2004-10-29,3782.404
2004-11-01,3822.288
2004-11-02,3792.46
2004-11-03,3858.968
2004-11-04,3878.027
2004-11-05,3920.069
2004-11-08,3924.896
2004-11-09,3919.956
2004-11-10,3899.169
2004-11-11,3919.64
2004-11-12,3962.752
2004-11-15,3986.155
2004-11-16,3981.443
2004-11-17,4025.462
2004-11-18,4043.436
2004-11-19,4100.344
2004-11-22,4076.014
2004-11-23,4148.461
2004-11-24,4185.383
2004-11-25,4256.394
2004-11-26,4270.262
2004-11-29,4330.252
2004-11-30,4301.515
2004-12-01,4302.964
2004-12-02,4181.946
2004-12-03,4175.408
2004-12-06,4228.715
2004-12-07,4259.238
2004-12-08,4098.469
2004-12-09,4095.668
2004-12-10,4132.619
2004-12-13,4148.767
2004-12-14,4161.946
2004-12-15,4214.398
2004-12-16,4204.524
2004-12-17,4153.907
2004-12-20,4263.64
2004-12-21,4286.59
2004-12-22,4264.252
2004-12-23,4307.112
2004-12-24,4315.663
2004-12-27,4361.605
2004-12-28,4317.65
2004-12-29,4309.949
2004-12-30,4333.213
2004-12-31,4332.963
2005-01-03,4310.927
2005-01-04,4201.255
2005-01-05,4140.567
2005-01-06,4125.208
2005-01-07,4137.787
2005-01-10,4189.656
2005-01-11,4200.332
2005-01-12,4227.467
2005-01-13,4242.602
2005-01-14,4232.265
2005-01-17,4262.414
2005-01-18,4276.365
2005-01-19,4254.495
2005-01-20,4159.569
2005-01-21,4209.435
2005-01-24,4214.099
2005-01-25,4225.781
2005-01-26,4225.823
2005-01-27,4225.076
2005-01-28,4196.085
2005-01-31,4200.052
2005-02-01,4245.267
2005-02-02,4307.289
2005-02-03,4275.51
2005-02-04,4304.821
2005-02-07,4298.391
2005-02-08,4222.696
2005-02-09,4244.331
2005-02-10,4264.473
2005-02-11,4292.236
2005-02-14,4332.821
2005-02-15,4374.665
2005-02-16,4368.086
2005-02-17,4428.615
2005-02-18,4439.59
2005-02-21,4474.81
2005-02-22,4515.537
2005-02-23,4520.144
2005-02-24,4585.024
2005-02-25,4609.091
2005-02-28,4690.601
2005-03-01,4668.796
2005-03-02,4589.558
2005-03-03,4645.336
2005-03-04,4736.4
2005-03-07,4723.837
2005-03-08,4759.912
2005-03-09,4751.356
2005-03-10,4723.848
2005-03-11,4760.057
2005-03-14,4716.997
2005-03-15,4716.118
2005-03-16,4717.765
2005-03-17,4814.306
2005-03-18,4769.159
2005-03-21,4723.827
2005-03-22,4704.341
2005-03-23,4559.931
2005-03-24,4530.086
2005-03-25,4530.086
2005-03-28,4494.769
2005-03-29,4499.941
2005-03-30,4485.777
2005-03-31,4536.477
2005-04-01,4567.331
2005-04-04,4588.216
2005-04-05,4603.919
2005-04-06,4618.669
2005-04-07,4679.231
2005-04-08,4639.014
2005-04-11,4648.894
2005-04-12,4637.337
2005-04-13,4622.175
2005-04-14,4556.09
2005-04-15,4502.814
2005-04-18,4415.512
2005-04-19,4468.572
2005-04-20,4509.504
2005-04-21,4546.998
2005-04-22,4581.891
2005-04-25,4591.153
2005-04-26,4520.273
2005-04-27,4414.71
2005-04-28,4325.685
2005-04-29,4341.853
2005-05-02,4333.032
2005-05-03,4386.226
2005-05-04,4398.697
2005-05-05,4394.065
2005-05-06,4462.681
2005-05-09,4488.252
2005-05-10,4492.519
2005-05-11,4495.055
2005-05-12,4440.528
2005-05-13,4329.173
2005-05-16,4317.83
2005-05-17,4319.581
2005-05-18,4385.753
2005-05-19,4399.059
2005-05-20,4402.174
2005-05-23,4396.489
2005-05-24,4439.511
2005-05-25,4459.082
2005-05-26,4539.383
2005-05-27,4554.5
2005-05-30,4553.624
2005-05-31,4494.844
2005-06-01,4536.208
2005-06-02,4563.859
2005-06-03,4562.743
2005-06-06,4597.498
2005-06-07,4615.005
2005-06-08,4656.245
2005-06-09,4610.526
2005-06-10,4683.353
2005-06-13,4630.259
2005-06-14,4673.123
