Date,JAPAN SMID VALUE SMID (Small+Mid Cap)
2015-04-30,1322.376
2015-05-29,1337.815
2015-06-30,1322.206
2015-07-31,1324.891
2015-08-31,1263.939
2015-09-30,1228.7
2015-10-30,1318.363
2015-11-30,1302.283
2015-12-31,1304.608
2016-01-29,1212.46
2016-02-29,1185.187
2016-03-31,1238.681
2016-04-29,1300.179
2016-05-31,1278.928
2016-06-30,1237.737
2016-07-29,1325.282
2016-08-31,1329.2
2016-09-30,1369.98
2016-10-31,1400.886
2016-11-30,1367.133
2016-12-30,1405.214
2017-01-31,1462.8
2017-02-28,1506.286
2017-03-31,1480.802
2017-04-28,1498.014
2017-05-31,1519.967
2017-06-30,1549.452
2017-07-31,1583.814
2017-08-31,1596.293
2017-09-29,1632.074
2017-10-31,1680.184
2017-11-30,1712.317
2017-12-29,1745.79
2018-01-31,1810.131
2018-02-28,1767.796
2018-03-30,1732.454
2018-04-30,1766.468
2018-05-31,1730.954
2018-06-29,1678.762
2018-07-31,1691.605
2018-08-31,1678.503
2018-09-28,1716.45
2018-10-31,1580.065
2018-11-30,1603.1
2018-12-31,1497.514
2019-01-31,1589.248
2019-02-28,1580.574
2019-03-29,1581.214
2019-04-30,1588.17
2019-05-31,1504.388
2019-06-28,1561.43
2019-07-31,1555.116
2019-08-30,1525.778
2019-09-30,1606.112
2019-10-31,1698.356
2019-11-29,1694.229
2019-12-31,1716.214
2020-01-31,1666.107
2020-02-28,1480.607
2020-03-31,1326.459
2020-04-30,1375.475
2020-05-29,1461.486
2020-06-30,1435.06
2020-07-31,1369.818
2020-08-31,1506.86
2020-09-30,1530.57
2020-10-30,1487.704
2020-11-30,1613.813
2020-12-31,1692.031
2021-01-29,1708.948
2021-02-26,1771.597
2021-03-31,1844.949
2021-04-30,1812.633
2021-05-31,1821.029
2021-06-30,1802.956
2021-07-30,1794.665
2021-08-31,1836.51
2021-09-30,1856.149
2021-10-29,1788.189
2021-11-30,1676.098
2021-12-31,1730.103
2022-01-31,1724.079
2022-02-28,1751.502
2022-03-31,1706.463
2022-04-29,1580.402
2022-05-31,1615.858
2022-06-30,1541.266
2022-07-29,1599.164
2022-08-31,1577.142
2022-09-30,1436.957
2022-10-31,1442.887
2022-11-30,1579.186
2022-12-30,1630.934
2023-01-31,1700.953
2023-02-28,1668.323
2023-03-31,1702.702
2023-04-28,1728.261
2023-05-31,1686.984
2023-06-30,1745.418
2023-07-31,1842.151
2023-08-31,1850.062
2023-09-29,1843.479
2023-10-31,1758.983
2023-11-30,1850.36
2023-12-29,1924.547
2024-01-31,1985.085
2024-02-29,1967.254
2024-03-29,2086.977
2024-04-30,2015.661
2024-05-31,2040.56
2024-06-28,1976.305
2024-07-31,2128.204
2024-08-30,2125.693
2024-09-30,2146.77
2024-10-31,2026.047
2024-11-29,2045.186
2024-12-31,2009.834
2025-01-31,2048.073
2025-02-28,2082.069
2025-03-31,2131.498
2025-04-30,2200.035
2025-05-30,2248.093
2025-06-30,2279.954
2025-07-31,2307.429
2025-08-29,2514.352
2025-09-30,2569.303
2025-10-31,2528.185
2025-11-28,2653.785
