Date,JAPAN SMID VALUE SMID (Small+Mid Cap)
2001-10-05,433.436
2001-10-08,434.929
2001-10-09,426.479
2001-10-10,422.842
2001-10-11,426.349
2001-10-12,430.304
2001-10-15,430.098
2001-10-16,430.207
2001-10-17,431.44
2001-10-18,425.07
2001-10-19,424.617
2001-10-22,423.999
2001-10-23,427.286
2001-10-24,429.735
2001-10-25,435.862
2001-10-26,433.305
2001-10-29,429.446
2001-10-30,427.707
2001-10-31,424.411
2001-11-01,421.493
2001-11-02,419.85
2001-11-05,422.022
2001-11-06,425.661
2001-11-07,421.007
2001-11-08,422.345
2001-11-09,417.293
2001-11-12,414.778
2001-11-13,408.011
2001-11-14,406.073
2001-11-15,409.61
2001-11-16,407.561
2001-11-19,407.141
2001-11-20,407.513
2001-11-21,407.573
2001-11-22,406.185
2001-11-23,404.344
2001-11-26,412.325
2001-11-27,410.717
2001-11-28,405.966
2001-11-29,403.44
2001-11-30,404.877
2001-12-03,395.917
2001-12-04,394.658
2001-12-05,397.348
2001-12-06,398.518
2001-12-07,391.078
2001-12-10,384.968
2001-12-11,379.926
2001-12-12,385.576
2001-12-13,380.689
2001-12-14,374.037
2001-12-17,366.889
2001-12-18,365.747
2001-12-19,362.566
2001-12-20,368.844
2001-12-21,367.044
2001-12-24,365.9
2001-12-25,365.878
2001-12-26,361.05
2001-12-27,364.281
2001-12-28,370.565
2001-12-31,370.949
2002-01-01,370.949
2002-01-02,367.973
2002-01-03,369.161
2002-01-04,372.405
2002-01-07,372.036
2002-01-08,361.079
2002-01-09,359.028
2002-01-10,354.317
2002-01-11,352.669
2002-01-14,353.687
2002-01-15,350.336
2002-01-16,350.802
2002-01-17,350.123
2002-01-18,357.647
2002-01-21,361.419
2002-01-22,351.856
2002-01-23,350.777
2002-01-24,350.123
2002-01-25,350.225
2002-01-28,355.649
2002-01-29,352.519
2002-01-30,352.3
2002-01-31,350.998
2002-02-01,347.609
2002-02-04,346.288
2002-02-05,339.708
2002-02-06,339.059
2002-02-07,342.154
2002-02-08,341.968
2002-02-11,345.0
2002-02-12,355.266
2002-02-13,358.341
2002-02-14,360.807
2002-02-15,359.399
2002-02-18,360.756
2002-02-19,350.986
2002-02-20,350.115
2002-02-21,357.038
2002-02-22,359.276
2002-02-25,358.019
2002-02-26,356.413
2002-02-27,365.882
2002-02-28,371.024
2002-03-01,376.561
2002-03-04,392.545
2002-03-05,388.864
2002-03-06,390.329
2002-03-07,405.731
2002-03-08,405.02
2002-03-11,411.194
2002-03-12,403.626
2002-03-13,394.211
2002-03-14,396.702
2002-03-15,401.002
2002-03-18,393.231
2002-03-19,398.524
2002-03-20,396.497
2002-03-21,394.868
2002-03-22,387.067
2002-03-25,386.159
2002-03-26,387.285
2002-03-27,392.424
2002-03-28,390.947
2002-03-29,385.117
2002-04-01,380.205
2002-04-02,382.2
2002-04-03,389.85
2002-04-04,395.521
2002-04-05,398.043
2002-04-08,399.246
2002-04-09,393.865
2002-04-10,399.109
2002-04-11,392.509
2002-04-12,388.121
2002-04-15,390.638
2002-04-16,395.581
2002-04-17,399.627
2002-04-18,404.194
2002-04-19,403.507
2002-04-22,408.216
2002-04-23,408.041
2002-04-24,406.912
2002-04-25,411.459
2002-04-26,408.083
2002-04-29,407.345
2002-04-30,404.545
2002-05-01,409.566
2002-05-02,409.011
2002-05-03,412.165
2002-05-06,410.87
2002-05-07,404.974
2002-05-08,405.608
2002-05-09,407.891
2002-05-10,409.435
2002-05-13,406.886
2002-05-14,402.775
2002-05-15,409.289
2002-05-16,415.091
2002-05-17,422.217
2002-05-20,426.123
2002-05-21,433.771
2002-05-22,439.351
2002-05-23,441.019
2002-05-24,444.244
2002-05-27,445.417
2002-05-28,447.0
2002-05-29,445.17
2002-05-30,447.651
2002-05-31,444.675
2002-06-03,449.755
2002-06-04,444.993
2002-06-05,444.352
2002-06-06,440.032
2002-06-07,438.304
2002-06-10,436.957
2002-06-11,436.674
2002-06-12,433.008
2002-06-13,427.38
2002-06-14,424.684
2002-06-17,412.794
2002-06-18,416.701
2002-06-19,409.2
2002-06-20,415.683
2002-06-21,417.238
2002-06-24,420.949
2002-06-25,419.929
2002-06-26,420.191
2002-06-27,418.772
2002-06-28,428.754
2002-07-01,431.718
2002-07-02,432.56
2002-07-03,442.865
2002-07-04,439.092
2002-07-05,442.008
2002-07-08,445.125
2002-07-09,454.622
2002-07-10,450.421
2002-07-11,447.951
2002-07-12,449.253
2002-07-15,444.56
2002-07-16,439.281
2002-07-17,438.33
2002-07-18,443.126
2002-07-19,440.314
2002-07-22,438.358
2002-07-23,435.864
2002-07-24,438.602
2002-07-25,433.828
2002-07-26,416.73
2002-07-29,413.286
2002-07-30,417.209
2002-07-31,416.285
2002-08-01,414.32
2002-08-02,414.173
2002-08-05,414.339
2002-08-06,400.686
2002-08-07,408.459
2002-08-08,408.511
2002-08-09,418.467
2002-08-12,413.018
2002-08-13,411.177
2002-08-14,422.218
2002-08-15,423.071
2002-08-16,422.93
2002-08-19,413.263
2002-08-20,410.984
2002-08-21,411.923
2002-08-22,412.503
2002-08-23,411.738
2002-08-26,419.623
2002-08-27,418.092
2002-08-28,415.531
2002-08-29,409.924
2002-08-30,412.54
2002-09-02,409.815
2002-09-03,402.959
2002-09-04,393.202
2002-09-05,397.6
2002-09-06,393.422
2002-09-09,397.451
2002-09-10,396.323
2002-09-11,394.721
2002-09-12,396.901
2002-09-13,392.121
2002-09-16,388.413
2002-09-17,397.201
2002-09-18,398.343
2002-09-19,405.977
2002-09-20,396.244
2002-09-23,394.595
2002-09-24,394.746
2002-09-25,391.526
2002-09-26,396.963
2002-09-27,403.04
2002-09-30,403.424
2002-10-01,393.266
2002-10-02,386.986
2002-10-03,384.85
2002-10-04,384.775
2002-10-07,368.04
2002-10-08,368.385
2002-10-09,362.181
2002-10-10,360.067
2002-10-11,364.046
2002-10-14,363.799
2002-10-15,370.419
2002-10-16,372.286
2002-10-17,372.592
2002-10-18,372.995
2002-10-21,375.269
2002-10-22,364.488
2002-10-23,367.092
2002-10-24,363.234
2002-10-25,369.641
2002-10-28,370.164
2002-10-29,372.478
2002-10-30,375.354
2002-10-31,373.532
2002-11-01,374.019
2002-11-04,373.348
2002-11-05,381.096
2002-11-06,380.047
2002-11-07,381.851
2002-11-08,381.159
2002-11-11,373.285
2002-11-12,373.795
2002-11-13,368.385
2002-11-14,361.185
2002-11-15,363.449
2002-11-18,355.568
2002-11-19,347.274
2002-11-20,351.309
2002-11-21,355.759
2002-11-22,359.797
2002-11-25,367.845
2002-11-26,365.094
2002-11-27,368.496
2002-11-28,372.956
2002-11-29,375.165
2002-12-02,367.321
2002-12-03,366.718
2002-12-04,361.867
2002-12-05,358.312
2002-12-06,359.128
2002-12-09,358.075
2002-12-10,360.478
2002-12-11,358.73
2002-12-12,358.379
2002-12-13,360.577
2002-12-16,355.022
2002-12-17,357.423
2002-12-18,349.96
2002-12-19,354.816
2002-12-20,356.25
2002-12-23,357.317
2002-12-24,359.518
2002-12-25,359.472
2002-12-26,367.105
2002-12-27,373.384
2002-12-30,376.823
2002-12-31,376.363
2003-01-01,376.363
2003-01-02,372.828
2003-01-03,372.875
2003-01-06,383.315
2003-01-07,375.193
2003-01-08,370.656
2003-01-09,372.305
2003-01-10,372.329
2003-01-13,374.191
2003-01-14,381.045
2003-01-15,385.361
2003-01-16,386.759
2003-01-17,389.212
2003-01-20,386.716
2003-01-21,389.569
2003-01-22,386.11
2003-01-23,392.584
2003-01-24,392.416
2003-01-27,385.909
2003-01-28,383.727
2003-01-29,377.836
2003-01-30,374.787
2003-01-31,371.465
2003-02-03,377.331
2003-02-04,382.985
2003-02-05,384.503
2003-02-06,383.597
2003-02-07,382.402
2003-02-10,381.841
2003-02-11,380.662
2003-02-12,387.342
2003-02-13,386.483
2003-02-14,389.859
2003-02-17,393.117
2003-02-18,397.545
2003-02-19,397.546
2003-02-20,396.572
2003-02-21,391.26
2003-02-24,393.666
2003-02-25,386.577
2003-02-26,387.274
2003-02-27,386.217
2003-02-28,387.043
2003-03-03,391.128
2003-03-04,392.933
2003-03-05,393.139
2003-03-06,391.79
2003-03-07,384.758
2003-03-10,378.903
2003-03-11,373.976
2003-03-12,374.808
2003-03-13,371.984
2003-03-14,370.746
2003-03-17,366.755
2003-03-18,368.5
2003-03-19,367.848
2003-03-20,373.922
2003-03-21,369.935
2003-03-24,383.92
2003-03-25,381.282
2003-03-26,387.208
2003-03-27,390.982
2003-03-28,389.068
2003-03-31,383.401
2003-04-01,384.961
2003-04-02,387.543
2003-04-03,383.992
2003-04-04,384.585
2003-04-07,388.981
2003-04-08,387.071
2003-04-09,386.388
2003-04-10,387.331
2003-04-11,382.367
2003-04-14,380.861
2003-04-15,385.665
2003-04-16,386.649
2003-04-17,388.448
2003-04-18,389.454
2003-04-21,391.334
2003-04-22,388.038
2003-04-23,386.143
2003-04-24,387.587
2003-04-25,383.749
2003-04-28,381.745
2003-04-29,382.269
2003-04-30,393.661
2003-05-01,399.168
2003-05-02,398.971
2003-05-05,399.912
2003-05-06,406.263
2003-05-07,411.638
2003-05-08,408.376
2003-05-09,412.132
2003-05-12,415.8
2003-05-13,415.741
2003-05-14,418.743
2003-05-15,415.316
2003-05-16,415.485
2003-05-19,408.258
2003-05-20,409.078
2003-05-21,406.095
2003-05-22,408.243
2003-05-23,413.764
2003-05-26,414.683
2003-05-27,408.938
2003-05-28,406.753
2003-05-29,410.707
2003-05-30,407.291
2003-06-02,412.934
2003-06-03,412.307
2003-06-04,412.177
2003-06-05,421.047
2003-06-06,420.425
2003-06-09,424.965
2003-06-10,426.889
2003-06-11,429.87
2003-06-12,428.749
2003-06-13,432.482
2003-06-16,430.269
2003-06-17,430.36
2003-06-18,430.943
2003-06-19,429.581
2003-06-20,433.444
2003-06-23,440.414
2003-06-24,433.373
2003-06-25,438.485
2003-06-26,433.824
2003-06-27,438.994
2003-06-30,438.511
2003-07-01,445.682
2003-07-02,454.793
2003-07-03,454.298
2003-07-04,454.261
2003-07-07,458.244
2003-07-08,456.126
2003-07-09,462.242
2003-07-10,463.742
2003-07-11,456.084
2003-07-14,459.919
2003-07-15,458.271
2003-07-16,451.325
2003-07-17,441.753
2003-07-18,443.605
2003-07-21,445.215
2003-07-22,440.645
2003-07-23,449.347
2003-07-24,450.662
2003-07-25,449.886
2003-07-28,455.286
2003-07-29,454.95
2003-07-30,448.694
2003-07-31,446.293
2003-08-01,451.581
2003-08-04,448.356
2003-08-05,444.472
2003-08-06,440.592
2003-08-07,444.785
2003-08-08,444.64
2003-08-11,450.513
2003-08-12,453.165
2003-08-13,457.036
2003-08-14,463.68
2003-08-15,463.017
2003-08-18,469.135
2003-08-19,473.564
2003-08-20,483.493
2003-08-21,487.584
2003-08-22,486.618
2003-08-25,486.636
2003-08-26,488.203
2003-08-27,486.468
2003-08-28,484.666
2003-08-29,491.878
2003-09-01,503.113
2003-09-02,502.791
2003-09-03,505.107
2003-09-04,501.252
2003-09-05,499.936
2003-09-08,502.732
2003-09-09,511.478
2003-09-10,508.053
2003-09-11,501.089
2003-09-12,508.121
2003-09-15,507.602
2003-09-16,519.399
2003-09-17,522.376
2003-09-18,528.688
2003-09-19,535.943
2003-09-22,538.545
2003-09-23,540.743
2003-09-24,539.417
2003-09-25,531.73
2003-09-26,530.028
2003-09-29,530.132
2003-09-30,533.575
2003-10-01,543.835
2003-10-02,557.297
2003-10-03,561.615
2003-10-06,559.887
2003-10-07,566.301
2003-10-08,561.444
2003-10-09,563.835
2003-10-10,573.408
2003-10-13,571.418
2003-10-14,572.05
2003-10-15,569.659
2003-10-16,576.286
2003-10-17,576.851
2003-10-20,578.704
2003-10-21,576.649
2003-10-22,571.756
2003-10-23,541.441
2003-10-24,546.506
2003-10-27,556.599
2003-10-28,562.125
2003-10-29,570.169
2003-10-30,571.456
2003-10-31,558.855
2003-11-03,552.448
2003-11-04,572.56
2003-11-05,569.729
2003-11-06,557.565
2003-11-07,562.395
2003-11-10,565.74
2003-11-11,548.523
2003-11-12,543.852
2003-11-13,551.589
2003-11-14,547.851
2003-11-17,521.285
2003-11-18,523.614
2003-11-19,516.23
2003-11-20,523.675
2003-11-21,526.648
2003-11-24,524.647
2003-11-25,531.663
2003-11-26,541.042
2003-11-27,540.64
2003-11-28,533.632
2003-12-01,542.09
2003-12-02,546.679
2003-12-03,548.917
2003-12-04,551.341
2003-12-05,552.799
2003-12-08,546.635
2003-12-09,547.96
2003-12-10,539.856
2003-12-11,543.572
2003-12-12,550.401
2003-12-15,558.711
2003-12-16,554.798
2003-12-17,550.699
2003-12-18,550.521
2003-12-19,554.502
2003-12-22,559.163
2003-12-23,559.449
2003-12-24,559.808
2003-12-25,560.194
2003-12-26,563.567
2003-12-29,568.614
2003-12-30,576.217
2003-12-31,574.954
2004-01-01,574.954
2004-01-02,575.76
2004-01-05,588.887
2004-01-06,588.231
2004-01-07,588.383
2004-01-08,590.211
2004-01-09,590.667
2004-01-12,590.334
2004-01-13,590.557
2004-01-14,592.553
2004-01-15,586.515
2004-01-16,586.224
2004-01-19,589.517
2004-01-20,590.818
2004-01-21,591.953
2004-01-22,597.061
2004-01-23,600.102
2004-01-26,598.802
2004-01-27,598.651
2004-01-28,595.836
2004-01-29,586.603
2004-01-30,590.232
2004-02-02,597.483
2004-02-03,594.812
2004-02-04,585.692
2004-02-05,585.896
2004-02-06,587.697
2004-02-09,584.366
2004-02-10,585.72
2004-02-11,585.72
2004-02-12,590.382
2004-02-13,594.221
2004-02-16,598.087
2004-02-17,598.555
2004-02-18,595.595
2004-02-19,590.925
2004-02-20,582.044
2004-02-23,589.501
2004-02-24,583.544
2004-02-25,582.412
2004-02-26,583.485
2004-02-27,597.72
2004-03-01,612.525
2004-03-02,608.677
2004-03-03,609.219
2004-03-04,608.737
2004-03-05,610.875
2004-03-08,607.899
2004-03-09,615.931
2004-03-10,617.709
2004-03-11,616.742
2004-03-12,611.548
2004-03-15,623.43
2004-03-16,633.483
2004-03-17,650.933
2004-03-18,661.511
2004-03-19,656.721
2004-03-22,655.048
2004-03-23,655.74
2004-03-24,670.652
2004-03-25,681.437
2004-03-26,689.403
2004-03-29,691.819
2004-03-30,689.117
2004-03-31,705.617
2004-04-01,708.566
2004-04-02,707.898
2004-04-05,705.319
2004-04-06,701.039
2004-04-07,708.54
2004-04-08,707.323
2004-04-09,698.851
2004-04-12,709.849
2004-04-13,711.891
2004-04-14,704.52
2004-04-15,689.879
2004-04-16,694.7
2004-04-19,681.237
2004-04-20,693.263
2004-04-21,688.976
2004-04-22,687.306
2004-04-23,691.159
2004-04-26,695.599
2004-04-27,686.701
2004-04-28,687.004
2004-04-29,685.536
2004-04-30,671.601
2004-05-03,671.387
2004-05-04,674.717
2004-05-05,682.232
2004-05-06,663.433
2004-05-07,640.783
2004-05-10,593.417
2004-05-11,598.806
2004-05-12,619.589
2004-05-13,599.601
2004-05-14,597.753
2004-05-17,576.354
2004-05-18,587.259
2004-05-19,615.033
2004-05-20,616.238
2004-05-21,632.001
2004-05-24,632.828
2004-05-25,629.134
2004-05-26,639.846
2004-05-27,641.031
2004-05-28,652.471
2004-05-31,652.674
2004-06-01,659.687
2004-06-02,655.375
2004-06-03,640.427
2004-06-04,644.036
2004-06-07,665.875
2004-06-08,669.943
2004-06-09,675.172
2004-06-10,681.996
2004-06-11,676.544
2004-06-14,673.412
2004-06-15,673.276
2004-06-16,683.318
2004-06-17,687.734
2004-06-18,682.865
2004-06-21,694.355
2004-06-22,691.835
2004-06-23,692.618
2004-06-24,707.409
2004-06-25,703.822
2004-06-28,712.636
2004-06-29,711.205
2004-06-30,709.15
2004-07-01,714.793
2004-07-02,706.078
2004-07-05,690.089
2004-07-06,684.846
2004-07-07,684.376
2004-07-08,681.109
2004-07-09,693.33
2004-07-12,702.757
2004-07-13,699.007
2004-07-14,688.946
2004-07-15,684.941
2004-07-16,693.307
2004-07-19,695.966
2004-07-20,690.273
2004-07-21,687.941
2004-07-22,683.573
2004-07-23,677.107
2004-07-26,671.391
2004-07-27,657.222
2004-07-28,660.149
2004-07-29,653.702
2004-07-30,667.915
2004-08-02,670.189
2004-08-03,666.463
2004-08-04,655.084
2004-08-05,656.311
2004-08-06,659.991
2004-08-09,653.284
2004-08-10,654.254
2004-08-11,659.904
2004-08-12,659.106
2004-08-13,650.051
2004-08-16,643.12
2004-08-17,648.027
2004-08-18,651.543
2004-08-19,661.261
2004-08-20,663.049
2004-08-23,664.492
2004-08-24,663.148
2004-08-25,667.676
2004-08-26,672.311
2004-08-27,677.576
2004-08-30,674.8
2004-08-31,672.829
2004-09-01,679.297
2004-09-02,681.141
2004-09-03,669.774
2004-09-06,682.016
2004-09-07,685.946
2004-09-08,688.127
2004-09-09,677.804
2004-09-10,677.321
2004-09-13,678.527
2004-09-14,683.31
2004-09-15,672.516
2004-09-16,672.521
2004-09-17,668.466
2004-09-20,669.742
2004-09-21,667.137
2004-09-22,662.127
2004-09-23,663.957
2004-09-24,656.83
2004-09-27,653.663
2004-09-28,650.287
2004-09-29,655.43
2004-09-30,663.984
2004-10-01,672.058
2004-10-04,677.798
2004-10-05,678.539
2004-10-06,681.358
2004-10-07,680.48
2004-10-08,688.777
2004-10-11,692.088
2004-10-12,683.032
2004-10-13,679.948
2004-10-14,670.624
2004-10-15,670.606
2004-10-18,668.258
2004-10-19,678.957
2004-10-20,671.711
2004-10-21,672.184
2004-10-22,675.007
2004-10-25,670.662
2004-10-26,667.824
2004-10-27,668.712
2004-10-28,677.206
2004-10-29,675.857
2004-11-01,673.222
2004-11-02,682.764
2004-11-03,683.343
2004-11-04,688.099
2004-11-05,696.83
2004-11-08,691.749
2004-11-09,689.844
2004-11-10,682.966
2004-11-11,677.921
2004-11-12,689.758
2004-11-15,701.183
2004-11-16,701.21
2004-11-17,705.001
2004-11-18,702.83
2004-11-19,710.839
2004-11-22,696.391
2004-11-23,694.239
2004-11-24,701.178
2004-11-25,705.587
2004-11-26,701.952
2004-11-29,710.579
2004-11-30,707.749
2004-12-01,700.604
2004-12-02,708.78
2004-12-03,714.104
2004-12-06,709.986
2004-12-07,704.319
2004-12-08,692.68
2004-12-09,684.109
2004-12-10,680.007
2004-12-13,686.379
2004-12-14,689.176
2004-12-15,700.476
2004-12-16,697.472
2004-12-17,702.984
2004-12-20,707.723
2004-12-21,708.41
2004-12-22,715.653
2004-12-23,718.899
2004-12-24,726.991
2004-12-27,730.65
2004-12-28,732.408
2004-12-29,726.614
2004-12-30,740.106
2004-12-31,744.187
2005-01-03,741.257
2005-01-04,735.483
2005-01-05,733.559
2005-01-06,729.419
2005-01-07,731.592
2005-01-10,734.218
2005-01-11,747.013
2005-01-12,753.56
2005-01-13,749.817
2005-01-14,753.073
2005-01-17,762.108
2005-01-18,754.742
2005-01-19,756.821
2005-01-20,745.281
2005-01-21,746.111
2005-01-24,755.614
2005-01-25,747.509
2005-01-26,761.416
2005-01-27,758.914
2005-01-28,755.443
2005-01-31,762.2
2005-02-01,757.892
2005-02-02,766.555
2005-02-03,759.59
2005-02-04,764.27
2005-02-07,764.704
2005-02-08,753.303
2005-02-09,754.123
2005-02-10,756.38
2005-02-11,755.736
2005-02-14,763.865
2005-02-15,766.44
2005-02-16,756.749
2005-02-17,756.489
2005-02-18,757.485
2005-02-21,761.031
2005-02-22,766.254
2005-02-23,756.513
2005-02-24,759.495
2005-02-25,767.31
2005-02-28,782.113
2005-03-01,786.137
2005-03-02,786.317
2005-03-03,787.332
2005-03-04,792.671
2005-03-07,791.894
2005-03-08,795.151
2005-03-09,802.904
2005-03-10,799.959
2005-03-11,807.801
2005-03-14,799.624
2005-03-15,802.515
2005-03-16,806.611
2005-03-17,801.046
2005-03-18,805.914
2005-03-21,804.61
2005-03-22,808.61
2005-03-23,796.501
2005-03-24,790.584
2005-03-25,792.239
2005-03-28,791.412
2005-03-29,775.006
2005-03-30,768.964
2005-03-31,784.638
2005-04-01,784.306
2005-04-04,774.444
2005-04-05,776.954
2005-04-06,778.26
2005-04-07,780.008
2005-04-08,781.334
2005-04-11,780.433
2005-04-12,771.538
2005-04-13,777.513
2005-04-14,764.833
2005-04-15,758.282
2005-04-18,730.742
2005-04-19,747.838
2005-04-20,752.149
2005-04-21,742.947
2005-04-22,762.656
2005-04-25,765.169
2005-04-26,763.827
2005-04-27,764.817
2005-04-28,765.54
2005-04-29,773.275
2005-05-02,774.131
2005-05-03,774.02
2005-05-04,780.474
2005-05-05,779.279
2005-05-06,787.364
2005-05-09,784.229
2005-05-10,782.958
2005-05-11,781.018
2005-05-12,770.471
2005-05-13,762.067
2005-05-16,751.832
2005-05-17,740.932
2005-05-18,740.769
2005-05-19,750.161
2005-05-20,744.339
2005-05-23,753.157
2005-05-24,750.982
2005-05-25,739.743
2005-05-26,737.587
2005-05-27,742.288
2005-05-30,750.194
2005-05-31,757.38
2005-06-01,758.244
2005-06-02,756.883
2005-06-03,762.87
2005-06-06,767.411
2005-06-07,765.844
2005-06-08,769.049
2005-06-09,758.68
2005-06-10,760.068
2005-06-13,752.071
2005-06-14,753.983
2005-06-15,758.541
2005-06-16,762.487
2005-06-17,771.319
2005-06-20,770.248
2005-06-21,775.435
2005-06-22,774.161
2005-06-23,773.922
2005-06-24,770.515
2005-06-27,763.889
2005-06-28,768.977
2005-06-29,767.808
2005-06-30,763.758
2005-07-01,761.448
2005-07-04,765.12
2005-07-05,761.746
2005-07-06,760.795
2005-07-07,757.417
2005-07-08,755.507
2005-07-11,760.679
2005-07-12,766.799
2005-07-13,758.808
2005-07-14,760.735
2005-07-15,760.6
2005-07-18,764.002
2005-07-19,755.457
2005-07-20,756.329
2005-07-21,776.505
2005-07-22,769.28
2005-07-25,768.989
2005-07-26,764.364
2005-07-27,769.69
2005-07-28,770.841
2005-07-29,774.271
2005-08-01,776.484
2005-08-02,779.59
2005-08-03,781.587
2005-08-04,774.546
2005-08-05,758.371
2005-08-08,761.894
2005-08-09,771.154
2005-08-10,795.134
2005-08-11,807.633
2005-08-12,809.447
2005-08-15,812.316
2005-08-16,817.951
2005-08-17,813.501
2005-08-18,806.246
2005-08-19,802.498
2005-08-22,819.226
2005-08-23,818.903
2005-08-24,818.092
2005-08-25,816.843
2005-08-26,822.439
2005-08-29,808.558
2005-08-30,807.766
2005-08-31,809.497
2005-09-01,821.748
2005-09-02,826.715
2005-09-05,833.889
2005-09-06,825.397
2005-09-07,820.266
2005-09-08,811.61
2005-09-09,828.485
2005-09-12,834.537
2005-09-13,831.173
2005-09-14,835.11
2005-09-15,840.429
2005-09-16,834.884
2005-09-19,835.41
2005-09-20,850.073
2005-09-21,853.798
2005-09-22,853.697
2005-09-23,848.902
2005-09-26,866.141
2005-09-27,858.263
2005-09-28,869.928
2005-09-29,884.445
2005-09-30,870.778
2005-10-03,859.697
2005-10-04,864.235
2005-10-05,857.844
2005-10-06,842.428
2005-10-07,840.633
2005-10-10,837.25
2005-10-11,854.729
2005-10-12,858.97
2005-10-13,853.356
2005-10-14,854.302
2005-10-17,847.877
2005-10-18,838.74
2005-10-19,835.381
2005-10-20,841.047
2005-10-21,841.16
2005-10-24,841.004
2005-10-25,855.809
2005-10-26,858.203
2005-10-27,875.473
2005-10-28,873.838
2005-10-31,883.535
2005-11-01,893.272
2005-11-02,890.512
2005-11-03,888.231
2005-11-04,887.355
2005-11-07,891.465
2005-11-08,892.211
