Date,IRELAND IMI IMI (Large+Mid+Small Cap)
2001-06-01,360.502
2001-06-04,360.992
2001-06-05,367.003
2001-06-06,365.475
2001-06-07,364.992
2001-06-08,363.054
2001-06-11,356.848
2001-06-12,355.825
2001-06-13,358.247
2001-06-14,361.283
2001-06-15,367.899
2001-06-18,369.973
2001-06-19,369.797
2001-06-20,369.897
2001-06-21,370.721
2001-06-22,371.825
2001-06-25,371.212
2001-06-26,365.127
2001-06-27,366.387
2001-06-28,362.977
2001-06-29,367.926
2001-07-02,367.263
2001-07-03,368.769
2001-07-04,365.379
2001-07-05,359.456
2001-07-06,358.529
2001-07-09,364.583
2001-07-10,369.689
2001-07-11,367.145
2001-07-12,367.308
2001-07-13,368.153
2001-07-16,370.16
2001-07-17,365.137
2001-07-18,375.376
2001-07-19,377.954
2001-07-20,373.925
2001-07-23,376.037
2001-07-24,372.762
2001-07-25,363.98
2001-07-26,360.716
2001-07-27,362.573
2001-07-30,359.473
2001-07-31,358.514
2001-08-01,360.982
2001-08-02,362.838
2001-08-03,363.853
2001-08-06,358.311
2001-08-07,358.19
2001-08-08,357.062
2001-08-09,351.025
2001-08-10,353.165
2001-08-13,357.781
2001-08-14,360.424
2001-08-15,362.818
2001-08-16,363.74
2001-08-17,363.204
2001-08-20,362.276
2001-08-21,365.906
2001-08-22,364.955
2001-08-23,364.301
2001-08-24,366.11
2001-08-27,363.914
2001-08-28,364.381
2001-08-29,362.935
2001-08-30,355.29
2001-08-31,354.358
2001-09-03,353.859
2001-09-04,347.157
2001-09-05,347.471
2001-09-06,348.972
2001-09-07,347.502
2001-09-10,339.665
2001-09-11,334.041
2001-09-12,325.96
2001-09-13,331.061
2001-09-14,329.847
2001-09-17,322.148
2001-09-18,321.898
2001-09-19,311.857
2001-09-20,299.787
2001-09-21,288.144
2001-09-24,295.168
2001-09-25,296.186
2001-09-26,300.865
2001-09-27,305.098
2001-09-28,308.694
2001-10-01,305.648
2001-10-02,305.325
2001-10-03,306.274
2001-10-04,312.47
2001-10-05,319.155
2001-10-08,313.433
2001-10-09,311.342
2001-10-10,314.126
2001-10-11,317.044
2001-10-12,320.387
2001-10-15,320.515
2001-10-16,327.123
2001-10-17,328.385
2001-10-18,325.489
2001-10-19,318.03
2001-10-22,316.881
2001-10-23,322.938
2001-10-24,323.374
2001-10-25,321.81
2001-10-26,322.036
2001-10-29,322.874
2001-10-30,318.554
2001-10-31,317.863
2001-11-01,316.305
2001-11-02,315.617
2001-11-05,318.258
2001-11-06,321.223
2001-11-07,316.369
2001-11-08,313.333
2001-11-09,312.925
2001-11-12,310.417
2001-11-13,308.829
2001-11-14,308.346
2001-11-15,313.946
2001-11-16,316.021
2001-11-19,316.985
2001-11-20,324.789
2001-11-21,323.362
2001-11-22,324.944
2001-11-23,326.12
2001-11-26,329.685
2001-11-27,327.969
2001-11-28,326.626
2001-11-29,326.307
2001-11-30,332.615
2001-12-03,330.939
2001-12-04,333.845
2001-12-05,338.652
2001-12-06,341.87
2001-12-07,341.388
2001-12-10,340.131
2001-12-11,337.626
2001-12-12,334.29
2001-12-13,333.213
2001-12-14,327.41
2001-12-17,335.408
2001-12-18,335.772
2001-12-19,333.067
2001-12-20,336.369
2001-12-21,340.953
2001-12-24,337.551
2001-12-25,337.551
2001-12-26,337.839
2001-12-27,341.051
2001-12-28,342.324
2001-12-31,348.302
2002-01-01,348.302
2002-01-02,349.39
2002-01-03,346.566
2002-01-04,345.218
2002-01-07,345.856
2002-01-08,343.427
2002-01-09,340.439
2002-01-10,337.323
2002-01-11,338.95
2002-01-14,338.981
2002-01-15,340.68
2002-01-16,339.429
2002-01-17,340.868
2002-01-18,333.703
2002-01-21,330.685
2002-01-22,331.772
2002-01-23,332.632
2002-01-24,333.793
2002-01-25,326.365
2002-01-28,324.116
2002-01-29,321.355
2002-01-30,306.365
2002-01-31,310.095
2002-02-01,315.675
2002-02-04,298.758
2002-02-05,289.263
2002-02-06,281.873
2002-02-07,279.242
2002-02-08,282.287
2002-02-11,283.123
2002-02-12,286.893
2002-02-13,288.2
2002-02-14,288.172
2002-02-15,288.914
2002-02-18,285.336
2002-02-19,285.162
2002-02-20,283.339
2002-02-21,285.154
2002-02-22,286.448
2002-02-25,288.437
2002-02-26,291.691
2002-02-27,291.48
2002-02-28,291.418
2002-03-01,292.072
2002-03-04,298.798
2002-03-05,298.799
2002-03-06,297.606
2002-03-07,299.124
2002-03-08,298.316
2002-03-11,300.563
2002-03-12,300.97
2002-03-13,303.904
2002-03-14,305.441
2002-03-15,306.735
2002-03-18,307.838
2002-03-19,311.304
2002-03-20,310.788
2002-03-21,310.229
2002-03-22,313.556
2002-03-25,313.752
2002-03-26,309.761
2002-03-27,309.704
2002-03-28,310.723
2002-03-29,310.723
2002-04-01,313.269
2002-04-02,317.895
2002-04-03,315.564
2002-04-04,313.937
2002-04-05,313.077
2002-04-08,308.601
2002-04-09,306.113
2002-04-10,307.638
2002-04-11,308.44
2002-04-12,307.41
2002-04-15,309.72
2002-04-16,309.016
2002-04-17,311.303
2002-04-18,310.324
2002-04-19,312.285
2002-04-22,315.456
2002-04-23,315.332
2002-04-24,316.847
2002-04-25,317.352
2002-04-26,318.74
2002-04-29,321.002
2002-04-30,320.829
2002-05-01,321.751
2002-05-02,323.211
2002-05-03,329.478
2002-05-06,330.579
2002-05-07,325.609
2002-05-08,327.601
2002-05-09,329.921
2002-05-10,331.594
2002-05-13,332.329
2002-05-14,329.685
2002-05-15,333.153
2002-05-16,330.654
2002-05-17,335.753
2002-05-20,336.953
2002-05-21,331.774
2002-05-22,336.058
2002-05-23,335.304
2002-05-24,333.704
2002-05-27,335.068
2002-05-28,336.874
2002-05-29,339.971
2002-05-30,339.992
2002-05-31,339.759
2002-06-03,341.123
2002-06-04,340.349
2002-06-05,339.064
2002-06-06,342.236
2002-06-07,336.946
2002-06-10,338.347
2002-06-11,337.318
2002-06-12,333.241
2002-06-13,332.179
2002-06-14,324.403
2002-06-17,322.771
2002-06-18,324.111
2002-06-19,324.798
2002-06-20,321.856
2002-06-21,324.546
2002-06-24,325.938
2002-06-25,325.965
2002-06-26,321.49
2002-06-27,317.865
2002-06-28,323.109
2002-07-01,318.751
2002-07-02,310.282
2002-07-03,295.963
2002-07-04,298.693
2002-07-05,301.566
2002-07-08,304.766
2002-07-09,309.741
2002-07-10,303.786
2002-07-11,297.15
2002-07-12,301.397
2002-07-15,299.941
2002-07-16,299.814
2002-07-17,303.039
2002-07-18,305.864
2002-07-19,303.231
2002-07-22,294.981
2002-07-23,284.282
2002-07-24,268.411
2002-07-25,277.99
2002-07-26,275.152
2002-07-29,277.876
2002-07-30,278.967
2002-07-31,285.303
2002-08-01,287.127
2002-08-02,287.667
2002-08-05,283.778
2002-08-06,281.429
2002-08-07,285.89
2002-08-08,286.105
2002-08-09,288.148
2002-08-12,290.796
2002-08-13,297.982
2002-08-14,301.942
2002-08-15,306.613
2002-08-16,306.708
2002-08-19,303.197
2002-08-20,299.489
2002-08-21,302.663
2002-08-22,301.874
2002-08-23,299.924
2002-08-26,301.239
2002-08-27,302.781
2002-08-28,299.471
2002-08-29,296.724
2002-08-30,298.323
2002-09-02,295.649
2002-09-03,289.585
2002-09-04,286.418
2002-09-05,283.235
2002-09-06,284.473
2002-09-09,285.492
2002-09-10,287.445
2002-09-11,292.186
2002-09-12,286.934
2002-09-13,283.188
2002-09-16,282.813
2002-09-17,286.499
2002-09-18,279.561
2002-09-19,277.007
2002-09-20,277.583
2002-09-23,270.674
2002-09-24,263.541
2002-09-25,263.004
2002-09-26,270.517
2002-09-27,267.577
2002-09-30,259.172
2002-10-01,259.849
2002-10-02,264.475
2002-10-03,261.831
2002-10-04,258.052
2002-10-07,251.428
2002-10-08,249.125
2002-10-09,243.199
2002-10-10,245.162
2002-10-11,258.865
2002-10-14,257.771
2002-10-15,266.786
2002-10-16,263.217
2002-10-17,266.472
2002-10-18,270.927
2002-10-21,272.105
2002-10-22,274.558
2002-10-23,271.76
2002-10-24,277.054
2002-10-25,276.35
2002-10-28,281.538
2002-10-29,277.026
2002-10-30,276.229
2002-10-31,289.037
2002-11-01,292.672
2002-11-04,303.293
2002-11-05,299.29
2002-11-06,294.548
2002-11-07,296.175
2002-11-08,294.787
2002-11-11,294.103
2002-11-12,298.766
2002-11-13,298.421
2002-11-14,295.393
2002-11-15,297.493
2002-11-18,300.832
2002-11-19,300.741
2002-11-20,295.064
2002-11-21,297.7
2002-11-22,293.015
2002-11-25,292.947
2002-11-26,291.381
2002-11-27,293.339
2002-11-28,297.085
2002-11-29,300.971
2002-12-02,302.076
2002-12-03,297.072
2002-12-04,298.628
2002-12-05,292.103
2002-12-06,291.679
2002-12-09,285.942
2002-12-10,288.033
2002-12-11,293.04
2002-12-12,287.115
2002-12-13,281.22
2002-12-16,281.881
2002-12-17,283.678
2002-12-18,278.052
2002-12-19,278.951
2002-12-20,281.863
2002-12-23,280.737
2002-12-24,281.767
2002-12-25,281.767
2002-12-26,282.477
2002-12-27,283.442
2002-12-30,286.036
2002-12-31,285.562
2003-01-01,285.562
2003-01-02,291.133
2003-01-03,296.162
2003-01-06,300.263
2003-01-07,298.989
2003-01-08,296.309
2003-01-09,298.83
2003-01-10,302.947
2003-01-13,302.346
2003-01-14,303.039
2003-01-15,297.939
2003-01-16,297.574
2003-01-17,297.13
2003-01-20,298.949
2003-01-21,298.688
2003-01-22,297.007
2003-01-23,295.617
2003-01-24,295.909
2003-01-27,288.637
2003-01-28,287.611
2003-01-29,285.308
2003-01-30,292.545
2003-01-31,293.465
2003-02-03,300.882
2003-02-04,294.891
2003-02-05,291.347
2003-02-06,287.188
2003-02-07,283.579
2003-02-10,283.572
2003-02-11,285.072
2003-02-12,283.29
2003-02-13,288.837
2003-02-14,289.898
2003-02-17,289.806
2003-02-18,291.009
2003-02-19,290.951
2003-02-20,295.536
2003-02-21,293.357
2003-02-24,289.347
2003-02-25,280.78
2003-02-26,280.396
2003-02-27,278.702
2003-02-28,284.095
2003-03-03,286.988
2003-03-04,291.291
2003-03-05,290.536
2003-03-06,291.542
2003-03-07,295.043
2003-03-10,296.83
2003-03-11,293.515
2003-03-12,290.84
2003-03-13,292.865
2003-03-14,293.492
2003-03-17,291.566
2003-03-18,294.283
2003-03-19,295.842
2003-03-20,295.423
2003-03-21,300.497
2003-03-24,300.292
2003-03-25,297.25
2003-03-26,301.571
2003-03-27,300.615
2003-03-28,297.595
2003-03-31,299.031
2003-04-01,301.679
2003-04-02,298.014
2003-04-03,298.647
2003-04-04,300.0
2003-04-07,300.886
2003-04-08,300.26
2003-04-09,302.355
2003-04-10,302.874
2003-04-11,302.525
2003-04-14,305.005
2003-04-15,309.192
2003-04-16,315.239
2003-04-17,315.599
2003-04-18,315.617
2003-04-21,314.256
2003-04-22,317.008
2003-04-23,323.15
2003-04-24,324.262
2003-04-25,322.35
2003-04-28,324.143
2003-04-29,326.455
2003-04-30,330.403
2003-05-01,331.811
2003-05-02,336.638
2003-05-05,338.378
2003-05-06,347.283
2003-05-07,347.079
2003-05-08,346.129
2003-05-09,347.019
2003-05-12,349.771
2003-05-13,347.153
2003-05-14,343.883
2003-05-15,346.461
2003-05-16,350.126
2003-05-19,345.786
2003-05-20,345.049
2003-05-21,345.191
2003-05-22,350.141
2003-05-23,353.447
2003-05-26,356.214
2003-05-27,353.842
2003-05-28,347.25
2003-05-29,347.413
2003-05-30,345.991
2003-06-02,344.696
2003-06-03,355.985
2003-06-04,356.48
2003-06-05,362.122
2003-06-06,356.984
2003-06-09,356.642
2003-06-10,348.131
2003-06-11,348.699
2003-06-12,351.878
2003-06-13,355.567
2003-06-16,360.788
2003-06-17,366.726
2003-06-18,360.702
2003-06-19,354.565
2003-06-20,354.657
2003-06-23,348.409
2003-06-24,348.237
2003-06-25,352.656
2003-06-26,341.515
2003-06-27,339.364
2003-06-30,342.765
2003-07-01,344.611
2003-07-02,343.544
2003-07-03,344.482
2003-07-04,343.064
2003-07-07,342.589
2003-07-08,339.114
2003-07-09,339.668
2003-07-10,345.015
2003-07-11,345.416
2003-07-14,347.607
2003-07-15,347.26
2003-07-16,342.019
2003-07-17,342.53
2003-07-18,345.874
2003-07-21,348.32
2003-07-22,349.55
2003-07-23,350.016
2003-07-24,348.105
2003-07-25,347.289
2003-07-28,348.016
2003-07-29,346.358
2003-07-30,346.464
2003-07-31,344.788
2003-08-01,345.649
2003-08-04,347.58
2003-08-05,344.069
2003-08-06,342.775
2003-08-07,348.931
2003-08-08,344.997
2003-08-11,346.252
2003-08-12,344.926
2003-08-13,346.445
2003-08-14,346.622
2003-08-15,346.669
2003-08-18,344.987
2003-08-19,346.119
2003-08-20,346.607
2003-08-21,344.329
2003-08-22,340.099
2003-08-25,344.533
2003-08-26,341.044
2003-08-27,344.32
2003-08-28,346.269
2003-08-29,352.4
2003-09-01,353.493
2003-09-02,345.286
2003-09-03,345.447
2003-09-04,347.379
2003-09-05,355.068
2003-09-08,359.483
2003-09-09,360.614
2003-09-10,358.486
2003-09-11,355.415
2003-09-12,359.149
2003-09-15,361.326
2003-09-16,361.753
2003-09-17,370.888
2003-09-18,372.034
2003-09-19,370.926
2003-09-22,377.691
2003-09-23,373.199
2003-09-24,370.643
2003-09-25,366.26
2003-09-26,364.47
2003-09-29,363.905
2003-09-30,364.497
2003-10-01,366.899
2003-10-02,364.9
2003-10-03,366.621
2003-10-06,370.165
2003-10-07,374.329
2003-10-08,376.129
2003-10-09,378.261
2003-10-10,378.669
2003-10-13,376.207
2003-10-14,379.744
2003-10-15,381.829
2003-10-16,380.644
2003-10-17,378.123
2003-10-20,378.4
2003-10-21,380.373
2003-10-22,381.937
2003-10-23,379.115
2003-10-24,379.948
2003-10-27,378.861
2003-10-28,378.528
2003-10-29,382.651
2003-10-30,383.622
2003-10-31,379.528
2003-11-03,375.285
2003-11-04,375.881
2003-11-05,372.125
2003-11-06,371.013
2003-11-07,376.637
2003-11-10,376.252
2003-11-11,377.434
2003-11-12,380.975
2003-11-13,383.366
2003-11-14,385.621
2003-11-17,381.145
2003-11-18,383.169
2003-11-19,382.564
2003-11-20,379.444
2003-11-21,379.312
2003-11-24,375.405
2003-11-25,378.811
2003-11-26,385.053
2003-11-27,386.814
2003-11-28,390.328
2003-12-01,395.723
2003-12-02,400.25
2003-12-03,401.844
2003-12-04,401.6
2003-12-05,402.473
2003-12-08,407.58
2003-12-09,409.119
2003-12-10,405.204
2003-12-11,402.522
2003-12-12,407.446
2003-12-15,411.27
2003-12-16,408.626
2003-12-17,412.019
2003-12-18,415.199
2003-12-19,417.581
2003-12-22,420.177
2003-12-23,422.063
2003-12-24,423.252
2003-12-25,423.252
2003-12-26,423.082
2003-12-29,426.018
2003-12-30,429.652
2003-12-31,432.571
2004-01-01,432.571
2004-01-02,436.625
2004-01-05,442.865
2004-01-06,443.957
2004-01-07,443.935
2004-01-08,450.524
2004-01-09,457.398
2004-01-12,458.948
2004-01-13,458.987
2004-01-14,466.067
2004-01-15,465.543
2004-01-16,455.639
2004-01-19,455.592
2004-01-20,462.343
2004-01-21,464.825
2004-01-22,473.343
2004-01-23,470.239
2004-01-26,463.918
2004-01-27,463.454
2004-01-28,456.39
2004-01-29,450.362
2004-01-30,449.287
2004-02-02,447.184
2004-02-03,451.151
2004-02-04,450.087
2004-02-05,451.699
2004-02-06,457.834
2004-02-09,462.172
2004-02-10,457.132
2004-02-11,455.205
2004-02-12,457.064
2004-02-13,454.999
2004-02-16,454.947
2004-02-17,456.696
2004-02-18,465.632
2004-02-19,467.398
2004-02-20,456.811
2004-02-23,461.637
2004-02-24,452.694
2004-02-25,449.68
2004-02-26,444.852
2004-02-27,446.95
2004-03-01,455.754
2004-03-02,454.871
2004-03-03,450.095
2004-03-04,452.755
2004-03-05,460.675
2004-03-08,459.366
2004-03-09,461.39
2004-03-10,451.138
2004-03-11,445.158
2004-03-12,442.86
2004-03-15,441.588
2004-03-16,445.735
2004-03-17,445.965
2004-03-18,454.529
2004-03-19,456.316
2004-03-22,449.428
2004-03-23,450.542
2004-03-24,446.523
2004-03-25,453.472
2004-03-26,448.756
2004-03-29,450.034
2004-03-30,451.331
2004-03-31,455.366
2004-04-01,462.435
2004-04-02,463.97
2004-04-05,459.333
2004-04-06,465.702
2004-04-07,470.605
2004-04-08,465.123
2004-04-09,465.123
2004-04-12,463.612
2004-04-13,460.817
2004-04-14,458.298
2004-04-15,456.312
2004-04-16,458.727
2004-04-19,461.664
2004-04-20,462.988
2004-04-21,459.109
2004-04-22,464.408
2004-04-23,469.633
2004-04-26,469.818
2004-04-27,471.065
2004-04-28,463.539
2004-04-29,467.255
2004-04-30,460.241
2004-05-03,458.974
2004-05-04,462.491
2004-05-05,460.421
2004-05-06,457.252
2004-05-07,454.619
2004-05-10,437.077
2004-05-11,443.394
2004-05-12,440.547
2004-05-13,444.796
2004-05-14,442.529
2004-05-17,446.068
2004-05-18,447.595
2004-05-19,456.059
2004-05-20,445.365
2004-05-21,449.994
2004-05-24,447.932
2004-05-25,451.351
2004-05-26,458.243
2004-05-27,465.441
2004-05-28,459.127
2004-05-31,462.869
2004-06-01,463.474
2004-06-02,466.802
2004-06-03,468.047
2004-06-04,471.375
2004-06-07,474.183
2004-06-08,475.038
2004-06-09,467.307
2004-06-10,467.041
2004-06-11,464.852
2004-06-14,463.222
2004-06-15,465.259
2004-06-16,464.782
2004-06-17,467.021
2004-06-18,471.684
2004-06-21,469.162
2004-06-22,472.272
2004-06-23,472.034
2004-06-24,476.338
2004-06-25,475.091
2004-06-28,484.669
2004-06-29,481.852
2004-06-30,485.535
2004-07-01,482.092
2004-07-02,488.328
2004-07-05,484.218
2004-07-06,483.372
2004-07-07,489.488
2004-07-08,493.633
2004-07-09,493.947
2004-07-12,493.82
2004-07-13,487.747
2004-07-14,490.495
2004-07-15,487.881
2004-07-16,491.623
2004-07-19,490.674
2004-07-20,486.063
2004-07-21,485.429
2004-07-22,476.042
2004-07-23,473.021
2004-07-26,475.604
2004-07-27,463.931
2004-07-28,469.326
2004-07-29,472.507
2004-07-30,473.489
2004-08-02,474.307
2004-08-03,476.382
2004-08-04,474.062
2004-08-05,474.994
2004-08-06,472.632
2004-08-09,469.78
2004-08-10,470.041
2004-08-11,472.975
2004-08-12,480.518
2004-08-13,482.845
2004-08-16,487.311
2004-08-17,491.18
2004-08-18,485.344
2004-08-19,489.981
2004-08-20,488.697
2004-08-23,486.852
2004-08-24,484.181
2004-08-25,482.474
2004-08-26,487.095
2004-08-27,487.17
2004-08-30,486.892
2004-08-31,490.397
2004-09-01,501.132
2004-09-02,499.616
2004-09-03,497.268
2004-09-06,498.574
2004-09-07,502.301
2004-09-08,505.109
2004-09-09,504.902
2004-09-10,509.308
2004-09-13,508.906
2004-09-14,514.491
2004-09-15,509.829
2004-09-16,509.472
2004-09-17,513.211
2004-09-20,513.126
2004-09-21,519.321
2004-09-22,516.53
2004-09-23,515.059
2004-09-24,513.125
2004-09-27,513.501
2004-09-28,514.073
2004-09-29,517.427
2004-09-30,516.406
2004-10-01,518.049
2004-10-04,518.104
2004-10-05,521.394
2004-10-06,519.23
2004-10-07,517.025
2004-10-08,518.495
2004-10-11,519.15
2004-10-12,514.551
2004-10-13,510.799
2004-10-14,513.655
2004-10-15,516.716
2004-10-18,518.77
2004-10-19,522.535
2004-10-20,522.572
2004-10-21,524.25
2004-10-22,531.814
2004-10-25,533.776
2004-10-26,533.501
2004-10-27,537.198
2004-10-28,541.102
2004-10-29,534.324
2004-11-01,539.917
2004-11-02,539.627
2004-11-03,549.269
2004-11-04,550.334
2004-11-05,559.67
2004-11-08,564.411
2004-11-09,564.749
2004-11-10,568.317
2004-11-11,567.829
2004-11-12,575.308
2004-11-15,585.524
2004-11-16,579.602
2004-11-17,582.543
2004-11-18,580.603
2004-11-19,577.612
2004-11-22,576.793
2004-11-23,578.306
2004-11-24,582.418
2004-11-25,585.065
2004-11-26,585.073
2004-11-29,590.447
2004-11-30,582.755
2004-12-01,589.755
2004-12-02,593.407
2004-12-03,600.505
2004-12-06,601.355
2004-12-07,597.747
2004-12-08,592.447
2004-12-09,594.985
2004-12-10,595.982
2004-12-13,600.464
2004-12-14,602.595
2004-12-15,610.561
2004-12-16,606.261
2004-12-17,603.901
2004-12-20,609.029
2004-12-21,605.555
2004-12-22,608.797
2004-12-23,612.575
2004-12-24,614.162
2004-12-27,617.996
2004-12-28,617.111
2004-12-29,621.473
2004-12-30,624.163
2004-12-31,623.248
2005-01-03,617.219
2005-01-04,619.134
2005-01-05,614.459
2005-01-06,613.104
2005-01-07,612.991
2005-01-10,619.317
2005-01-11,619.472
2005-01-12,627.377
2005-01-13,625.963
2005-01-14,619.579
2005-01-17,625.944
2005-01-18,623.094
2005-01-19,627.19
2005-01-20,621.906
2005-01-21,620.281
2005-01-24,618.137
2005-01-25,617.022
2005-01-26,620.231
2005-01-27,621.408
2005-01-28,615.703
2005-01-31,609.226
2005-02-01,617.008
2005-02-02,618.111
2005-02-03,618.143
2005-02-04,622.141
2005-02-07,618.176
2005-02-08,613.152
2005-02-09,618.895
2005-02-10,626.343
2005-02-11,633.311
2005-02-14,639.609
2005-02-15,643.412
2005-02-16,642.857
2005-02-17,649.954
2005-02-18,648.923
2005-02-21,648.042
2005-02-22,654.988
2005-02-23,644.319
2005-02-24,641.786
2005-02-25,643.324
2005-02-28,602.309
2005-03-01,605.156
2005-03-02,599.206
2005-03-03,599.392
2005-03-04,603.363
2005-03-07,597.19
2005-03-08,603.514
2005-03-09,599.383
2005-03-10,595.74
2005-03-11,596.49
2005-03-14,589.577
2005-03-15,591.083
2005-03-16,589.553
2005-03-17,592.167
2005-03-18,589.686
2005-03-21,585.765
2005-03-22,586.088
2005-03-23,576.738
2005-03-24,578.06
2005-03-25,578.06
2005-03-28,574.004
2005-03-29,572.36
2005-03-30,569.863
2005-03-31,563.053
2005-04-01,565.478
2005-04-04,560.787
2005-04-05,564.638
2005-04-06,570.946
2005-04-07,572.175
2005-04-08,571.898
2005-04-11,576.316
2005-04-12,572.097
2005-04-13,578.534
2005-04-14,572.19
2005-04-15,571.301
2005-04-18,565.821
2005-04-19,569.287
2005-04-20,570.81
2005-04-21,570.825
2005-04-22,568.171
2005-04-25,561.198
2005-04-26,558.548
2005-04-27,550.817
2005-04-28,543.901
2005-04-29,547.261
2005-05-02,544.251
2005-05-03,552.612
2005-05-04,565.73
2005-05-05,574.216
2005-05-06,568.092
2005-05-09,564.714
2005-05-10,566.384
2005-05-11,561.249
2005-05-12,560.685
2005-05-13,555.923
2005-05-16,555.265
2005-05-17,558.358
2005-05-18,567.309
2005-05-19,568.007
2005-05-20,563.698
2005-05-23,570.799
2005-05-24,571.248
2005-05-25,571.891
2005-05-26,570.607
2005-05-27,571.883
2005-05-30,571.421
2005-05-31,558.987
2005-06-01,563.001
2005-06-02,561.392
2005-06-03,561.874
2005-06-06,562.286
2005-06-07,565.866
2005-06-08,566.745
2005-06-09,558.864
2005-06-10,559.247
2005-06-13,558.993
2005-06-14,560.969
2005-06-15,564.299
2005-06-16,564.386
2005-06-17,576.723
2005-06-20,568.932
2005-06-21,570.113
2005-06-22,571.57
2005-06-23,571.111
2005-06-24,573.484
2005-06-27,575.587
2005-06-28,573.785
2005-06-29,575.338
2005-06-30,580.798
2005-07-01,575.717
2005-07-04,572.071
2005-07-05,569.088
2005-07-06,571.806
2005-07-07,567.976
2005-07-08,570.808
2005-07-11,581.517
2005-07-12,587.131
2005-07-13,583.549
2005-07-14,584.754
2005-07-15,581.775
2005-07-18,585.477
2005-07-19,591.893
2005-07-20,590.647
2005-07-21,601.793
2005-07-22,605.281
2005-07-25,600.799
2005-07-26,597.228
2005-07-27,600.615
2005-07-28,601.934
2005-07-29,603.691
2005-08-01,610.185
2005-08-02,609.793
2005-08-03,612.12
2005-08-04,608.489
2005-08-05,608.406
2005-08-08,610.782
2005-08-09,611.182
2005-08-10,617.877
2005-08-11,619.301
2005-08-12,615.319
2005-08-15,607.854
2005-08-16,607.48
2005-08-17,604.054
2005-08-18,595.179
2005-08-19,592.963
2005-08-22,597.349
2005-08-23,596.235
2005-08-24,596.083
2005-08-25,595.899
2005-08-26,598.519
2005-08-29,598.015
2005-08-30,591.339
2005-08-31,599.554
2005-09-01,609.73
2005-09-02,618.608
2005-09-05,616.757
2005-09-06,623.549
2005-09-07,620.915
2005-09-08,619.725
2005-09-09,618.028
2005-09-12,606.187
2005-09-13,600.862
2005-09-14,602.939
2005-09-15,597.336
2005-09-16,592.486
2005-09-19,590.86
2005-09-20,594.908
2005-09-21,591.89
2005-09-22,582.941
2005-09-23,585.07
2005-09-26,589.658
2005-09-27,587.889
2005-09-28,593.164
2005-09-29,592.901
2005-09-30,600.001
2005-10-03,593.118
2005-10-04,599.961
2005-10-05,601.798
2005-10-06,605.436
2005-10-07,604.227
2005-10-10,597.544
2005-10-11,594.406
2005-10-12,591.801
2005-10-13,580.231
2005-10-14,584.359
2005-10-17,582.658
2005-10-18,574.844
2005-10-19,565.942
2005-10-20,567.025
2005-10-21,558.839
2005-10-24,565.801
2005-10-25,576.069
2005-10-26,576.206
2005-10-27,570.956
2005-10-28,570.143
2005-10-31,574.243
2005-11-01,580.752
2005-11-02,587.422
2005-11-03,589.305
2005-11-04,574.0
2005-11-07,577.715
2005-11-08,577.387
