Date,EM (EMERGING MARKETS) IMI GROWTH IMI (Large+Mid+Small Cap)
2001-12-13,305.437
2001-12-14,303.91
2001-12-17,302.676
2001-12-18,301.976
2001-12-19,301.988
2001-12-20,302.719
2001-12-21,298.953
2001-12-24,300.752
2001-12-25,303.451
2001-12-26,304.347
2001-12-27,305.677
2001-12-28,310.029
2001-12-31,312.874
2002-01-01,312.855
2002-01-02,316.542
2002-01-03,319.378
2002-01-04,325.744
2002-01-07,328.911
2002-01-08,326.804
2002-01-09,327.137
2002-01-10,322.912
2002-01-11,318.995
2002-01-14,318.966
2002-01-15,316.211
2002-01-16,313.098
2002-01-17,314.682
2002-01-18,314.362
2002-01-21,317.365
2002-01-22,317.265
2002-01-23,318.968
2002-01-24,320.404
2002-01-25,322.632
2002-01-28,323.359
2002-01-29,320.765
2002-01-30,316.632
2002-01-31,320.049
2002-02-01,319.51
2002-02-04,317.778
2002-02-05,318.247
2002-02-06,320.402
2002-02-07,316.901
2002-02-08,317.459
2002-02-11,317.359
2002-02-12,318.532
2002-02-13,320.36
2002-02-14,325.048
2002-02-15,324.404
2002-02-18,325.121
2002-02-19,321.441
2002-02-20,317.372
2002-02-21,317.198
2002-02-22,316.268
2002-02-25,316.326
2002-02-26,317.787
2002-02-27,323.839
2002-02-28,322.154
2002-03-01,325.218
2002-03-04,333.951
2002-03-05,336.659
2002-03-06,339.125
2002-03-07,338.136
2002-03-08,337.298
2002-03-11,339.405
2002-03-12,337.694
2002-03-13,336.183
2002-03-14,336.702
2002-03-15,334.774
2002-03-18,336.845
2002-03-19,337.652
2002-03-20,339.478
2002-03-21,338.699
2002-03-22,340.829
2002-03-25,339.02
2002-03-26,339.688
2002-03-27,340.836
2002-03-28,341.479
2002-03-29,342.24
2002-04-01,341.129
2002-04-02,343.604
2002-04-03,342.367
2002-04-04,340.782
2002-04-05,342.693
2002-04-08,340.337
2002-04-09,339.82
2002-04-10,341.312
2002-04-11,341.48
2002-04-12,342.997
2002-04-15,345.251
2002-04-16,346.921
2002-04-17,353.004
2002-04-18,352.633
2002-04-19,350.932
2002-04-22,349.726
2002-04-23,350.258
2002-04-24,350.57
2002-04-25,346.401
2002-04-26,345.683
2002-04-29,340.59
2002-04-30,339.904
2002-05-01,339.78
2002-05-02,338.212
2002-05-03,338.662
2002-05-06,333.608
2002-05-07,334.664
2002-05-08,338.207
2002-05-09,336.452
2002-05-10,334.886
2002-05-13,334.403
2002-05-14,337.7
2002-05-15,341.468
2002-05-16,341.137
2002-05-17,343.699
2002-05-20,340.836
2002-05-21,336.506
2002-05-22,338.549
2002-05-23,335.889
2002-05-24,339.583
2002-05-27,339.326
2002-05-28,338.321
2002-05-29,335.76
2002-05-30,334.037
2002-05-31,330.746
2002-06-03,331.827
2002-06-04,332.235
2002-06-05,330.253
2002-06-06,328.875
2002-06-07,322.319
2002-06-10,324.196
2002-06-11,321.746
2002-06-12,320.802
2002-06-13,321.168
2002-06-14,318.56
2002-06-17,317.465
2002-06-18,318.605
2002-06-19,311.835
2002-06-20,308.87
2002-06-21,306.929
2002-06-24,304.5
2002-06-25,302.636
2002-06-26,291.404
2002-06-27,295.233
2002-06-28,301.562
2002-07-01,300.136
2002-07-02,298.266
2002-07-03,297.841
2002-07-04,302.486
2002-07-05,308.717
2002-07-08,311.982
2002-07-09,315.145
2002-07-10,311.155
2002-07-11,304.718
2002-07-12,311.999
2002-07-15,310.932
2002-07-16,308.195
2002-07-17,308.521
2002-07-18,309.774
2002-07-19,304.884
2002-07-22,294.607
2002-07-23,294.828
2002-07-24,285.693
2002-07-25,285.99
2002-07-26,274.261
2002-07-29,275.148
2002-07-30,280.328
2002-07-31,277.081
2002-08-01,275.458
2002-08-02,275.334
2002-08-05,264.962
2002-08-06,262.442
2002-08-07,270.271
2002-08-08,274.147
2002-08-09,274.933
2002-08-12,274.547
2002-08-13,274.687
2002-08-14,277.809
2002-08-15,279.993
2002-08-16,282.108
2002-08-19,282.895
2002-08-20,284.803
2002-08-21,286.237
2002-08-22,286.868
2002-08-23,285.483
2002-08-26,284.92
2002-08-27,284.804
2002-08-28,281.083
2002-08-29,279.879
2002-08-30,281.859
2002-09-02,281.42
2002-09-03,277.18
2002-09-04,275.311
2002-09-05,273.572
2002-09-06,273.772
2002-09-09,275.766
2002-09-10,280.389
2002-09-11,281.983
2002-09-12,282.743
2002-09-13,277.669
2002-09-16,272.731
2002-09-17,277.348
2002-09-18,270.284
2002-09-19,267.348
2002-09-20,266.134
2002-09-23,259.706
2002-09-24,257.26
2002-09-25,254.246
2002-09-26,256.367
2002-09-27,254.965
2002-09-30,250.84
2002-10-01,253.108
2002-10-02,253.381
2002-10-03,252.132
2002-10-04,253.474
2002-10-07,246.455
2002-10-08,246.728
2002-10-09,242.595
2002-10-10,237.837
2002-10-11,238.308
2002-10-14,241.205
2002-10-15,249.098
2002-10-16,252.363
2002-10-17,256.077
2002-10-18,261.569
2002-10-21,260.889
2002-10-22,258.745
2002-10-23,265.411
2002-10-24,265.86
2002-10-25,266.309
2002-10-28,269.939
2002-10-29,267.02
2002-10-30,265.339
2002-10-31,269.26
2002-11-01,268.165
2002-11-04,274.464
2002-11-05,273.597
2002-11-06,277.035
2002-11-07,279.293
2002-11-08,279.032
2002-11-11,274.065
2002-11-12,272.308
2002-11-13,271.937
2002-11-14,271.887
2002-11-15,277.559
2002-11-18,278.131
2002-11-19,276.254
2002-11-20,276.216
2002-11-21,280.33
2002-11-22,282.878
2002-11-25,285.479
2002-11-26,283.461
2002-11-27,284.341
2002-11-28,285.893
2002-11-29,287.457
2002-12-02,289.774
2002-12-03,291.3
2002-12-04,286.566
2002-12-05,286.033
2002-12-06,285.514
2002-12-09,285.767
2002-12-10,282.788
2002-12-11,282.366
2002-12-12,283.309
2002-12-13,282.616
2002-12-16,281.544
2002-12-17,283.162
2002-12-18,282.303
2002-12-19,282.933
2002-12-20,284.142
2002-12-23,281.626
2002-12-24,280.173
2002-12-25,279.887
2002-12-26,280.502
2002-12-27,279.379
2002-12-30,274.408
2002-12-31,274.502
2003-01-01,274.56
2003-01-02,276.709
2003-01-03,283.375
2003-01-06,287.054
2003-01-07,285.007
2003-01-08,285.223
2003-01-09,284.349
2003-01-10,285.509
2003-01-13,290.024
2003-01-14,290.144
2003-01-15,289.69
2003-01-16,288.134
2003-01-17,284.666
2003-01-20,282.697
2003-01-21,280.208
2003-01-22,277.651
2003-01-23,279.399
2003-01-24,275.841
2003-01-27,271.415
2003-01-28,272.764
2003-01-29,271.479
2003-01-30,271.842
2003-01-31,272.323
2003-02-03,273.292
2003-02-04,273.317
2003-02-05,273.033
2003-02-06,268.51
2003-02-07,264.862
2003-02-10,262.187
2003-02-11,263.168
2003-02-12,264.133
2003-02-13,260.824
2003-02-14,261.221
2003-02-17,268.165
2003-02-18,268.362
2003-02-19,267.891
2003-02-20,269.512
2003-02-21,269.869
2003-02-24,270.754
2003-02-25,265.041
2003-02-26,264.162
2003-02-27,264.091
2003-02-28,264.049
2003-03-03,267.507
2003-03-04,264.409
2003-03-05,260.867
2003-03-06,258.692
2003-03-07,257.311
2003-03-10,255.283
2003-03-11,253.424
2003-03-12,254.009
2003-03-13,256.249
2003-03-14,259.49
2003-03-17,254.75
2003-03-18,261.72
2003-03-19,261.844
2003-03-20,265.836
2003-03-21,266.87
2003-03-24,264.051
2003-03-25,262.198
2003-03-26,263.018
2003-03-27,261.321
2003-03-28,261.033
2003-03-31,256.011
2003-04-01,257.393
2003-04-02,259.291
2003-04-03,260.703
2003-04-04,263.678
2003-04-07,269.874
2003-04-08,268.607
2003-04-09,266.25
2003-04-10,265.826
2003-04-11,266.256
2003-04-14,267.264
2003-04-15,271.533
2003-04-16,275.159
2003-04-17,275.338
2003-04-18,278.61
2003-04-21,278.573
2003-04-22,275.609
2003-04-23,276.618
2003-04-24,272.742
2003-04-25,267.908
2003-04-28,268.749
2003-04-29,274.894
2003-04-30,276.432
2003-05-01,276.573
2003-05-02,278.795
2003-05-05,281.539
2003-05-06,281.539
2003-05-07,284.249
2003-05-08,282.207
2003-05-09,284.6
2003-05-12,287.818
2003-05-13,288.056
2003-05-14,287.1
2003-05-15,287.828
2003-05-16,285.992
2003-05-19,283.24
2003-05-20,282.512
2003-05-21,282.786
2003-05-22,284.013
2003-05-23,289.169
2003-05-26,292.673
2003-05-27,290.904
2003-05-28,293.629
2003-05-29,295.425
2003-05-30,296.756
2003-06-02,300.92
2003-06-03,299.425
2003-06-04,300.842
2003-06-05,303.315
2003-06-06,304.389
2003-06-09,306.108
2003-06-10,305.665
2003-06-11,305.674
2003-06-12,309.555
2003-06-13,310.948
2003-06-16,312.226
2003-06-17,317.65
2003-06-18,315.857
2003-06-19,318.331
2003-06-20,317.123
2003-06-23,312.705
2003-06-24,311.42
2003-06-25,314.176
2003-06-26,314.483
2003-06-27,315.421
2003-06-30,314.686
2003-07-01,319.412
2003-07-02,323.867
2003-07-03,325.727
2003-07-04,327.752
2003-07-07,332.495
2003-07-08,334.69
2003-07-09,332.659
2003-07-10,329.729
2003-07-11,329.269
2003-07-14,336.377
2003-07-15,334.934
2003-07-16,333.645
2003-07-17,329.626
2003-07-18,327.641
2003-07-21,326.799
2003-07-22,328.069
2003-07-23,327.561
2003-07-24,330.335
2003-07-25,332.331
2003-07-28,336.792
2003-07-29,335.534
2003-07-30,334.197
2003-07-31,334.735
2003-08-01,335.561
2003-08-04,334.187
2003-08-05,332.385
2003-08-06,329.842
2003-08-07,332.36
2003-08-08,331.325
2003-08-11,333.502
2003-08-12,333.393
2003-08-13,338.094
2003-08-14,341.416
2003-08-15,342.732
2003-08-18,344.717
2003-08-19,346.204
2003-08-20,347.19
2003-08-21,351.616
2003-08-22,352.515
2003-08-25,351.24
2003-08-26,350.216
2003-08-27,351.993
2003-08-28,352.726
2003-08-29,356.612
2003-09-01,359.296
2003-09-02,359.196
2003-09-03,361.066
2003-09-04,362.241
2003-09-05,364.824
2003-09-08,366.28
2003-09-09,366.309
2003-09-10,365.284
2003-09-11,366.019
2003-09-12,365.396
2003-09-15,361.481
2003-09-16,364.863
2003-09-17,367.379
2003-09-18,367.211
2003-09-19,365.625
2003-09-22,360.538
2003-09-23,361.594
2003-09-24,363.806
2003-09-25,360.439
2003-09-26,357.677
2003-09-29,357.947
2003-09-30,359.216
2003-10-01,362.488
2003-10-02,367.856
2003-10-03,370.305
2003-10-06,373.047
2003-10-07,375.254
2003-10-08,376.574
2003-10-09,380.785
2003-10-10,385.38
2003-10-13,386.748
2003-10-14,384.765
2003-10-15,383.885
2003-10-16,387.268
2003-10-17,384.402
2003-10-20,385.34
2003-10-21,385.345
2003-10-22,384.914
2003-10-23,376.905
2003-10-24,376.764
2003-10-27,377.19
2003-10-28,383.059
2003-10-29,384.961
2003-10-30,385.448
2003-10-31,384.223
2003-11-03,390.113
2003-11-04,391.525
2003-11-05,391.121
2003-11-06,387.367
2003-11-07,390.578
2003-11-10,388.63
2003-11-11,384.296
2003-11-12,387.32
2003-11-13,392.185
2003-11-14,391.729
2003-11-17,385.254
2003-11-18,386.186
2003-11-19,380.539
2003-11-20,377.855
2003-11-21,379.372
2003-11-24,376.086
2003-11-25,380.293
2003-11-26,383.947
2003-11-27,383.109
2003-11-28,388.356
2003-12-01,395.39
2003-12-02,396.985
2003-12-03,398.525
2003-12-04,396.651
2003-12-05,394.992
2003-12-08,393.26
2003-12-09,396.918
2003-12-10,394.636
2003-12-11,395.692
2003-12-12,399.288
2003-12-15,402.481
2003-12-16,397.997
2003-12-17,394.599
2003-12-18,396.449
2003-12-19,397.294
2003-12-22,399.606
2003-12-23,399.796
2003-12-24,401.177
2003-12-25,401.324
2003-12-26,401.944
2003-12-29,404.381
2003-12-30,409.249
2003-12-31,410.393
2004-01-01,410.584
2004-01-02,416.708
2004-01-05,427.046
2004-01-06,425.448
2004-01-07,425.257
2004-01-08,427.94
2004-01-09,434.173
2004-01-12,433.825
2004-01-13,434.293
2004-01-14,429.999
2004-01-15,424.676
2004-01-16,425.393
2004-01-19,427.965
2004-01-20,432.249
2004-01-21,431.079
2004-01-22,431.534
2004-01-23,434.193
2004-01-26,435.77
2004-01-27,438.149
2004-01-28,435.511
2004-01-29,427.453
2004-01-30,425.784
2004-02-02,425.415
2004-02-03,426.095
2004-02-04,424.227
2004-02-05,422.566
2004-02-06,427.004
2004-02-09,434.214
2004-02-10,435.02
2004-02-11,437.475
2004-02-12,442.05
2004-02-13,444.714
2004-02-16,444.238
2004-02-17,448.372
2004-02-18,448.357
2004-02-19,444.21
2004-02-20,441.541
2004-02-23,439.427
2004-02-24,436.369
2004-02-25,436.462
2004-02-26,438.211
2004-02-27,442.892
2004-03-01,449.99
2004-03-02,452.514
2004-03-03,446.209
2004-03-04,449.365
2004-03-05,452.344
2004-03-08,450.193
2004-03-09,448.282
2004-03-10,440.609
2004-03-11,435.167
2004-03-12,432.094
2004-03-15,429.705
2004-03-16,429.553
2004-03-17,434.748
2004-03-18,439.512
2004-03-19,441.679
2004-03-22,433.132
2004-03-23,429.784
2004-03-24,429.998
2004-03-25,428.775
2004-03-26,431.276
2004-03-29,437.828
2004-03-30,440.946
2004-03-31,445.559
2004-04-01,448.914
2004-04-02,449.675
2004-04-05,453.628
2004-04-06,456.93
2004-04-07,458.539
2004-04-08,458.991
2004-04-09,457.057
2004-04-12,460.318
2004-04-13,457.125
2004-04-14,451.104
2004-04-15,447.328
2004-04-16,446.504
2004-04-19,446.423
2004-04-20,447.698
2004-04-21,443.336
2004-04-22,439.268
2004-04-23,444.313
2004-04-26,441.381
2004-04-27,438.974
2004-04-28,430.351
2004-04-29,417.677
2004-04-30,409.299
2004-05-03,408.197
2004-05-04,414.478
2004-05-05,412.327
2004-05-06,405.73
2004-05-07,401.113
2004-05-10,381.816
2004-05-11,385.248
2004-05-12,391.398
2004-05-13,387.021
2004-05-14,380.364
2004-05-17,367.764
2004-05-18,374.114
2004-05-19,390.345
2004-05-20,385.712
2004-05-21,391.167
2004-05-24,394.725
2004-05-25,394.467
2004-05-26,398.206
2004-05-27,404.642
2004-05-28,406.331
2004-05-31,403.416
2004-06-01,403.995
2004-06-02,401.314
2004-06-03,391.231
2004-06-04,393.179
2004-06-07,404.264
2004-06-08,404.25
2004-06-09,399.853
2004-06-10,396.369
2004-06-11,388.49
2004-06-14,381.061
2004-06-15,383.131
2004-06-16,382.91
2004-06-17,386.314
2004-06-18,384.848
2004-06-21,386.198
2004-06-22,384.777
2004-06-23,387.313
2004-06-24,395.21
2004-06-25,398.645
2004-06-28,396.206
2004-06-29,395.961
2004-06-30,399.579
2004-07-01,399.448
2004-07-02,396.235
2004-07-05,395.444
2004-07-06,394.675
2004-07-07,396.708
2004-07-08,392.144
2004-07-09,394.375
2004-07-12,394.346
2004-07-13,394.601
2004-07-14,390.657
2004-07-15,388.255
2004-07-16,391.667
2004-07-19,392.924
2004-07-20,388.843
2004-07-21,390.876
2004-07-22,386.75
2004-07-23,385.006
2004-07-26,382.753
2004-07-27,383.55
2004-07-28,383.318
2004-07-29,381.758
2004-07-30,385.957
2004-08-02,383.348
2004-08-03,384.154
2004-08-04,382.831
2004-08-05,386.511
2004-08-06,384.993
2004-08-09,385.379
2004-08-10,385.911
2004-08-11,382.525
2004-08-12,384.304
2004-08-13,385.849
2004-08-16,385.868
2004-08-17,387.836
2004-08-18,389.74
2004-08-19,395.784
2004-08-20,395.427
2004-08-23,395.047
2004-08-24,396.047
2004-08-25,397.97
2004-08-26,401.487
2004-08-27,401.637
2004-08-30,402.329
2004-08-31,403.277
2004-09-01,407.331
2004-09-02,408.953
2004-09-03,405.188
2004-09-06,406.569
2004-09-07,407.188
2004-09-08,407.508
2004-09-09,408.064
2004-09-10,412.582
2004-09-13,416.735
2004-09-14,420.247
2004-09-15,418.309
2004-09-16,421.824
2004-09-17,422.123
2004-09-20,424.169
2004-09-21,427.807
2004-09-22,424.356
2004-09-23,423.101
2004-09-24,422.153
2004-09-27,419.823
2004-09-28,421.413
2004-09-29,422.938
2004-09-30,425.029
2004-10-01,430.3
2004-10-04,439.79
2004-10-05,438.989
2004-10-06,438.828
2004-10-07,438.91
2004-10-08,438.549
2004-10-11,436.765
2004-10-12,429.342
2004-10-13,426.012
2004-10-14,424.308
2004-10-15,425.908
2004-10-18,426.071
2004-10-19,428.671
2004-10-20,423.256
2004-10-21,425.979
2004-10-22,427.984
2004-10-25,424.605
2004-10-26,426.109
2004-10-27,429.306
2004-10-28,432.219
2004-10-29,434.136
2004-11-01,435.891
2004-11-02,438.675
2004-11-03,445.775
2004-11-04,446.575
2004-11-05,449.093
2004-11-08,446.542
2004-11-09,447.855
2004-11-10,450.24
2004-11-11,450.217
2004-11-12,455.389
2004-11-15,459.305
2004-11-16,458.819
2004-11-17,466.441
2004-11-18,467.634
2004-11-19,465.59
2004-11-22,461.084
2004-11-23,463.122
2004-11-24,466.64
2004-11-25,468.702
2004-11-26,469.032
2004-11-29,471.812
2004-11-30,474.482
2004-12-01,474.395
2004-12-02,477.115
2004-12-03,476.67
2004-12-06,477.64
2004-12-07,474.746
2004-12-08,468.127
2004-12-09,464.267
2004-12-10,461.636
2004-12-13,465.005
2004-12-14,469.749
2004-12-15,476.182
2004-12-16,479.195
2004-12-17,478.651
2004-12-20,482.679
2004-12-21,484.39
2004-12-22,484.758
2004-12-23,486.101
2004-12-24,487.251
2004-12-27,487.998
2004-12-28,489.728
2004-12-29,492.773
2004-12-30,495.147
2004-12-31,498.473
2005-01-03,499.121
2005-01-04,489.736
2005-01-05,482.443
2005-01-06,475.019
2005-01-07,476.605
2005-01-10,477.171
2005-01-11,478.892
2005-01-12,479.008
2005-01-13,481.448
2005-01-14,485.806
2005-01-17,489.902
2005-01-18,486.137
2005-01-19,486.225
2005-01-20,482.177
2005-01-21,484.047
2005-01-24,485.452
2005-01-25,485.612
2005-01-26,490.06
2005-01-27,491.043
2005-01-28,493.451
2005-01-31,500.387
2005-02-01,499.09
2005-02-02,499.9
2005-02-03,501.469
2005-02-04,504.078
2005-02-07,506.137
2005-02-08,504.397
2005-02-09,506.267
2005-02-10,505.939
2005-02-11,508.666
2005-02-14,516.555
2005-02-15,518.066
2005-02-16,517.668
2005-02-17,518.487
2005-02-18,521.853
2005-02-21,523.562
2005-02-22,527.105
2005-02-23,526.285
2005-02-24,531.777
2005-02-25,534.442
2005-02-28,540.03
2005-03-01,539.215
2005-03-02,533.041
2005-03-03,534.757
2005-03-04,536.859
2005-03-07,538.735
2005-03-08,538.488
2005-03-09,539.398
2005-03-10,534.269
2005-03-11,538.53
2005-03-14,530.887
2005-03-15,521.629
2005-03-16,520.238
2005-03-17,518.666
2005-03-18,518.335
2005-03-21,514.343
2005-03-22,512.333
2005-03-23,503.455
2005-03-24,502.877
2005-03-25,505.104
2005-03-28,502.917
2005-03-29,495.826
2005-03-30,497.588
2005-03-31,506.237
2005-04-01,512.365
2005-04-04,506.807
2005-04-05,506.924
2005-04-06,509.083
2005-04-07,511.131
2005-04-08,511.79
2005-04-11,510.28
2005-04-12,508.906
2005-04-13,510.356
2005-04-14,500.638
2005-04-15,494.489
2005-04-18,485.626
2005-04-19,491.52
2005-04-20,491.622
2005-04-21,493.307
2005-04-22,495.837
2005-04-25,498.142
2005-04-26,499.539
2005-04-27,495.382
2005-04-28,489.529
2005-04-29,490.052
2005-05-02,491.46
2005-05-03,491.295
2005-05-04,499.77
2005-05-05,504.341
2005-05-06,507.895
2005-05-09,507.695
2005-05-10,505.321
2005-05-11,501.324
2005-05-12,499.069
2005-05-13,498.246
2005-05-16,497.851
2005-05-17,496.908
2005-05-18,501.502
2005-05-19,507.586
2005-05-20,506.302
2005-05-23,505.005
2005-05-24,506.93
2005-05-25,504.518
2005-05-26,505.362
2005-05-27,511.928
2005-05-30,514.376
2005-05-31,511.129
2005-06-01,509.455
2005-06-02,513.667
2005-06-03,518.181
2005-06-06,517.284
2005-06-07,516.334
2005-06-08,518.299
2005-06-09,515.006
2005-06-10,518.163
2005-06-13,519.13
2005-06-14,519.787
2005-06-15,523.662
2005-06-16,526.051
2005-06-17,530.198
2005-06-20,529.051
2005-06-21,526.829
2005-06-22,531.22
2005-06-23,529.616
2005-06-24,526.848
2005-06-27,525.724
2005-06-28,526.631
2005-06-29,525.725
2005-06-30,525.711
2005-07-01,528.683
2005-07-04,526.85
2005-07-05,524.144
2005-07-06,526.674
2005-07-07,524.715
2005-07-08,525.762
2005-07-11,536.226
2005-07-12,543.124
2005-07-13,544.832
2005-07-14,549.58
2005-07-15,545.589
2005-07-18,547.12
2005-07-19,549.79
2005-07-20,551.188
2005-07-21,554.958
2005-07-22,556.928
2005-07-25,556.722
2005-07-26,552.384
2005-07-27,553.966
2005-07-28,560.198
2005-07-29,562.075
2005-08-01,565.764
2005-08-02,572.147
2005-08-03,576.014
2005-08-04,576.625
2005-08-05,573.478
2005-08-08,573.3
2005-08-09,574.703
2005-08-10,580.78
2005-08-11,581.594
2005-08-12,579.347
2005-08-15,578.673
2005-08-16,575.909
2005-08-17,574.978
2005-08-18,567.804
2005-08-19,564.553
2005-08-22,572.936
2005-08-23,570.022
2005-08-24,565.553
2005-08-25,566.973
2005-08-26,566.732
2005-08-29,561.285
2005-08-30,561.12
2005-08-31,565.832
2005-09-01,575.244
2005-09-02,581.677
2005-09-05,583.099
2005-09-06,584.549
2005-09-07,586.455
2005-09-08,588.55
2005-09-09,592.006
2005-09-12,593.984
2005-09-13,592.153
2005-09-14,594.214
2005-09-15,595.203
2005-09-16,596.326
2005-09-19,598.076
2005-09-20,603.261
2005-09-21,606.429
2005-09-22,601.92
2005-09-23,596.742
2005-09-26,601.122
2005-09-27,603.217
2005-09-28,605.122
2005-09-29,610.547
2005-09-30,615.541
2005-10-03,615.296
2005-10-04,618.824
2005-10-05,610.226
2005-10-06,596.865
2005-10-07,597.487
2005-10-10,602.3
2005-10-11,605.616
2005-10-12,595.781
2005-10-13,582.494
2005-10-14,578.963
2005-10-17,580.893
2005-10-18,577.13
2005-10-19,564.983
2005-10-20,568.055
2005-10-21,570.316
2005-10-24,575.071
2005-10-25,574.805
2005-10-26,577.359
2005-10-27,570.294
2005-10-28,567.925
2005-10-31,579.166
2005-11-01,587.528
2005-11-02,595.344
2005-11-03,600.951
