Date,ACWI IMI GROWTH IMI (Large+Mid+Small Cap)
2001-01-01,755.023
2001-01-02,730.661
2001-01-03,757.607
2001-01-04,759.206
2001-01-05,743.48
2001-01-08,737.658
2001-01-09,735.97
2001-01-10,741.371
2001-01-11,755.088
2001-01-12,758.406
2001-01-15,758.019
2001-01-16,758.408
2001-01-17,769.04
2001-01-18,783.877
2001-01-19,784.857
2001-01-22,783.031
2001-01-23,790.638
2001-01-24,790.271
2001-01-25,783.176
2001-01-26,781.321
2001-01-29,785.027
2001-01-30,788.5
2001-01-31,787.049
2001-02-01,787.739
2001-02-02,770.569
2001-02-05,767.585
2001-02-06,767.587
2001-02-07,757.998
2001-02-08,748.409
2001-02-09,735.634
2001-02-12,743.225
2001-02-13,735.56
2001-02-14,733.134
2001-02-15,741.566
2001-02-16,723.174
2001-02-19,720.878
2001-02-20,707.354
2001-02-21,695.287
2001-02-22,689.325
2001-02-23,685.312
2001-02-26,696.003
2001-02-27,689.061
2001-02-28,679.356
2001-03-01,678.204
2001-03-02,668.833
2001-03-05,672.577
2001-03-06,687.381
2001-03-07,688.823
2001-03-08,683.874
2001-03-09,667.016
2001-03-12,636.984
2001-03-13,638.189
2001-03-14,625.933
2001-03-15,627.315
2001-03-16,613.151
2001-03-19,619.017
2001-03-20,613.281
2001-03-21,606.91
2001-03-22,597.145
2001-03-23,614.463
2001-03-26,626.946
2001-03-27,638.101
2001-03-28,621.91
2001-03-29,610.664
2001-03-30,612.134
2001-04-02,601.941
2001-04-03,581.641
2001-04-04,583.175
2001-04-05,608.102
2001-04-06,601.982
2001-04-09,603.631
2001-04-10,617.525
2001-04-11,622.967
2001-04-12,634.086
2001-04-13,634.211
2001-04-16,627.015
2001-04-17,628.576
2001-04-18,657.767
2001-04-19,674.905
2001-04-20,671.225
2001-04-23,657.959
2001-04-24,650.889
2001-04-25,658.586
2001-04-26,662.959
2001-04-27,669.686
2001-04-30,675.123
2001-05-01,685.815
2001-05-02,691.537
2001-05-03,680.551
2001-05-04,687.007
2001-05-07,687.601
2001-05-08,685.427
2001-05-09,678.166
2001-05-10,678.802
2001-05-11,672.41
2001-05-14,665.519
2001-05-15,668.741
2001-05-16,678.851
2001-05-17,687.157
2001-05-18,687.424
2001-05-21,700.619
2001-05-22,700.667
2001-05-23,689.743
2001-05-24,690.987
2001-05-25,683.415
2001-05-28,683.191
2001-05-29,673.45
2001-05-30,658.499
2001-05-31,658.567
2001-06-01,660.798
2001-06-04,662.956
2001-06-05,671.828
2001-06-06,667.55
2001-06-07,672.686
2001-06-08,667.688
2001-06-11,657.802
2001-06-12,652.493
2001-06-13,649.239
2001-06-14,640.545
2001-06-15,635.6
2001-06-18,629.021
2001-06-19,628.819
2001-06-20,631.156
2001-06-21,635.888
2001-06-22,633.223
2001-06-25,631.584
2001-06-26,628.633
2001-06-27,626.913
2001-06-28,630.874
2001-06-29,635.276
2001-07-02,639.048
2001-07-03,636.518
2001-07-04,633.188
2001-07-05,621.253
2001-07-06,607.2
2001-07-09,609.306
2001-07-10,603.373
2001-07-11,599.141
2001-07-12,612.723
2001-07-13,614.575
2001-07-16,607.639
2001-07-17,608.496
2001-07-18,605.074
2001-07-19,610.523
2001-07-20,609.132
2001-07-23,599.94
2001-07-24,594.858
2001-07-25,598.744
2001-07-26,604.178
2001-07-27,607.627
2001-07-30,607.194
2001-07-31,612.403
2001-08-01,617.931
2001-08-02,623.264
2001-08-03,619.769
2001-08-06,613.444
2001-08-07,612.727
2001-08-08,603.112
2001-08-09,598.942
2001-08-10,599.599
2001-08-13,600.739
2001-08-14,602.621
2001-08-15,600.949
2001-08-16,597.845
2001-08-17,588.417
2001-08-20,587.55
2001-08-21,584.479
2001-08-22,587.973
2001-08-23,583.952
2001-08-24,595.137
2001-08-27,595.32
2001-08-28,586.107
2001-08-29,581.339
2001-08-30,569.624
2001-08-31,570.807
2001-09-03,566.547
2001-09-04,565.379
2001-09-05,558.716
2001-09-06,546.431
2001-09-07,538.746
2001-09-10,536.141
2001-09-11,528.292
2001-09-12,525.159
2001-09-13,527.253
2001-09-14,523.586
2001-09-17,505.994
2001-09-18,503.045
2001-09-19,499.561
2001-09-20,485.354
2001-09-21,473.494
2001-09-24,491.734
2001-09-25,497.609
2001-09-26,495.32
2001-09-27,498.22
2001-09-28,509.013
2001-10-01,506.254
2001-10-02,510.968
2001-10-03,519.771
2001-10-04,525.907
2001-10-05,528.273
2001-10-08,526.251
2001-10-09,522.74
2001-10-10,532.15
2001-10-11,544.303
2001-10-12,544.775
2001-10-15,541.384
2001-10-16,545.968
2001-10-17,542.355
2001-10-18,536.271
2001-10-19,536.068
2001-10-22,542.676
2001-10-23,545.779
2001-10-24,549.098
2001-10-25,552.49
2001-10-26,555.416
2001-10-29,544.823
2001-10-30,534.565
2001-10-31,536.062
2001-11-01,545.61
2001-11-02,546.616
2001-11-05,554.933
2001-11-06,562.185
2001-11-07,561.46
2001-11-08,564.41
2001-11-09,562.723
2001-11-12,559.759
2001-11-13,569.221
2001-11-14,572.879
2001-11-15,576.176
2001-11-16,577.574
2001-11-19,583.725
2001-11-20,576.162
2001-11-21,572.785
2001-11-22,575.095
2001-11-23,577.73
2001-11-26,585.097
2001-11-27,582.12
2001-11-28,572.59
2001-11-29,575.08
2001-11-30,577.849
2001-12-03,571.736
2001-12-04,580.417
2001-12-05,596.555
2001-12-06,598.445
2001-12-07,592.94
2001-12-10,582.097
2001-12-11,581.988
2001-12-12,584.145
2001-12-13,572.877
2001-12-14,572.494
2001-12-17,579.117
2001-12-18,581.045
2001-12-19,579.116
2001-12-20,573.756
2001-12-21,575.519
2001-12-24,573.944
2001-12-25,573.905
2001-12-26,575.265
2001-12-27,581.942
2001-12-28,585.234
2001-12-31,582.961
2002-01-01,582.958
2002-01-02,585.362
2002-01-03,592.574
2002-01-04,596.266
2002-01-07,592.219
2002-01-08,588.717
2002-01-09,586.818
2002-01-10,584.536
2002-01-11,581.059
2002-01-14,575.359
2002-01-15,575.886
2002-01-16,566.444
2002-01-17,571.344
2002-01-18,567.285
2002-01-21,566.185
2002-01-22,561.119
2002-01-23,564.318
2002-01-24,567.259
2002-01-25,564.679
2002-01-28,565.777
2002-01-29,554.849
2002-01-30,554.91
2002-01-31,561.033
2002-02-01,557.68
2002-02-04,548.074
2002-02-05,543.632
2002-02-06,540.297
2002-02-07,539.89
2002-02-08,545.355
2002-02-11,553.011
2002-02-12,552.723
2002-02-13,556.659
2002-02-14,557.277
2002-02-15,551.593
2002-02-18,550.272
2002-02-19,539.941
2002-02-20,541.717
2002-02-21,537.97
2002-02-22,538.665
2002-02-25,544.679
2002-02-26,545.32
2002-02-27,548.549
2002-02-28,547.086
2002-03-01,557.528
2002-03-04,572.39
2002-03-05,571.073
2002-03-06,577.129
2002-03-07,581.396
2002-03-08,585.983
2002-03-11,586.428
2002-03-12,579.666
2002-03-13,574.422
2002-03-14,576.657
2002-03-15,581.463
2002-03-18,581.824
2002-03-19,583.928
2002-03-20,576.63
2002-03-21,577.122
2002-03-22,574.822
2002-03-25,567.286
2002-03-26,568.614
2002-03-27,570.34
2002-03-28,573.857
2002-03-29,573.009
2002-04-01,574.002
2002-04-02,569.538
2002-04-03,566.734
2002-04-04,566.638
2002-04-05,564.622
2002-04-08,562.426
2002-04-09,558.955
2002-04-10,563.873
2002-04-11,553.606
2002-04-12,555.899
2002-04-15,556.299
2002-04-16,567.535
2002-04-17,569.641
2002-04-18,568.855
2002-04-19,567.652
2002-04-22,562.0
2002-04-23,559.03
2002-04-24,556.618
2002-04-25,556.123
2002-04-26,549.353
2002-04-29,545.819
2002-04-30,548.887
2002-05-01,552.063
2002-05-02,547.811
2002-05-03,543.879
2002-05-06,537.757
2002-05-07,533.33
2002-05-08,550.454
2002-05-09,544.858
2002-05-10,537.735
2002-05-13,543.302
2002-05-14,551.421
2002-05-15,554.559
2002-05-16,556.607
2002-05-17,562.96
2002-05-20,558.28
2002-05-21,552.426
2002-05-22,553.257
