Date,ACWI IMI GROWTH IMI (Large+Mid+Small Cap)
2002-05-23,554.787
2002-05-24,551.316
2002-05-27,550.297
2002-05-28,548.455
2002-05-29,545.238
2002-05-30,543.87
2002-05-31,543.216
2002-06-03,535.169
2002-06-04,532.943
2002-06-05,534.325
2002-06-06,528.7
2002-06-07,524.433
2002-06-10,525.644
2002-06-11,520.478
2002-06-12,518.867
2002-06-13,513.268
2002-06-14,509.421
2002-06-17,520.833
2002-06-18,520.705
2002-06-19,512.794
2002-06-20,506.815
2002-06-21,500.375
2002-06-24,500.392
2002-06-25,496.294
2002-06-26,495.232
2002-06-27,502.372
2002-06-28,507.234
2002-07-01,499.118
2002-07-02,487.264
2002-07-03,486.702
2002-07-04,489.1
2002-07-05,505.7
2002-07-08,502.672
2002-07-09,495.916
2002-07-10,481.106
2002-07-11,478.665
2002-07-12,479.522
2002-07-15,474.18
2002-07-16,469.673
2002-07-17,475.248
2002-07-18,470.358
2002-07-19,454.827
2002-07-22,439.957
2002-07-23,429.363
2002-07-24,440.422
2002-07-25,440.947
2002-07-26,441.586
2002-07-29,461.022
2002-07-30,464.268
2002-07-31,463.483
2002-08-01,451.057
2002-08-02,444.923
2002-08-05,431.352
2002-08-06,439.554
2002-08-07,446.194
2002-08-08,458.187
2002-08-09,461.429
2002-08-12,457.712
2002-08-13,452.802
2002-08-14,463.17
2002-08-15,470.156
2002-08-16,472.715
2002-08-19,480.244
2002-08-20,474.686
2002-08-21,480.72
2002-08-22,486.422
2002-08-23,478.079
2002-08-26,479.383
2002-08-27,475.463
2002-08-28,465.137
2002-08-29,463.75
2002-08-30,462.998
2002-09-02,460.916
2002-09-03,445.833
2002-09-04,450.531
2002-09-05,445.547
2002-09-06,452.853
2002-09-09,454.594
2002-09-10,459.232
2002-09-11,461.579
2002-09-12,451.414
2002-09-13,449.499
2002-09-16,447.735
2002-09-17,442.742
2002-09-18,438.374
2002-09-19,429.413
2002-09-20,428.515
2002-09-23,419.902
2002-09-24,414.699
2002-09-25,422.905
2002-09-26,431.082
2002-09-27,424.317
2002-09-30,416.811
2002-10-01,425.662
2002-10-02,423.273
2002-10-03,419.23
2002-10-04,411.601
2002-10-07,403.403
2002-10-08,406.43
2002-10-09,399.761
2002-10-10,408.302
2002-10-11,423.269
2002-10-14,425.201
2002-10-15,444.498
2002-10-16,435.204
2002-10-17,444.799
2002-10-18,446.828
2002-10-21,450.844
2002-10-22,446.05
2002-10-23,446.023
2002-10-24,443.694
2002-10-25,449.753
2002-10-28,449.177
2002-10-29,442.92
2002-10-30,447.73
2002-10-31,448.902
2002-11-01,452.708
2002-11-04,459.951
2002-11-05,463.247
2002-11-06,465.217
2002-11-07,458.66
2002-11-08,453.91
2002-11-11,445.44
2002-11-12,450.417
2002-11-13,449.982
2002-11-14,458.744
2002-11-15,461.768
2002-11-18,459.044
2002-11-19,456.12
2002-11-20,461.359
2002-11-21,471.701
2002-11-22,471.355
2002-11-25,471.239
2002-11-26,462.735
2002-11-27,472.856
2002-11-28,475.267
2002-11-29,473.669
2002-12-02,473.408
2002-12-03,466.773
2002-12-04,464.511
2002-12-05,459.377
2002-12-06,461.021
2002-12-09,451.801
2002-12-10,455.98
2002-12-11,456.852
2002-12-12,455.735
2002-12-13,450.247
2002-12-16,457.32
2002-12-17,454.871
2002-12-18,447.57
2002-12-19,445.579
2002-12-20,449.493
2002-12-23,451.143
2002-12-24,450.677
2002-12-25,450.564
2002-12-26,450.071
2002-12-27,443.694
2002-12-30,445.618
2002-12-31,447.135
2003-01-01,447.137
2003-01-02,457.228
2003-01-03,459.263
2003-01-06,466.106
2003-01-07,463.162
2003-01-08,456.727
2003-01-09,463.982
2003-01-10,465.401
2003-01-13,465.645
2003-01-14,468.945
2003-01-15,463.758
2003-01-16,462.044
2003-01-17,455.355
2003-01-20,453.433
2003-01-21,449.604
2003-01-22,445.7
2003-01-23,450.197
2003-01-24,441.548
2003-01-27,432.374
2003-01-28,435.155
2003-01-29,437.297
2003-01-30,432.64
2003-01-31,434.495
2003-02-03,437.108
2003-02-04,432.11
2003-02-05,432.385
2003-02-06,428.225
2003-02-07,423.994
2003-02-10,424.45
2003-02-11,425.079
2003-02-12,421.064
2003-02-13,420.042
2003-02-14,426.472
2003-02-17,428.707
2003-02-18,435.013
2003-02-19,431.414
2003-02-20,430.08
2003-02-21,433.576
2003-02-24,428.345
2003-02-25,425.538
2003-02-26,422.597
2003-02-27,424.943
2003-02-28,428.42
2003-03-03,427.871
2003-03-04,422.259
2003-03-05,423.395
2003-03-06,420.706
2003-03-07,420.406
2003-03-10,411.887
2003-03-11,409.095
2003-03-12,408.121
2003-03-13,420.168
2003-03-14,423.982
2003-03-17,435.319
2003-03-18,437.782
2003-03-19,440.41
2003-03-20,442.191
2003-03-21,449.964
2003-03-24,438.189
2003-03-25,442.34
2003-03-26,441.588
2003-03-27,440.177
2003-03-28,438.342
2003-03-31,430.786
2003-04-01,434.045
2003-04-02,444.368
2003-04-03,443.847
2003-04-04,444.713
2003-04-07,448.88
2003-04-08,446.631
2003-04-09,442.756
2003-04-10,443.174
2003-04-11,441.839
2003-04-14,447.877
2003-04-15,451.984
2003-04-16,449.477
2003-04-17,455.73
2003-04-18,456.024
2003-04-21,455.056
2003-04-22,461.314
2003-04-23,463.964
2003-04-24,461.092
2003-04-25,455.304
2003-04-28,461.801
2003-04-29,463.468
2003-04-30,465.826
2003-05-01,467.475
2003-05-02,472.178
2003-05-05,474.332
2003-05-06,480.167
2003-05-07,477.878
2003-05-08,472.934
2003-05-09,479.059
2003-05-12,484.324
2003-05-13,483.568
2003-05-14,482.888
2003-05-15,485.742
2003-05-16,485.969
2003-05-19,475.536
2003-05-20,475.007
2003-05-21,474.539
2003-05-22,479.161
2003-05-23,480.055
2003-05-26,480.667
2003-05-27,486.879
2003-05-28,488.93
2003-05-29,490.907
2003-05-30,493.84
2003-06-02,497.361
2003-06-03,497.643
2003-06-04,503.465
2003-06-05,507.264
2003-06-06,507.327
2003-06-09,503.461
2003-06-10,505.694
2003-06-11,512.31
2003-06-12,513.31
2003-06-13,509.676
2003-06-16,518.805
2003-06-17,521.993
2003-06-18,521.59
2003-06-19,515.335
2003-06-20,514.926
2003-06-23,506.615
2003-06-24,504.585
2003-06-25,504.612
2003-06-26,506.277
2003-06-27,504.598
2003-06-30,502.95
2003-07-01,505.465
2003-07-02,513.27
2003-07-03,512.809
2003-07-04,511.794
2003-07-07,520.616
2003-07-08,522.508
2003-07-09,520.917
2003-07-10,515.642
2003-07-11,517.88
2003-07-14,523.191
2003-07-15,520.962
2003-07-16,518.18
2003-07-17,509.515
2003-07-18,512.101
2003-07-21,508.322
2003-07-22,511.52
2003-07-23,515.178
2003-07-24,515.685
2003-07-25,520.378
2003-07-28,521.896
2003-07-29,519.813
2003-07-30,517.032
2003-07-31,517.251
2003-08-01,513.764
2003-08-04,513.31
2003-08-05,508.043
2003-08-06,505.247
2003-08-07,508.173
2003-08-08,509.103
2003-08-11,512.317
2003-08-12,516.465
2003-08-13,516.641
2003-08-14,519.807
2003-08-15,520.352
2003-08-18,524.627
2003-08-19,526.402
2003-08-20,527.005
2003-08-21,528.577
2003-08-22,525.747
2003-08-25,524.914
2003-08-26,524.827
2003-08-27,526.621
2003-08-28,529.64
2003-08-29,532.671
2003-09-01,535.848
2003-09-02,539.106
2003-09-03,542.522
2003-09-04,544.062
2003-09-05,543.447
2003-09-08,549.024
2003-09-09,547.199
2003-09-10,540.708
2003-09-11,542.048
2003-09-12,544.025
2003-09-15,543.036
2003-09-16,549.653
2003-09-17,550.681
2003-09-18,556.208
2003-09-19,555.668
2003-09-22,549.383
2003-09-23,552.39
2003-09-24,545.369
2003-09-25,540.966
2003-09-26,536.475
2003-09-29,540.076
2003-09-30,535.769
2003-10-01,545.976
2003-10-02,549.308
2003-10-03,556.402
2003-10-06,557.843
2003-10-07,561.314
2003-10-08,559.066
2003-10-09,563.121
2003-10-10,565.163
2003-10-13,568.417
2003-10-14,570.083
2003-10-15,569.193
2003-10-16,572.323
2003-10-17,567.183
2003-10-20,569.685
2003-10-21,572.24
2003-10-22,565.34
2003-10-23,560.299
2003-10-24,559.385
2003-10-27,562.367
2003-10-28,569.899
2003-10-29,571.998
2003-10-30,572.07
2003-10-31,570.676
2003-11-03,573.763
2003-11-04,573.861
2003-11-05,572.459
2003-11-06,572.907
2003-11-07,574.283
2003-11-10,570.641
2003-11-11,567.571
2003-11-12,574.932
2003-11-13,578.087
2003-11-14,575.663
2003-11-17,568.084
2003-11-18,566.901
2003-11-19,566.92
2003-11-20,564.765
2003-11-21,565.971
2003-11-24,572.796
2003-11-25,573.954
2003-11-26,578.056
2003-11-27,578.356
2003-11-28,579.506
2003-12-01,587.045
2003-12-02,586.852
2003-12-03,585.942
2003-12-04,586.186
2003-12-05,582.52
2003-12-08,582.915
2003-12-09,579.156
2003-12-10,575.687
2003-12-11,580.425
2003-12-12,583.621
2003-12-15,583.189
2003-12-16,582.345
2003-12-17,582.227
2003-12-18,587.671
2003-12-19,587.401
2003-12-22,589.199
2003-12-23,591.676
2003-12-24,592.443
2003-12-25,592.601
2003-12-26,593.813
2003-12-29,600.159
2003-12-30,602.816
2003-12-31,604.288
2004-01-01,604.302
2004-01-02,605.576
2004-01-05,614.543
2004-01-06,616.576
2004-01-07,617.037
2004-01-08,622.01
2004-01-09,622.371
2004-01-12,623.414
2004-01-13,621.247
2004-01-14,623.681
2004-01-15,621.155
2004-01-16,623.907
2004-01-19,624.877
2004-01-20,628.149
2004-01-21,630.547
2004-01-22,631.258
2004-01-23,631.367
2004-01-26,633.187
2004-01-27,630.321
2004-01-28,624.143
2004-01-29,619.312
2004-01-30,619.592
2004-02-02,621.381
2004-02-03,623.305
2004-02-04,617.023
2004-02-05,618.648
2004-02-06,627.857
2004-02-09,629.278
2004-02-10,631.973
2004-02-11,634.914
2004-02-12,636.007
2004-02-13,633.951
2004-02-16,634.279
2004-02-17,640.787
2004-02-18,639.189
2004-02-19,635.602
2004-02-20,630.655
2004-02-23,628.149
2004-02-24,627.125
2004-02-25,627.864
2004-02-26,627.723
2004-02-27,629.544
2004-03-01,637.71
2004-03-02,633.819
2004-03-03,630.151
2004-03-04,633.842
2004-03-05,637.968
2004-03-08,633.072
2004-03-09,630.179
2004-03-10,620.579
2004-03-11,611.15
2004-03-12,614.628
2004-03-15,607.034
2004-03-16,611.747
2004-03-17,617.958
2004-03-18,618.632
2004-03-19,615.076
2004-03-22,606.781
2004-03-23,605.656
2004-03-24,604.719
2004-03-25,613.972
2004-03-26,614.508
2004-03-29,622.607
2004-03-30,624.798
2004-03-31,627.215
2004-04-01,633.1
2004-04-02,637.647
2004-04-05,640.399
2004-04-06,638.194
2004-04-07,638.57
2004-04-08,637.651
2004-04-09,636.335
2004-04-12,639.563
2004-04-13,632.795
2004-04-14,628.687
2004-04-15,626.818
2004-04-16,629.831
2004-04-19,631.378
2004-04-20,625.933
2004-04-21,625.095
2004-04-22,630.162
2004-04-23,632.543
2004-04-26,631.94
2004-04-27,631.243
2004-04-28,620.966
2004-04-29,616.767
2004-04-30,611.017
2004-05-03,614.244
2004-05-04,618.864
2004-05-05,622.074
2004-05-06,614.416
2004-05-07,605.991
2004-05-10,591.078
2004-05-11,596.035
2004-05-12,597.771
2004-05-13,595.39
2004-05-14,592.312
2004-05-17,585.423
2004-05-18,590.603
2004-05-19,597.653
2004-05-20,594.047
2004-05-21,598.705
2004-05-24,600.024
2004-05-25,606.181
2004-05-26,609.644
2004-05-27,616.524
2004-05-28,616.275
2004-05-31,616.266
2004-06-01,616.348
2004-06-02,617.317
2004-06-03,611.436
2004-06-04,615.129
2004-06-07,626.526
2004-06-08,627.429
2004-06-09,620.626
2004-06-10,621.556
2004-06-11,619.308
2004-06-14,613.203
2004-06-15,616.891
2004-06-16,618.639
2004-06-17,618.509
2004-06-18,619.575
2004-06-21,618.372
2004-06-22,617.894
2004-06-23,621.743
2004-06-24,625.057
2004-06-25,623.932
2004-06-28,624.963
2004-06-29,624.251
2004-06-30,625.91
2004-07-01,621.951
2004-07-02,620.376
2004-07-05,618.345
2004-07-06,612.727
2004-07-07,614.985
2004-07-08,611.346
2004-07-09,612.735
2004-07-12,612.647
2004-07-13,611.441
2004-07-14,609.275
2004-07-15,605.872
2004-07-16,605.345
2004-07-19,603.743
2004-07-20,605.725
2004-07-21,599.405
2004-07-22,598.426
2004-07-23,590.626
2004-07-26,587.042
2004-07-27,589.504
2004-07-28,588.94
2004-07-29,592.405
2004-07-30,594.678
2004-08-02,595.45
2004-08-03,592.738
2004-08-04,589.612
2004-08-05,584.178
2004-08-06,577.929
2004-08-09,575.612
2004-08-10,582.2
2004-08-11,578.148
2004-08-12,573.807
2004-08-13,574.962
2004-08-16,579.934
2004-08-17,582.5
2004-08-18,587.438
2004-08-19,589.404
2004-08-20,591.085
2004-08-23,591.359
2004-08-24,589.707
2004-08-25,593.267
2004-08-26,594.496
2004-08-27,596.727
2004-08-30,592.758
2004-08-31,593.911
2004-09-01,597.371
2004-09-02,601.605
2004-09-03,597.107
2004-09-06,599.357
2004-09-07,601.756
2004-09-08,601.113
2004-09-09,601.243
2004-09-10,606.452
2004-09-13,609.596
2004-09-14,611.454
2004-09-15,605.122
2004-09-16,606.597
2004-09-17,608.256
2004-09-20,606.419
2004-09-21,610.753
2004-09-22,604.465
2004-09-23,604.107
2004-09-24,602.772
2004-09-27,598.953
2004-09-28,601.659
2004-09-29,605.283
2004-09-30,607.92
2004-10-01,616.475
2004-10-04,619.567
2004-10-05,619.801
2004-10-06,622.009
2004-10-07,617.047
2004-10-08,615.205
2004-10-11,615.407
2004-10-12,610.418
2004-10-13,608.119
2004-10-14,605.177
2004-10-15,607.655
2004-10-18,610.036
2004-10-19,610.609
2004-10-20,610.441
2004-10-21,613.618
2004-10-22,609.629
2004-10-25,607.907
2004-10-26,613.047
2004-10-27,621.179
2004-10-28,623.443
2004-10-29,623.152
2004-11-01,624.234
2004-11-02,627.021
2004-11-03,634.158
2004-11-04,639.422
2004-11-05,644.144
2004-11-08,643.15
2004-11-09,642.528
2004-11-10,641.85
2004-11-11,646.149
2004-11-12,652.704
2004-11-15,655.201
2004-11-16,652.143
2004-11-17,658.006
2004-11-18,657.558
2004-11-19,653.082
2004-11-22,652.339
2004-11-23,653.162
2004-11-24,657.026
2004-11-25,659.996
2004-11-26,659.734
2004-11-29,660.644
2004-11-30,657.195
2004-12-01,664.359
2004-12-02,666.546
2004-12-03,668.728
2004-12-06,668.022
2004-12-07,663.014
2004-12-08,660.366
2004-12-09,659.923
2004-12-10,658.542
2004-12-13,664.489
2004-12-14,667.254
2004-12-15,671.223
2004-12-16,669.094
2004-12-17,666.584
2004-12-20,669.671
2004-12-21,672.227
2004-12-22,674.969
2004-12-23,677.222
2004-12-24,679.034
2004-12-27,679.102
2004-12-28,682.919
2004-12-29,682.31
2004-12-30,685.101
2004-12-31,685.043
2005-01-03,680.459
2005-01-04,671.089
2005-01-05,666.669
2005-01-06,665.611
2005-01-07,664.983
2005-01-10,667.867
2005-01-11,666.536
2005-01-12,669.605
2005-01-13,665.876
2005-01-14,667.863
2005-01-17,669.725
2005-01-18,670.799
2005-01-19,667.931
2005-01-20,661.436
2005-01-21,659.823
2005-01-24,658.502
2005-01-25,658.91
2005-01-26,665.201
2005-01-27,665.768
2005-01-28,663.958
2005-01-31,669.366
2005-02-01,671.711
2005-02-02,674.363
2005-02-03,671.38
2005-02-04,677.264
2005-02-07,676.237
2005-02-08,674.806
2005-02-09,671.169
2005-02-10,674.299
2005-02-11,679.219
2005-02-14,682.423
2005-02-15,684.684
2005-02-16,683.38
2005-02-17,681.576
2005-02-18,682.03
2005-02-21,682.82
2005-02-22,679.531
2005-02-23,678.331
2005-02-24,681.689
2005-02-25,687.623
2005-02-28,687.82
2005-03-01,690.394
2005-03-02,688.9
2005-03-03,689.336
2005-03-04,695.905
2005-03-07,696.648
2005-03-08,696.239
2005-03-09,693.359
2005-03-10,691.703
2005-03-11,690.934
2005-03-14,689.565
2005-03-15,687.112
2005-03-16,684.445
2005-03-17,683.904
2005-03-18,682.484
2005-03-21,679.019
2005-03-22,677.018
2005-03-23,671.278
2005-03-24,670.812
2005-03-25,671.251
2005-03-28,670.277
2005-03-29,665.925
2005-03-30,671.03
2005-03-31,672.885
2005-04-01,671.331
2005-04-04,668.503
2005-04-05,672.583
2005-04-06,673.965
2005-04-07,678.161
2005-04-08,675.219
2005-04-11,675.744
2005-04-12,674.644
2005-04-13,671.815
2005-04-14,664.399
2005-04-15,656.492
2005-04-18,651.917
2005-04-19,658.326
2005-04-20,654.619
2005-04-21,662.275
2005-04-22,660.947
2005-04-25,663.46
2005-04-26,658.938
2005-04-27,657.129
2005-04-28,651.847
2005-04-29,655.718
2005-05-02,657.638
2005-05-03,658.998
2005-05-04,666.798
2005-05-05,667.291
2005-05-06,668.467
2005-05-09,669.55
2005-05-10,665.394
2005-05-11,665.235
2005-05-12,661.056
2005-05-13,658.737
2005-05-16,660.525
2005-05-17,662.452
2005-05-18,668.707
2005-05-19,672.669
2005-05-20,671.044
2005-05-23,674.776
2005-05-24,675.775
2005-05-25,672.928
2005-05-26,676.159
2005-05-27,678.283
2005-05-30,679.199
2005-05-31,675.559
2005-06-01,679.961
2005-06-02,682.148
2005-06-03,680.137
2005-06-06,680.923
2005-06-07,682.281
2005-06-08,682.213
2005-06-09,681.207
2005-06-10,680.035
2005-06-13,680.122
2005-06-14,681.559
2005-06-15,683.537
2005-06-16,686.399
2005-06-17,691.065
2005-06-20,689.695
2005-06-21,690.493
2005-06-22,691.093
2005-06-23,686.389
2005-06-24,681.851
2005-06-27,680.147
2005-06-28,684.991
2005-06-29,684.747
2005-06-30,682.178
2005-07-01,681.584
2005-07-04,681.41
2005-07-05,684.355
2005-07-06,683.961
2005-07-07,681.694
2005-07-08,688.856
2005-07-11,696.464
2005-07-12,700.256
2005-07-13,698.575
2005-07-14,700.812
2005-07-15,699.801
2005-07-18,698.762
2005-07-19,701.523
2005-07-20,703.931
2005-07-21,705.458
2005-07-22,707.245
2005-07-25,705.013
2005-07-26,704.312
2005-07-27,707.882
2005-07-28,713.113
2005-07-29,712.621
2005-08-01,715.649
2005-08-02,721.494
2005-08-03,723.946
2005-08-04,720.444
2005-08-05,714.873
2005-08-08,715.961
2005-08-09,719.54
2005-08-10,723.335
2005-08-11,728.174
2005-08-12,725.823
2005-08-15,725.623
2005-08-16,719.764
2005-08-17,718.681
2005-08-18,714.12
2005-08-19,715.355
2005-08-22,720.182
2005-08-23,717.32
2005-08-24,714.842
2005-08-25,715.038
2005-08-26,712.738
2005-08-29,712.879
2005-08-30,710.958
2005-08-31,718.863
2005-09-01,725.79
2005-09-02,726.565
2005-09-05,727.631
2005-09-06,733.059
2005-09-07,734.8
2005-09-08,731.919
2005-09-09,737.709
2005-09-12,736.736
2005-09-13,731.988
2005-09-14,731.63
2005-09-15,730.673
2005-09-16,733.722
2005-09-19,731.935
2005-09-20,730.621
2005-09-21,726.903
2005-09-22,725.282
2005-09-23,724.66
2005-09-26,728.505
2005-09-27,726.546
2005-09-28,729.674
2005-09-29,734.816
2005-09-30,738.269
2005-10-03,736.865
2005-10-04,735.529
2005-10-05,725.587
2005-10-06,719.49
2005-10-07,719.793
2005-10-10,717.591
2005-10-11,717.482
2005-10-12,713.122
2005-10-13,707.728
2005-10-14,713.308
2005-10-17,713.306
2005-10-18,706.659
2005-10-19,708.497
2005-10-20,705.15
2005-10-21,706.093
2005-10-24,713.536
2005-10-25,715.28
2005-10-26,713.897
2005-10-27,707.674
2005-10-28,711.574
2005-10-31,720.239
2005-11-01,721.63
2005-11-02,729.103
2005-11-03,734.004
2005-11-04,731.556
2005-11-07,733.114
