Date,NORWAY SMID GROWTH SMID (Small+Mid Cap)
2002-08-09,291.857
2002-08-12,286.337
2002-08-13,288.078
2002-08-14,286.569
2002-08-15,289.147
2002-08-16,289.427
2002-08-19,284.509
2002-08-20,290.947
2002-08-21,289.988
2002-08-22,291.267
2002-08-23,288.494
2002-08-26,287.296
2002-08-27,289.672
2002-08-28,285.316
2002-08-29,282.97
2002-08-30,279.88
2002-09-02,273.39
2002-09-03,266.484
2002-09-04,259.758
2002-09-05,253.529
2002-09-06,257.106
2002-09-09,251.002
2002-09-10,250.252
2002-09-11,253.193
2002-09-12,251.394
2002-09-13,246.952
2002-09-16,242.813
2002-09-17,243.253
2002-09-18,239.885
2002-09-19,233.643
2002-09-20,235.771
2002-09-23,231.23
2002-09-24,225.139
2002-09-25,225.743
2002-09-26,232.151
2002-09-27,226.658
2002-09-30,225.396
2002-10-01,229.152
2002-10-02,231.936
2002-10-03,232.879
2002-10-04,231.966
2002-10-07,225.979
2002-10-08,225.984
2002-10-09,227.875
2002-10-10,228.336
2002-10-11,240.389
2002-10-14,242.083
2002-10-15,254.599
2002-10-16,251.387
2002-10-17,249.682
2002-10-18,241.625
2002-10-21,245.654
2002-10-22,243.854
2002-10-23,244.566
2002-10-24,243.633
2002-10-25,242.345
2002-10-28,242.601
2002-10-29,237.265
2002-10-30,238.566
2002-10-31,245.999
2002-11-01,246.532
2002-11-04,256.622
2002-11-05,256.313
2002-11-06,255.709
2002-11-07,255.122
2002-11-08,253.844
2002-11-11,252.361
2002-11-12,249.866
2002-11-13,251.839
2002-11-14,250.724
2002-11-15,253.345
2002-11-18,257.988
2002-11-19,254.785
2002-11-20,251.803
2002-11-21,258.964
2002-11-22,262.198
2002-11-25,257.851
2002-11-26,262.822
2002-11-27,262.807
2002-11-28,270.391
2002-11-29,280.397
2002-12-02,279.383
2002-12-03,268.869
2002-12-04,266.483
2002-12-05,253.346
2002-12-06,208.302
2002-12-09,209.362
2002-12-10,211.652
2002-12-11,215.483
2002-12-12,212.859
2002-12-13,209.741
2002-12-16,206.182
2002-12-17,208.846
2002-12-18,204.46
2002-12-19,204.575
2002-12-20,203.116
2002-12-23,199.588
2002-12-24,200.501
2002-12-25,200.501
2002-12-26,200.718
2002-12-27,195.465
2002-12-30,195.712
2002-12-31,196.615
2003-01-01,196.615
2003-01-02,200.118
2003-01-03,200.776
2003-01-06,195.236
2003-01-07,203.092
2003-01-08,199.795
2003-01-09,207.208
2003-01-10,209.46
2003-01-13,217.856
2003-01-14,222.396
2003-01-15,223.684
2003-01-16,225.744
2003-01-17,223.109
2003-01-20,221.546
2003-01-21,218.254
2003-01-22,214.55
2003-01-23,217.918
2003-01-24,221.788
2003-01-27,185.733
2003-01-28,184.275
2003-01-29,180.051
2003-01-30,182.224
2003-01-31,183.535
2003-02-03,183.928
2003-02-04,180.647
2003-02-05,180.146
2003-02-06,176.768
2003-02-07,174.818
2003-02-10,172.044
2003-02-11,173.321
2003-02-12,172.103
2003-02-13,167.827
2003-02-14,168.012
2003-02-17,173.917
2003-02-18,174.944
2003-02-19,169.638
2003-02-20,168.07
2003-02-21,168.088
2003-02-24,163.337
2003-02-25,154.579
2003-02-26,153.994
2003-02-27,150.374
2003-02-28,156.174
2003-03-03,161.554
2003-03-04,158.808
2003-03-05,159.175
2003-03-06,154.204
2003-03-07,148.693
2003-03-10,148.713
2003-03-11,150.9
2003-03-12,151.849
2003-03-13,152.006
2003-03-14,153.248
2003-03-17,149.282
2003-03-18,153.67
2003-03-19,157.372
2003-03-20,157.975
2003-03-21,161.57
2003-03-24,144.384
2003-03-25,145.967
2003-03-26,145.21
2003-03-27,144.366
2003-03-28,143.486
2003-03-31,145.268
2003-04-01,145.773
2003-04-02,151.993
2003-04-03,151.305
2003-04-04,152.784
2003-04-07,159.271
2003-04-08,160.557
2003-04-09,160.684
2003-04-10,160.307
2003-04-11,160.933
2003-04-14,162.991
2003-04-15,164.421
2003-04-16,170.437
2003-04-17,170.776
2003-04-18,170.776
2003-04-21,170.745
2003-04-22,169.69
2003-04-23,172.032
2003-04-24,171.956
2003-04-25,173.634
2003-04-28,175.215
2003-04-29,180.403
2003-04-30,177.869
2003-05-01,178.988
2003-05-02,176.535
2003-05-05,180.14
2003-05-06,184.272
2003-05-07,184.59
2003-05-08,185.439
2003-05-09,189.866
2003-05-12,189.754
2003-05-13,190.845
2003-05-14,194.509
2003-05-15,197.521
2003-05-16,200.521
2003-05-19,195.194
2003-05-20,194.448
2003-05-21,191.964
2003-05-22,192.673
2003-05-23,197.436
2003-05-26,197.18
2003-05-27,192.444
2003-05-28,192.136
2003-05-29,193.505
2003-05-30,192.347
2003-06-02,196.601
2003-06-03,193.296
2003-06-04,190.572
2003-06-05,192.369
2003-06-06,195.341
2003-06-09,195.705
2003-06-10,193.377
2003-06-11,193.463
2003-06-12,194.579
2003-06-13,194.29
2003-06-16,195.195
2003-06-17,197.364
2003-06-18,194.126
2003-06-19,195.842
2003-06-20,192.458
2003-06-23,190.62
2003-06-24,189.215
2003-06-25,187.729
2003-06-26,186.269
2003-06-27,189.512
2003-06-30,187.844
2003-07-01,188.333
2003-07-02,189.632
2003-07-03,189.776
2003-07-04,190.057
2003-07-07,188.945
2003-07-08,188.937
2003-07-09,188.564
2003-07-10,188.453
2003-07-11,192.072
2003-07-14,194.612
2003-07-15,193.121
2003-07-16,193.03
2003-07-17,191.53
2003-07-18,192.132
2003-07-21,194.279
2003-07-22,193.5
2003-07-23,198.085
2003-07-24,201.783
2003-07-25,205.535
2003-07-28,207.32
2003-07-29,206.876
2003-07-30,206.118
2003-07-31,206.118
2003-08-01,208.308
2003-08-04,209.044
2003-08-05,209.444
2003-08-06,209.42
2003-08-07,208.93
2003-08-08,212.658
2003-08-11,211.592
2003-08-12,210.573
2003-08-13,211.513
2003-08-14,211.005
2003-08-15,212.887
2003-08-18,211.475
2003-08-19,210.279
2003-08-20,209.234
2003-08-21,209.693
2003-08-22,209.902
2003-08-25,206.273
2003-08-26,203.12
2003-08-27,203.061
2003-08-28,207.122
2003-08-29,216.183
2003-09-01,223.006
2003-09-02,219.062
2003-09-03,221.622
2003-09-04,223.356
2003-09-05,223.612
2003-09-08,224.453
2003-09-09,225.157
2003-09-10,221.386
2003-09-11,220.182
2003-09-12,221.124
2003-09-15,221.254
2003-09-16,221.337
2003-09-17,225.525
2003-09-18,223.274
2003-09-19,223.096
2003-09-22,218.851
2003-09-23,222.241
2003-09-24,223.644
2003-09-25,218.63
2003-09-26,212.193
2003-09-29,216.685
2003-09-30,210.99
2003-10-01,217.069
2003-10-02,218.306
2003-10-03,222.186
2003-10-06,223.881
2003-10-07,223.334
2003-10-08,229.222
2003-10-09,230.741
2003-10-10,232.685
2003-10-13,232.89
2003-10-14,230.585
2003-10-15,233.527
2003-10-16,234.401
2003-10-17,233.449
2003-10-20,232.027
2003-10-21,233.506
2003-10-22,234.279
2003-10-23,232.051
2003-10-24,235.447
2003-10-27,238.566
2003-10-28,239.613
2003-10-29,241.812
2003-10-30,247.993
2003-10-31,244.228
2003-11-03,242.212
2003-11-04,241.713
2003-11-05,239.684
2003-11-06,244.156
2003-11-07,248.479
2003-11-10,246.95
2003-11-11,245.503
2003-11-12,250.553
2003-11-13,252.012
2003-11-14,254.565
2003-11-17,248.404
2003-11-18,250.219
2003-11-19,248.89
2003-11-20,249.139
2003-11-21,251.48
2003-11-24,252.205
2003-11-25,252.905
2003-11-26,256.219
2003-11-27,256.761
2003-11-28,258.054
2003-12-01,261.137
2003-12-02,265.277
2003-12-03,268.31
2003-12-04,267.894
2003-12-05,269.216
2003-12-08,270.524
2003-12-09,275.582
2003-12-10,273.131
2003-12-11,271.421
2003-12-12,271.359
2003-12-15,271.709
2003-12-16,269.244
2003-12-17,268.838
2003-12-18,268.317
2003-12-19,268.452
2003-12-22,268.553
2003-12-23,269.242
2003-12-24,268.516
2003-12-25,268.516
2003-12-26,268.137
2003-12-29,271.481
2003-12-30,273.437
2003-12-31,276.128
2004-01-01,276.128
2004-01-02,278.426
2004-01-05,284.064
2004-01-06,284.021
2004-01-07,282.379
2004-01-08,285.761
2004-01-09,290.705
2004-01-12,295.001
2004-01-13,301.036
2004-01-14,303.894
2004-01-15,298.446
2004-01-16,298.154
2004-01-19,299.37
2004-01-20,305.051
2004-01-21,307.13
2004-01-22,314.366
2004-01-23,306.405
2004-01-26,308.412
2004-01-27,310.408
2004-01-28,302.328
2004-01-29,295.684
2004-01-30,299.671
2004-02-02,300.143
2004-02-03,299.714
2004-02-04,298.534
2004-02-05,299.851
2004-02-06,301.521
2004-02-09,310.781
2004-02-10,304.119
2004-02-11,302.381
2004-02-12,309.402
2004-02-13,303.249
2004-02-16,300.428
2004-02-17,308.778
2004-02-18,312.199
2004-02-19,310.372
2004-02-20,306.008
2004-02-23,306.847
2004-02-24,302.906
2004-02-25,302.641
2004-02-26,301.504
2004-02-27,307.573
2004-03-01,314.426
2004-03-02,313.844
2004-03-03,308.469
2004-03-04,307.763
2004-03-05,314.161
2004-03-08,316.742
2004-03-09,316.393
2004-03-10,304.506
2004-03-11,295.402
2004-03-12,297.66
2004-03-15,290.143
2004-03-16,294.731
2004-03-17,292.713
2004-03-18,294.623
2004-03-19,297.537
2004-03-22,289.654
2004-03-23,291.673
2004-03-24,289.393
2004-03-25,290.777
2004-03-26,291.426
2004-03-29,297.208
2004-03-30,287.44
2004-03-31,293.964
2004-04-01,295.291
2004-04-02,294.018
2004-04-05,294.562
2004-04-06,293.445
2004-04-07,299.027
2004-04-08,297.77
2004-04-09,297.77
2004-04-12,295.226
2004-04-13,294.145
2004-04-14,290.507
2004-04-15,292.445
2004-04-16,292.247
2004-04-19,289.263
2004-04-20,288.419
2004-04-21,285.975
2004-04-22,287.01
2004-04-23,284.785
2004-04-26,283.276
2004-04-27,284.339
2004-04-28,277.454
2004-04-29,274.563
2004-04-30,274.617
2004-05-03,272.153
2004-05-04,274.205
2004-05-05,279.352
2004-05-06,277.589
2004-05-07,271.175
2004-05-10,259.024
2004-05-11,258.148
2004-05-12,259.067
2004-05-13,260.221
2004-05-14,259.503
2004-05-17,260.593
2004-05-18,262.424
2004-05-19,272.429
2004-05-20,270.68
2004-05-21,270.603
2004-05-24,272.525
2004-05-25,274.781
2004-05-26,279.265
2004-05-27,282.602
2004-05-28,283.088
2004-05-31,283.088
2004-06-01,286.178
2004-06-02,288.124
2004-06-03,287.184
2004-06-04,286.238
2004-06-07,290.455
2004-06-08,289.519
2004-06-09,287.035
2004-06-10,283.102
2004-06-11,281.691
2004-06-14,282.826
2004-06-15,286.08
2004-06-16,289.424
2004-06-17,292.565
2004-06-18,297.633
2004-06-21,296.84
2004-06-22,294.853
2004-06-23,294.665
2004-06-24,300.141
2004-06-25,303.937
2004-06-28,304.586
2004-06-29,303.899
2004-06-30,304.48
2004-07-01,306.103
2004-07-02,303.294
2004-07-05,303.34
2004-07-06,306.457
2004-07-07,305.966
2004-07-08,301.127
2004-07-09,300.229
2004-07-12,298.914
2004-07-13,296.479
2004-07-14,292.427
2004-07-15,290.942
2004-07-16,293.833
2004-07-19,291.262
2004-07-20,290.406
2004-07-21,293.519
2004-07-22,288.907
2004-07-23,284.336
2004-07-26,282.266
2004-07-27,282.087
2004-07-28,284.389
2004-07-29,286.901
2004-07-30,286.273
2004-08-02,287.156
2004-08-03,289.374
2004-08-04,290.271
2004-08-05,288.173
2004-08-06,285.616
2004-08-09,282.984
2004-08-10,284.533
2004-08-11,277.588
2004-08-12,278.414
2004-08-13,285.783
2004-08-16,291.345
2004-08-17,291.448
2004-08-18,289.92
2004-08-19,295.54
2004-08-20,295.1
2004-08-23,295.609
2004-08-24,294.28
2004-08-25,292.706
2004-08-26,293.817
2004-08-27,292.816
2004-08-30,293.905
2004-08-31,292.69
2004-09-01,297.211
2004-09-02,303.152
2004-09-03,301.138
2004-09-06,300.427
2004-09-07,299.104
2004-09-08,299.501
2004-09-09,302.289
2004-09-10,305.372
2004-09-13,304.806
2004-09-14,305.469
2004-09-15,304.709
2004-09-16,308.452
2004-09-17,309.404
2004-09-20,308.583
2004-09-21,312.885
2004-09-22,312.048
2004-09-23,314.421
2004-09-24,316.986
2004-09-27,319.714
2004-09-28,320.363
2004-09-29,322.179
2004-09-30,325.656
2004-10-01,329.816
2004-10-04,333.986
2004-10-05,332.655
2004-10-06,332.413
2004-10-07,341.15
2004-10-08,341.353
2004-10-11,337.161
2004-10-12,330.612
2004-10-13,331.694
2004-10-14,323.625
2004-10-15,327.71
2004-10-18,328.951
2004-10-19,327.725
2004-10-20,325.07
2004-10-21,333.123
2004-10-22,339.044
2004-10-25,334.226
2004-10-26,330.597
2004-10-27,332.453
2004-10-28,330.05
2004-10-29,331.545
2004-11-01,340.232
2004-11-02,338.23
2004-11-03,345.695
2004-11-04,344.458
2004-11-05,351.564
2004-11-08,353.235
2004-11-09,350.392
2004-11-10,350.83
2004-11-11,353.377
2004-11-12,357.019
2004-11-15,358.268
2004-11-16,359.283
2004-11-17,360.403
2004-11-18,361.219
2004-11-19,372.859
2004-11-22,371.588
2004-11-23,375.482
2004-11-24,377.36
2004-11-25,386.897
2004-11-26,387.917
2004-11-29,390.698
2004-11-30,390.791
2004-12-01,398.007
2004-12-02,388.269
2004-12-03,385.829
2004-12-06,392.527
2004-12-07,393.939
2004-12-08,384.36
2004-12-09,380.979
2004-12-10,381.433
2004-12-13,381.843
2004-12-14,388.911
2004-12-15,394.405
2004-12-16,391.884
2004-12-17,387.566
2004-12-20,392.581
2004-12-21,395.142
2004-12-22,396.169
2004-12-23,400.379
2004-12-24,401.174
2004-12-27,402.634
2004-12-28,400.269
2004-12-29,401.015
2004-12-30,403.905
2004-12-31,403.882
2005-01-03,406.409
2005-01-04,396.191
2005-01-05,390.883
2005-01-06,388.596
2005-01-07,388.85
2005-01-10,392.193
2005-01-11,393.28
2005-01-12,394.732
2005-01-13,398.866
2005-01-14,399.837
2005-01-17,405.305
2005-01-18,405.566
2005-01-19,405.938
2005-01-20,393.095
2005-01-21,395.353
2005-01-24,394.852
2005-01-25,397.088
2005-01-26,400.675
2005-01-27,401.239
2005-01-28,402.709
2005-01-31,401.228
2005-02-01,408.322
2005-02-02,411.467
2005-02-03,413.015
2005-02-04,419.81
2005-02-07,418.099
2005-02-08,408.233
2005-02-09,410.57
2005-02-10,412.818
2005-02-11,410.742
2005-02-14,418.958
2005-02-15,424.368
2005-02-16,418.553
2005-02-17,419.707
2005-02-18,418.589
2005-02-21,421.744
2005-02-22,421.877
2005-02-23,423.703
2005-02-24,430.766
2005-02-25,432.732
2005-02-28,433.669
2005-03-01,432.133
2005-03-02,428.784
2005-03-03,431.846
2005-03-04,438.902
2005-03-07,440.678
2005-03-08,443.485
2005-03-09,441.1
2005-03-10,439.119
2005-03-11,442.178
2005-03-14,436.848
2005-03-15,437.4
2005-03-16,435.19
2005-03-17,437.496
2005-03-18,438.481
2005-03-21,432.579
2005-03-22,431.195
2005-03-23,418.87
2005-03-24,416.128
2005-03-25,416.128
2005-03-28,412.884
2005-03-29,411.432
2005-03-30,410.591
2005-03-31,418.831
2005-04-01,421.462
2005-04-04,421.648
2005-04-05,422.903
2005-04-06,423.556
2005-04-07,432.268
2005-04-08,429.076
2005-04-11,429.741
2005-04-12,430.248
2005-04-13,429.755
2005-04-14,420.279
2005-04-15,413.914
2005-04-18,400.617
2005-04-19,406.608
2005-04-20,409.295
2005-04-21,411.552
2005-04-22,414.49
2005-04-25,411.821
2005-04-26,408.336
2005-04-27,396.041
2005-04-28,387.683
2005-04-29,387.171
2005-05-02,388.45
2005-05-03,392.606
2005-05-04,390.324
2005-05-05,389.913
2005-05-06,398.545
2005-05-09,402.404
2005-05-10,401.214
2005-05-11,401.498
2005-05-12,397.64
2005-05-13,389.65
2005-05-16,388.629
2005-05-17,388.787
2005-05-18,393.313
2005-05-19,398.164
2005-05-20,398.23
2005-05-23,398.642
2005-05-24,404.2
2005-05-25,406.088
2005-05-26,415.669
2005-05-27,417.434
2005-05-30,416.365
2005-05-31,415.367
2005-06-01,420.67
2005-06-02,422.706
2005-06-03,422.855
2005-06-06,425.964
2005-06-07,428.481
2005-06-08,434.657
2005-06-09,430.325
2005-06-10,435.114
2005-06-13,429.489
2005-06-14,432.259
2005-06-15,434.586
2005-06-16,439.03
2005-06-17,445.82
2005-06-20,448.155
2005-06-21,448.805
2005-06-22,448.933
2005-06-23,444.459
2005-06-24,446.393
2005-06-27,442.251
2005-06-28,446.542
2005-06-29,446.153
2005-06-30,448.453
2005-07-01,446.936
2005-07-04,452.798
2005-07-05,454.069
2005-07-06,463.546
2005-07-07,457.178
2005-07-08,468.31
2005-07-11,474.288
2005-07-12,472.961
2005-07-13,474.138
2005-07-14,475.84
2005-07-15,464.776
2005-07-18,464.244
2005-07-19,458.94
2005-07-20,464.086
2005-07-21,467.997
2005-07-22,474.462
2005-07-25,482.611
2005-07-26,482.932
2005-07-27,485.561
2005-07-28,490.876
2005-07-29,507.894
2005-08-01,514.772
2005-08-02,526.237
2005-08-03,528.46
2005-08-04,525.676
2005-08-05,521.986
2005-08-08,527.793
2005-08-09,534.09
2005-08-10,539.538
2005-08-11,551.768
2005-08-12,554.032
2005-08-15,545.839
2005-08-16,533.648
2005-08-17,524.247
2005-08-18,515.853
2005-08-19,520.92
2005-08-22,532.204
2005-08-23,531.357
2005-08-24,528.516
2005-08-25,532.439
2005-08-26,541.268
2005-08-29,545.731
2005-08-30,548.452
2005-08-31,559.66
2005-09-01,579.321
2005-09-02,582.079
2005-09-05,570.287
2005-09-06,573.987
2005-09-07,571.21
2005-09-08,563.61
2005-09-09,564.195
2005-09-12,559.041
2005-09-13,554.166
2005-09-14,558.352
2005-09-15,566.045
2005-09-16,570.698
2005-09-19,574.707
2005-09-20,585.269
2005-09-21,587.091
2005-09-22,582.691
2005-09-23,570.606
2005-09-26,565.739
2005-09-27,564.798
2005-09-28,567.245
2005-09-29,576.664
2005-09-30,581.385
2005-10-03,579.008
2005-10-04,580.126
2005-10-05,569.406
2005-10-06,542.648
2005-10-07,542.894
2005-10-10,541.593
2005-10-11,543.258
2005-10-12,542.009
2005-10-13,503.803
2005-10-14,501.562
2005-10-17,511.023
2005-10-18,483.339
2005-10-19,464.941
2005-10-20,483.248
2005-10-21,480.462
2005-10-24,496.057
2005-10-25,508.865
2005-10-26,518.355
2005-10-27,505.11
2005-10-28,495.119
2005-10-31,509.434
2005-11-01,501.536
2005-11-02,508.647
2005-11-03,522.422
2005-11-04,518.091
2005-11-07,513.524
2005-11-08,503.647
