Date,NORWAY LARGE CAP Large Cap
2002-01-31,206.116
2002-02-28,218.365
2002-03-29,240.868
2002-04-30,248.344
2002-05-31,255.624
2002-06-28,250.087
2002-07-31,222.084
2002-08-30,228.189
2002-09-30,203.166
2002-10-31,202.476
2002-11-29,207.444
2003-05-30,243.834
2003-06-30,258.712
2003-07-31,272.967
2003-08-29,275.451
2003-09-30,269.204
2003-10-31,292.466
2003-11-28,301.589
2003-12-31,330.25
2004-01-30,329.5
2004-02-27,371.767
2004-03-31,370.088
2004-04-30,357.897
2004-05-31,379.628
2004-11-30,484.245
2004-12-31,483.347
2005-01-31,468.751
2005-02-28,525.279
2005-03-31,505.409
2005-04-29,495.295
2005-05-31,507.848
2005-06-30,559.733
2005-07-29,587.247
2005-08-31,638.59
2005-09-30,652.513
2005-10-31,612.503
2005-11-30,606.24
2005-12-30,625.548
2006-01-31,717.028
2006-02-28,704.399
2006-03-31,789.959
2006-04-28,875.127
2006-05-31,828.509
2006-06-30,798.258
2006-07-31,838.436
2006-08-31,790.816
2006-09-29,719.804
2006-10-31,779.763
2006-11-30,842.309
2006-12-29,920.073
2007-01-31,954.496
2007-02-28,897.592
2007-03-30,931.332
2007-04-30,983.709
2007-05-31,1000.0
2007-06-29,1063.756
2007-07-31,1050.311
2007-08-31,1002.511
2007-09-28,1136.637
2007-10-31,1190.166
2007-11-30,1152.755
2007-12-31,1156.132
2008-01-31,896.821
2008-02-29,1008.53
2008-03-31,995.903
2008-04-30,1108.707
2008-05-30,1199.875
2008-06-30,1140.427
2008-07-31,1015.673
2008-08-29,959.038
2008-09-30,667.72
2008-10-31,476.352
2008-11-28,403.216
2008-12-31,423.656
2009-01-30,439.259
2009-02-27,411.054
2009-03-31,443.51
2009-04-30,500.402
2009-05-29,598.366
2009-06-30,546.71
2009-07-31,605.945
2009-08-31,622.834
2009-09-30,685.594
2009-10-30,725.512
2009-11-30,762.823
2009-12-31,783.239
2010-01-29,736.091
2010-02-26,705.54
2010-03-31,745.728
2010-04-30,754.04
2010-05-31,638.842
2010-06-30,630.135
2010-07-30,738.622
2010-08-31,702.901
2010-09-30,792.779
2010-10-29,825.292
2010-11-30,744.046
2010-12-31,876.315
2011-01-31,858.272
2011-02-28,911.532
2011-03-31,927.103
2011-04-29,1001.026
2011-05-31,956.243
2011-06-30,925.748
2011-07-29,916.99
2011-08-31,857.713
2011-09-30,736.394
2011-10-31,869.676
2011-11-30,828.868
2011-12-30,814.159
2012-01-31,837.908
2012-02-29,962.686
2012-03-30,917.213
2012-04-30,892.411
2012-05-31,764.246
2012-06-29,832.73
2012-07-31,863.863
2012-08-31,920.004
2012-09-28,942.568
2012-10-31,927.845
2012-11-30,932.469
2012-12-31,939.405
2013-01-31,1008.378
2013-02-28,967.69
2013-03-29,950.056
2013-04-30,992.691
2013-05-31,985.916
2013-06-28,908.654
2013-07-31,993.346
2013-08-30,974.949
2013-09-30,1002.659
2013-10-31,1069.974
2013-11-29,1038.82
2013-12-31,1055.247
2014-01-31,979.462
2014-02-28,1051.606
2014-03-31,1072.302
2014-04-30,1124.129
2014-05-30,1180.473
2014-06-30,1189.211
2014-07-31,1128.333
2014-08-29,1151.67
2014-09-30,1084.708
2014-10-31,987.716
2014-11-28,854.186
2014-12-31,791.772
2015-01-30,799.563
2015-02-27,859.582
2015-03-31,826.823
2015-04-30,932.635
2015-05-29,898.578
2015-06-30,868.598
2015-07-31,850.102
2015-08-31,746.586
2015-09-30,705.341
2015-10-30,745.012
2015-11-30,732.526
2015-12-31,682.69
2016-01-29,648.375
2016-02-29,652.372
2016-03-31,685.42
2016-04-29,752.467
2016-05-31,719.353
2016-06-30,712.043
2016-07-29,682.093
2016-08-31,716.739
2016-09-30,736.952
2016-10-31,746.83
2016-11-30,756.594
2016-12-30,786.34
2017-01-31,832.069
2017-02-28,820.01
2017-03-31,800.598
2017-04-28,789.806
2017-05-31,842.275
2017-06-30,823.245
2017-07-31,952.739
2017-08-31,962.851
2017-09-29,1008.97
2017-10-31,1002.43
2017-11-30,1004.358
2017-12-29,1022.519
2018-01-31,1119.299
2018-02-28,1095.566
2018-03-30,1094.679
2018-04-30,1134.698
2018-05-31,1120.367
2018-06-29,1152.332
2018-07-31,1151.949
2018-08-31,1132.81
2018-09-28,1207.892
2018-10-31,1104.168
2018-11-30,1044.936
2018-12-31,980.319
2019-01-31,1040.691
2019-02-28,1069.549
2019-03-29,1051.388
2019-04-30,1070.383
2019-05-31,993.859
2019-06-28,1046.819
2019-07-31,993.355
2019-08-30,941.682
2019-09-30,1001.876
2019-10-31,987.667
2019-11-29,956.017
2019-12-31,1017.235
2020-01-31,961.988
2020-02-28,847.252
2020-03-31,675.598
2020-04-30,740.092
2020-05-29,784.015
2020-06-30,758.919
2020-07-31,826.875
2020-08-31,889.46
2020-09-30,805.708
2020-10-30,753.041
2020-11-30,936.999
2020-12-31,987.008
2021-01-29,1005.045
2021-02-26,1032.758
2021-03-31,1101.281
2021-04-30,1126.284
2021-05-31,1164.784
2021-06-30,1140.74
2021-07-30,1087.099
2021-08-31,1139.577
2021-09-30,1257.377
2021-10-29,1273.439
2021-11-30,1215.323
2021-12-31,1290.501
2022-01-31,1334.421
2022-02-28,1375.59
2022-03-31,1514.35
2022-04-29,1387.72
2022-05-31,1489.985
2022-06-30,1343.438
2022-07-29,1423.235
2022-08-31,1418.204
2022-09-30,1190.567
2022-10-31,1317.754
2022-11-30,1400.851
2022-12-30,1344.748
2023-01-31,1249.194
2023-02-28,1280.187
2023-03-31,1184.183
2023-04-28,1199.547
2023-05-31,1099.731
2023-06-30,1221.277
2023-07-31,1324.471
2023-08-31,1322.355
2023-09-29,1387.761
2023-10-31,1346.23
2023-11-30,1369.082
2023-12-29,1407.659
2024-01-31,1291.472
2024-02-29,1205.784
2024-03-29,1243.923
2024-04-30,1230.301
2024-05-31,1340.955
2024-06-28,1337.124
2024-07-31,1302.219
2024-08-30,1325.936
2024-09-30,1261.057
2024-10-31,1229.051
2024-11-29,1250.694
2024-12-31,1203.483
2025-01-31,1264.127
2025-02-28,1293.312
2025-03-31,1480.809
2025-04-30,1385.758
2025-05-30,1461.147
2002-12-31,235.521
2003-01-31,217.692
2003-02-28,205.92
2003-03-31,205.163
2003-04-30,221.89
2004-06-30,385.028
2004-07-30,376.893
2004-08-31,381.74
2004-09-30,429.477
2004-10-29,436.506
