Date,NORWAY LARGE CAP Large Cap
1994-05-31,153.544
1994-06-30,144.984
1994-07-29,165.083
1994-08-31,168.69
1994-09-30,161.049
1994-10-31,173.064
1994-11-30,165.007
1994-12-30,172.217
1995-01-31,175.009
1995-02-28,169.775
1995-03-31,168.766
1995-04-28,182.63
1995-05-31,185.005
1995-06-30,191.47
1995-07-31,201.103
1995-08-31,187.407
1995-09-29,196.376
1995-10-31,190.413
1995-11-30,185.06
1995-12-29,189.45
1996-01-31,187.648
1996-02-29,190.954
1996-03-29,195.788
1996-04-30,209.103
1996-05-31,213.124
1996-06-28,219.815
1996-07-31,198.225
1996-08-30,209.777
1996-09-30,215.838
1996-10-31,215.64
1996-11-29,229.213
1996-12-31,244.01
1997-01-31,259.638
1997-02-28,229.684
1997-03-31,230.523
1997-04-30,230.177
1997-05-30,243.575
1997-06-30,257.253
1997-07-31,250.952
1997-08-29,262.626
1997-09-30,282.73
1997-10-31,260.543
1997-11-28,243.075
1997-12-31,230.446
1998-01-30,216.889
1998-02-27,210.985
1998-03-31,235.193
1998-04-30,245.912
1998-05-29,221.813
1998-06-30,214.867
1998-07-31,217.401
1998-08-31,174.356
1998-09-30,177.871
1998-10-30,212.052
1998-11-30,183.905
1998-12-31,164.787
1999-01-29,175.743
1999-02-26,165.691
1999-03-31,199.109
1999-04-30,224.143
1999-05-31,197.813
1999-06-30,188.393
1999-07-30,194.617
1999-08-31,208.083
1999-09-30,211.277
1999-10-29,199.248
1999-11-30,195.126
1999-12-31,208.765
2000-01-31,198.068
2000-02-29,186.031
2000-03-31,189.056
2000-04-28,187.389
2000-05-31,195.648
2000-06-30,215.608
2000-07-31,198.241
2000-08-31,220.018
2000-09-29,214.283
2000-10-31,203.11
2000-11-30,205.384
2000-12-29,212.781
2001-01-31,230.842
2001-02-28,217.422
2001-03-30,203.629
2001-04-30,223.113
2001-05-31,214.968
2001-06-29,211.94
2001-07-31,209.398
2001-08-31,203.853
2001-09-28,188.536
2001-10-31,196.087
2001-11-30,194.326
2001-12-31,206.088
2002-01-31,195.793
2002-02-28,207.428
2002-03-29,228.803
2002-04-30,235.905
2002-05-31,244.594
2002-06-28,239.296
2002-07-31,212.501
2002-08-30,218.344
2002-09-30,194.4
2002-10-31,193.74
2002-11-29,198.493
2002-12-31,225.359
2003-01-31,208.299
2003-02-28,197.035
2003-03-31,196.311
2003-04-30,212.316
2003-05-30,235.673
2003-06-30,250.053
2003-07-31,263.83
2003-08-29,266.231
2003-09-30,260.193
2003-10-31,282.676
2003-11-28,291.494
2003-12-31,319.196
2004-01-30,318.471
2004-02-27,359.323
2004-03-31,357.701
2004-04-30,345.918
2004-05-31,369.64
2004-06-30,374.898
2004-07-30,366.976
2004-08-31,371.696
2004-09-30,418.177
2004-10-29,425.022
2004-11-30,471.505
2004-12-31,470.631
2005-01-31,456.418
2005-02-28,511.459
2005-03-31,492.111
2005-04-29,483.126
2005-05-31,499.42
2005-06-30,550.445
2005-07-29,577.502
2005-08-31,627.992
2005-09-30,641.684
2005-10-31,602.339
2005-11-30,596.179
2005-12-30,615.167
2006-01-31,705.129
2006-02-28,692.709
2006-03-31,776.85
2006-04-28,861.889
2006-05-31,821.315
2006-06-30,791.327
2006-07-31,831.156
2006-08-31,783.949
2006-09-29,713.554
2006-10-31,772.992
2006-11-30,834.995
2006-12-29,912.084
2007-01-31,946.208
2007-02-28,889.798
2007-03-30,923.245
2007-04-30,976.798
2007-05-31,1000.0
2007-06-29,1063.756
2007-07-31,1050.311
2007-08-31,1002.511
2007-09-28,1136.637
2007-10-31,1190.166
2007-11-30,1152.755
2007-12-31,1156.132
2008-01-31,896.821
2008-02-29,1008.53
2008-03-31,995.903
2008-04-30,1109.723
2008-05-30,1212.107
2008-06-30,1152.052
2008-07-31,1026.027
2008-08-29,968.814
2008-09-30,674.527
2008-10-31,481.208
2008-11-28,407.326
2008-12-31,427.975
2009-01-30,443.737
2009-02-27,415.244
2009-03-31,448.031
2009-04-30,506.317
2009-05-29,610.015
2009-06-30,557.353
2009-07-31,617.742
2009-08-31,634.959
2009-09-30,698.941
2009-10-30,739.636
2009-11-30,777.674
2009-12-31,798.487
2010-01-29,750.421
2010-02-26,719.275
2010-03-31,760.246
2010-04-30,770.42
2010-05-31,657.357
2010-06-30,648.399
2010-07-30,760.029
2010-08-31,723.274
2010-09-30,815.756
2010-10-29,849.212
2010-11-30,765.611
2010-12-31,901.714
2011-01-31,883.147
2011-02-28,937.951
2011-03-31,953.974
2011-04-29,1033.551
2011-05-31,993.993
2011-06-30,962.294
2011-07-29,953.191
2011-08-31,891.573
2011-09-30,765.465
2011-10-31,904.009
2011-11-30,863.35
2011-12-30,848.029
2012-01-31,872.765
2012-02-29,1002.734
2012-03-30,955.369
2012-04-30,931.357
2012-05-31,803.119
2012-06-29,875.088
2012-07-31,907.804
2012-08-31,966.8
2012-09-28,990.512
2012-10-31,975.041
2012-11-30,979.9
2012-12-31,987.188
2013-01-31,1059.67
2013-02-28,1016.912
2013-03-29,998.381
2013-04-30,1043.185
2013-05-31,1045.034
2013-06-28,963.14
2013-07-31,1052.91
2013-08-30,1033.41
2013-09-30,1062.781
2013-10-31,1134.133
2013-11-29,1101.11
2013-12-31,1118.523
2014-01-31,1038.194
2014-02-28,1114.663
2014-03-31,1136.601
2014-04-30,1193.059
2014-05-30,1261.201
2014-06-30,1270.537
2014-07-31,1205.496
2014-08-29,1231.56
2014-09-30,1159.953
2014-10-31,1056.233
2014-11-28,914.331
2014-12-31,847.522
2015-01-30,855.863
2015-02-27,921.003
2015-03-31,885.903
2015-04-30,1001.084
2015-05-29,967.927
2015-06-30,935.633
2015-07-31,915.71
2015-08-31,805.071
2015-09-30,760.595
2015-10-30,803.374
2015-11-30,791.972
2015-12-31,738.091
2016-01-29,700.991
2016-02-29,706.275
2016-03-31,742.054
2016-04-29,816.75
2016-05-31,784.516
2016-06-30,776.544
2016-07-29,743.88
2016-08-31,782.646
2016-09-30,804.718
2016-10-31,816.764
2016-11-30,828.461
2016-12-30,861.032
2017-01-31,911.105
2017-02-28,899.044
2017-03-31,877.761
2017-04-28,868.936
2017-05-31,929.635
2017-06-30,908.631
2017-07-31,1051.555
2017-08-31,1063.923
2017-09-29,1114.884
2017-10-31,1109.199
2017-11-30,1112.523
2017-12-29,1132.639
2018-01-31,1239.842
2018-02-28,1214.807
2018-03-30,1213.823
2018-04-30,1262.535
2018-05-31,1249.728
2018-06-29,1285.384
2018-07-31,1284.957
2018-08-31,1264.928
2018-09-28,1350.823
2018-10-31,1236.538
2018-11-30,1171.53
2018-12-31,1099.085
2019-01-31,1166.771
2019-02-28,1200.481
2019-03-29,1180.097
2019-04-30,1201.417
2019-05-31,1123.18
2019-06-28,1183.031
2019-07-31,1122.61
2019-08-30,1065.66
2019-09-30,1133.778
2019-10-31,1119.509
2019-11-29,1085.041
2019-12-31,1154.521
2020-01-31,1091.817
2020-02-28,962.907
2020-03-31,767.821
2020-04-30,841.119
2020-05-29,894.721
2020-06-30,866.082
2020-07-31,943.633
2020-08-31,1015.577
2020-09-30,919.95
2020-10-30,861.582
2020-11-30,1072.618
2020-12-31,1129.866
2021-01-29,1150.513
2021-02-26,1188.446
2021-03-31,1267.299
2021-04-30,1296.071
2021-05-31,1343.688
2021-06-30,1315.951
2021-07-30,1254.07
2021-08-31,1315.528
2021-09-30,1451.516
2021-10-29,1478.243
2021-11-30,1411.823
2021-12-31,1499.155
2022-01-31,1550.177
2022-02-28,1599.097
2022-03-31,1760.403
2022-04-29,1619.354
2022-05-31,1744.165
2022-06-30,1572.618
2022-07-29,1666.027
2022-08-31,1663.188
2022-09-30,1396.229
2022-10-31,1547.971
2022-11-30,1649.583
2022-12-30,1583.518
2023-01-31,1475.752
2023-02-28,1513.378
2023-03-31,1399.886
2023-04-28,1424.512
2023-05-31,1313.587
2023-06-30,1458.769
2023-07-31,1583.124
2023-08-31,1585.843
2023-09-29,1664.281
2023-10-31,1616.211
2023-11-30,1650.012
2023-12-29,1696.505
2024-01-31,1556.477
2024-02-29,1460.678
2024-03-29,1506.879
2024-04-30,1501.89
2024-05-31,1642.061
2024-06-28,1637.369
2024-07-31,1596.157
2024-08-30,1630.343
2024-09-30,1550.57
2024-10-31,1511.216
2024-11-29,1544.408
2024-12-31,1486.109
2025-01-31,1560.995
2025-02-28,1603.073
2025-03-31,1835.477
2025-04-30,1732.223
2025-05-30,1829.763
2025-06-30,1921.279
2025-07-31,1872.374
2025-08-29,1870.162
2025-09-30,1894.983
2025-10-31,1813.05
2025-11-28,1843.585
2025-12-31,1904.521
2026-01-30,2052.735
