Date,NORWAY LARGE CAP Large Cap
2002-04-05,228.435
2002-04-08,230.786
2002-04-09,228.713
2002-04-10,227.96
2002-04-11,229.693
2002-04-12,228.268
2002-04-15,229.9
2002-04-16,233.838
2002-04-17,236.275
2002-04-18,239.301
2002-04-19,235.976
2002-04-22,233.88
2002-04-23,234.018
2002-04-24,235.059
2002-04-25,231.947
2002-04-26,231.809
2002-04-29,232.338
2002-04-30,235.905
2002-05-01,237.359
2002-05-02,242.12
2002-05-03,243.245
2002-05-06,241.889
2002-05-07,235.108
2002-05-08,239.701
2002-05-09,240.124
2002-05-10,244.011
2002-05-13,246.539
2002-05-14,247.604
2002-05-15,245.012
2002-05-16,249.735
2002-05-17,252.404
2002-05-20,253.148
2002-05-21,251.854
2002-05-22,250.572
2002-05-23,249.794
2002-05-24,251.719
2002-05-27,252.542
2002-05-28,255.968
2002-05-29,250.312
2002-05-30,249.322
2002-05-31,244.594
2002-06-03,244.941
2002-06-04,240.499
2002-06-05,235.291
2002-06-06,239.59
2002-06-07,232.78
2002-06-10,235.175
2002-06-11,240.426
2002-06-12,244.234
2002-06-13,243.353
2002-06-14,234.279
2002-06-17,238.997
2002-06-18,240.705
2002-06-19,243.292
2002-06-20,242.019
2002-06-21,241.831
2002-06-24,240.579
2002-06-25,238.437
2002-06-26,232.821
2002-06-27,239.261
2002-06-28,239.296
2002-07-01,239.095
2002-07-02,239.228
2002-07-03,236.322
2002-07-04,235.756
2002-07-05,240.572
2002-07-08,242.982
2002-07-09,241.87
2002-07-10,237.573
2002-07-11,236.067
2002-07-12,227.061
2002-07-15,231.331
2002-07-16,229.488
2002-07-17,233.122
2002-07-18,233.038
2002-07-19,230.844
2002-07-22,215.95
2002-07-23,203.75
2002-07-24,190.447
2002-07-25,200.115
2002-07-26,198.969
2002-07-29,202.729
2002-07-30,205.861
2002-07-31,212.501
2002-08-01,214.076
2002-08-02,208.4
2002-08-05,202.075
2002-08-06,203.25
2002-08-07,207.322
2002-08-08,213.59
2002-08-09,213.981
2002-08-12,213.57
2002-08-13,217.187
2002-08-14,218.345
2002-08-15,222.959
2002-08-16,221.619
2002-08-19,221.553
2002-08-20,219.67
2002-08-21,220.977
2002-08-22,219.753
2002-08-23,219.711
2002-08-26,219.005
2002-08-27,222.932
2002-08-28,220.26
2002-08-29,214.184
2002-08-30,218.344
2002-09-02,220.012
2002-09-03,216.211
2002-09-04,213.872
2002-09-05,209.965
2002-09-06,215.039
2002-09-09,213.397
2002-09-10,213.601
2002-09-11,215.064
2002-09-12,215.029
2002-09-13,210.923
2002-09-16,209.678
2002-09-17,205.421
2002-09-18,201.812
2002-09-19,195.291
2002-09-20,196.313
2002-09-23,198.13
2002-09-24,190.5
2002-09-25,190.798
2002-09-26,194.444
2002-09-27,195.015
2002-09-30,194.4
2002-10-01,191.775
2002-10-02,195.34
2002-10-03,199.703
2002-10-04,201.276
2002-10-07,200.518
2002-10-08,199.073
2002-10-09,197.412
2002-10-10,195.691
2002-10-11,202.484
2002-10-14,203.637
2002-10-15,201.205
2002-10-16,197.24
2002-10-17,197.096
2002-10-18,195.912
2002-10-21,196.686
2002-10-22,190.243
2002-10-23,188.428
2002-10-24,189.956
2002-10-25,191.293
2002-10-28,189.85
2002-10-29,186.64
2002-10-30,188.705
2002-10-31,193.74
2002-11-01,193.505
2002-11-04,197.395
2002-11-05,196.704
2002-11-06,196.546
2002-11-07,199.485
2002-11-08,198.286
2002-11-11,199.393
2002-11-12,199.087
2002-11-13,199.166
2002-11-14,197.4
2002-11-15,197.544
2002-11-18,197.679
2002-11-19,196.883
2002-11-20,192.66
2002-11-21,194.66
2002-11-22,192.865
2002-11-25,191.365
2002-11-26,186.961
2002-11-27,192.127
2002-11-28,196.249
2002-11-29,198.493
2002-12-02,202.52
2002-12-03,201.333
2002-12-04,206.364
2002-12-05,202.942
2002-12-06,201.853
2002-12-09,202.431
2002-12-10,206.059
2002-12-11,205.246
2002-12-12,207.446
2002-12-13,209.108
2002-12-16,207.434
2002-12-17,210.101
2002-12-18,214.692
2002-12-19,216.983
2002-12-20,219.767
2002-12-23,218.837
2002-12-24,219.839
2002-12-25,219.839
2002-12-26,220.076
2002-12-27,223.051
2002-12-30,224.324
2002-12-31,225.359
2003-01-01,225.359
2003-01-02,223.296
2003-01-03,226.949
2003-01-06,228.935
2003-01-07,223.656
2003-01-08,218.976
2003-01-09,216.551
2003-01-10,220.764
2003-01-13,218.097
2003-01-14,217.911
2003-01-15,220.139
2003-01-16,223.186
2003-01-17,222.519
2003-01-20,224.231
2003-01-21,220.046
2003-01-22,217.465
2003-01-23,214.626
2003-01-24,212.059
2003-01-27,206.366
2003-01-28,205.643
2003-01-29,205.031
2003-01-30,209.104
2003-01-31,208.299
2003-02-03,205.066
2003-02-04,205.054
2003-02-05,204.265
2003-02-06,204.74
2003-02-07,207.849
2003-02-10,205.635
2003-02-11,205.789
2003-02-12,204.867
2003-02-13,201.45
2003-02-14,197.241
2003-02-17,195.262
2003-02-18,194.466
2003-02-19,194.113
2003-02-20,195.252
2003-02-21,194.304
2003-02-24,193.053
2003-02-25,191.208
2003-02-26,192.325
2003-02-27,192.176
2003-02-28,197.035
2003-03-03,201.892
2003-03-04,199.979
2003-03-05,200.788
2003-03-06,197.538
2003-03-07,196.701
2003-03-10,195.807
2003-03-11,195.583
2003-03-12,197.656
2003-03-13,196.547
2003-03-14,194.715
2003-03-17,192.728
2003-03-18,184.757
2003-03-19,189.881
2003-03-20,189.234
2003-03-21,192.422
2003-03-24,193.018
2003-03-25,196.549
2003-03-26,196.235
2003-03-27,196.502
2003-03-28,196.196
2003-03-31,196.311
2003-04-01,196.609
2003-04-02,197.199
2003-04-03,196.137
2003-04-04,198.275
2003-04-07,202.766
2003-04-08,200.533
2003-04-09,201.13
2003-04-10,198.929
2003-04-11,199.331
2003-04-14,200.996
2003-04-15,204.61
2003-04-16,206.517
2003-04-17,206.928
2003-04-18,206.928
2003-04-21,206.891
2003-04-22,209.837
2003-04-23,212.001
2003-04-24,212.512
2003-04-25,213.816
2003-04-28,210.109
2003-04-29,213.821
2003-04-30,212.316
2003-05-01,213.652
2003-05-02,213.467
2003-05-05,215.67
2003-05-06,222.005
2003-05-07,224.334
2003-05-08,226.075
2003-05-09,225.925
2003-05-12,224.913
2003-05-13,222.796
2003-05-14,223.039
2003-05-15,225.544
2003-05-16,229.767
2003-05-19,227.092
2003-05-20,229.936
2003-05-21,228.864
2003-05-22,232.505
2003-05-23,234.332
2003-05-26,233.283
2003-05-27,230.359
2003-05-28,238.04
2003-05-29,239.735
2003-05-30,235.673
2003-06-02,240.044
2003-06-03,238.977
2003-06-04,248.304
2003-06-05,245.961
2003-06-06,250.331
2003-06-09,250.798
2003-06-10,247.471
2003-06-11,255.92
2003-06-12,252.226
2003-06-13,249.011
2003-06-16,247.066
2003-06-17,246.511
2003-06-18,242.621
2003-06-19,259.807
2003-06-20,252.752
2003-06-23,254.914
2003-06-24,251.72
2003-06-25,249.595
2003-06-26,247.461
2003-06-27,250.163
2003-06-30,250.053
2003-07-01,249.827
2003-07-02,251.457
2003-07-03,249.663
2003-07-04,247.037
2003-07-07,247.713
2003-07-08,243.428
2003-07-09,240.216
2003-07-10,236.222
2003-07-11,240.764
2003-07-14,242.663
2003-07-15,246.142
2003-07-16,249.513
2003-07-17,246.524
2003-07-18,243.711
2003-07-21,244.615
2003-07-22,245.966
2003-07-23,252.595
2003-07-24,259.685
2003-07-25,263.437
2003-07-28,261.11
2003-07-29,264.436
2003-07-30,261.791
2003-07-31,263.83
2003-08-01,266.281
2003-08-04,263.273
2003-08-05,262.835
2003-08-06,264.455
2003-08-07,267.145
2003-08-08,269.69
2003-08-11,265.484
2003-08-12,266.151
2003-08-13,264.901
2003-08-14,264.204
2003-08-15,266.885
2003-08-18,265.589
2003-08-19,263.469
2003-08-20,261.623
2003-08-21,259.757
2003-08-22,257.406
2003-08-25,257.265
2003-08-26,256.7
2003-08-27,260.491
2003-08-28,261.77
2003-08-29,266.231
2003-09-01,267.95
2003-09-02,264.761
2003-09-03,264.323
2003-09-04,268.071
2003-09-05,266.042
2003-09-08,268.962
2003-09-09,271.067
2003-09-10,266.642
2003-09-11,263.632
2003-09-12,263.782
2003-09-15,265.578
2003-09-16,265.312
2003-09-17,268.627
2003-09-18,269.674
2003-09-19,269.994
2003-09-22,264.768
2003-09-23,265.219
2003-09-24,269.528
2003-09-25,267.259
2003-09-26,259.467
2003-09-29,263.07
2003-09-30,260.193
2003-10-01,268.493
2003-10-02,272.802
2003-10-03,273.902
2003-10-06,274.747
2003-10-07,273.119
2003-10-08,273.47
2003-10-09,271.654
2003-10-10,275.568
2003-10-13,276.187
2003-10-14,279.161
2003-10-15,279.617
2003-10-16,280.721
2003-10-17,280.514
2003-10-20,277.941
2003-10-21,278.436
2003-10-22,280.679
2003-10-23,275.868
2003-10-24,276.892
2003-10-27,278.477
2003-10-28,276.868
2003-10-29,278.238
2003-10-30,282.265
2003-10-31,282.676
2003-11-03,284.54
2003-11-04,285.038
2003-11-05,281.044
2003-11-06,281.688
2003-11-07,287.846
2003-11-10,289.406
2003-11-11,288.234
2003-11-12,292.31
2003-11-13,293.364
2003-11-14,292.062
2003-11-17,289.844
2003-11-18,289.387
2003-11-19,287.608
2003-11-20,289.27
2003-11-21,293.845
2003-11-24,292.772
2003-11-25,292.752
2003-11-26,291.0
2003-11-27,288.71
2003-11-28,291.494
2003-12-01,291.216
2003-12-02,296.029
2003-12-03,298.176
2003-12-04,293.48
2003-12-05,297.189
2003-12-08,299.339
2003-12-09,305.138
2003-12-10,304.575
2003-12-11,300.388
2003-12-12,301.268
2003-12-15,302.606
2003-12-16,302.932
2003-12-17,300.495
2003-12-18,305.173
2003-12-19,309.62
2003-12-22,313.571
2003-12-23,314.024
2003-12-24,313.178
2003-12-25,313.178
2003-12-26,312.736
2003-12-29,314.247
2003-12-30,316.086
2003-12-31,319.196
2004-01-01,319.196
2004-01-02,324.677
2004-01-05,332.455
2004-01-06,333.389
2004-01-07,321.86
2004-01-08,320.6
2004-01-09,321.804
2004-01-12,327.574
2004-01-13,330.655
2004-01-14,331.22
2004-01-15,322.75
2004-01-16,317.815
2004-01-19,319.371
2004-01-20,330.836
2004-01-21,334.089
2004-01-22,342.564
2004-01-23,338.965
2004-01-26,331.281
2004-01-27,329.164
2004-01-28,320.424
2004-01-29,316.084
2004-01-30,318.471
2004-02-02,314.881
2004-02-03,317.263
2004-02-04,322.324
2004-02-05,321.891
2004-02-06,321.388
2004-02-09,327.522
2004-02-10,328.75
2004-02-11,334.321
2004-02-12,341.397
2004-02-13,339.063
2004-02-16,338.55
2004-02-17,341.393
2004-02-18,344.762
2004-02-19,347.384
2004-02-20,349.713
2004-02-23,353.464
2004-02-24,354.686
2004-02-25,349.491
2004-02-26,351.634
2004-02-27,359.323
2004-03-01,371.82
2004-03-02,370.105
2004-03-03,364.457
2004-03-04,365.579
2004-03-05,374.119
2004-03-08,376.491
2004-03-09,366.207
2004-03-10,353.222
2004-03-11,356.926
2004-03-12,356.443
2004-03-15,352.342
2004-03-16,361.047
2004-03-17,359.32
2004-03-18,365.673
2004-03-19,361.958
2004-03-22,359.262
2004-03-23,363.845
2004-03-24,362.207
2004-03-25,354.867
2004-03-26,352.995
2004-03-29,358.255
2004-03-30,354.661
2004-03-31,357.701
2004-04-01,358.347
2004-04-02,368.145
2004-04-05,369.152
2004-04-06,368.761
2004-04-07,376.234
2004-04-08,374.653
2004-04-09,374.653
2004-04-12,371.451
2004-04-13,381.247
2004-04-14,373.56
2004-04-15,377.967
2004-04-16,387.183
2004-04-19,382.787
2004-04-20,380.177
2004-04-21,373.548
2004-04-22,365.874
2004-04-23,368.845
2004-04-26,363.853
2004-04-27,366.856
2004-04-28,360.662
2004-04-29,351.521
2004-04-30,345.918
2004-05-03,347.356
2004-05-04,360.155
2004-05-05,368.165
2004-05-06,365.896
2004-05-07,353.543
2004-05-10,336.264
2004-05-11,339.99
2004-05-12,351.146
2004-05-13,357.941
2004-05-14,359.477
2004-05-17,360.987
2004-05-18,353.853
2004-05-19,350.359
2004-05-20,348.109
2004-05-21,352.734
2004-05-24,353.944
2004-05-25,365.578
2004-05-26,369.667
2004-05-27,373.277
2004-05-28,369.64
2004-05-31,369.64
2004-06-01,374.641
2004-06-02,376.918
2004-06-03,372.626
2004-06-04,373.276
2004-06-07,378.93
2004-06-08,377.083
2004-06-09,370.581
2004-06-10,367.876
2004-06-11,366.121
2004-06-14,363.0
2004-06-15,364.515
2004-06-16,363.005
2004-06-17,367.011
2004-06-18,374.536
2004-06-21,370.702
2004-06-22,369.407
2004-06-23,375.845
2004-06-24,380.357
2004-06-25,386.052
2004-06-28,380.74
2004-06-29,378.535
2004-06-30,374.898
2004-07-01,374.809
2004-07-02,372.965
2004-07-05,376.202
2004-07-06,378.717
2004-07-07,373.018
2004-07-08,373.804
2004-07-09,377.704
2004-07-12,376.015
2004-07-13,372.772
2004-07-14,370.263
2004-07-15,370.23
2004-07-16,371.679
2004-07-19,367.654
2004-07-20,365.816
2004-07-21,364.323
2004-07-22,362.429
2004-07-23,360.002
2004-07-26,358.24
2004-07-27,354.051
2004-07-28,356.275
2004-07-29,364.294
2004-07-30,366.976
2004-08-02,371.039
2004-08-03,375.603
2004-08-04,374.018
2004-08-05,369.32
2004-08-06,368.15
2004-08-09,366.124
2004-08-10,370.68
2004-08-11,362.715
2004-08-12,366.034
2004-08-13,374.59
2004-08-16,378.81
2004-08-17,378.357
2004-08-18,373.709
2004-08-19,379.965
2004-08-20,382.657
2004-08-23,381.454
2004-08-24,373.468
2004-08-25,370.967
2004-08-26,371.761
2004-08-27,371.935
2004-08-30,372.663
2004-08-31,371.696
2004-09-01,374.852
2004-09-02,383.722
2004-09-03,383.612
2004-09-06,381.461
2004-09-07,379.528
2004-09-08,379.273
2004-09-09,384.66
2004-09-10,388.264
2004-09-13,384.275
2004-09-14,387.007
2004-09-15,384.736
2004-09-16,386.822
2004-09-17,393.167
2004-09-20,391.961
2004-09-21,399.671
2004-09-22,400.806
2004-09-23,408.271
2004-09-24,409.666
2004-09-27,413.749
2004-09-28,419.893
2004-09-29,414.4
2004-09-30,418.177
2004-10-01,432.018
2004-10-04,433.845
2004-10-05,436.925
2004-10-06,436.548
2004-10-07,442.286
2004-10-08,442.728
2004-10-11,441.26
2004-10-12,434.792
2004-10-13,426.225
2004-10-14,428.835
2004-10-15,423.17
2004-10-18,428.041
2004-10-19,429.013
2004-10-20,427.962
2004-10-21,434.874
2004-10-22,441.322
2004-10-25,437.076
2004-10-26,429.463
2004-10-27,433.47
2004-10-28,426.079
2004-10-29,425.022
2004-11-01,430.412
2004-11-02,424.81
2004-11-03,431.424
2004-11-04,435.099
2004-11-05,438.715
2004-11-08,438.1
2004-11-09,436.392
2004-11-10,431.004
2004-11-11,431.534
2004-11-12,434.683
2004-11-15,437.76
2004-11-16,437.702
2004-11-17,441.055
2004-11-18,444.175
2004-11-19,449.464
2004-11-22,444.751
2004-11-23,455.59
2004-11-24,461.44
2004-11-25,467.6
2004-11-26,470.639
2004-11-29,476.049
2004-11-30,471.505
2004-12-01,468.573
2004-12-02,452.789
2004-12-03,452.287
2004-12-06,456.181
2004-12-07,461.845
2004-12-08,441.16
2004-12-09,443.294
2004-12-10,447.98
2004-12-13,450.089
2004-12-14,448.232
2004-12-15,453.254
2004-12-16,455.73
2004-12-17,447.646
2004-12-20,462.252
2004-12-21,465.334
2004-12-22,463.515
2004-12-23,467.093
2004-12-24,468.02
2004-12-27,474.498
2004-12-28,468.653
2004-12-29,467.58
2004-12-30,470.658
2004-12-31,470.631
2005-01-03,467.825
2005-01-04,454.998
2005-01-05,449.408
2005-01-06,448.649
2005-01-07,451.642
2005-01-10,458.353
2005-01-11,459.383
2005-01-12,461.552
2005-01-13,463.882
2005-01-14,463.075
2005-01-17,467.78
2005-01-18,468.228
2005-01-19,464.587
2005-01-20,455.048
2005-01-21,461.822
2005-01-24,463.328
2005-01-25,461.078
2005-01-26,460.622
2005-01-27,460.372
2005-01-28,455.78
2005-01-31,456.418
2005-02-01,460.195
2005-02-02,467.907
2005-02-03,461.405
2005-02-04,465.701
2005-02-07,465.391
2005-02-08,456.824
2005-02-09,456.925
2005-02-10,461.022
2005-02-11,467.222
2005-02-14,470.098
2005-02-15,472.825
2005-02-16,472.497
2005-02-17,481.704
2005-02-18,483.339
2005-02-21,484.671
2005-02-22,490.743
2005-02-23,489.443
2005-02-24,495.687
2005-02-25,497.902
2005-02-28,511.459
2005-03-01,507.774
2005-03-02,496.769
2005-03-03,503.204
2005-03-04,514.803
2005-03-07,512.716
2005-03-08,517.314
2005-03-09,518.308
2005-03-10,512.483
2005-03-11,516.895
2005-03-14,512.163
2005-03-15,511.235
2005-03-16,510.953
2005-03-17,525.572
2005-03-18,520.657
2005-03-21,516.983
2005-03-22,512.324
2005-03-23,495.104
2005-03-24,491.863
2005-03-25,491.863
2005-03-28,488.029
2005-03-29,489.231
2005-03-30,487.234
2005-03-31,492.111
2005-04-01,495.427
2005-04-04,499.186
2005-04-05,499.462
2005-04-06,502.354
2005-04-07,507.831
2005-04-08,504.669
2005-04-11,504.995
2005-04-12,504.172
2005-04-13,499.768
2005-04-14,493.912
2005-04-15,491.025
2005-04-18,482.265
2005-04-19,488.108
2005-04-20,493.607
2005-04-21,499.546
2005-04-22,503.258
2005-04-25,506.179
2005-04-26,496.879
2005-04-27,484.922
2005-04-28,477.259
2005-04-29,483.126
2005-05-02,481.173
2005-05-03,485.76
2005-05-04,491.322
2005-05-05,490.805
2005-05-06,501.122
2005-05-09,503.522
2005-05-10,506.3
2005-05-11,505.394
2005-05-12,499.609
2005-05-13,484.914
2005-05-16,483.643
2005-05-17,483.84
2005-05-18,490.924
2005-05-19,489.473
2005-05-20,488.552
2005-05-23,488.493
2005-05-24,491.865
2005-05-25,495.473
2005-05-26,504.237
2005-05-27,506.555
2005-05-30,507.249
2005-05-31,499.42
2005-06-01,503.883
2005-06-02,506.35
2005-06-03,507.252
2005-06-06,511.141
2005-06-07,511.382
2005-06-08,518.958
2005-06-09,513.585
2005-06-10,522.78
2005-06-13,516.492
2005-06-14,521.894
2005-06-15,521.775
2005-06-16,528.837
2005-06-17,537.847
2005-06-20,534.27
2005-06-21,534.949
2005-06-22,527.792
2005-06-23,525.418
2005-06-24,534.956
2005-06-27,536.726
2005-06-28,541.418
2005-06-29,546.016
2005-06-30,550.445
2005-07-01,549.611
2005-07-04,560.149
2005-07-05,554.813
2005-07-06,567.554
2005-07-07,557.901
2005-07-08,577.574
2005-07-11,576.657
2005-07-12,580.57
2005-07-13,575.339
2005-07-14,573.702
2005-07-15,562.256
2005-07-18,555.64
2005-07-19,553.68
2005-07-20,551.616
2005-07-21,555.146
2005-07-22,564.701
2005-07-25,571.424
2005-07-26,568.565
2005-07-27,566.192
2005-07-28,569.894
2005-07-29,577.502
2005-08-01,581.052
2005-08-02,589.355
2005-08-03,604.344
2005-08-04,596.249
2005-08-05,589.215
2005-08-08,601.206
2005-08-09,608.934
2005-08-10,608.528
2005-08-11,616.741
2005-08-12,614.211
2005-08-15,608.699
2005-08-16,597.311
2005-08-17,594.969
2005-08-18,588.332
2005-08-19,596.064
2005-08-22,611.391
2005-08-23,612.944
2005-08-24,611.252
2005-08-25,613.22
2005-08-26,612.853
2005-08-29,616.23
2005-08-30,610.841
2005-08-31,627.992
2005-09-01,646.466
2005-09-02,648.819
2005-09-05,642.293
2005-09-06,649.569
2005-09-07,643.608
2005-09-08,637.301
2005-09-09,645.517
2005-09-12,644.389
2005-09-13,636.801
2005-09-14,644.549
2005-09-15,646.746
2005-09-16,644.663
2005-09-19,650.75
2005-09-20,654.094
2005-09-21,660.359
2005-09-22,661.882
2005-09-23,647.732
2005-09-26,633.353
2005-09-27,634.693
2005-09-28,643.919
2005-09-29,649.176
2005-09-30,641.684
2005-10-03,636.474
2005-10-04,628.953
2005-10-05,618.946
2005-10-06,601.732
2005-10-07,598.548
2005-10-10,595.02
2005-10-11,602.967
2005-10-12,607.69
2005-10-13,579.079
2005-10-14,578.688
2005-10-17,585.26
2005-10-18,563.396
2005-10-19,551.439
2005-10-20,571.047
2005-10-21,566.303
2005-10-24,574.563
2005-10-25,577.805
2005-10-26,591.618
2005-10-27,591.055
2005-10-28,581.251
2005-10-31,602.339
2005-11-01,593.461
2005-11-02,601.145
2005-11-03,621.754
2005-11-04,608.17
2005-11-07,605.565
2005-11-08,599.283
2005-11-09,605.461
