Date,WORLD SMALL VALUE Small Cap
2001-06-18,358.601
2001-06-19,357.432
2001-06-20,357.757
2001-06-21,359.393
2001-06-22,358.345
2001-06-25,358.297
2001-06-26,360.116
2001-06-27,360.844
2001-06-28,360.652
2001-06-29,366.115
2001-07-02,363.362
2001-07-03,363.312
2001-07-04,362.816
2001-07-05,360.525
2001-07-06,357.179
2001-07-09,356.836
2001-07-10,356.128
2001-07-11,355.266
2001-07-12,358.827
2001-07-13,359.094
2001-07-16,357.651
2001-07-17,358.791
2001-07-18,359.065
2001-07-19,360.339
2001-07-20,360.486
2001-07-23,356.776
2001-07-24,354.382
2001-07-25,355.92
2001-07-26,357.802
2001-07-27,357.901
2001-07-30,357.237
2001-07-31,358.929
2001-08-01,361.864
2001-08-02,363.968
2001-08-03,363.543
2001-08-06,361.212
2001-08-07,361.011
2001-08-08,359.113
2001-08-09,359.294
2001-08-10,361.337
2001-08-13,361.558
2001-08-14,363.771
2001-08-15,366.655
2001-08-16,367.359
2001-08-17,365.717
2001-08-20,365.181
2001-08-21,364.965
2001-08-22,367.287
2001-08-23,365.305
2001-08-24,367.022
2001-08-27,366.089
2001-08-28,364.15
2001-08-29,363.708
2001-08-30,360.627
2001-08-31,360.146
2001-09-03,358.288
2001-09-04,357.231
2001-09-05,354.713
2001-09-06,351.062
2001-09-07,348.054
2001-09-10,343.218
2001-09-11,342.025
2001-09-12,336.525
2001-09-13,337.788
2001-09-14,338.566
2001-09-17,326.319
2001-09-18,325.305
2001-09-19,322.948
2001-09-20,314.164
2001-09-21,306.075
2001-09-24,311.956
2001-09-25,315.218
2001-09-26,314.589
2001-09-27,315.447
2001-09-28,321.268
2001-10-01,320.293
2001-10-02,321.955
2001-10-03,325.37
2001-10-04,327.752
2001-10-05,327.615
2001-10-08,325.924
2001-10-09,324.711
2001-10-10,328.098
2001-10-11,331.411
2001-10-12,331.089
2001-10-15,331.749
2001-10-16,333.856
2001-10-17,331.765
2001-10-18,328.936
2001-10-19,329.262
2001-10-22,330.239
2001-10-23,329.764
2001-10-24,330.307
2001-10-25,333.848
2001-10-26,334.671
2001-10-29,332.976
2001-10-30,330.111
2001-10-31,331.006
2001-11-01,333.459
2001-11-02,332.535
2001-11-05,333.971
2001-11-06,336.693
2001-11-07,336.328
2001-11-08,336.198
2001-11-09,335.765
2001-11-12,335.611
2001-11-13,337.285
2001-11-14,339.325
2001-11-15,339.141
2001-11-16,340.449
2001-11-19,342.76
2001-11-20,342.007
2001-11-21,340.791
2001-11-22,341.195
2001-11-23,343.03
2001-11-26,344.865
2001-11-27,344.577
2001-11-28,342.4
2001-11-29,344.709
2001-11-30,345.167
2001-12-03,342.211
2001-12-04,345.581
2001-12-05,349.629
2001-12-06,351.376
2001-12-07,350.783
2001-12-10,347.749
2001-12-11,347.022
2001-12-12,348.051
2001-12-13,345.246
2001-12-14,345.72
2001-12-17,347.499
2001-12-18,348.639
2001-12-19,347.031
2001-12-20,345.53
2001-12-21,347.524
2001-12-24,347.589
2001-12-25,347.753
2001-12-26,348.728
2001-12-27,351.442
2001-12-28,353.04
2001-12-31,353.329
2002-01-01,353.319
2002-01-02,353.618
2002-01-03,356.189
2002-01-04,358.36
2002-01-07,356.936
2002-01-08,356.849
2002-01-09,355.737
2002-01-10,355.239
2002-01-11,353.699
2002-01-14,351.328
2002-01-15,351.37
2002-01-16,347.819
2002-01-17,349.124
2002-01-18,348.121
2002-01-21,348.83
2002-01-22,346.592
2002-01-23,348.729
2002-01-24,349.239
2002-01-25,348.354
2002-01-28,349.515
2002-01-29,347.101
2002-01-30,348.168
2002-01-31,349.58
2002-02-01,348.779
2002-02-04,346.454
2002-02-05,344.984
2002-02-06,343.17
2002-02-07,342.177
2002-02-08,345.636
2002-02-11,348.627
2002-02-12,349.966
2002-02-13,351.875
2002-02-14,351.358
2002-02-15,351.812
2002-02-18,351.673
2002-02-19,348.489
2002-02-20,350.475
2002-02-21,348.719
2002-02-22,351.664
2002-02-25,352.283
2002-02-26,353.432
2002-02-27,355.158
2002-02-28,355.569
2002-03-01,359.53
2002-03-04,365.652
2002-03-05,365.577
2002-03-06,369.455
2002-03-07,372.935
2002-03-08,373.775
2002-03-11,375.292
2002-03-12,373.624
2002-03-13,372.045
2002-03-14,373.895
2002-03-15,375.633
2002-03-18,376.358
2002-03-19,378.095
2002-03-20,376.863
2002-03-21,378.273
2002-03-22,377.081
2002-03-25,374.645
2002-03-26,376.427
2002-03-27,379.282
2002-03-28,379.6
2002-03-29,378.923
2002-04-01,378.744
2002-04-02,378.472
2002-04-03,377.802
2002-04-04,379.327
2002-04-05,379.944
2002-04-08,381.619
2002-04-09,381.845
2002-04-10,386.471
2002-04-11,384.324
2002-04-12,387.064
2002-04-15,386.274
2002-04-16,390.598
2002-04-17,390.975
2002-04-18,391.548
2002-04-19,391.665
2002-04-22,390.046
2002-04-23,389.858
2002-04-24,389.562
2002-04-25,391.029
2002-04-26,388.923
2002-04-29,388.762
2002-04-30,391.838
2002-05-01,393.624
2002-05-02,395.266
2002-05-03,396.85
2002-05-06,393.828
2002-05-07,391.225
2002-05-08,393.992
2002-05-09,391.681
2002-05-10,389.705
2002-05-13,391.421
2002-05-14,394.178
2002-05-15,396.26
2002-05-16,395.43
2002-05-17,398.451
2002-05-20,397.351
2002-05-21,395.884
2002-05-22,396.738
2002-05-23,398.573
2002-05-24,397.543
2002-05-27,397.62
2002-05-28,398.011
2002-05-29,396.563
2002-05-30,397.029
2002-05-31,397.014
2002-06-03,392.934
2002-06-04,391.35
2002-06-05,391.063
2002-06-06,387.641
2002-06-07,388.166
2002-06-10,387.789
2002-06-11,385.038
2002-06-12,384.277
2002-06-13,380.418
2002-06-14,378.613
2002-06-17,382.824
2002-06-18,383.445
2002-06-19,379.496
2002-06-20,378.488
2002-06-21,379.412
2002-06-24,378.504
2002-06-25,375.931
2002-06-26,374.87
2002-06-27,377.562
2002-06-28,382.137
2002-07-01,379.146
2002-07-02,372.112
2002-07-03,368.623
2002-07-04,368.495
2002-07-05,374.804
2002-07-08,373.904
2002-07-09,372.157
2002-07-10,365.606
2002-07-11,361.375
2002-07-12,359.173
2002-07-15,356.175
2002-07-16,353.325
2002-07-17,353.499
2002-07-18,350.023
2002-07-19,343.988
2002-07-22,336.192
2002-07-23,325.827
2002-07-24,330.262
2002-07-25,333.518
2002-07-26,333.352
2002-07-29,344.018
2002-07-30,346.612
2002-07-31,345.245
2002-08-01,341.966
2002-08-02,336.004
2002-08-05,329.989
2002-08-06,331.999
2002-08-07,335.75
2002-08-08,339.323
2002-08-09,341.228
2002-08-12,341.021
2002-08-13,336.832
2002-08-14,343.285
2002-08-15,344.567
2002-08-16,346.491
2002-08-19,348.255
2002-08-20,346.892
2002-08-21,351.536
2002-08-22,353.747
2002-08-23,349.778
2002-08-26,353.611
2002-08-27,352.103
2002-08-28,347.874
2002-08-29,347.704
2002-08-30,347.184
2002-09-02,346.953
2002-09-03,341.226
2002-09-04,343.265
2002-09-05,339.336
2002-09-06,342.955
2002-09-09,343.121
2002-09-10,343.468
2002-09-11,343.841
2002-09-12,340.024
2002-09-13,340.123
2002-09-16,337.544
2002-09-17,334.565
2002-09-18,332.187
2002-09-19,327.543
2002-09-20,327.465
2002-09-23,321.924
2002-09-24,317.566
2002-09-25,321.349
2002-09-26,326.142
2002-09-27,322.257
2002-09-30,320.722
2002-10-01,323.018
2002-10-02,317.937
2002-10-03,315.591
2002-10-04,309.944
2002-10-07,302.57
2002-10-08,302.62
2002-10-09,294.656
2002-10-10,299.863
2002-10-11,307.37
2002-10-14,307.437
2002-10-15,317.151
2002-10-16,312.499
2002-10-17,318.281
2002-10-18,318.444
2002-10-21,321.78
2002-10-22,318.282
2002-10-23,320.621
2002-10-24,318.941
2002-10-25,322.798
2002-10-28,322.192
2002-10-29,320.226
2002-10-30,322.77
2002-10-31,324.499
2002-11-01,328.705
2002-11-04,330.746
2002-11-05,331.797
2002-11-06,334.104
2002-11-07,330.956
2002-11-08,328.918
2002-11-11,323.479
2002-11-12,325.491
2002-11-13,324.62
2002-11-14,328.292
2002-11-15,329.644
2002-11-18,328.024
2002-11-19,325.957
2002-11-20,328.63
2002-11-21,334.563
2002-11-22,336.173
2002-11-25,338.089
2002-11-26,334.707
2002-11-27,340.041
2002-11-28,342.023
2002-11-29,341.84
2002-12-02,342.764
2002-12-03,339.11
2002-12-04,337.222
2002-12-05,335.52
2002-12-06,336.475
2002-12-09,332.12
2002-12-10,334.874
2002-12-11,335.481
2002-12-12,335.809
2002-12-13,333.598
2002-12-16,336.752
2002-12-17,335.97
2002-12-18,331.923
2002-12-19,331.616
2002-12-20,333.644
2002-12-23,334.463
2002-12-24,334.384
2002-12-25,334.498
2002-12-26,336.063
2002-12-27,334.319
2002-12-30,335.471
2002-12-31,337.137
2003-01-01,337.137
2003-01-02,341.652
2003-01-03,342.215
2003-01-06,347.238
2003-01-07,343.957
2003-01-08,340.294
2003-01-09,344.069
2003-01-10,344.993
2003-01-13,345.317
2003-01-14,347.006
2003-01-15,345.742
2003-01-16,345.3
2003-01-17,342.635
2003-01-20,342.241
2003-01-21,339.654
2003-01-22,336.915
2003-01-23,339.206
2003-01-24,335.268
2003-01-27,329.55
2003-01-28,330.418
2003-01-29,330.051
2003-01-30,326.886
2003-01-31,328.939
2003-02-03,329.866
2003-02-04,329.489
2003-02-05,328.731
2003-02-06,326.717
2003-02-07,323.723
2003-02-10,324.42
2003-02-11,323.204
2003-02-12,320.867
2003-02-13,321.044
2003-02-14,322.12
2003-02-17,322.875
2003-02-18,326.22
2003-02-19,324.993
2003-02-20,324.591
2003-02-21,326.608
2003-02-24,323.368
2003-02-25,322.312
2003-02-26,320.733
2003-02-27,322.29
2003-02-28,323.339
2003-03-03,324.098
2003-03-04,321.935
2003-03-05,322.143
2003-03-06,320.253
2003-03-07,319.396
2003-03-10,314.527
2003-03-11,312.004
2003-03-12,310.155
2003-03-13,314.83
2003-03-14,315.002
2003-03-17,320.099
2003-03-18,322.253
2003-03-19,323.102
2003-03-20,325.322
2003-03-21,329.57
2003-03-24,325.075
2003-03-25,326.842
2003-03-26,325.581
2003-03-27,325.763
2003-03-28,325.701
2003-03-31,323.654
2003-04-01,326.143
2003-04-02,330.431
2003-04-03,329.341
2003-04-04,329.688
2003-04-07,332.847
2003-04-08,331.621
2003-04-09,331.014
2003-04-10,332.853
2003-04-11,332.031
2003-04-14,335.536
2003-04-15,337.985
2003-04-16,337.918
2003-04-17,341.16
2003-04-18,341.29
2003-04-21,341.881
2003-04-22,346.467
2003-04-23,349.172
2003-04-24,348.347
2003-04-25,345.727
2003-04-28,349.57
2003-04-29,351.124
2003-04-30,354.344
2003-05-01,355.665
2003-05-02,359.473
2003-05-05,361.955
2003-05-06,365.73
2003-05-07,366.104
2003-05-08,364.346
2003-05-09,367.846
2003-05-12,371.648
2003-05-13,372.282
2003-05-14,373.631
2003-05-15,375.364
2003-05-16,376.253
2003-05-19,371.513
2003-05-20,371.816
2003-05-21,371.726
2003-05-22,374.167
2003-05-23,377.292
2003-05-26,377.846
2003-05-27,380.999
2003-05-28,381.748
2003-05-29,383.271
2003-05-30,387.45
2003-06-02,390.489
2003-06-03,390.01
2003-06-04,394.881
2003-06-05,399.817
2003-06-06,400.175
2003-06-09,396.23
2003-06-10,397.946
2003-06-11,402.595
2003-06-12,403.762
2003-06-13,401.099
2003-06-16,406.076
2003-06-17,406.861
2003-06-18,405.329
2003-06-19,401.987
2003-06-20,401.512
2003-06-23,396.687
2003-06-24,395.617
2003-06-25,397.703
2003-06-26,398.082
2003-06-27,398.286
2003-06-30,398.34
2003-07-01,400.57
2003-07-02,406.216
2003-07-03,405.932
2003-07-04,405.839
2003-07-07,410.212
2003-07-08,412.15
2003-07-09,412.776
2003-07-10,409.207
2003-07-11,410.676
2003-07-14,414.526
2003-07-15,412.516
2003-07-16,410.183
2003-07-17,403.824
2003-07-18,406.413
2003-07-21,404.411
2003-07-22,406.422
2003-07-23,408.598
2003-07-24,409.844
2003-07-25,412.494
2003-07-28,414.561
2003-07-29,414.444
2003-07-30,413.738
2003-07-31,413.598
2003-08-01,411.842
2003-08-04,410.75
2003-08-05,407.464
2003-08-06,405.834
2003-08-07,407.282
2003-08-08,407.648
2003-08-11,409.678
2003-08-12,413.057
2003-08-13,414.253
2003-08-14,416.589
2003-08-15,417.54
2003-08-18,421.191
2003-08-19,424.343
2003-08-20,426.296
2003-08-21,428.899
2003-08-22,424.992
2003-08-25,424.292
2003-08-26,424.448
2003-08-27,426.07
2003-08-28,428.179
2003-08-29,431.338
2003-09-01,433.07
2003-09-02,436.751
2003-09-03,439.748
2003-09-04,439.945
2003-09-05,439.276
2003-09-08,443.219
2003-09-09,442.397
2003-09-10,436.266
2003-09-11,438.005
2003-09-12,440.577
2003-09-15,440.484
2003-09-16,444.044
2003-09-17,444.745
2003-09-18,448.322
2003-09-19,451.018
2003-09-22,448.678
2003-09-23,450.513
2003-09-24,446.251
2003-09-25,441.522
2003-09-26,437.53
2003-09-29,441.249
2003-09-30,439.809
2003-10-01,447.349
2003-10-02,450.616
2003-10-03,455.59
2003-10-06,458.253
2003-10-07,460.485
2003-10-08,459.727
2003-10-09,462.601
2003-10-10,463.992
2003-10-13,466.813
2003-10-14,468.62
2003-10-15,468.035
2003-10-16,470.068
2003-10-17,466.595
2003-10-20,467.284
2003-10-21,469.186
2003-10-22,463.566
2003-10-23,458.628
2003-10-24,458.562
2003-10-27,462.88
2003-10-28,466.64
2003-10-29,470.162
2003-10-30,470.99
2003-10-31,469.731
2003-11-03,472.379
2003-11-04,474.86
2003-11-05,474.551
2003-11-06,475.124
2003-11-07,477.176
2003-11-10,474.401
2003-11-11,470.239
2003-11-12,476.032
2003-11-13,478.385
2003-11-14,475.988
2003-11-17,469.295
2003-11-18,468.435
2003-11-19,468.648
2003-11-20,467.281
2003-11-21,468.999
2003-11-24,473.638
2003-11-25,477.311
2003-11-26,481.38
2003-11-27,481.645
2003-11-28,482.421
2003-12-01,487.833
2003-12-02,489.305
2003-12-03,488.385
2003-12-04,488.14
2003-12-05,487.153
2003-12-08,489.796
2003-12-09,487.395
2003-12-10,484.162
2003-12-11,488.145
2003-12-12,491.748
2003-12-15,489.424
2003-12-16,489.71
2003-12-17,490.323
2003-12-18,494.105
2003-12-19,494.419
2003-12-22,496.844
2003-12-23,499.465
2003-12-24,499.919
2003-12-25,500.079
2003-12-26,501.397
2003-12-29,506.383
2003-12-30,509.102
2003-12-31,507.412
2004-01-01,507.415
2004-01-02,509.392
2004-01-05,515.339
2004-01-06,516.302
2004-01-07,517.076
2004-01-08,520.63
2004-01-09,521.289
2004-01-12,523.238
2004-01-13,523.357
2004-01-14,525.684
2004-01-15,524.731
2004-01-16,525.151
2004-01-19,525.358
2004-01-20,530.764
2004-01-21,533.107
2004-01-22,533.409
2004-01-23,534.404
2004-01-26,535.076
2004-01-27,534.483
2004-01-28,529.254
2004-01-29,523.627
2004-01-30,525.996
2004-02-02,527.08
2004-02-03,527.781
2004-02-04,520.2
2004-02-05,523.312
2004-02-06,531.191
2004-02-09,533.002
2004-02-10,536.249
2004-02-11,539.108
2004-02-12,540.919
2004-02-13,539.213
2004-02-16,540.09
2004-02-17,545.065
2004-02-18,544.208
2004-02-19,539.991
2004-02-20,535.954
2004-02-23,533.975
2004-02-24,534.704
2004-02-25,535.751
2004-02-26,536.363
2004-02-27,540.019
2004-03-01,547.22
2004-03-02,544.79
2004-03-03,542.42
2004-03-04,545.606
2004-03-05,549.832
2004-03-08,547.127
2004-03-09,545.155
2004-03-10,536.478
2004-03-11,530.271
2004-03-12,534.966
2004-03-15,528.952
2004-03-16,531.891
2004-03-17,538.813
2004-03-18,540.194
2004-03-19,538.832
2004-03-22,532.383
2004-03-23,533.0
2004-03-24,531.145
2004-03-25,537.59
2004-03-26,538.793
2004-03-29,545.188
2004-03-30,548.486
2004-03-31,553.245
2004-04-01,558.277
2004-04-02,558.702
2004-04-05,556.797
2004-04-06,554.397
2004-04-07,557.269
2004-04-08,554.699
2004-04-09,553.77
2004-04-12,553.6
2004-04-13,546.729
2004-04-14,540.047
2004-04-15,539.266
2004-04-16,544.222
2004-04-19,544.127
2004-04-20,539.73
2004-04-21,539.713
2004-04-22,544.533
2004-04-23,544.275
2004-04-26,545.118
2004-04-27,545.337
2004-04-28,537.868
2004-04-29,532.048
2004-04-30,528.027
2004-05-03,530.197
2004-05-04,534.167
2004-05-05,535.407
2004-05-06,528.869
2004-05-07,516.49
2004-05-10,501.345
2004-05-11,505.894
2004-05-12,508.893
2004-05-13,506.37
2004-05-14,505.167
2004-05-17,498.815
2004-05-18,503.691
2004-05-19,509.254
2004-05-20,508.495
2004-05-21,513.553
2004-05-24,516.588
2004-05-25,523.472
2004-05-26,527.505
2004-05-27,531.188
2004-05-28,533.168
2004-05-31,533.378
2004-06-01,534.449
2004-06-02,535.776
2004-06-03,529.767
2004-06-04,533.073
2004-06-07,541.671
2004-06-08,541.791
2004-06-09,537.46
2004-06-10,538.976
2004-06-11,537.519
2004-06-14,531.614
2004-06-15,536.067
2004-06-16,538.336
2004-06-17,540.416
2004-06-18,541.881
2004-06-21,543.101
2004-06-22,543.566
2004-06-23,547.129
2004-06-24,549.038
2004-06-25,551.186
2004-06-28,552.701
2004-06-29,552.274
2004-06-30,555.927
2004-07-01,553.086
2004-07-02,554.368
2004-07-05,552.328
2004-07-06,547.989
2004-07-07,550.037
2004-07-08,545.461
2004-07-09,547.576
2004-07-12,548.625
2004-07-13,547.397
2004-07-14,545.731
2004-07-15,546.006
2004-07-16,547.258
2004-07-19,547.591
2004-07-20,548.677
2004-07-21,541.296
2004-07-22,537.855
2004-07-23,532.801
2004-07-26,529.448
2004-07-27,530.422
2004-07-28,530.807
2004-07-29,534.497
2004-07-30,536.623
2004-08-02,538.678
2004-08-03,536.478
2004-08-04,534.2
2004-08-05,529.268
2004-08-06,525.903
2004-08-09,523.335
2004-08-10,529.424
2004-08-11,526.954
2004-08-12,523.003
2004-08-13,523.545
2004-08-16,528.511
2004-08-17,530.056
2004-08-18,534.65
2004-08-19,535.133
2004-08-20,539.531
2004-08-23,537.775
2004-08-24,538.073
2004-08-25,540.181
2004-08-26,540.775
2004-08-27,542.89
2004-08-30,540.075
2004-08-31,542.796
2004-09-01,546.019
2004-09-02,549.618
2004-09-03,546.593
2004-09-06,548.565
2004-09-07,552.245
2004-09-08,550.923
2004-09-09,552.162
2004-09-10,555.24
2004-09-13,556.014
2004-09-14,555.639
2004-09-15,551.817
2004-09-16,555.731
2004-09-17,555.429
2004-09-20,553.654
2004-09-21,557.773
2004-09-22,553.147
2004-09-23,552.567
2004-09-24,552.352
2004-09-27,549.573
2004-09-28,552.794
2004-09-29,555.662
2004-09-30,560.066
2004-10-01,566.756
2004-10-04,568.279
2004-10-05,568.806
2004-10-06,571.669
2004-10-07,567.477
2004-10-08,567.826
2004-10-11,567.889
2004-10-12,565.401
2004-10-13,560.195
2004-10-14,558.375
2004-10-15,561.979
2004-10-18,562.034
2004-10-19,560.92
2004-10-20,561.208
2004-10-21,565.124
2004-10-22,562.635
2004-10-25,564.299
2004-10-26,568.307
2004-10-27,573.058
2004-10-28,572.831
2004-10-29,572.856
2004-11-01,574.882
2004-11-02,575.24
2004-11-03,582.661
2004-11-04,588.687
2004-11-05,590.927
2004-11-08,590.266
2004-11-09,591.68
2004-11-10,592.788
2004-11-11,596.171
2004-11-12,602.562
2004-11-15,604.204
2004-11-16,601.685
2004-11-17,605.367
2004-11-18,604.586
2004-11-19,602.666
2004-11-22,604.525
2004-11-23,607.606
2004-11-24,612.532
2004-11-25,614.621
2004-11-26,615.176
2004-11-29,616.916
2004-11-30,616.884
2004-12-01,622.423
2004-12-02,621.687
2004-12-03,624.765
2004-12-06,623.736
2004-12-07,617.82
2004-12-08,615.18
2004-12-09,613.564
2004-12-10,614.494
2004-12-13,619.413
2004-12-14,621.796
2004-12-15,628.801
2004-12-16,625.213
2004-12-17,625.615
2004-12-20,627.559
2004-12-21,630.933
2004-12-22,633.186
2004-12-23,634.966
2004-12-24,636.553
2004-12-27,635.753
2004-12-28,639.787
2004-12-29,639.506
2004-12-30,642.798
2004-12-31,643.151
2005-01-03,636.187
2005-01-04,628.495
2005-01-05,621.157
2005-01-06,621.039
2005-01-07,619.108
2005-01-10,621.935
2005-01-11,620.64
2005-01-12,624.229
2005-01-13,623.223
2005-01-14,626.056
2005-01-17,627.662
2005-01-18,630.289
2005-01-19,629.025
2005-01-20,624.634
2005-01-21,624.951
2005-01-24,623.51
2005-01-25,621.99
2005-01-26,629.096
2005-01-27,629.412
2005-01-28,627.528
2005-01-31,634.812
2005-02-01,637.643
2005-02-02,641.851
2005-02-03,639.959
2005-02-04,646.205
2005-02-07,645.263
2005-02-08,644.979
2005-02-09,641.102
2005-02-10,643.86
2005-02-11,648.002
2005-02-14,650.942
2005-02-15,651.66
2005-02-16,651.799
2005-02-17,650.663
2005-02-18,650.177
2005-02-21,649.759
2005-02-22,643.794
2005-02-23,642.426
2005-02-24,646.092
2005-02-25,654.073
2005-02-28,655.848
2005-03-01,658.895
2005-03-02,656.949
2005-03-03,657.847
2005-03-04,665.99
2005-03-07,666.287
2005-03-08,665.917
2005-03-09,662.094
2005-03-10,660.323
2005-03-11,661.875
2005-03-14,662.077
2005-03-15,660.686
2005-03-16,658.864
2005-03-17,658.854
2005-03-18,656.976
2005-03-21,653.777
2005-03-22,651.828
2005-03-23,642.738
2005-03-24,643.415
2005-03-25,643.566
2005-03-28,641.734
2005-03-29,635.761
2005-03-30,640.314
2005-03-31,645.059
2005-04-01,644.706
2005-04-04,641.625
2005-04-05,643.239
2005-04-06,645.316
2005-04-07,648.571
2005-04-08,644.982
2005-04-11,644.73
2005-04-12,645.647
2005-04-13,642.476
2005-04-14,632.95
2005-04-15,625.122
2005-04-18,621.401
2005-04-19,630.056
2005-04-20,626.08
2005-04-21,630.364
2005-04-22,630.478
2005-04-25,634.168
2005-04-26,629.393
2005-04-27,627.497
2005-04-28,621.076
2005-04-29,625.056
2005-05-02,626.911
2005-05-03,625.983
2005-05-04,632.622
2005-05-05,633.402
2005-05-06,634.146
2005-05-09,636.726
2005-05-10,633.482
2005-05-11,633.306
2005-05-12,626.603
2005-05-13,621.606
2005-05-16,624.503
2005-05-17,626.097
2005-05-18,633.514
2005-05-19,636.818
2005-05-20,635.514
2005-05-23,639.814
2005-05-24,639.284
2005-05-25,635.501
2005-05-26,638.946
2005-05-27,641.568
2005-05-30,642.67
2005-05-31,643.535
2005-06-01,647.696
2005-06-02,649.015
2005-06-03,648.332
2005-06-06,650.518
2005-06-07,652.351
2005-06-08,653.18
2005-06-09,651.741
2005-06-10,652.58
2005-06-13,653.343
2005-06-14,656.557
2005-06-15,659.592
2005-06-16,663.805
2005-06-17,667.677
2005-06-20,665.185
2005-06-21,665.035
2005-06-22,666.169
2005-06-23,661.974
2005-06-24,657.913
2005-06-27,656.524
2005-06-28,662.45
2005-06-29,663.065
2005-06-30,662.094
2005-07-01,663.081
2005-07-04,662.864
2005-07-05,666.123
2005-07-06,665.366
2005-07-07,663.276
2005-07-08,670.966
2005-07-11,678.925
2005-07-12,681.692
2005-07-13,678.666
2005-07-14,676.714
2005-07-15,675.636
2005-07-18,674.5
2005-07-19,677.582
2005-07-20,681.826
2005-07-21,682.062
2005-07-22,686.602
2005-07-25,683.394
2005-07-26,684.075
2005-07-27,686.505
2005-07-28,691.338
2005-07-29,692.147
2005-08-01,694.658
2005-08-02,699.268
2005-08-03,699.805
2005-08-04,694.176
2005-08-05,685.437
2005-08-08,683.564
2005-08-09,685.572
2005-08-10,689.957
2005-08-11,694.977
2005-08-12,692.906
2005-08-15,694.577
2005-08-16,690.56
2005-08-17,688.504
2005-08-18,682.966
2005-08-19,684.024
2005-08-22,690.22
2005-08-23,689.054
2005-08-24,688.568
2005-08-25,690.427
2005-08-26,687.151
2005-08-29,686.849
2005-08-30,685.2
2005-08-31,694.991
2005-09-01,702.368
2005-09-02,702.095
2005-09-05,702.932
2005-09-06,707.729
2005-09-07,708.632
2005-09-08,705.284
2005-09-09,710.994
2005-09-12,711.177
2005-09-13,706.454
2005-09-14,705.743
2005-09-15,704.428
2005-09-16,707.112
2005-09-19,703.935
2005-09-20,701.955
2005-09-21,696.324
2005-09-22,694.083
2005-09-23,694.433
2005-09-26,698.719
2005-09-27,696.541
2005-09-28,697.301
2005-09-29,704.05
2005-09-30,707.079
2005-10-03,706.414
2005-10-04,703.451
2005-10-05,691.253
2005-10-06,685.543
2005-10-07,686.102
2005-10-10,681.387
2005-10-11,679.102
2005-10-12,674.823
2005-10-13,669.162
2005-10-14,676.414
2005-10-17,675.823
2005-10-18,668.544
2005-10-19,670.251
2005-10-20,666.767
2005-10-21,668.323
2005-10-24,677.125
2005-10-25,679.278
2005-10-26,677.983
2005-10-27,671.523
2005-10-28,676.748
2005-10-31,685.818
2005-11-01,685.423
2005-11-02,693.462
2005-11-03,694.453
2005-11-04,691.299
2005-11-07,693.712
2005-11-08,690.552
2005-11-09,691.873
